	SchirmerM_2016__G89065__bin.23	LiJ_2014__MH0376__bin.44	ZeeviD_2015__PNP_Validation_18__bin.30	BritoIL_2016__M1.15.ST__bin.2	LeChatelierE_2013__MH0448__bin.33	NielsenHB_2014__MH0124__bin.51	ZeeviD_2015__PNP_Main_325__bin.27	RampelliS_2015__H10__bin.85	XieH_2016__YSZC12003_37315__bin.117	XieH_2016__YSZC12003_37331__bin.75	XieH_2016__YSZC12003_37101__bin.58	ZeeviD_2015__PNP_Main_560__bin.12	ZeeviD_2015__PNP_Main_764__bin.41	LeChatelierE_2013__MH0189__bin.26	ZeeviD_2015__PNP_Main_172__bin.42	CosteaPI_2017__SID713B072-11-90-0__bin.90	BritoIL_2016__M1.61.ST__bin.27	LeChatelierE_2013__MH0173__bin.42	ZeeviD_2015__PNP_Main_666__bin.39	CosteaPI_2017__SID713B072-11-0-0__bin.104	LiJ_2014__MH0374__bin.43	ZeeviD_2015__PNP_Main_225__bin.42	LiJ_2014__MH0357__bin.46	ZeeviD_2015__PNP_Main_362__bin.42	LiJ_2014__MH0390__bin.72	ZeeviD_2015__PNP_Main_80__bin.76	RampelliS_2015__H20__bin.22	LeChatelierE_2013__MH0143__bin.51	ZeeviD_2015__PNP_Main_386__bin.19	CosteaPI_2017__SID713B063-11-0-0__bin.25	LeChatelierE_2013__MH0124__bin.33	ZeeviD_2015__PNP_Main_25__bin.13	CosteaPI_2017__SID713B014-11-0-0__bin.111	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.114	LeChatelierE_2013__MH0407__bin.21	ZeeviD_2015__PNP_Main_19__bin.5	NielsenHB_2014__MH0126__bin.31	LeChatelierE_2013__MH0126__bin.1	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.120	NielsenHB_2014__MH0143__bin.37	LeChatelierE_2013__MH0318__bin.89
XieH_2016__YSZC12003_37101__bin.58	9649.0	9904.0	10603.0	19720.0	10770.0	10173.0	5710.0	13094.0	10686.0	12370.0	0.0	7211.0	10232.0	12286.0	10992.0	8998.0	19998.0	10485.0	7006.0	11757.0	10546.0	10086.0	11040.0	11985.0	11246.0	10968.0	15764.0	11901.0	9239.0	7273.0	10628.0	9063.0	11078.0	19616.0	6136.0	9034.0	11754.0	12005.0	14240.0	19670.0	11657.0	9443.0
ZeeviD_2015__PNP_Main_560__bin.12	10792.0	9906.0	10348.0	20655.0	12163.0	10101.0	6856.0	13536.0	11325.0	13251.0	7211.0	0.0	11310.0	13648.0	11314.0	9670.0	20904.0	11876.0	8391.0	12643.0	11729.0	10202.0	13599.0	11817.0	12985.0	12335.0	16509.0	13206.0	10250.0	7625.0	10586.0	9670.0	12923.0	21610.0	7957.0	9937.0	12502.0	13294.0	15211.0	21578.0	15696.0	9772.0
ZeeviD_2015__PNP_Main_764__bin.41	10597.0	9526.0	9332.0	17585.0	10816.0	10748.0	9881.0	13105.0	10537.0	11332.0	10232.0	11310.0	0.0	10490.0	10473.0	8344.0	17733.0	9611.0	7272.0	10418.0	8776.0	10524.0	11295.0	9494.0	10977.0	9814.0	15865.0	10925.0	10095.0	7173.0	11066.0	9114.0	10426.0	17871.0	10876.0	8679.0	11413.0	11749.0	13603.0	17809.0	10482.0	9910.0
LeChatelierE_2013__MH0189__bin.26	12889.0	10643.0	11892.0	20614.0	11946.0	11763.0	11895.0	13255.0	11140.0	11935.0	12286.0	13648.0	10490.0	0.0	12627.0	9125.0	20984.0	10760.0	7699.0	12611.0	11498.0	11289.0	13710.0	11839.0	9940.0	12107.0	16437.0	11938.0	11925.0	7712.0	11907.0	10406.0	10761.0	20314.0	13321.0	9649.0	12108.0	12483.0	15064.0	20218.0	11552.0	11567.0
ZeeviD_2015__PNP_Main_172__bin.42	11639.0	10884.0	7990.0	18969.0	12034.0	12119.0	10584.0	13174.0	9372.0	12527.0	10992.0	11314.0	10473.0	12627.0	0.0	7074.0	19197.0	10750.0	7781.0	9370.0	10771.0	11110.0	13174.0	8927.0	12842.0	11999.0	16462.0	13191.0	10223.0	6269.0	12301.0	2041.0	11423.0	20644.0	11934.0	9375.0	12501.0	13001.0	14691.0	20885.0	12923.0	10876.0
CosteaPI_2017__SID713B072-11-90-0__bin.90	9187.0	8392.0	6611.0	14287.0	8350.0	9332.0	8890.0	10832.0	6118.0	8917.0	8998.0	9670.0	8344.0	9125.0	7074.0	0.0	14566.0	8120.0	5904.0	1408.0	9415.0	9327.0	10350.0	4695.0	9220.0	8224.0	12790.0	8873.0	9210.0	1887.0	9212.0	5977.0	8891.0	14353.0	9684.0	7300.0	9585.0	9756.0	11373.0	14253.0	8864.0	8711.0
BritoIL_2016__M1.61.ST__bin.27	20230.0	15693.0	17895.0	961.0	18904.0	19726.0	18406.0	14350.0	16979.0	18617.0	19998.0	20904.0	17733.0	20984.0	19197.0	14566.0	0.0	16129.0	12949.0	19590.0	19573.0	17086.0	20059.0	18604.0	20444.0	19548.0	18205.0	19448.0	18876.0	11710.0	20133.0	16256.0	18206.0	21616.0	19488.0	13943.0	19352.0	20802.0	17014.0	21894.0	18961.0	18633.0
LeChatelierE_2013__MH0173__bin.42	10631.0	9307.0	10643.0	16003.0	8710.0	10816.0	10365.0	10803.0	9210.0	10873.0	10485.0	11876.0	9611.0	10760.0	10750.0	8120.0	16129.0	0.0	6629.0	9772.0	10962.0	9618.0	11155.0	10259.0	10860.0	9167.0	12987.0	9877.0	10095.0	6418.0	10707.0	8863.0	9809.0	16574.0	10944.0	8227.0	10622.0	11155.0	12643.0	16517.0	9753.0	10075.0
ZeeviD_2015__PNP_Main_666__bin.39	7056.0	7436.0	7346.0	12558.0	7241.0	6940.0	7433.0	8252.0	6719.0	7601.0	7006.0	8391.0	7272.0	7699.0	7781.0	5904.0	12949.0	6629.0	0.0	7273.0	7867.0	6556.0	8493.0	6905.0	7931.0	6226.0	10687.0	7014.0	6413.0	4310.0	6853.0	6858.0	6750.0	12057.0	7386.0	5989.0	7863.0	7881.0	9414.0	12104.0	6655.0	6457.0
CosteaPI_2017__SID713B072-11-0-0__bin.104	11661.0	10995.0	9040.0	19783.0	10124.0	12353.0	11742.0	13028.0	7079.0	11816.0	11757.0	12643.0	10418.0	12611.0	9370.0	1408.0	19590.0	9772.0	7273.0	0.0	12136.0	10837.0	12583.0	5931.0	11888.0	10512.0	15917.0	11654.0	12110.0	1635.0	12670.0	6917.0	10794.0	19845.0	12594.0	9188.0	12493.0	13520.0	15166.0	20117.0	10887.0	11658.0
LiJ_2014__MH0374__bin.43	11621.0	10472.0	9881.0	19494.0	12174.0	10925.0	10571.0	13300.0	10856.0	12636.0	10546.0	11729.0	8776.0	11498.0	10771.0	9415.0	19573.0	10962.0	7867.0	12136.0	0.0	10648.0	12176.0	10591.0	12149.0	12357.0	16059.0	11978.0	11221.0	7506.0	11057.0	8999.0	11811.0	19474.0	11297.0	9289.0	12471.0	12832.0	15199.0	19470.0	11700.0	10487.0
ZeeviD_2015__PNP_Main_225__bin.42	11165.0	9983.0	10273.0	16951.0	10464.0	10186.0	9143.0	12162.0	10294.0	10733.0	10086.0	10202.0	10524.0	11289.0	11110.0	9327.0	17086.0	9618.0	6556.0	10837.0	10648.0	0.0	11724.0	10335.0	11078.0	9912.0	14670.0	10095.0	10266.0	7441.0	10678.0	9102.0	10210.0	16754.0	10079.0	8332.0	11405.0	11968.0	14013.0	16660.0	10154.0	9958.0
LiJ_2014__MH0357__bin.46	12092.0	10489.0	12266.0	20036.0	13046.0	13288.0	11484.0	13348.0	11997.0	13795.0	11040.0	13599.0	11295.0	13710.0	13174.0	10350.0	20059.0	11155.0	8493.0	12583.0	12176.0	11724.0	0.0	12682.0	14275.0	11827.0	16460.0	12596.0	12476.0	8481.0	13760.0	10788.0	12297.0	20917.0	11795.0	10110.0	12989.0	13626.0	14016.0	20787.0	12554.0	11689.0
ZeeviD_2015__PNP_Main_362__bin.42	11936.0	9964.0	8872.0	18813.0	10429.0	11111.0	10899.0	12616.0	7522.0	10464.0	11985.0	11817.0	9494.0	11839.0	8927.0	4695.0	18604.0	10259.0	6905.0	5931.0	10591.0	10335.0	12682.0	0.0	12510.0	10977.0	15854.0	11018.0	11222.0	4233.0	11596.0	6986.0	7785.0	18351.0	12654.0	8506.0	11509.0	12319.0	14236.0	18432.0	10733.0	10656.0
LiJ_2014__MH0390__bin.72	12061.0	10510.0	11474.0	20334.0	11674.0	11786.0	11232.0	13311.0	11390.0	12412.0	11246.0	12985.0	10977.0	9940.0	12842.0	9220.0	20444.0	10860.0	7931.0	11888.0	12149.0	11078.0	14275.0	12510.0	0.0	10864.0	16160.0	11839.0	12043.0	7618.0	12288.0	10739.0	11930.0	19504.0	12582.0	9292.0	11993.0	12441.0	15186.0	19707.0	11925.0	11122.0
ZeeviD_2015__PNP_Main_80__bin.76	10811.0	10465.0	10648.0	19005.0	9731.0	11537.0	11249.0	12781.0	10349.0	11050.0	10968.0	12335.0	9814.0	12107.0	11999.0	8224.0	19548.0	9167.0	6226.0	10512.0	12357.0	9912.0	11827.0	10977.0	10864.0	0.0	16222.0	10358.0	10870.0	7019.0	11792.0	9925.0	9930.0	18986.0	11863.0	8110.0	10875.0	11409.0	14020.0	19245.0	10110.0	10707.0
RampelliS_2015__H20__bin.22	16171.0	12692.0	15438.0	17812.0	15482.0	15798.0	14971.0	10359.0	14226.0	15385.0	15764.0	16509.0	15865.0	16437.0	16462.0	12790.0	18205.0	12987.0	10687.0	15917.0	16059.0	14670.0	16460.0	15854.0	16160.0	16222.0	0.0	15934.0	15778.0	10960.0	15446.0	14483.0	15994.0	14941.0	15286.0	11520.0	15335.0	15795.0	14958.0	14900.0	15936.0	14994.0
LeChatelierE_2013__MH0143__bin.51	11527.0	10702.0	12343.0	19400.0	10746.0	12276.0	12351.0	13399.0	10973.0	11508.0	11901.0	13206.0	10925.0	11938.0	13191.0	8873.0	19448.0	9877.0	7014.0	11654.0	11978.0	10095.0	12596.0	11018.0	11839.0	10358.0	15934.0	0.0	12322.0	7336.0	12389.0	10288.0	9684.0	19839.0	12645.0	9401.0	11793.0	12450.0	14330.0	19987.0	109.0	11517.0
ZeeviD_2015__PNP_Main_386__bin.19	10029.0	10329.0	9471.0	18412.0	12332.0	10375.0	9409.0	12637.0	11189.0	11466.0	9239.0	10250.0	10095.0	11925.0	10223.0	9210.0	18876.0	10095.0	6413.0	12110.0	11221.0	10266.0	12476.0	11222.0	12043.0	10870.0	15778.0	12322.0	0.0	7645.0	10577.0	8713.0	10713.0	19552.0	10819.0	9245.0	11877.0	12359.0	15217.0	19770.0	11851.0	9562.0
CosteaPI_2017__SID713B063-11-0-0__bin.25	7685.0	7505.0	5604.0	11456.0	6997.0	7732.0	7222.0	10135.0	5196.0	7529.0	7273.0	7625.0	7173.0	7712.0	6269.0	1887.0	11710.0	6418.0	4310.0	1635.0	7506.0	7441.0	8481.0	4233.0	7618.0	7019.0	10960.0	7336.0	7645.0	0.0	7741.0	5306.0	7594.0	11598.0	7827.0	6417.0	8206.0	8494.0	9570.0	11647.0	7416.0	6916.0
LeChatelierE_2013__MH0124__bin.33	11013.0	10629.0	10611.0	19453.0	11624.0	552.0	9666.0	12921.0	10865.0	12318.0	10628.0	10586.0	11066.0	11907.0	12301.0	9212.0	20133.0	10707.0	6853.0	12670.0	11057.0	10678.0	13760.0	11596.0	12288.0	11792.0	15446.0	12389.0	10577.0	7741.0	0.0	10038.0	11679.0	19222.0	11193.0	9379.0	11867.0	12463.0	15030.0	19356.0	12134.0	7903.0
ZeeviD_2015__PNP_Main_25__bin.13	9749.0	9890.0	6208.0	16128.0	10291.0	10027.0	8766.0	11530.0	7390.0	11041.0	9063.0	9670.0	9114.0	10406.0	2041.0	5977.0	16256.0	8863.0	6858.0	6917.0	8999.0	9102.0	10788.0	6986.0	10739.0	9925.0	14483.0	10288.0	8713.0	5306.0	10038.0	0.0	9746.0	16487.0	9491.0	8327.0	11153.0	11268.0	12929.0	16537.0	10437.0	8684.0
CosteaPI_2017__SID713B014-11-0-0__bin.111	12135.0	10591.0	10700.0	17933.0	10323.0	11546.0	11442.0	13310.0	10799.0	9511.0	11078.0	12923.0	10426.0	10761.0	11423.0	8891.0	18206.0	9809.0	6750.0	10794.0	11811.0	10210.0	12297.0	7785.0	11930.0	9930.0	15994.0	9684.0	10713.0	7594.0	11679.0	9746.0	0.0	18189.0	12134.0	9130.0	11118.0	11549.0	14186.0	18418.0	9937.0	11167.0
Bengtsson-PalmeJ_2015__TRAVELRES10__bin.114	20360.0	15088.0	19536.0	21108.0	19020.0	18953.0	18646.0	12841.0	16467.0	19129.0	19616.0	21610.0	17871.0	20314.0	20644.0	14353.0	21616.0	16574.0	12057.0	19845.0	19474.0	16754.0	20917.0	18351.0	19504.0	18986.0	14941.0	19839.0	19552.0	11598.0	19222.0	16487.0	18189.0	0.0	19384.0	12586.0	18891.0	19889.0	19153.0	226.0	19411.0	18992.0
LeChatelierE_2013__MH0407__bin.21	10799.0	10227.0	11812.0	19059.0	11866.0	11564.0	6252.0	12479.0	11339.0	13129.0	6136.0	7957.0	10876.0	13321.0	11934.0	9684.0	19488.0	10944.0	7386.0	12594.0	11297.0	10079.0	11795.0	12654.0	12582.0	11863.0	15286.0	12645.0	10819.0	7827.0	11193.0	9491.0	12134.0	19384.0	0.0	8968.0	12751.0	13387.0	13911.0	19227.0	12564.0	10320.0
ZeeviD_2015__PNP_Main_19__bin.5	9265.0	8629.0	9258.0	13886.0	8897.0	9454.0	8444.0	8818.0	8267.0	9414.0	9034.0	9937.0	8679.0	9649.0	9375.0	7300.0	13943.0	8227.0	5989.0	9188.0	9289.0	8332.0	10110.0	8506.0	9292.0	8110.0	11520.0	9401.0	9245.0	6417.0	9379.0	8327.0	9130.0	12586.0	8968.0	0.0	9208.0	9164.0	11072.0	12392.0	9214.0	8579.0
NielsenHB_2014__MH0126__bin.31	11791.0	10172.0	11376.0	18925.0	11539.0	11991.0	11040.0	12985.0	11115.0	11415.0	11754.0	12502.0	11413.0	12108.0	12501.0	9585.0	19352.0	10622.0	7863.0	12493.0	12471.0	11405.0	12989.0	11509.0	11993.0	10875.0	15335.0	11793.0	11877.0	8206.0	11867.0	11153.0	11118.0	18891.0	12751.0	9208.0	0.0	2172.0	15144.0	18971.0	11714.0	11221.0
LeChatelierE_2013__MH0126__bin.1	12840.0	10675.0	11964.0	20127.0	11844.0	12549.0	11722.0	13227.0	11955.0	11791.0	12005.0	13294.0	11749.0	12483.0	13001.0	9756.0	20802.0	11155.0	7881.0	13520.0	12832.0	11968.0	13626.0	12319.0	12441.0	11409.0	15795.0	12450.0	12359.0	8494.0	12463.0	11268.0	11549.0	19889.0	13387.0	9164.0	2172.0	0.0	15532.0	19797.0	12337.0	11642.0
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.16	14206.0	12457.0	13987.0	17121.0	14409.0	15321.0	13687.0	12806.0	13268.0	15501.0	14240.0	15211.0	13603.0	15064.0	14691.0	11373.0	17014.0	12643.0	9414.0	15166.0	15199.0	14013.0	14016.0	14236.0	15186.0	14020.0	14958.0	14330.0	15217.0	9570.0	15030.0	12929.0	14186.0	19153.0	13911.0	11072.0	15144.0	15532.0	0.0	19076.0	14250.0	13498.0
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.120	20535.0	15025.0	19508.0	21295.0	18840.0	18982.0	18817.0	12784.0	16433.0	19130.0	19670.0	21578.0	17809.0	20218.0	20885.0	14253.0	21894.0	16517.0	12104.0	20117.0	19470.0	16660.0	20787.0	18432.0	19707.0	19245.0	14900.0	19987.0	19770.0	11647.0	19356.0	16537.0	18418.0	226.0	19227.0	12392.0	18971.0	19797.0	19076.0	0.0	19446.0	18842.0
NielsenHB_2014__MH0143__bin.37	11266.0	10764.0	12149.0	18867.0	10555.0	12177.0	13930.0	13531.0	10937.0	11486.0	11657.0	15696.0	10482.0	11552.0	12923.0	8864.0	18961.0	9753.0	6655.0	10887.0	11700.0	10154.0	12554.0	10733.0	11925.0	10110.0	15936.0	109.0	11851.0	7416.0	12134.0	10437.0	9937.0	19411.0	12564.0	9214.0	11714.0	12337.0	14250.0	19446.0	0.0	11369.0
LeChatelierE_2013__MH0318__bin.89	8615.0	9059.0	9906.0	18115.0	11121.0	7960.0	9026.0	12488.0	10247.0	10988.0	9443.0	9772.0	9910.0	11567.0	10876.0	8711.0	18633.0	10075.0	6457.0	11658.0	10487.0	9958.0	11689.0	10656.0	11122.0	10707.0	14994.0	11517.0	9562.0	6916.0	7903.0	8684.0	11167.0	18992.0	10320.0	8579.0	11221.0	11642.0	13498.0	18842.0	11369.0	0.0
