	SchirmerM_2016__G89065__bin.23	LiJ_2014__MH0376__bin.44	ZeeviD_2015__PNP_Validation_18__bin.30	BritoIL_2016__M1.15.ST__bin.2	LeChatelierE_2013__MH0448__bin.33	NielsenHB_2014__MH0124__bin.51	ZeeviD_2015__PNP_Main_325__bin.27	RampelliS_2015__H10__bin.85	XieH_2016__YSZC12003_37315__bin.117	XieH_2016__YSZC12003_37331__bin.75	XieH_2016__YSZC12003_37101__bin.58	ZeeviD_2015__PNP_Main_560__bin.12	ZeeviD_2015__PNP_Main_764__bin.41	LeChatelierE_2013__MH0189__bin.26	ZeeviD_2015__PNP_Main_172__bin.42	CosteaPI_2017__SID713B072-11-90-0__bin.90	BritoIL_2016__M1.61.ST__bin.27	LeChatelierE_2013__MH0173__bin.42	ZeeviD_2015__PNP_Main_666__bin.39	CosteaPI_2017__SID713B072-11-0-0__bin.104	LiJ_2014__MH0374__bin.43	ZeeviD_2015__PNP_Main_225__bin.42	LiJ_2014__MH0357__bin.46	ZeeviD_2015__PNP_Main_362__bin.42	LiJ_2014__MH0390__bin.72	ZeeviD_2015__PNP_Main_80__bin.76	RampelliS_2015__H20__bin.22	LeChatelierE_2013__MH0143__bin.51	ZeeviD_2015__PNP_Main_386__bin.19	CosteaPI_2017__SID713B063-11-0-0__bin.25	LeChatelierE_2013__MH0124__bin.33	ZeeviD_2015__PNP_Main_25__bin.13	CosteaPI_2017__SID713B014-11-0-0__bin.111	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.114	LeChatelierE_2013__MH0407__bin.21	ZeeviD_2015__PNP_Main_19__bin.5	NielsenHB_2014__MH0126__bin.31	LeChatelierE_2013__MH0126__bin.1	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.120	NielsenHB_2014__MH0143__bin.37	LeChatelierE_2013__MH0318__bin.89
XieH_2016__YSZC12003_37101__bin.58	0.9015000094408075	0.6026475877580857	0.8845851651389899	0.8804339072188266	0.8596055592098545	0.89957986479993	0.8945831729359409	0.43913665549568676	0.6554513727126754	0.8180563727955233	1.0	0.9489949778757567	0.852297603537721	0.8947469420453876	0.9221484040989288	0.6356056393603834	0.9001366797720488	0.6295893402879331	0.5362555907883922	0.9109654786277459	0.8927069569503032	0.8069528271750368	0.8670749719569484	0.8899194140379798	0.8816515787149481	0.8864590690901412	0.4909543577418668	0.9083628984743269	0.8787276257679326	0.5135086394948667	0.8936078797218006	0.7385304785872853	0.8371757419800341	0.8706805897383433	0.8825598229289855	0.58072179404628	0.7409195808898019	0.8125402438502773	0.7597973424704937	0.8707676763706608	0.8953442176210167	0.8517350084793864
ZeeviD_2015__PNP_Main_560__bin.12	0.8753412908197858	0.5799097799033928	0.8275349573044307	0.8677342781620199	0.8317999519911731	0.8380014430723404	0.8731640484074966	0.40860916182484075	0.6214823356996164	0.7910510564047566	0.8642827663752916	1.0	0.7968005345544232	0.8809542526415384	0.8718094133798635	0.6026399239719864	0.8871673247993667	0.6100830468479117	0.521130902664209	0.8530189410263501	0.8680648652594373	0.7509749160898355	0.8325337711214272	0.8508890757458564	0.8728429367364385	0.8399912826077497	0.46502865790061054	0.8484844231009491	0.8411988730559583	0.4794611360123756	0.8271945438389373	0.7102116318930218	0.8026117784462827	0.848573913238785	0.8238749861378022	0.5568023734890204	0.7148942472229981	0.7922961976166846	0.7262545815441155	0.8506704390561634	0.8546178314890176	0.8084314449393503
ZeeviD_2015__PNP_Main_764__bin.41	0.8975327423105843	0.6257289680443506	0.8788289502738167	0.9085354274098084	0.8914362698632482	0.8900951435204445	0.8562201138859441	0.44627138004665884	0.6750184110052063	0.8525842707595013	0.8994297569828642	0.9232804975098886	1.0	0.9283001650585756	0.9120496826719401	0.652246508618709	0.9176565504750264	0.6517796762834941	0.5596514535442862	0.9129422758564321	0.9149657581735308	0.8233263267818213	0.8822862747633611	0.8953888920743012	0.9295188902403169	0.8908238574095604	0.5065667612937436	0.9039041090598411	0.8996103088616408	0.5266543777527554	0.8790855453988347	0.7676569774558207	0.8544938915314256	0.8815339752684591	0.8559439996388962	0.6077721890736022	0.7666000983275773	0.8289291281011514	0.7764377358306424	0.8785601556975301	0.8985070718185763	0.8391587746383168
LeChatelierE_2013__MH0189__bin.26	0.8207403803373194	0.5635234155568718	0.7691646035719062	0.8358375937263722	0.7935962402998152	0.7906326171869669	0.7638358140512449	0.3903162608261296	0.595153933709831	0.75964252277138	0.79224647135733	0.8564884443947057	0.7788835541094937	1.0	0.8122422268867423	0.5736343995916573	0.8414652704041664	0.5870931927426377	0.5026688303003338	0.8132153161243479	0.8230164947496854	0.7154113178603502	0.800300729612211	0.8074375134772177	0.8863423581787262	0.7946907950944292	0.44136420833117246	0.8076360891912031	0.8032032787511703	0.46144867466064704	0.7779909869827137	0.6775280530845427	0.7659553197819625	0.8161502788248685	0.7648604237919636	0.5350571434030554	0.6898783024301302	0.7624290654794887	0.6947341951473828	0.8166286347544348	0.7965318853911054	0.7531280792883484
ZeeviD_2015__PNP_Main_172__bin.42	0.9303579202521641	0.6110465178012083	0.9028381364969139	0.9021403770631305	0.8824339820979199	0.9088142185170185	0.8858052219709277	0.439189127694527	0.667552138556821	0.8298953512536158	0.9074979560199196	0.9420510790242895	0.8505255190344223	0.9027558463897776	1.0	0.6426292333899126	0.935167530523183	0.6337650340612784	0.5446452272496295	0.9306237514277523	0.9042643719482505	0.8094623763562699	0.8744529793569388	0.9081964738878702	0.9080440286202717	0.9024073458899694	0.49475163556328144	0.9135422971150681	0.9066352371547797	0.5198728712649013	0.9004494480874565	0.7758432650287523	0.8444212616400684	0.8971324362574005	0.8795955422273392	0.5883264846728039	0.7581160040227348	0.8348043164005321	0.7664758446302102	0.8993516146304984	0.909074361436353	0.8591765983620856
CosteaPI_2017__SID713B072-11-90-0__bin.90	0.914288215298277	0.653905944791074	0.8780609711354588	0.9063441039748115	0.8944473893095454	0.893087347940945	0.8548970404916251	0.475361205265743	0.699310901566398	0.870072011407705	0.8912788225294608	0.9278799835087554	0.8666856867128226	0.9084498176074836	0.9156752737778946	1.0	0.9180057697742288	0.6793317479692589	0.5739904110869578	0.9181792196269586	0.9078775951961415	0.8437822010191934	0.902497407708198	0.8966460418041162	0.914812887594229	0.8864216863108082	0.5341158569368324	0.9020289310031616	0.8919909935758713	0.5746636774935038	0.8838350681020317	0.7993260851827897	0.8991661979197906	0.8919353383271761	0.8627525356909546	0.6226417439220956	0.788560306784699	0.8453248780582695	0.7996421853816896	0.8882350748022753	0.9019932684166189	0.833977691431091
BritoIL_2016__M1.61.ST__bin.27	0.9168041450142163	0.6112655394127223	0.8661984119896315	0.9507338634672792	0.8855764132369321	0.8859377493060068	0.8500193746382435	0.4333439579340545	0.6585318097182588	0.8435037417153337	0.8728713587544031	0.9446161859875591	0.843229843743636	0.9215478486304541	0.9214809622226316	0.6348357116620376	1.0	0.6412971628579404	0.548142332781178	0.8954397295547121	0.9094713021812069	0.7985818586873299	0.8848085273817633	0.8931058049554981	0.920793788457349	0.8700834286495783	0.49268229068384434	0.8924223678610437	0.8786691772112405	0.5086879465088098	0.8735275181518126	0.764070340586336	0.8502566532358262	0.9117465610484201	0.84632380718928	0.5899493270069005	0.759637154315911	0.8420090733841047	0.7713519910290006	0.9135797717566725	0.8865972717071615	0.8340062454716222
LeChatelierE_2013__MH0173__bin.42	0.9133993424162977	0.6676102419736107	0.8652324107104482	0.9053788627670091	0.8944868268362917	0.879393024455237	0.8434456526410796	0.43666673829887825	0.7023520436669961	0.8755506726264667	0.8777764645205657	0.9339499075944472	0.8610956504921133	0.924428912193235	0.8978628529677225	0.6754335539605449	0.9220279795418403	1.0	0.5851495680577643	0.8987407057205484	0.9108232690076074	0.8230181157863068	0.9023359264193923	0.8796132935058237	0.9215331800404006	0.8817574246787295	0.4984301800833798	0.8962006274981733	0.8852339149868913	0.5029661108007049	0.8686476554777153	0.794449219925216	0.8734930373490352	0.8953458761335797	0.8557108780676494	0.6328738126960932	0.8082772811277775	0.8655800060171057	0.8068165212532772	0.8919257961920316	0.8892669875789746	0.8292017664503375
ZeeviD_2015__PNP_Main_666__bin.39	0.9247241085517527	0.6635372081650761	0.876728575245643	0.9042969242325706	0.9010458415886508	0.8806961690285697	0.8673925044238419	0.44673618778263435	0.6915359679769305	0.8635370821296955	0.87698316671456	0.9357811924963576	0.8672834838195779	0.9284131641434384	0.9050827548309361	0.6694192793801077	0.9244235141688975	0.6863722984316157	1.0	0.9070615103071734	0.9171014887299163	0.8201607455244836	0.8977720725762136	0.8741101902125965	0.9241323724395911	0.8846234314896878	0.5118643405576814	0.902656573753384	0.8891323472325151	0.5302894528552056	0.8695949727007366	0.7983150329960627	0.8681978705062086	0.9035047918651724	0.8623296631830487	0.6235915546212132	0.7990384760810054	0.850755204000867	0.7970111969832171	0.9024252988298875	0.8927268762887118	0.8357614049415952
CosteaPI_2017__SID713B072-11-0-0__bin.104	0.927614216785166	0.6331565330391461	0.9215988190630239	0.9322127256951942	0.9041780356715204	0.9207252868915211	0.8974932571168335	0.4539293243768477	0.6900684299584238	0.8538869237141411	0.9281277359223911	0.9542728482645173	0.8814002426260144	0.9357315881011177	0.9634631919061846	0.6671253528481075	0.940806711867867	0.6567705613769222	0.5650971878153058	1.0	0.932962589267136	0.8383663181698618	0.8960296490559962	0.9355333257430912	0.9365544750366098	0.9315480560473944	0.5087125509887599	0.9419036327160373	0.9218367338926556	0.5419570261431493	0.9149701821265502	0.7770537820998534	0.8751842269534731	0.9154130334925975	0.8903055595905981	0.607195156902082	0.7779473368065234	0.8565177277955973	0.7935503880838434	0.916412589856034	0.9280225194630819	0.8816040013662436
LiJ_2014__MH0374__bin.43	0.9216485374915704	0.6322237662635667	0.8787953516693763	0.9345109602911263	0.9058724346545209	0.900497768282378	0.87780036051872	0.45037608250089506	0.6770622594090749	0.8628669224658795	0.902535279526674	0.9636415273620619	0.8765649975826468	0.9397313523893228	0.9289789029930378	0.6545709402588458	0.9482055291743949	0.6604847874268025	0.5669610734061149	0.9257925159056387	1.0	0.808859628721039	0.9003236253519382	0.9142651889061214	0.945455862948345	0.89684505213964	0.5065108808165004	0.914969552257878	0.8924864143191459	0.5288900004947685	0.8846149201143656	0.779774253104088	0.8768638065930435	0.9083155002401769	0.8704162327702712	0.610755098550484	0.7733679749203014	0.8446442478096754	0.7950462374803116	0.9097331873181872	0.909264520773849	0.8520104548091304
ZeeviD_2015__PNP_Main_225__bin.42	0.9463050025677567	0.673917909403766	0.9269655974750243	0.9464755846497787	0.9272489983943623	0.9471204571238777	0.9011228633240401	0.4781948263988859	0.7164280473044872	0.8942057147705129	0.9450324060828307	0.9656773507609856	0.9136809537433742	0.9462246755555876	0.9632752120768504	0.7046980471510536	0.9644422101300485	0.6913235996248999	0.5873244877347873	0.9636660165293135	0.9369500645775025	1.0	0.9347658918870619	0.9266925758887191	0.9534685474619823	0.9407403262359755	0.5334584569451727	0.9529030994493538	0.9437354407290444	0.57449833975799	0.9444010718692096	0.8074742028446593	0.9139268988087232	0.9185506660372881	0.9123988804761136	0.6418263654915156	0.8088239674143096	0.8760969375552248	0.8256813580860871	0.9162455515532446	0.9527099535998685	0.8884483438645958
LiJ_2014__MH0357__bin.46	0.9445337086641351	0.6527385959243085	0.8982140681406333	0.9450866804699078	0.9282897034367789	0.9271267104126996	0.8858021534523248	0.4614299109254923	0.6984714424903209	0.8840988209923909	0.9169311654013242	0.9666961829460561	0.8841249007238348	0.9558136000094539	0.939662096329563	0.6806129388882619	0.9649117588211634	0.6844185422000617	0.580532784463652	0.9300293030232522	0.9417236176010478	0.844081510570645	1.0	0.917445425105735	0.9597096673897	0.9057075084769315	0.5193733692527301	0.932289682246997	0.9151373688729442	0.5427819657027082	0.9193948850311714	0.7966714112761424	0.8993636138031869	0.9287412087874025	0.8871554470167844	0.6312456372480505	0.8003066813419488	0.8720691373680579	0.818282136239702	0.9265806660355915	0.9369754764950308	0.8601894121995278
ZeeviD_2015__PNP_Main_362__bin.42	0.8823522732477006	0.5876413718553385	0.8633231607039514	0.9124731222679905	0.8531208827061642	0.8564349671487027	0.8304612655972222	0.4171469427041128	0.6400622696633721	0.8156561345951281	0.8741086963680194	0.9176895123761524	0.8333942076192906	0.8957020987813662	0.9064622754164653	0.6280727478627449	0.9046402102604145	0.6196978339225838	0.5250026778377606	0.9019203597802773	0.8882427593348667	0.7772341777637651	0.8521477772811109	1.0	0.9053979531857186	0.8591040995709026	0.477851537646614	0.8665755507924319	0.8488272584580878	0.4985289870733296	0.8589500529322418	0.7368773648713862	0.8333586292801405	0.864002934077501	0.8255476698648061	0.5710595948535554	0.7316742220171631	0.8119980000431481	0.7471205201098993	0.8641410840114351	0.8571147405222522	0.8272739762995273
LiJ_2014__MH0390__bin.72	0.8766893399421324	0.5955576019341191	0.8405127586806055	0.8853217709706549	0.855628073286418	0.8446264410000041	0.81551666545851	0.4197329257413498	0.6409603716119857	0.8117457596433667	0.8334419460088758	0.905988170750054	0.8326463839628679	0.9462802556726596	0.8722489089252663	0.6167153996988958	0.8976333121936276	0.624831298226851	0.534186765475667	0.8689715867055172	0.8840246114258592	0.7696374327970453	0.8579029290452637	0.8713710222353035	1.0	0.8475180030518401	0.47408503990013223	0.8565777208385895	0.8627961456038823	0.4953065846237235	0.8393722345203259	0.7271262251710149	0.8249909206117232	0.8640430361182982	0.8129649657642404	0.574376126727497	0.7388760646197458	0.8163493828747983	0.7413308689366169	0.8671757438086222	0.8533983868012468	0.8004446987846915
ZeeviD_2015__PNP_Main_80__bin.76	0.9269951760991625	0.6219661570745294	0.9062123871219807	0.8997614831525815	0.8812768213297708	0.8964590330772768	0.8783245057943525	0.44567361316789444	0.6706604585068908	0.8368510892374393	0.9060430307078625	0.9426988480613022	0.8627917656548343	0.9173355588604125	0.9372337559629212	0.6461073231288873	0.9170842812041162	0.6464168908998102	0.5528777987132064	0.9345220840764009	0.9066763449262393	0.8210343817151787	0.8753828242663323	0.8939663429727329	0.9163485654330168	1.0	0.502051575723585	0.914539996471085	0.925689950154075	0.5238485339248466	0.8891314142757217	0.7538542369036291	0.8420830208773135	0.8962428082601819	0.8780866191103353	0.591671051553668	0.7683917127211086	0.8296105117556983	0.7680144023845383	0.8992427799028289	0.9036232032466018	0.8635046380026341
RampelliS_2015__H20__bin.22	0.873355249894494	0.6275069418870644	0.8441388431173843	0.8618463672359059	0.8550946596526502	0.8652245730705855	0.8122357311628233	0.5177243244260343	0.6762621063015937	0.8213367937486729	0.8562001198869944	0.8904754352623672	0.8371337868968353	0.8693030157223998	0.8767516000612875	0.6642687027743356	0.8860522503003895	0.6234647878994777	0.5458453511533076	0.8707646424760159	0.8737107444014656	0.7943944765964996	0.856512605606733	0.8484229215331557	0.8746051927734486	0.8566281917224212	1.0	0.8586684210667791	0.8592241752393036	0.5814559549697997	0.8501567132684796	0.7338280239881511	0.8411584685646086	0.8577262598214598	0.8222997873753082	0.5951246851622372	0.7416704075351396	0.7876340328533373	0.7614174889857184	0.8545436095662294	0.8619948819543193	0.8101054521701965
LeChatelierE_2013__MH0143__bin.51	0.9270344228532117	0.6355654033422077	0.9121379580762524	0.9268478373637247	0.9045865711306883	0.9237322936090328	0.8964344025773255	0.4539782748218858	0.685422387339642	0.8590001463492951	0.9298931650145501	0.9537303488596391	0.8768393759287363	0.9337471612773177	0.9502929155501452	0.6585189688015649	0.9421115560322536	0.6580400791942977	0.565036877261067	0.9463990775655209	0.9264565206500434	0.8329594391547874	0.9024942890244735	0.9031613420112022	0.927602857716533	0.9159805146367047	0.5040399900435142	1.0	0.9191228825209632	0.5330601479824113	0.9123344053780802	0.7687602242339442	0.8676375160698232	0.9139355692297255	0.8985819108326485	0.6075341879448417	0.7732086905446127	0.8463525692585219	0.7964924294811385	0.9140894135022412	0.9657589986079066	0.8796799723553677
ZeeviD_2015__PNP_Main_386__bin.19	0.9235794709234545	0.6158214564585309	0.8924856289944255	0.8883532372213314	0.8795579334315462	0.8956947525454881	0.8746055056125704	0.4427631915973666	0.6655642298181096	0.8235828085050895	0.8850028485871163	0.9302445438302087	0.8585563950392671	0.9135993256532734	0.9278507992343743	0.6406561685494249	0.9125864084361646	0.6394724913416923	0.5475671358426774	0.9112521519639727	0.8890715934546143	0.8116001142539574	0.8715586040526003	0.8703520294824886	0.9192215983445595	0.912149030005635	0.49620679966282666	0.9042537089846145	1.0	0.5206243140493558	0.8901174983971846	0.751204246024785	0.8376755529130878	0.8809251776291993	0.8624349753717523	0.5926097404603379	0.768572089434769	0.828230584977157	0.7619943369777655	0.8851677872144234	0.8999990685818694	0.8526764299984942
CosteaPI_2017__SID713B063-11-0-0__bin.25	0.9611962759708159	0.6937703891444069	0.9387440639646158	0.9452855150158601	0.9430436787834425	0.9535187449666229	0.898285231524773	0.570243731814611	0.734141776572353	0.8940928073656909	0.9397623752321876	0.9634557422459546	0.9133137851419642	0.9537479355219973	0.9667687798741075	0.7499947109871837	0.960019294318754	0.6602105450221927	0.5934223015809212	0.9734851209491451	0.9573712619020418	0.8977605614533926	0.9393244449709951	0.9288507891912324	0.958883919567514	0.9379634056729247	0.6101729577711112	0.9529559940029647	0.9460287976169824	1.0	0.9457431909249002	0.8204443617007773	0.9535977275580135	0.9328288320308258	0.9122122600727486	0.6363183111265316	0.8133239400465715	0.8695729439491579	0.8352514819813911	0.9285440264478849	0.951632330395463	0.8794239066200106
