	XieH_2016__YSZC12003_36699__bin.108	LomanNJ_2013__OBK2764__bin.2	LiJ_2014__V1.FI15__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES12__bin.61	WenC_2017__RA035__bin.15	FengQ_2015__SID31398__bin.76	WenC_2017__N010__bin.27	XieH_2016__YSZC12003_35390__bin.29	ZeeviD_2015__PNP_Main_39__bin.58	NielsenHB_2014__O2_UC57_0__bin.13	LiSS_2016__FAT_015-22-14-0__bin.10	ZeeviD_2015__PNP_Main_7__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.114	ZeeviD_2015__PNP_Main_118__bin.18	ZeeviD_2015__PNP_Main_234__bin.27	ZeeviD_2015__PNP_Main_352__bin.20	LiSS_2016__FAT_015-22-84-0__bin.18	FengQ_2015__SID31875__bin.41	LiSS_2016__FAT_015-22-0-0__bin.30	ZeeviD_2015__PNP_Main_292__bin.37	NielsenHB_2014__O2_UC57_2__bin.19	ZellerG_2014__CCIS12656533ST-4-0__bin.30	LeChatelierE_2013__MH0057__bin.11	HeQ_2017__SZAXPI029585-104__bin.39	NielsenHB_2014__MH0057__bin.12	LiSS_2016__FAT_015-22-42-0__bin.22	LiSS_2016__FAT_015-22-2-0__bin.47
LiSS_2016__FAT_015-22-14-0__bin.10	0.7785146385101461	0.5016000268295993	0.832834827939596	0.7603804811545463	0.7776294177197024	0.7730161305166414	0.7877536917996578	0.5333728237997264	0.769333300056311	0.8129497272584049	1.0	0.7819307328380256	0.8069976898467125	0.7598583178777163	0.7783984289085812	0.7882992529828431	0.6868993562456032	0.7674310502696219	0.8365032296910072	0.7867557710936025	0.8324444728685677	0.7715502516834793	0.7934296339163571	0.7971058349698869	0.8066163039731205	0.7256579881232227	0.9712775100883972
ZeeviD_2015__PNP_Main_7__bin.15	0.7980889973512537	0.5300966354340967	0.8716981658401957	0.8191421060867117	0.832634715792621	0.8224825687041716	0.8491975523614465	0.5597000906161506	0.8342809745747383	0.8531517116601933	0.8739642234012831	1.0	0.8615769651042827	0.8318362127243556	0.8298857207863163	0.8833714787082556	0.6257029943429195	0.8122393260145936	0.7305483650083054	0.8333656599222505	0.8690847245752831	0.829802470739352	0.8412744143838646	0.8632336846252855	0.8586889294436238	0.6564274920422108	0.8643067820892972
Bengtsson-PalmeJ_2015__TRAVELRES11__bin.114	0.7537066058222502	0.5028594874258209	0.8391037457343861	0.9131417935092617	0.7990240875839363	0.7658050376775046	0.8069266564592152	0.5469404665405746	0.7956648353297907	0.8274432335604992	0.8283687091576851	0.7912616209833179	1.0	0.777676503847809	0.7869000370270297	0.819895323586218	0.5930489257157725	0.7594099692775726	0.6999545668337886	0.794894272819158	0.8432767920582025	0.7974749567184044	0.7963769551772795	0.8538088804827524	0.7990813293704404	0.6310250482852482	0.8138913406786954
ZeeviD_2015__PNP_Main_118__bin.18	0.7850959017396478	0.5284568648699273	0.8607031483655155	0.8135565216584593	0.8105604344193965	0.8101425195671179	0.8401974890650767	0.5628500202551755	0.8305235995986957	0.8476289516919587	0.8608025467183302	0.8431083146059474	0.8582592741976455	1.0	0.8333306090821821	0.8431997610905368	0.6243232628812534	0.8015536183430162	0.7243012185354514	0.8361658918749135	0.8646163510732151	0.8298529920450394	0.8361676589567414	0.8767160021187311	0.8468443673604082	0.6449349470913612	0.8542497655303299
ZeeviD_2015__PNP_Main_234__bin.27	0.7925985089356636	0.5252734748538805	0.8668589397118968	0.8176682589734108	0.8199186413677353	0.8137631321541656	0.84007273698054	0.5712780832799039	0.8404276689373267	0.8429507055968525	0.8735755127585128	0.8332808885990691	0.860333180886192	0.8255529126521645	1.0	0.8412631376247568	0.6230854571991886	0.8059239937941614	0.734320957397224	0.8654072636321662	0.8606373457566813	0.8402289770650935	0.8261511765053425	0.8498611563954493	0.8383444678099473	0.6568359413465095	0.8647516679832556
ZeeviD_2015__PNP_Main_352__bin.20	0.8124486966850765	0.5392775369394673	0.8726497732604205	0.8398126259214065	0.8386355944181993	0.8327227725554119	0.851696624128411	0.5811786481384704	0.841259384805444	0.8616847500720786	0.8737874695205898	0.8760576749759126	0.8853637018699801	0.8250385679896708	0.8308986546914625	1.0	0.6375093097010651	0.8197205295820479	0.7502869095336958	0.8456178161851126	0.8774067441354827	0.8389956631813912	0.8420352832807495	0.8763161637158751	0.8618114009095519	0.6693086117814672	0.8614141581804122
LiSS_2016__FAT_015-22-84-0__bin.18	0.8117195989584401	0.5130751894740166	0.8554328629985243	0.762641714151771	0.8035499259947213	0.810143073177949	0.7980800187963988	0.6614675487822516	0.8074361036040654	0.8293467641877623	0.9760816934048026	0.7954921891321128	0.8209792635601997	0.7831260206549814	0.7889367234086648	0.817268748050123	1.0	0.7996820349761526	0.9070082527938309	0.819044763911801	0.8287194787102523	0.7877636109034629	0.8075707594088666	0.8140641615515009	0.8267073995858364	0.9354821370485775	0.966652462234034
FengQ_2015__SID31875__bin.41	0.8177728953086282	0.5215100627954524	0.8501621519305875	0.7840913764715404	0.804342124873571	0.9885828058364965	0.8229795356435726	0.5857132053542643	0.8368003729074264	0.8377260076836974	0.8703301990888711	0.8241444290982778	0.839014731877703	0.8024284976987384	0.8144046991996554	0.8386790621236706	0.6382178810703044	1.0	0.7432068888809283	0.8250780244220753	0.8506703002143599	0.8156372573083355	0.8088809637215737	0.8507742295848442	0.8269735192386533	0.6802482452520863	0.8516737714553341
LiSS_2016__FAT_015-22-0-0__bin.30	0.7998764822249619	0.5094646428036669	0.8414261265282875	0.7622208197419468	0.7925559083524231	0.7990634479277887	0.7945126948565202	0.5800297692764461	0.7809616567801136	0.8174940911577973	1.0005835375248213	0.7818246019607047	0.8156506536693129	0.7647756039333508	0.7826600261868878	0.8096520185220688	0.763490981756406	0.7838821431453465	1.0	0.8103209176512405	0.8338597298934939	0.7822341510788448	0.7859793331626101	0.799112425897498	0.8094948225621449	0.8251887634275437	0.9707797432714765
ZeeviD_2015__PNP_Main_292__bin.37	0.805768015790368	0.5408153128227026	0.8591354512062813	0.819562802006039	0.8305716165520006	0.8219100071021799	0.8428174304051729	0.5868653243691914	0.8338730409094276	0.8359514088894892	0.8790594622386245	0.8330835225069387	0.8652394044626089	0.8247073074023886	0.86158940685905	0.8523888160273979	0.6440104223400593	0.8128841386101513	0.7569193967939976	1.0	0.8564645087077954	0.8344943727206577	0.8329689290522729	0.8627924202747629	0.8419037327837495	0.6714309367470274	0.8741785653596622
NielsenHB_2014__O2_UC57_2__bin.19	0.7703510958753605	0.5056949633759711	0.8520305449222347	0.8006415034387145	0.8055345875162925	0.7660579392373886	0.8108284136385085	0.535419036274664	0.7756532213890336	0.9689851741251848	0.843638674531855	0.788021290705551	0.8325684719555658	0.7734882658461072	0.7771822854627068	0.8022089027967368	0.5910383961465531	0.7601823652949485	0.7064939971687219	0.7768412199947358	1.0	0.7848995338903674	0.7911221014375336	0.83330435133142	0.8071573161506949	0.6253757450679879	0.8308781625621565
ZellerG_2014__CCIS12656533ST-4-0__bin.30	0.7884301624767573	0.5267844873920055	0.8623843955520226	0.8291058821073797	0.8289871684933199	0.8123207337458015	0.8369453291193624	0.5706511246049403	0.8317888967548134	0.8457836229133799	0.8603523489641042	0.8278687384004189	0.8663189039037211	0.8168501147130087	0.834855447693825	0.8440285747582678	0.6181800550692018	0.8019817781125144	0.7292277266299423	0.8328316632255663	0.8636245831978056	1.0	0.8257910327301696	0.8548215121244431	0.8392700286826007	0.6566663129899655	0.8455905502223815
LeChatelierE_2013__MH0057__bin.11	0.7966559122425176	0.5298338143614298	0.8699648531490145	0.8214991500350087	0.824700008547134	0.7971963673817193	0.843019797407024	0.5587848565506012	0.8197573477293546	0.8525999259248388	0.8782901069945773	0.8331858449100954	0.8588095482710184	0.8170563670536475	0.8148742578454489	0.8409015758670376	0.6290962571323243	0.7895315738899733	0.7273693043927952	0.825239600339468	0.864115678120114	0.8197616644636933	1.0	0.8507122179985375	0.9382555903868053	0.6632934265632837	0.8726196447672978
HeQ_2017__SZAXPI029585-104__bin.39	0.7621180902472928	0.5060827712430548	0.8395351053682011	0.8069053305623918	0.8049805869862134	0.7854863995825818	0.814986345870686	0.5417119313909281	0.7989842393951314	0.8416678310974915	0.8254848003411716	0.7998270719262863	0.8613950392823768	0.8014586212439029	0.7842284104428848	0.8187271976848154	0.5932785821997969	0.776895727036953	0.691855257344597	0.7996889556226663	0.8515213389689092	0.7938828208356925	0.7958774302613629	1.0	0.80430898636364	0.6298543640309606	0.8107697601218654
NielsenHB_2014__MH0057__bin.12	0.8298827624662373	0.551862701889923	0.8893025638817351	0.8334045901080364	0.8620906781638338	0.8319374182432869	0.8710971536690062	0.5734871190746843	0.8407259490809195	0.875037294463019	0.9088784769534499	0.8656639161405163	0.8771591791395316	0.8423091237525854	0.8417106547259939	0.8760650617561155	0.6555375741440289	0.8216478813888876	0.7625479665015531	0.8490298166760186	0.8974201239384535	0.8480635660229536	0.9550594580296132	0.8751220995453481	1.0	0.6871386721281726	0.9009256936111014
LiSS_2016__FAT_015-22-42-0__bin.22	0.8368136934158189	0.5133143170703223	0.857953954620136	0.779906753119739	0.8043042026154561	0.8307397944899765	0.8151652297816223	0.6437671611641622	0.8081229199295875	0.8438714679797807	0.9923161712359557	0.8031182191904277	0.8406462756440919	0.7785079965892311	0.8003436365643383	0.8257142963796043	0.9002446090814121	0.8202397883574183	0.9433778237097498	0.8217526637966295	0.8438357391625698	0.8052870117217183	0.8193966949244282	0.8316970068316698	0.833918592689884	1.0	0.981962279967812
LiSS_2016__FAT_015-22-2-0__bin.47	0.7820996442128816	0.5082809233473684	0.8397393805762942	0.7678800693312456	0.7854546508387318	0.7705498622029583	0.7967047014556227	0.5292708547545338	0.7763309066338696	0.8188800605973507	0.9887872669340297	0.787230807464463	0.8071877573025287	0.7676680738823989	0.7844268302075252	0.7911463713445672	0.6925272001276737	0.7645187107818344	0.8262177232959178	0.7964919120163308	0.834633228023734	0.7719826179611755	0.8025182994947839	0.7970103877769935	0.8139724056560703	0.7310317667637187	1.0
