	XieH_2016__YSZC12003_36699__bin.108	LomanNJ_2013__OBK2764__bin.2	LiJ_2014__V1.FI15__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES12__bin.61	WenC_2017__RA035__bin.15	FengQ_2015__SID31398__bin.76	WenC_2017__N010__bin.27	XieH_2016__YSZC12003_35390__bin.29	ZeeviD_2015__PNP_Main_39__bin.58	NielsenHB_2014__O2_UC57_0__bin.13	LiSS_2016__FAT_015-22-14-0__bin.10	ZeeviD_2015__PNP_Main_7__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.114	ZeeviD_2015__PNP_Main_118__bin.18	ZeeviD_2015__PNP_Main_234__bin.27	ZeeviD_2015__PNP_Main_352__bin.20	LiSS_2016__FAT_015-22-84-0__bin.18	FengQ_2015__SID31875__bin.41	LiSS_2016__FAT_015-22-0-0__bin.30	ZeeviD_2015__PNP_Main_292__bin.37	NielsenHB_2014__O2_UC57_2__bin.19	ZellerG_2014__CCIS12656533ST-4-0__bin.30	LeChatelierE_2013__MH0057__bin.11	HeQ_2017__SZAXPI029585-104__bin.39	NielsenHB_2014__MH0057__bin.12	LiSS_2016__FAT_015-22-42-0__bin.22	LiSS_2016__FAT_015-22-2-0__bin.47
ZeeviD_2015__PNP_Main_7__bin.15	0.973857622675514	0.9765843855888479	0.9723665466458593	0.9739000463989715	0.9603116356105926	0.972171937068896	0.9607531252758804	0.973379352021157	0.9714714863759969	0.9737245705994748	0.9739159057018747	1.0	0.9736015905216243	0.9721426939610454	0.9730630393576474	0.9761219274756712	0.9733265252384807	0.972156381891211	0.9742120360934842	0.9750944698833934	0.9736616288896077	0.9729211423408849	0.9739867262826856	0.9706166741815623	0.974198054499199	0.9723267091047564	0.9745538643239217
Bengtsson-PalmeJ_2015__TRAVELRES11__bin.114	0.9760039216290268	0.9794416791179329	0.9741373552876882	0.9999057508631467	0.9595536701030308	0.9751792234131247	0.959226011536607	0.9744158354393044	0.9738865327437101	0.9761869055071409	0.9755843452964855	0.9736015905216243	1.0	0.9752878876162514	0.9749045433596464	0.9735934523361985	0.9752271285284231	0.9750434733564594	0.975335824075022	0.9772407385492388	0.9761375034236772	0.9752699484798959	0.9755856905969322	0.976614232589017	0.9762904853863128	0.9747026632014113	0.9758843384681516
ZeeviD_2015__PNP_Main_118__bin.18	0.9744322114297097	0.9784722773725679	0.9749263975231791	0.9755047562367574	0.9626460649662089	0.9752090406324604	0.9627401627962124	0.9748484786645716	0.9743897437697774	0.9747199809872159	0.975480477837384	0.9721426939610454	0.9752878876162514	1.0	0.9758962182381465	0.972498838204144	0.9758326670110314	0.9751914118733782	0.9755285317485005	0.9760593122956358	0.9747537505837535	0.974973795177035	0.9749081370376143	0.9729142763274917	0.9751039812033075	0.9748692878284415	0.9757997120540147
ZeeviD_2015__PNP_Main_234__bin.27	0.9749277212480757	0.9788297321909881	0.9742705322546037	0.9753544213619992	0.9614629332003892	0.9752436802330209	0.9614195215470535	0.978797078766512	0.9740961323855106	0.9754368421927049	0.9755925637952939	0.9730630393576474	0.9749045433596464	0.9758962182381465	1.0	0.9729643540868986	0.9755997684931546	0.9750240565802077	0.9757760225236205	0.9772758075217659	0.9752658136830291	0.9750676736061737	0.9752038183831203	0.9729865707873686	0.9754668451339052	0.9748113382292779	0.9760434432742382
ZeeviD_2015__PNP_Main_352__bin.20	0.9732846622901035	0.9762662413132519	0.972203193039133	0.9740974912268602	0.9592364258437154	0.9720082430987407	0.95859020328824	0.9716048629777334	0.9709203893312589	0.9728025916721763	0.9737966747812596	0.9761219274756712	0.9735934523361985	0.972498838204144	0.9729643540868986	1.0	0.9731646194444972	0.9720472690072665	0.9737191264405165	0.9743581224070844	0.9728022094417573	0.9727914673678961	0.9738789037394173	0.9707351264803477	0.9738944855310707	0.9724724071789771	0.9742547806241959
LiSS_2016__FAT_015-22-84-0__bin.18	0.9774847593236076	0.9857835005227369	0.9740930158740441	0.9756812646410863	0.9590452159077352	0.9758342253853494	0.9591318246707439	0.9749171682646595	0.9735405943312058	0.9753434359632243	0.999940957331453	0.9733265252384807	0.9752271285284231	0.9758326670110314	0.9755997684931546	0.9731646194444972	1.0	0.9758514094935441	0.9998918613772828	0.9757694095391966	0.9751087924638316	0.9752433703175086	0.9755891372175253	0.9726532798842253	0.976460525901264	0.999944910826622	0.9998675779140598
FengQ_2015__SID31875__bin.41	0.9759056799278355	0.9790928356454687	0.9744894907001604	0.9756479176783991	0.9613061577279642	0.9999073964305126	0.9609136747594285	0.9743481130123695	0.9737084939105728	0.9748266441420633	0.9760735547890493	0.972156381891211	0.9750434733564594	0.9751914118733782	0.9750240565802077	0.9720472690072665	0.9758514094935441	1.0	0.9762261656182702	0.9757609510159057	0.9747896276255605	0.974580310245901	0.9751733459012073	0.9719456326748726	0.975324507249539	0.9756589760126491	0.9764456997044808
LiSS_2016__FAT_015-22-0-0__bin.30	0.9779442637940928	0.9857919924995491	0.9752858719628442	0.9758173634463745	0.9600741099100817	0.9760380467809152	0.9602082554205296	0.9747860842152668	0.9742116133748885	0.9762182314909438	0.999891378937397	0.9742120360934842	0.975335824075022	0.9755285317485005	0.9757760225236205	0.9737191264405165	0.9998918613772828	0.9762261656182702	1.0	0.9758753107761243	0.9760399989707135	0.9757181106400233	0.976870015946597	0.9727975418438739	0.9772146326059749	0.9998852495990802	0.9999231204635067
ZeeviD_2015__PNP_Main_292__bin.37	0.9760897942674339	0.978961641431862	0.97622600133078	0.9775640446284173	0.960956762598231	0.9757626007174737	0.9604440825611001	0.9789152399923676	0.9745082681183009	0.9770943626154313	0.9761963179236908	0.9750944698833934	0.9772407385492388	0.9760593122956358	0.9772758075217659	0.9743581224070844	0.9757694095391966	0.9757609510159057	0.9758753107761243	1.0	0.977103710434127	0.9769755271318274	0.9764662435228553	0.9740229243059557	0.9767827606265927	0.9758744591919044	0.976400350695135
NielsenHB_2014__O2_UC57_2__bin.19	0.9758396161754627	0.9790154920078183	0.9764548230018303	0.9762635077902411	0.9609924989537588	0.9747874621909954	0.9609313311666157	0.9744304216053747	0.9751019035584723	0.9999114946433866	0.9754767026567178	0.9736616288896077	0.9761375034236772	0.9747537505837535	0.9752658136830291	0.9728022094417573	0.9751087924638316	0.9747896276255605	0.9760399989707135	0.977103710434127	1.0	0.9750210973013581	0.9751830994499399	0.9737303267939759	0.9755605661111805	0.9744772471043838	0.975966715753985
ZellerG_2014__CCIS12656533ST-4-0__bin.30	0.9760803920324965	0.9789313541700202	0.9752539350862048	0.9757407606515075	0.959661809647804	0.974679011056955	0.9589231057789777	0.9748426235179635	0.9744843359951904	0.9749877635464739	0.9756205550537753	0.9729211423408849	0.9752699484798959	0.974973795177035	0.9750676736061737	0.9727914673678961	0.9752433703175086	0.974580310245901	0.9757181106400233	0.9769755271318274	0.9750210973013581	1.0	0.9756876134788671	0.9735511183278801	0.9762703047467163	0.9750050327659552	0.9758403426166482
LeChatelierE_2013__MH0057__bin.11	0.9765533138337128	0.980425209488388	0.9739223978592102	0.9756791309981782	0.9585359010757551	0.9752176516901511	0.9585516185837449	0.974366184561617	0.9742083030107076	0.9751972554356632	0.9763989979440848	0.9739867262826856	0.9755856905969322	0.9749081370376143	0.9752038183831203	0.9738789037394173	0.9755891372175253	0.9751733459012073	0.976870015946597	0.9764662435228553	0.9751830994499399	0.9756876134788671	1.0	0.9726923664366167	0.99988221930122	0.9751061297193802	0.9769574880990719
HeQ_2017__SZAXPI029585-104__bin.39	0.9735864433795745	0.9769428854828915	0.9734288676109456	0.9770705061665493	0.9648708254568368	0.9721542559618221	0.9646197711848281	0.9727838565410217	0.9736128352668588	0.9738272725702408	0.9727124269340581	0.9706166741815623	0.976614232589017	0.9729142763274917	0.9729865707873686	0.9707351264803477	0.9726532798842253	0.9719456326748726	0.9727975418438739	0.9740229243059557	0.9737303267939759	0.9735511183278801	0.9726923664366167	1.0	0.9726929332012458	0.9719298628071164	0.9731486291888801
NielsenHB_2014__MH0057__bin.12	0.9768761122344867	0.9803460853405397	0.9744698428415505	0.9765805085550028	0.9587227414330218	0.9753962465054937	0.9589527902104922	0.9743484636967819	0.9745318371634794	0.9754466168796474	0.9765353659196918	0.974198054499199	0.9762904853863128	0.9751039812033075	0.9754668451339052	0.9738944855310707	0.976460525901264	0.975324507249539	0.9772146326059749	0.9767827606265927	0.9755605661111805	0.9762703047467163	0.99988221930122	0.9726929332012458	1.0	0.9759150016466352	0.9770305604016518
LiSS_2016__FAT_015-22-42-0__bin.22	0.9772008330232013	0.9854849332942719	0.9737510931605906	0.9752042721075411	0.9581577724279816	0.9755063761607463	0.9576456796552202	0.974132218260858	0.973438421772945	0.9744802235002613	0.9999752798216708	0.9723267091047564	0.9747026632014113	0.9748692878284415	0.9748113382292779	0.9724724071789771	0.999944910826622	0.9756589760126491	0.9998852495990802	0.9758744591919044	0.9744772471043838	0.9750050327659552	0.9751061297193802	0.9719298628071164	0.9759150016466352	1.0	0.9999017058648472
LiSS_2016__FAT_015-22-2-0__bin.47	0.9781360657202262	0.9857723069232692	0.9754907012827871	0.9762303345517338	0.9598018497861257	0.9764002771831393	0.959945426559307	0.9748108299479745	0.9743990975276615	0.9760861397346675	0.9998899897939436	0.9745538643239217	0.9758843384681516	0.9757997120540147	0.9760434432742382	0.9742547806241959	0.9998675779140598	0.9764456997044808	0.9999231204635067	0.976400350695135	0.975966715753985	0.9758403426166482	0.9769574880990719	0.9731486291888801	0.9770305604016518	0.9999017058648472	1.0
