	HMP_2012__SRS018145__bin.22	HMP_2012__SRS057692__bin.21	BackhedF_2015__SID229_12M__bin.32	BackhedF_2015__SID137_12M__bin.3	HMP_2012__SRS017533__bin.17	HMP_2012__SRS013164__bin.42	HMP_2012__SRS015434__bin.27	HMP_2012__SRS022530__bin.39	BackhedF_2015__SID105_12M__bin.7	HMP_2012__SRS063288__bin.42	HMP_2012__SRS014271__bin.71	VatanenT_2016__G80511__bin.8	NielsenHB_2014__V1_UC3_2__bin.8	HMP_2012__SRS017209__bin.5	HMP_2012__SRS015644__bin.21	GeversD_2014__SKBSTL007__bin.13	CM_cf__CF_TNFC040IS_t3M15__bin.16	HMP_2012__SRS021496__bin.46	CM_cf__CF_TNFC046IS_t2M15__bin.37	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.51	HMP_2012__SRS015762__bin.61	HMP_2012__SRS075404__bin.10	HMP_2012__SRS022077__bin.86	BackhedF_2015__SID258_4M__bin.3	FerrettiP_2018__CA_C10020MS2331SA_t0M15__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.37	HMP_2012__SRS064329__bin.38	HMP_2012__SRS019071__bin.32	BritoIL_2016__M1.52.SA__bin.8	HMP_2012__SRS055495__bin.3	HMP_2012__SRS047824__bin.17	ZeeviD_2015__PNP_Main_42__bin.67	HMP_2012__SRS057205__bin.78	FerrettiP_2018__CA_C10032IS2555FE_t3M15__bin.1	HMP_2012__SRS023958__bin.3	HMP_2012__SRS042131__bin.5	HMP_2012__SRS024081__bin.63	FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.10	BackhedF_2015__SID590_12M__bin.25	HMP_2012__SRS017007__bin.56
HMP_2012__SRS014271__bin.71	0.9026279626079433	0.8508276357384819	0.7915828286084297	0.9473457408004343	0.775960956630417	0.9597792217339915	0.8198281956014002	0.8994067715137223	0.9603243811818197	0.8398486673565988	1.0	0.8100085393233011	0.7180745239751398	0.8001379864162552	0.9485627357503577	0.9191026358798613	0.9406545306482534	0.8524484106113817	0.9087106752851625	0.8710550871180632	0.5716573638939314	0.9319681726413653	0.836049516764784	0.9472925820990901	0.9031267495716201	0.810378388160313	0.7440521633894893	0.819253629212403	0.74769296891347	0.9247057892087837	0.9079721086473372	0.8575946253159832	0.8358414061042023	0.9427458165798597	0.9420185603040225	0.9457588970134989	0.8545249930724033	0.8337501201725961	0.786988559568849	0.7726379722783028
VatanenT_2016__G80511__bin.8	0.7528026642900699	0.7143230848611026	0.6861918043493165	0.8891767425469757	0.701855573636614	0.8742063477745264	0.7261212761939813	0.8117515253637961	0.8695559877369531	0.725038818148251	0.4306769812891113	1.0	0.6344954121819828	0.6566653556897002	0.8983668113552254	0.8197641203645237	0.8948764855233263	0.7309754991635005	0.8176906118413694	0.7692860948642176	0.4412249335791716	0.874243632440546	0.6958798038586022	0.8698957592901961	0.8381520757335758	0.7252450865425207	0.6135859309319603	0.7212207480747281	0.6446133880816558	0.7946438773166106	0.828404541031775	0.7700041253678854	0.7409208831414376	0.8530497052707288	0.8510038595642986	0.8966072156653329	0.7677405853211473	0.7831499769676983	0.6694143060060787	0.6106789297135936
NielsenHB_2014__V1_UC3_2__bin.8	0.7631504274356078	0.7318595940469071	0.7180558323920891	0.8656796060062454	0.68402639359511	0.8775780402188116	0.7329399486191394	0.8307476801098488	0.8914122538923217	0.7316879553960978	0.4393963302549111	0.7302193375855425	1.0	0.6968972161318184	0.8833341638429341	0.8430662137620978	0.8827112816424157	0.7451955019600026	0.8226592086904525	0.7857264467477244	0.4713356532234846	0.8600708978362457	0.7128042433503865	0.8786383241423604	0.861340193342635	0.771735128341417	0.6357101133922441	0.7234845968152726	0.6502336500343278	0.8067113480831838	0.8217151961110004	0.8078186942174385	0.7451020696299249	0.8842207328416717	0.8479143135561313	0.884134221424933	0.764855048391026	0.8052358093592895	0.6958590791309548	0.6602779715633512
HMP_2012__SRS017209__bin.5	0.835853242261014	0.7962753337235098	0.741867449823194	0.9148716798497236	0.7414567131957903	0.9481392439221843	0.8009658618985704	0.8670488993870492	0.9259868017564948	0.7935957328249358	0.49585443381778294	0.7653698557164936	0.7057829053658605	1.0	0.9164950007184386	0.8703382969850109	0.9264262759295019	0.8265892388405451	0.8821746611948511	0.8313547650004731	0.499190792770755	0.9183545301936981	0.7773954671778679	0.9246031940730565	0.8653428704602564	0.778083766440855	0.7077083209212837	0.8116246876544205	0.694942542431687	0.8903066856848473	0.8700425105400206	0.8217150707399217	0.8035024759848742	0.9123974472648515	0.9109577663216993	0.9161151043838776	0.8480260460291371	0.8005663399231095	0.7266821101769462	0.7317518337708215
HMP_2012__SRS015644__bin.21	0.7669179196916087	0.7248226441809769	0.6979005130934521	0.8862948350814329	0.6977303403807728	0.8984725357905532	0.7303701736216136	0.8381076794350064	0.8940308765005622	0.7313664666842731	0.4234962564528028	0.754353921875071	0.6444980940151216	0.6602741649039231	1.0	0.8438910268484064	0.9063019954644175	0.7462386528380718	0.8316062738689953	0.8018457427281463	0.4529593640691174	0.8911328907496234	0.7221927940693043	0.8881738044104526	0.8512326917434927	0.7436062779087036	0.6158464628061531	0.7324693070536842	0.6525765007137659	0.8116905118865892	0.8498268732506169	0.7894933246344947	0.7647182985152557	0.8812785272839375	0.8703076894332845	0.9853818105063724	0.7724649441687063	0.7814391561857276	0.6818896341589655	0.6252322201075471
GeversD_2014__SKBSTL007__bin.13	0.7745335347506496	0.7340744833233214	0.722599805263251	0.8742222453243621	0.6810534647225859	0.8915218778753009	0.7328601919823547	0.8106911225442887	0.9654511070896716	0.7358525145101384	0.43546223720050653	0.730488411984509	0.6527716226651283	0.6654037893820779	0.8955489738273595	1.0	0.9061544636460143	0.7435085517512643	0.8284655397942993	0.7855971971626523	0.45523707350428083	0.8666985690546479	0.7262791187438676	0.8826858452534123	0.8571728661080354	0.756677664595155	0.6304658516731874	0.7283513449643081	0.6497053494731551	0.8150183081481307	0.8422857400076844	0.8093380397393721	0.7600445633132898	0.9064615196647141	0.8609609620874236	0.8938025592288553	0.786773977297146	0.7992427023287493	0.7210114736063113	0.6329962504869758
CM_cf__CF_TNFC040IS_t3M15__bin.16	0.77058640674688	0.7289625267432491	0.7032570602431144	0.8917698997917335	0.7019756155321039	0.8943368460232871	0.738927065156925	0.8157924495675187	0.8969879710526356	0.7363129585145586	0.42174338347042817	0.7546040984932503	0.6467700443155732	0.6702544075967816	0.9101386262527301	0.8574994941665615	1.0	0.7359072775613301	0.8291733287085704	0.7937918643727437	0.45604117255994314	0.8785021042163943	0.71049390134752	0.8982658660553055	0.847613049336382	0.7468287159234338	0.6161314974241795	0.7382541418757572	0.6562812342640162	0.811360385153497	0.8462352553989796	0.79181924073767	0.760323692832581	0.8851684564803222	0.8686795541363483	0.90695200236512	0.7868587768820681	0.7843445691744342	0.6913913994623713	0.6239697605417464
HMP_2012__SRS021496__bin.46	0.7843680981170669	0.7276108754794386	0.6715224022400799	0.8339281936098689	0.6615147980982151	0.8920776833137225	0.7360267407518012	0.7879355302519744	0.8523234141271004	0.7189822787174539	0.4345072383474741	0.7007605871389113	0.6207435686197416	0.6798754281293292	0.8519677086281932	0.799886543205535	0.8366308635918415	1.0	0.8244215750086044	0.7568196584650703	0.4853402637293963	0.8191874579509403	0.7079173587166008	0.8304639564252116	0.7986378266566969	0.7174020700099909	0.609086574798179	0.720708920482814	0.6182605482246145	0.8262819666536184	0.8013272369523246	0.7507963018158276	0.7757810099384231	0.8424951040049441	0.8588564039384727	0.8514067662449895	0.7689528479788491	0.7516587579363546	0.6509462515731465	0.6438603904919977
CM_cf__CF_TNFC046IS_t2M15__bin.37	0.7714299580058835	0.7205857905622173	0.6679914380326061	0.8331567659883796	0.6582585503511212	0.8918308175068071	0.7217995619890776	0.7764027552766274	0.834910048747043	0.7017168334763425	0.41479489792652113	0.7019961402997927	0.6136783934230213	0.6497900294175653	0.8502409473096196	0.7981706177482191	0.8441798343571142	0.7382920878210867	1.0	0.7437006243875642	0.46315937835903886	0.8345197419845137	0.7051433757817751	0.8386029909062654	0.7909721426292426	0.6927573314169064	0.5953179709417648	0.7196750747829822	0.6202279061074748	0.8157431988014072	0.7991143753697847	0.7461679207078389	0.7617631540090597	0.8243562777951592	0.8614441969748128	0.847864516055754	0.7572436495127877	0.7405621656449509	0.6646970630964956	0.6272771766571774
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.51	0.7664016873090744	0.7365075453206403	0.6908097822660607	0.878590546713358	0.6938101433410324	0.8972993884650875	0.7332504198212966	0.8165928277901638	0.8875704239478677	0.7247021131482871	0.4413935201370939	0.7331724734781836	0.6506760125860419	0.6797941299526018	0.910096917107503	0.8402214593160209	0.8971578241507574	0.7523914052694021	0.8256019349033408	1.0	0.46034365167154784	0.8758303291513592	0.7190985734672941	0.8803460588380263	0.8576888909267018	0.7416365293244459	0.620419649356083	0.7243158202419775	0.6537686483760223	0.8193112065062271	0.8386866041185472	0.7883871411459259	0.769402621518922	0.8856091564027763	0.8738300884347113	0.9082067182870145	0.7693458811662148	0.7695608067446512	0.6834707901810533	0.6353910785825229
HMP_2012__SRS015762__bin.61	0.849284736066913	0.7900729674558389	0.728007895034993	0.8713707585554392	0.6958831328103104	0.972372346705731	0.8219423137699985	0.8063370973224064	0.8938294696293587	0.7625089196801438	0.5023126569018944	0.729182609456153	0.6768332799974558	0.7078081737066713	0.8914850099681774	0.844285739841503	0.8937668579470126	0.8366729543372007	0.8915814120822658	0.7982522396099392	1.0	0.8774530362690592	0.7867207578597538	0.8684429170285887	0.8278814790668275	0.8046426065541512	0.686638468220099	0.7544906489949335	0.6783886336938308	0.886997839400041	0.8296495137159338	0.816441430249592	0.9280929674160855	0.8724381386640059	0.9537488496345664	0.8837191736848068	0.8311720708167942	0.7843037481539492	0.7357498792488983	0.741659229458896
HMP_2012__SRS075404__bin.10	0.7799013975930225	0.7411840783552532	0.7067640231820779	0.909715511987105	0.7036199167093172	0.9091219437607378	0.7506503766344363	0.8425032014458005	0.9083850272149439	0.7527379529010514	0.4374751795039511	0.7718319490486981	0.6597808151103994	0.6956221423247062	0.9369389506053546	0.8586851030302773	0.9197652910183253	0.7544087572019258	0.8581855075910899	0.8113196327734609	0.4687463499270516	1.0	0.7439374279276505	0.9042178384772374	0.851758724603456	0.7534759312862486	0.6374306884329587	0.7592762290260172	0.6732635209320401	0.8285617810019942	0.8686717026170094	0.8027792584538344	0.7706092409759578	0.8969829957037978	0.8873255663320456	0.9314646375623565	0.7842708667370312	0.7916888768075161	0.7044476205240815	0.6536794858998346
HMP_2012__SRS022077__bin.86	0.8009649408154291	0.7436338723210515	0.6846769463485691	0.8665540466995528	0.6960498629465588	0.922116202161134	0.7622485098898036	0.8150129962861534	0.8851164378918089	0.7411540353795046	0.4597612713782532	0.7197348869581227	0.6405953101413326	0.689847471679665	0.8895492941452338	0.8429803572283795	0.8714502785540442	0.7637549470787744	0.8495130202324093	0.780384222340675	0.49235990040845473	0.8715342459448415	1.0	0.8692801879874384	0.8308902969149137	0.7581372176440989	0.6470713729041584	0.7313074593520081	0.6459953463406078	0.8435158825874645	0.8247849346329412	0.7806908588122533	0.7868696148135893	0.8724840104318599	0.8903342337540203	0.8858304717039223	0.8080978151684914	0.780221263404461	0.6864253340191707	0.6665667351052733
BackhedF_2015__SID258_4M__bin.3	0.7967241251835186	0.7540638169777243	0.7206618291665347	0.9136754438776049	0.7185837109329616	0.9181173885949069	0.7592783886265936	0.844318577901708	0.9188012928166291	0.7609271523178808	0.44231650770514486	0.7639310497797775	0.6704590344011745	0.6966507177033493	0.9288882199478226	0.8698987082395936	0.9354827466016034	0.7607481225640863	0.8578229136960402	0.8111890955564709	0.46147902869757174	0.8994349208361059	0.7380884480919336	1.0	0.8690891135122575	0.7643244927490309	0.6454265555520348	0.764055155951287	0.6850095588157631	0.8459731508180445	0.868935433104133	0.8192174445747119	0.7803885843446666	0.9055435850312114	0.8882722308480412	0.9262270667638391	0.8042032383789094	0.8032922462688932	0.7121581799169809	0.6482144554643683
FerrettiP_2018__CA_C10020MS2331SA_t0M15__bin.5	0.7452787460082236	0.7195132641773287	0.6871449145290226	0.8418813007451316	0.668364258729728	0.8608899835110935	0.710071277994615	0.8014657385569076	0.8819039469015466	0.7188432718999812	0.41665536098182043	0.7272588758322723	0.6494056688443155	0.6442095760889983	0.8796158502222872	0.8346611425351173	0.8721833190707771	0.7228517459456075	0.7994322806871074	0.780868172236021	0.434668447746864	0.8371292605038508	0.6970622612761161	0.858704159796289	1.0	0.7586509361107052	0.606223518607418	0.70002765544447	0.622781824633174	0.7872659723236834	0.8176123437206487	0.7944083822086786	0.7297885663000147	0.8837954749431237	0.8359338147815741	0.8752483771993905	0.7485733965060216	0.8002170691490472	0.6770011062177788	0.6117890463567865
Bengtsson-PalmeJ_2015__TRAVELRES26__bin.37	0.7380458324950395	0.7059196618583513	0.676948819141536	0.838881805593332	0.662401742628374	0.860954350995421	0.7071303448971656	0.7857504022335096	0.8929713713581421	0.6978803016795572	0.42273134105566607	0.71154001596544	0.6578970813216741	0.6549582839452927	0.8688326407699283	0.8331074610997273	0.8689193709876212	0.7341931228247383	0.7916805071180729	0.7634619162894098	0.47768466898851913	0.8373242016837462	0.719157525085388	0.8538967532808507	0.8578084630992424	1.0	0.606871983248678	0.6910398245099595	0.6190690838634005	0.7824050938367856	0.8053791615016954	0.7788562349291497	0.7539015322928461	0.8882743695686676	0.8284889295072131	0.8693748521308788	0.748748459358633	0.7791075755600146	0.6982608526347401	0.6184725923662069
HMP_2012__SRS064329__bin.38	0.8710407275194944	0.8312036876332006	0.7893824183831267	0.9326941268999895	0.7540595393898456	0.9643698703605543	0.8264276209731011	0.8923238937804026	0.9649851534611433	0.8117640252492796	0.5143125638150993	0.797695385611288	0.7181182500629356	0.7893847638079066	0.9534824085323427	0.9198114903923583	0.9499025085099829	0.8259882447310032	0.9014984137110406	0.8463090050238998	0.5401489813820181	0.9386515058408895	0.8133464051674398	0.9554799286365421	0.9082978001479182	0.8041632853459424	1.0	0.8215616463631061	0.7178891802427672	0.9076105906874127	0.9067287109701772	0.8726676705084725	0.8279028931596468	0.9470442175115669	0.9314612152740316	0.9506444445486856	0.8877237339787942	0.8471424126290179	0.7723991975520019	0.7513138287808638
HMP_2012__SRS019071__bin.32	0.7858769821620512	0.7496690861221483	0.704319392277871	0.8729556406323595	0.7075639183101653	0.8946172147679375	0.755245105735438	0.8155396673953214	0.8689786355237256	0.7366776971292617	0.43739749519933335	0.7242092486805715	0.6312484148742165	0.6992361203367109	0.8759187690969916	0.8207527686863685	0.879114986533979	0.7548990954215529	0.8417567420683325	0.7631423533532203	0.4584304537384814	0.8635855847151604	0.709998671513629	0.8736422265431577	0.8101115928551588	0.7072686320213524	0.6345623845122643	1.0	0.6506207654496926	0.8322278716440623	0.844626876486999	0.7730589002548278	0.7416975640390816	0.8575168174297412	0.859540947573097	0.8722406734218185	0.7901975821548048	0.771439958454608	0.6681773166990737	0.651358075385563
BritoIL_2016__M1.52.SA__bin.8	0.7793301035053455	0.7370201316222127	0.6931952806320382	0.8647642264306755	0.6846569954122953	0.8850394066814645	0.7426551264233608	0.8043782467188443	0.8736190229439925	0.7304219307462352	0.45191318430186017	0.7327721809132068	0.6422649903645212	0.6777839834347696	0.883445228848603	0.8288227625625246	0.8847153756811316	0.7331187710338162	0.8212497342467271	0.7797860711788097	0.46662925042879416	0.8668909362239997	0.7100038760670293	0.8867053635333871	0.8159045899606446	0.7172891046968772	0.6277191430542177	0.7365491245352308	1.0	0.8177934035765092	0.8300443731059739	0.7760214325314819	0.7441747907983399	0.8559668531326073	0.863679337828295	0.8789019587468887	0.7657105473457828	0.7662164185277371	0.6908675895853429	0.6439329980455598
HMP_2012__SRS055495__bin.3	0.8123177411197555	0.757621783904187	0.6850921651547922	0.8524658079650493	0.677120121380379	0.9150923803682302	0.7400609054029333	0.7955644510443232	0.87050768850007	0.7204705641820275	0.4398822782494539	0.7109570541584617	0.6271394905897925	0.6834129623053663	0.8648481131161829	0.8183022887949124	0.8608521376074723	0.7711382638731963	0.8501167532900754	0.7691330126653109	0.4801944453411671	0.8396638366099579	0.7296687865190302	0.8618674070008931	0.8117571101139555	0.7134901163228632	0.6246096566269598	0.7415103679073721	0.6436425950436345	1.0	0.8098567754570596	0.7696140146990779	0.7745838310144085	0.8504847682689307	0.8872981028935447	0.8627018971064553	0.793053986290904	0.7652193562966072	0.6674511196479108	0.6680128267209005
HMP_2012__SRS047824__bin.17	0.7592882655498668	0.7254761554573358	0.6859413765968022	0.879304347639379	0.6926791064885541	0.8829743491745852	0.7253521580381997	0.8294949601222152	0.8822421739377823	0.7370347547051921	0.4309200179071597	0.7394427738491054	0.6373215054467611	0.6663084519002739	0.903381318366326	0.8437176251327202	0.8957713122577085	0.7461139423556933	0.8308551742351614	0.7854952006020585	0.4481057381281865	0.878268888671789	0.7118106736548964	0.8832073140226587	0.8410916711309316	0.7327367142938428	0.6225550768622963	0.7508118878633903	0.6517690835248763	0.8079779187972572	1.0	0.7797961503900819	0.7512321908035784	0.8683566101360106	0.8558779607738727	0.9004939498921598	0.7886713596021776	0.7689670424522073	0.6862376821178544	0.6268890818930487
ZeeviD_2015__PNP_Main_42__bin.67	0.8046350025794766	0.7652232061679994	0.726418519635118	0.897231401262907	0.7138646719503983	0.9234034639024312	0.768696466975888	0.8346191229542618	0.9408266289646496	0.7540121078440373	0.4491061269528948	0.7583992911325828	0.6913435608149369	0.6943826640218393	0.9260445399499031	0.8945618947040472	0.9248575660994582	0.7713653812324271	0.8560432901920066	0.8147533031219663	0.48657931786910946	0.8955930930441792	0.7434395114216618	0.9187917980343855	0.9017423757364539	0.7818935549807591	0.6611379193722543	0.758266023110452	0.6723709328820779	0.8472410854058485	0.8604464656432077	1.0	0.7873522131672359	0.9384041124734722	0.8995496725456621	0.9225339640958179	0.7959009125601854	0.8284242329833024	0.7290501188454607	0.6686263976113632
HMP_2012__SRS057205__bin.78	0.7969035342612683	0.7496456858971887	0.6899263797803195	0.8570557286719268	0.6712934889160734	0.9527193680415106	0.7639000372716237	0.796884255835229	0.8716179506682603	0.7288594532638375	0.43172282530591355	0.7197652939258937	0.6289411236868763	0.669698053112648	0.8847062493646882	0.8285785724383937	0.8759141187013585	0.7861245573264445	0.8619723115066499	0.784249876442815	0.5455496629780612	0.8479358647659307	0.7390665035594984	0.863262797661819	0.8170524104458691	0.7464816872478469	0.6186382654557478	0.717546522347201	0.6359520446231302	0.8410400301911836	0.8175816908698542	0.7765747261003015	1.0	0.8568202981963572	0.9279167966499937	0.8861930249486201	0.7881698230707845	0.7625312690228409	0.6879582277401362	0.6501175983988391
