	HMP_2012__SRS013818__bin.43	FerrettiP_2018__CA_C10026MS2439SA_t0M15__bin.18	FerrettiP_2018__CA_C10015MS2241SA_t0M15__bin.5	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.28	BritoIL_2016__W2.56.SA__bin.18	HMP_2012__SRS064423__bin.50	HMP_2012__SRS017209__bin.56	HMP_2012__SRS022530__bin.9	HMP_2012__SRS017439__bin.38	FengQ_2015__SID31398__bin.57	CM_cf__CF_TNFC003IS_t1M15__bin.8	CM_cf__CF_TNFC003SA_t1M15__bin.7	FerrettiP_2018__CA_C10008MS2115SA_t0M15__bin.9	CM_cf__CF_TNFC040IS_t3M15__bin.1	HMP_2012__SRS019389__bin.25	HMP_2012__SRS018591__bin.49	Castro-NallarE_2015__ES_116__bin.16	HMP_2012__SRS015893__bin.4	FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.8	HMP_2012__SRS018300__bin.5	HMP_2012__SRS064774__bin.80	HMP_2012__SRS050669__bin.38	HMP_2012__SRS022077__bin.25	Castro-NallarE_2015__ES_114__bin.22	BritoIL_2016__W2.68.SA__bin.21	FengQ_2015__SID530348__bin.3	HMP_2012__SRS011086__bin.28	HMP_2012__SRS062544__bin.74	HMP_2012__SRS065278__bin.17	HMP_2012__SRS014271__bin.74	LiJ_2017__H3M518112__bin.22	HMP_2012__SRS047219__bin.61	FerrettiP_2018__CA_C10049MS2849SA_t0M16__bin.2
CM_cf__CF_TNFC040IS_t3M15__bin.1	1684300.0	1043156.0	1115026.0	1742907.0	1017624.0	1539876.0	1449476.0	1638919.0	940511.0	1028420.0	1178193.0	1738223.0	1685862.0	1948644.0	1416329.0	1435546.0	1237527.0	1593490.0	1703440.0	1361359.0	1648017.0	1686711.0	1673037.0	1426092.0	1326055.0	982131.0	1512618.0	1323917.0	1559084.0	1616897.0	968594.0	1702116.0	1708253.0
HMP_2012__SRS019389__bin.25	1692158.0	1025316.0	1104635.0	1742607.0	1027574.0	1521077.0	1469092.0	1668772.0	947534.0	1048665.0	1171518.0	1746880.0	1706417.0	1416329.0	1814898.0	1397112.0	1239367.0	1603888.0	1724043.0	1343790.0	1660966.0	1677889.0	1669566.0	1416484.0	1398506.0	989050.0	1522322.0	1237556.0	1551164.0	1590836.0	1028935.0	1714514.0	1720359.0
HMP_2012__SRS018591__bin.49	1636805.0	1004136.0	1048976.0	1771274.0	972979.0	1542833.0	1434843.0	1599541.0	928528.0	1056932.0	1184442.0	1751179.0	1708785.0	1435546.0	1397112.0	1850668.0	1366065.0	1627481.0	1748111.0	1371527.0	1623965.0	1630250.0	1624171.0	1522097.0	1283820.0	992806.0	1536438.0	1233759.0	1544791.0	1580042.0	991840.0	1657523.0	1631478.0
Castro-NallarE_2015__ES_116__bin.16	1421385.0	885653.0	931572.0	1504676.0	857250.0	1326446.0	1262654.0	1381930.0	808760.0	956410.0	1007378.0	1517224.0	1474565.0	1237527.0	1239367.0	1366065.0	1580899.0	1434138.0	1493603.0	1188474.0	1391133.0	1406326.0	1404301.0	1370766.0	1128747.0	883412.0	1316409.0	1073708.0	1341290.0	1372790.0	848881.0	1436744.0	1418105.0
HMP_2012__SRS015893__bin.4	1872020.0	1156397.0	1222024.0	2004435.0	1114018.0	1691213.0	1570081.0	1812936.0	1028996.0	1175118.0	1353716.0	2040082.0	1932463.0	1593490.0	1603888.0	1627481.0	1434138.0	2173360.0	1979152.0	1464985.0	1822801.0	1836219.0	1858596.0	1632416.0	1455368.0	1097955.0	1731554.0	1362206.0	1699934.0	1759880.0	1143224.0	1883273.0	1885092.0
FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.8	2014846.0	1246450.0	1312899.0	2159341.0	1211871.0	1804628.0	1684584.0	1940543.0	1098662.0	1282768.0	1448611.0	2184341.0	2113031.0	1703440.0	1724043.0	1748111.0	1493603.0	1979152.0	2326560.0	1541033.0	1943891.0	1980999.0	1998832.0	1744064.0	1590834.0	1184013.0	1862155.0	1442686.0	1828003.0	1879556.0	1259776.0	2025444.0	2022787.0
HMP_2012__SRS018300__bin.5	1538091.0	906879.0	1006769.0	1587214.0	901105.0	1455677.0	1364405.0	1530160.0	856905.0	935463.0	1078813.0	1576156.0	1542236.0	1361359.0	1343790.0	1371527.0	1188474.0	1464985.0	1541033.0	1737091.0	1511334.0	1573874.0	1545708.0	1319873.0	1227132.0	908136.0	1390241.0	1221715.0	1500202.0	1488180.0	860474.0	1554439.0	1545149.0
HMP_2012__SRS064774__bin.80	1946359.0	1145592.0	1250268.0	1972867.0	1162228.0	1751031.0	1631214.0	1864374.0	1060614.0	1189485.0	1325329.0	1988304.0	1931055.0	1648017.0	1660966.0	1623965.0	1391133.0	1822801.0	1943891.0	1511334.0	2098803.0	1912222.0	1918773.0	1619147.0	1524698.0	1090020.0	1701220.0	1426533.0	1762692.0	1882688.0	1157099.0	2000676.0	1938181.0
HMP_2012__SRS050669__bin.38	1962117.0	1150576.0	1276505.0	2020326.0	1181375.0	1785061.0	1693855.0	1904377.0	1078481.0	1193761.0	1341987.0	2019400.0	1967558.0	1686711.0	1677889.0	1630250.0	1406326.0	1836219.0	1980999.0	1573874.0	1912222.0	2189894.0	1950319.0	1629498.0	1536783.0	1089932.0	1715053.0	1419089.0	1802608.0	1849962.0	1170585.0	1964910.0	1969304.0
HMP_2012__SRS022077__bin.25	1985304.0	1173344.0	1278179.0	2012772.0	1193536.0	1782538.0	1658196.0	1919436.0	1073708.0	1203837.0	1363026.0	2048470.0	1965154.0	1673037.0	1669566.0	1624171.0	1404301.0	1858596.0	1998832.0	1545708.0	1918773.0	1950319.0	2256940.0	1627780.0	1561585.0	1106091.0	1712240.0	1437125.0	1821300.0	1852357.0	1169400.0	1995002.0	2032600.0
Castro-NallarE_2015__ES_114__bin.22	1655211.0	1034755.0	1064107.0	1742287.0	992538.0	1530048.0	1414280.0	1601547.0	938381.0	1085278.0	1183648.0	1776868.0	1706096.0	1426092.0	1416484.0	1522097.0	1370766.0	1632416.0	1744064.0	1319873.0	1619147.0	1629498.0	1627780.0	1828902.0	1314370.0	996100.0	1533199.0	1220550.0	1525318.0	1579729.0	1008906.0	1663876.0	1649930.0
BritoIL_2016__W2.68.SA__bin.21	1568119.0	962376.0	999637.0	1598031.0	959141.0	1408731.0	1340849.0	1531746.0	887648.0	955734.0	1075266.0	1600949.0	1563517.0	1326055.0	1398506.0	1283820.0	1128747.0	1455368.0	1590834.0	1227132.0	1524698.0	1536783.0	1561585.0	1314370.0	1715571.0	932549.0	1412788.0	1139953.0	1431363.0	1484242.0	952124.0	1586091.0	1599370.0
FengQ_2015__SID530348__bin.3	1116431.0	760853.0	750527.0	1183908.0	678174.0	1015237.0	985076.0	1089869.0	660353.0	747423.0	865870.0	1191729.0	1169259.0	982131.0	989050.0	992806.0	883412.0	1097955.0	1184013.0	908136.0	1090020.0	1089932.0	1106091.0	996100.0	932549.0	1268481.0	1114449.0	890763.0	1037541.0	1042865.0	661865.0	1123373.0	1127379.0
HMP_2012__SRS011086__bin.28	1748346.0	1115083.0	1147596.0	1877379.0	1051730.0	1572964.0	1507636.0	1691772.0	1007576.0	1111406.0	1277556.0	1861332.0	1816294.0	1512618.0	1522322.0	1536438.0	1316409.0	1731554.0	1862155.0	1390241.0	1701220.0	1715053.0	1712240.0	1533199.0	1412788.0	1114449.0	1968499.0	1318982.0	1599558.0	1638963.0	1054165.0	1755346.0	1751191.0
HMP_2012__SRS062544__bin.74	1441598.0	893485.0	941310.0	1462466.0	862240.0	1316497.0	1260187.0	1413981.0	801405.0	871833.0	1020001.0	1479355.0	1438683.0	1323917.0	1237556.0	1233759.0	1073708.0	1362206.0	1442686.0	1221715.0	1426533.0	1419089.0	1437125.0	1220550.0	1139953.0	890763.0	1318982.0	1681695.0	1335638.0	1443907.0	763795.0	1502177.0	1452305.0
HMP_2012__SRS065278__bin.17	1809400.0	1059375.0	1168579.0	1849155.0	1064836.0	1770609.0	1532070.0	1792605.0	991415.0	1122157.0	1232187.0	1866386.0	1802375.0	1559084.0	1551164.0	1544791.0	1341290.0	1699934.0	1828003.0	1500202.0	1762692.0	1802608.0	1821300.0	1525318.0	1431363.0	1037541.0	1599558.0	1335638.0	2008907.0	1731124.0	1057704.0	1821612.0	1819217.0
HMP_2012__SRS014271__bin.74	1866618.0	1097459.0	1208553.0	1906141.0	1119949.0	1715094.0	1605320.0	1803668.0	1041021.0	1143121.0	1278579.0	1929775.0	1851209.0	1616897.0	1590836.0	1580042.0	1372790.0	1759880.0	1879556.0	1488180.0	1882688.0	1849962.0	1852357.0	1579729.0	1484242.0	1042865.0	1638963.0	1443907.0	1731124.0	2046549.0	1098481.0	1948598.0	1861349.0
LiJ_2017__H3M518112__bin.22	1197509.0	710592.0	755961.0	1258878.0	733374.0	1057175.0	980954.0	1123767.0	650902.0	778503.0	810538.0	1272637.0	1228894.0	968594.0	1028935.0	991840.0	848881.0	1143224.0	1259776.0	860474.0	1157099.0	1170585.0	1169400.0	1008906.0	952124.0	661865.0	1054165.0	763795.0	1057704.0	1098481.0	1324546.0	1186087.0	1185527.0
HMP_2012__SRS047219__bin.61	2008074.0	1177340.0	1307872.0	2053456.0	1200865.0	1803647.0	1692268.0	1934385.0	1096857.0	1219076.0	1378789.0	2071324.0	1999595.0	1702116.0	1714514.0	1657523.0	1436744.0	1883273.0	2025444.0	1554439.0	2000676.0	1964910.0	1995002.0	1663876.0	1586091.0	1123373.0	1755346.0	1502177.0	1821612.0	1948598.0	1186087.0	2187316.0	2020247.0
FerrettiP_2018__CA_C10049MS2849SA_t0M16__bin.2	2026266.0	1199144.0	1308957.0	2040021.0	1215972.0	1793508.0	1686747.0	1952227.0	1103877.0	1195624.0	1383100.0	2062539.0	1989411.0	1708253.0	1720359.0	1631478.0	1418105.0	1885092.0	2022787.0	1545149.0	1938181.0	1969304.0	2032600.0	1649930.0	1599370.0	1127379.0	1751191.0	1452305.0	1819217.0	1861349.0	1185527.0	2020247.0	2213751.0
