	HMP_2012__SRS013818__bin.43	FerrettiP_2018__CA_C10026MS2439SA_t0M15__bin.18	FerrettiP_2018__CA_C10015MS2241SA_t0M15__bin.5	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.28	BritoIL_2016__W2.56.SA__bin.18	HMP_2012__SRS064423__bin.50	HMP_2012__SRS017209__bin.56	HMP_2012__SRS022530__bin.9	HMP_2012__SRS017439__bin.38	FengQ_2015__SID31398__bin.57	CM_cf__CF_TNFC003IS_t1M15__bin.8	CM_cf__CF_TNFC003SA_t1M15__bin.7	FerrettiP_2018__CA_C10008MS2115SA_t0M15__bin.9	CM_cf__CF_TNFC040IS_t3M15__bin.1	HMP_2012__SRS019389__bin.25	HMP_2012__SRS018591__bin.49	Castro-NallarE_2015__ES_116__bin.16	HMP_2012__SRS015893__bin.4	FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.8	HMP_2012__SRS018300__bin.5	HMP_2012__SRS064774__bin.80	HMP_2012__SRS050669__bin.38	HMP_2012__SRS022077__bin.25	Castro-NallarE_2015__ES_114__bin.22	BritoIL_2016__W2.68.SA__bin.21	FengQ_2015__SID530348__bin.3	HMP_2012__SRS011086__bin.28	HMP_2012__SRS062544__bin.74	HMP_2012__SRS065278__bin.17	HMP_2012__SRS014271__bin.74	LiJ_2017__H3M518112__bin.22	HMP_2012__SRS047219__bin.61	FerrettiP_2018__CA_C10049MS2849SA_t0M16__bin.2
CM_cf__CF_TNFC003IS_t1M15__bin.8	0.8456248028369545	0.581986603557289	0.5900479513429021	0.9293296682241875	0.5167881309298096	0.7527593149660703	0.7158755522984454	0.814224511374332	0.4886759868474105	0.5669709240552141	1.0	0.9859855378285326	0.914717185134245	0.729683577906901	0.7275288962804648	0.7462365646891549	0.6368393788065774	0.8559027632179073	0.9172763534013326	0.6675164971843989	0.8214117293384418	0.8313284257341239	0.8438507386235713	0.7491840917404087	0.6688151121885952	0.5468162643626625	0.8091164966683074	0.631523637309022	0.7620947634140222	0.7907688020163691	0.512174918860754	0.8547809095207898	0.8571936368509909
CM_cf__CF_TNFC003SA_t1M15__bin.7	0.8364119941332396	0.523409028027763	0.5446639214217925	0.9223075017095801	0.5018383563891118	0.7500723569934681	0.6992834851378097	0.8078772009382397	0.45757542658750816	0.5392519158134349	0.6495719993522933	1.0	0.8898350430550673	0.7081533262754275	0.7143107895433625	0.7267306921578619	0.631550964186157	0.8485399187476652	0.9107716081782741	0.6421875484770606	0.8111964850438839	0.8233231346452085	0.834580225311815	0.740318931777024	0.655842938786196	0.49558441712988605	0.776778781401979	0.6031177470348509	0.7597820067601194	0.7854573705744827	0.5291737872606641	0.8451993844236749	0.8414419208157364
FerrettiP_2018__CA_C10008MS2115SA_t0M15__bin.9	0.8240860020707163	0.5242596624376146	0.5406237956846898	0.9132093539373806	0.4954030184839454	0.7455286908910641	0.697327837491783	0.7991487731027594	0.45461998706128165	0.5349008676066717	0.61605113617849	0.9096674992689928	1.0	0.7016656536116533	0.7128738509718594	0.7236184616133252	0.6264090624903601	0.8205732573462419	0.8992696010938387	0.6423956354201109	0.8050202922377683	0.8195926432654579	0.818172773165324	0.7255010494786496	0.6545066755184068	0.4973468675745204	0.7734538166395045	0.5991004592853987	0.7502353777927624	0.7704559268932	0.5219147912838745	0.8334872105244179	0.829408777039119
CM_cf__CF_TNFC040IS_t3M15__bin.1	0.8438396135979686	0.5123737327084885	0.5579695418968268	0.8571283415544348	0.5090816998897695	0.7694791865522898	0.7241158467118672	0.820459252690589	0.4699093318225392	0.5048798035967575	0.5804508160546513	0.855069473952143	0.8287645152218671	1.0	0.711666676930214	0.7033388345947232	0.608608345085095	0.7827674013313873	0.8383840249937905	0.6805399036458173	0.828775291946605	0.8441049262974664	0.8374987940331842	0.7018850031098548	0.6681122873136396	0.4852538483170861	0.7450770895042912	0.6654406859333977	0.7798268950100685	0.8123767091372257	0.4761208306904699	0.8564812248927972	0.8561445805390825
HMP_2012__SRS019389__bin.25	0.9143511095389383	0.5427087362485384	0.5964125807621145	0.9244717884972048	0.5554477441707468	0.825641441006602	0.7925525291228488	0.9057792779539126	0.5096947597055042	0.5543479578466668	0.6213858850469834	0.9260652664777854	0.9040530101416169	0.7641118123442749	1.0	0.7370017488586135	0.6559746057354187	0.8487215259480146	0.9145037351961378	0.7304730072984817	0.8960520095344201	0.9079468928832364	0.9033571032642055	0.7503308725889829	0.7569731191504977	0.5265425384787464	0.8074448261004199	0.6675603808037698	0.8417663141399682	0.8577302966888497	0.5445859767325767	0.9258498273732187	0.9303123371120582
HMP_2012__SRS018591__bin.49	0.844448058755001	0.5264169478264065	0.5410008710368365	0.9326394577525521	0.5022710718508128	0.7961444192043088	0.7390250439300836	0.8253576546414592	0.482866727041263	0.5573619903732057	0.6250451188435743	0.9239566470052976	0.8999420749696867	0.7405742142837072	0.7227568640080231	1.0	0.7218631326634491	0.85882124724694	0.9224831250121578	0.70819077219685	0.8387117516485939	0.8414042929363884	0.8381600589624936	0.8044300760590231	0.6655818331542988	0.5226777574367742	0.8117733704802806	0.6376740722809278	0.7975795766717747	0.8148414518433345	0.5225632042051843	0.8561481583946985	0.8419565259679208
Castro-NallarE_2015__ES_116__bin.16	0.8616508708019931	0.5452271144456414	0.5645686410074269	0.9312359613106215	0.521035815697271	0.8042639030070865	0.7639381136935377	0.8378169636390433	0.49387848306564813	0.5913458102003987	0.624437740804441	0.9399632740611512	0.9119842570588	0.7501813841364945	0.7530696141878765	0.845043864282285	1.0	0.8885317784374588	0.926135066187024	0.7212579677765626	0.8436377023453111	0.8533998693148646	0.8511188886829583	0.8506716747875733	0.6876650564014526	0.5463505258716718	0.8170686425888055	0.6510719533632445	0.8137705191792771	0.8313427992553605	0.525458615635787	0.8714990647726388	0.8600897337527571
HMP_2012__SRS015893__bin.4	0.8251072072735304	0.5170919681967092	0.5381363418853756	0.9014236021643905	0.4920597600029447	0.7440184783008797	0.6913801671145139	0.7985285456620164	0.45648903080943787	0.5286560901093238	0.6104584606323848	0.918643943019104	0.8689986932675672	0.7018326462251997	0.7087380829683071	0.7313068244561417	0.6463167629845034	1.0	0.8920339934479332	0.6455018956822616	0.803759616446424	0.8093063275297236	0.8186614274671477	0.7360000184046822	0.6446129495343615	0.4936002318989951	0.7815598888357198	0.600484043140575	0.7490526189862701	0.7748196341149188	0.5144766628630323	0.8306428755475392	0.8311692494570618
FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.8	0.8310583006670793	0.5215558592944088	0.5408396946564886	0.9088211780482773	0.5007943057561378	0.7430721752286638	0.6934379513100887	0.8001147617082732	0.45599554707379136	0.5393361873323705	0.6111520872017054	0.9210895055360704	0.8896293239804691	0.7022006739563992	0.7133841379547486	0.7337915205281618	0.629309366618527	0.8332950794305756	1.0	0.6352993260436008	0.8029021387800014	0.8175177085482429	0.8238394883433052	0.7348153497008458	0.6594938449900282	0.4982484870366549	0.7857497764940512	0.5954043738394883	0.7530482772849185	0.7744803486692801	0.5301084003851179	0.8367989649955299	0.8350435836599959
HMP_2012__SRS018300__bin.5	0.8662119601103224	0.5002921551029854	0.5662743057214619	0.8760646391006575	0.5084431385575079	0.8245451735113475	0.7707178265272228	0.8671353429382802	0.48147563944548677	0.5154191691742115	0.5956659725944122	0.869853104989894	0.8511643892001053	0.7634199935409257	0.763192026209335	0.7544947271041068	0.6564054502613853	0.8076191748158271	0.8508834597611754	1.0	0.8484023001673487	0.889892354516833	0.8714701762889797	0.7293394531432147	0.691439884266282	0.5038400406196336	0.7681543453969885	0.6850936421868514	0.8499917390626052	0.8349533789536645	0.4752439567069313	0.8727763830449873	0.8717712543557017
HMP_2012__SRS064774__bin.80	0.9049415309583605	0.5225192645522233	0.5797509342229834	0.903110963725514	0.5396637988415302	0.8122282081738973	0.7581769227507299	0.8661294080483019	0.4925383659161913	0.5430037978790767	0.6066700876642542	0.9094126509253132	0.8828127270639503	0.7694805086518364	0.774843089132234	0.739553450228535	0.6354603076134349	0.832312036908657	0.8900311272663514	0.7021869132071947	1.0	0.8887370563125744	0.8912656404626828	0.7400975699005575	0.7142838084374761	0.500756859981618	0.7794452361655667	0.6764470033633457	0.8181163263059944	0.8920093977376629	0.5288924210609571	0.9502120970858151	0.9014076118625712
HMP_2012__SRS050669__bin.38	0.877547497732767	0.5034956029835234	0.5705477068753099	0.8852898816107081	0.528831075842027	0.798870630267949	0.7677946969122705	0.852998364304391	0.480847474809283	0.5218193209351686	0.5884545096703311	0.8846140498124566	0.8614069904753381	0.7511139808593476	0.7524706675300266	0.7110663803818815	0.6160750246358957	0.8031959537767581	0.8685370159468906	0.7058898741217611	0.8517690810605445	1.0	0.872717126947697	0.7136094258443559	0.6878186798082465	0.48009949340013713	0.752398974562239	0.6318639167009911	0.8070107502920233	0.8234836937312947	0.5119243214511753	0.8762054236415096	0.8824080069628941
HMP_2012__SRS022077__bin.25	0.8606214609161076	0.4971935452426737	0.554194617490939	0.8554680230754916	0.519518019973947	0.7743524418017316	0.718556984235292	0.8334714259129617	0.46411202778983934	0.5103516265385876	0.5795741136228699	0.870070981062855	0.8343695446046417	0.7230972024067985	0.7264264889629322	0.6872827811107074	0.5961757955461819	0.7883443955089635	0.8492525277588239	0.6707413577675968	0.8288173367479862	0.846791673682065	1.0	0.691515503292068	0.6767991173890312	0.47195494784974346	0.72841723749856	0.6201401011989685	0.7910414100507767	0.7996499685414765	0.4964376545233812	0.8617721339512792	0.8821417494483681
Castro-NallarE_2015__ES_114__bin.22	0.8678917733153553	0.5508922840042824	0.5574207912725777	0.9331801266552281	0.5211706258727914	0.8019051868279438	0.7401834543348961	0.8391182250333807	0.4950637048896004	0.5805040401289954	0.6349820821454621	0.9524343021113214	0.9130215834418683	0.7478388672547791	0.7445855491436939	0.8140037027681088	0.7353187869005556	0.8746193071033878	0.9347641371708271	0.6927265649006891	0.8493177873937477	0.8544629509946405	0.8533584631653309	1.0	0.6924274783449305	0.5324402291648213	0.8227958633103359	0.6405504504888726	0.7996590303909121	0.8276550629831451	0.5397938216481801	0.8731944084483477	0.8651420360412969
BritoIL_2016__W2.68.SA__bin.21	0.8953660326503537	0.5388200196902372	0.5699927312830538	0.8986389954131889	0.5471303723366739	0.8036408869117045	0.764070971122734	0.8737073545775722	0.505354776922669	0.5350708306447242	0.6043113342438174	0.8994929385026909	0.8780895690122997	0.758880279510437	0.8007998503122284	0.7179947667569573	0.6336834791448445	0.8166237363536688	0.8943681141730653	0.7001132567524165	0.8738437523133696	0.877987562158605	0.8903711941971507	0.7381693908325566	1.0	0.5256862001048047	0.794604828363268	0.6533544808113451	0.8166295653167371	0.8490928093328693	0.5338997919643081	0.9095321615951774	0.9136485753139917
FengQ_2015__SID530348__bin.3	0.8484084507375358	0.5836532041079053	0.5689892083523522	0.912824078563258	0.5159060324908296	0.7699642328107398	0.7473087890161539	0.827840543137816	0.5040611566117269	0.5751193750635604	0.6682220703345183	0.9192640646568613	0.9024202964017592	0.7454482960328142	0.7533585445899466	0.7625679848574791	0.680912839845453	0.8457131009451462	0.9138528681154862	0.6899717063164525	0.8285421697289908	0.8288393755996345	0.8397240478966574	0.7676748804278504	0.7109700500046907	1.0	0.8598039702604926	0.6768434056166391	0.7879227201668768	0.7915286078388245	0.5097214700101933	0.8538133405230349	0.8572812679102012
HMP_2012__SRS011086__bin.28	0.8531723917563585	0.5520200924663918	0.5588090214930259	0.9347142162632543	0.5140007691139289	0.766258453776202	0.7339409367238693	0.8248045846098983	0.494760728859908	0.5533916959063733	0.6371463739631059	0.9284718966075167	0.9043418360893248	0.7375619698054203	0.7444403070562902	0.7631819980604512	0.6561867697164185	0.8628965521445527	0.9286740811145954	0.6778535320566584	0.8310403002490729	0.8370204912473921	0.8351510465588248	0.7644469212328785	0.6925078448096748	0.5540490495550163	1.0	0.6431976851397944	0.7794878229554599	0.798545998753365	0.5251585090975408	0.857470082534967	0.8548559079786172
HMP_2012__SRS062544__bin.74	0.835621203607075	0.50845605178109	0.54513749520573	0.834617454413553	0.4999872152798218	0.7619128319939109	0.7305129645982179	0.8190742078676573	0.4642007022676526	0.496337326328496	0.58211090596095	0.8438426706388495	0.8199471366686587	0.7710714487466515	0.7204362265452416	0.7017461549210766	0.612048558151151	0.7760432183005836	0.823718926440288	0.7076610205774531	0.8442250229678985	0.8228097247122694	0.8322668498152161	0.6966209687250066	0.6665156285771201	0.5105343121077246	0.7528915766533171	1.0	0.7733893482468581	0.8541661835231715	0.4355123848260238	0.8897606284135946	0.8429078994704747
HMP_2012__SRS065278__bin.17	0.8803085458908749	0.5051637532250124	0.5689277801311857	0.8826147750990961	0.5193057717455313	0.8780008233332852	0.7455636323632702	0.8790715548305621	0.48130351479685224	0.5338470123305857	0.588047629880328	0.8898888798734834	0.8595499941012701	0.756433722417215	0.7604732324592427	0.7347552674165604	0.6403925119480394	0.8103715104780858	0.8721220046522811	0.7349832520868312	0.8547259778576111	0.8797161839746688	0.8887086360891768	0.7280068216199156	0.6973871861664079	0.49751680889160127	0.7638088771655432	0.6474192185103641	1.0	0.8384648965830673	0.5043887049027158	0.8835516029363231	0.8868867498595007
HMP_2012__SRS014271__bin.74	0.8884458666760483	0.5130832440366686	0.5741714466646047	0.8927873214860724	0.532750987149587	0.8147569396090688	0.7642255328360084	0.8581534084940062	0.49509393618232445	0.5341670294725414	0.5989502328065441	0.9030401910728744	0.8664810859647143	0.7735133632275601	0.7606429164412872	0.7368506691019859	0.6421878977732759	0.822830042183207	0.8804455695905644	0.7087003536196789	0.9147848402359289	0.881162386045973	0.8818562370116719	0.7396353568861533	0.7117733315938196	0.4906010068657041	0.7680915531462965	0.701887421214933	0.8230430837473229	1.0	0.5136622675538187	0.9484268395235101	0.8868431686707722
LiJ_2017__H3M518112__bin.22	0.8662137819298084	0.5212276508328136	0.5460255815955052	0.9289469750389945	0.5313911332637749	0.7636752517466363	0.7083566746643756	0.8129442088081501	0.47413528861964777	0.5741408754395846	0.5993970764322266	0.9400217131001868	0.9069137651693485	0.7004588742104843	0.7461937901741427	0.7301301729045273	0.6271560217614187	0.8441707573764897	0.9311333845710152	0.6232641221973416	0.8380539445213682	0.8463730213975204	0.8458973867272258	0.7453346278649439	0.6915146774819447	0.4881461270503252	0.7804742153160403	0.5529434236334563	0.7649941942371198	0.7936568454398715	1.0	0.8588791933235992	0.8581106280944566
HMP_2012__SRS047219__bin.61	0.8961146903328097	0.5157576683021566	0.5823854440784962	0.9020086718151378	0.5355485901442681	0.8027546088448125	0.7550271657135961	0.8628136035213934	0.48858235389856797	0.5337930139037981	0.605768439493882	0.9091891615111853	0.8770429146954533	0.7630250955966125	0.7682122747696263	0.7243791020593274	0.629882467828151	0.8253430231388607	0.8900693818360035	0.6931289306163353	0.9117603492133738	0.877238131115943	0.8892030232485841	0.7301126129009252	0.7133706332326925	0.49514839191045096	0.7716895958334323	0.6840831411647882	0.8114844860093375	0.8873898421627237	0.5201008907720696	1.0	0.901989013018695
FerrettiP_2018__CA_C10049MS2849SA_t0M16__bin.2	0.9042177733629483	0.5188505843701482	0.5799035212180593	0.8854582109731401	0.538522173451305	0.7931777331777603	0.7454682120979279	0.8644806936281452	0.4865221969408484	0.5171597889735566	0.6002242347942474	0.894338613511637	0.8623295935270047	0.753617276739796	0.7626973403964584	0.7038650688356549	0.6142131612814631	0.8160041486147267	0.87759598979289	0.6840633838222998	0.8546024372208075	0.872898532852159	0.899351824121141	0.71474163083382	0.7080421420475925	0.49122281593548695	0.7601500801128943	0.6403222403965035	0.8048208673875246	0.8198609509380232	0.5134303722505377	0.8912181180268242	1.0
