	BackhedF_2015__SID42_4M__bin.12	BackhedF_2015__SID179_4M__bin.24	BackhedF_2015__SID585_4M__bin.5	BackhedF_2015__SID263_4M__bin.13	KarlssonFH_2013__S312__bin.63	VatanenT_2016__G80150__bin.1	CM_periimplantitis__SP_283SPI_T016__bin.13	BackhedF_2015__SID590_4M__bin.26	BackhedF_2015__SID507_4M__bin.7	VatanenT_2016__G80312__bin.6	BackhedF_2015__SID397_4M__bin.5	BackhedF_2015__SID263_4M__bin.3	FengQ_2015__SID31446__bin.13	BackhedF_2015__SID201_4M__bin.12	BackhedF_2015__SID367_4M__bin.16	BackhedF_2015__SID103_B__bin.10	VatanenT_2016__G78875__bin.2	BackhedF_2015__SID180_4M__bin.1	BackhedF_2015__SID195_4M__bin.8	BackhedF_2015__SID507_B__bin.5	FengQ_2015__SID31868__bin.44	VatanenT_2016__G78847__bin.3	BackhedF_2015__SID521_4M__bin.19	BackhedF_2015__SID526_4M__bin.2	VatanenT_2016__G78558__bin.4	BackhedF_2015__SID582_4M__bin.4	BackhedF_2015__SID599_4M__bin.1	VatanenT_2016__G78701__bin.8	AsnicarF_2017__MV_FEI4_t2Q15__bin.2	BackhedF_2015__SID281_4M__bin.23	BackhedF_2015__SID587_B__bin.8	VatanenT_2016__G80565__bin.2
BackhedF_2015__SID397_4M__bin.5	0.8521752954083308	0.4564649760901517	0.8523942457974336	0.008175700699476615	0.8816375159845431	0.8854382851060163	0.8737914054984499	0.8917430081454204	0.941579261205485	0.8650520240100065	1.0	0.8889123755884293	0.7642824366849047	0.7915778636498099	0.7579375339198409	0.8925850354396826	0.7559477640273827	0.8732638282310905	0.892472648670808	1.011516441077888	0.7460501582731802	0.6452112754791869	0.8899081340069551	0.8843610026064413	0.465665550951386	0.7848294166835538	0.7903206458570626	0.7544616964928341	1.0045868941887306	0.8593307804649667	0.5922078118703721	0.7562435799786174
BackhedF_2015__SID263_4M__bin.3	0.8204716501115085	0.39504288913789726	0.9029053840343055	0.00372153191683078	0.9316723325820404	0.9509448224092366	0.8101620393312055	0.9752054358645093	0.8270374415131954	0.8290855169908702	0.7238754197274386	1.0	0.7970726604448293	0.7733123293764396	0.7120896202548452	1.0142943244267262	0.7149775062606428	0.9970253351536341	0.9658864316303658	0.8786627902289871	0.7951383932826539	0.6173147971200805	0.9710689777974202	0.9551367620301316	0.4817577125287307	0.8436112516591119	0.7803456832743032	0.7170730018697759	0.8657460206211183	0.8473906361363215	0.6313962051565599	0.7142571944637944
FengQ_2015__SID31446__bin.13	0.8376470754543612	0.4357386875002945	0.9144797168988931	0.1772685078291027	0.9651203226824867	0.9698262660151447	0.8357170119827915	0.9707276848191272	0.8424543282710005	0.835784865776714	0.6184543471192766	0.7920394305935793	1.0	0.7748337817652353	0.7397020087550242	0.9665000164922416	0.7426602456872788	0.9567757196507415	0.9687109192775456	0.8752074488387106	0.8400846287596421	0.6381187535635022	0.9681190834083337	0.9619396760923754	0.46270962817063344	0.8358814631916729	0.7814707309832674	0.7427497749987042	0.8704350653328371	0.8553696382544612	0.6417607117109051	0.7274633518831783
BackhedF_2015__SID201_4M__bin.12	0.9492185798624447	0.4276532054657834	0.8332544060058681	0.2365539114562092	0.8544024422596446	0.8757983472776012	0.8486012836909481	0.8755239494284368	0.838734839815801	0.9391862302170237	0.5382490011997482	0.6457131770361073	0.6510950176794573	1.0	0.8109802694879887	0.8733208475052762	0.8059508301227861	0.8654706140889239	0.8735651526610256	0.8713984787351566	0.7367265484868523	0.7095183981184148	0.8775425356261854	0.8658966632746394	0.3923473488733058	0.731398557926455	0.8467660253491347	0.8236983920206847	0.8774063265928339	0.9725930794724276	0.552818616290442	0.7955094574208187
BackhedF_2015__SID367_4M__bin.16	0.9474920597718517	0.4359215381207829	0.8414767681578048	0.29119142692226657	0.8835459523432556	0.908844560190524	0.9161354827529892	0.9141636715498602	0.8769074520334588	0.9498669598826803	0.5408846430190611	0.6240236002322124	0.6523403882203291	0.8511222286079262	1.0	0.9114642225349971	0.7990015861756297	0.9027055576818149	0.9074711490153203	0.914558033790486	0.7558689952738865	0.7159694267452399	0.9087739157427828	0.8972376774266472	0.39649570294757724	0.7307536474351702	0.9318825457100745	0.8629717958275727	0.9146486249058248	0.9613957181984669	0.5465544832836536	0.8549922976774184
BackhedF_2015__SID103_B__bin.10	0.8375724200326017	0.40912189183657915	0.8806996876162727	0.28336719796614035	0.9236462147517689	0.9490827849335582	0.8215524613671562	0.9785161448369902	0.8324132881470824	0.8372369056278612	0.5237106526506833	0.7308040148296001	0.7007932421522258	0.7535742363203568	0.7493939728356331	1.0	0.7020799501443361	0.9837764093740402	0.9645485640017645	0.881469115762378	0.7953673045654217	0.6208249896048618	0.971887172860643	0.9593931904242413	0.4249242103026155	0.7842772209977351	0.8071718083167255	0.7398577787921413	0.8682846296477884	0.8527754592054458	0.5827963793144095	0.7343726991040536
VatanenT_2016__G78875__bin.2	0.9287464479500802	0.42342164150464373	0.8224400990904898	0.23246411259270755	0.8511361077208428	0.8756763550084643	0.8554306193661684	0.8679261595350136	0.8349487129960533	0.9272530898300667	0.5474846552286934	0.6358690197143515	0.664686065842712	0.8584186008065231	0.8108799636971853	0.8666124598615197	1.0	0.8553951937569955	0.8668406176539306	0.8667031325516644	0.7383544635845823	0.7084721187803805	0.8698045602880609	0.8615516585511095	0.4024437766061086	0.7156407438365766	0.833924322464138	0.8115509416042571	0.8682112513421667	0.9543313289748587	0.5423513157661674	0.7873594678736116
BackhedF_2015__SID180_4M__bin.1	0.814246528979862	0.39897474828003865	0.8586103918737661	0.2823136830686491	0.9039413906868418	0.9261396714164984	0.8068613725779042	0.9528365331295461	0.8093380360837096	0.8138214476295395	0.5055272373993381	0.7087619682648624	0.6844716535462269	0.7368207083722822	0.7322745964845334	0.970629946290078	0.6837317220918586	1.0	0.9499331027803556	0.8577710163287198	0.7717677215268814	0.6087353711843386	0.9589946505821187	0.944462329398606	0.41471893897537526	0.7790514112464861	0.7856804554606773	0.7222590596094848	0.8500834824713778	0.8335140743727185	0.5681466756514684	0.7171601059972877
BackhedF_2015__SID195_4M__bin.8	0.8281881710989054	0.40706231486196137	0.8782202746873883	0.2739629388309683	0.9176432779424956	0.9383892473657768	0.8227136109045077	0.9971822066793091	0.8254778417438858	0.8346882155083045	0.5195658998191758	0.690505134879142	0.6969251745696187	0.7479136057516612	0.7402992583291355	0.9570354319203913	0.6967946583968004	0.9552997363234306	1.0	0.8677128752678971	0.7881678444762505	0.6212037591369796	0.9977202045137578	0.9887037404918121	0.41838094857120384	0.800763502660835	0.7935186685587556	0.7374282415301784	0.8626498647716848	0.8454542742521085	0.5815336226611332	0.7247725798064021
BackhedF_2015__SID507_B__bin.5	0.8510056074766355	0.4480949358835036	0.826278113453597	0.25766989784829386	0.8618004781569225	0.8791977396218214	0.8562482938491632	0.892381308411215	0.9331651380134754	0.8593578787220169	0.6040638122147359	0.6443580091284503	0.6459027168006954	0.7653094544664203	0.7653320582482069	0.8971708758965443	0.7146609867420125	0.8848754618561182	0.8901028472071288	1.0	0.7375613996957183	0.6343960008693763	0.8882938491632254	0.8851880895457509	0.39473992610302105	0.7165871767007173	0.8225783960008693	0.7566626385568355	0.9889116279069767	0.8656945881330146	0.532539534883721	0.7607671375787872
FengQ_2015__SID31868__bin.44	0.8560689981928645	0.440342726803886	0.9172596111514094	0.2775483335359897	0.9663629616895668	0.9804942578375591	0.8523096532899509	0.9771126922964037	0.8553415318303222	0.8565033815655412	0.5371846422836155	0.7030616480572245	0.7475234697000825	0.7801395393691378	0.7626598015086018	0.9760711784955073	0.7340747759948678	0.9599377775168868	0.9748292445670633	0.8892909404232303	1.0	0.6411980763022067	0.9745529331359879	0.9645298303137539	0.43976201158076134	0.8037136424052093	0.8113384123203871	0.7658941966213695	0.8862687055291637	0.8725822749780922	0.6193111920804699	0.7508207581583151
VatanenT_2016__G78847__bin.3	0.9354105669640586	0.4214953279996622	0.8181792009857408	0.255299843866806	0.8520136575760107	0.8710783170626615	0.8559577720647294	0.8812279343108211	0.842720037924916	0.9526451957134865	0.5316450412116781	0.6246282600121491	0.6497818261729902	0.859792967576692	0.8266907152090236	0.8718609023097541	0.8060508090232894	0.8664614959421683	0.8792414824880357	0.8753271167947305	0.7337641150836949	1.0	0.8800048749638936	0.8766231086723496	0.3886713708148962	0.7254752370067338	0.8496822156902823	0.8339014393618787	0.8781724451302662	0.959840085830073	0.53279852676288	0.7936657137455748
BackhedF_2015__SID521_4M__bin.19	0.8242977358186659	0.40710514814578935	0.8732590186649306	0.2723908572807247	0.9123825544176185	0.9339841511013256	0.8196334407246674	0.9974828576540841	0.8195579601509746	0.8289552915757278	0.5149611595163986	0.6900403719979202	0.6923159091146499	0.746806143983912	0.7369090907252908	0.958524772623196	0.6949776102378615	0.9586197972740056	0.9917274639100083	0.8607481135753496	0.7832117051499654	0.6180086539825607	1.0	0.9952164186422191	0.41604150892406144	0.8024585775079347	0.7899763146003353	0.7359783882943108	0.8597702357858117	0.8417216175352156	0.5777886281102461	0.7239880969831022
BackhedF_2015__SID526_4M__bin.2	0.8282271306162639	0.4088127873266112	0.8797956240764807	0.2719970474772775	0.923967062116641	0.9423604159277371	0.8315439256227207	1.0017929454426935	0.8285568244221285	0.8378563808589978	0.5199435651848818	0.6895842092073243	0.6989091003707087	0.7486918379727837	0.7392015863647132	0.9613498205342752	0.6994034698989213	0.9592066396155694	0.9984977191898913	0.8714697428045953	0.7875655792819454	0.6254890629300911	1.0111483067501297	1.0	0.4216667374213083	0.8028643304853449	0.7929461274158717	0.7386609980786691	0.8680379144453132	0.8472856921789645	0.580452820576728	0.7242684768899363
VatanenT_2016__G78558__bin.4	0.5752170475505153	0.3066615070051017	0.6223343019360033	0.12424091887903302	0.6540387717350296	0.66602475884054	0.5811987386457396	0.6664795482030976	0.5922735323893449	0.5726228644410155	0.4303975827810827	0.5467886757986936	0.5285066816361438	0.5333064586009818	0.5135266197094407	0.6693686716329306	0.5135949726668902	0.6621410191479776	0.6642352030647959	0.6109376572588957	0.564492091778108	0.43597184719292703	0.6645123823804375	0.6628853667082345	1.0	0.5679630226646566	0.5375685615147016	0.5070250155677897	0.6013800838857634	0.5855932417762512	0.43948368221149264	0.4982177100898116
BackhedF_2015__SID582_4M__bin.4	0.8178921161003789	0.41296247615219506	0.8843746169804212	0.21974604434917933	0.9197162075108772	0.9356646785070357	0.812555325050275	0.9771981351769721	0.8168566994019014	0.822793115985241	0.5562011720966549	0.7341657384782553	0.7320614779180573	0.7622916012395287	0.7256987618331127	0.9472932045053213	0.7002796739324664	0.9537260763649734	0.9747992203630025	0.8503853821777095	0.7910472152490592	0.6239638095245956	0.9827656149215555	0.9677700244183364	0.43549279685900216	1.0	0.7726205946816145	0.7340592667731108	0.8539237093091347	0.8385459761742736	0.6064401350457396	0.7186551220524773
BackhedF_2015__SID599_4M__bin.1	0.8974192277681101	0.4213565901417655	0.8137495792916403	0.27679289678269414	0.855727595298933	0.8706938707131138	0.8770305309754548	0.8884421037380033	0.8511677203870367	0.9101178285260643	0.5120964029623906	0.6209127145235317	0.6257593502904586	0.8069046731454497	0.8461324261628531	0.891399891030875	0.7460962792024426	0.8794178150935821	0.8832015491123242	0.8925156171470917	0.7301210583588525	0.6681671302633824	0.8845719641458375	0.873907478874026	0.37686564348381235	0.7064119727184779	1.0	0.8135699764403319	0.8797136315545608	0.9105970210074966	0.5238762370335043	0.8594611461680448
VatanenT_2016__G78701__bin.8	0.9242647507536584	0.4315592694903601	0.8256776823527976	0.2745973368700697	0.8670277989105007	0.8819508464164101	0.8769842270780022	0.8872046899727828	0.854282936196354	0.9588492316955586	0.5271032257802044	0.615200914560966	0.6412793275861368	0.8463248725595095	0.8448582389819407	0.8809777014739566	0.7828780192106622	0.8716705790456507	0.8849780920337997	0.8852193441035635	0.7431418098380397	0.7070553008327876	0.8885753109222501	0.8777624989320629	0.3832588150577093	0.7236573488309649	0.8772128673194982	1.0	0.883974434603602	0.9470030634537695	0.534052749988812	0.8130837547446919
AsnicarF_2017__MV_FEI4_t2Q15__bin.2	0.8415511467823452	0.44542349472313175	0.8196027136997132	0.25461596623466576	0.8518399706388398	0.873683542435017	0.8490121652889825	0.8799655613459222	0.9174510566844241	0.8505643882792677	0.5950743480318503	0.6297516995117051	0.6371861577582865	0.7643546132757149	0.7592184798700824	0.876605171041176	0.7101154577954019	0.8698536909103202	0.8777534711155448	0.9809149009267806	0.729110872873627	0.6313115111477205	0.8801097456147976	0.8745724488007871	0.3854224875028802	0.7137500741617651	0.8042232883119679	0.7494884562900905	1.0	0.8649207262471938	0.5260780361136752	0.7525708262103544
BackhedF_2015__SID281_4M__bin.23	0.9543925941649867	0.41688307619410714	0.8187324227763855	0.25852938681209664	0.8559041693904873	0.8775264646234228	0.8523261515996704	0.8790922874425445	0.8372304649698189	0.9484563373756767	0.5194937548381918	0.6290696696106811	0.6390282041723123	0.8646922091514035	0.8144246498812432	0.8786438031189022	0.796597574030716	0.8704299218602314	0.8779390420388928	0.8763443528818285	0.7326065352685044	0.7042048749612329	0.8793446918852852	0.8712107210987232	0.38301898947399554	0.7153032778430791	0.8495673041550981	0.8194319034287225	0.8826988195427923	1.0	0.5264104110320104	0.792010290497448
BackhedF_2015__SID587_B__bin.8	0.8096550241949089	0.4485832434596353	0.9442595622923555	0.21055222074799043	0.9219153927058377	0.9434271750223686	0.8103331831881156	0.9561913744634721	0.8239782098272921	0.8154260570065572	0.5662399313155226	0.7413502713471144	0.7583081436427606	0.7773550574347217	0.7322992429451699	0.9497327173853128	0.7160228703274261	0.9383994445554913	0.9551145604299238	0.8526451819810148	0.8223936117200128	0.6182577327107039	0.9546980884045392	0.9439884100512295	0.454646029401366	0.8181965981807745	0.7730483580813111	0.7308900307844095	0.8491664156513306	0.8325893814109827	1.0	0.7106844561838579
VatanenT_2016__G80565__bin.2	0.8887300854352723	0.42349480068799894	0.8032129469623799	0.2658833587737004	0.8419610792630426	0.854882231600767	0.8878791606090364	0.8638653361052242	0.8560315850390477	0.90201822430943	0.5237361649100379	0.6074361151047222	0.6225987082880481	0.8102268259092494	0.8297396210359909	0.8668133268539374	0.7529111912745926	0.8579616922515431	0.8621977654149469	0.8822521681443588	0.7221569129576494	0.667065781328451	0.8664689241043614	0.8531469095499172	0.37331402957266235	0.7022872133421786	0.9186048059104996	0.8059863166448559	0.8798619162746429	0.9073225912475728	0.5147558833789377	1.0
