	BackhedF_2015__SID42_4M__bin.12	BackhedF_2015__SID179_4M__bin.24	BackhedF_2015__SID585_4M__bin.5	BackhedF_2015__SID263_4M__bin.13	KarlssonFH_2013__S312__bin.63	VatanenT_2016__G80150__bin.1	CM_periimplantitis__SP_283SPI_T016__bin.13	BackhedF_2015__SID590_4M__bin.26	BackhedF_2015__SID507_4M__bin.7	VatanenT_2016__G80312__bin.6	BackhedF_2015__SID397_4M__bin.5	BackhedF_2015__SID263_4M__bin.3	FengQ_2015__SID31446__bin.13	BackhedF_2015__SID201_4M__bin.12	BackhedF_2015__SID367_4M__bin.16	BackhedF_2015__SID103_B__bin.10	VatanenT_2016__G78875__bin.2	BackhedF_2015__SID180_4M__bin.1	BackhedF_2015__SID195_4M__bin.8	BackhedF_2015__SID507_B__bin.5	FengQ_2015__SID31868__bin.44	VatanenT_2016__G78847__bin.3	BackhedF_2015__SID521_4M__bin.19	BackhedF_2015__SID526_4M__bin.2	VatanenT_2016__G78558__bin.4	BackhedF_2015__SID582_4M__bin.4	BackhedF_2015__SID599_4M__bin.1	VatanenT_2016__G78701__bin.8	AsnicarF_2017__MV_FEI4_t2Q15__bin.2	BackhedF_2015__SID281_4M__bin.23	BackhedF_2015__SID587_B__bin.8	VatanenT_2016__G80565__bin.2
BackhedF_2015__SID397_4M__bin.5	0.8739468835673074	0.4584087431083036	0.872468386125999	0.008606613699306579	0.9020033960602906	0.9062374074410523	0.893623302843327	0.9127680686479348	0.9449421295487526	0.8860846546057611	1.0	0.9101150421246573	0.782336526748051	0.8113328954325552	0.775728417664172	0.9139076588380256	0.7738417175027543	0.8942766601214476	0.913661339650285	1.0121488350208818	0.7635667717162683	0.660544790494758	0.9109221305270415	0.9051455670698615	0.47851374612469455	0.8033767274370459	0.8099056416993345	0.7713523214564394	1.0048093384670211	0.8800670127946222	0.6063120602066985	0.7746697692402654
BackhedF_2015__SID263_4M__bin.3	0.8420492325288824	0.4032536848998653	0.9065984638722615	0.004100892968495487	0.9340765332469655	0.9535496102302294	0.830140140714498	0.9781668230740669	0.8448536591033138	0.8502889545710398	0.7411415637926432	1.0	0.7993782272363216	0.7912584781267531	0.7292054425033277	1.0144896953683336	0.7313848717451414	0.9972610132069808	0.9688060891242403	0.9004428566076871	0.7979873947806558	0.6325338141102395	0.9741346892961856	0.9580469354977146	0.4855257161743904	0.8466973538144043	0.7997760821392549	0.7309320094897167	0.8866587727954499	0.8678894105630239	0.6344590714474379	0.731373016712277
FengQ_2015__SID31446__bin.13	0.8601825455539273	0.4446798384702739	0.9203033630036612	0.1777288769725899	0.9664062463186961	0.9717035543136636	0.8562098001611528	0.9737052412343736	0.8607776798714547	0.8568765579278206	0.6330636459162854	0.7943304385522639	1.0	0.7936448325095066	0.7578642075949128	0.9691076754892306	0.7596934327894035	0.9596354743404282	0.9717959108665024	0.8958628033983442	0.8419892470584909	0.6539103104782279	0.9712224520664778	0.964951159404583	0.46540870130665674	0.8390696490922199	0.8018607960569406	0.7577464058693532	0.8908741359243431	0.8765777185104208	0.6459308927957177	0.7461914702126556
BackhedF_2015__SID201_4M__bin.12	0.9532787177344954	0.4370654872442616	0.8533262325135714	0.24208265195820283	0.8742513452621826	0.8962997865794506	0.8667155013007171	0.8959509489097338	0.8574794201613126	0.9443724683531773	0.5516818252010469	0.6606981504872245	0.6669019968085906	1.0	0.8160184198960219	0.8934279141407943	0.8095853147656136	0.8857594247544079	0.8938888074978322	0.8925492866843792	0.7543149358748461	0.7121245837507375	0.8981211864440335	0.8861296440747091	0.4026537004113988	0.7488131204143289	0.8591895562515591	0.8300756672856786	0.8987107656610691	0.9750373188993994	0.5659841696594379	0.8071767114229489
BackhedF_2015__SID367_4M__bin.16	0.9532570622631074	0.4451684807745291	0.861943711335151	0.2979899161284183	0.9038745155141441	0.9302660345235261	0.9343659058259645	0.9359820014569379	0.8949213706518861	0.9549325823412983	0.553580696944877	0.6390226631543909	0.6683575623011306	0.8564097577435664	1.0	0.9329613279826398	0.8032427463735504	0.9242384009089032	0.9291731233614124	0.9357929236703364	0.7739298716722829	0.7187357802076697	0.930443061198454	0.9186088695350806	0.40748423901593117	0.7484081104812674	0.9388750993697269	0.869829293925367	0.935716877000121	0.9654635917216343	0.5598389639035961	0.8612376824133141
BackhedF_2015__SID103_B__bin.10	0.8594256143723165	0.41709223810316143	0.8873334428937059	0.2834461224340579	0.925470702451681	0.950894631052029	0.8408800727335096	0.9811049357175584	0.8493690655035501	0.8579605575825743	0.5362213766408858	0.7309447805472712	0.7026840127386141	0.7709242943520489	0.7670686120124407	1.0	0.7181060587683205	0.9839055585033598	0.9671476048132309	0.9022593922679305	0.7977425552189402	0.6356142732337746	0.9745497632436795	0.9619703647164579	0.4281734383974028	0.786813053901995	0.8270457409999628	0.7542828482097983	0.8881882871306309	0.873082280636958	0.5872574909057489	0.75175863189389
VatanenT_2016__G78875__bin.2	0.933073433070481	0.4326141653515612	0.841981961617196	0.23783193584928258	0.8696050803697422	0.8942444350163591	0.8732766917204448	0.8876050854305435	0.8528019548188528	0.9316424914999625	0.5604441021843262	0.6504609968260341	0.6799308863234375	0.8622896920755443	0.8151841752116891	0.8863942887170279	1.0	0.8752512476983897	0.8865962990360017	0.8867666793467855	0.7551719280725179	0.710476196099303	0.8896332015556904	0.8811753373656673	0.41300187333995175	0.7321916727888305	0.84551735306596	0.8174796703394026	0.888123395831418	0.9568950465720241	0.5552643720431214	0.7980221545012032
BackhedF_2015__SID180_4M__bin.1	0.8355488015975777	0.4067580181433215	0.8651804438307752	0.28239256414396674	0.9059730840241889	0.9280055122365111	0.8261343115485602	0.9558178332582166	0.8260311593731449	0.8341222002696115	0.5176914408302604	0.7089295062752592	0.6865175050252975	0.7540936412751631	0.7497420352868086	0.9707573695655911	0.699602998964096	1.0	0.9529140658104137	0.8780872755049653	0.7741179730530111	0.6233485960348438	0.9620986546057277	0.947331712787937	0.41790586925765155	0.7819160752552426	0.8052537492950426	0.7365024872821121	0.8696982394350766	0.8536085226619599	0.57258390468739	0.7342432523813489
BackhedF_2015__SID195_4M__bin.8	0.8501626875619104	0.4149454917001884	0.8849016857265479	0.27451212376594414	0.9198661209169625	0.9401439271333292	0.8421611986605312	0.9974459510493161	0.8424320620945099	0.8553823174655047	0.5319012036642161	0.6925923766350964	0.6991446275136228	0.7653139541111916	0.7580033534181339	0.9596142280934536	0.7126749170968051	0.9582975402616968	1.0	0.8877669394737181	0.790623921546559	0.6359863259731252	0.9982127759400046	0.989041048522862	0.4212973917783625	0.8018757716556841	0.8133215315072821	0.751860279216469	0.8823439077423549	0.8658015760929628	0.5860810095239516	0.7422468308300219
BackhedF_2015__SID507_B__bin.5	0.8734299500108672	0.4497888285155401	0.8464302542925451	0.263019691371441	0.8810620299934797	0.898869289284938	0.8756541621386655	0.9129058900239079	0.9363108889371876	0.880331753966529	0.6044414692458161	0.6603301890893284	0.661146359487068	0.783885242338622	0.7831021082373397	0.9183314931536622	0.7312048685068463	0.9058336883286242	0.91067437513584	1.0	0.7543424472940665	0.6493718756792002	0.9086814170832428	0.9054393392740708	0.40569128450336883	0.7333035427081069	0.8432525103238426	0.7735560095631384	0.9892576396435557	0.8863488806781135	0.5457735274940231	0.778955183655727
FengQ_2015__SID31868__bin.44	0.8791345037086109	0.4492425544761194	0.9239120499457021	0.2781101807554749	0.9677080407045732	0.9827567411184114	0.8723625675579353	0.9800158491230572	0.8730954846770846	0.8776737009379494	0.5497972737831186	0.7055807361875731	0.749218235715873	0.7987643554061024	0.7808829387125313	0.9789860754133141	0.7507947622421897	0.9628610602140889	0.9778669931530112	0.9095241489482137	1.0	0.6568618736346903	0.9776124847483637	0.9675126520446626	0.4424827777055669	0.8067769676183129	0.8319334672262777	0.781243946515499	0.906341326378727	0.8938498693914859	0.6239950691617155	0.769644736455918
VatanenT_2016__G78847__bin.3	0.9379521696948061	0.43058646391423133	0.8387029909055054	0.2610629532492882	0.8721305607456008	0.8918861599966988	0.8742475234127818	0.9021274227275039	0.8611398202980829	0.9545227285595154	0.544279642515443	0.6400275800122642	0.6658620097326543	0.8629511380833523	0.829884872161749	0.8926303597013221	0.8083309102459649	0.8872616617677118	0.9001644820494809	0.8959905341252271	0.751689203778289	1.0	0.901016641092299	0.8974837317272822	0.39898460643783124	0.7432976443752225	0.861329348914025	0.8385024264461033	0.8988272257137072	0.9611543108403651	0.5462579374104537	0.8044299794925239
BackhedF_2015__SID521_4M__bin.19	0.8460927514724609	0.41502117331182137	0.8798672754983655	0.27295662461657383	0.9146537109653392	0.9357458137766199	0.8390616012462382	0.9978498145502959	0.8363244195493338	0.8493737976601696	0.5271212821184162	0.6922188626627592	0.6945351727679568	0.764318984948028	0.7544802269539107	0.9611507552606422	0.7108207804758713	0.9617225879997344	0.9922170767384709	0.8805034689052048	0.7856705522313776	0.6327647691726555	1.0	0.9956693020843759	0.41920832335069047	0.8035803401410745	0.8096548414891104	0.750375633792518	0.8793234110075612	0.8619477155501102	0.5823198212997418	0.7414685891299213
BackhedF_2015__SID526_4M__bin.2	0.8501488586363344	0.41677336923104313	0.8864336647845932	0.27257050243555736	0.9261509840144723	0.9440595544100912	0.8512180525675034	1.0020500586807044	0.8454523481183145	0.8584494051817048	0.5321634623943644	0.6916852797022279	0.7010971306025694	0.7661861513537646	0.7568085365703353	0.9639322508329647	0.7153338774593515	0.9621208178871385	0.998838368553168	0.891407145488433	0.7900011366390814	0.6403735571188527	1.01160844016143	1.0	0.42474798794340907	0.8039862480365587	0.8127058446529348	0.7531709491484109	0.887642542072764	0.8677099324452942	0.584959663007054	0.7417929180538
VatanenT_2016__G78558__bin.4	0.5919333822388877	0.31384502608445736	0.6283111491208572	0.12524091726439623	0.6582814990072675	0.6705129109048801	0.5971771843210156	0.671357365946126	0.6068284066279764	0.5889075528941558	0.44227269816033665	0.5510653104435246	0.5315895614807942	0.5473155856045442	0.5277585665900432	0.6744870702576906	0.5270691166806513	0.6672292778859883	0.6688654431666687	0.6278870378573124	0.5679845511551919	0.44754018158205344	0.6695705012316988	0.6677292770786699	1.0	0.5719899268192785	0.5532649839639656	0.5188414658103351	0.6169414150569187	0.6014182969564634	0.4434718350831511	0.5125955124937904
BackhedF_2015__SID582_4M__bin.4	0.8397023084138646	0.4211009586992954	0.8913596560551242	0.22032833727925177	0.9228133786237005	0.9382534265937432	0.8321159930818153	0.9785174764225012	0.8341727953238287	0.8431387033314501	0.5693454755096508	0.7368514666064703	0.7348536777514166	0.7804417255184202	0.7432311026135502	0.9503561230928462	0.7164753408642118	0.9572330397382942	0.9761532268148577	0.8702229591788307	0.7940622628373719	0.6392924336171616	0.9841394300627399	0.9691223801460809	0.4385804763081885	1.0	0.7920095874056353	0.7488200417715736	0.8738318547659912	0.8590327004319532	0.6111054940637898	0.7365200837412341
BackhedF_2015__SID599_4M__bin.1	0.911442965529836	0.4308472424925254	0.8345593617608927	0.28342235497069757	0.8765736001919788	0.892274888955632	0.8960808846723305	0.9105868334508047	0.8690427318952025	0.9233959880647113	0.5247867027482255	0.6363732750957253	0.6420866078152898	0.8187433686552275	0.8524815378833729	0.9133476613143005	0.7564683438655061	0.901326344417898	0.9052425166736344	0.914947485031838	0.7486544878828446	0.6773261210462848	0.9066068946365156	0.8956847019120912	0.38786971397868614	0.724139453313069	1.0	0.8253124561369087	0.9013482287989399	0.923108472575852	0.5375543525015357	0.859827143575123
VatanenT_2016__G78701__bin.8	0.9317569904109422	0.4407211524770038	0.8416312382781193	0.2802148892803528	0.8836176419135805	0.8988543577934996	0.8964186476051765	0.9044926586954487	0.8716384392252269	0.962581926029593	0.5389038287069622	0.6270910207851067	0.6542272000520747	0.8528773275942734	0.8515717999519937	0.8981541979080638	0.7885972799134259	0.8888605009743654	0.9022977937437195	0.9049828926652048	0.7580355653557146	0.7109564240991697	0.9059576649403379	0.8950049023396975	0.39219083730334703	0.7382089576527353	0.8898739224006411	1.0	0.903578504562634	0.9529407935687813	0.5445319587796632	0.8245572638028323
AsnicarF_2017__MV_FEI4_t2Q15__bin.2	0.8635671877996652	0.44707643973856426	0.8395449848020122	0.25976555223954734	0.8706684355109987	0.893070117706794	0.8680869162089333	0.8999223198627972	0.9206320789991818	0.8712589701241916	0.5952061145168034	0.6449638297549419	0.6521482076308662	0.782914026162891	0.7767065139555195	0.8966995599965231	0.726401726347916	0.8899246240515918	0.8977923249816838	0.9812581146768548	0.745624110921165	0.6461600762727884	0.9001254886053035	0.8943246588213868	0.3953956926846835	0.7303902495560642	0.824001368715739	0.7661100050085062	1.0	0.8853103825091374	0.5389828731164636	0.7703758587242521
BackhedF_2015__SID281_4M__bin.23	0.9565716506511296	0.42598195713067194	0.8389620932178539	0.26456456361313613	0.8762443767845646	0.8984992672526533	0.8705059600187138	0.9001094456642232	0.8553947841343567	0.9515640450751387	0.5320294901324648	0.6442871581055093	0.6548723034175984	0.8668652811528511	0.8178706569802502	0.8995666176995007	0.7987375553520831	0.8914143414303412	0.8990681453272263	0.8972527342934559	0.7504624774569741	0.7051690810542127	0.9004748512591532	0.8922116860088732	0.39336968379743015	0.7327790292391362	0.8612402175677012	0.8245697595539658	0.9035075768856671	1.0	0.5394558836109254	0.8027137173893988
BackhedF_2015__SID587_B__bin.8	0.8316946346933446	0.45837701742556813	0.9466008254831882	0.21438899712088658	0.9282805106125201	0.9498941838122669	0.8309819552916167	0.963759695641353	0.8425941752935209	0.8361956505398825	0.5797257186508756	0.7449465184219274	0.76323565356877	0.7958680184561694	0.7500984110033245	0.9570026040637202	0.7330709411098534	0.9457283499968542	0.9625832178477194	0.8738340314436379	0.8286134098424366	0.6338759904434147	0.9621851195881604	0.9513178722733749	0.4587717750004315	0.8244910049280667	0.7932322182313413	0.7452315901826185	0.8699966982899592	0.853222563652571	1.0	0.7291055483761767
VatanenT_2016__G80565__bin.2	0.9022666459648621	0.4328884461749719	0.8237222516842061	0.27210277236147773	0.8621259812352928	0.8756702041211378	0.9059611115255953	0.8846033016689822	0.8736126598256613	0.9148026640802853	0.5364972143302194	0.6219921722981624	0.6386271477282122	0.8221099306153477	0.8358005448338579	0.8873347300330087	0.7631073677588213	0.878398809511807	0.8829853346534094	0.9033446185053969	0.7402622542248821	0.676113007656307	0.8873895763725196	0.8737897005833473	0.38408730246748035	0.7197452871468006	0.9189959893614232	0.8173596730190289	0.9006785218104938	0.9195843776654413	0.5280984653106985	1.0
