	BritoIL_2016__M2.41.ST__bin.43	KarlssonFH_2013__S127__bin.13	QinJ_2012__DOM018__bin.3	QinJ_2012__CON-006__bin.16	CosteaPI_2017__SID713A087-11-90-0__bin.22	CM_madagascar__A20_03_1FE__bin.11	YuJ_2015__SZAXPI015274-111__bin.12	CosteaPI_2017__SID713A077-11-90-0__bin.30	CM_madagascar__V50_01_1FE__bin.1	CosteaPI_2017__SID713A066-11-0-0__bin.3	CM_madagascar__A24_04_1FE__bin.4	QinJ_2012__T2D-009__bin.21	CosteaPI_2017__SID713A005-11-0-0__bin.38	CosteaPI_2017__SID713A066-11-90-0__bin.13	CosteaPI_2017__SID713B066-11-0-0__bin.40	ZeeviD_2015__PNP_Main_431__bin.4	VogtmannE_2016__MMRS35808664ST-27-0-0__bin.15	CosteaPI_2017__SID713A087-11-0-0__bin.37	ZeeviD_2015__PNP_Main_78__bin.40	CM_madagascar__A55_02_1FE__bin.64	XieH_2016__YSZC12003_35524__bin.69	CosteaPI_2017__SID713B066-11-90-0__bin.52	CM_madagascar__A69_02_1FE__bin.19	CosteaPI_2017__SID713A005-11-90-0__bin.41	BritoIL_2016__WL.35.ST__bin.44	CosteaPI_2017__SID713B042-11-90-0__bin.5	YuJ_2015__SZAXPI015247-35__bin.42	CM_madagascar__V50_01_2FE__bin.17
CM_madagascar__A24_04_1FE__bin.4	0.9728714618508191	0.9848581452581837	0.9722530240567855	0.9730827253556078	0.9839716340923966	0.9884863815917859	0.9836027498078141	0.9839335944570051	0.9992740938749443	0.983915457639262	1.0	0.9837822968325056	0.9833154683506902	0.9834050929471362	0.9831028501753148	0.984506990631229	0.9845731160836284	0.9830538556300329	0.9850848014095035	0.9986966268703404	0.984055216088278	0.9825274556894107	0.9852288681750809	0.9828668232593852	0.9716873192246196	0.984395461469707	0.9841781325314198	0.9994766557776531
QinJ_2012__T2D-009__bin.21	0.9728266390237514	0.995354430470355	0.973084254010477	0.9737163342032719	0.9983770129017927	0.9938151939168821	0.9944525308668988	0.982202363452282	0.985106683803714	0.9950794155103871	0.9837822968325056	1.0	0.9984141520455591	0.9950909833497893	0.9985209278198757	0.9952897451163877	0.9952638229650438	0.9985428810410375	0.9954502953177511	0.9839377411380705	0.9959090082311152	0.9984385411901345	0.9936016301363855	0.9984243427596337	0.9722313010535155	0.9953215310271118	0.9950670417925278	0.9838301314919897
CosteaPI_2017__SID713A005-11-0-0__bin.38	0.9723580873931932	0.9953608300177055	0.9727570747024451	0.9735412168619262	0.9991580265172553	0.9939475070556325	0.9943094775742098	0.9816149051401302	0.9850221639508022	0.9952133730991568	0.9833154683506902	0.9984141520455591	1.0	0.9951794361225506	0.9987305598664685	0.9956659996344092	0.9948611420114336	0.9991881283850056	0.9952201403100837	0.9840734603747763	0.9960915364645863	0.9986590803033796	0.9937851604618372	0.999747457866316	0.9719935297147126	0.995480013537397	0.9951850121885188	0.9832867598795627
CosteaPI_2017__SID713A066-11-90-0__bin.13	0.972045144093346	0.9987518955354098	0.9725477073314659	0.9730682782893275	0.9959647600152595	0.9952785850622009	0.9989728160526863	0.9819641511480957	0.9855284752738762	0.9997615480566167	0.9834050929471362	0.9950909833497893	0.9951794361225506	1.0	0.995436457332129	0.9973683235310787	0.9985763355328573	0.9954817533896915	0.9989373228499955	0.9844240309941623	0.9971940237259381	0.9954857493656053	0.9955451393984686	0.9953079786270063	0.9715878282999328	0.9991023918995712	0.9990666371169684	0.9834035612939529
CosteaPI_2017__SID713B066-11-0-0__bin.40	0.9719192746387465	0.9953588176714512	0.9729973519983895	0.9735008259075131	0.9990355174172172	0.9937865051686708	0.994457729305444	0.9821530543261541	0.9849000623806483	0.9951647503136841	0.9831028501753148	0.9985209278198757	0.9987305598664685	0.995436457332129	1.0	0.9955734357514247	0.9947794246115101	0.9990442490138077	0.9954268058210554	0.983833720071931	0.9960913684916288	0.9997303047705647	0.993435120675947	0.9987643387644956	0.9713604750636725	0.9957084765570742	0.9952215811053192	0.983037286890175
ZeeviD_2015__PNP_Main_431__bin.4	0.9725724907239921	0.9972250157416808	0.9731426926375404	0.9735613600736902	0.9959217296187762	0.9952094760113033	0.997140564240865	0.9819065356496697	0.9857659690909883	0.9974085047974427	0.984506990631229	0.9952897451163877	0.9956659996344092	0.9973683235310787	0.9955734357514247	1.0	0.9967452246951479	0.9959292450362046	0.9975918011856925	0.9848817576240331	0.997624013238151	0.995814738806065	0.9957302642896663	0.9958683753904615	0.9722241338728622	0.9974908693809146	0.9973449651097902	0.9845795663970371
VogtmannE_2016__MMRS35808664ST-27-0-0__bin.15	0.9726932908960811	0.9983915344136035	0.9729498583469445	0.9733234178989845	0.9954687125242528	0.9948409029018425	0.9986194599018873	0.9825152361579776	0.9859620869766124	0.9986989470594418	0.9845731160836284	0.9952638229650438	0.9948611420114336	0.9985763355328573	0.9947794246115101	0.9967452246951479	1.0	0.9951038953707476	0.9987165622334587	0.9849777697282707	0.99667094903138	0.9949796858030536	0.9955243306081705	0.9950977822968096	0.9723044492804233	0.9986776554358612	0.9985196361866031	0.9846922069867635
CosteaPI_2017__SID713A087-11-0-0__bin.37	0.9720740315167433	0.9954616445656135	0.9730875102723204	0.9736373037608286	0.9996839808855644	0.9938169012062509	0.9948624337349092	0.9821986772399723	0.9849825979858509	0.9954032571501886	0.9830538556300329	0.9985428810410375	0.9991881283850056	0.9954817533896915	0.9990442490138077	0.9959292450362046	0.9951038953707476	1.0	0.9957202275180834	0.9841120819389853	0.9964267990541776	0.998946480077508	0.9938172005982834	0.9990871631132996	0.9718727405358141	0.9957341889427034	0.9955717031353677	0.9834465800716528
ZeeviD_2015__PNP_Main_78__bin.40	0.9732214768622122	0.9988104317238343	0.973647508664812	0.9738219860267091	0.995781473577431	0.995027734697105	0.9986372134101212	0.9825511398688843	0.9862985596833983	0.9991233190511764	0.9850848014095035	0.9954502953177511	0.9952201403100837	0.9989373228499955	0.9954268058210554	0.9975918011856925	0.9987165622334587	0.9957202275180834	1.0	0.9850018211040634	0.9971881730248937	0.9958721645125215	0.995784535688926	0.9956268092674284	0.9729690121808713	0.9990657282425903	0.998957455179003	0.9851797135568748
CM_madagascar__A55_02_1FE__bin.64	0.9747124282710464	0.9852285118741434	0.9734725308333749	0.9737714248494135	0.9847518831530638	0.9885298261515647	0.9843944441578494	0.9842507714271461	0.9987496905960231	0.9847316429513926	0.9986966268703404	0.9839377411380705	0.9840734603747763	0.9844240309941623	0.983833720071931	0.9848817576240331	0.9849777697282707	0.9841120819389853	0.9850018211040634	1.0	0.9849037517311726	0.9835682848830051	0.9862623133608577	0.9839372499065395	0.9736512013996977	0.9848212922543879	0.9849840309131357	0.998830930356377
XieH_2016__YSZC12003_35524__bin.69	0.9720265378624021	0.9970201550937119	0.9725649340467036	0.9732382840332696	0.9964505299795245	0.9951582037355701	0.996786202094325	0.98217571132115	0.98604808290817	0.9971255305111156	0.984055216088278	0.9959090082311152	0.9960915364645863	0.9971940237259381	0.9960913684916288	0.997624013238151	0.99667094903138	0.9964267990541776	0.9971881730248937	0.9849037517311726	1.0	0.9962651202954206	0.9958503999180045	0.9962344820289901	0.971411781124209	0.9971196045227408	0.99716270316314	0.9843252850324804
CosteaPI_2017__SID713B066-11-90-0__bin.52	0.9715180287077703	0.995583333417278	0.9729365975772845	0.9734529843895636	0.9988553271976565	0.9937705876553954	0.994800123788383	0.9820546637827261	0.9849317774464226	0.995411960179277	0.9825274556894107	0.9984385411901345	0.9986590803033796	0.9954857493656053	0.9997303047705647	0.995814738806065	0.9949796858030536	0.998946480077508	0.9958721645125215	0.9835682848830051	0.9962651202954206	1.0	0.9936663050823178	0.9986960236076742	0.9714479963955894	0.9956881284621966	0.9955523402507905	0.9827713480419992
CM_madagascar__A69_02_1FE__bin.19	0.9728307019795364	0.9956229211804868	0.9728787468480947	0.97332652730305	0.993957885920956	0.9957934193144489	0.9950485336338822	0.9825467693520512	0.9869926533383407	0.9956597278707939	0.9852288681750809	0.9936016301363855	0.9937851604618372	0.9955451393984686	0.993435120675947	0.9957302642896663	0.9955243306081705	0.9938172005982834	0.995784535688926	0.9862623133608577	0.9958503999180045	0.9936663050823178	1.0	0.9937440910544729	0.9720290851013551	0.9958080200329062	0.9954835334141855	0.9853337409898448
CosteaPI_2017__SID713A005-11-90-0__bin.41	0.9717049185154651	0.9953324480712094	0.9727774878390657	0.973448193056951	0.9991109531583093	0.9938385862836648	0.9948489114020261	0.9818577895454486	0.9849915944652787	0.9952511926334086	0.9828668232593852	0.9984243427596337	0.999747457866316	0.9953079786270063	0.9987643387644956	0.9958683753904615	0.9950977822968096	0.9990871631132996	0.9956268092674284	0.9839372499065395	0.9962344820289901	0.9986960236076742	0.9937440910544729	1.0	0.9713987294305659	0.9954736423998346	0.9954194596982299	0.9830440902920919
BritoIL_2016__WL.35.ST__bin.44	0.998567141789269	0.9722793345398192	0.9951462472540323	0.9950409754833623	0.9721698922763671	0.973839310778281	0.971830051023942	0.9740129930042278	0.9741028063777192	0.9713831704642112	0.9716873192246196	0.9722313010535155	0.9719935297147126	0.9715878282999328	0.9713604750636725	0.9722241338728622	0.9723044492804233	0.9718727405358141	0.9729690121808713	0.9736512013996977	0.971411781124209	0.9714479963955894	0.9720290851013551	0.9713987294305659	1.0	0.9717822672355977	0.9716018049119202	0.9720178567112095
CosteaPI_2017__SID713B042-11-90-0__bin.5	0.9722631639381601	0.998788118361523	0.9730943285928823	0.9732343405097317	0.995892748626636	0.9953555183445749	0.9989633665966386	0.9827314928647635	0.9861035363372722	0.9991985718773878	0.984395461469707	0.9953215310271118	0.995480013537397	0.9991023918995712	0.9957084765570742	0.9974908693809146	0.9986776554358612	0.9957341889427034	0.9990657282425903	0.9848212922543879	0.9971196045227408	0.9956881284621966	0.9958080200329062	0.9954736423998346	0.9717822672355977	1.0	0.9991003410225653	0.984200061101886
YuJ_2015__SZAXPI015247-35__bin.42	0.9720258746110975	0.9988671330277406	0.9728158476459323	0.9732082788495594	0.9956234050775149	0.9951266741239279	0.9991933365369213	0.9821484930341745	0.9860072487644151	0.9991072945173162	0.9841781325314198	0.9950670417925278	0.9951850121885188	0.9990666371169684	0.9952215811053192	0.9973449651097902	0.9985196361866031	0.9955717031353677	0.998957455179003	0.9849840309131357	0.99716270316314	0.9955523402507905	0.9954835334141855	0.9954194596982299	0.9716018049119202	0.9991003410225653	1.0	0.9842138174628807
CM_madagascar__V50_01_2FE__bin.17	0.9729717155096599	0.984807349155066	0.9725585996220102	0.9734250710387105	0.9839652786514027	0.988726352416392	0.9835893521610534	0.9842279024840332	0.9995330636166762	0.9838373543618282	0.9994766557776531	0.9838301314919897	0.9832867598795627	0.9834035612939529	0.983037286890175	0.9845795663970371	0.9846922069867635	0.9834465800716528	0.9851797135568748	0.998830930356377	0.9843252850324804	0.9827713480419992	0.9853337409898448	0.9830440902920919	0.9720178567112095	0.984200061101886	0.9842138174628807	1.0
