	BritoIL_2016__M2.41.ST__bin.43	KarlssonFH_2013__S127__bin.13	QinJ_2012__DOM018__bin.3	QinJ_2012__CON-006__bin.16	CosteaPI_2017__SID713A087-11-90-0__bin.22	CM_madagascar__A20_03_1FE__bin.11	YuJ_2015__SZAXPI015274-111__bin.12	CosteaPI_2017__SID713A077-11-90-0__bin.30	CM_madagascar__V50_01_1FE__bin.1	CosteaPI_2017__SID713A066-11-0-0__bin.3	CM_madagascar__A24_04_1FE__bin.4	QinJ_2012__T2D-009__bin.21	CosteaPI_2017__SID713A005-11-0-0__bin.38	CosteaPI_2017__SID713A066-11-90-0__bin.13	CosteaPI_2017__SID713B066-11-0-0__bin.40	ZeeviD_2015__PNP_Main_431__bin.4	VogtmannE_2016__MMRS35808664ST-27-0-0__bin.15	CosteaPI_2017__SID713A087-11-0-0__bin.37	ZeeviD_2015__PNP_Main_78__bin.40	CM_madagascar__A55_02_1FE__bin.64	XieH_2016__YSZC12003_35524__bin.69	CosteaPI_2017__SID713B066-11-90-0__bin.52	CM_madagascar__A69_02_1FE__bin.19	CosteaPI_2017__SID713A005-11-90-0__bin.41	BritoIL_2016__WL.35.ST__bin.44	CosteaPI_2017__SID713B042-11-90-0__bin.5	YuJ_2015__SZAXPI015247-35__bin.42	CM_madagascar__V50_01_2FE__bin.17
CM_madagascar__A24_04_1FE__bin.4	0.7974043505055386	0.8274553247633998	0.7661619442101207	0.7511791897153406	0.7036965345450614	0.762279049182721	0.648422218752281	0.4619915163016915	0.725508194964294	0.8640330736729092	1.0	0.7842713416014436	0.7348326867231323	0.814382372534327	0.7676083861293104	0.8192862310371049	0.8175274944077996	0.8823947090993254	0.7373218049155926	0.6823071187486776	0.8724756562577669	0.8773591878859219	0.86242170688462	0.8952768658915968	0.8228762342801653	0.7778748437371513	0.8781149780423556	0.9630642209124735
QinJ_2012__T2D-009__bin.21	0.8108829346668638	0.9011746130356642	0.8028632929456727	0.7837147980798908	0.7796235998376422	0.8080709491679162	0.6916923617403248	0.4945129811809843	0.6983950792486684	0.9292627109981532	0.8423804471984844	1.0	0.8057040582503268	0.8759595336083624	0.8494429122781598	0.9009136099701186	0.9118027968016704	0.9521426565348519	0.8108819422597705	0.6622119166258953	0.9493505191777709	0.950168262622674	0.9389942549553367	0.9753024608718693	0.8319705929930105	0.8672615816388809	0.9338724419466661	0.8709563132473446
CosteaPI_2017__SID713A005-11-0-0__bin.38	0.7700850784140693	0.8699381747812812	0.7578907675911208	0.7398339281926664	0.8534053623753872	0.7625000327325385	0.6898856456034964	0.4613617259736621	0.6710746485180016	0.9387660618566419	0.8330483420314599	0.8503845418622982	1.0	0.8679490838817124	0.8936056331389457	0.8681145795963685	0.8662674169837359	0.9392337443667301	0.7892197348402521	0.613803704275917	0.9269881089234138	0.9315051992364154	0.9155867111130896	0.9871264235380993	0.7942071262664219	0.9052746521840459	0.9014761065561965	0.8465645236891928
CosteaPI_2017__SID713A066-11-90-0__bin.13	0.7953499640113985	0.8802143134081042	0.7798750992083443	0.7596971625828919	0.7576444793859441	0.7801711457938234	0.7125616822180765	0.47850528744813925	0.6733740939127116	0.9845985622331547	0.8244546639497105	0.8256206104546069	0.7750878435227766	1.0	0.8398528278996547	0.858185267169182	0.8899338080991424	0.9293215669235989	0.7869053871592483	0.6402800142364267	0.934550787890806	0.9355315298967298	0.9337257860317457	0.9393590895421661	0.8133793413735159	0.869091754330909	0.9179759206090048	0.8510932443852871
CosteaPI_2017__SID713B066-11-0-0__bin.40	0.7710166185062765	0.8486436531241797	0.756244016547266	0.7305257826429368	0.8458916308269436	0.7567958848483607	0.7007185510700195	0.45544066025113666	0.6640956727865006	0.9403221037161084	0.8107643107599193	0.8353090316101965	0.832566768257277	0.876233164601186	1.0	0.8428307379420924	0.8629731990112237	0.9296897338833474	0.7930806157113148	0.6167599133796102	0.9228052866153151	0.978806500627988	0.9052274761125441	0.9339090134585601	0.7996742464387172	0.9168786797319414	0.8876838219148805	0.8446810337844893
ZeeviD_2015__PNP_Main_431__bin.4	0.8135089485036842	0.9128329403165598	0.7992994343072222	0.7866876082246373	0.7875427701833209	0.8173772390595829	0.7017669802099377	0.490830575448102	0.6986992256651071	0.943515319919521	0.857310740428132	0.8776954037824359	0.8013051250740835	0.8870441754720794	0.8350030503515881	1.0	0.9070421064538865	0.96083271214446	0.8220194777759408	0.6590818780110741	0.9471008124280316	0.9514085276421798	0.9357555348653737	0.9678548051980698	0.8359041367795055	0.8610088687401323	0.9442409265334181	0.8776784842411393
VogtmannE_2016__MMRS35808664ST-27-0-0__bin.15	0.8016812859233362	0.9130380348215366	0.7959630667401676	0.7809663085877065	0.7760540288881462	0.7953880077347341	0.7165425624591198	0.4816300066550703	0.6922967799551949	0.9600952846113638	0.8424224074978555	0.8747551952868011	0.7874043036121132	0.9058302795224725	0.841918278783655	0.893207543936317	1.0	0.9360213533499567	0.8249078620277304	0.6518465201789538	0.9356252862203867	0.9441545347306125	0.9418376372310718	0.9536929927536852	0.8233759581539845	0.8870366085990363	0.9357719072250832	0.8650539308234483
CosteaPI_2017__SID713A087-11-0-0__bin.37	0.787386666713243	0.8759315991804897	0.7720466100880816	0.7562301650373687	0.7862042103829098	0.7908074063335645	0.6884367298532671	0.46446124879265444	0.6718408591933797	0.9291150615593403	0.834029503770062	0.8378737968026521	0.7830878179052183	0.86765309490915	0.8319584585799695	0.8678880142244082	0.8585720224195118	1.0	0.7826502915968749	0.6278843114069483	0.927392465465114	0.9437494869327222	0.9193104550448268	0.9715232377994785	0.8134832333980162	0.844581223571577	0.9160421073223215	0.850967710383783
ZeeviD_2015__PNP_Main_78__bin.40	0.8060287268517294	0.9101416253878971	0.8024492363647898	0.7903294019380316	0.7983902601487621	0.8122831873377705	0.7021325748965167	0.47730081782185546	0.6983622416882973	0.9581879985832175	0.843737874086096	0.8639053504686484	0.7966483577481617	0.8894766891695434	0.85923684057496	0.8989384704035187	0.9160693800519134	0.9475446841579396	1.0	0.6575092117296906	0.9349712678617685	0.950148286380385	0.9403042910536528	0.956557641374279	0.8260761996394606	0.8912011461136281	0.9406272963242952	0.8681181638921343
CM_madagascar__A55_02_1FE__bin.64	0.8462978059309965	0.8744118328104828	0.813126984479428	0.8181361991251638	0.7457709375465886	0.8231022746376788	0.7009646037067935	0.5341297155672003	0.7996523493381632	0.8894591431172465	0.9369673823744921	0.8466416501987255	0.743519455431883	0.8685125563425627	0.8018733803000073	0.8649307394872153	0.8686851128754453	0.9122327990636271	0.7890344129747288	1.0	0.9005662011235207	0.9016174002962644	0.8978211565728497	0.9163640054685195	0.8441142045112114	0.8144236960721185	0.9085494783654074	0.9556117351130341
XieH_2016__YSZC12003_35524__bin.69	0.7644853703745748	0.8460114281699807	0.7512575998958194	0.72866985063016	0.7458446620490772	0.7550392883503176	0.6717928793051083	0.4477381193596489	0.6441618792267159	0.9154744652496329	0.8090191641817387	0.8195777343025445	0.7582246797580713	0.8559925497139103	0.8101410765132215	0.8392649610800516	0.8419375884325226	0.909809643305559	0.7576232422195444	0.6081021861226427	1.0	0.9152709874499176	0.9027697398097247	0.9231817759285335	0.785806416790217	0.8239124539979532	0.8981784238995171	0.8271942296266247
CosteaPI_2017__SID713B066-11-90-0__bin.52	0.7628967873263423	0.8465680342680642	0.7467178675071655	0.7264532843497178	0.7394104057777471	0.7525832802478516	0.6696113119405238	0.444534412610211	0.6454039058975625	0.9161530806208571	0.8097778767001211	0.8164828501914915	0.7583889984709675	0.8529203837163589	0.8553235144379718	0.8391757210458138	0.8456760276198005	0.9215665205856544	0.766353952672481	0.6059910270612304	0.9110300118450978	1.0	0.9048588778965698	0.9273483610017422	0.7902210999652919	0.8318401176152552	0.8846723240013746	0.8259930396192513
CM_madagascar__A69_02_1FE__bin.19	0.7591642316844126	0.8424951328968106	0.74332296963683	0.7331939012707689	0.733856153494872	0.7596140309915156	0.6671832777665233	0.45297193733025226	0.6422782163225644	0.923409650426966	0.8012337720307237	0.8121954841523	0.7503386370737637	0.85688098516349	0.7962370511020083	0.8308055012858766	0.8491571413365563	0.9036146181341226	0.7634094272441037	0.6074140488461446	0.9045052035942741	0.9108187034105775	1.0	0.9138424019969715	0.7900694785418262	0.8371035499809436	0.8900468168973462	0.8240241758543612
CosteaPI_2017__SID713A005-11-90-0__bin.41	0.7807767626799718	0.865287486483495	0.7529110507539443	0.7428130507709729	0.7570558284872583	0.7668051664977991	0.6810854072831612	0.45084334477092186	0.6584134390245979	0.9209444099140903	0.8250117072090865	0.8367585079481307	0.8024052993214076	0.8550587914754489	0.8148025951689669	0.8523350560668886	0.8528718848180913	0.9471906955359347	0.7703062605897028	0.6149307358938774	0.9174543844562321	0.9258852778652862	0.9064304506636923	1.0	0.806622874609405	0.831709082239951	0.9020783489003737	0.8467930761436879
BritoIL_2016__WL.35.ST__bin.44	0.8936012589120573	0.7985922842460234	0.842986145956938	0.8224281958416926	0.6818392100472548	0.7331651019815297	0.6311025224685386	0.45600136964969207	0.6529763926669101	0.8324241797810928	0.8110511788185132	0.7634485666488479	0.6905033371551174	0.791896573234823	0.7462286823223212	0.78734959124517	0.7875613223312093	0.8482889851569678	0.7115138909252512	0.6058573469776184	0.8352641083480331	0.843866765140594	0.8381841759927	0.8627431606305853	1.0	0.7495407939779126	0.8367485026286529	0.8288329473604646
CosteaPI_2017__SID713B042-11-90-0__bin.5	0.7585685462279548	0.8789825075953048	0.7555903966217493	0.7367985915070617	0.8247570525790718	0.7597936951949315	0.7249987981736047	0.4510399725079237	0.6597812723557559	0.981722243402925	0.8014420964802431	0.8318989951779393	0.8227370322931943	0.8844833027046092	0.8943744529310047	0.8477493004418437	0.8869036144750351	0.9206304329097669	0.8023940381795257	0.6110380495856912	0.9154571057450157	0.9285681987692346	0.9283292614027147	0.9298890178769892	0.7835089427783085	1.0	0.9094489257099938	0.8303915954971254
YuJ_2015__SZAXPI015247-35__bin.42	0.8111009192216866	0.9090472963680917	0.7923302426340401	0.7778472702252145	0.7646078999599233	0.7997364834290014	0.7083766589493741	0.4760014287808569	0.6887468075961397	0.9619307967177981	0.8627090465701771	0.8541980876666893	0.7812417594337888	0.890852580043272	0.8256887354608613	0.8865294740516059	0.8921860483271055	0.9521598963725396	0.8075698153250817	0.6500054237392756	0.9516343156126079	0.9416877678113101	0.9412093894685053	0.9617329096613817	0.8340540022884095	0.8672191467527687	1.0	0.8796960164337031
CM_madagascar__V50_01_2FE__bin.17	0.7868638889992637	0.8204149312384227	0.7573492939900645	0.7439568255068105	0.7097825247417116	0.7576676201569665	0.6504296510332653	0.46451734743671536	0.720935548550098	0.8603449977029619	0.9307223146642998	0.7836449105092728	0.7216775655057658	0.812463027509542	0.7728633416389824	0.810583429805955	0.8112982126856326	0.8700805101790707	0.7331507013221028	0.6725147008202814	0.8621183378641609	0.8648738906020561	0.8571666470968252	0.8880541074120887	0.8126773284353667	0.7789066277472374	0.8653355305131034	1.0
