	BritoIL_2016__M2.41.ST__bin.43	KarlssonFH_2013__S127__bin.13	QinJ_2012__DOM018__bin.3	QinJ_2012__CON-006__bin.16	CosteaPI_2017__SID713A087-11-90-0__bin.22	CM_madagascar__A20_03_1FE__bin.11	YuJ_2015__SZAXPI015274-111__bin.12	CosteaPI_2017__SID713A077-11-90-0__bin.30	CM_madagascar__V50_01_1FE__bin.1	CosteaPI_2017__SID713A066-11-0-0__bin.3	CM_madagascar__A24_04_1FE__bin.4	QinJ_2012__T2D-009__bin.21	CosteaPI_2017__SID713A005-11-0-0__bin.38	CosteaPI_2017__SID713A066-11-90-0__bin.13	CosteaPI_2017__SID713B066-11-0-0__bin.40	ZeeviD_2015__PNP_Main_431__bin.4	VogtmannE_2016__MMRS35808664ST-27-0-0__bin.15	CosteaPI_2017__SID713A087-11-0-0__bin.37	ZeeviD_2015__PNP_Main_78__bin.40	CM_madagascar__A55_02_1FE__bin.64	XieH_2016__YSZC12003_35524__bin.69	CosteaPI_2017__SID713B066-11-90-0__bin.52	CM_madagascar__A69_02_1FE__bin.19	CosteaPI_2017__SID713A005-11-90-0__bin.41	BritoIL_2016__WL.35.ST__bin.44	CosteaPI_2017__SID713B042-11-90-0__bin.5	YuJ_2015__SZAXPI015247-35__bin.42	CM_madagascar__V50_01_2FE__bin.17
CM_madagascar__A24_04_1FE__bin.4	0.7757719361625263	0.81492611643049	0.744903267175516	0.7309594931586207	0.6924174290014607	0.7535024590898549	0.6377898774012276	0.45456897324336537	0.7249815441217913	0.8501354970983386	1.0	0.7715522617805788	0.7225723475045528	0.8008677727566291	0.7546379922221986	0.806593021783942	0.8049155926531284	0.867441520967633	0.7263245037701732	0.6814178179839251	0.858564220450499	0.8620294905992825	0.8496827621635556	0.8799379291164925	0.7995784021413439	0.7657364657663093	0.8642215592375943	0.9625602068167098
QinJ_2012__T2D-009__bin.21	0.7888485199736813	0.896988143712456	0.781253628488435	0.7631159002472087	0.7783582807936478	0.8030731870459117	0.6878552197139685	0.4857118188737966	0.6879936605034878	0.92469019531564	0.8287189711517182	1.0	0.8044263341176657	0.8716594336729682	0.8481865248980054	0.896670077239044	0.9074843373350495	0.950755271418378	0.8071926688903202	0.6515752973995957	0.945466734018028	0.9486846140181472	0.9329862224123233	0.9737657184878494	0.8088678520638594	0.8632041252378055	0.9292656882194331	0.8568730641859136
CosteaPI_2017__SID713A005-11-0-0__bin.38	0.7487984539767416	0.8659023837143838	0.7372436060259294	0.7202588227284273	0.852686817690235	0.7578850066643449	0.685959835865959	0.45287954687692306	0.6610234024557259	0.9342725389713603	0.8191493206034309	0.8490359612760976	1.0	0.8637650798804869	0.8924712542846893	0.8643521706910231	0.8618157917477343	0.9384712071498339	0.7854473752432027	0.6040279352576575	0.9233650097019245	0.9302561255672549	0.9098964866202476	0.9868771325248832	0.7719641879842779	0.9011828230112364	0.897135510090787	0.8324156875273316
CosteaPI_2017__SID713A066-11-90-0__bin.13	0.7731160703720974	0.8791157139937433	0.7584657397399748	0.7392372100158219	0.754587202088508	0.7764876340920326	0.7118297502966312	0.46987503840888756	0.6636293440627227	0.9843637827925378	0.8107729154321649	0.8215676251311281	0.7713514830624405	1.0	0.8360201236848025	0.8559268011955979	0.8886668409584426	0.9251226629039597	0.7860691607850987	0.6303070325796227	0.9319284605530787	0.9313083060943973	0.929566167814919	0.9349515966171182	0.790269467869124	0.8683116505322057	0.9171191159571916	0.8369681275217159
CosteaPI_2017__SID713B066-11-0-0__bin.40	0.7493659125930393	0.8447049431980647	0.7358234255651162	0.7111674527496313	0.8450757830820893	0.7520935375294843	0.6968349791792923	0.44731243552997413	0.6540678695541431	0.9357754115590792	0.7970647047285013	0.8340735492597353	0.8315098745878067	0.8722344371675249	1.0	0.8390998935299175	0.8584679823675394	0.9288011820033356	0.78945370405611	0.6067891999715039	0.9191983807959591	0.9785425211842284	0.8992847669710481	0.9327550182931412	0.7767719559168966	0.9129438733835529	0.88344209676774	0.8303529517390926
ZeeviD_2015__PNP_Main_431__bin.4	0.7911964242724839	0.9102998432767061	0.777832403725393	0.7658886578162963	0.7843309578297353	0.8134615737880533	0.6997603226121452	0.48194974992917966	0.6887539192908875	0.9410702044944103	0.844028417094731	0.8735612347204457	0.7978322683690626	0.8847097621885959	0.8313068557014504	1.0	0.9040898882053394	0.9569213976121209	0.8200398914442231	0.6491177184336953	0.9448505134355661	0.94742663445186	0.9317601060420165	0.9638559924664533	0.8126861753811973	0.8588484850242724	0.9417339339287079	0.8641443014501496
VogtmannE_2016__MMRS35808664ST-27-0-0__bin.15	0.7797900082545721	0.911569444563455	0.7744321530342456	0.7601327967385395	0.7725375049865423	0.7912845237721204	0.7155533467196405	0.4732088197294747	0.6825783779718125	0.9588461498181042	0.8294264548088358	0.8706121998196752	0.7833579447162645	0.9045406811402544	0.8375229809383173	0.8903003540802055	1.0	0.931438494868741	0.8238491441236871	0.6420543316510001	0.9325105419550292	0.9394145823157931	0.9376222833460437	0.9490177820811995	0.8005721075436507	0.8858636405614633	0.9343866243560338	0.8518118643051164
CosteaPI_2017__SID713A087-11-0-0__bin.37	0.7653981314744724	0.871956310247198	0.7512689136247963	0.7362938989095901	0.785955754824579	0.7859177660133756	0.6848998405343235	0.4561932241933709	0.6617515549213413	0.9248441585434654	0.8198959193903625	0.836652915008113	0.7824520511338131	0.863732824254153	0.8311633134627108	0.8643550547824856	0.854368363965997	1.0	0.7793007264159346	0.6179085369155181	0.9240787058303656	0.942755228046397	0.9136265429133837	0.9706363955517285	0.7906021794224652	0.8409783996492803	0.9119856009305949	0.8368812845283361
ZeeviD_2015__PNP_Main_78__bin.40	0.7844444679400088	0.9090589497835178	0.7813026998165584	0.7696401478105952	0.7950222297408028	0.808244299829246	0.7011757180391307	0.4689724626112148	0.688793673114437	0.9573479734194681	0.8311533561357786	0.8599748362506012	0.7928404903759232	0.8885314626165012	0.8553073836573077	0.8967736478449575	0.9148936620127828	0.9434894084932941	1.0	0.6476477709464424	0.9323422904298455	0.946226230565497	0.9363404718731664	0.9523744323618505	0.8037465439493342	0.890368522052643	0.939646650208024	0.8552524040367729
CM_madagascar__A55_02_1FE__bin.64	0.8248969894594603	0.8614954688050143	0.7915567834700992	0.7966776523429941	0.7343993351498291	0.8136611484525421	0.6900256614402761	0.525717584589179	0.7986525364858735	0.8758785633399839	0.9357461642649377	0.8330426728499425	0.7316777633628224	0.8549846316837901	0.7889100707672105	0.8518545069292233	0.8556355250762071	0.8977393190995341	0.7772003336938835	1.0	0.8869710301688453	0.8868022800300706	0.8854871708658595	0.9016446794540363	0.8218728093408911	0.8020617968083386	0.8949067274843858	0.9544945584424236
XieH_2016__YSZC12003_35524__bin.69	0.743100067811654	0.8434904453250868	0.7306467980947625	0.7091693950540758	0.7431973087812024	0.7513835419444852	0.6696338727565502	0.4397575058676571	0.6351745860940273	0.9128429618314201	0.7961195284284189	0.8162248485375515	0.7552611862455861	0.8535906549286393	0.8069745335753362	0.8372708786428417	0.8391347352882338	0.9065587106275813	0.755492936750104	0.5989221245481186	1.0	0.9118525604147005	0.8990236064233873	0.9197055183607658	0.7633416109530172	0.8215392602918	0.8956300250984511	0.8142281958544504
CosteaPI_2017__SID713B066-11-90-0__bin.52	0.7411679829307791	0.8428290255211117	0.7265091413625872	0.707168117669833	0.7385640227964835	0.7478951286715326	0.6661294160085346	0.4365570931157724	0.6356788162065499	0.9119497338050906	0.7956289968677434	0.8152079458519559	0.7573720597252176	0.8490700873330792	0.855092837766504	0.8356635514656283	0.8414304682523236	0.9205956318963157	0.7631905696306701	0.5960335551411051	0.9076274243435948	1.0	0.8991277778204166	0.9261391206315339	0.7676587042708016	0.828253329888107	0.8807376025146741	0.81176229301992
CM_madagascar__A69_02_1FE__bin.19	0.7385382724273025	0.838807465295065	0.7231631192036835	0.7136370737636528	0.7294221108978476	0.756418653280273	0.6638797422066262	0.44506611363097914	0.6339238809096247	0.9194018012573779	0.7893986423614807	0.8069987570431362	0.7456754028450665	0.8530636998224838	0.7910098509481838	0.8272581813686946	0.8453565947102228	0.8980277502137405	0.7601913020488187	0.5990695849828835	0.900751868727274	0.905049855617856	1.0	0.9081254871395167	0.767970512393516	0.8335944286690404	0.8860269501890188	0.8119388238606514
CosteaPI_2017__SID713A005-11-90-0__bin.41	0.7586846205587107	0.8612487122070005	0.7324149205186932	0.7230900220521248	0.7563827703939582	0.7620805626271828	0.6775770760074585	0.4426640499280539	0.6485317031222063	0.9165710223160691	0.8108766358163969	0.835440063346644	0.8022026581750377	0.85104683735068	0.8137957751875282	0.8488135275736702	0.8486909211657826	0.9463260649303101	0.76693756438965	0.6050532571584263	0.9139996934839804	0.9246779453209478	0.9007599042988872	1.0	0.7835524355252067	0.8279444695144276	0.8979463426678813	0.8324349292033139
BritoIL_2016__WL.35.ST__bin.44	0.8923208550111056	0.7764547746953577	0.8388944996361868	0.8183497542553395	0.6628635513814429	0.713984997600381	0.6133243966119384	0.44415125886652385	0.6360661365952367	0.8086028389268285	0.7880881457001286	0.7422485932404509	0.6711647759611908	0.7693970718273804	0.7248570473667483	0.7654802744034875	0.7657493777838084	0.8244289407708468	0.6922809676065098	0.5898937337615917	0.8113853951994872	0.8197726782206575	0.8147393977366174	0.8380676100614612	1.0	0.7283904521574259	0.8129863554113457	0.8056404250649536
CosteaPI_2017__SID713B042-11-90-0__bin.5	0.7375282548195619	0.8779172848338076	0.7352607296918707	0.7170776912938744	0.8213695680421748	0.756264847315691	0.7242472402020211	0.44325118552439374	0.6506126458791158	0.980935463588468	0.7889359624059183	0.8280069815404225	0.8190182720449469	0.8836893833274074	0.8905362239994974	0.8456221867147968	0.8857308223015189	0.9167031974293766	0.8016443840913406	0.6017632816095811	0.912820227238003	0.9245643319820521	0.9244377237360475	0.9256800076536114	0.7614000968124708	1.0	0.9086307318194604	0.8172714590267633
YuJ_2015__SZAXPI015247-35__bin.42	0.7884110804043251	0.9080174667098145	0.7707914166035409	0.7570074030637092	0.7612615209072667	0.7958391069302679	0.7078052373805018	0.46750408595923254	0.6791093448531437	0.9610720758216057	0.8490593783713987	0.8499843641993268	0.7774800898842951	0.8900210913108066	0.8217432488062101	0.8841757073667995	0.8908652883863445	0.9479434496888045	0.806727887596521	0.6402449623901125	0.9489342465790729	0.9374994610300929	0.9369584487107159	0.957327653309139	0.8103683740174294	0.8664389452619893	1.0	0.865808974541104
CM_madagascar__V50_01_2FE__bin.17	0.7655963079522162	0.8079506536401467	0.7365665687876952	0.7241862257187005	0.6984013597393743	0.7491259424218059	0.6397556790861495	0.45719093453508525	0.7205989175124484	0.8464395463785152	0.9302352265183109	0.7709734753493663	0.7096159950639354	0.7989790346725505	0.7597534825016596	0.7980838818469703	0.7988790275738322	0.855677702122606	0.7222851979225311	0.6717284842986623	0.8486048786498684	0.8499732793533112	0.844595219035637	0.8729963421510725	0.7899368749835368	0.766599950621495	0.8516751858725686	1.0
