	NielsenHB_2014__V1_CD29_0__bin.31	XieH_2016__YSZC12003_36005__bin.30	LiJ_2014__MH0271__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.52	NielsenHB_2014__V1_UC15_3__bin.6	ZellerG_2014__CCIS70398272ST-4-0__bin.61	ZeeviD_2015__PNP_Main_759__bin.12	YuJ_2015__SZAXPI015268-109__bin.32	YuJ_2015__SZAXPI015253-44__bin.3	YuJ_2015__SZAXPI017588-123__bin.39	XieH_2016__YSZC12003_37322__bin.37	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.40	LeChatelierE_2013__MH0136__bin.24	NielsenHB_2014__MH0111__bin.16	NielsenHB_2014__V1_UC1_0__bin.3	ZeeviD_2015__PNP_Main_565__bin.34	ZeeviD_2015__PNP_Main_59__bin.13	NielsenHB_2014__MH0136__bin.7	LeChatelierE_2013__MH0111__bin.11	XieH_2016__YSZC12003_35506__bin.79	BackhedF_2015__SID128_12M__bin.24	VatanenT_2016__G78545__bin.5	VogtmannE_2016__MMRS81135225ST-27-0-0__bin.12	HMP_2012__SRS045645__bin.35	ZeeviD_2015__PNP_Main_555__bin.28	QinJ_2012__CON-083__bin.1	LiJ_2014__MH0399__bin.87	ZeeviD_2015__PNP_Main_599__bin.21	HeQ_2017__SZAXPI029573-88__bin.45	LeChatelierE_2013__MH0229__bin.57	ZeeviD_2015__PNP_Main_467__bin.22	ZeeviD_2015__PNP_Main_409__bin.35	LeChatelierE_2013__MH0431__bin.12	ZeeviD_2015__PNP_Main_662__bin.2	FengQ_2015__SID31428__bin.21	XieH_2016__YSZC12003_36674__bin.4
XieH_2016__YSZC12003_37322__bin.37	0.8255727300820261	0.8559874335090173	0.8429742100973389	0.734215289450328	0.7923577127563193	0.7505895484378531	0.710661025626496	0.7116210391207146	0.8704429833028813	0.8373478853017783	1.0	0.8502411893888528	0.8631450358341345	0.8415292481256016	0.6190452972187283	0.8962118012475563	0.7661026285393496	0.8654762147926417	0.8473499476506026	0.8318157828326922	0.838542466266101	0.7243008604540988	0.5678206375886464	0.7794565019005896	0.8106052170177381	0.7759827948714063	0.7630038341239004	0.8621606431365625	0.7505164108277925	0.796575314936479	0.5801861648679866	0.698019420341612	0.6981834857912073	0.8550715661397904	0.8903719936983053	0.5499052176107458
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.40	0.8043803154381948	0.8218160406223907	0.8337687221734176	0.7665783196755865	0.7660153285882524	0.7371912728222171	0.7042046187027271	0.7349019117219096	0.8585804465308055	0.8344860598511201	0.8773957718553412	1.0	0.8432722565063547	0.8213550406740663	0.6067745234294044	0.8566711724085412	0.738479760878375	0.8454997429823297	0.8236675197658828	0.8287738761256421	0.8045333021467096	0.7066775638532524	0.5748145801092801	0.7628400044604124	0.758665847111203	0.7877442007838359	0.764715961477267	0.8507223692405603	0.7287144492886458	0.786961588777167	0.5659855471756614	0.6708127197909045	0.696870095926066	0.8276519735965339	0.8604421247881985	0.5562909494423125
LeChatelierE_2013__MH0136__bin.24	0.8165593898355433	0.7893631336436178	0.7463474705242727	0.599867765187329	0.7314929454445495	0.6742423654624394	0.6695487500872882	0.6100602649351629	0.7220314503820178	0.7253001885426792	0.7260079163539992	0.6873405949790674	1.0	0.7450883024840858	0.5584615316404765	0.783443048694112	0.6967084283343845	0.9004553399919972	0.7510948443940975	0.7261276259916225	0.7334482028590652	0.6152709594394928	0.4788052978165183	0.7049013337648792	0.7161313170387826	0.6382363666794875	0.6788899813009113	0.7712991710107595	0.6585138491858082	0.7057670117925077	0.5742027947766695	0.6214908726943424	0.6075624346723447	0.7657858771446591	0.7848745764440251	0.46082169582002763
NielsenHB_2014__MH0111__bin.16	0.7709397252077588	0.8063498124088382	0.7615758821673735	0.6077883799410744	0.6906986679456003	0.7309076665009796	0.6347356204360869	0.634549950002852	0.7383985081176976	0.7287710014213392	0.7433673748528896	0.7030914418153097	0.7825001833422773	1.0	0.5900408474953117	0.7748754727611581	0.7208418844559508	0.7841130133438255	0.9429299143587851	0.7521963240746453	0.7585201775451692	0.6321211013574314	0.49314765513957876	0.6925285984850689	0.7468497140442513	0.6656145342116689	0.691495479303276	0.7733196825792242	0.6647280888517418	0.7390981189664385	0.5435953013157574	0.6147053311277937	0.6280305314365072	0.8334629340119132	0.7934075937461077	0.478817273519904
NielsenHB_2014__V1_UC1_0__bin.3	0.8165778146807756	0.8365726220861125	0.8154289738487328	0.6706650751557571	0.7488609056515504	0.7416551436963477	0.7191536236596512	0.6913317678130466	0.7900947524102847	0.7779825691398957	0.7793180447641476	0.7402292538838701	0.8358493085803065	0.8408917659218141	1.0	0.8277311098631925	0.7620547412287869	0.835930598400913	0.8456721050662637	0.8000809580254205	0.8160145923522868	0.6847290436086708	0.5786143071743244	0.7403959809649102	0.787699191166285	0.6997975219876522	0.7664808890120218	0.825956835105258	0.7328235853290123	0.7666111186225854	0.5612730317702186	0.6758103890049711	0.6896968470332948	0.8549126010005283	0.8465206712548411	0.5466599422842274
ZeeviD_2015__PNP_Main_565__bin.34	0.8288378568539579	0.8514352058720701	0.8312297108399346	0.6920615749716599	0.7869442663121886	0.7473677453691326	0.715720239085686	0.6867138680790944	0.8622926524962717	0.8047460664970308	0.8476617103314007	0.7851862100082699	0.880971299621778	0.8296779348042176	0.6218832827603914	1.0	0.7626611525645125	0.8822962296827958	0.8325409304299541	0.813458447613225	0.8147316518063858	0.7033122628322218	0.541932540743469	0.8217632538188335	0.7879121009240234	0.7248682392576901	0.7880660321211407	0.8514701052527931	0.7430302509078512	0.7770596399256394	0.5936926847781988	0.6740129863088483	0.7092906513907091	0.8418989500895232	0.8532468576535278	0.5215475631819011
ZeeviD_2015__PNP_Main_59__bin.13	0.7995561370762437	0.8120993452626978	0.8022980305228158	0.6529273628592566	0.7211298233236013	0.7126468025283864	0.6667039623848549	0.6511398010251496	0.7700712392094711	0.7541385083994344	0.7652449538893291	0.7148233367645395	0.8273837887359912	0.8151156913178201	0.6046546372618449	0.8054400850868902	1.0	0.8304909608342306	0.8152637772576854	0.7836477581763184	0.7776427087748489	0.6606179593362591	0.5226387203268684	0.7277456449570485	0.8269678317849029	0.7116200733453206	0.7095791200141109	0.8102755846432906	0.6986747295621658	0.7646104879069731	0.5702578933096747	0.6612919149025792	0.6555053745323776	0.9192707853425196	0.8310925188299499	0.5012241771028861
NielsenHB_2014__MH0136__bin.7	0.9050106027297851	0.8695302039528825	0.8219081753154835	0.6566028355388672	0.8031642265294947	0.7435835099441996	0.7476945368439543	0.6724725906215832	0.794796305424258	0.7967114215923726	0.7983329798077105	0.7557688999964141	0.9874918785338634	0.8187914772164385	0.6125010712130264	0.8604615119997131	0.7669204555192846	1.0	0.8232404300411285	0.7980989843381058	0.8053905262831612	0.6778016095241626	0.5308360445405818	0.7752117962890142	0.7861214551965532	0.7035635990569677	0.7434048224946834	0.8528302207884007	0.7152585102936734	0.7763112711059355	0.630261023465795	0.681310933787791	0.6706133902539976	0.8427708467171651	0.8608717637970719	0.5084259641373073
LeChatelierE_2013__MH0111__bin.11	0.7836027762871246	0.8208900324468784	0.7795626127614912	0.6191957817873385	0.7040623160129313	0.7361656532199884	0.6431109910691122	0.6466968509113912	0.7512702141446593	0.7409971462384011	0.7617209757992961	0.7175161020151657	0.802731508300075	0.9595734876188919	0.6038691036771945	0.7912738154046265	0.7336986716799997	0.8022890508666124	1.0	0.7723044154527222	0.7722262302034356	0.6420572671412275	0.5026731062881079	0.7072394802339397	0.7602875795623759	0.675903780019878	0.7019477604072267	0.7901875142895389	0.680065959919398	0.7456171836962432	0.5534633103871474	0.6269509292790728	0.6334497819697708	0.8462682535903021	0.8118951749039565	0.48571401494285965
XieH_2016__YSZC12003_35506__bin.79	0.7980834703574059	0.8465155955251131	0.8409339661659824	0.648055981479053	0.7282024543281114	0.7275650401993323	0.6716882206373384	0.671072873268705	0.7962386892092282	0.7609268291452724	0.7959392117501085	0.7684850097345937	0.826053404081468	0.8147974649705945	0.6081271247137625	0.8229552309570164	0.7506891133954061	0.82790512049712	0.822068777678022	1.0	0.8427995531165831	0.6903415682279005	0.5368937315269694	0.740410416519555	0.7732703442918966	0.7164969837891275	0.7362725837528119	0.8515890589220325	0.7015804844095187	0.8206943337603776	0.5718449576822588	0.6492690228082033	0.682141560157771	0.8356322694212708	0.8300840554417891	0.5179648646740173
BackhedF_2015__SID128_12M__bin.24	0.7154200242383008	0.6956158441945017	0.7111963940212191	0.5278522526736547	0.635122148278868	0.636507345906066	0.6000855782110432	0.5702671528501265	0.6854171539132099	0.6402350477324432	0.6764638657963558	0.6289413815831437	0.7034470478174898	0.6927115004358643	0.5229078519337487	0.6948998575468289	0.6280382922628792	0.7043639572215253	0.6929964067782195	0.710544192375566	1.0	0.5741202985138094	0.44377458380286183	0.6304993302574788	0.6525312014968214	0.6045606276444199	0.6359465694299746	0.7315055386643421	0.5989183126740799	0.6922240767120957	0.48555588629260305	0.561724746454617	0.5607270427146898	0.7097256181829779	0.711913443752259	0.46278676673824765
VatanenT_2016__G78545__bin.5	0.7580892491000334	0.7626052805938143	0.7701275872951953	0.6326310795210304	0.6984751252498552	0.6835259602140551	0.6378521748641951	0.6418993249640675	0.7548293738517458	0.7297794027997723	0.7658595822148341	0.7240991799104178	0.7734620098081906	0.7566519499683348	0.5751175164474257	0.7862604514220065	0.699305595712766	0.7769692147664894	0.7552153475400447	0.7628540037106423	0.7525121383151342	1.0	0.5265983943773248	0.716435442417115	0.7289614729982143	0.6686325314509336	0.7104549403587047	0.7966169475890926	0.6873055762050705	0.7468305220189628	0.5356130397796746	0.6204415566862278	0.6618382798114164	0.7776108786057014	0.7876454977980689	0.5028923642003134
VogtmannE_2016__MMRS81135225ST-27-0-0__bin.12	0.6283934244626023	0.6427030163022471	0.6532366951792752	0.5535153667123739	0.5696592521876053	0.5851058959331068	0.5718950790044679	0.5693207634684361	0.6447767287879776	0.6759139383049896	0.6467866462822907	0.634489223524891	0.6484122927694757	0.6359054723343639	0.5235362239219209	0.6526542844340971	0.5959885709396552	0.6555130505789208	0.6369457059591277	0.6391244925483697	0.6266034120563527	0.5672823258603129	1.0	0.6005442838561896	0.5950038764838902	0.5870917964894743	0.6062543108527289	0.6509445786641029	0.5837159156495118	0.6076780649553097	0.43489646072892907	0.5147963100976964	0.5959990783500063	0.6454289387590598	0.6542641698057555	0.5127818894275187
HMP_2012__SRS045645__bin.35	0.808639698159973	0.8081638065031087	0.7867276770710806	0.6529154763905226	0.7490108017560073	0.7087661212401277	0.685677170853638	0.6720811103175937	0.7754533114182491	0.7655147244160645	0.776504867879348	0.7364315083599395	0.8348780667114771	0.7810084439589985	0.5859007414720214	0.8655399302638211	0.7258023861535876	0.8372279868929592	0.7837646771551	0.7708539006049404	0.7786053551924046	0.6749929108553184	0.5252275090320955	1.0	0.7483084513107041	0.708216056125021	0.7405642171483784	0.8035637392875148	0.7224035351201479	0.75669924172408	0.5609390753654848	0.6708693916988742	0.6713045864140481	0.7895488940934297	0.7991822540329356	0.517024449672324
ZeeviD_2015__PNP_Main_555__bin.28	0.784174675398266	0.8100207186601307	0.7773880462910844	0.6334675548537327	0.7107790253776977	0.7098379511505462	0.6621142800970001	0.6540365697813114	0.7615713622910367	0.741823204523668	0.7702939870804221	0.6986252051360238	0.8090627389079407	0.8034263116339441	0.5945867256565135	0.791613106415271	0.7867236528957599	0.8098560463236432	0.8036961739040054	0.7679372316639232	0.7686503943683314	0.6551210279060127	0.4963831568375648	0.7137982269234887	1.0	0.7054249829849021	0.6940438078505502	0.7912349235588509	0.691650736861746	0.7647928040067347	0.5787449964341865	0.6607036079521086	0.6326798826130432	0.8756035115906158	0.8248781706468742	0.49414599235745044
QinJ_2012__CON-083__bin.1	0.8169894031709798	0.8503826917970303	0.8294112986873899	0.7727733528554808	0.7683214523069339	0.7654826229902628	0.71148104732996	0.7782984335823971	0.8884596820217746	0.8525928707973224	0.8638983068253673	0.8498501362197942	0.8447622498785978	0.8388784643620556	0.618857455558017	0.8532134520898037	0.7931315001489102	0.8491510653312186	0.8370710030090124	0.8336277304476548	0.8343165316694516	0.7039922596054394	0.5738080951381931	0.791450942535346	0.8264455656312397	1.0	0.7597037347843884	0.8370717365566394	0.780020803410703	0.8251493869742481	0.5805112533541466	0.7062413166299648	0.7069565255663355	0.8786499496052781	0.8549402232038719	0.5799236817048821
LiJ_2014__MH0399__bin.87	0.72824538390499	0.6897890037234636	0.7108556907819275	0.6090610165702958	0.6226843055710781	0.6118056740175174	0.5887607865743546	0.5838344029223013	0.6940489285483198	0.661618324382511	0.6811650382640306	0.6615647959153662	0.7205555196084775	0.6988447262695364	0.5435439374599272	0.7438345205672842	0.6341805732840009	0.7194855384904972	0.6971035805250496	0.6869284659682476	0.7037634629977119	0.5998352970241703	0.4751498502967595	0.6636453474350452	0.6520267289400775	0.6091992494250102	1.0	0.714919148485615	0.6191373093415998	0.6562884184396746	0.471939318717905	0.5457315459138957	0.6097639453421411	0.7022746657411928	0.6988911960377169	0.4670735222319606
ZeeviD_2015__PNP_Main_599__bin.21	0.731255766636258	0.7016577746479167	0.7643862946755029	0.5522775807745158	0.646458778237664	0.6180164539620887	0.5847142921041162	0.5694763296159875	0.6670023061344007	0.6645458621166714	0.6805488953543406	0.6507371412463112	0.7238297434126421	0.6910284402438657	0.5178884047312682	0.7106056177309177	0.6403101267073664	0.729801560099402	0.6938541570230998	0.702503461282011	0.7157629539324428	0.5946898576895592	0.4510921631998369	0.636706336616567	0.6572483042058608	0.5935035039304144	0.6321242337590199	1.0	0.6022906353467887	0.6974563868064564	0.49753939516242274	0.5619015570828076	0.5685942358082237	0.7198155924643392	0.7356672758800393	0.45114521365289817
HeQ_2017__SZAXPI029573-88__bin.45	0.7980381987251977	0.8229185265801116	0.8118263570637033	0.6886873333163284	0.7599223725268465	0.748019635017671	0.6931178242767948	0.7124099093354193	0.8278138187671997	0.8374719064502506	0.8070600188754644	0.759363335685681	0.8418853924877919	0.8091990964717619	0.625968926337508	0.8447733952312528	0.7521546654423122	0.8338342700211712	0.8135112615102071	0.7884431709646609	0.7983506641839478	0.6989809799937081	0.5510579896213287	0.7797819968880991	0.7826820447852987	0.7534272005078804	0.7457735681146359	0.820503827524735	1.0	0.7874264182814259	0.5763251794727907	0.6660934590563968	0.6899931696892917	0.8219343666658164	0.8477499652816156	0.5476279549596275
LeChatelierE_2013__MH0229__bin.57	0.7663707722546984	0.7822183165857944	0.7969232803222028	0.608787439376214	0.6913103834740636	0.6755386473034432	0.6238447594425128	0.6346665259667208	0.7564417226282508	0.7130551962248749	0.73318741778605	0.7019211000795075	0.7723104932442799	0.7701156953821914	0.5604940023615758	0.7561894330701882	0.7045549788070706	0.7746314358853998	0.7634330544199494	0.7894358599283521	0.7897967067722159	0.6500998545089784	0.4910343204768758	0.6991319662392905	0.7407724790905931	0.6821976361196168	0.6766393817935483	0.8132687326513024	0.6739885220380387	1.0	0.536597450783826	0.6293199280247002	0.6290700643277726	0.7958783406382076	0.8092108734373664	0.5127342547966856
ZeeviD_2015__PNP_Main_467__bin.22	0.7419001218026796	0.7348682451501737	0.6897982828792966	0.5469653307982532	0.6433038234158225	0.6374253587237455	0.6233861144945189	0.5631532040046344	0.650613469593892	0.6540053771426872	0.6539771545705713	0.6182258399928701	0.7694899141439648	0.6936439796797481	0.502547458483111	0.7075302278601349	0.6435065803154987	0.7701702266718161	0.6939863640414724	0.6736289771545705	0.6784453818959627	0.5709738272778587	0.43035931790499393	0.6346855411306854	0.6864917857461158	0.5877536317994119	0.5958757909747185	0.7104794866462673	0.6041115831377559	0.6571365972490419	1.0	0.5744088113840944	0.5400277769525563	0.7283228365170374	0.7385639166988504	0.42603755087489975
ZeeviD_2015__PNP_Main_409__bin.35	0.8194638854581218	0.8293566930454539	0.8177263925102541	0.6708300931643871	0.7626320845341018	0.7279836238049494	0.6732552643215468	0.7020813320525136	0.7957618590183433	0.7952281841330833	0.807659759388866	0.7521575713218365	0.8549448790082795	0.8051812207431804	0.6211457237393837	0.8245505695073418	0.7660209200555023	0.8546284860405898	0.8069774179284266	0.785114282664715	0.8056843999207112	0.6789404266349511	0.5229335346050044	0.7791958281871827	0.8044897305704223	0.7340126252229999	0.7073174450696065	0.8236639068051173	0.7167215589405791	0.7911234618727414	0.5896398456917189	1.0	0.6475024015369838	0.8509034353414757	0.8326281200920971	0.5270702773584618
LeChatelierE_2013__MH0431__bin.12	0.6342209006681664	0.6600220161195449	0.6572591971919244	0.5342600351009452	0.5839037437006769	0.5852860534965295	0.5564328124212209	0.5467962584601201	0.6353409137289832	0.6196955437165227	0.6360089601044866	0.6151656731002394	0.6580016710162707	0.6476496531920973	0.49906785622537586	0.6831341398707843	0.5978006688866854	0.6622728462256879	0.6419079356466665	0.6494047004535273	0.6331777159416393	0.5701844840377132	0.47663878438368074	0.6138481872114436	0.6064996770809075	0.5784633372787885	0.6221996672372772	0.6561830002905072	0.5845111677186546	0.6225934124505117	0.43642995536753953	0.5097698031033846	1.0	0.6530258359282903	0.6432320239704403	0.43696595304348246
ZeeviD_2015__PNP_Main_662__bin.2	0.7732983301802655	0.7885257314936274	0.7795802481989756	0.6024154006245878	0.6954227980821872	0.7046045469393312	0.6421755195697106	0.6399101161133687	0.734970678471173	0.7170436713723368	0.7423950234349124	0.6963489819700199	0.7904644820778555	0.819189912318589	0.5896061458793971	0.7728240828405414	0.7990289657003043	0.7932556193161113	0.817348985974521	0.7582196674776734	0.763841986964777	0.6385056803847524	0.49196153619525484	0.688112295362845	0.800005491887167	0.6852324870297071	0.6829893943649805	0.7917402017009976	0.6636270596722145	0.7507426919285849	0.5609979903125398	0.6384868020226163	0.6223995771246881	1.0	0.8107787438795492	0.48270255767482656
FengQ_2015__SID31428__bin.21	0.8302161400930689	0.8627743081067842	0.8272024246877296	0.6694771001714427	0.7827087925544943	0.7626298065148175	0.690863948077394	0.680353294146461	0.8154439137888807	0.8144354641195198	0.8273977467548371	0.7748383541513593	0.8671326230712711	0.8346509919177075	0.6248677443056576	0.8383119030124909	0.7731765858437423	0.8672661033553759	0.8392854518736224	0.806143154543228	0.8200691893215772	0.6922189566495224	0.5337601028655401	0.7454806514817536	0.806650746999755	0.7136217242223855	0.7274895909870194	0.8660702914523635	0.7325967425912319	0.8169893460690668	0.608885623316189	0.6687025471467057	0.6561707078128828	0.8677859417095273	1.0	0.5278398236590742
XieH_2016__YSZC12003_36674__bin.4	0.7378723305056877	0.6984407014470697	0.7186369021502484	0.6118846040810345	0.6122825669772387	0.6193393316387996	0.6239258956454701	0.6064504956636197	0.713842198553513	0.6818669621693807	0.6948398865389467	0.6811542922129984	0.6922647835306635	0.6849082978594092	0.5486834338370035	0.6967531056508234	0.6340381494891838	0.6964592125496517	0.6827228321637276	0.6839816604044402	0.7248669363600715	0.6009547779275458	0.5688263508051256	0.6557762482755635	0.6570600532670838	0.658198993103919	0.6610838078222189	0.7221744426229917	0.6434826915279694	0.7038839680064473	0.4775837824291888	0.5755783991068314	0.6061091467359133	0.7024960932198945	0.7177219205123231	1.0
