	NielsenHB_2014__V1_CD29_0__bin.31	XieH_2016__YSZC12003_36005__bin.30	LiJ_2014__MH0271__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.52	NielsenHB_2014__V1_UC15_3__bin.6	ZellerG_2014__CCIS70398272ST-4-0__bin.61	ZeeviD_2015__PNP_Main_759__bin.12	YuJ_2015__SZAXPI015268-109__bin.32	YuJ_2015__SZAXPI015253-44__bin.3	YuJ_2015__SZAXPI017588-123__bin.39	XieH_2016__YSZC12003_37322__bin.37	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.40	LeChatelierE_2013__MH0136__bin.24	NielsenHB_2014__MH0111__bin.16	NielsenHB_2014__V1_UC1_0__bin.3	ZeeviD_2015__PNP_Main_565__bin.34	ZeeviD_2015__PNP_Main_59__bin.13	NielsenHB_2014__MH0136__bin.7	LeChatelierE_2013__MH0111__bin.11	XieH_2016__YSZC12003_35506__bin.79	BackhedF_2015__SID128_12M__bin.24	VatanenT_2016__G78545__bin.5	VogtmannE_2016__MMRS81135225ST-27-0-0__bin.12	HMP_2012__SRS045645__bin.35	ZeeviD_2015__PNP_Main_555__bin.28	QinJ_2012__CON-083__bin.1	LiJ_2014__MH0399__bin.87	ZeeviD_2015__PNP_Main_599__bin.21	HeQ_2017__SZAXPI029573-88__bin.45	LeChatelierE_2013__MH0229__bin.57	ZeeviD_2015__PNP_Main_467__bin.22	ZeeviD_2015__PNP_Main_409__bin.35	LeChatelierE_2013__MH0431__bin.12	ZeeviD_2015__PNP_Main_662__bin.2	FengQ_2015__SID31428__bin.21	XieH_2016__YSZC12003_36674__bin.4
XieH_2016__YSZC12003_37322__bin.37	0.9878264146540292	0.9863660314726994	0.9877306770902897	0.9851412233581701	0.9878643647870247	0.9866820956644055	0.9873975467053364	0.9854745300140427	0.986407459619612	0.9861256820763677	1.0	0.985208887341547	0.9877614112342268	0.9865783787917528	0.9871955851773084	0.9862958171750776	0.9887560951964665	0.9877278654155908	0.9860883100551698	0.9867398884321648	0.9882687039119333	0.9885716341268199	0.9777619943406545	0.9873502558576845	0.9872517415905712	0.986015596089089	0.9850942941992628	0.9863760710950027	0.9868586236383626	0.9872904782709889	0.9870484645693564	0.9893137769443547	0.9853310259726855	0.9878961443510392	0.9863727440281757	0.9792265299681211
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.40	0.9835263503570746	0.9827598403396807	0.9835215779502752	0.9840592764833522	0.9837658992195127	0.983095493280089	0.9837872701383895	0.9850407292439435	0.9831772732015193	0.9846338988082105	0.985208887341547	1.0	0.9832347757699818	0.9829438516576467	0.9821205121065681	0.9817216751416964	0.984877186650719	0.9832035694490457	0.9829271142514496	0.9832755603921515	0.9833937406345136	0.9830307123203971	0.9757670963452696	0.9839306323909619	0.9832809578111203	0.9864760041245505	0.9804747196570065	0.9831403859889818	0.9832259342982121	0.9837402796535906	0.9832816927861916	0.9845556763078925	0.9808819053780647	0.9840656582192827	0.9829083528871718	0.9769164085504336
LeChatelierE_2013__MH0136__bin.24	0.9982343910275085	0.9896250222340804	0.9900079101594088	0.9819500905852159	0.9903945577414567	0.9898765034311835	0.9983612843299776	0.9847242201086374	0.9841991350167142	0.9839221647825864	0.9877614112342268	0.9832347757699818	1.0	0.9887003530725994	0.991166084689913	0.9875820267389879	0.9903120728839663	0.9998652282811376	0.988511313996124	0.9871434771077947	0.989303425684636	0.9875912155520348	0.9765631181655615	0.9890757635612015	0.9903521821405004	0.9827776748965048	0.9870519364884955	0.9879925033011032	0.987816486608943	0.9887703088300949	0.9965680427840407	0.9910229728117502	0.9869086168884423	0.9902200436432433	0.9884308583959681	0.9778956727501099
NielsenHB_2014__MH0111__bin.16	0.9886250830354011	0.9888233585311557	0.9879875050118132	0.9839568967629228	0.9880750368439897	0.9920659749378661	0.9875127679457553	0.9844266099365578	0.9846723311049691	0.9834793379796141	0.9865783787917528	0.9829438516576467	0.9887003530725994	1.0	0.9880103308805613	0.9859014329618248	0.9884843623419174	0.9883823984716269	0.9995662499251889	0.9864792452254095	0.9876282362677212	0.9859422930448621	0.9768322897583618	0.9865748829002432	0.9886104485247438	0.9830940196362454	0.9858420620702187	0.9860146762410537	0.9855473172617568	0.9868867722170238	0.9879775524560597	0.9888995944676815	0.9855953846772161	0.9885684107336403	0.9871074820631505	0.9776205693017243
NielsenHB_2014__V1_UC1_0__bin.3	0.9918840573869183	0.9900226267663357	0.9898074254863699	0.9837256130574702	0.9892982965596971	0.9885764071628537	0.9911673684222561	0.9846672227328684	0.9852824501389726	0.983491847113721	0.9871955851773084	0.9821205121065681	0.991166084689913	0.9880103308805613	1.0	0.986633392689942	0.990730086563047	0.9910450960936125	0.9877298057695587	0.9874691335274389	0.9890583527708517	0.9863026137824572	0.9769842392529857	0.9876329291380228	0.9899247982353542	0.982257311480296	0.987492318954416	0.9876991778952213	0.9871679838739414	0.9896356800735	0.9892601711121117	0.9914295275470779	0.9860396444686894	0.9905267427064472	0.9882536817396559	0.9731431836874521
ZeeviD_2015__PNP_Main_565__bin.34	0.987958465993252	0.9866926660166829	0.9877739276359297	0.9826353955128461	0.9884454192635315	0.9864766598995127	0.987663388083409	0.9835628054359226	0.9824896009816049	0.9831098956901875	0.9862958171750776	0.9817216751416964	0.9875820267389879	0.9859014329618248	0.986633392689942	1.0	0.9887013728821639	0.9877568562442266	0.9854066932705855	0.9851088703012867	0.9862324312621127	0.9866171497711242	0.9774540549654358	0.9929015638847956	0.9872052347190555	0.9827427130736305	0.9845888997721777	0.9866946293215012	0.9857512546403089	0.9868671510985989	0.9860912715664476	0.987434412527059	0.9842708581065012	0.9877030812120131	0.9862038314926918	0.977595080730134
ZeeviD_2015__PNP_Main_59__bin.13	0.9900968795920413	0.9907763166452676	0.9900572104310762	0.9840057529694746	0.9905364943443168	0.9897097468568478	0.9899150006547431	0.9853256950724453	0.9850703419012098	0.9844602187786747	0.9887560951964665	0.984877186650719	0.9903120728839663	0.9884843623419174	0.990730086563047	0.9887013728821639	1.0	0.9902515970053207	0.9883941473628104	0.9875120467238717	0.9892753380499854	0.9877521819439647	0.9788824760669705	0.9882851358779444	0.9941993138241643	0.984261494598167	0.9871656001091432	0.9893369613433709	0.9872845809733731	0.9901179117643298	0.9891929412758631	0.9908347985756168	0.9865230151757228	0.9943120296657196	0.990277222287574	0.977839352964062
NielsenHB_2014__MH0136__bin.7	0.9979746177107685	0.9895673381529838	0.989926592449007	0.9819994327953373	0.990354047163321	0.98982057777242	0.9981857143668541	0.9846733270325062	0.9840647643615408	0.9838151512399628	0.9877278654155908	0.9832035694490457	0.9998652282811376	0.9883823984716269	0.9910450960936125	0.9877568562442266	0.9902515970053207	1.0	0.9884697034159599	0.9870746550485142	0.9892773182769353	0.9873833289949693	0.9765719167130689	0.988964211417579	0.990210661781312	0.9827241509578121	0.9870074432236324	0.9879789700625449	0.9878462137669602	0.9888303707391015	0.9963355181869367	0.9908786432611657	0.9866892134787251	0.9900922019288646	0.9883167511301925	0.9778292359052526
LeChatelierE_2013__MH0111__bin.11	0.9888694214431257	0.9890843718464576	0.9875947911929921	0.9833827507967625	0.9880741205006758	0.9926267811091615	0.9879886765978473	0.9844996469814888	0.9843420170362828	0.9833633210159811	0.9860883100551698	0.9829271142514496	0.988511313996124	0.9995662499251889	0.9877298057695587	0.9854066932705855	0.9883941473628104	0.9884697034159599	1.0	0.9859720469347739	0.9874544804561346	0.9857984721716988	0.9764668657197264	0.9861569947604543	0.9887033239926116	0.9827592740275556	0.9860073299692574	0.9859673524953457	0.9856431317270993	0.9863613925389624	0.9879729664004331	0.988875985975166	0.9849456344550276	0.9887078212766016	0.9866746614858702	0.9781090503982071
XieH_2016__YSZC12003_35506__bin.79	0.9879341011490701	0.9866630315607537	0.9890975480977439	0.982588546142647	0.9886252362431182	0.9857247800461263	0.9867139881467842	0.9832565211808472	0.9823208674278958	0.9829112800373976	0.9867398884321648	0.9832755603921515	0.9871434771077947	0.9864792452254095	0.9874691335274389	0.9851088703012867	0.9875120467238717	0.9870746550485142	0.9859720469347739	1.0	0.98744166256698	0.9875268087931037	0.9770908894806954	0.9870537459078054	0.9877569395731439	0.983789244597497	0.9863033945487223	0.9878275140308306	0.9852143564172349	0.988675461981908	0.9867200894683249	0.9873376094188934	0.9860226979646927	0.9878290824559167	0.985616185571718	0.9780995479422862
BackhedF_2015__SID128_12M__bin.24	0.9892863705522194	0.9876270780961925	0.9916171285978868	0.9827421726712967	0.9894272777558801	0.9873183521525657	0.9897192902479223	0.9836182055388949	0.9837172240857531	0.9846001801645677	0.9882687039119333	0.9833937406345136	0.989303425684636	0.9876282362677212	0.9890583527708517	0.9862324312621127	0.9892753380499854	0.9892773182769353	0.9874544804561346	0.98744166256698	1.0	0.9871906072374211	0.9776593751463769	0.9882139566348251	0.9879724601932294	0.9840909739833305	0.9874018308403841	0.9882759482435466	0.9863578388589747	0.988006257472855	0.9880534022114996	0.9891795152123286	0.9879247163094996	0.9888174737710514	0.9874254732957188	0.9734219417679798
VatanenT_2016__G78545__bin.5	0.9869514147456451	0.9860265218632865	0.9887757438708477	0.9832443430437603	0.988547149457974	0.9863878346110343	0.9861831021720115	0.9827972244297121	0.9831086752355848	0.9832694701388719	0.9885716341268199	0.9830307123203971	0.9875912155520348	0.9859422930448621	0.9863026137824572	0.9866171497711242	0.9877521819439647	0.9873833289949693	0.9857984721716988	0.9875268087931037	0.9871906072374211	1.0	0.9794937453590733	0.986108660462904	0.9867143095599822	0.9836177978114018	0.9861402032744399	0.9869268183210983	0.9854723121829592	0.9870371546932074	0.9863804967173341	0.986649516003408	0.987725653540065	0.9878471669056343	0.9851237883451086	0.9784695675748949
VogtmannE_2016__MMRS81135225ST-27-0-0__bin.12	0.9781705048881245	0.9764466829116443	0.9771993407254714	0.9756310513929366	0.9780981074888596	0.9769310776942356	0.9774077029048155	0.9756109794964001	0.9756367902297317	0.9755120831031532	0.9777619943406545	0.9757670963452696	0.9765631181655615	0.9768322897583618	0.9769842392529857	0.9774540549654358	0.9788824760669705	0.9765719167130689	0.9764668657197264	0.9770908894806954	0.9776593751463769	0.9794937453590733	1.0	0.9787626770133684	0.9772952809243624	0.9774541410506323	0.9761818441094506	0.977223279464671	0.9772530225848849	0.9780831085431543	0.9759898805473398	0.9787598673508411	0.9768478311679046	0.9779630929000401	0.976051531362876	0.9936026270094499
HMP_2012__SRS045645__bin.35	0.988573753416479	0.9869592054317939	0.9884858301732116	0.9819986139110415	0.9887545134017813	0.9876734507203293	0.9886867849381763	0.9838861101902168	0.9829473218267625	0.9832558798335368	0.9873502558576845	0.9839306323909619	0.9890757635612015	0.9865748829002432	0.9876329291380228	0.9929015638847956	0.9882851358779444	0.988964211417579	0.9861569947604543	0.9870537459078054	0.9882139566348251	0.986108660462904	0.9787626770133684	1.0	0.987553524263611	0.9830323472360027	0.9862709170730172	0.9881784477240384	0.9864652892932372	0.9867573307174974	0.9878873213385677	0.988775610898164	0.9867155118517432	0.9878137313354389	0.9867010176436407	0.9777346353840176
ZeeviD_2015__PNP_Main_555__bin.28	0.9904569542761023	0.9902831243727931	0.9896931459021686	0.9826282726174335	0.9891189276462711	0.9896218418808306	0.9902016416744855	0.984124097906578	0.9839287288835534	0.9829979440223154	0.9872517415905712	0.9832809578111203	0.9903521821405004	0.9886104485247438	0.9899247982353542	0.9872052347190555	0.9941993138241643	0.990210661781312	0.9887033239926116	0.9877569395731439	0.9879724601932294	0.9867143095599822	0.9772952809243624	0.987553524263611	1.0	0.9822005668409385	0.9864166538373575	0.9885792649393056	0.9864354774327958	0.9894378119689137	0.9893923337936055	0.9907322211873573	0.9865567172966202	0.9933252026341193	0.9896216904865996	0.9776039718265893
QinJ_2012__CON-083__bin.1	0.9824859629235934	0.9820818772899591	0.983492553904927	0.9904273562129109	0.9840434277317786	0.9824344540022387	0.9829001451167014	0.9904946657356132	0.991154599338293	0.9899395195805465	0.986015596089089	0.9864760041245505	0.9827776748965048	0.9830940196362454	0.982257311480296	0.9827427130736305	0.984261494598167	0.9827241509578121	0.9827592740275556	0.983789244597497	0.9840909739833305	0.9836177978114018	0.9774541410506323	0.9830323472360027	0.9822005668409385	1.0	0.9808100992499432	0.9833749849192533	0.9850111390552414	0.9839299818849295	0.981672145382373	0.9836510257188308	0.9819514521164302	0.9833130290870642	0.9842858759524159	0.9776080090814436
LiJ_2014__MH0399__bin.87	0.9885379521141111	0.9856108093751629	0.9878553100423189	0.9813031322560773	0.986327586335413	0.9857747676280001	0.987319558951474	0.9828908916799447	0.9797914037069023	0.9817497032330145	0.9850942941992628	0.9804747196570065	0.9870519364884955	0.9858420620702187	0.987492318954416	0.9845888997721777	0.9871656001091432	0.9870074432236324	0.9860073299692574	0.9863033945487223	0.9874018308403841	0.9861402032744399	0.9761818441094506	0.9862709170730172	0.9864166538373575	0.9808100992499432	1.0	0.9853492831112607	0.9850836226824772	0.986535943204617	0.9850882061154931	0.9870616785878813	0.986196707150237	0.9871525831262102	0.9842048237083376	0.974382604320696
ZeeviD_2015__PNP_Main_599__bin.21	0.9880463304834736	0.9869090127003426	0.9904358585218711	0.98239600477754	0.9887588339925351	0.9871564709039236	0.9879275936824179	0.9836788854170971	0.9838820425439199	0.9835212669411583	0.9863760710950027	0.9831403859889818	0.9879925033011032	0.9860146762410537	0.9876991778952213	0.9866946293215012	0.9893369613433709	0.9879789700625449	0.9859673524953457	0.9878275140308306	0.9882759482435466	0.9869268183210983	0.977223279464671	0.9881784477240384	0.9885792649393056	0.9833749849192533	0.9853492831112607	1.0	0.9857889176712349	0.990725875862823	0.9878692435187145	0.9892365504952744	0.9864729757287773	0.9896684581918658	0.987369464455241	0.9775056148626795
HeQ_2017__SZAXPI029573-88__bin.45	0.9872932612910804	0.9869391681346293	0.9871822155286722	0.9836331510409287	0.9863196238356369	0.9869779956266109	0.9877031345446101	0.9868074189375664	0.9866728146870125	0.9860884698234508	0.9868586236383626	0.9832259342982121	0.987816486608943	0.9855473172617568	0.9871679838739414	0.9857512546403089	0.9872845809733731	0.9878462137669602	0.9856431317270993	0.9852143564172349	0.9863578388589747	0.9854723121829592	0.9772530225848849	0.9864652892932372	0.9864354774327958	0.9850111390552414	0.9850836226824772	0.9857889176712349	1.0	0.9870470716025874	0.985824679794836	0.9874905987789967	0.9846164112508986	0.986911979146284	0.9873625072310324	0.977218819697667
LeChatelierE_2013__MH0229__bin.57	0.9886355279402032	0.9866913607446779	0.9922915090307448	0.9839232487544487	0.9886349148529278	0.9878406109935562	0.9885334171320281	0.9841057435421943	0.9842152607906574	0.9837019634616092	0.9872904782709889	0.9837402796535906	0.9887703088300949	0.9868867722170238	0.9896356800735	0.9868671510985989	0.9901179117643298	0.9888303707391015	0.9863613925389624	0.988675461981908	0.988006257472855	0.9870371546932074	0.9780831085431543	0.9867573307174974	0.9894378119689137	0.9839299818849295	0.986535943204617	0.990725875862823	0.9870470716025874	1.0	0.9891282475517597	0.9892173087409294	0.9876758685832248	0.990117856892263	0.9875306682060904	0.9771400766967243
ZeeviD_2015__PNP_Main_467__bin.22	0.9960623129748233	0.9897905492056315	0.9888674528442508	0.9819151489293619	0.9887198476802747	0.9890088995878049	0.9958001736877322	0.9837973895217583	0.9827670346757194	0.9828493936569767	0.9870484645693564	0.9832816927861916	0.9965680427840407	0.9879775524560597	0.9892601711121117	0.9860912715664476	0.9891929412758631	0.9963355181869367	0.9879729664004331	0.9867200894683249	0.9880534022114996	0.9863804967173341	0.9759898805473398	0.9878873213385677	0.9893923337936055	0.981672145382373	0.9850882061154931	0.9878692435187145	0.985824679794836	0.9891282475517597	1.0	0.9898481964934555	0.9857462220167591	0.9894700624269105	0.988229869340022	0.9761075424341685
ZeeviD_2015__PNP_Main_409__bin.35	0.9900001381578039	0.9897705074348749	0.9913754378830032	0.9834823439468234	0.9897445182891897	0.9903574495625226	0.9906530523415608	0.9844395412679272	0.9850297084270766	0.9852980211272462	0.9893137769443547	0.9845556763078925	0.9910229728117502	0.9888995944676815	0.9914295275470779	0.987434412527059	0.9908347985756168	0.9908786432611657	0.988875985975166	0.9873376094188934	0.9891795152123286	0.986649516003408	0.9787598673508411	0.988775610898164	0.9907322211873573	0.9836510257188308	0.9870616785878813	0.9892365504952744	0.9874905987789967	0.9892173087409294	0.9898481964934555	1.0	0.988014276307983	0.9907264969024706	0.9893261032622284	0.9781349790815107
LeChatelierE_2013__MH0431__bin.12	0.987663610454992	0.9865665294579958	0.9892870629857095	0.9808179056388173	0.986217684550729	0.9849855704301396	0.9868543051644941	0.982769538805756	0.9811220545789237	0.9805466280695356	0.9853310259726855	0.9808819053780647	0.9869086168884423	0.9855953846772161	0.9860396444686894	0.9842708581065012	0.9865230151757228	0.9866892134787251	0.9849456344550276	0.9860226979646927	0.9879247163094996	0.987725653540065	0.9768478311679046	0.9867155118517432	0.9865567172966202	0.9819514521164302	0.986196707150237	0.9864729757287773	0.9846164112508986	0.9876758685832248	0.9857462220167591	0.988014276307983	1.0	0.9885289841904416	0.9839072481651435	0.9765850216576812
ZeeviD_2015__PNP_Main_662__bin.2	0.9898050339978648	0.990020563643507	0.9901330512267568	0.9828544014814096	0.9894536696459894	0.9898505265205123	0.9898854864225662	0.9842921064557146	0.9849401677556756	0.9832865387798585	0.9878961443510392	0.9840656582192827	0.9902200436432433	0.9885684107336403	0.9905267427064472	0.9877030812120131	0.9943120296657196	0.9900922019288646	0.9887078212766016	0.9878290824559167	0.9888174737710514	0.9878471669056343	0.9779630929000401	0.9878137313354389	0.9933252026341193	0.9833130290870642	0.9871525831262102	0.9896684581918658	0.986911979146284	0.990117856892263	0.9894700624269105	0.9907264969024706	0.9885289841904416	1.0	0.9895436811046162	0.9778648247728537
FengQ_2015__SID31428__bin.21	0.9891391650258937	0.9888114400639426	0.9879138437238348	0.9840165594204203	0.9881100902680834	0.9876238467729466	0.9888193347162374	0.98475043425857	0.9852695950414813	0.9858584540948224	0.9863727440281757	0.9829083528871718	0.9884308583959681	0.9871074820631505	0.9882536817396559	0.9862038314926918	0.990277222287574	0.9883167511301925	0.9866746614858702	0.985616185571718	0.9874254732957188	0.9851237883451086	0.976051531362876	0.9867010176436407	0.9896216904865996	0.9842858759524159	0.9842048237083376	0.987369464455241	0.9873625072310324	0.9875306682060904	0.988229869340022	0.9893261032622284	0.9839072481651435	0.9895436811046162	1.0	0.977029158959852
XieH_2016__YSZC12003_36674__bin.4	0.9744478076680766	0.9772471258944995	0.9782104139420712	0.9763674817398975	0.9780640682415745	0.9771751338215494	0.972262152498482	0.974963961757301	0.9762375921974591	0.9762936455240204	0.9792265299681211	0.9769164085504336	0.9778956727501099	0.9776205693017243	0.9731431836874521	0.977595080730134	0.977839352964062	0.9778292359052526	0.9781090503982071	0.9780995479422862	0.9734219417679798	0.9784695675748949	0.9936026270094499	0.9777346353840176	0.9776039718265893	0.9776080090814436	0.974382604320696	0.9775056148626795	0.977218819697667	0.9771400766967243	0.9761075424341685	0.9781349790815107	0.9765850216576812	0.9778648247728537	0.977029158959852	1.0
