	NielsenHB_2014__V1_CD29_0__bin.31	XieH_2016__YSZC12003_36005__bin.30	LiJ_2014__MH0271__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.52	NielsenHB_2014__V1_UC15_3__bin.6	ZellerG_2014__CCIS70398272ST-4-0__bin.61	ZeeviD_2015__PNP_Main_759__bin.12	YuJ_2015__SZAXPI015268-109__bin.32	YuJ_2015__SZAXPI015253-44__bin.3	YuJ_2015__SZAXPI017588-123__bin.39	XieH_2016__YSZC12003_37322__bin.37	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.40	LeChatelierE_2013__MH0136__bin.24	NielsenHB_2014__MH0111__bin.16	NielsenHB_2014__V1_UC1_0__bin.3	ZeeviD_2015__PNP_Main_565__bin.34	ZeeviD_2015__PNP_Main_59__bin.13	NielsenHB_2014__MH0136__bin.7	LeChatelierE_2013__MH0111__bin.11	XieH_2016__YSZC12003_35506__bin.79	BackhedF_2015__SID128_12M__bin.24	VatanenT_2016__G78545__bin.5	VogtmannE_2016__MMRS81135225ST-27-0-0__bin.12	HMP_2012__SRS045645__bin.35	ZeeviD_2015__PNP_Main_555__bin.28	QinJ_2012__CON-083__bin.1	LiJ_2014__MH0399__bin.87	ZeeviD_2015__PNP_Main_599__bin.21	HeQ_2017__SZAXPI029573-88__bin.45	LeChatelierE_2013__MH0229__bin.57	ZeeviD_2015__PNP_Main_467__bin.22	ZeeviD_2015__PNP_Main_409__bin.35	LeChatelierE_2013__MH0431__bin.12	ZeeviD_2015__PNP_Main_662__bin.2	FengQ_2015__SID31428__bin.21	XieH_2016__YSZC12003_36674__bin.4
LeChatelierE_2013__MH0136__bin.24	1475978.0	1439232.0	1360276.0	1102277.0	1332682.0	1229022.0	1210094.0	1117848.0	1323725.0	1330092.0	1326215.0	1261361.0	1804366.0	1359777.0	1016650.0	1431393.0	1269415.0	1624970.0	1371001.0	1327264.0	1337718.0	1124123.0	884674.0	1285948.0	1304751.0	1171793.0	1241035.0	1408620.0	1202855.0	1287925.0	1039640.0	1131555.0	1110807.0	1395405.0	1432777.0	850286.0
NielsenHB_2014__MH0111__bin.16	1339790.0	1401047.0	1324371.0	1061266.0	1201010.0	1265814.0	1104328.0	1107466.0	1288389.0	1273133.0	1294553.0	1228941.0	1359777.0	1718098.0	1026050.0	1350350.0	1252905.0	1363018.0	1620749.0	1310060.0	1319537.0	1101531.0	867371.0	1206023.0	1297944.0	1163257.0	1205119.0	1347484.0	1158816.0	1286716.0	945315.0	1067979.0	1094788.0	1448530.0	1380956.0	841487.0
NielsenHB_2014__V1_UC1_0__bin.3	992491.0	1018705.0	993174.0	821905.0	912565.0	904444.0	874711.0	846422.0	966737.0	953650.0	951703.0	908639.0	1016650.0	1026050.0	1205563.0	1011401.0	927301.0	1016873.0	1032176.0	976788.0	994640.0	836948.0	713989.0	903771.0	959286.0	858889.0	935745.0	1008144.0	894949.0	933877.0	683996.0	821775.0	843245.0	1040508.0	1032664.0	677221.0
ZeeviD_2015__PNP_Main_565__bin.34	1346174.0	1384650.0	1350311.0	1130115.0	1277502.0	1215676.0	1162799.0	1120325.0	1408306.0	1313491.0	1379068.0	1283378.0	1431393.0	1350350.0	1011401.0	1604613.0	1237761.0	1433292.0	1355690.0	1325017.0	1325579.0	1143852.0	889650.0	1328039.0	1280680.0	1183558.0	1284334.0	1384704.0	1209510.0	1263473.0	966084.0	1095293.0	1156325.0	1367741.0	1388284.0	856062.0
ZeeviD_2015__PNP_Main_59__bin.13	1226987.0	1245381.0	1231244.0	1008175.0	1106144.0	1094045.0	1023302.0	1004068.0	1187770.0	1163916.0	1175926.0	1102771.0	1269415.0	1252905.0	927301.0	1237761.0	1519388.0	1274260.0	1253247.0	1205722.0	1194350.0	1016181.0	811222.0	1118835.0	1263816.0	1098516.0	1092143.0	1244392.0	1075230.0	1173335.0	875909.0	1014053.0	1009573.0	1404719.0	1275150.0	778813.0
NielsenHB_2014__MH0136__bin.7	1492064.0	1445748.0	1366072.0	1100132.0	1334342.0	1236023.0	1232441.0	1123662.0	1328879.0	1332419.0	1329842.0	1264733.0	1624970.0	1363018.0	1016873.0	1433292.0	1274260.0	1645331.0	1370303.0	1330332.0	1339497.0	1129458.0	894354.0	1289713.0	1306217.0	1177945.0	1239248.0	1420261.0	1191316.0	1291717.0	1040802.0	1131301.0	1118266.0	1400513.0	1433163.0	855496.0
LeChatelierE_2013__MH0111__bin.11	1337846.0	1401202.0	1332666.0	1063052.0	1203014.0	1252099.0	1098963.0	1109007.0	1288544.0	1272189.0	1304155.0	1232422.0	1371001.0	1620749.0	1032176.0	1355690.0	1253247.0	1370303.0	1688298.0	1322431.0	1320312.0	1099600.0	869115.0	1210792.0	1298258.0	1161146.0	1201915.0	1353059.0	1164878.0	1276230.0	945786.0	1070387.0	1085798.0	1445071.0	1389233.0	838383.0
XieH_2016__YSZC12003_35506__bin.79	1281297.0	1360804.0	1348504.0	1046093.0	1168288.0	1170700.0	1079707.0	1082511.0	1285640.0	1227886.0	1279401.0	1239623.0	1327264.0	1310060.0	976788.0	1325017.0	1205722.0	1330332.0	1322431.0	1586096.0	1353762.0	1108778.0	871531.0	1189765.0	1241683.0	1155159.0	1184016.0	1367346.0	1129474.0	1316610.0	919208.0	1043010.0	1097279.0	1341723.0	1335807.0	839937.0
BackhedF_2015__SID128_12M__bin.24	1360510.0	1325071.0	1349299.0	1010498.0	1207636.0	1212855.0	1140680.0	1090723.0	1310833.0	1223326.0	1287752.0	1203221.0	1337718.0	1319537.0	994640.0	1325579.0	1194350.0	1339497.0	1320312.0	1353762.0	1881320.0	1094119.0	853960.0	1200318.0	1242565.0	1155759.0	1211684.0	1392522.0	1142341.0	1318104.0	924531.0	1068344.0	1067801.0	1350321.0	1356393.0	894422.0
VatanenT_2016__G78545__bin.5	1102495.0	1110103.0	1117936.0	923509.0	1014158.0	994625.0	928356.0	937465.0	1102045.0	1065298.0	1111970.0	1057263.0	1124123.0	1101531.0	836948.0	1143852.0	1016181.0	1129458.0	1099600.0	1108778.0	1094119.0	1435331.0	771667.0	1042808.0	1060389.0	975693.0	1034070.0	1158555.0	1001054.0	1086027.0	779397.0	902589.0	961762.0	1129860.0	1147604.0	737700.0
VogtmannE_2016__MMRS81135225ST-27-0-0__bin.12	855952.0	876989.0	890676.0	755921.0	776006.0	798000.0	779602.0	777522.0	880549.0	923190.0	881374.0	866384.0	884674.0	867371.0	713989.0	889650.0	811222.0	894354.0	869115.0	871531.0	853960.0	771667.0	1332393.0	817523.0	811197.0	800280.0	827478.0	887529.0	795842.0	827809.0	593708.0	700796.0	812926.0	879343.0	893126.0	687626.0
HMP_2012__SRS045645__bin.35	1246166.0	1247470.0	1212506.0	1012922.0	1154063.0	1093250.0	1056552.0	1040655.0	1201864.0	1186088.0	1198127.0	1140244.0	1285948.0	1206023.0	903771.0	1328039.0	1118835.0	1289713.0	1210792.0	1189765.0	1200318.0	1042808.0	817523.0	1523456.0	1154383.0	1097559.0	1143922.0	1238839.0	1115650.0	1168269.0	865044.0	1033642.0	1036472.0	1217682.0	1233929.0	805601.0
ZeeviD_2015__PNP_Main_555__bin.28	1264481.0	1306387.0	1254505.0	1029604.0	1147681.0	1145579.0	1067934.0	1061420.0	1236181.0	1205266.0	1246131.0	1134754.0	1304751.0	1297944.0	959286.0	1280680.0	1263816.0	1306217.0	1298258.0	1241683.0	1242565.0	1060389.0	811197.0	1154383.0	1597111.0	1147059.0	1123729.0	1278289.0	1119833.0	1234498.0	934230.0	1065088.0	1024229.0	1407833.0	1331238.0	807286.0
QinJ_2012__CON-083__bin.1	1133605.0	1180425.0	1149663.0	1063656.0	1064389.0	1062193.0	986792.0	1071188.0	1221991.0	1174099.0	1194402.0	1174431.0	1171793.0	1163257.0	858889.0	1183558.0	1098516.0	1177945.0	1161146.0	1155159.0	1155759.0	975693.0	800280.0	1097559.0	1147059.0	1363238.0	1055920.0	1160420.0	1079535.0	1143247.0	806150.0	978777.0	981464.0	1218136.0	1184094.0	808682.0
LiJ_2014__MH0399__bin.87	1252394.0	1189782.0	1223333.0	1055150.0	1073256.0	1055097.0	1013766.0	1009813.0	1204240.0	1145680.0	1175523.0	1147077.0	1241035.0	1205119.0	935745.0	1284334.0	1092143.0	1239248.0	1201915.0	1184016.0	1211684.0	1034070.0	827478.0	1143922.0	1123729.0	1055920.0	1700030.0	1233455.0	1068490.0	1130937.0	814456.0	939921.0	1051126.0	1209426.0	1207204.0	814915.0
ZeeviD_2015__PNP_Main_599__bin.21	1422994.0	1366971.0	1483876.0	1080891.0	1257076.0	1203719.0	1137967.0	1113098.0	1303453.0	1299129.0	1326563.0	1272627.0	1408620.0	1347484.0	1008144.0	1384704.0	1244392.0	1420261.0	1353059.0	1367346.0	1392522.0	1158555.0	887529.0	1238839.0	1278289.0	1160420.0	1233455.0	1922698.0	1174717.0	1353551.0	968365.0	1092122.0	1108226.0	1398436.0	1432560.0	887377.0
HeQ_2017__SZAXPI029573-88__bin.45	1140812.0	1176801.0	1160653.0	988156.0	1087397.0	1069651.0	990415.0	1018906.0	1184121.0	1198646.0	1154217.0	1090016.0	1202855.0	1158816.0	894949.0	1209510.0	1075230.0	1191316.0	1164878.0	1129474.0	1142341.0	1001054.0	795842.0	1115650.0	1119833.0	1079535.0	1068490.0	1174717.0	1411356.0	1125923.0	825096.0	952004.0	989041.0	1175426.0	1211791.0	790916.0
LeChatelierE_2013__MH0229__bin.57	1278194.0	1307196.0	1324254.0	1020231.0	1153005.0	1127606.0	1040589.0	1063403.0	1267300.0	1195236.0	1224515.0	1176527.0	1287925.0	1286716.0	933877.0	1263473.0	1173335.0	1291717.0	1276230.0	1316610.0	1318104.0	1086027.0	827809.0	1168269.0	1234498.0	1143247.0	1130937.0	1353551.0	1125923.0	1648899.0	894520.0	1048996.0	1050216.0	1325421.0	1351155.0	865226.0
ZeeviD_2015__PNP_Main_467__bin.22	1002873.0	999662.0	939228.0	750020.0	876052.0	867793.0	842892.0	770740.0	891373.0	895945.0	892095.0	846557.0	1039640.0	945315.0	683996.0	966084.0	875909.0	1040802.0	945786.0	919208.0	924531.0	779397.0	593708.0	865044.0	934230.0	806150.0	814456.0	968365.0	825096.0	894520.0	1346440.0	781339.0	737629.0	991079.0	1006276.0	587675.0
ZeeviD_2015__PNP_Main_409__bin.35	1085715.0	1099077.0	1081910.0	894679.0	1010679.0	964164.0	891414.0	935448.0	1059632.0	1058633.0	1070818.0	1002051.0	1131555.0	1067979.0	821775.0	1095293.0	1014053.0	1131301.0	1070387.0	1043010.0	1068344.0	902589.0	700796.0	1033642.0	1065088.0	978777.0	939921.0	1092122.0	952004.0	1048996.0	781339.0	1311660.0	859606.0	1126543.0	1103908.0	706791.0
LeChatelierE_2013__MH0431__bin.12	1069843.0	1114604.0	1106886.0	907513.0	986409.0	989981.0	939395.0	926963.0	1078878.0	1052928.0	1075399.0	1044874.0	1110807.0	1094788.0	843245.0	1156325.0	1009573.0	1118266.0	1085798.0	1097279.0	1067801.0	961762.0	812926.0	1036472.0	1024229.0	981464.0	1051126.0	1108226.0	989041.0	1050216.0	737629.0	859606.0	1666052.0	1100600.0	1089186.0	745463.0
ZeeviD_2015__PNP_Main_662__bin.2	1365674.0	1392263.0	1376312.0	1071412.0	1228579.0	1244301.0	1134014.0	1136435.0	1304397.0	1274721.0	1313631.0	1236951.0	1395405.0	1448530.0	1040508.0	1367741.0	1404719.0	1400513.0	1445071.0	1341723.0	1350321.0	1129860.0	879343.0	1217682.0	1407833.0	1218136.0	1209426.0	1398436.0	1175426.0	1325421.0	991079.0	1126543.0	1100600.0	1748033.0	1432244.0	862880.0
FengQ_2015__SID31428__bin.21	1370797.0	1425027.0	1367515.0	1111150.0	1293702.0	1261135.0	1141077.0	1128360.0	1351694.0	1349216.0	1369975.0	1287471.0	1432777.0	1380956.0	1032664.0	1388284.0	1275150.0	1433163.0	1389233.0	1335807.0	1356393.0	1147604.0	893126.0	1233929.0	1331238.0	1184094.0	1207204.0	1432560.0	1211791.0	1351155.0	1006276.0	1103908.0	1089186.0	1432244.0	1633200.0	882336.0
XieH_2016__YSZC12003_36674__bin.4	909511.0	858441.0	882394.0	752734.0	751917.0	761275.0	770788.0	747123.0	878278.0	838889.0	852289.0	837478.0	850286.0	841487.0	677221.0	856062.0	778813.0	855496.0	838383.0	839937.0	894422.0	737700.0	687626.0	805601.0	807286.0	808682.0	814915.0	887377.0	790916.0	865226.0	587675.0	706791.0	745463.0	862880.0	882336.0	1201117.0
