	LeChatelierE_2013__MH0079__bin.19	LiJ_2014__MH0385__bin.37	ZellerG_2014__CCIS74726977ST-3-0__bin.8	KarlssonFH_2013__S126__bin.3	XieH_2016__YSZC12003_36034__bin.56	CosteaPI_2017__mickey1-11-30-0__bin.4	ZeeviD_2015__PNP_Validation_13__bin.57	LeChatelierE_2013__MH0426__bin.85	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.53	ZeeviD_2015__PNP_Main_553__bin.24	LiJ_2014__MH0309__bin.10	FengQ_2015__SID31223__bin.58	CosteaPI_2017__SID713B051-11-0-0__bin.73	VogtmannE_2016__MMRS20257302ST-27-0-0__bin.74	ZeeviD_2015__PNP_Main_438__bin.39	CosteaPI_2017__SID713B051-11-90-0__bin.68	XieH_2016__YSZC12003_37223__bin.28	LeChatelierE_2013__MH0132__bin.8	LiJ_2014__MH0362__bin.58	RampelliS_2015__H21__bin.19	RampelliS_2015__H14__bin.79	ZeeviD_2015__PNP_Main_82__bin.39	LeChatelierE_2013__MH0189__bin.85	SchirmerM_2016__G89006__bin.14	LeChatelierE_2013__MH0415__bin.1	NielsenHB_2014__MH0079__bin.17	ZeeviD_2015__PNP_Main_225__bin.4	LiJ_2014__MH0402__bin.12	ZellerG_2014__CCIS36797902ST-4-0__bin.3	ZeeviD_2015__PNP_Main_403__bin.9	LiJ_2014__MH0315__bin.76	NielsenHB_2014__MH0132__bin.49	LeChatelierE_2013__MH0437__bin.12	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.61	LeChatelierE_2013__MH0224__bin.40	CosteaPI_2017__mickey1-11-0-0__bin.28
LiJ_2014__MH0309__bin.10	1489136.0	1645384.0	1103732.0	1629848.0	955168.0	1511699.0	1541288.0	1263857.0	1568249.0	1449352.0	1877195.0	1014856.0	1647444.0	1665641.0	1500591.0	1354609.0	1683221.0	1233046.0	1707948.0	1648196.0	1611587.0	1556996.0	1646131.0	1630158.0	1635670.0	1331808.0	1722963.0	1735086.0	1625018.0	1661223.0	1513957.0	935791.0	1673806.0	1672142.0	1599069.0	1685013.0
FengQ_2015__SID31223__bin.58	884787.0	963828.0	697115.0	940138.0	852677.0	894487.0	924838.0	786865.0	863672.0	822639.0	1014856.0	1058859.0	982502.0	962002.0	826037.0	814303.0	977489.0	754088.0	987976.0	966325.0	946900.0	910601.0	978578.0	961795.0	927160.0	820028.0	963701.0	997133.0	962970.0	959705.0	897527.0	597944.0	992690.0	951463.0	968722.0	966073.0
CosteaPI_2017__SID713B051-11-0-0__bin.73	1440706.0	1608013.0	1083109.0	1575630.0	945032.0	1500958.0	1603609.0	1228624.0	1495574.0	1412654.0	1647444.0	982502.0	1856951.0	1596634.0	1484292.0	1412645.0	1590734.0	1164181.0	1680819.0	1615743.0	1564408.0	1554169.0	1596165.0	1604489.0	1585800.0	1312018.0	1614883.0	1621545.0	1605902.0	1604214.0	1526978.0	891741.0	1610348.0	1588944.0	1623013.0	1657006.0
VogtmannE_2016__MMRS20257302ST-27-0-0__bin.74	1452035.0	1584972.0	1088210.0	1574770.0	933462.0	1466142.0	1510820.0	1240774.0	1523548.0	1409808.0	1665641.0	962002.0	1596634.0	1732147.0	1447358.0	1333615.0	1602348.0	1197780.0	1640614.0	1586715.0	1568960.0	1539468.0	1607401.0	1584783.0	1583525.0	1311089.0	1628603.0	1637389.0	1561875.0	1598296.0	1490576.0	928178.0	1582843.0	1604230.0	1539552.0	1628634.0
ZeeviD_2015__PNP_Main_438__bin.39	1364177.0	1491168.0	981772.0	1444714.0	804653.0	1361811.0	1383680.0	1147452.0	1389856.0	1290918.0	1500591.0	826037.0	1484292.0	1447358.0	1660959.0	1221458.0	1475258.0	1057710.0	1548354.0	1447777.0	1430113.0	1415567.0	1458364.0	1454299.0	1467076.0	1178054.0	1502417.0	1478878.0	1417142.0	1490138.0	1349659.0	803310.0	1459478.0	1458300.0	1454878.0	1547942.0
CosteaPI_2017__SID713B051-11-90-0__bin.68	1219923.0	1331948.0	959581.0	1321270.0	787569.0	1295824.0	1340248.0	1085926.0	1245122.0	1177272.0	1354609.0	814303.0	1412645.0	1333615.0	1221458.0	1503892.0	1333363.0	1031047.0	1365321.0	1336402.0	1339916.0	1305067.0	1349692.0	1327680.0	1328631.0	1131830.0	1332251.0	1340085.0	1329922.0	1336279.0	1306579.0	807426.0	1315340.0	1321885.0	1328162.0	1369528.0
XieH_2016__YSZC12003_37223__bin.28	1455710.0	1596149.0	1085238.0	1596379.0	932320.0	1484733.0	1515201.0	1240463.0	1500694.0	1420264.0	1683221.0	977489.0	1590734.0	1602348.0	1475258.0	1333363.0	1831953.0	1187458.0	1656426.0	1592942.0	1576508.0	1523425.0	1612843.0	1585278.0	1598029.0	1321239.0	1631834.0	1644738.0	1562793.0	1624349.0	1479611.0	904805.0	1602634.0	1611143.0	1549162.0	1642293.0
LeChatelierE_2013__MH0132__bin.8	1092400.0	1156818.0	887129.0	1154575.0	738502.0	1119185.0	1117562.0	987259.0	1117381.0	1042662.0	1233046.0	754088.0	1164181.0	1197780.0	1057710.0	1031047.0	1187458.0	1285503.0	1201191.0	1175574.0	1178107.0	1123358.0	1183542.0	1153700.0	1160772.0	1030498.0	1190494.0	1217140.0	1165993.0	1179227.0	1121901.0	911478.0	1204723.0	1196435.0	1144476.0	1193088.0
LiJ_2014__MH0362__bin.58	1501347.0	1700932.0	1111928.0	1630851.0	962346.0	1550212.0	1556753.0	1302005.0	1541316.0	1495114.0	1707948.0	987976.0	1680819.0	1640614.0	1548354.0	1365321.0	1656426.0	1201191.0	1847566.0	1661147.0	1614205.0	1551541.0	1638728.0	1623845.0	1662539.0	1348051.0	1680121.0	1678582.0	1621122.0	1658232.0	1522491.0	910221.0	1633289.0	1643017.0	1610824.0	1761963.0
RampelliS_2015__H21__bin.19	1468027.0	1610192.0	1115957.0	1570725.0	961221.0	1494565.0	1521921.0	1232967.0	1498084.0	1419652.0	1648196.0	966325.0	1615743.0	1586715.0	1447777.0	1336402.0	1592942.0	1175574.0	1661147.0	1931353.0	1594805.0	1503913.0	1597032.0	1563891.0	1597939.0	1332562.0	1616310.0	1648534.0	1631311.0	1613718.0	1483499.0	892847.0	1616613.0	1598228.0	1561301.0	1640471.0
RampelliS_2015__H14__bin.79	1443049.0	1563295.0	1094782.0	1562497.0	948173.0	1472276.0	1503616.0	1242912.0	1462009.0	1396479.0	1611587.0	946900.0	1564408.0	1568960.0	1430113.0	1339916.0	1576508.0	1178107.0	1614205.0	1594805.0	1756512.0	1499365.0	1575783.0	1541427.0	1573564.0	1321397.0	1584989.0	1595481.0	1563228.0	1601122.0	1471876.0	898106.0	1536968.0	1562156.0	1518535.0	1606438.0
ZeeviD_2015__PNP_Main_82__bin.39	1398425.0	1501533.0	1039254.0	1502263.0	886400.0	1411549.0	1474294.0	1201725.0	1444680.0	1340753.0	1556996.0	910601.0	1554169.0	1539468.0	1415567.0	1305067.0	1523425.0	1123358.0	1551541.0	1503913.0	1499365.0	1665194.0	1518470.0	1561712.0	1498743.0	1246822.0	1546349.0	1535987.0	1493353.0	1523082.0	1442371.0	866061.0	1503727.0	1496691.0	1506433.0	1540288.0
LeChatelierE_2013__MH0189__bin.85	1463508.0	1594259.0	1073905.0	1589746.0	923141.0	1476524.0	1523950.0	1243338.0	1492701.0	1415673.0	1646131.0	978578.0	1596165.0	1607401.0	1458364.0	1349692.0	1612843.0	1183542.0	1638728.0	1597032.0	1575783.0	1518470.0	1813065.0	1575036.0	1623768.0	1321495.0	1613495.0	1620880.0	1556312.0	1593616.0	1485965.0	910449.0	1575124.0	1584702.0	1547337.0	1631908.0
SchirmerM_2016__G89006__bin.14	1430777.0	1570444.0	1050205.0	1547952.0	928058.0	1449583.0	1517639.0	1220524.0	1498573.0	1384697.0	1630158.0	961795.0	1604489.0	1584783.0	1454299.0	1327680.0	1585278.0	1153700.0	1623845.0	1563891.0	1541427.0	1561712.0	1575036.0	1833283.0	1572092.0	1277320.0	1611938.0	1621121.0	1547299.0	1585444.0	1479803.0	885232.0	1547857.0	1575619.0	1552001.0	1606109.0
LeChatelierE_2013__MH0415__bin.1	1452564.0	1598433.0	1065296.0	1639470.0	943753.0	1475069.0	1524986.0	1234246.0	1475037.0	1407181.0	1635670.0	927160.0	1585800.0	1583525.0	1467076.0	1328631.0	1598029.0	1160772.0	1662539.0	1597939.0	1573564.0	1498743.0	1623768.0	1572092.0	1849291.0	1307895.0	1618245.0	1640043.0	1576469.0	1596691.0	1456292.0	884613.0	1565825.0	1612470.0	1531294.0	1651665.0
NielsenHB_2014__MH0079__bin.17	1275489.0	1301632.0	975953.0	1298358.0	805609.0	1249363.0	1266522.0	1071378.0	1207663.0	1167277.0	1331808.0	820028.0	1312018.0	1311089.0	1178054.0	1131830.0	1321239.0	1030498.0	1348051.0	1332562.0	1321397.0	1246822.0	1321495.0	1277320.0	1307895.0	1428173.0	1312278.0	1330712.0	1314740.0	1316898.0	1250595.0	802909.0	1316562.0	1295820.0	1275503.0	1339090.0
ZeeviD_2015__PNP_Main_225__bin.4	1488633.0	1615635.0	1081764.0	1586924.0	925125.0	1480698.0	1527473.0	1252751.0	1546033.0	1417690.0	1722963.0	963701.0	1614883.0	1628603.0	1502417.0	1332251.0	1631834.0	1190494.0	1680121.0	1616310.0	1584989.0	1546349.0	1613495.0	1611938.0	1618245.0	1312278.0	1841288.0	1677108.0	1585114.0	1641936.0	1477821.0	903934.0	1613408.0	1631380.0	1575673.0	1651967.0
LiJ_2014__MH0402__bin.12	1474193.0	1622731.0	1125721.0	1596891.0	963773.0	1488637.0	1540727.0	1256679.0	1543869.0	1434892.0	1735086.0	997133.0	1621545.0	1637389.0	1478878.0	1340085.0	1644738.0	1217140.0	1678582.0	1648534.0	1595481.0	1535987.0	1620880.0	1621121.0	1640043.0	1330712.0	1677108.0	1899915.0	1625979.0	1635619.0	1513205.0	935937.0	1700991.0	1684752.0	1571177.0	1652934.0
ZellerG_2014__CCIS36797902ST-4-0__bin.3	1447364.0	1585362.0	1089303.0	1575782.0	952657.0	1491591.0	1545759.0	1220970.0	1474936.0	1384814.0	1625018.0	962970.0	1605902.0	1561875.0	1417142.0	1329922.0	1562793.0	1165993.0	1621122.0	1631311.0	1563228.0	1493353.0	1556312.0	1547299.0	1576469.0	1314740.0	1585114.0	1625979.0	1900078.0	1603888.0	1486523.0	879990.0	1576409.0	1554920.0	1557145.0	1598364.0
ZeeviD_2015__PNP_Main_403__bin.9	1471389.0	1610849.0	1085190.0	1581369.0	922428.0	1484861.0	1519701.0	1237528.0	1508914.0	1414939.0	1661223.0	959705.0	1604214.0	1598296.0	1490138.0	1336279.0	1624349.0	1179227.0	1658232.0	1613718.0	1601122.0	1523082.0	1593616.0	1585444.0	1596691.0	1316898.0	1641936.0	1635619.0	1603888.0	1767756.0	1472892.0	890154.0	1584801.0	1598578.0	1567524.0	1635748.0
LiJ_2014__MH0315__bin.76	1342420.0	1475111.0	1062018.0	1467082.0	889693.0	1408393.0	1473383.0	1186726.0	1391805.0	1311481.0	1513957.0	897527.0	1526978.0	1490576.0	1349659.0	1306579.0	1479611.0	1121901.0	1522491.0	1483499.0	1471876.0	1442371.0	1485965.0	1479803.0	1456292.0	1250595.0	1477821.0	1513205.0	1486523.0	1472892.0	1679819.0	880281.0	1478003.0	1468953.0	1504993.0	1515064.0
NielsenHB_2014__MH0132__bin.49	834257.0	875455.0	717331.0	877482.0	569892.0	854327.0	856877.0	770670.0	862401.0	801580.0	935791.0	597944.0	891741.0	928178.0	803310.0	807426.0	904805.0	911478.0	910221.0	892847.0	898106.0	866061.0	910449.0	885232.0	884613.0	802909.0	903934.0	935937.0	879990.0	890154.0	880281.0	979025.0	919143.0	913578.0	881193.0	906901.0
LeChatelierE_2013__MH0437__bin.12	1443597.0	1580236.0	1090972.0	1568884.0	939510.0	1480053.0	1502727.0	1228812.0	1496127.0	1398714.0	1673806.0	992690.0	1610348.0	1582843.0	1459478.0	1315340.0	1602634.0	1204723.0	1633289.0	1616613.0	1536968.0	1503727.0	1575124.0	1547857.0	1565825.0	1316562.0	1613408.0	1700991.0	1576409.0	1584801.0	1478003.0	919143.0	1805571.0	1636085.0	1574924.0	1609806.0
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.61	1435966.0	1588247.0	1086544.0	1588140.0	919394.0	1458887.0	1491412.0	1225132.0	1510044.0	1391043.0	1672142.0	951463.0	1588944.0	1604230.0	1458300.0	1321885.0	1611143.0	1196435.0	1643017.0	1598228.0	1562156.0	1496691.0	1584702.0	1575619.0	1612470.0	1295820.0	1631380.0	1684752.0	1554920.0	1598578.0	1468953.0	913578.0	1636085.0	1857200.0	1543591.0	1617211.0
LeChatelierE_2013__MH0224__bin.40	1408826.0	1530661.0	1064786.0	1515883.0	926853.0	1442269.0	1516969.0	1196052.0	1449400.0	1354195.0	1599069.0	968722.0	1623013.0	1539552.0	1454878.0	1328162.0	1549162.0	1144476.0	1610824.0	1561301.0	1518535.0	1506433.0	1547337.0	1552001.0	1531294.0	1275503.0	1575673.0	1571177.0	1557145.0	1567524.0	1504993.0	881193.0	1574924.0	1543591.0	1730766.0	1580308.0
CosteaPI_2017__mickey1-11-0-0__bin.28	1489992.0	1681567.0	1106676.0	1629734.0	956301.0	1572337.0	1558436.0	1294523.0	1519117.0	1490364.0	1685013.0	966073.0	1657006.0	1628634.0	1547942.0	1369528.0	1642293.0	1193088.0	1761963.0	1640471.0	1606438.0	1540288.0	1631908.0	1606109.0	1651665.0	1339090.0	1651967.0	1652934.0	1598364.0	1635748.0	1515064.0	906901.0	1609806.0	1617211.0	1580308.0	1822806.0
