	LeChatelierE_2013__MH0079__bin.19	LiJ_2014__MH0385__bin.37	ZellerG_2014__CCIS74726977ST-3-0__bin.8	KarlssonFH_2013__S126__bin.3	XieH_2016__YSZC12003_36034__bin.56	CosteaPI_2017__mickey1-11-30-0__bin.4	ZeeviD_2015__PNP_Validation_13__bin.57	LeChatelierE_2013__MH0426__bin.85	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.53	ZeeviD_2015__PNP_Main_553__bin.24	LiJ_2014__MH0309__bin.10	FengQ_2015__SID31223__bin.58	CosteaPI_2017__SID713B051-11-0-0__bin.73	VogtmannE_2016__MMRS20257302ST-27-0-0__bin.74	ZeeviD_2015__PNP_Main_438__bin.39	CosteaPI_2017__SID713B051-11-90-0__bin.68	XieH_2016__YSZC12003_37223__bin.28	LeChatelierE_2013__MH0132__bin.8	LiJ_2014__MH0362__bin.58	RampelliS_2015__H21__bin.19	RampelliS_2015__H14__bin.79	ZeeviD_2015__PNP_Main_82__bin.39	LeChatelierE_2013__MH0189__bin.85	SchirmerM_2016__G89006__bin.14	LeChatelierE_2013__MH0415__bin.1	NielsenHB_2014__MH0079__bin.17	ZeeviD_2015__PNP_Main_225__bin.4	LiJ_2014__MH0402__bin.12	ZellerG_2014__CCIS36797902ST-4-0__bin.3	ZeeviD_2015__PNP_Main_403__bin.9	LiJ_2014__MH0315__bin.76	NielsenHB_2014__MH0132__bin.49	LeChatelierE_2013__MH0437__bin.12	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.61	LeChatelierE_2013__MH0224__bin.40	CosteaPI_2017__mickey1-11-0-0__bin.28
LiJ_2014__MH0309__bin.10	0.9879574464656016	0.9873926086554871	0.9890498780501064	0.9881577914014068	0.9884271667392542	0.9882615520682358	0.9884349972231017	0.9866155743885582	0.9880605694631401	0.9881912744454073	1.0	0.9896241437208826	0.987726441687851	0.9884044641072116	0.9883119384295921	0.9880068713554981	0.988329518227256	0.9882664555904646	0.9878778510821172	0.977152595929125	0.9862123484490753	0.9884842350269365	0.9886552163831432	0.9883931496210797	0.9883130460300672	0.9881536978303179	0.9899411653065098	0.9883631128370582	0.973691983719565	0.9840448874112626	0.9887156636549123	0.9885690287681758	0.9882447547684737	0.9877031974557184	0.9880392903620794	0.9881122578876246
FengQ_2015__SID31223__bin.58	0.9882095916870388	0.9877623393385542	0.9893776493118065	0.9892186040772738	0.9886885655412307	0.9885207946007041	0.9893094790655228	0.986654635801567	0.988883511333006	0.9888395760473306	0.9896241437208826	1.0	0.9895582909754891	0.989927255868491	0.9888636949676588	0.989462153522706	0.9890372167870943	0.9892598741791409	0.9885412196247683	0.9773906294466147	0.9868296546625832	0.9895936859283045	0.9890964235860605	0.9891536138158339	0.9896220717028344	0.9886369733716409	0.9894624992606628	0.9884478800721669	0.9743533028027872	0.9847046748740499	0.989717300983703	0.9894572066949413	0.9893189213148113	0.9881014816130528	0.9904430786128529	0.9886809795947097
CosteaPI_2017__SID713B051-11-0-0__bin.73	0.9870861924639726	0.9875032104839948	0.9883354306907246	0.9878842113948072	0.9881009320319312	0.9882934765662996	0.9901596960356296	0.9863400031254477	0.9875251909969015	0.9876402855901021	0.987726441687851	0.9895582909754891	1.0	0.9887594777513193	0.9876459618457823	0.9988716202584513	0.9881494957673628	0.988224339686011	0.9880736712281334	0.9763291563076554	0.9860420043876023	0.9884864516021102	0.9883082262798646	0.9882897296273143	0.9879770462857863	0.9877699848630126	0.9878610400877339	0.9876432661443253	0.9734136952317141	0.9833045965189183	0.9886363785201883	0.9882107024348998	0.9877659984053136	0.9874577077606259	0.9888263371889197	0.9884013696993251
VogtmannE_2016__MMRS20257302ST-27-0-0__bin.74	0.9882378868277969	0.9883499519234409	0.988972716663144	0.9891336512633591	0.988546936029533	0.988659352231912	0.9885876543863598	0.9868316067229004	0.9889521039048327	0.9890857478465153	0.9884044641072116	0.989927255868491	0.9887594777513193	1.0	0.9890262118978166	0.98825223171605	0.9892819786962632	0.988877757184124	0.9891302890259378	0.977226534065664	0.9867447226188049	0.9893573624135091	0.9891725835681326	0.9893985485710031	0.9889373391642065	0.9883020908572949	0.9886460972993418	0.9892298042798626	0.9740830732292918	0.9843358176457928	0.9888667199793906	0.9889320798381345	0.9893855549792367	0.9888214283488028	0.9891195620544159	0.9892259402665056
ZeeviD_2015__PNP_Main_438__bin.39	0.9877523224625544	0.9876801272559497	0.9892266228818911	0.9882627288169147	0.988207339064168	0.9883251053193137	0.988047091813136	0.9867898613623926	0.9887563891511063	0.9887467678039968	0.9883119384295921	0.9888636949676588	0.9876459618457823	0.9890262118978166	1.0	0.9875902405158425	0.9884169413078933	0.9886244811904964	0.9880234106670697	0.976945344483301	0.9861171809500369	0.9890065253004626	0.9879159112539805	0.9882513843439348	0.9880285683904583	0.9878460579905505	0.9879986714740315	0.988289771029118	0.9737224639450387	0.9839840336935237	0.9883303856751965	0.9885162639578743	0.9886466257113845	0.9881553864088322	0.9885364958436378	0.9885628789709175
CosteaPI_2017__SID713B051-11-90-0__bin.68	0.9868786800478391	0.9871308789832636	0.9880948038779426	0.987526395059299	0.9876112442211412	0.9878262788773784	0.9895750637195504	0.9856518768313863	0.9874397850170505	0.9874990656364884	0.9880068713554981	0.989462153522706	0.9988716202584513	0.98825223171605	0.9875902405158425	1.0	0.9875067779741901	0.9879006485640325	0.9880079483139862	0.9766455003808734	0.9858871750169413	0.9878167174558854	0.9881291435379331	0.9876325620631478	0.9877889346251894	0.9872675225077971	0.9876892567541702	0.9875776536562979	0.9729307433067503	0.983440583890041	0.9882050760038237	0.987811886166658	0.9878487691395381	0.9876623155569508	0.9882484215027986	0.9879863719471234
XieH_2016__YSZC12003_37223__bin.28	0.9879179232127278	0.9878363486115644	0.98864488711232	0.9883267068785044	0.988478204908186	0.9880914615624493	0.9880695696478553	0.986512294199827	0.9890437357649194	0.9882887970123865	0.988329518227256	0.9890372167870943	0.9881494957673628	0.9892819786962632	0.9884169413078933	0.9875067779741901	1.0	0.9904383986633633	0.9881437504603284	0.977195654330164	0.9860165631890229	0.9886400708928894	0.9884756296800122	0.9884998088663314	0.9885815589078797	0.9881913870238466	0.9880968284764259	0.9887374159288592	0.9740311096863116	0.9840336036159717	0.9881043057938877	0.9904122987826106	0.989442380481133	0.9898879242872917	0.9881406850929728	0.9884271564209309
LeChatelierE_2013__MH0132__bin.8	0.9879412303185646	0.9883378370668506	0.989004981237227	0.9883714786826321	0.9884522993844296	0.9884701814266632	0.9882342098246003	0.9862011893535536	0.9890968255232548	0.9884324929843037	0.9882664555904646	0.9892598741791409	0.988224339686011	0.988877757184124	0.9886244811904964	0.9879006485640325	0.9904383986633633	1.0	0.9883956839503459	0.977121814534857	0.9860505030527787	0.9883234018006726	0.9882048968266441	0.9886868336655976	0.9883965154224947	0.988091194742736	0.9883972535770865	0.9890694579095256	0.9734646777467789	0.9838139730518382	0.9884089594358147	0.998874355716759	0.989499660917904	0.9911102567210086	0.9884305131780833	0.9886412402102779
LiJ_2014__MH0362__bin.58	0.9880354108677075	0.995511284401728	0.9889408307012685	0.9880381469551787	0.9884521783225576	0.9964437122148454	0.9883141384664106	0.9967826544444914	0.9880621494878402	0.995515392137322	0.9878778510821172	0.9885412196247683	0.9880736712281334	0.9891302890259378	0.9880234106670697	0.9880079483139862	0.9881437504603284	0.9883956839503459	1.0	0.9767341481518493	0.986276835965692	0.9885713622778902	0.9884733769118487	0.9883467941829424	0.9882126073433465	0.9885093368129247	0.9876860059483811	0.9879231398883105	0.9733345176982362	0.9836904606834267	0.9886363860278977	0.9885038908133299	0.988401317831688	0.9879599541575041	0.9885021579017944	0.9970589620780913
RampelliS_2015__H21__bin.19	0.9772374758774872	0.976704641434065	0.9776003914129308	0.9767699629152143	0.9778011508279574	0.9766902075185756	0.9769823795059007	0.9753772809815672	0.9766508420088593	0.9768457340249582	0.977152595929125	0.9773906294466147	0.9763291563076554	0.977226534065664	0.976945344483301	0.9766455003808734	0.977195654330164	0.977121814534857	0.9767341481518493	1.0	0.9780587595348648	0.9767346914349434	0.9768589483491877	0.9770425176690702	0.9772732250730473	0.9778832054343438	0.9768707735521033	0.9769558892931538	0.9775898035383811	0.9776317795302525	0.9770414405402363	0.977280541906956	0.9768973774180958	0.9768737626921816	0.975957871031915	0.9770096514964299
RampelliS_2015__H14__bin.79	0.9862956836531538	0.9857634035802584	0.9871389920550393	0.9860774132686335	0.9862493447925642	0.9856745610198088	0.9860389886779604	0.9839184109574933	0.9860794290596022	0.9862196280789042	0.9862123484490753	0.9868296546625832	0.9860420043876023	0.9867447226188049	0.9861171809500369	0.9858871750169413	0.9860165631890229	0.9860505030527787	0.986276835965692	0.9780587595348648	1.0	0.9859767301490965	0.9858622665684298	0.9861712555962754	0.985968794405566	0.9868139552307141	0.9860939098000049	0.9859290082426554	0.9746946702592328	0.9834590993066112	0.986477801119116	0.9862755621274103	0.9861675714783912	0.985850964948443	0.986154418567896	0.9864252464147387
ZeeviD_2015__PNP_Main_82__bin.39	0.9874587482346211	0.9880042596466412	0.9891017980205031	0.9884594109020857	0.9884927797833934	0.9882320769594254	0.988320511376971	0.9861016455511868	0.9880271063488109	0.9885817894869525	0.9884842350269365	0.9895936859283045	0.9884864516021102	0.9893573624135091	0.9890065253004626	0.9878167174558854	0.9886400708928894	0.9883234018006726	0.9885713622778902	0.9767346914349434	0.9859767301490965	1.0	0.9887702753429439	0.9893539910047435	0.988392939950345	0.9878402851409424	0.9883357508557253	0.9881073212208176	0.9734871795215196	0.9842477292752458	0.9887677996853791	0.9883737981504767	0.9885238477462996	0.9884879377239524	0.9890024979537756	0.9888027433830556
LeChatelierE_2013__MH0189__bin.85	0.9875019473757575	0.9879417334322717	0.9889738850270741	0.9885403076969529	0.9882011523700063	0.9879541409418336	0.988308671544342	0.9867204251780288	0.9879118457078813	0.9881420356254587	0.9886552163831432	0.9890964235860605	0.9883082262798646	0.9891725835681326	0.9879159112539805	0.9881291435379331	0.9884756296800122	0.9882048968266441	0.9884733769118487	0.9768589483491877	0.9858622665684298	0.9887702753429439	1.0	0.9887545427533085	0.9901931803065462	0.9878501242910491	0.9879578182764743	0.9879559251764474	0.9734204966613378	0.9837150229415368	0.9889889734953381	0.9884331796728867	0.988305682600227	0.9887120733109442	0.9889086863430526	0.9884386864945818
SchirmerM_2016__G89006__bin.14	0.9883888264907809	0.9875602059035534	0.9889288281811647	0.988087485916876	0.9883606412530251	0.9879889595835492	0.9879325715799343	0.9863558602698513	0.9882821857860778	0.988265302806318	0.9883931496210797	0.9891536138158339	0.9882897296273143	0.9893985485710031	0.9882513843439348	0.9876325620631478	0.9884998088663314	0.9886868336655976	0.9883467941829424	0.9770425176690702	0.9861712555962754	0.9893539910047435	0.9887545427533085	1.0	0.9882920337995487	0.9882386559358657	0.9883227518676276	0.9878337274022112	0.9734989811277588	0.9838341814658859	0.9886180795686993	0.9888142317494171	0.9888232569287732	0.988095472319133	0.9886488475200724	0.9883532188662164
LeChatelierE_2013__MH0415__bin.1	0.987651490743265	0.9877054590339414	0.9892321007494631	0.9882748693175234	0.9879502369793791	0.987791757538122	0.9882385805509034	0.9862280290963066	0.9881053831192032	0.9878565728218331	0.9883130460300672	0.9896220717028344	0.9879770462857863	0.9889373391642065	0.9880285683904583	0.9877889346251894	0.9885815589078797	0.9883965154224947	0.9882126073433465	0.9772732250730473	0.985968794405566	0.988392939950345	0.9901931803065462	0.9882920337995487	1.0	0.9881183122498366	0.98829472669466	0.9874832550122161	0.9730245250620215	0.9834488952464816	0.9888724239369577	0.9883497077252991	0.9883697092586975	0.9876487624575961	0.9889224407592533	0.9882669911876804
NielsenHB_2014__MH0079__bin.17	0.999586825131381	0.9876032549906579	0.9886265014811164	0.9880048492018381	0.9885453116834594	0.9879466576167215	0.9877364941153806	0.9863213543679261	0.9875627555038119	0.9879899972328762	0.9881536978303179	0.9886369733716409	0.9877699848630126	0.9883020908572949	0.9878460579905505	0.9872675225077971	0.9881913870238466	0.988091194742736	0.9885093368129247	0.9778832054343438	0.9868139552307141	0.9878402851409424	0.9878501242910491	0.9882386559358657	0.9881183122498366	1.0	0.9878021272931498	0.987897456399281	0.9742838888297306	0.9845303129019863	0.988291973020842	0.9877694732528842	0.9884304727008678	0.9877552437838588	0.9883144139998102	0.9883017571634468
ZeeviD_2015__PNP_Main_225__bin.4	0.9876712393182201	0.9875609280561513	0.9884068983623046	0.9880700020920977	0.9881497094987164	0.9879084053601748	0.9884593704765976	0.98635243555982	0.9874536960077825	0.9879155527654142	0.9899411653065098	0.9894624992606628	0.9878610400877339	0.9886460972993418	0.9879986714740315	0.9876892567541702	0.9880968284764259	0.9883972535770865	0.9876860059483811	0.9768707735521033	0.9860939098000049	0.9883357508557253	0.9879578182764743	0.9883227518676276	0.98829472669466	0.9878021272931498	1.0	0.9880091204621289	0.974226459421846	0.9837715964568655	0.9884404132841528	0.988267948766171	0.9880197693329895	0.9876202969265284	0.9882253487874705	0.9881983114674809
LiJ_2014__MH0402__bin.12	0.9875918553405151	0.9874230540983071	0.9885522256402786	0.9880837201787723	0.9885149303829843	0.987976249414733	0.9879868399787892	0.9866226777084681	0.9883487523876702	0.987846472068978	0.9883631128370582	0.9884478800721669	0.9876432661443253	0.9892298042798626	0.988289771029118	0.9875776536562979	0.9887374159288592	0.9890694579095256	0.9879231398883105	0.9769558892931538	0.9859290082426554	0.9881073212208176	0.9879559251764474	0.9878337274022112	0.9874832550122161	0.987897456399281	0.9880091204621289	1.0	0.9728784935106788	0.9835762485028604	0.9884734718693104	0.9892706453532663	0.988718341249307	0.9883021358633199	0.9880860017681012	0.9882058206800756
ZellerG_2014__CCIS36797902ST-4-0__bin.3	0.9740783935485475	0.972853518628553	0.9736501230603423	0.973422085034605	0.9733954613255348	0.9730898081310493	0.9734712849803883	0.9713703039386717	0.9733879978521102	0.9729646003001126	0.973691983719565	0.9743533028027872	0.9734136952317141	0.9740830732292918	0.9737224639450387	0.9729307433067503	0.9740311096863116	0.9734646777467789	0.9733345176982362	0.9775898035383811	0.9746946702592328	0.9734871795215196	0.9734204966613378	0.9734989811277588	0.9730245250620215	0.9742838888297306	0.974226459421846	0.9728784935106788	1.0	0.9758019263190447	0.973658665220787	0.973142876623598	0.973628671239507	0.9732011936305405	0.9734867337338526	0.9734353376327295
ZeeviD_2015__PNP_Main_403__bin.9	0.9842115171446844	0.98348634788239	0.9845474064449543	0.9835180783232755	0.9844833417892779	0.9834738739855111	0.9832197254591528	0.9822977742725821	0.9838347314691228	0.9838275713652673	0.9840448874112626	0.9847046748740499	0.9833045965189183	0.9843358176457928	0.9839840336935237	0.983440583890041	0.9840336036159717	0.9838139730518382	0.9836904606834267	0.9776317795302525	0.9834590993066112	0.9842477292752458	0.9837150229415368	0.9838341814658859	0.9834488952464816	0.9845303129019863	0.9837715964568655	0.9835762485028604	0.9758019263190447	1.0	0.9839255016661099	0.9837488794073834	0.9838465523431649	0.9837217827344052	0.983383348516514	0.9838764895326175
LiJ_2014__MH0315__bin.76	0.9876320376633244	0.9880992006703224	0.9890105440774074	0.9885759623524792	0.9883465420094347	0.9879983782935586	0.9885671274882363	0.9865074162022236	0.9882426058248103	0.9884756241226522	0.9887156636549123	0.989717300983703	0.9886363785201883	0.9888667199793906	0.9883303856751965	0.9882050760038237	0.9881043057938877	0.9884089594358147	0.9886363860278977	0.9770414405402363	0.986477801119116	0.9887677996853791	0.9889889734953381	0.9886180795686993	0.9888724239369577	0.988291973020842	0.9884404132841528	0.9884734718693104	0.973658665220787	0.9839255016661099	1.0	0.9887104231489717	0.9886353410649369	0.9884584462538964	0.9939428289699687	0.9886348035462529
NielsenHB_2014__MH0132__bin.49	0.9876812540979578	0.9883272127065355	0.9887694801981233	0.9884248337857643	0.9886452169884821	0.9881649532321933	0.98852927549695	0.9861730701856826	0.9888891594513457	0.9887734224905811	0.9885690287681758	0.9894572066949413	0.9882107024348998	0.9889320798381345	0.9885162639578743	0.987811886166658	0.9904122987826106	0.998874355716759	0.9885038908133299	0.977280541906956	0.9862755621274103	0.9883737981504767	0.9884331796728867	0.9888142317494171	0.9883497077252991	0.9877694732528842	0.988267948766171	0.9892706453532663	0.973142876623598	0.9837488794073834	0.9887104231489717	1.0	0.9897045399899689	0.9911589377152252	0.9885881980451502	0.9884750375178768
LeChatelierE_2013__MH0437__bin.12	0.9880929372948267	0.9875809689185666	0.9887778971412648	0.9886314093330036	0.9887984161956764	0.9883017702744429	0.988514214491388	0.9866480796085976	0.9887014939239783	0.9882928175452594	0.9882447547684737	0.9893189213148113	0.9877659984053136	0.9893855549792367	0.9886466257113845	0.9878487691395381	0.989442380481133	0.989499660917904	0.988401317831688	0.9768973774180958	0.9861675714783912	0.9885238477462996	0.988305682600227	0.9888232569287732	0.9883697092586975	0.9884304727008678	0.9880197693329895	0.988718341249307	0.973628671239507	0.9838465523431649	0.9886353410649369	0.9897045399899689	1.0	0.9887579190567727	0.9884000751782308	0.9885507943193155
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.61	0.9874049942686666	0.9877544235877669	0.9891159492850726	0.9875439193018247	0.9879409698127245	0.9880244323240936	0.9884773623921492	0.9865908326612969	0.9895056038102201	0.9884575818288867	0.9877031974557184	0.9881014816130528	0.9874577077606259	0.9888214283488028	0.9881553864088322	0.9876623155569508	0.9898879242872917	0.9911102567210086	0.9879599541575041	0.9768737626921816	0.985850964948443	0.9884879377239524	0.9887120733109442	0.988095472319133	0.9876487624575961	0.9877552437838588	0.9876202969265284	0.9883021358633199	0.9732011936305405	0.9837217827344052	0.9884584462538964	0.9911589377152252	0.9887579190567727	1.0	0.9883764546437496	0.9882093307552323
LeChatelierE_2013__MH0224__bin.40	0.987618059291921	0.9877458170032424	0.9887545478621995	0.9886204937980042	0.9883401143439143	0.9880001580842409	0.9887492756938342	0.9865223251162993	0.9880688560783772	0.9882136619910722	0.9880392903620794	0.9904430786128529	0.9888263371889197	0.9891195620544159	0.9885364958436378	0.9882484215027986	0.9881406850929728	0.9884305131780833	0.9885021579017944	0.975957871031915	0.986154418567896	0.9890024979537756	0.9889086863430526	0.9886488475200724	0.9889224407592533	0.9883144139998102	0.9882253487874705	0.9880860017681012	0.9734867337338526	0.983383348516514	0.9939428289699687	0.9885881980451502	0.9884000751782308	0.9883764546437496	1.0	0.9885357791012891
CosteaPI_2017__mickey1-11-0-0__bin.28	0.988013358460985	0.9968220118496617	0.9887790102975035	0.9882760008688535	0.9885444018149098	0.9992062770258539	0.9883248333585724	0.9942836087114714	0.9883998401703095	0.9967444194840992	0.9881122578876246	0.9886809795947097	0.9884013696993251	0.9892259402665056	0.9885628789709175	0.9879863719471234	0.9884271564209309	0.9886412402102779	0.9970589620780913	0.9770096514964299	0.9864252464147387	0.9888027433830556	0.9884386864945818	0.9883532188662164	0.9882669911876804	0.9883017571634468	0.9881983114674809	0.9882058206800756	0.9734353376327295	0.9838764895326175	0.9886348035462529	0.9884750375178768	0.9885507943193155	0.9882093307552323	0.9885357791012891	1.0
