	LeChatelierE_2013__MH0079__bin.19	LiJ_2014__MH0385__bin.37	ZellerG_2014__CCIS74726977ST-3-0__bin.8	KarlssonFH_2013__S126__bin.3	XieH_2016__YSZC12003_36034__bin.56	CosteaPI_2017__mickey1-11-30-0__bin.4	ZeeviD_2015__PNP_Validation_13__bin.57	LeChatelierE_2013__MH0426__bin.85	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.53	ZeeviD_2015__PNP_Main_553__bin.24	LiJ_2014__MH0309__bin.10	FengQ_2015__SID31223__bin.58	CosteaPI_2017__SID713B051-11-0-0__bin.73	VogtmannE_2016__MMRS20257302ST-27-0-0__bin.74	ZeeviD_2015__PNP_Main_438__bin.39	CosteaPI_2017__SID713B051-11-90-0__bin.68	XieH_2016__YSZC12003_37223__bin.28	LeChatelierE_2013__MH0132__bin.8	LiJ_2014__MH0362__bin.58	RampelliS_2015__H21__bin.19	RampelliS_2015__H14__bin.79	ZeeviD_2015__PNP_Main_82__bin.39	LeChatelierE_2013__MH0189__bin.85	SchirmerM_2016__G89006__bin.14	LeChatelierE_2013__MH0415__bin.1	NielsenHB_2014__MH0079__bin.17	ZeeviD_2015__PNP_Main_225__bin.4	LiJ_2014__MH0402__bin.12	ZellerG_2014__CCIS36797902ST-4-0__bin.3	ZeeviD_2015__PNP_Main_403__bin.9	LiJ_2014__MH0315__bin.76	NielsenHB_2014__MH0132__bin.49	LeChatelierE_2013__MH0437__bin.12	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.61	LeChatelierE_2013__MH0224__bin.40	CosteaPI_2017__mickey1-11-0-0__bin.28
NielsenHB_2014__MH0079__bin.17	0.8930913831867708	0.911396588508535	0.6833576884593113	0.9091041491471972	0.5640836229224331	0.8747980811848425	0.8868127320709746	0.7501738234793685	0.8455999378226587	0.8173218510642618	0.932525681412546	0.5741797387291315	0.9186688167329868	0.918018335313719	0.8248678556449394	0.7925020288158368	0.9251253174510371	0.7215498402504459	0.9438989534181083	0.9330536286570325	0.9252359483059825	0.8730188849670173	0.9253045674438601	0.8943734407526259	0.9157819115751383	1.0	0.9188508675069477	0.9317582673807725	0.9205747482973001	0.9220857697211753	0.8756607217753032	0.562193095654378	0.9218505041055951	0.9073270535152254	0.8931011859207533	0.9376245034740189
ZeeviD_2015__PNP_Main_225__bin.4	0.808473742293438	0.8774482861996602	0.5875039646160731	0.8618553968743619	0.5024336225511707	0.8041642589317912	0.8295676721946811	0.6803666781079332	0.8396475727860063	0.7699447343381373	0.9357379182398408	0.5233841745560717	0.877039876434322	0.884491182259375	0.8159598063963921	0.7235429764382324	0.8862459321952894	0.6465550201815251	0.9124705097735932	0.8778148774118987	0.8608045020659452	0.8398191917831431	0.8762860562823415	0.8754404525527782	0.8788657722203154	0.7126956782426215	1.0	0.9108341552217796	0.8608723893274708	0.8917323091227445	0.8026017657205173	0.4909248308792541	0.8762388067483197	0.8859993656614283	0.8557450002389632	0.8971801260856531
LiJ_2014__MH0402__bin.12	0.7759257651000177	0.8541071574254637	0.5925112439240703	0.8405065489771911	0.5072716410997334	0.7835282104725738	0.8109452264969749	0.6614395907185322	0.8125989846914204	0.7552401028467063	0.9132440135479745	0.5248303213564818	0.8534829189726909	0.8618222394159739	0.7783916648902715	0.7053394493964203	0.8656903071979536	0.6406286597031973	0.8835037356934389	0.8676882913182958	0.8397644105131019	0.8084503780432283	0.8531329033140956	0.8532597510941279	0.8632191440143375	0.7004060707979041	0.8827279115118308	1.0	0.8558167075895501	0.8608906187908406	0.7964593152851575	0.49262045933633875	0.8952984738790946	0.8867512493979994	0.8269722592852838	0.8700041843977231
ZellerG_2014__CCIS36797902ST-4-0__bin.3	0.7617392549147982	0.83436679967875	0.5732938332005317	0.8293249013987847	0.5013778381729592	0.7850156677778491	0.8135239711211856	0.6425894094874	0.7762502381481181	0.728819553723584	0.8552375218280512	0.5068055100895857	0.8451768822122039	0.8220057281858956	0.7458335920946403	0.6999302133912397	0.8224888662465436	0.6136553341494402	0.8531870796883075	0.8585494911261538	0.8227178042164585	0.7859429981295505	0.8190779536419032	0.8143344641641027	0.8296864655029952	0.6919400150941172	0.8342362787211893	0.855743290538599	1.0	0.844116925726207	0.7823484088547944	0.46313361872512604	0.8296548878519724	0.8183453521381754	0.8195163566969356	0.8412096766553794
ZeeviD_2015__PNP_Main_403__bin.9	0.8323484689063423	0.9112394470730123	0.6138799698600939	0.8945629374189651	0.5218073082484235	0.8399694301702271	0.8596780324886466	0.7000558900662761	0.8535759460015975	0.8004153288123474	0.9397354612288121	0.5428944944890585	0.9074861010229919	0.9041383539357242	0.842954570653416	0.755918237584825	0.918876247626935	0.667075659762999	0.9380434856394209	0.9128624086129534	0.9057369908516786	0.8615906267607067	0.9014909297436977	0.8968681198083899	0.9032304232032022	0.7449546204340418	0.9288250188374414	0.9252515618671355	0.9073016864318378	1.0	0.8331986993680123	0.5035502637241791	0.8965043818264512	0.9042978782139617	0.88673097418422	0.9253245357390952
LiJ_2014__MH0315__bin.76	0.7991456222366814	0.8781368706985693	0.6322216857887665	0.873357189078109	0.5296362286651122	0.8384194963862178	0.8771081884417309	0.7064606365328645	0.8285446229623549	0.780727566481865	0.9012619812015461	0.5342998263503389	0.909013411563984	0.8873432197159337	0.8034550150938881	0.7778093949407644	0.8808157307424193	0.6678701693456259	0.9063422904491496	0.8831302658203056	0.8762110679781572	0.8586466756239809	0.8845982811243355	0.8809300287709568	0.8669338779951887	0.744481994786343	0.879750139747199	0.9008143139231072	0.8849304597697728	0.8768158950458353	1.0	0.5240332440578419	0.8798584847534169	0.8744709995541187	0.895925691994197	0.9019209807723332
NielsenHB_2014__MH0132__bin.49	0.8521304358928525	0.8942110773473609	0.7326993692704477	0.8962815045581063	0.5821015806542224	0.8726304231250479	0.8752350552845943	0.7871811240775262	0.8808774035392355	0.8187533515487347	0.9558397385153596	0.6107545772579862	0.9108459947396644	0.9480636347386431	0.8205204157197211	0.8247245984525421	0.9241898827915528	0.9310058476545543	0.9297219172135543	0.9119756900998442	0.9173473608947678	0.8846158167564669	0.929954801971349	0.904197543474375	0.9035652817854498	0.8201108245448278	0.9233002221598019	0.9559888664742984	0.8988432368938485	0.9092249942544879	0.8991404713873496	1.0	0.9388350654988381	0.933150838844769	0.9000720104185287	0.9263307882842624
LeChatelierE_2013__MH0437__bin.12	0.7995238071502034	0.8752001444418414	0.6042254777020677	0.8689129366831878	0.5203395490955492	0.8197146498254568	0.832272450100273	0.6805669785347682	0.8286170967522185	0.7746657428591841	0.9270230857717586	0.5497928356182061	0.8918774171716316	0.8766440090143229	0.8083193626836054	0.7284897686105947	0.8876050844857388	0.6672254926557859	0.9045830931046189	0.8953472336452014	0.8512365340382627	0.8328262915166449	0.8723689071213483	0.8572673132211361	0.8672187357905061	0.7291665628214011	0.8935721719057296	0.9420792646758284	0.8730805933413862	0.8777284305075791	0.8185792749218945	0.5090594609683031	1.0	0.9061316337047948	0.8722581388380739	0.891577235123958
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.61	0.7731886711178118	0.8551836097350851	0.5850441524876158	0.8551259961231962	0.4950430755976739	0.7855303682963601	0.8030432909756623	0.6596661641180271	0.8130755976739177	0.7490001076889942	0.9003564505707516	0.5123104673702348	0.8555589058798191	0.863789575705363	0.7852143010984277	0.7117623303898342	0.8675118457893604	0.644214408787422	0.884674240792591	0.8605578289898772	0.8411350419987077	0.8058857419771699	0.8532748223131595	0.8483841266422572	0.8682263622657764	0.6977277622227008	0.8784083566659487	0.907146241654103	0.8372388541891018	0.8607462847297006	0.7909503553736809	0.4919114796467801	0.8809417402541461	1.0	0.8311388111135042	0.8707791298729269
LeChatelierE_2013__MH0224__bin.40	0.8139898750033222	0.8843835619604268	0.6152108372824519	0.8758451460220503	0.535516066296657	0.8333125332945066	0.8764726138599903	0.6910535566333057	0.8374326743187699	0.7824252383048893	0.9239082579620815	0.559707089231011	0.9377425948972883	0.8895205937717751	0.840597746893572	0.7673839213388753	0.8950730485808018	0.661254034340864	0.9307000484178681	0.9020867061174069	0.8773774155489534	0.8703851358300313	0.8940186021680574	0.8967133627538327	0.8847492959764636	0.7369586645450628	0.9103905438401263	0.9077928501022091	0.8996854571906312	0.9056822239401514	0.8695531342769618	0.5091346837180762	0.9099577874767588	0.8918542425723639	1.0	0.913068548839069
CosteaPI_2017__mickey1-11-0-0__bin.28	0.8174166641979453	0.9225156160337414	0.6071276921405788	0.8940797868780331	0.5246312553283234	0.8625915209846796	0.854965366583169	0.7101814455295846	0.8333947770634944	0.8176207451588375	0.9244061079456618	0.5299922207848778	0.9090413351722564	0.8934763216710939	0.8492083085089691	0.7513295435718338	0.9009697137270779	0.6545337243787874	0.9666212421947261	0.8999701559024932	0.8812994910045282	0.8450092878781396	0.8952724535688383	0.88111900004718	0.9061112372901998	0.7346311126910927	0.9062769159197414	0.9068074166971142	0.8768700563855946	0.8973790957457898	0.8311712820782903	0.49753018148941797	0.8831471917472292	0.8872096097993972	0.8669644493160544	1.0
