	HMP_2012__SRS022536__bin.11	HMP_2012__SRS063603__bin.51	HMP_2012__SRS014578__bin.3	HMP_2012__SRS043755__bin.17	HMP_2012__SRS064449__bin.29	HMP_2012__SRS013533__bin.32	HMP_2012__SRS013252__bin.10	HMP_2012__SRS075410__bin.24	HMP_2012__SRS024649__bin.34	HMP_2012__SRS011098__bin.20	HMP_2012__SRS047113__bin.58	HMP_2012__SRS065099__bin.2	HMP_2012__SRS018394__bin.36	HMP_2012__SRS024561__bin.37	HMP_2012__SRS016043__bin.29	HMP_2012__SRS055401__bin.30	HMP_2012__SRS018665__bin.15	HMP_2012__SRS011126__bin.26	HMP_2012__SRS047634__bin.13	HMP_2012__SRS019906__bin.5	HMP_2012__SRS018157__bin.6	HMP_2012__SRS014690__bin.19	HMP_2012__SRS054430__bin.12	HMP_2012__SRS023841__bin.32	HMP_2012__SRS014476__bin.2	HMP_2012__SRS063932__bin.48
HMP_2012__SRS065099__bin.2	0.9965562743394162	0.9830471330951228	0.9837212112146091	0.9845196278539896	0.9847055425862193	0.9847595433676366	0.9843743859494517	0.9843824120522404	0.9842051233268727	0.9825106341796128	0.9837975898962599	1.0	0.9832865835512528	0.9850630811984478	0.9840317061202083	0.9851861961154087	0.9846316832228061	0.9959798351533723	0.9848825749828	0.9848580860905619	0.9819621860115434	0.9830449092903859	0.9838013312387972	0.9850407478635389	0.9841434897840609	0.9846733290971059
HMP_2012__SRS018394__bin.36	0.981744543960749	0.9846186801289882	0.9821004148956299	0.9818274073070625	0.9823988441276094	0.9837225558285269	0.9822487918533375	0.9819596310530715	0.9845975207990159	0.9841704481386795	0.9831652601364278	0.9832865835512528	1.0	0.9826015536342376	0.9845448450430904	0.983065749235474	0.9827479925472993	0.9816295282552286	0.9864654564993689	0.9816026022595405	0.9836043162740258	0.9846342129937194	0.984247824604796	0.982300611143152	0.9841910131711341	0.9822869737330323
HMP_2012__SRS024561__bin.37	0.9848995097645631	0.9819698999884611	0.9840915656524803	0.9842865997214962	0.9848465546026914	0.9841951552407872	0.9999287649398843	0.9840602966315475	0.9829560564532187	0.9807385614727536	0.982504608819935	0.9850630811984478	0.9826015536342376	1.0	0.9826471398054882	0.9845178828213852	0.9841613112025521	0.9847291603904659	0.9830137885751805	0.9840155355896928	0.9812553235302377	0.9810382867330564	0.9820510801827491	0.9840302490565308	0.981208510903848	0.9844725217527488
HMP_2012__SRS016043__bin.29	0.9827081025373678	0.9897921923687597	0.9811889919783512	0.9817069355537373	0.9828980625757782	0.9842371980124427	0.982195203381187	0.9814242865919028	0.9927580179087439	0.9852041053988169	0.9876951874794389	0.9840317061202083	0.9845448450430904	0.9826471398054882	1.0	0.9816634579647184	0.9831970978866601	0.9824675936921529	0.9865339106230576	0.9813567280241647	0.9821377458691616	0.989874440651799	0.9846064861138187	0.981682645224473	0.9870707175311646	0.98200362247481
HMP_2012__SRS055401__bin.30	0.9847167452581399	0.9819433343851705	0.9843304843304843	0.9842837432466125	0.9851816468346434	0.9842076966080251	0.9843573315355069	0.9838923832983892	0.9824620007816378	0.9805569542947492	0.9826418059759752	0.9851861961154087	0.983065749235474	0.9845178828213852	0.9816634579647184	1.0	0.9837446296442525	0.9850893010616716	0.9827367529829018	0.9837869016752918	0.9801629794676824	0.9818021079155402	0.981959729335459	0.9837946897326948	0.9822468428663861	0.9932940515972652
HMP_2012__SRS018665__bin.15	0.9836693405710527	0.9822794238832869	0.9845996614418698	0.983053266259945	0.9843761793342893	0.9846182748984337	0.9839105974042005	0.9845963484273175	0.982833857878044	0.980381998025352	0.9830408610631067	0.9846316832228061	0.9827479925472993	0.9841613112025521	0.9831970978866601	0.9837446296442525	1.0	0.9837670476829707	0.98373735970137	0.9840318482553898	0.9813885659719339	0.981982508639241	0.9817645195022846	0.9846705627667839	0.9821149878912907	0.983259989734701
HMP_2012__SRS011126__bin.26	0.9983769651798132	0.9815917174823469	0.9834012508619528	0.9834453619320948	0.9851842644506822	0.9834237033177172	0.9841873347340663	0.9842088927979661	0.9826016985745781	0.9800332642822728	0.9818907358163692	0.9959798351533723	0.9816295282552286	0.9847291603904659	0.9824675936921529	0.9850893010616716	0.9837670476829707	1.0	0.9830359396631333	0.9837993972313436	0.9805682430722276	0.9812958461505367	0.9818965312968624	0.9844407064760303	0.9821985044788832	0.9843197785931161
HMP_2012__SRS047634__bin.13	0.9839236554852923	0.9870874907700172	0.9833974441234558	0.9829752968342454	0.983325327301152	0.9865473118997882	0.9830671119400851	0.9825953561473874	0.9866856587529076	0.9937964250585083	0.9868816050422451	0.9848825749828	0.9864654564993689	0.9830137885751805	0.9865339106230576	0.9827367529829018	0.98373735970137	0.9830359396631333	1.0	0.9828787479347572	0.9891141744452	0.9873934084703873	0.9863788705902434	0.9825275854713286	0.9862268768755783	0.9830152860852428
HMP_2012__SRS019906__bin.5	0.983878729547642	0.981087422721114	0.9872617887271872	0.9834189778648773	0.9844898792774802	0.9842260821417769	0.9841989334060224	0.9849796422194862	0.9819745891601861	0.9810186540813338	0.9816329048335759	0.9848580860905619	0.9816026022595405	0.9840155355896928	0.9813567280241647	0.9837869016752918	0.9840318482553898	0.9837993972313436	0.9828787479347572	1.0	0.9817420892657879	0.9809221705339981	0.9811320299794696	0.9853648706803314	0.9812090477744584	0.9840667894575276
HMP_2012__SRS018157__bin.6	0.9808587099623907	0.9820837378074887	0.9812956040723495	0.9803074768770714	0.9815868901027682	0.9828963469126806	0.9813702153064271	0.9809979974373018	0.9830539454075546	0.9826455848019123	0.9828792266471508	0.9819621860115434	0.9836043162740258	0.9812553235302377	0.9821377458691616	0.9801629794676824	0.9813885659719339	0.9805682430722276	0.9891141744452	0.9817420892657879	1.0	0.9816752451752104	0.982015573145651	0.981663630019939	0.9822841893219707	0.9811040629186443
HMP_2012__SRS014690__bin.19	0.9814118671230437	0.9978537627311126	0.9800170133958339	0.9805851877169943	0.9824352679617413	0.9833197401650586	0.981146904199993	0.9810976284847546	0.9883492747793404	0.984771422496279	0.9872871591041379	0.9830449092903859	0.9846342129937194	0.9810382867330564	0.989874440651799	0.9818021079155402	0.981982508639241	0.9812958461505367	0.9873934084703873	0.9809221705339981	0.9816752451752104	1.0	0.9844798951100764	0.98127640788796	0.9872106244384281	0.9817742150161678
HMP_2012__SRS054430__bin.12	0.9822481232439795	0.9849655337713729	0.9803348565899382	0.9817644558921247	0.9819896076431353	0.9831139826329072	0.9816565740754831	0.98092367172828	0.9843162157783898	0.9843760931924719	0.9840575881822231	0.9838013312387972	0.984247824604796	0.9820510801827491	0.9846064861138187	0.981959729335459	0.9817645195022846	0.9818965312968624	0.9863788705902434	0.9811320299794696	0.982015573145651	0.9844798951100764	1.0	0.9811561723199781	0.9838833144218841	0.9815279865390237
HMP_2012__SRS023841__bin.32	0.9842483616836626	0.9813273175765227	0.985059797687924	0.9839101672069397	0.9853111942081775	0.9843703156175373	0.9838237311385459	0.999874877462639	0.9815393632846589	0.979978781228654	0.9810701896406901	0.9850407478635389	0.982300611143152	0.9840302490565308	0.981682645224473	0.9837946897326948	0.9846705627667839	0.9844407064760303	0.9825275854713286	0.9853648706803314	0.981663630019939	0.98127640788796	0.9811561723199781	1.0	0.981388071552006	0.9841483735747442
HMP_2012__SRS014476__bin.2	0.9827162938265407	0.9869928132733792	0.980332201099884	0.9816791655766455	0.9822033874739655	0.9836401516931617	0.9815243347947271	0.9809275202663058	0.9861790141636991	0.9843348841855216	0.987170845229979	0.9841434897840609	0.9841910131711341	0.981208510903848	0.9870707175311646	0.9822468428663861	0.9821149878912907	0.9821985044788832	0.9862268768755783	0.9812090477744584	0.9822841893219707	0.9872106244384281	0.9838833144218841	0.981388071552006	1.0	0.9821016768311166
HMP_2012__SRS063932__bin.48	0.9841059362638558	0.9821485172639083	0.9847903262643942	0.9842995926375048	0.9848309224962805	0.9835406688931225	0.9841189491566141	0.984233955601779	0.9827404733490968	0.9808409632726394	0.9821069884976926	0.9846733290971059	0.9822869737330323	0.9844725217527488	0.98200362247481	0.9932940515972652	0.983259989734701	0.9843197785931161	0.9830152860852428	0.9840667894575276	0.9811040629186443	0.9817742150161678	0.9815279865390237	0.9841483735747442	0.9821016768311166	1.0
