	HMP_2012__SRS022536__bin.11	HMP_2012__SRS063603__bin.51	HMP_2012__SRS014578__bin.3	HMP_2012__SRS043755__bin.17	HMP_2012__SRS064449__bin.29	HMP_2012__SRS013533__bin.32	HMP_2012__SRS013252__bin.10	HMP_2012__SRS075410__bin.24	HMP_2012__SRS024649__bin.34	HMP_2012__SRS011098__bin.20	HMP_2012__SRS047113__bin.58	HMP_2012__SRS065099__bin.2	HMP_2012__SRS018394__bin.36	HMP_2012__SRS024561__bin.37	HMP_2012__SRS016043__bin.29	HMP_2012__SRS055401__bin.30	HMP_2012__SRS018665__bin.15	HMP_2012__SRS011126__bin.26	HMP_2012__SRS047634__bin.13	HMP_2012__SRS019906__bin.5	HMP_2012__SRS018157__bin.6	HMP_2012__SRS014690__bin.19	HMP_2012__SRS054430__bin.12	HMP_2012__SRS023841__bin.32	HMP_2012__SRS014476__bin.2	HMP_2012__SRS063932__bin.48
HMP_2012__SRS018394__bin.36	0.8458934748604664	0.8453697957553606	0.8483836424182033	0.8237345074186242	0.7181206674118897	0.718369292631884	0.8330873183518693	0.8514209812278171	0.7511065779968638	0.6788378826528115	0.7853512761129894	0.7729552533334377	1.0	0.7806097778230219	0.7606434107464826	0.7937996393955471	0.8463564659197469	0.866866088890368	0.5792957837469582	0.8139882030269631	0.8520533115117392	0.8309994538075876	0.7867539530431139	0.7908964015904183	0.755878420309744	0.8362646312026609
HMP_2012__SRS024561__bin.37	0.9204059462489668	0.8966268624256903	0.9136113190297069	0.9044592644362075	0.7872572235143087	0.7858710604411441	0.9484965989913632	0.9269862618887501	0.7899978779986465	0.7248640493909011	0.815473507182605	0.8338673527452469	0.8419225121117714	1.0	0.8090304354114518	0.8707152200283145	0.9133685029544382	0.9391745731451755	0.6431458828422995	0.8866777376720695	0.902321427251776	0.8775731905715574	0.8582154707623052	0.8730832046232181	0.8120381875785853	0.916784819561263
HMP_2012__SRS016043__bin.29	0.9199753534613399	0.9516528168662259	0.9189828306882712	0.9226687094428438	0.8002953143821435	0.7871471631500941	0.9078152841845826	0.9216584233986689	0.840243800895935	0.7150049681648876	0.8706733945055982	0.8574586310068999	0.8627254408899399	0.8507818614797915	1.0	0.863265000249796	0.9303624262407922	0.9302147690497206	0.6469416643074822	0.8843155867152936	0.9386445513941393	0.9204594025989886	0.859905521601803	0.8615630568369165	0.8576440351490727	0.9188174102260931
HMP_2012__SRS055401__bin.30	0.8837365211501291	0.8611409456541897	0.8890402929967005	0.8790763820500843	0.7660994963003513	0.7415224443366765	0.879661502728745	0.8925658930181218	0.7511204069266387	0.6755357077332127	0.7672994895565877	0.7993393094980954	0.804253331468881	0.8179372215098295	0.7711424431664351	1.0	0.8917130052492267	0.9058173887948399	0.5950409534888564	0.8579485669006157	0.8714936147466279	0.8312422707045943	0.8198691114793735	0.8302098798122457	0.7694455931983192	0.9238569568369368
HMP_2012__SRS018665__bin.15	0.8851342450964408	0.8607253758098139	0.9310678350646515	0.8520323990018321	0.7688793825287471	0.7452885023706025	0.8656581818717766	0.9320636078663288	0.7557132579641098	0.6596207220227913	0.7942140165384874	0.8034200788696274	0.7964828309793117	0.7969498585560465	0.7719403936480564	0.8282591293758503	1.0	0.9112877893935919	0.5833625801293123	0.8788077255757013	0.8874813580461851	0.8351401865715293	0.7936861924724735	0.844216365493755	0.7702500670143121	0.8758158013760272
HMP_2012__SRS011126__bin.26	0.9538891765924391	0.8563456645576746	0.8959845090401459	0.8586026613829284	0.7463094139103416	0.7328412852092856	0.8688744286582757	0.9082737036453291	0.7487924706730011	0.6617179654605634	0.7813631144034404	0.8159169612500844	0.7976097088690248	0.8012104563979016	0.7546231959111072	0.8226159007497804	0.8909859725755972	1.0	0.5744435187895436	0.8477905117870894	0.850452795352712	0.8373584310899962	0.7981798122171436	0.8224186612028009	0.773976988719519	0.8682295724224889
HMP_2012__SRS047634__bin.13	0.9377555528956627	0.9365837223426563	0.944258990807115	0.9285700564045046	0.8459715184589173	0.818459360532215	0.930114271950396	0.9420911781699642	0.8423910071979654	0.8713513289858863	0.8702932827362613	0.8741722930788112	0.8745417226352444	0.9002259431167147	0.8611003976539745	0.8866353685946456	0.9358271306110808	0.9425167610189754	1.0	0.9024469536099917	0.9562019095074913	0.9135963376231493	0.9003352942654189	0.9144179489566571	0.854350180798825	0.9395435919488
HMP_2012__SRS019906__bin.5	0.9169291405399091	0.8900744444122765	0.9504925191202441	0.8843401182205619	0.7918880848009409	0.7788979990755596	0.9082797320919609	0.9511024900992027	0.7883330820905133	0.6955106734938159	0.8092148545403903	0.8412747694639143	0.8301844787842909	0.8384635120551629	0.7951925102352332	0.8636460291488259	0.9524172720620313	0.9397376625632557	0.6096744791536678	1.0	0.9071716015082556	0.8601249691769984	0.8281039885712802	0.8768866921503423	0.7953182980312213	0.910583845053395
HMP_2012__SRS018157__bin.6	0.8766247314435228	0.8868350466437724	0.9169481458090152	0.8617744745879314	0.7613329423639736	0.7519233624868659	0.8595282804302918	0.9043675788658505	0.7712838644313745	0.6754766348816096	0.8051872987588603	0.8088000060149132	0.8180968062690434	0.8032691053380475	0.7945982319914437	0.8258861188960379	0.9054699996804577	0.8874619133814903	0.6081453203035275	0.8540255746591706	1.0	0.8507051545926682	0.8161654552255498	0.8309969154773116	0.8015379381253395	0.8685102375702758
HMP_2012__SRS014690__bin.19	0.8519049487372288	0.9136009978191434	0.8453914071066522	0.8328493748179888	0.7193774117942298	0.7141279991460107	0.8280616033462899	0.8457678366258431	0.7658645846306262	0.6605776226696719	0.7882789960755818	0.7724155819347541	0.7949629610208169	0.7783794615559648	0.7763531096168378	0.7848592930803452	0.8489506324858676	0.8706009481903759	0.5789223815440914	0.8067727348915518	0.8475928643196318	1.0	0.789894271997483	0.7763259542535131	0.7930798770330237	0.8371932965581045
HMP_2012__SRS054430__bin.12	0.9038151542683922	0.9083663753940973	0.9130222704187375	0.8916101776525412	0.7840200638929479	0.7789475667505453	0.8941841088273592	0.9118478292726839	0.8076899726591776	0.7181299379911823	0.8202592144433233	0.8315796966131713	0.8413290235600012	0.8509129657465133	0.8107485439860658	0.8653454029317066	0.9018881077889942	0.9276609151848332	0.6377508509987984	0.868271038406947	0.909006979655581	0.8829777212073506	1.0	0.8556630672801953	0.8108699657088307	0.9094926665466406
HMP_2012__SRS023841__bin.32	0.881765191548844	0.8500198983501199	0.9126927714540843	0.8615084731332675	0.766428018460917	0.7660844996802404	0.8660237156654463	0.9573502129420454	0.7566609974518232	0.6811670530840462	0.7802152981683618	0.799425620759226	0.7998879356600214	0.8187042511191585	0.7682545088077424	0.8287346035278488	0.9072776483120061	0.9039909556553883	0.6125959526161876	0.8695539403683076	0.8753284217737449	0.8207435845145298	0.8092550097313822	1.0	0.7630631183585544	0.8757036195197865
HMP_2012__SRS014476__bin.2	0.8910544533452073	0.8923923682143352	0.8829986095766981	0.8670948554337826	0.7553212045854564	0.7374357821866192	0.8522685743330379	0.8770273505925051	0.7844549834703454	0.6728672124743234	0.8194802085214885	0.8079336041368244	0.8109601902065472	0.8077666273203477	0.8112657892857593	0.8147859546243127	0.8781247768391603	0.9024792381656495	0.607160259937746	0.8366273623543942	0.8956405398707032	0.8894434946252369	0.8135268024044662	0.8094658002075134	1.0	0.8661476033050908
HMP_2012__SRS063932__bin.48	0.8413590543836993	0.8318463911608552	0.8520940952790931	0.8438540321423447	0.7311639044339217	0.7126973023389296	0.836231884057971	0.8554150523748026	0.7259524321997417	0.6489229085952073	0.7474153393600229	0.7762501793657627	0.7661994188549289	0.7788025541684603	0.7422253910173626	0.8354507461615727	0.8526833118094418	0.8645582221265605	0.5702100373080786	0.8180154972018941	0.8287720619888076	0.801821459319845	0.7792384129717319	0.7933150380255417	0.7396775003587315	1.0
