	HMP_2012__SRS022536__bin.11	HMP_2012__SRS063603__bin.51	HMP_2012__SRS014578__bin.3	HMP_2012__SRS043755__bin.17	HMP_2012__SRS064449__bin.29	HMP_2012__SRS013533__bin.32	HMP_2012__SRS013252__bin.10	HMP_2012__SRS075410__bin.24	HMP_2012__SRS024649__bin.34	HMP_2012__SRS011098__bin.20	HMP_2012__SRS047113__bin.58	HMP_2012__SRS065099__bin.2	HMP_2012__SRS018394__bin.36	HMP_2012__SRS024561__bin.37	HMP_2012__SRS016043__bin.29	HMP_2012__SRS055401__bin.30	HMP_2012__SRS018665__bin.15	HMP_2012__SRS011126__bin.26	HMP_2012__SRS047634__bin.13	HMP_2012__SRS019906__bin.5	HMP_2012__SRS018157__bin.6	HMP_2012__SRS014690__bin.19	HMP_2012__SRS054430__bin.12	HMP_2012__SRS023841__bin.32	HMP_2012__SRS014476__bin.2	HMP_2012__SRS063932__bin.48
HMP_2012__SRS047113__bin.58	0.8428533252498822	0.8597817069376751	0.836359974154229	0.814806874655988	0.7246228830797949	0.7044238945747813	0.811481425346405	0.8420725675858933	0.7555550459081518	0.639958040507662	1.0	0.7723767340198949	0.7865629910895907	0.7567446294242934	0.7723777311561196	0.7580907633277228	0.8451407557494874	0.849416475881269	0.5795535222840004	0.793413316953709	0.8396575036495186	0.8287438476694932	0.7689316283633405	0.7709887203950255	0.76811497379526	0.816142040060945
HMP_2012__SRS065099__bin.2	0.9679733869733288	0.9042489430463119	0.921557974529626	0.8943251127022009	0.7939053495546888	0.7851996300392597	0.8910426813098681	0.9260919339503657	0.8030217772344789	0.6894528849823105	0.8349934135777316	1.0	0.8370113812514418	0.8387253602050737	0.819271160094258	0.8559815709533388	0.9257426703145313	0.9726464050638916	0.6280557873200053	0.8946474269834186	0.9109507085524317	0.8741281883781447	0.8425219852834964	0.8574713312765586	0.8161752182358737	0.9187401500108876
HMP_2012__SRS018394__bin.36	0.8304513037162619	0.8323668925175556	0.8331979272095832	0.8087651157281881	0.7054809136095879	0.7066760765765678	0.8182990119594604	0.8360610325973113	0.7395376745515447	0.6680921831839298	0.7721300916781028	0.760036530288229	1.0	0.7670283804709783	0.7488875489664434	0.7803572372452325	0.831755117862058	0.850941349897907	0.5714552797621029	0.7990129382998341	0.8380833148985237	0.8182304931980446	0.7743608667819086	0.7768980186331877	0.7439287483188433	0.8214518538240322
HMP_2012__SRS024561__bin.37	0.9065073652449962	0.8804605904231227	0.899077193341772	0.8902471339785203	0.7753275641641479	0.7734504903301138	0.9484290327791145	0.9122103758476128	0.7765331987639605	0.7109021250629474	0.8012064791774658	0.8214119438060259	0.8272743684406668	1.0	0.7949914433726519	0.8572347049626328	0.898901943478752	0.9248325888733229	0.632221270899338	0.8725046689308386	0.8854077040262073	0.8609328993611827	0.8428114300916684	0.8591402832924594	0.7967787808310433	0.9025494632181154
HMP_2012__SRS016043__bin.29	0.9040672339811376	0.9419385279799275	0.9016958372884366	0.9057902712784559	0.7866087139946821	0.7747395182822917	0.8916518176822262	0.9045379606654566	0.8341587703375576	0.7044258300165976	0.8599599216195662	0.8437664795972178	0.8493918855157176	0.8360183627815062	1.0	0.8474357052851282	0.9147296374627388	0.9139058657651806	0.6382298900342498	0.8678290507196901	0.9218782438786103	0.9111392362903629	0.8466685540142217	0.8457815006633471	0.8465553131609186	0.9022820252349469
HMP_2012__SRS055401__bin.30	0.8702301507727065	0.8455916115512739	0.8751094621947579	0.8652605919239462	0.7547471634043709	0.7298120969237528	0.8659012494805814	0.878188783732455	0.7379472578170635	0.6624012360922269	0.7539805561423292	0.787498053729946	0.7906339038755815	0.8052738216016637	0.7570023573421241	1.0	0.8772178800978638	0.8923110184174172	0.5847686145234886	0.8440385624279135	0.8542057780171154	0.8161154135662708	0.8050784507987889	0.816756071122906	0.7557855046765026	0.9176616197528807
HMP_2012__SRS018665__bin.15	0.8706794191908724	0.8454728262721897	0.9167290751840705	0.8375932327980479	0.7568665489425556	0.7338246795057799	0.8517302588732937	0.9177064248071785	0.7427405767744515	0.6466802813956294	0.7807448306863832	0.7910728645924009	0.7827419032433085	0.7843272177592072	0.758969554776255	0.8147954704773169	1.0	0.8964948981612747	0.5738755643249885	0.8647747904593728	0.87096405729977	0.8200930554749541	0.7792129433883357	0.8312750037076646	0.756474135239027	0.8611546358704815
HMP_2012__SRS011126__bin.26	0.9523409812442303	0.8405818116317295	0.8811122869430122	0.8443888050795938	0.7352522909958795	0.7206934906446311	0.855135208159773	0.8939310562222773	0.7357647535631459	0.6485056177245402	0.767213203341364	0.8126368405646995	0.7829572422488911	0.7889753000247676	0.7413928354310675	0.8103501227118186	0.8765226397676356	1.0	0.5646986242766757	0.8340557944745909	0.8339270033548735	0.8216963501677437	0.7837299889671943	0.8096224078535564	0.7601990408213811	0.8546155404949002
HMP_2012__SRS047634__bin.13	0.9226798715567318	0.9244900763832551	0.9285818781503106	0.91276142682561	0.8318652202760674	0.8074488820322763	0.9143647511005307	0.9256944167372277	0.8311751258646498	0.8659458357161539	0.858876431724246	0.8609570589860784	0.8627051996471209	0.8849345149168266	0.8495047427366454	0.8713291632125003	0.9206081106042537	0.9265278498165413	1.0	0.8869959318417245	0.945792862325426	0.9020790017717841	0.8880717107100584	0.8984408595000288	0.8425831105673108	0.9235857128291063
HMP_2012__SRS019906__bin.5	0.9021470778796171	0.8732408426983678	0.9383849445984623	0.8696768551453697	0.7796058050069533	0.7666117260182074	0.8939279435592157	0.9368165904119751	0.7741230544072151	0.6823089448101053	0.794351928296963	0.8285362593305093	0.8149112447301403	0.8250611218873759	0.7803675199937705	0.8496436511604922	0.9372089285375571	0.9245133459853228	0.5992360887183322	1.0	0.8906085433873057	0.8437156516955895	0.8124793473410357	0.8640533420120257	0.7803735098888176	0.8960753209335851
HMP_2012__SRS018157__bin.6	0.8598450032048209	0.8709462774265946	0.8997971846446784	0.844803960820359	0.747314435227843	0.7390627261466398	0.8435154536278385	0.8871827838146205	0.7582136459584482	0.663754132903267	0.791401869510217	0.7942110219525536	0.8046835497762265	0.7882120858403304	0.7804049164396977	0.8095029989981412	0.8886179045170118	0.8702169691980053	0.6015251564347354	0.8384328519523093	1.0	0.8351161912065728	0.8014871872949995	0.8157594485828301	0.787338043762253	0.8520989227666346
HMP_2012__SRS014690__bin.19	0.8360696263515646	0.9116401933087313	0.8284979619431628	0.8166797605458789	0.706741740321688	0.7022161585648484	0.8124500786100948	0.829780818762296	0.7569417067988602	0.6505179651456231	0.778257730616923	0.759319205677531	0.7827477294838889	0.7636200533930626	0.768492100130252	0.7705765083633836	0.8336546717993425	0.8543170941139345	0.5716241435526144	0.7913812622374707	0.8320609328897334	1.0	0.7776350300441321	0.7617903437400801	0.7829368806353232	0.8219347915451308
HMP_2012__SRS054430__bin.12	0.887770739039596	0.8947095718000143	0.8950675565343729	0.8753511809309278	0.7698995549265817	0.765794244610341	0.8777817088642044	0.894453120747623	0.7950223374100328	0.7069099427643121	0.8071823042493417	0.818109212559193	0.8280762612158084	0.83563999715287	0.798268275016015	0.8497343376445023	0.8854417447882865	0.9108670348396606	0.6290639641261614	0.8518885264845899	0.8926590101198725	0.8692738143587468	1.0	0.8395390998882083	0.7978014294267639	0.8926925057675319
HMP_2012__SRS023841__bin.32	0.8678759451716307	0.8341477467345917	0.8990569567997909	0.8476469458507485	0.7551701061443332	0.7541108407399414	0.8520146832004466	0.957230426854259	0.7426925536611975	0.6675292584944175	0.7654459705346023	0.7874668113339418	0.7857304080448733	0.805629748132426	0.7541821184120128	0.8153047021484279	0.8933695925491073	0.8899254950333323	0.6018924221934913	0.85682790600059	0.8592780759780386	0.8053763164095061	0.7940055477788096	1.0	0.7488610421983619	0.8618222928839144
HMP_2012__SRS014476__bin.2	0.8756537299890363	0.88078485404756	0.8656319704944615	0.8512089541580378	0.7418790457747514	0.7253714446540115	0.8365223454886855	0.8603002642224341	0.773613042254586	0.6623266696631478	0.8089669700953972	0.7951225966890283	0.7981397312408373	0.7925874895508218	0.800776704738781	0.8003209315416057	0.8624195045724343	0.8864137580495428	0.5987977669213675	0.8209063375578118	0.8797735416307859	0.8780680677316778	0.8004154467207434	0.794400080652953	1.0	0.8506450135891824
HMP_2012__SRS063932__bin.48	0.8279864399483428	0.816996699669967	0.8391340220978619	0.8306051800832257	0.7200728224996413	0.7009667814607548	0.822951642990386	0.8419285406801549	0.7134228368489022	0.6364901707562061	0.734041828095853	0.7643528483283112	0.7526277084230162	0.7667097144497059	0.7288680226718324	0.8298482565647869	0.8384093844167025	0.8510017577844742	0.5605251829530778	0.8049818840579711	0.8131116372506816	0.787207633806859	0.7648443105180083	0.7807397044052232	0.7264385134165591	1.0
