	ZeeviD_2015__PNP_Main_415__bin.46	Bengtsson-PalmeJ_2015__TRAVELRES24__bin.8	BritoIL_2016__WL.15.ST__bin.16	ZeeviD_2015__PNP_Main_487__bin.14	BritoIL_2016__WL.39.ST__bin.32	ZeeviD_2015__PNP_Main_607__bin.26	LiuW_2016__SRR3993015__bin.15	ZeeviD_2015__PNP_Validation_27__bin.17	ZellerG_2014__CCIS22958137ST-20-0__bin.2	ZeeviD_2015__PNP_Main_16__bin.15	ZeeviD_2015__PNP_Main_727__bin.17	ZeeviD_2015__PNP_Main_602__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES23__bin.47	ZeeviD_2015__PNP_Main_769__bin.12	ZeeviD_2015__PNP_Main_539__bin.51	BritoIL_2016__W2.46.ST__bin.25	ZeeviD_2015__PNP_Main_741__bin.63	ZeeviD_2015__PNP_Main_547__bin.27	LiJ_2014__MH0401__bin.50	ZeeviD_2015__PNP_Main_38__bin.17	LiSS_2016__FAT_017-22-84-0__bin.29	ZeeviD_2015__PNP_Main_29__bin.19	ZeeviD_2015__PNP_Main_561__bin.28	ZeeviD_2015__PNP_Main_482__bin.15	NielsenHB_2014__V1_UC23_1__bin.16	LiuW_2016__SRR3992960__bin.11	ZeeviD_2015__PNP_Main_122__bin.30	ZeeviD_2015__PNP_Main_668__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.108	ZeeviD_2015__PNP_Main_650__bin.28	RaymondF_2016__P9E0__bin.30	ZeeviD_2015__PNP_Validation_74__bin.28
Bengtsson-PalmeJ_2015__TRAVELRES23__bin.47	47290.0	89.0	15219.0	32090.0	13043.0	71649.0	25062.0	16947.0	16459.0	70815.0	28337.0	15922.0	0.0	66610.0	27499.0	23133.0	16386.0	5772.0	20811.0	32589.0	14015.0	24395.0	26218.0	32486.0	22014.0	15242.0	22194.0	35903.0	75002.0	30615.0	30212.0	31938.0
ZeeviD_2015__PNP_Main_769__bin.12	1665.0	73786.0	45572.0	73891.0	38123.0	1869.0	73535.0	41484.0	37846.0	4791.0	68444.0	48523.0	66610.0	0.0	65284.0	71501.0	42864.0	69662.0	58991.0	71239.0	32458.0	57857.0	59781.0	72390.0	51906.0	46350.0	67610.0	1083.0	1796.0	69870.0	69819.0	69898.0
ZeeviD_2015__PNP_Main_539__bin.51	46142.0	31748.0	13423.0	5372.0	11306.0	69327.0	23304.0	2271.0	4672.0	67975.0	7689.0	13974.0	27499.0	65284.0	0.0	20669.0	3761.0	30013.0	17401.0	9203.0	3414.0	3543.0	4337.0	4644.0	5988.0	13812.0	17871.0	36800.0	68102.0	4041.0	4753.0	5469.0
BritoIL_2016__W2.46.ST__bin.25	49973.0	26547.0	1951.0	24318.0	1326.0	75808.0	4736.0	13105.0	13873.0	75531.0	21789.0	4550.0	23133.0	71501.0	20669.0	0.0	13900.0	24556.0	6682.0	26578.0	11649.0	18820.0	19253.0	24366.0	17164.0	5081.0	2799.0	38243.0	75776.0	22982.0	22873.0	22818.0
ZeeviD_2015__PNP_Main_741__bin.63	33552.0	20062.0	10424.0	4101.0	8467.0	44947.0	15683.0	2787.0	4596.0	43532.0	4462.0	10240.0	16386.0	42864.0	3761.0	13900.0	0.0	19214.0	12559.0	7391.0	3298.0	3442.0	3527.0	5505.0	5153.0	10391.0	12203.0	26631.0	42365.0	4138.0	3722.0	3908.0
ZeeviD_2015__PNP_Main_547__bin.27	48183.0	6160.0	16356.0	33991.0	14511.0	74012.0	26823.0	19312.0	19750.0	74176.0	28144.0	17527.0	5772.0	69662.0	30013.0	24556.0	19214.0	0.0	21895.0	34529.0	16633.0	26892.0	28301.0	34450.0	24525.0	15707.0	23412.0	37676.0	73880.0	32453.0	30373.0	30328.0
LiJ_2014__MH0401__bin.50	42487.0	22975.0	4693.0	20004.0	3685.0	60944.0	9768.0	11578.0	12624.0	59760.0	19240.0	4182.0	20811.0	58991.0	17401.0	6682.0	12559.0	21895.0	0.0	22803.0	10360.0	15723.0	17109.0	21710.0	14915.0	6491.0	7631.0	33122.0	60960.0	19771.0	18461.0	19330.0
ZeeviD_2015__PNP_Main_38__bin.17	50310.0	37610.0	18197.0	10699.0	14794.0	75278.0	30457.0	5023.0	8438.0	75245.0	12483.0	17594.0	32589.0	71239.0	9203.0	26578.0	7391.0	34529.0	22803.0	0.0	6317.0	8160.0	9695.0	12448.0	10154.0	17948.0	23570.0	39326.0	75550.0	11149.0	9480.0	8342.0
LiSS_2016__FAT_017-22-84-0__bin.29	25397.0	17800.0	9194.0	3466.0	8137.0	33708.0	12932.0	2798.0	3907.0	33485.0	3713.0	8906.0	14015.0	32458.0	3414.0	11649.0	3298.0	16633.0	10360.0	6317.0	0.0	3267.0	2719.0	3991.0	4430.0	8272.0	10431.0	21331.0	30697.0	3242.0	3460.0	3395.0
ZeeviD_2015__PNP_Main_29__bin.19	42629.0	28864.0	13027.0	3256.0	10606.0	60682.0	22338.0	2321.0	4779.0	61086.0	4876.0	12424.0	24395.0	57857.0	3543.0	18820.0	3442.0	26892.0	15723.0	8160.0	3267.0	0.0	3152.0	6296.0	5608.0	12826.0	16862.0	33412.0	59456.0	3604.0	3401.0	3701.0
ZeeviD_2015__PNP_Main_561__bin.28	43104.0	30656.0	13070.0	4431.0	11002.0	63508.0	22999.0	2976.0	4698.0	62849.0	5088.0	13573.0	26218.0	59781.0	4337.0	19253.0	3527.0	28301.0	17109.0	9695.0	2719.0	3152.0	0.0	5559.0	5862.0	13173.0	17773.0	34879.0	61257.0	2949.0	5197.0	5104.0
ZeeviD_2015__PNP_Main_482__bin.15	51092.0	36905.0	16304.0	6133.0	13601.0	76332.0	28671.0	4129.0	6838.0	77354.0	8775.0	16464.0	32486.0	72390.0	4644.0	24366.0	5505.0	34450.0	21710.0	12448.0	3991.0	6296.0	5559.0	0.0	8570.0	16202.0	22769.0	39492.0	76899.0	5859.0	5807.0	7674.0
NielsenHB_2014__V1_UC23_1__bin.16	38191.0	26307.0	11954.0	6721.0	10352.0	53872.0	19539.0	4386.0	5651.0	53444.0	7266.0	12301.0	22014.0	51906.0	5988.0	17164.0	5153.0	24525.0	14915.0	10154.0	4430.0	5608.0	5862.0	8570.0	0.0	11735.0	15698.0	30154.0	51655.0	6388.0	6230.0	6485.0
LiuW_2016__SRR3992960__bin.11	34836.0	17448.0	3604.0	15516.0	3320.0	49079.0	7139.0	9914.0	9523.0	47890.0	13957.0	5021.0	15242.0	46350.0	13812.0	5081.0	10391.0	15707.0	6491.0	17948.0	8272.0	12826.0	13173.0	16202.0	11735.0	0.0	5848.0	27263.0	48628.0	15168.0	14694.0	14949.0
ZeeviD_2015__PNP_Main_122__bin.30	47335.0	25073.0	2992.0	21204.0	2623.0	71539.0	6885.0	11261.0	12726.0	72210.0	19313.0	4526.0	22194.0	67610.0	17871.0	2799.0	12203.0	23412.0	7631.0	23570.0	10431.0	16862.0	17773.0	22769.0	15698.0	5848.0	0.0	36485.0	71855.0	20308.0	19642.0	19803.0
ZeeviD_2015__PNP_Main_668__bin.7	989.0	39917.0	26676.0	39901.0	24386.0	932.0	38705.0	26441.0	24631.0	3177.0	36501.0	30391.0	35903.0	1083.0	36800.0	38243.0	26631.0	37676.0	33122.0	39326.0	21331.0	33412.0	34879.0	39492.0	30154.0	27263.0	36485.0	0.0	960.0	38967.0	37427.0	36908.0
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.108	1362.0	79134.0	45369.0	78387.0	37259.0	1759.0	79179.0	40424.0	36857.0	4774.0	75826.0	46902.0	75002.0	1796.0	68102.0	75776.0	42365.0	73880.0	60960.0	75550.0	30697.0	59456.0	61257.0	76899.0	51655.0	48628.0	71855.0	960.0	0.0	73152.0	75655.0	77766.0
ZeeviD_2015__PNP_Main_650__bin.28	49668.0	34793.0	15054.0	1499.0	12455.0	74079.0	26805.0	3436.0	5513.0	74067.0	5274.0	15003.0	30615.0	69870.0	4041.0	22982.0	4138.0	32453.0	19771.0	11149.0	3242.0	3604.0	2949.0	5859.0	6388.0	15168.0	20308.0	38967.0	73152.0	0.0	4917.0	5117.0
RaymondF_2016__P9E0__bin.30	48408.0	33067.0	14048.0	6558.0	11477.0	75701.0	26897.0	2342.0	5124.0	74527.0	8134.0	13866.0	30212.0	69819.0	4753.0	22873.0	3722.0	30373.0	18461.0	9480.0	3460.0	3401.0	5197.0	5807.0	6230.0	14694.0	19642.0	37427.0	75655.0	4917.0	0.0	5541.0
ZeeviD_2015__PNP_Validation_74__bin.28	49255.0	33420.0	13820.0	5985.0	11408.0	75689.0	26313.0	1966.0	5208.0	74819.0	8236.0	13365.0	31938.0	69898.0	5469.0	22818.0	3908.0	30328.0	19330.0	8342.0	3395.0	3701.0	5104.0	7674.0	6485.0	14949.0	19803.0	36908.0	77766.0	5117.0	5541.0	0.0
