	ZeeviD_2015__PNP_Main_415__bin.46	Bengtsson-PalmeJ_2015__TRAVELRES24__bin.8	BritoIL_2016__WL.15.ST__bin.16	ZeeviD_2015__PNP_Main_487__bin.14	BritoIL_2016__WL.39.ST__bin.32	ZeeviD_2015__PNP_Main_607__bin.26	LiuW_2016__SRR3993015__bin.15	ZeeviD_2015__PNP_Validation_27__bin.17	ZellerG_2014__CCIS22958137ST-20-0__bin.2	ZeeviD_2015__PNP_Main_16__bin.15	ZeeviD_2015__PNP_Main_727__bin.17	ZeeviD_2015__PNP_Main_602__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES23__bin.47	ZeeviD_2015__PNP_Main_769__bin.12	ZeeviD_2015__PNP_Main_539__bin.51	BritoIL_2016__W2.46.ST__bin.25	ZeeviD_2015__PNP_Main_741__bin.63	ZeeviD_2015__PNP_Main_547__bin.27	LiJ_2014__MH0401__bin.50	ZeeviD_2015__PNP_Main_38__bin.17	LiSS_2016__FAT_017-22-84-0__bin.29	ZeeviD_2015__PNP_Main_29__bin.19	ZeeviD_2015__PNP_Main_561__bin.28	ZeeviD_2015__PNP_Main_482__bin.15	NielsenHB_2014__V1_UC23_1__bin.16	LiuW_2016__SRR3992960__bin.11	ZeeviD_2015__PNP_Main_122__bin.30	ZeeviD_2015__PNP_Main_668__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.108	ZeeviD_2015__PNP_Main_650__bin.28	RaymondF_2016__P9E0__bin.30	ZeeviD_2015__PNP_Validation_74__bin.28
ZeeviD_2015__PNP_Main_727__bin.17	0.5496825048851777	0.8728172950675686	0.54107266047696	0.9478887557344906	0.4523932517077407	0.8020535975125012	0.88880024204534	0.5207251322324185	0.4597303694458478	0.8019314384794326	1.0	0.5940035066271275	0.8238499887073917	0.7446469012088536	0.7880403465718056	0.8627491180165161	0.5364026816275181	0.8116141990463073	0.687609996396782	0.8717604773861376	0.3925689429124324	0.7232274037749036	0.7582737886961227	0.8863485386607297	0.6081076666156882	0.5634055097511791	0.8191558621421108	0.4226778301714819	0.8088220602168275	0.8874522313199662	0.8643035680380834	0.8975256167018861
ZeeviD_2015__PNP_Main_602__bin.12	0.6317964636063033	0.9067393694762289	0.6401092902624265	0.9272106394739275	0.559945394210134	0.8422025122072921	0.893817703999638	0.6177817643676239	0.5474151751378422	0.8480689627588252	0.8225856051322099	1.0	0.7618996100616807	0.8133843197192602	0.8203870795147639	0.9144705998834184	0.6386234987177999	0.8365308013242297	0.75157381780891	0.8835673159956017	0.5074430550392003	0.780641172162325	0.8116782166305053	0.917447428485627	0.7093776002171642	0.6207940001822816	0.8642349779983516	0.5363379631542057	0.7494356155904512	0.90394678951658	0.8412196342172679	0.8188881741877487
Bengtsson-PalmeJ_2015__TRAVELRES23__bin.47	0.547370456496387	0.9704537982406088	0.5435685683935136	0.8884091629050842	0.44603907115811436	0.8033495988256067	0.8704460035955298	0.4956769699216639	0.4267877967836097	0.806025760302672	0.8693887299425296	0.5805926328612244	1.0	0.7566916528345027	0.763981144953417	0.8662368952529612	0.5192962434807287	0.8453937145181261	0.6982737859090805	0.851755344078618	0.3642412662500862	0.6839990926233678	0.7052080220888249	0.85150751433765	0.5979307215942649	0.5701068366032536	0.8241443128570672	0.4294874421272586	0.825526863045088	0.8415538525033301	0.8358817492382733	0.8885785465385281
ZeeviD_2015__PNP_Main_769__bin.12	0.6171421218554977	0.7448935211992537	0.48417594201033687	0.7492599026356987	0.40441184670484037	0.9217401188101825	0.7286731433228248	0.46367711081086876	0.4140110231829977	0.8921327928971241	0.6745566064037402	0.532073602264685	0.6495627184799159	1.0	0.6648043063329687	0.7340908018615026	0.48144287889510823	0.7039031503999658	0.5837118531386047	0.7237723305239229	0.35514207896373506	0.6150725943082631	0.6226691543888997	0.7296420682407944	0.5417808659846877	0.48754809238885677	0.6869313088421368	0.4915966458641618	0.8733534924617726	0.7191597503699414	0.6827450728087671	0.6805365759505887
ZeeviD_2015__PNP_Main_539__bin.51	0.5768360101523886	0.8944115622142073	0.5853992622049591	0.9590467235940278	0.4944968504988851	0.8332398244910961	0.8847940236546544	0.5726193779093067	0.512572829002127	0.8322035204537747	0.8551137005867423	0.6428388667961404	0.7855831971803486	0.7963449345951888	1.0	0.8967811379306802	0.5932247192165809	0.8368491630444835	0.6960489945230535	0.9054923600193183	0.4439691934605464	0.769825415908834	0.7742984267907971	0.9281821264527267	0.6563704183236229	0.5948811615647832	0.8377488003123812	0.4860872201157043	0.771767008847375	0.898305537573086	0.8598585036530102	0.8704065065713081
BritoIL_2016__W2.46.ST__bin.25	0.5618821115251635	0.9077842417622064	0.5748568323123893	0.9142466105734386	0.4872954154986888	0.8216846053215712	0.9189900129092883	0.5409019053128015	0.47441520833210266	0.8297818780129057	0.8279606732459657	0.63372791255309	0.7877637577525025	0.777690786875875	0.7931151371288125	1.0	0.5668272640896861	0.8406936572727096	0.7101530802579676	0.8772740635994877	0.42128583054525726	0.7312709673696268	0.7452767045281566	0.888067246441085	0.6423659122086607	0.5893478605615109	0.8666762694928662	0.4533586641953778	0.7784573468663509	0.8706022198886648	0.8422345019245789	0.8459146260282333
ZeeviD_2015__PNP_Main_741__bin.63	0.6585381061118981	0.9048896798040578	0.6377012731990033	0.9534996651406665	0.5478856182134136	0.8642253599646142	0.8915987350899572	0.6611825045717652	0.5608655435247447	0.8614723981283087	0.8310108350650904	0.7144445772960236	0.7623687061666198	0.8233651859257852	0.8469535136023308	0.9150425561100275	1.0	0.8576946860427843	0.7370910443283338	0.9157658229287318	0.5096434353266693	0.8097910961893522	0.8214161799041855	0.9285168849059496	0.7283641626426087	0.6387927752540052	0.8662968665528707	0.5465417796618252	0.7751373730156925	0.9241582120492144	0.8503930654409764	0.848240136320391
ZeeviD_2015__PNP_Main_547__bin.27	0.5481125252025574	0.9095598265614343	0.5485837849181902	0.8887859862538319	0.458928263590643	0.8126096170710319	0.8717470899946785	0.5174483207039476	0.4677735180146756	0.8220038937482668	0.8029825212301096	0.5976491354304859	0.7925918534841364	0.7687787159250182	0.7630064870820499	0.8667004886860192	0.5477387028833974	1.0	0.6735833164691686	0.840035901933008	0.4071983750440342	0.7129372503166715	0.7270300706795884	0.8579582930467176	0.6114070147430276	0.5601268372570624	0.8128630479916653	0.4456917680390349	0.7705475794302161	0.8476786477188407	0.8016685217247917	0.8042482704862126
LiJ_2014__MH0401__bin.50	0.5957186724064469	0.9041529171502872	0.6105255425120844	0.9147942347530964	0.5236060708461279	0.8317864331575158	0.9153037626904486	0.5650582548521224	0.5178854884445293	0.8342171223719201	0.8534639965913933	0.6736317823193219	0.8213020290025418	0.7997854928522105	0.7961729574071081	0.9184802315501814	0.5905387655554413	0.8450412118184623	1.0	0.8868677548741606	0.43780497480275626	0.7406673229214111	0.7684727384922792	0.8953775178878391	0.6703025138474649	0.6164594566798407	0.8782375152432306	0.48044076811189634	0.8093912992374711	0.8772125824603676	0.836845275700454	0.8714220648516816
ZeeviD_2015__PNP_Main_38__bin.17	0.5696544470406635	0.8954020521898346	0.5712123319275683	0.9412571942230699	0.48772250399947686	0.8188110340432155	0.8833013897088418	0.5686823231872031	0.4964683951529196	0.8305175051369216	0.8478610051696174	0.6205475023646878	0.78501234611109	0.7770723368825908	0.8115903319957228	0.8890733463072649	0.5749051131596373	0.8257885900013539	0.6949336275646616	1.0	0.4225667201158259	0.7490971819920849	0.770392726984703	0.9070670779274006	0.6508122829299472	0.5890333745637876	0.8467580981923377	0.46243392919475357	0.784299025481526	0.8930599290639705	0.8441152659824805	0.8740696668806475
LiSS_2016__FAT_017-22-84-0__bin.29	0.665980783121195	0.9383291553111464	0.6717500955988128	0.9780608311937408	0.622007352509747	0.872130265269002	0.9088300930899762	0.698686704987122	0.635908128023502	0.8754049039661873	0.8387465528787889	0.7829067299540923	0.737459357859234	0.8376236461892999	0.8741626252142122	0.9379214693689264	0.7028546108976577	0.8793553099323625	0.7536201095390418	0.9282877392752295	1.0	0.866569348086911	0.8940026666504807	0.9654873111544088	0.7833275670557387	0.6333274658929738	0.8923031322015244	0.593916475974855	0.7350081840676739	0.9509785474240925	0.8893319817987952	0.8224613709982539
ZeeviD_2015__PNP_Main_29__bin.19	0.6096072305225991	0.9048306066223699	0.6064868484875521	0.9717573239477181	0.5083117016585005	0.850817392148902	0.9072174786567788	0.608201195186503	0.5427640847754607	0.8631560580641773	0.8625134603884835	0.6722802674516372	0.7730020887247824	0.8097470435142526	0.8460730110670227	0.9087494360330153	0.6233733893413488	0.8593812202240961	0.7116577269547139	0.9185476389052801	0.483703824585516	1.0	0.8250920275537752	0.9362992585281125	0.7007730935657226	0.602255190331446	0.8630967674174745	0.5042505746957684	0.7873108981290695	0.9379057527173469	0.8690117152671156	0.8636648282801703
ZeeviD_2015__PNP_Main_561__bin.28	0.5726320508768743	0.8631760037882567	0.5648534202980418	0.9499867180027237	0.4934597975466629	0.8097157022606695	0.8630683828617087	0.5655915423601217	0.51290558652355	0.8075543590675093	0.8407425528943729	0.6498734272907769	0.7409490800773191	0.7621252035610453	0.7911702542058783	0.8610519341842912	0.5878743239568381	0.8147660111064796	0.6864713670587569	0.8782571079684635	0.4639391149045009	0.7670936155066531	1.0	0.8960066861469294	0.667985766738729	0.5660645494568031	0.8285173406186576	0.4771339654794066	0.7339615945536462	0.9035123270584209	0.8380284056248472	0.8365668609443132
ZeeviD_2015__PNP_Main_482__bin.15	0.566600153016331	0.8902255920041449	0.5664657283062441	0.9599031595274994	0.4842365382766387	0.8177506234800325	0.8848016688713839	0.5545889634123279	0.4902455506560153	0.8287178571151911	0.853013186836221	0.6375882475437872	0.776557879862586	0.7751630526165655	0.823206899678611	0.8905778303122709	0.5768000266115357	0.83456647119643	0.6942475793299453	0.8975592573741067	0.4348935561350754	0.7555703093636609	0.7777239572629671	1.0	0.6563393554084529	0.5815677748882794	0.8416969046318198	0.45802599819460776	0.7770158352308483	0.9118306048155032	0.8626193133221266	0.8556182921500072
NielsenHB_2014__V1_UC23_1__bin.16	0.6052645650504991	0.9005657838283093	0.5965295451449407	0.9338507802444177	0.5321939146409933	0.8352619296487787	0.8670490757633436	0.6028672406834731	0.5565732902672195	0.8415353315704575	0.8175627244706598	0.6886934900484939	0.7617730524444943	0.8040744329112023	0.8132314990343226	0.8999075699686425	0.6320820055534407	0.8308345820723934	0.72605317400399	0.899640210373807	0.4929117878845363	0.7899998599544978	0.8099735314001113	0.9168912699453441	1.0	0.5944256797617699	0.8595483659872762	0.5027136998875816	0.7532748367515045	0.890552530431251	0.8343299904896372	0.8250086891868322
LiuW_2016__SRR3992960__bin.11	0.5785943682934951	0.8550585735150343	0.5707319467419436	0.8638555447515982	0.506431744709414	0.793705950474836	0.8749381499232596	0.5566938033187457	0.4652803848036517	0.796043982866368	0.7892354998879071	0.6279729491310478	0.7567909062810494	0.7539368485843794	0.7679630531187693	0.8602645923068454	0.5776034405224457	0.7930771689976241	0.6957400718190488	0.8483946837454681	0.41523985890886517	0.7074163050730993	0.715178572612985	0.8465149720298366	0.6193590408562041	1.0	0.825911103033937	0.48078236864900864	0.7525399985938642	0.8300565505366532	0.8006696390077988	0.8067737275465982
ZeeviD_2015__PNP_Main_122__bin.30	0.5546509194960303	0.8756432513741546	0.570965942078159	0.8997366674960604	0.4819352394308851	0.7969413279347343	0.8990345103184119	0.5413532877920785	0.4760616239528904	0.8124561740822004	0.8152836526499129	0.6211291818408016	0.7772837544391414	0.7547228317009357	0.76838803561869	0.8988224494258333	0.5565359052078386	0.8177171692038574	0.7042245357280191	0.8665109668468712	0.4156614980358449	0.7202954526604688	0.7437154576368311	0.8704557706952581	0.6363146267351293	0.5867998220573488	1.0	0.4452859334826242	0.765723137068621	0.8626415624269568	0.8172237741937917	0.8312009432468502
ZeeviD_2015__PNP_Main_668__bin.7	0.6714391594235156	0.769485723024325	0.5425939679143738	0.7716955749210956	0.4859743675349363	0.8922517399082294	0.744636055789108	0.5516203687931664	0.5035994316009578	0.8694256883359339	0.6758225244397204	0.6192551610527042	0.6507404404411226	0.8676889976023978	0.716245628937174	0.755335554541098	0.5640671570887491	0.7202799902793771	0.6188993438579516	0.7602306906714572	0.44446109971739034	0.6760496417980729	0.6880603647656187	0.7609604944496303	0.597865248243058	0.5487647465408133	0.7153523006609872	1.0	0.7896946255705377	0.7587627554786385	0.6933892950504315	0.6821129182082257
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.108	0.5805022150494981	0.7252643204616587	0.44075863902223444	0.7212407733703564	0.3682364453208263	0.8857091244567306	0.716985557531621	0.4173798470410181	0.3679307084125794	0.8820686743527472	0.7029204252829198	0.4703221224313779	0.6798584804340724	0.8378672649179448	0.6181074432740761	0.7049572997052911	0.43482660232063775	0.6768558394926496	0.5667201877710175	0.7008214159034217	0.29897201622586506	0.5737311506817974	0.5752935773851799	0.7016682618753894	0.4869294385551112	0.4668713691170335	0.6686252208671407	0.42922910681204873	1.0	0.685062180221003	0.6745062328357324	0.7012110967272571
ZeeviD_2015__PNP_Main_650__bin.28	0.5552805905155043	0.8651112883096843	0.5530506990906812	0.9605555371708259	0.46684696797777997	0.8019580794918441	0.8743481794811002	0.5531499766312457	0.47756032923877706	0.8093671759438279	0.8496616177161904	0.6249593710065156	0.7635140985440654	0.7600783703251726	0.7925919915210634	0.8685515497496075	0.5711255579828436	0.8203058382900328	0.6766480638386319	0.8791320876344156	0.4261445363126871	0.7529553201202029	0.7801859255273382	0.9071183809873083	0.6341908223126953	0.5673135724184326	0.8298301356747722	0.45434298440979953	0.7547060500821192	1.0	0.8367854567016194	0.840997725683009
RaymondF_2016__P9E0__bin.30	0.5364812403425412	0.8648960663470339	0.5341209176934459	0.9189801723549663	0.44611874152270253	0.8011290287903277	0.858817651287334	0.522119261261076	0.45443876201310746	0.7992468467491579	0.8531795181950496	0.5996411374792128	0.7819033828798554	0.7439858511510429	0.7822141976445383	0.8663272164364456	0.5418487542637709	0.7998572589035577	0.6655432154044472	0.8567386977936359	0.4108877710982465	0.7192978110227536	0.7460979893790154	0.8847938199742187	0.6125920642680803	0.5642115260397338	0.8105371346524344	0.4280830721398732	0.7661378297557697	0.8627544825097755	1.0	0.8750206820350935
ZeeviD_2015__PNP_Validation_74__bin.28	0.5457313468132908	0.8863968235199168	0.5388993995769448	0.9355737052615378	0.45256160483191343	0.8036246858524261	0.8793997083284064	0.5268182082655299	0.452108331409502	0.7996339089811952	0.8894552460533305	0.5860163741504643	0.8344632322993444	0.7444931502221321	0.7949209915332655	0.8735315536486165	0.5426006632994926	0.805584178411422	0.6957653188586144	0.890626906235278	0.38148542298950244	0.7176810419094918	0.7477233098907452	0.881061241650103	0.6081282341480994	0.5707467843863728	0.8276392619244696	0.4227760040991683	0.7996001246267298	0.8705045693339414	0.8784589079019728	1.0
