	ZeeviD_2015__PNP_Main_415__bin.46	Bengtsson-PalmeJ_2015__TRAVELRES24__bin.8	BritoIL_2016__WL.15.ST__bin.16	ZeeviD_2015__PNP_Main_487__bin.14	BritoIL_2016__WL.39.ST__bin.32	ZeeviD_2015__PNP_Main_607__bin.26	LiuW_2016__SRR3993015__bin.15	ZeeviD_2015__PNP_Validation_27__bin.17	ZellerG_2014__CCIS22958137ST-20-0__bin.2	ZeeviD_2015__PNP_Main_16__bin.15	ZeeviD_2015__PNP_Main_727__bin.17	ZeeviD_2015__PNP_Main_602__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES23__bin.47	ZeeviD_2015__PNP_Main_769__bin.12	ZeeviD_2015__PNP_Main_539__bin.51	BritoIL_2016__W2.46.ST__bin.25	ZeeviD_2015__PNP_Main_741__bin.63	ZeeviD_2015__PNP_Main_547__bin.27	LiJ_2014__MH0401__bin.50	ZeeviD_2015__PNP_Main_38__bin.17	LiSS_2016__FAT_017-22-84-0__bin.29	ZeeviD_2015__PNP_Main_29__bin.19	ZeeviD_2015__PNP_Main_561__bin.28	ZeeviD_2015__PNP_Main_482__bin.15	NielsenHB_2014__V1_UC23_1__bin.16	LiuW_2016__SRR3992960__bin.11	ZeeviD_2015__PNP_Main_122__bin.30	ZeeviD_2015__PNP_Main_668__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.108	ZeeviD_2015__PNP_Main_650__bin.28	RaymondF_2016__P9E0__bin.30	ZeeviD_2015__PNP_Validation_74__bin.28
ZeeviD_2015__PNP_Main_727__bin.17	0.9598349744938033	0.9840314310803633	0.9876511839755789	0.9964253077460624	0.9883594632505369	0.9580652933517789	0.9859617810842525	0.9965331579071365	0.9934821824149895	0.9583828223538912	1.0	0.9893177255098645	0.9839750858023117	0.9582948184157466	0.9954014010505786	0.9881833011915944	0.9960768280512949	0.9838463984424952	0.9869246666435606	0.9932656899228653	0.9955416483053341	0.9968179240413148	0.9968329906763693	0.9953342932371444	0.9943743757694005	0.9884065555250983	0.9889600319200444	0.9607176949559674	0.9574980423853695	0.9971940450336086	0.995563782488994	0.9956739403228577
ZeeviD_2015__PNP_Main_602__bin.12	0.9629023747756534	0.986454511798178	0.9960585734954117	0.9895045833041775	0.9957928515790799	0.9626223837017585	0.9947916894717254	0.9898773089926478	0.98721505246653	0.963237769258038	0.9893177255098645	1.0	0.986482780869425	0.962356849279999	0.9889547305196114	0.9967481906003411	0.9895957480748577	0.9864481714271134	0.9963647964172991	0.9871118879172301	0.9886230956523516	0.9896723996043192	0.989154389144321	0.9883702120896393	0.9887578117717162	0.9947247431713738	0.9965779059445842	0.9641770601638207	0.9605824472466038	0.989234542459085	0.9893076993663736	0.9894118653655105
Bengtsson-PalmeJ_2015__TRAVELRES23__bin.47	0.958618565379429	0.9999541787440858	0.9862034642277285	0.9822719817206398	0.985599524805296	0.9573378697336988	0.9858178422884305	0.9832038629034017	0.9810951033802309	0.9579476880284374	0.9839750858023117	0.986482780869425	1.0	0.9578693170857281	0.9823329227997746	0.9868322862573194	0.9844784274201187	0.9966001480808684	0.9853269859086609	0.9812412578355696	0.9811372305174442	0.9824916226056514	0.981762698046679	0.9812940965790297	0.9819364452361826	0.9868176043188303	0.9867230193555334	0.9599058816172102	0.9565757096787267	0.9821474284774611	0.9822608336210399	0.9823577762114459
ZeeviD_2015__PNP_Main_769__bin.12	0.9988441521387351	0.9592447919543455	0.9611956362546449	0.9594173399686833	0.9611381982876465	0.9991310452563161	0.9585110584518167	0.9630439972775637	0.9622706591219948	0.9977018871291289	0.9582948184157466	0.962356849279999	0.9578693170857281	1.0	0.9595825269526176	0.9598984182250447	0.9632170967044359	0.9592804906776278	0.9584537068468877	0.9594928690755214	0.9622780532137686	0.9612184187877212	0.9604493011260977	0.9591827298797754	0.9605289873091409	0.9608214064734701	0.9594944990162693	0.9990559755094072	0.99911873348852	0.9599955340656321	0.9579809882613497	0.9578046947393203
ZeeviD_2015__PNP_Main_539__bin.51	0.9605239630717425	0.9820893535231474	0.9883562671700169	0.9971303464791456	0.988389395798781	0.9590046685727295	0.9866484398543841	0.9979664805069561	0.995338781398625	0.9597239125308255	0.9954014010505786	0.9889547305196114	0.9823329227997746	0.9595825269526176	1.0	0.9882968784503796	0.9967532187248032	0.9819068655406359	0.987318432619198	0.9948052578489828	0.9960646848693242	0.9976409645212516	0.9971304465771461	0.9974359568949239	0.995334660944848	0.9882115267916354	0.9891586766681933	0.9625594292754741	0.9566290902629754	0.9976940841074405	0.9971680182085764	0.9967821386039812
BritoIL_2016__W2.46.ST__bin.25	0.9611567549921105	0.9868861285996211	0.9984602174163537	0.9880579746584309	0.998765060717848	0.9597648348860451	0.9976637669291805	0.9891108359853427	0.9868867551784698	0.960281668810401	0.9881833011915944	0.9967481906003411	0.9868322862573194	0.9598984182250447	0.9882968784503796	1.0	0.9889799736787861	0.9869014058211826	0.9957427152455011	0.9864206115680776	0.9875914741315949	0.9884409252664668	0.988397711481282	0.9876863024138203	0.988004291170602	0.9960977910010345	0.9985346539422206	0.9630847670970532	0.9576424054436128	0.9881472052944065	0.9878102528601113	0.9878914721853563
ZeeviD_2015__PNP_Main_741__bin.63	0.963973327892968	0.9839972687991411	0.9881515294802313	0.9968549841713907	0.9887910275266523	0.9632518743203801	0.9872616379796989	0.9969175468672233	0.9940249687662912	0.9642577396953221	0.9960768280512949	0.9895957480748577	0.9844784274201187	0.9632170967044359	0.9967532187248032	0.9889799736787861	1.0	0.983833049776436	0.9876558499319347	0.9941145883516468	0.9952755725037746	0.9968918102541365	0.9968602280718933	0.9956698345176722	0.9948372010075123	0.9882085400990206	0.9897727939389368	0.9654908780382243	0.9614540551262057	0.9967262787726314	0.9967997331104668	0.9966318445822082
ZeeviD_2015__PNP_Main_547__bin.27	0.9604487125289659	0.9968374592681696	0.9862255983560998	0.9823998102818536	0.9854041543492321	0.9590798438430402	0.9857909834220194	0.9828171447739189	0.9806050821558899	0.9594425316486149	0.9838463984424952	0.9864481714271134	0.9966001480808684	0.9592804906776278	0.9819068655406359	0.9869014058211826	0.983833049776436	1.0	0.9850013289528126	0.9811085390453983	0.9812243405152611	0.9826369025866444	0.9820913183930848	0.9815374259688296	0.9815559623312963	0.9870341386745385	0.9866873948757956	0.961908651940762	0.957015797916069	0.9823816121207647	0.9825612706680492	0.9826415439913917
LiJ_2014__MH0401__bin.50	0.9597716984472805	0.9852861970759399	0.9955028422267111	0.9873118968409769	0.9958810247697398	0.958718165998438	0.9937673315782153	0.9881015387429642	0.9858767459682607	0.959600958057601	0.9869246666435606	0.9963647964172991	0.9853269859086609	0.9584537068468877	0.987318432619198	0.9957427152455011	0.9876558499319347	0.9850013289528126	1.0	0.9851143206854345	0.9862839227980797	0.9876781314458035	0.9870848471718239	0.9859506025515414	0.9870920003288662	0.9938499757921555	0.9949195016304732	0.9610617097015381	0.9576136837713809	0.9869275211681457	0.9872013344277933	0.9871315207839587
ZeeviD_2015__PNP_Main_38__bin.17	0.9609192330817022	0.9810242754058263	0.9855419178709109	0.9947928403136074	0.9862240432070025	0.9593828270260296	0.9843696114495919	0.9959489844637143	0.9922340355036556	0.959949263922348	0.9932656899228653	0.9871118879172301	0.9812412578355696	0.9594928690755214	0.9948052578489828	0.9864206115680776	0.9941145883516468	0.9811085390453983	0.9851143206854345	1.0	0.9931629389513331	0.9950087163959996	0.9942381832239906	0.9937200297652831	0.9928664514565324	0.9861624882233122	0.9873438384307004	0.9623139824267357	0.9575247289847202	0.9942839095823086	0.9948548307874334	0.9956242453108296
LiSS_2016__FAT_017-22-84-0__bin.29	0.9628548403373881	0.9811708753638887	0.9863433067497694	0.9964278536718593	0.9869388999911717	0.9623716530440471	0.9858095325880375	0.9959651253003083	0.9938229834973897	0.9627459313684041	0.9955416483053341	0.9886230956523516	0.9811372305174442	0.9622780532137686	0.9960646848693242	0.9875914741315949	0.9952755725037746	0.9812243405152611	0.9862839227980797	0.9931629389513331	1.0	0.9962006149723913	0.9969326952798028	0.9958356853902571	0.9943114256877011	0.9869592634632363	0.9883123169422664	0.9649403948910377	0.9594629036113235	0.9965630930042723	0.9960796310774216	0.9958415145461249
ZeeviD_2015__PNP_Main_29__bin.19	0.962013179410179	0.9823057240345205	0.9880164882524421	0.9981115627919871	0.9883552153395828	0.9612855726522337	0.9862869813494843	0.9978497452768048	0.9950526926023313	0.9615734225923314	0.9968179240413148	0.9896723996043192	0.9824916226056514	0.9612184187877212	0.9976409645212516	0.9884409252664668	0.9968918102541365	0.9826369025866444	0.9876781314458035	0.9950087163959996	0.9962006149723913	1.0	0.9978474914944501	0.9962173077396792	0.995501482794054	0.9881172745144907	0.9890885701121815	0.9639338174972583	0.9591011835727856	0.9978348840785882	0.9977949462060237	0.9975860897197164
ZeeviD_2015__PNP_Main_561__bin.28	0.961985160595587	0.9816964133782883	0.9879984059091552	0.9975573291701535	0.9884306506786293	0.9604528850812202	0.9862033676044586	0.997245296362051	0.9952144142088504	0.9607465089756706	0.9968329906763693	0.989154389144321	0.981762698046679	0.9604493011260977	0.9971304465771461	0.988397711481282	0.9968602280718933	0.9820913183930848	0.9870848471718239	0.9942381832239906	0.9969326952798028	0.9978474914944501	1.0	0.996753495146595	0.9954140928634461	0.9879305352967478	0.9888637629616263	0.9630417275944646	0.9580239452023255	0.9982894332333714	0.9967549213176131	0.9968072562358277
ZeeviD_2015__PNP_Main_482__bin.15	0.9605319976485438	0.9814597862487427	0.9870545022605393	0.9970970465892546	0.9873629069123533	0.9592007337582232	0.9854491547659588	0.9966188855997609	0.9936843077491456	0.959201605902091	0.9953342932371444	0.9883702120896393	0.9812940965790297	0.9591827298797754	0.9974359568949239	0.9876863024138203	0.9956698345176722	0.9815374259688296	0.9859506025515414	0.9937200297652831	0.9958356853902571	0.9962173077396792	0.996753495146595	1.0	0.9940852946068516	0.9874643513138369	0.9878234390642514	0.9621958422318735	0.9568489564774824	0.9970805792999669	0.9969418444885528	0.9959296898205118
NielsenHB_2014__V1_UC23_1__bin.16	0.9613846950289784	0.9817442065423012	0.987404286167369	0.9954394445635683	0.9877691594250844	0.9605622254758419	0.985857721688301	0.9953901503088474	0.9935782777374992	0.961143703010047	0.9943743757694005	0.9887578117717162	0.9819364452361826	0.9605289873091409	0.995334660944848	0.988004291170602	0.9948372010075123	0.9815559623312963	0.9870920003288662	0.9928664514565324	0.9943114256877011	0.995501482794054	0.9954140928634461	0.9940852946068516	1.0	0.9875889581387773	0.988507867623051	0.963221267606321	0.9581736826592647	0.9954545875009695	0.9952691712468885	0.9950211361790272
LiuW_2016__SRR3992960__bin.11	0.9615992592347631	0.98664626768233	0.9958291092069752	0.9882270101947597	0.9956706343824655	0.9606022804262875	0.9946172104498049	0.9883258814760212	0.9866064898680198	0.9616286933083774	0.9884065555250983	0.9947247431713738	0.9868176043188303	0.9608214064734701	0.9882115267916354	0.9960977910010345	0.9882085400990206	0.9870341386745385	0.9938499757921555	0.9861624882233122	0.9869592634632363	0.9881172745144907	0.9879305352967478	0.9874643513138369	0.9875889581387773	1.0	0.9953255489762249	0.9637521804799183	0.9589018404078377	0.9880248786934739	0.9879739345220265	0.987859212672094
ZeeviD_2015__PNP_Main_122__bin.30	0.9613377853211819	0.9866860731854444	0.9975366375761567	0.9890161690859344	0.9974417368490351	0.9594145031923089	0.9964040706859947	0.9902924924355404	0.9875594362936778	0.9597999853028613	0.9889600319200444	0.9965779059445842	0.9867230193555334	0.9594944990162693	0.9891586766681933	0.9985346539422206	0.9897727939389368	0.9866873948757956	0.9949195016304732	0.9873438384307004	0.9883123169422664	0.9890885701121815	0.9888637629616263	0.9878234390642514	0.988507867623051	0.9953255489762249	1.0	0.9628233658991885	0.9576512426152678	0.989027809219601	0.9888004278667615	0.9888974107974825
ZeeviD_2015__PNP_Main_668__bin.7	0.9988861295536071	0.9622117267944862	0.9641157400556908	0.9623303966254924	0.9634014746867454	0.9992098413748082	0.962139182644574	0.9649824256566871	0.9642944637646285	0.9972412391759667	0.9607176949559674	0.9641770601638207	0.9599058816172102	0.9990559755094072	0.9625594292754741	0.9630847670970532	0.9654908780382243	0.961908651940762	0.9610617097015381	0.9623139824267357	0.9649403948910377	0.9639338174972583	0.9630417275944646	0.9621958422318735	0.963221267606321	0.9637521804799183	0.9628233658991885	1.0	0.9990805214209775	0.9625755964883468	0.960740648277034	0.9606488021810126
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.108	0.9990354756585074	0.9570313199943312	0.9593649070576034	0.9571922876543709	0.9600287508917604	0.9991834570913433	0.9565331004236401	0.9616738943699762	0.9604113856068743	0.9977778522527756	0.9574980423853695	0.9605824472466038	0.9565757096787267	0.99911873348852	0.9566290902629754	0.9576424054436128	0.9614540551262057	0.957015797916069	0.9576136837713809	0.9575247289847202	0.9594629036113235	0.9591011835727856	0.9580239452023255	0.9568489564774824	0.9581736826592647	0.9589018404078377	0.9576512426152678	0.9990805214209775	1.0	0.9579099026114134	0.9558820785194619	0.956356473206143
ZeeviD_2015__PNP_Main_650__bin.28	0.9610319304681849	0.9820947583695542	0.9878110099275413	0.9992930659151189	0.988050350670159	0.9598084364359237	0.9862929428982563	0.9971920075184898	0.9947940520179305	0.9601678964011444	0.9971940450336086	0.989234542459085	0.9821474284774611	0.9599955340656321	0.9976940841074405	0.9881472052944065	0.9967262787726314	0.9823816121207647	0.9869275211681457	0.9942839095823086	0.9965630930042723	0.9978348840785882	0.9982894332333714	0.9970805792999669	0.9954545875009695	0.9880248786934739	0.989027809219601	0.9625755964883468	0.9579099026114134	1.0	0.9973433296610733	0.9972493757744025
RaymondF_2016__P9E0__bin.30	0.9595328657532415	0.98244427396213	0.9878563648622949	0.9966757081861827	0.9881186171341612	0.9577029602508064	0.9855731426701781	0.9979078750370722	0.9947575896780583	0.9582375573395138	0.995563782488994	0.9893076993663736	0.9822608336210399	0.9579809882613497	0.9971680182085764	0.9878102528601113	0.9967997331104668	0.9825612706680492	0.9872013344277933	0.9948548307874334	0.9960796310774216	0.9977949462060237	0.9967549213176131	0.9969418444885528	0.9952691712468885	0.9879739345220265	0.9888004278667615	0.960740648277034	0.9558820785194619	0.9973433296610733	1.0	0.9970490195086386
ZeeviD_2015__PNP_Validation_74__bin.28	0.9593705508051651	0.982616176942559	0.9881098130177759	0.997007269559756	0.9883101698857761	0.9576765109640477	0.9861543901522686	0.9982519814137434	0.9946238612609357	0.9579425172993361	0.9956739403228577	0.9894118653655105	0.9823577762114459	0.9578046947393203	0.9967821386039812	0.9878914721853563	0.9966318445822082	0.9826415439913917	0.9871315207839587	0.9956242453108296	0.9958415145461249	0.9975860897197164	0.9968072562358277	0.9959296898205118	0.9950211361790272	0.987859212672094	0.9888974107974825	0.9606488021810126	0.956356473206143	0.9972493757744025	0.9970490195086386	1.0
