	VincentC_2016__MM094.1__bin.1	VincentC_2016__MM002.2__bin.21	GeversD_2014__SKBSTL066__bin.20	VincentC_2016__MM103.2__bin.9	VincentC_2016__MM060.2__bin.9	VincentC_2016__MM004.2__bin.16	VincentC_2016__MM089.1__bin.24	VincentC_2016__MM096__bin.15	NielsenHB_2014__O2_UC1_2__bin.30	OhJ_2014__MET0251__bin.45	BackhedF_2015__SID521_12M__bin.19	VincentC_2016__MM103.3__bin.7	VincentC_2016__MM074.1__bin.3	NielsenHB_2014__O2_UC1_0__bin.2	VincentC_2016__MM019.2__bin.16	DavidLA_2015__LD-Run1-09__bin.15	BackhedF_2015__SID622_12M__bin.11	VincentC_2016__MM017__bin.17	VincentC_2016__MM083.3__bin.3	VincentC_2016__MM048.2__bin.13	LiJ_2014__O2.UC1-1__bin.41	VincentC_2016__MM034.1__bin.8	VincentC_2016__MM083.2__bin.5	BackhedF_2015__SID338_12M__bin.15	VincentC_2016__MM002.1__bin.10	VincentC_2016__MM083.1__bin.13	VincentC_2016__MM092__bin.2	VatanenT_2016__G80273__bin.12	VincentC_2016__MM056.2__bin.7	VatanenT_2016__G80280__bin.5
BackhedF_2015__SID521_12M__bin.19	0.9797430783112504	0.9760082007382984	0.9802405293281473	0.972258156003739	0.9764569375304113	0.9645460930838776	0.9762770778639837	0.9716655328634081	0.9755289006960794	0.9746183238307357	1.0	0.9719402169692328	0.9751093377223078	0.9736831821171995	0.9647668393782384	0.979608134539336	0.9810998474531821	0.983639081569564	0.9839635273409764	0.9769388670753508	0.9746489982647105	0.9727014170136336	0.9862984276884232	0.9861986922808363	0.9777520048879863	0.983061989869668	0.9728297360547056	0.9809910341044192	0.9720967477690438	0.9794512141667397
VincentC_2016__MM103.3__bin.7	0.9752960022287227	0.973345724008455	0.9689462706168643	0.9976983946933164	0.9727767056868684	0.9544610079115741	0.9663809384528532	0.98190328726266	0.963391098857818	0.9702716197582095	0.9719402169692328	1.0	0.9652182187262116	0.9650284288417794	0.9540554849180485	0.9676041990940891	0.9675593024216878	0.9722919794521009	0.9676075883848803	0.9717256293240778	0.9647600712960286	0.9644495116809362	0.9690316811629593	0.9680821999463525	0.9729902521024998	0.9717314129906592	0.961956155569405	0.9708751045543258	0.9637191692404954	0.9748235556050318
VincentC_2016__MM074.1__bin.3	0.9789497684444918	0.9731485940799467	0.9766392892810828	0.9647809235796097	0.9903369405433239	0.9642057279077397	0.9842140313287199	0.9654732361861191	0.9694109246065528	0.9763150855814592	0.9751093377223078	0.9652182187262116	1.0	0.9697297778305105	0.9642134363097101	0.971357870740214	0.9711735773704359	0.9743423208699539	0.9730679032651719	0.9796515610892317	0.9695635671441798	0.9818480562826359	0.9740553638654396	0.9715165365809214	0.9730952552191282	0.9761049287987527	0.9995525678092378	0.9721750799226427	0.9702354911429583	0.9752998099334131
NielsenHB_2014__O2_UC1_0__bin.2	0.9782114700590818	0.9739937753864008	0.9741884629165174	0.9660895458990209	0.9739635954088477	0.9607586737543289	0.9706623531200943	0.967435937167096	0.9995031252542086	0.9714014810939824	0.9736831821171995	0.9650284288417794	0.9697297778305105	1.0	0.9609426979241313	0.9728370777343172	0.9720463739345709	0.9733888155891607	0.9725980303884265	0.9720031444440448	0.9993349578040349	0.9712828932600484	0.9733286994130368	0.972405942284706	0.9741115601042335	0.9727340504846097	0.9694543552429208	0.9707144492617678	0.9658651687250508	0.9735893534224705
VincentC_2016__MM019.2__bin.16	0.9662858778124106	0.9589556430774762	0.9697785156816575	0.9565336043652263	0.9688432584758844	0.987132644442215	0.9636852203640637	0.9569678394985541	0.9602037847050618	0.9621652981606569	0.9647668393782384	0.9540554849180485	0.9642134363097101	0.9609426979241313	1.0	0.9606641434238744	0.9610643705310552	0.9616900116049982	0.9610779865686258	0.9665760856985459	0.959920150669761	0.9651151264223669	0.9627219119528252	0.9623973740224705	0.9606459161674051	0.9607516236160712	0.9643152287894887	0.9592077236525283	0.9747133297979784	0.9672854194328684
DavidLA_2015__LD-Run1-09__bin.15	0.9796054203940656	0.9745796984227858	0.9745083946493482	0.9689104426764995	0.9733008153523315	0.9598032209489293	0.9734689040188971	0.9671130430487292	0.9724232353209201	0.9728089063533981	0.979608134539336	0.9676041990940891	0.971357870740214	0.9728370777343172	0.9606641434238744	1.0	0.9752696457506485	0.9772630497201295	0.9749904628749252	0.973597771532134	0.9726924986316017	0.9715297693750269	0.9760648495147912	0.9762590023828859	0.9757740642313409	0.9765278206533888	0.9707347175671986	0.975060609399967	0.9671588463997834	0.9771847557336516
BackhedF_2015__SID622_12M__bin.11	0.9786006826538741	0.9751823197541373	0.9766197880917388	0.9675396380956297	0.9758541001015143	0.9614560500744318	0.9734177605542592	0.9681337644451492	0.9721792375072726	0.9744568933041258	0.9810998474531821	0.9675593024216878	0.9711735773704359	0.9720463739345709	0.9610643705310552	0.9752696457506485	1.0	0.9775909531523765	0.9770398534921187	0.9767504157905995	0.9720031346867835	0.9718684449986335	0.9777774321116883	0.9785862309823713	0.9766313994605096	0.9776520419245953	0.9703247588012454	0.9773152465305294	0.968550011823993	0.9861761319821128
VincentC_2016__MM017__bin.17	0.9815667374024386	0.9800302218727733	0.9772177234062107	0.9716708475152575	0.9764825207924809	0.9603371197624685	0.9745956191932467	0.9711436629969975	0.9720793337768485	0.9766992503090313	0.983639081569564	0.9722919794521009	0.9743423208699539	0.9733888155891607	0.9616900116049982	0.9772630497201295	0.9775909531523765	1.0	0.9803915214692118	0.9767875125881168	0.9725214152890712	0.9713317406522585	0.9827306507871665	0.9810792137272453	0.9794089235408002	0.9810077407086475	0.9692887003876871	0.9790414417459831	0.9724591674260707	0.9828750657472273
VincentC_2016__MM083.3__bin.3	0.978263900637099	0.9737344694864326	0.9765983242564742	0.9679027369266275	0.9768071594234575	0.9613555706746594	0.9740090791947721	0.9688758529009247	0.9718920036462396	0.9756085892558917	0.9839635273409764	0.9676075883848803	0.9730679032651719	0.9725980303884265	0.9610779865686258	0.9749904628749252	0.9770398534921187	0.9803915214692118	1.0	0.9773080923482633	0.9718261957744845	0.9717728714444263	0.9939268159866376	0.9798357091260205	0.9760529846623346	0.9971333259664615	0.9714123381477826	0.9765226565176773	0.9682951269578353	0.9779419711948636
VincentC_2016__MM048.2__bin.13	0.9818461899794837	0.9748619197603682	0.9813846697280113	0.9697840426493178	0.9837932368124569	0.9634624231641142	0.9805063907583487	0.9715506252211616	0.9715076096062553	0.9796613048348298	0.9769388670753508	0.9717256293240778	0.9796515610892317	0.9720031444440448	0.9665760856985459	0.973597771532134	0.9767504157905995	0.9767875125881168	0.9773080923482633	1.0	0.9721408765526413	0.9751845985678275	0.9777212593486239	0.9752443308847014	0.9765696985652231	0.9778872328942608	0.973387852746684	0.9772025607361757	0.9749968301639116	0.9769745049048499
LiJ_2014__O2.UC1-1__bin.41	0.9774509482249492	0.9731743300278323	0.9740318567797068	0.9662304936667364	0.9739035087719298	0.9596505786736432	0.9704069103723499	0.966289577003317	0.9992272149147522	0.9708396905215452	0.9746489982647105	0.9647600712960286	0.9695635671441798	0.9993349578040349	0.959920150669761	0.9726924986316017	0.9720031346867835	0.9725214152890712	0.9718261957744845	0.9721408765526413	1.0	0.9704794515685528	0.9725886677493185	0.9721267628896739	0.9744537919908975	0.9730929086038209	0.9697022717331409	0.9708500848542051	0.9665297226192919	0.9745107652081546
VincentC_2016__MM034.1__bin.8	0.9763110596621631	0.96807532238962	0.9758842926109172	0.964374429291542	0.9901539056918314	0.9661151125503592	0.984757351226453	0.9653816475164635	0.9709467395425834	0.9729650043323385	0.9727014170136336	0.9644495116809362	0.9818480562826359	0.9712828932600484	0.9651151264223669	0.9715297693750269	0.9718684449986335	0.9713317406522585	0.9717728714444263	0.9751845985678275	0.9704794515685528	1.0	0.9724567791490593	0.9721750276425395	0.9701301754679912	0.9726321438154011	0.981659471671103	0.9691160835047097	0.9691093829067569	0.97026633082303
VincentC_2016__MM083.2__bin.5	0.9788765040169203	0.9751981702135236	0.9776320033088534	0.9694059173187359	0.9773151537582498	0.9628270188542007	0.9754628619765504	0.9705073640475738	0.9725824285936513	0.9767711480550716	0.9862984276884232	0.9690316811629593	0.9740553638654396	0.9733286994130368	0.9627219119528252	0.9760648495147912	0.9777774321116883	0.9827306507871665	0.9939268159866376	0.9777212593486239	0.9725886677493185	0.9724567791490593	1.0	0.9832162214610327	0.9764817428854917	0.9948995838310734	0.9722291249711696	0.9778527838337142	0.9699836232132832	0.9794086043724428
BackhedF_2015__SID338_12M__bin.15	0.9782549853694117	0.975561568615997	0.9763772195719732	0.968455650020024	0.9764677150657212	0.9615717720270864	0.974147275640822	0.9690661884628168	0.9720152284119308	0.9749710372415034	0.9861986922808363	0.9680821999463525	0.9715165365809214	0.972405942284706	0.9623973740224705	0.9762590023828859	0.9785862309823713	0.9810792137272453	0.9798357091260205	0.9752443308847014	0.9721267628896739	0.9721750276425395	0.9832162214610327	1.0	0.9759037302971508	0.9782092820344672	0.970823977577156	0.9772311117396018	0.9694251388105131	0.9777241755345079
VincentC_2016__MM002.1__bin.10	0.9837051300683041	0.9857484213601396	0.9776821640061173	0.9726730111894941	0.9768037751160938	0.9596251195009952	0.9749759280332362	0.9734331949560026	0.9742586897232055	0.9754229334426979	0.9777520048879863	0.9729902521024998	0.9730952552191282	0.9741115601042335	0.9606459161674051	0.9757740642313409	0.9766313994605096	0.9794089235408002	0.9760529846623346	0.9765696985652231	0.9744537919908975	0.9701301754679912	0.9764817428854917	0.9759037302971508	1.0	0.9765401742577189	0.9698983845165942	0.9773252845601705	0.9713918151519643	0.9813379228146181
VincentC_2016__MM083.1__bin.13	0.9777484580379061	0.9752481769360126	0.9793871662665025	0.9727335202380302	0.9785274516026659	0.9597862220631105	0.976763907734057	0.972455978935715	0.9732881442447717	0.9769079814539529	0.983061989869668	0.9717314129906592	0.9761049287987527	0.9727340504846097	0.9607516236160712	0.9765278206533888	0.9776520419245953	0.9810077407086475	0.9971333259664615	0.9778872328942608	0.9730929086038209	0.9726321438154011	0.9948995838310734	0.9782092820344672	0.9765401742577189	1.0	0.9730537761330984	0.9784238864008376	0.9710643805412333	0.9781597280813827
VincentC_2016__MM092__bin.2	0.9776402310417557	0.9699759897436881	0.9752765830831237	0.9633125207036024	0.9864307192479176	0.9638442571996004	0.982416171169112	0.9643153369055308	0.9698761182423481	0.9705554998903244	0.9728297360547056	0.961956155569405	0.9995525678092378	0.9694543552429208	0.9643152287894887	0.9707347175671986	0.9703247588012454	0.9692887003876871	0.9714123381477826	0.973387852746684	0.9697022717331409	0.981659471671103	0.9722291249711696	0.970823977577156	0.9698983845165942	0.9730537761330984	1.0	0.968287947208499	0.969327588388463	0.9719403990865186
VatanenT_2016__G80273__bin.12	0.9799446863793156	0.975695166216281	0.9782857575982479	0.9692619097108808	0.9772706643672147	0.959033177812338	0.97444715919306	0.9696469863812337	0.9704552688901326	0.9763216584599318	0.9809910341044192	0.9708751045543258	0.9721750799226427	0.9707144492617678	0.9592077236525283	0.975060609399967	0.9773152465305294	0.9790414417459831	0.9765226565176773	0.9772025607361757	0.9708500848542051	0.9691160835047097	0.9778527838337142	0.9772311117396018	0.9773252845601705	0.9784238864008376	0.968287947208499	1.0	0.9694150969444787	0.9790695092160782
VincentC_2016__MM056.2__bin.7	0.9747045983670869	0.9716972178312764	0.9748819802109647	0.9631803312660046	0.9771598723126738	0.9760806463144348	0.9723142693906499	0.9646762819514929	0.9661769311592007	0.9739098200444833	0.9720967477690438	0.9637191692404954	0.9702354911429583	0.9658651687250508	0.9747133297979784	0.9671588463997834	0.968550011823993	0.9724591674260707	0.9682951269578353	0.9749968301639116	0.9665297226192919	0.9691093829067569	0.9699836232132832	0.9694251388105131	0.9713918151519643	0.9710643805412333	0.969327588388463	0.9694150969444787	1.0	0.9733346087406666
VatanenT_2016__G80280__bin.5	0.9823337491952526	0.9814111338012877	0.9781360513117024	0.9751728472658705	0.977519145981979	0.9665604552889858	0.9758095398658494	0.9734060947942854	0.9744417009602194	0.9759889871405347	0.9794512141667397	0.9748235556050318	0.9752998099334131	0.9735893534224705	0.9672854194328684	0.9771847557336516	0.9861761319821128	0.9828750657472273	0.9779419711948636	0.9769745049048499	0.9745107652081546	0.97026633082303	0.9794086043724428	0.9777241755345079	0.9813379228146181	0.9781597280813827	0.9719403990865186	0.9790695092160782	0.9733346087406666	1.0
