	VincentC_2016__MM094.1__bin.1	VincentC_2016__MM002.2__bin.21	GeversD_2014__SKBSTL066__bin.20	VincentC_2016__MM103.2__bin.9	VincentC_2016__MM060.2__bin.9	VincentC_2016__MM004.2__bin.16	VincentC_2016__MM089.1__bin.24	VincentC_2016__MM096__bin.15	NielsenHB_2014__O2_UC1_2__bin.30	OhJ_2014__MET0251__bin.45	BackhedF_2015__SID521_12M__bin.19	VincentC_2016__MM103.3__bin.7	VincentC_2016__MM074.1__bin.3	NielsenHB_2014__O2_UC1_0__bin.2	VincentC_2016__MM019.2__bin.16	DavidLA_2015__LD-Run1-09__bin.15	BackhedF_2015__SID622_12M__bin.11	VincentC_2016__MM017__bin.17	VincentC_2016__MM083.3__bin.3	VincentC_2016__MM048.2__bin.13	LiJ_2014__O2.UC1-1__bin.41	VincentC_2016__MM034.1__bin.8	VincentC_2016__MM083.2__bin.5	BackhedF_2015__SID338_12M__bin.15	VincentC_2016__MM002.1__bin.10	VincentC_2016__MM083.1__bin.13	VincentC_2016__MM092__bin.2	VatanenT_2016__G80273__bin.12	VincentC_2016__MM056.2__bin.7	VatanenT_2016__G80280__bin.5
BackhedF_2015__SID521_12M__bin.19	0.49202334289402816	0.8057784761693353	0.6854562554399575	0.4037023839427059	0.4682072820950189	0.31104347876883176	0.7965908626239142	0.807175778534585	0.409869908345844	0.7616547985536285	1.0	0.4362679409067277	0.47843703084930517	0.3587492040867589	0.3867057662088827	0.5471490241665548	0.8508835367171572	0.5517755437036691	0.8210588420849714	0.5025626945971364	0.5184155338898397	0.3701133847780497	0.7125891568869132	0.5421135950743924	0.7323488348998464	0.5900191019177858	0.358445442703009	0.7006571760706128	0.6988544690893584	0.46644312944324046
VincentC_2016__MM103.3__bin.7	0.2823945912722803	0.3661443146896128	0.5091874615857406	0.5071685310387216	0.22371382913337431	0.419759557467732	0.6253659496004917	0.6891063306699446	0.49937307928703134	0.3801185003073141	0.367220159803319	1.0	0.46507191149354643	0.46820012292563	0.4532336816226183	0.5338699446834665	0.666300184388445	0.2921322679778734	0.6554837123540258	0.25556926859250156	0.5373856177012907	0.45714566687154273	0.5476818684695759	0.3959464044253227	0.39839016594960047	0.2914183159188691	0.4670701905347265	0.405620159803319	0.5568796558082361	0.2208481868469576
VincentC_2016__MM074.1__bin.3	0.32754094067784284	0.39269590181026415	0.6506573300422379	0.5580346534893532	0.2335585050409043	0.6119022564047853	0.8374108324887374	0.8093970797185435	0.6573698069471857	0.40973459481216024	0.39717282615548	0.4586713737737194	1.0	0.5885506733329131	0.6258829462739982	0.6968736209647306	0.8431825345637763	0.32553718727723274	0.8225795657887718	0.27606503954648837	0.6745918055602702	0.6599225073104024	0.6420041413489935	0.5109590568974798	0.44501656054661926	0.31663280200569316	0.7088175818207387	0.4668987891161081	0.6961093626492995	0.22911552617924186
NielsenHB_2014__O2_UC1_0__bin.2	0.24595647739618207	0.26269039753453205	0.580130479125557	0.626363545662151	0.11155392472045467	0.6831594720232949	0.7350148548877015	0.7631273603381888	0.8403783192544473	0.28255234315529637	0.28367107879002873	0.4398275428833263	0.5606001818060883	1.0	0.7206274157668744	0.7354665986741459	0.8004225513454389	0.2730694188856617	0.790037987125764	0.1798004936848251	0.8640214250345506	0.7202080053802777	0.5980755160410616	0.568065501925223	0.34246243782749114	0.1994943056263811	0.7099694033656297	0.3752272576103585	0.6706630748878493	0.14813500949678143
VincentC_2016__MM019.2__bin.16	0.24041898018156055	0.2896536142898052	0.6025508477412781	0.6302767664220819	0.11745372660297296	0.8618706092803403	0.781615041038934	0.8060264196272839	0.805170124697368	0.31410311241358024	0.30774086897664854	0.42850262745871004	0.5999884711648958	0.725255772785255	1.0	0.765193888973599	0.8392043616186484	0.2755986626551279	0.802281407707956	0.20083695623877335	0.7908427578461161	0.8066168075539902	0.5959849902004901	0.5962313725636038	0.3432729247167068	0.20801086685683046	0.8032827428214406	0.40157535953230117	0.6977864636599961	0.1414457903016464
DavidLA_2015__LD-Run1-09__bin.15	0.3276254160327421	0.4080568692446874	0.651328989388797	0.6302185640061059	0.21024377224349103	0.6597755170256637	0.8240887693682027	0.8522514391175602	0.7668583244857528	0.41096078409910863	0.3943093709138702	0.45708158662026915	0.6049657028206452	0.6703016821488802	0.6929444719951975	1.0	0.913476135107396	0.35393661904830065	0.8695797869339829	0.26991421284879186	0.7937210103165174	0.7057666579383636	0.6807385996714678	0.6324708029842377	0.46730801451873233	0.316377692478027	0.7340345724997832	0.4889825520940771	0.7215617993326637	0.246883280135589
BackhedF_2015__SID622_12M__bin.11	0.36192978983539303	0.4703095792570887	0.6500082421236802	0.5262185454783836	0.27210209795461676	0.542980924734454	0.8049143423771812	0.8147297888170612	0.6301030360928642	0.4561554025370466	0.4635325805739191	0.43122791094942264	0.5533208120942186	0.5514489908012808	0.5744779298840311	0.6905193938124882	1.0	0.385412523063626	0.8667519095313955	0.33025203077653537	0.656215611409645	0.5798388107920267	0.695583049102054	0.5503600121436077	0.5009168169236575	0.38031449907299975	0.5960882053618992	0.5453364536719456	0.6943763258203777	0.29134411534645244
VincentC_2016__MM017__bin.17	0.5066005848965498	0.7415795851060922	0.7434730586202394	0.4376383662982972	0.44911916280228004	0.3610491088375257	0.8619449784232088	0.8344493742578707	0.511259106742102	0.7198266568272854	0.7171269006860235	0.45106578112235757	0.509658688872085	0.4488306624272296	0.45009702723139855	0.6383040429531506	0.9194947295536747	1.0	0.8902939363294856	0.5126499822344506	0.5936411480492819	0.43728153688705057	0.773132415598456	0.6395248550665221	0.751355192551224	0.5765163731554956	0.4500195876570429	0.7186923948264291	0.7581410250570167	0.47055777751458444
VincentC_2016__MM083.3__bin.3	0.33847339724329306	0.45170791868941584	0.617096491034882	0.5046711741331412	0.25909961836504186	0.5133005918016127	0.7656912374977584	0.7705968040825187	0.6026239369751732	0.4340457395632435	0.4422139232262469	0.4194177628577631	0.5336804648836061	0.5381235389799366	0.5429756200388242	0.6498843768778926	0.8569249598072004	0.36894189898786506	1.0	0.30732909014828075	0.6235059447588904	0.5584612528827125	0.703717873289643	0.5200435435104753	0.47836195857703334	0.39290907775222356	0.5681465377560619	0.5105526942547106	0.6731650531866362	0.273627545675066
VincentC_2016__MM048.2__bin.13	0.4881439718368751	0.7103382812131185	0.7159644993559439	0.37318163731883813	0.5013268905239447	0.30418501608454335	0.8447521226876361	0.7909312849425745	0.3864067062766811	0.7345477107344938	0.7252561050452188	0.4381638667646801	0.4799078089277646	0.3281466020137713	0.36420025762245495	0.5404996661698555	0.8748558460739552	0.5692309767397946	0.8234679219579306	1.0	0.47670944638148355	0.37789403759129747	0.7364984252658839	0.5278899911653032	0.7300915841083363	0.5685666884724068	0.3974888554684075	0.7050239750740159	0.6781624505155821	0.4662882134354831
LiJ_2014__O2.UC1-1__bin.41	0.30396613068509065	0.3723704780450344	0.6146542632102545	0.6312772551493376	0.1591738121180539	0.6559977327372627	0.7709765436377433	0.7995400648098051	0.8775844343437114	0.3682373777543959	0.3687875712779034	0.454162313738299	0.5780755360854645	0.7773178979947857	0.7069421623602804	0.783492199635476	0.8569089595940204	0.3249291688171587	0.8235324917533304	0.23499081210060063	1.0	0.7024309079107357	0.6351103254369759	0.6239593488434716	0.4265795000552687	0.2835524549684885	0.7315122093926845	0.4578948199529094	0.6924684158166509	0.20343031533070205
VincentC_2016__MM034.1__bin.8	0.2557118708762746	0.2943317520039261	0.6490636660356929	0.6558086591417198	0.13083748140185242	0.8007359413583853	0.8643182367008639	0.8290557593886565	0.8423032880745951	0.3236506118887928	0.30846926534395863	0.4526458055821707	0.6625448887227064	0.759120882116956	0.8447726546859542	0.816219142654608	0.8871034018056756	0.2804172216899192	0.8641955473502995	0.21824585387893092	0.8229670569356484	1.0	0.6495690293130175	0.6138060573485079	0.36031622693245463	0.20322809313484924	0.8706464755049738	0.4038806836328511	0.7312090548635617	0.15231201265063526
VincentC_2016__MM083.2__bin.5	0.37552117292954945	0.4801023655519556	0.6313262525053215	0.48596203957067396	0.2876672513388267	0.4615666778834609	0.7588658655336927	0.7676421650951497	0.5545373227817754	0.46788253607313246	0.47400410798897386	0.43281075506640315	0.5144296415573677	0.5031237347106416	0.49816554900249543	0.6283357981785274	0.849340320385837	0.3956974138942663	0.8691272116577982	0.3394795148438599	0.5938732989265295	0.5184311616531742	1.0	0.516606424969361	0.5114601701481472	0.422214381691705	0.522268704133868	0.5325604366312003	0.6700513926051536	0.3008732779436119
BackhedF_2015__SID338_12M__bin.15	0.36894305080184675	0.5038631184143029	0.6321964377317871	0.5958358211465525	0.24103966765618562	0.5959472471470739	0.8272003481536921	0.8159726018181359	0.7377725732258037	0.4908830405422452	0.4877662660936988	0.4232379975276042	0.5537998368555163	0.6463916897227385	0.6741115353241446	0.7896424276571947	0.9089880837250763	0.4427364964301632	0.8687664511029072	0.3291271770117649	0.7891862117682675	0.6626367596478098	0.6987766266093699	1.0	0.5466591121239898	0.37829968127959096	0.6788261165726203	0.5798209615433132	0.7190403908740003	0.29111304062634025
VincentC_2016__MM002.1__bin.10	0.5062775407629158	0.7673820798370288	0.7171445093217543	0.44261117184976206	0.45898416618094906	0.36677139772856604	0.8536731172263627	0.8399304705310244	0.4952882518419906	0.7288235747206118	0.720635927927555	0.465729030507664	0.5274962148515774	0.42617379838063474	0.42445625495058326	0.6380719827739821	0.9048016490256332	0.5688655591155686	0.8739697900895215	0.4978220307709287	0.5900646895373555	0.42540699686266664	0.7566008734869466	0.5978511163457482	1.0	0.5591856958752516	0.4592152413010564	0.7273037672142342	0.7292018021560114	0.4649127950087774
VincentC_2016__MM083.1__bin.13	0.47214534970258604	0.7113733964729295	0.6032858867566718	0.35295787692188957	0.4342684829407322	0.2694779957772179	0.7313241123061572	0.7369802146672767	0.36720011907583916	0.6545394907302767	0.6960120619414875	0.40840807731109113	0.4499371544182098	0.29761655374675433	0.3083416484285848	0.5178751578030507	0.8235375998500526	0.5232735381511271	0.8605668781732885	0.4647623720348187	0.47020347635297166	0.28764533040788987	0.7487568702900268	0.4959811904276256	0.6703611415844805	1.0	0.3199184661267827	0.6634784478243851	0.6538118050463899	0.45737250340413566
VincentC_2016__MM092__bin.2	0.27663199280781986	0.29819613944668644	0.6344086329042241	0.6849674473766751	0.13791844349934265	0.8189456363086879	0.8967697158116419	0.8517175334178014	0.8851663191653868	0.35204978086922034	0.2924978811478887	0.45280227129505957	0.6967538899646016	0.7326814228389854	0.8236895769636683	0.8311601394581268	0.8928942900153206	0.2825514316194704	0.8607992815446789	0.22476230245100423	0.8391178710994293	0.8524411369059707	0.640694163599217	0.6156540507971555	0.38081850136855444	0.2213034968448409	1.0	0.43110560702133727	0.7157906678984133	0.1527918796244126
VatanenT_2016__G80273__bin.12	0.34203017996367824	0.5043353859751554	0.5106908876251182	0.3258990926011348	0.30207543700626116	0.3111220069224243	0.6234883405858578	0.6155385200979333	0.38762108597547795	0.4957460637985594	0.48363182121694026	0.33262555361653123	0.38821945956059056	0.32755147464412093	0.3483147154741667	0.46835071466128186	0.6909771392258884	0.3816970261961827	0.6543223217540249	0.33721899828068397	0.4443004512801324	0.3344916405113433	0.5526310696210086	0.4448173750915302	0.5101844474479609	0.3882267174612186	0.3646643462889548	1.0	0.5432401526417145	0.30503504759569944
VincentC_2016__MM056.2__bin.7	0.3537358119007232	0.4621457843507222	0.6478265900237687	0.5109114792679247	0.2643862354356689	0.5288798576444635	0.7677246784635826	0.7772745388229654	0.5988370466217406	0.4488162120752645	0.4523660255474646	0.42824408257286606	0.5427826635398462	0.5490141213606661	0.5675723707445155	0.6481048881400384	0.8250646778434618	0.37758928794250723	0.8090337988524741	0.3041836223071065	0.630093403805273	0.5678945310638929	0.6520313115630598	0.5172911610854534	0.47968159065523325	0.358761059136081	0.5677924380049353	0.50943150803548	1.0	0.2688011930519245
VatanenT_2016__G80280__bin.5	0.4312149353877909	0.6428581511450453	0.5832194901603425	0.2944572621488049	0.43151607737466924	0.184098134644974	0.6512273888637066	0.6394953989582369	0.2858496203571983	0.6106955595672966	0.6261949612044425	0.35223417553754627	0.37051914055331703	0.2515037493745814	0.23861424495704806	0.45990812032504513	0.7179711186013209	0.4860604197480132	0.6820442521875927	0.433774642276257	0.38390897983446604	0.24533974933066488	0.6072277213746504	0.43436124177153046	0.6342850152061019	0.5205113767364679	0.2513688628596255	0.5932685355245595	0.5574922401042705	1.0
