	VincentC_2016__MM094.1__bin.1	VincentC_2016__MM002.2__bin.21	GeversD_2014__SKBSTL066__bin.20	VincentC_2016__MM103.2__bin.9	VincentC_2016__MM060.2__bin.9	VincentC_2016__MM004.2__bin.16	VincentC_2016__MM089.1__bin.24	VincentC_2016__MM096__bin.15	NielsenHB_2014__O2_UC1_2__bin.30	OhJ_2014__MET0251__bin.45	BackhedF_2015__SID521_12M__bin.19	VincentC_2016__MM103.3__bin.7	VincentC_2016__MM074.1__bin.3	NielsenHB_2014__O2_UC1_0__bin.2	VincentC_2016__MM019.2__bin.16	DavidLA_2015__LD-Run1-09__bin.15	BackhedF_2015__SID622_12M__bin.11	VincentC_2016__MM017__bin.17	VincentC_2016__MM083.3__bin.3	VincentC_2016__MM048.2__bin.13	LiJ_2014__O2.UC1-1__bin.41	VincentC_2016__MM034.1__bin.8	VincentC_2016__MM083.2__bin.5	BackhedF_2015__SID338_12M__bin.15	VincentC_2016__MM002.1__bin.10	VincentC_2016__MM083.1__bin.13	VincentC_2016__MM092__bin.2	VatanenT_2016__G80273__bin.12	VincentC_2016__MM056.2__bin.7	VatanenT_2016__G80280__bin.5
BackhedF_2015__SID521_12M__bin.19	0.48205646456798706	0.7864464007196807	0.6719120026637536	0.3925029353864487	0.4571842488039395	0.3000157722256947	0.777693399615625	0.7843048829642438	0.39983994111702403	0.7423227231039741	1.0	0.42402635714160536	0.4665284162932933	0.34930806661720804	0.37308089983468373	0.5359916348788168	0.8348017080736271	0.5427479890412239	0.8078919544124261	0.490973029494062	0.5052731807905974	0.3600098138293212	0.7028255650253816	0.5346317185300287	0.7160555416007056	0.5800253523924129	0.34870638541478033	0.6873384077061926	0.679354156565627	0.4568582894729156
VincentC_2016__MM103.3__bin.7	0.2754183159188691	0.35638500307314075	0.4933752919483712	0.5060012292563	0.21762360172095882	0.4006441303011678	0.604341733251383	0.6766357713583282	0.4810915795943454	0.3688181929932391	0.35691604179471426	1.0	0.44889588199139524	0.4518264290104487	0.43241007990165947	0.5165748002458512	0.6446849416103257	0.2840378610940381	0.6342510141364475	0.24834320835894286	0.5184481868469576	0.4408939151813153	0.5307210817455439	0.38330866625691457	0.3876297480024585	0.28318033189920094	0.44930104486785494	0.39380651505838965	0.5366755992624462	0.2152880147510756
VincentC_2016__MM074.1__bin.3	0.3206461280326653	0.38215146474761535	0.6354575123779782	0.5383811883828856	0.23130161532008167	0.5899996605451645	0.8241914913220796	0.7814512179154565	0.6372614723611024	0.40003006599971874	0.38728693147376736	0.4427179663745739	1.0	0.5707351136931232	0.6034847463544974	0.6769136766353236	0.8188765984685739	0.3171846585811758	0.8004257733508556	0.2704475469538778	0.6540596373652485	0.6479436310998822	0.625347577504813	0.49640517329169354	0.43304350356185106	0.30906683865711665	0.7085004340172539	0.4539073676247375	0.6753900093592548	0.22345632913540853
NielsenHB_2014__O2_UC1_0__bin.2	0.2405974473242726	0.25585881205241334	0.5651564197503492	0.6051232733964481	0.10864946160270196	0.6563513883038083	0.7134512486235209	0.7382768330266278	0.8399607564906991	0.27447176462763007	0.276205758670894	0.42444608267003675	0.5436306897545617	1.0	0.692481653105115	0.7154891766253539	0.7780478386507919	0.26580271822273466	0.7683893902105552	0.1747666452342416	0.8634468143286848	0.6995257152148047	0.5821240641790273	0.5523902696790309	0.3335966195892365	0.19405490396056435	0.6882829301820277	0.3642385207192426	0.6477701039842139	0.14422266811520296
VincentC_2016__MM019.2__bin.16	0.23231346530750377	0.27776496796099537	0.5843408667452611	0.6028809071333738	0.11379425120215998	0.8507806137059254	0.7532308630634718	0.771341361369477	0.7731274010658594	0.30221911480860275	0.29689818551011377	0.4088152820287775	0.5785169455281136	0.6969292389853137	1.0	0.7350943319040057	0.8065294115459424	0.2650404810871319	0.771054999981405	0.1941241990248837	0.7591458992677331	0.7784780821968752	0.5737678092610017	0.5738115072650256	0.32976373325994546	0.1998467780624863	0.7746177819265055	0.3851941864919242	0.6801417674819908	0.13681845059894157
DavidLA_2015__LD-Run1-09__bin.15	0.32094363340453497	0.3976839405678336	0.6347255678378589	0.6106253478341038	0.2046304349473397	0.6332546663444772	0.802224791131146	0.8242234827276425	0.7457108529292157	0.39978631093358885	0.3862686672723155	0.44227406254236107	0.587638196962719	0.6520943296621137	0.6656869076295753	1.0	0.8908855466878616	0.345889179738774	0.8478319989694427	0.26278787613443383	0.7720464727411727	0.6856733184194419	0.6644450188472409	0.6174553151576947	0.4559870405748219	0.30895161853891573	0.7125528434201365	0.4767876252308019	0.697864877448731	0.2412505777940182
BackhedF_2015__SID622_12M__bin.11	0.3541847394056888	0.45863758650252007	0.6348109116807122	0.509137301051364	0.26553194793523666	0.5220522951609505	0.7835179165948	0.7887674174530629	0.6125730891797783	0.4445037764201434	0.4547717440906519	0.41723857670298503	0.5373705525150569	0.5360339919182636	0.5521102700679801	0.6734426045874579	1.0	0.37677579577863246	0.8468511587025688	0.32257380837667077	0.6378436313205791	0.5635270433943038	0.6801254075714248	0.5385747299670252	0.48921109192545553	0.3718152465922478	0.5783991440920521	0.5329656306624821	0.6725381985836276	0.287316612748115
VincentC_2016__MM017__bin.17	0.4972622832830735	0.7267704053278428	0.7265350497587225	0.4252404422862591	0.43855701222937904	0.34672886127383545	0.8400477999568768	0.810370221902341	0.49698441186920916	0.703054156075666	0.7053940459596281	0.4385676411905651	0.49658202976716503	0.4368867469001394	0.4328538153415389	0.6237909556650845	0.8988897290829636	1.0	0.872836626792878	0.5007501009751313	0.5773287294747167	0.4247454363795936	0.7597809219257248	0.627424541967694	0.735883980333385	0.5655670247108163	0.436198901269098	0.7036296384027404	0.7372611900184943	0.4624995065125163
VincentC_2016__MM083.3__bin.3	0.33111630584911417	0.439843570567859	0.6026553990492161	0.48847261069144204	0.25309036222285847	0.4934643833590798	0.7457902171826971	0.7466126357981772	0.5856853855519863	0.42345875164782615	0.43512237173698964	0.40583181004458174	0.5193073309778727	0.523377894117536	0.5218419156627643	0.6336310694273588	0.8372498371837668	0.3617075096824533	1.0	0.3003552068159437	0.6059394103378084	0.5426974953042855	0.6994440651516629	0.5095572342319951	0.46690661741803346	0.39178273550148973	0.5519045566521836	0.4985662732858675	0.6518224406389318	0.2675918613906866
VincentC_2016__MM048.2__bin.13	0.4792822989094882	0.692481740502701	0.7026365837374139	0.3619055968815544	0.4932020043296758	0.2930708326870292	0.8282848549019078	0.768429784392935	0.37539705555068487	0.7196079687615913	0.7085308776023577	0.4257750591789802	0.4701424341949973	0.31895952899601426	0.3520272594231145	0.5262292704968337	0.8545158114095724	0.5560177098577681	0.8047818639186938	1.0	0.46342873906621973	0.36851644534964495	0.7200901678592384	0.5148217212147371	0.7129853182176842	0.5559941057061351	0.38691082351513023	0.688951233822726	0.6612062395888831	0.4555516964640981
LiJ_2014__O2.UC1-1__bin.41	0.29711198266641065	0.36238139049362	0.5986928332722469	0.6099593338835269	0.1550199341263766	0.629528603829912	0.7481609656810556	0.7725872310222712	0.8769062501818049	0.35749946185754305	0.3594384369184841	0.43815766618213065	0.5604809788458069	0.7768009487929403	0.678608027007687	0.7620969853218008	0.832918194866578	0.3160005751267647	0.8003304485573212	0.22844417405729492	1.0	0.6816947622740114	0.6177011052905845	0.6065675819659528	0.41568201141443784	0.27592288314704044	0.7093490512486152	0.44454722480558306	0.669291305861888	0.19824503225945864
VincentC_2016__MM034.1__bin.8	0.24965432762340992	0.2849353057107024	0.6334110365886908	0.6324451013842475	0.1295492432209265	0.7736030941085743	0.8511437373902613	0.800355214881634	0.8178316312620254	0.31490071899854327	0.30004849150522306	0.43655402615814853	0.6505184111923846	0.7373211267166772	0.8153028674253932	0.7929811954227135	0.8621478036658798	0.2723781480529395	0.8398017885380882	0.21282999540401798	0.798672618073894	1.0	0.6316778060807179	0.5967269207699438	0.34955364445794673	0.1976661759092644	0.8546783591565205	0.3914072663254734	0.7086215559346591	0.14778321765480282
VincentC_2016__MM083.2__bin.5	0.36758885294161076	0.46819494840145137	0.6172047489782484	0.47109447675209304	0.2811415639734185	0.4444088684689698	0.7402454690498079	0.7450023741782662	0.5393332561369206	0.45701416191507205	0.4675095064273785	0.41940733360740645	0.5010829516903295	0.4897047703497386	0.4795948898047112	0.6132964862938806	0.8304657974557823	0.38886397707111114	0.8638488421703797	0.3319163387761986	0.5775944406148461	0.5041518976717511	1.0	0.5079358171408677	0.4994315183627729	0.4200609126325713	0.5077648452198972	0.5207657055195176	0.649938877538253	0.294677877243715
BackhedF_2015__SID338_12M__bin.15	0.3609203787643067	0.49154949416800514	0.6172622000958684	0.5770405674736993	0.2353674535164364	0.5730460504738759	0.8058149655630586	0.7907314591339887	0.7171261762801375	0.47859674720173573	0.4810344537603122	0.40972917174741197	0.5380256994609505	0.6285551201298428	0.6487631713942126	0.7708955286638131	0.8895232228604106	0.4343595738060599	0.8512483916813133	0.32097941352080933	0.7671890373634506	0.6441989101275722	0.6870485144601516	1.0	0.53348666672273	0.37005625961837646	0.6590206705742854	0.5666190828588968	0.6970558307333933	0.28462825763373223
VincentC_2016__MM002.1__bin.10	0.49802781408684516	0.7564456737794117	0.7011393957787979	0.4305159413092187	0.4483374662440636	0.35196304637482223	0.8323107397047986	0.8176162014699137	0.48253888327487476	0.7109112292161724	0.7046032233254813	0.4531498068051048	0.5133040638181198	0.41514082361610716	0.40775216790998875	0.6226140919035187	0.8836577007220809	0.5571520048928145	0.8530408221215915	0.4861579105290931	0.5749907742396078	0.41270016451168995	0.738806939611219	0.5834451346041316	1.0	0.5460672968924419	0.4453921206832926	0.7108123612543354	0.7083406622084114	0.456236556543852
VincentC_2016__MM083.1__bin.13	0.46163938764147144	0.6937656080310038	0.590850455079191	0.34333395811397105	0.4249436319233505	0.25864126749615485	0.7143309977563025	0.7166808161105199	0.3573915224617827	0.639424852671213	0.6842230025854893	0.396862958042305	0.4391858740773001	0.2895017558173509	0.29623973935621867	0.505719499219943	0.8051332160950843	0.5133353914342574	0.8580999134495059	0.4544851899425018	0.4575516684399411	0.2797730943731153	0.7449378986422046	0.485173404190808	0.6546345860185119	1.0	0.31129787151937466	0.6491631614635303	0.6348933554579183	0.4473833635616906
VincentC_2016__MM092__bin.2	0.2704465653621783	0.2892430954975465	0.6187238837772675	0.6598377183323371	0.13604698941860985	0.7893360485148014	0.8810010706280859	0.8213242801861349	0.8585016736309927	0.3416838510578053	0.28455063651366125	0.4355759321280902	0.6964421398451928	0.7103011963768344	0.7942964028612369	0.8068360032299982	0.8663974365941252	0.2738739099471169	0.8361910427612479	0.21878089496118377	0.8136945058569934	0.8368069160858296	0.6229015260502022	0.5976917144063829	0.36935524927139135	0.21534020327633166	1.0	0.4174343632527645	0.6938356419049362	0.1485046004593309
VatanenT_2016__G80273__bin.12	0.33517065743676755	0.49207759824778147	0.49960162189886037	0.3158815768676191	0.29520946301212553	0.2983763269861648	0.6075564422738842	0.5968550710145255	0.37616892521781764	0.48400761918279267	0.47443848042140985	0.32293786914489025	0.3774172841258423	0.3179589493140477	0.3341061653446535	0.4566703332505395	0.6753024931695091	0.37369720683726493	0.6389605718580549	0.3295312686487724	0.4313491308260782	0.3241612286174183	0.5403918298619064	0.4346893779817875	0.49861616028025174	0.3798502937030454	0.35310009128826125	1.0	0.5266252052373012	0.2986505143432245
VincentC_2016__MM056.2__bin.7	0.3447879224667498	0.44906577288604976	0.6315544689156884	0.4920998878488841	0.25834762005954676	0.5162293932722942	0.7464696598334899	0.7498183121672995	0.5785825399694325	0.43710651633526754	0.43974354223589845	0.41270703148928056	0.5266270041434657	0.5302736169604553	0.5532203553897194	0.6268203759595803	0.7991164034808439	0.3671901645815735	0.7833834849730361	0.29657806753720534	0.609004002804156	0.5503519185554513	0.6324596940384459	0.5014750556407171	0.4659587710415685	0.3483800856522953	0.5503768746365298	0.4938505947487868	1.0	0.26163350406821934
VatanenT_2016__G80280__bin.5	0.42359698418847724	0.6309081469886585	0.5704680091534616	0.2871467267277629	0.4218152274327802	0.17794197684029908	0.635473898675132	0.6224887189388509	0.2785437902797013	0.5960321406333079	0.6133274150567857	0.34336617140311776	0.3613672473583417	0.24486137273692582	0.23080808001593542	0.44941520421975206	0.7080459806171214	0.47773666701695333	0.6669997004264611	0.42378676637812457	0.3741234337087675	0.23804489838810616	0.5947240551278049	0.42468548699521463	0.6224479392947945	0.5091432667318095	0.24431555288570878	0.5808511339093719	0.5426264913978478	1.0
