	HMP_2012__SRS024561__bin.28	CM_periimplantitis__SP_261SPT_T016__bin.3	HMP_2012__SRS014578__bin.49	CM_periimplantitis__SP_201SPI_T016__bin.7	CM_periimplantitis__SP_304SPI_T016__bin.6	HMP_2012__SRS051941__bin.47	HMP_2012__SRS014107__bin.7	HMP_2012__SRS049268__bin.47	HMP_2012__SRS018157__bin.52	CM_periimplantitis__SP_326SPI_T016__bin.3	HMP_2012__SRS015650__bin.14	CM_periimplantitis__SP_125SPI_T016__bin.4	HMP_2012__SRS017691__bin.13	HMP_2012__SRS022602__bin.81	HMP_2012__SRS023964__bin.22	CM_periimplantitis__SP_325SPI_T016__bin.2	HMP_2012__SRS011126__bin.74	HMP_2012__SRS047634__bin.17	CM_periimplantitis__SP_189SPI_T016__bin.38	HMP_2012__SRS063603__bin.41	HMP_2012__SRS019128__bin.42	CM_periimplantitis__SP_281SPI_T016__bin.1	HMP_2012__SRS058808__bin.44	HMP_2012__SRS016043__bin.17	HMP_2012__SRS063999__bin.47	HMP_2012__SRS064449__bin.46	HMP_2012__SRS019029__bin.15	HMP_2012__SRS055378__bin.37	HMP_2012__SRS017511__bin.27	HMP_2012__SRS020226__bin.25	HMP_2012__SRS015215__bin.13	HMP_2012__SRS014476__bin.36	HMP_2012__SRS024087__bin.47	HMP_2012__SRS011255__bin.25	HMP_2012__SRS016331__bin.45
HMP_2012__SRS015650__bin.14	0.8868000050221603	0.8828309917511018	0.934663201376072	0.8946225218777858	0.86302811154218	0.6740869084836844	0.5835584516679849	0.8773729079563575	0.8847158085050285	0.7086268158248271	1.0	0.9361733649729431	0.8786831895739953	0.8281622659987193	0.5786879606262633	0.5363210164852411	0.676774768666742	0.8602895275402714	0.8837244340653132	0.594889449696787	0.8097465064597537	0.7205328512059462	0.8724622396323779	0.9080578050648487	0.936667545544716	0.851827187464688	0.8633746406016548	0.60386957449747	0.8352219167074717	0.45796376511356357	0.42592137808078145	0.8894702876442302	0.5585064095320602	0.8294971562017401	0.7024239456602258
CM_periimplantitis__SP_125SPI_T016__bin.4	0.8858770885609383	0.8836975494579202	0.9382598429885423	0.9048571390608937	0.8546347315879632	0.672058840174186	0.5834294991193757	0.8860124178120852	0.887916869455499	0.703834640449864	0.9173280986338636	1.0	0.8802518206705343	0.828780939342477	0.5773229512012562	0.5309645629283478	0.6661717716961085	0.8682468858278779	0.8739002037812469	0.5935250612549402	0.8090248371004897	0.7200037793769047	0.8705499436292156	0.9095439601078894	0.9405919350655806	0.8569850316006103	0.8564259987667814	0.6141354601514408	0.8408641190976147	0.46025133840629384	0.4147836626591165	0.8850729867559414	0.5572263113527463	0.8333127468836133	0.6969264512585867
HMP_2012__SRS017691__bin.13	0.9116011290908583	0.8522718859416224	0.8769542004307883	0.8874973829588084	0.8196568109017969	0.6915813891230129	0.5626508629248984	0.9130598077878243	0.916957299203684	0.7083569296063724	0.8578560512121253	0.8770424566208568	1.0	0.8588332433610507	0.5838475482185242	0.5118942377043192	0.6601680692046206	0.8885020325890886	0.8498718078839255	0.5923377937031169	0.8295209110784563	0.6933533772947224	0.8980390945503274	0.8749189146253745	0.8777735120619246	0.8809659345815701	0.8492682336062902	0.5738343931430824	0.8279607377629116	0.47600583863728524	0.41817646040704737	0.8654882504043849	0.5275190155316185	0.80662382318951	0.7043133251647327
HMP_2012__SRS022602__bin.81	0.9102063170971234	0.8573087076223173	0.8748971771993587	0.8837572500566574	0.8267173506131597	0.6957520543575884	0.5734574481479305	0.9083701956571008	0.9013048003558928	0.7101661322678933	0.8650838950116253	0.8835154066327002	0.9189027128431974	1.0	0.6050518520694662	0.5225208163710685	0.6608069911110738	0.8846307192559826	0.8512169812904471	0.6117106776232405	0.8394747223784382	0.705732161293301	0.8886770063036672	0.8757103166942259	0.8702822171113926	0.8775485365587516	0.844016762214929	0.5857584125838321	0.8502679688090181	0.4809106322972712	0.4252410040541561	0.8578868235728615	0.5412529273021816	0.8179291487950847	0.7117415244634329
HMP_2012__SRS023964__bin.22	0.9545475319566735	0.9061606131142529	0.9062677788792037	0.9344437072420418	0.8746365425802679	0.736813489017873	0.6288951997617137	0.9417325552258282	0.9512679443557526	0.781761647579078	0.9079690353977977	0.9244363159561945	0.938304826714534	0.9088169057146144	1.0	0.5909427592978121	0.664220503017189	0.9354814815982199	0.8966007964937883	0.6135326721625894	0.8658355541336831	0.7690365009747356	0.9347817521917763	0.9054632476585068	0.9112257714753101	0.9228099178763528	0.8897610991425162	0.6034756379120957	0.9106269039652909	0.5224480758229306	0.4348337591071201	0.9065672126342134	0.54802365841858	0.8714357533359284	0.7814645777747659
CM_periimplantitis__SP_325SPI_T016__bin.2	0.9089773323453068	0.9689269635955697	0.9143310513124124	0.9017620475849876	0.9319480925390539	0.725706695196937	0.6280182824994783	0.8907506454945041	0.9072239571839867	0.7738738514405239	0.9169662659892445	0.9264578472983683	0.8964512614083158	0.8552426518382533	0.6439429131272159	1.0	0.74660208430111	0.8840986389446777	0.9686479004577495	0.6183824470144966	0.8232946451647803	0.8120187770852242	0.8929565322669973	0.9165455246429923	0.9185762456305153	0.8699084930504692	0.9075047376334244	0.6189697675876322	0.8659784254141512	0.522114251024591	0.476572005588132	0.9769193318627422	0.5687469893380708	0.8701111358213172	0.7413445347845762
HMP_2012__SRS011126__bin.74	0.8471178181246561	0.9439911970447221	0.8652324137388981	0.8284838481490214	0.9107726165212606	0.6549801147528098	0.5499432523775839	0.8300306531478425	0.8496027666430873	0.693983494458854	0.8473328617464434	0.8511923288532578	0.846607875501061	0.7920301815609526	0.530024050931384	0.5467270297885719	1.0	0.8312020749823156	0.9505997013283031	0.6976316906390002	0.7861869056040243	0.7640575336005659	0.8373936964552385	0.8565709345280201	0.8710945531714218	0.8113124263145484	0.8538910634284366	0.7021501218266132	0.7969598365165449	0.4391159317770966	0.5411076004087086	0.9725504990961251	0.6354746522046687	0.8147594120883439	0.6489167649139354
HMP_2012__SRS047634__bin.17	0.9150939849995945	0.8515890696068675	0.8671370038361628	0.8918282214172237	0.8199911762320137	0.6979803265585524	0.5604408322831202	0.9037996608982437	0.9887981671886406	0.7028848379572383	0.8472533549113369	0.8726568048859142	0.8962826415116737	0.8340419386174382	0.5871881262946308	0.5092614941448562	0.6538308210654601	1.0	0.8465356818537035	0.593868767224648	0.8307157144185512	0.6910172657002729	0.9047888725559052	0.8656858303343734	0.867668210496327	0.8716057674996488	0.8443262776163164	0.5717000393706241	0.8383024732269865	0.46386162511647966	0.4091354685796701	0.8576776673597744	0.5208402165977846	0.8107588638310586	0.7024268329597411
CM_periimplantitis__SP_189SPI_T016__bin.38	0.8649723383347412	0.956416491142649	0.8874722668766714	0.8598175010176615	0.9309118739657061	0.6480236669127453	0.5834743603517116	0.8528737478821307	0.8689769471338415	0.7177795562897393	0.8671806391012644	0.8751573309573114	0.8542087817532558	0.7996320648622436	0.5607447803576058	0.5559427980614657	0.7450415491715299	0.8434693730712481	1.0	0.5677994167050241	0.7819203198167519	0.7633850821176427	0.8446486776314557	0.8793432954096321	0.8892902587373507	0.8242348319158352	0.8689316082205363	0.5646621610300213	0.8107691746642209	0.44329087574082304	0.4377654420889017	0.97483197497292	0.5198293679854048	0.8332365774639975	0.6811417718250194
HMP_2012__SRS063603__bin.41	0.898180820715383	0.8538234218418551	0.8702655255650648	0.8779847853119743	0.8223341379562578	0.7137444225001829	0.5420327700972862	0.8716531343720284	0.8888903518396606	0.6831365664545388	0.8664538073293834	0.8822258795991514	0.8836829785677712	0.8529280959695705	0.5695347816545973	0.5267902860068759	0.8115690147026552	0.8782759125155439	0.8427744861385416	1.0	0.8615170799502596	0.713359666447224	0.8907856045644065	0.8746931460756346	0.8682773754663156	0.8648511447589788	0.8639060785604564	0.8127401067954064	0.8437202838124497	0.4758949601345915	0.5712179065174458	0.8588311023334064	0.7382810328432449	0.8093160705142273	0.7027181625338308
HMP_2012__SRS019128__bin.42	0.9173188186739909	0.8602969426855245	0.8811323977693465	0.8916093996106217	0.8239062948767067	0.7072474685832741	0.5638521612756692	0.9143286996996949	0.9254345479714987	0.7081597539362176	0.8688248977922478	0.8858835022920294	0.9116505790829619	0.8622793985706272	0.592095826065496	0.5166660469808096	0.6737504842979687	0.9050382615602396	0.8549741106026094	0.6346553118663375	1.0	0.7075691663716424	0.9069991631546644	0.8768312390645654	0.8795831831268701	0.8840195950056553	0.8544595019126738	0.615868053254186	0.8449281945748929	0.4830095609444875	0.4432564437899125	0.8608147845190618	0.5657602548579329	0.8133759461660036	0.7144417519543006
CM_periimplantitis__SP_281SPI_T016__bin.1	0.8952190894033218	0.9742407268678566	0.9053383575620536	0.8931197598766893	0.9292213549297693	0.6858234651308238	0.6111223228081532	0.8783194867139307	0.8871054307030692	0.7497130603913376	0.8964055854661417	0.9141492935693664	0.8835340713059766	0.8405196840259141	0.6097771274299271	0.590865042477059	0.7592187745038929	0.8729130883823979	0.9678358974102647	0.6093266463023371	0.8204204782097718	1.0	0.8681627305279377	0.9001837538136258	0.9063005502617603	0.8539941306245318	0.881127964756256	0.6175846339075458	0.851962904347424	0.4862728216175959	0.46518580628311834	0.9786718116901415	0.5586347110391618	0.8679827879970835	0.7263917586320869
HMP_2012__SRS058808__bin.44	0.9238451274694124	0.856896804872852	0.8668132622173532	0.8899124431048265	0.8169981298191269	0.7016129630279627	0.5566133857096034	0.896100403450862	0.9282024561016691	0.7001980918519339	0.8588223545690897	0.8745446285073307	0.9054611951063848	0.8374480113941127	0.5864626193704862	0.5141128703346205	0.6583797994758748	0.9043473919059679	0.8473056393640693	0.6020336177741833	0.8321093692452883	0.686921439055487	1.0	0.8751937290852922	0.8668780239658018	0.8728094091405029	0.8461522870042946	0.5761051888991442	0.828557854734949	0.46639977575626645	0.42041399071286867	0.8582666888801112	0.5312341957851472	0.8049583769815982	0.6993487736547229
HMP_2012__SRS016043__bin.17	0.8835360506070841	0.8704270919126801	0.8977176045889607	0.8841048658455084	0.8369621189435373	0.6588171457996732	0.570483342498118	0.8729896725089945	0.8729809364387797	0.693743469180843	0.877539223741921	0.8970327937515744	0.8660415846648964	0.8101598555248121	0.5576956770527217	0.5180581851396533	0.6611598686289175	0.849463435420785	0.8660017870116962	0.580362867236485	0.7897431740958046	0.6992515614512166	0.8592124044431653	1.0	0.8978399095719666	0.8338064562470909	0.8439388416844502	0.5746950990160758	0.8105384185674495	0.44702859558449887	0.4201933292338515	0.8725470449514493	0.5392125791645697	0.8163702307730015	0.6800812260395075
HMP_2012__SRS063999__bin.47	0.8501007033507098	0.8561457639299948	0.985806689600151	0.8654078032943769	0.8373080893433645	0.6441845125586085	0.5630504012406576	0.8601505450753535	0.8585082178318802	0.6838701160304674	0.8888722082581513	0.9109335338821738	0.85320663679404	0.7906261527507312	0.5511289927472618	0.5098477677979947	0.6602512960850082	0.8360627611114447	0.8600123341349567	0.5657221616953622	0.7779426777273547	0.6913139666444575	0.8357091317398089	0.8816571205799903	1.0	0.8232830150192398	0.828876745389712	0.5861535514016019	0.8053894641323546	0.4376125346837972	0.40876314552849485	0.8664806061455257	0.5386647488707212	0.8026319175767143	0.667944879570612
HMP_2012__SRS064449__bin.46	0.9224155885397549	0.8668506390402231	0.886667278418628	0.9037243321936875	0.8310373732333085	0.7077860215364185	0.571452285409097	0.980422046990799	0.9268934066885798	0.7208900578621126	0.8743947779752798	0.8977612971341139	0.9262603465128076	0.8623516845174515	0.6037285594684769	0.5222772226186009	0.6651725140531111	0.9084635196496104	0.8622124937621921	0.6095204414512131	0.8457359169886957	0.7046284534772944	0.9101621623850903	0.8856625273741818	0.8905357503722063	1.0	0.8640101165903008	0.5916973230009115	0.8518324720690552	0.48197789032180904	0.4241601126723388	0.869893761367245	0.5354637423548189	0.8247665719482169	0.720934392695269
HMP_2012__SRS019029__bin.15	0.8299703014895062	0.8462309994426758	0.8290560607101685	0.8271378728537291	0.8172133979218678	0.6269668582945879	0.5494458250307293	0.8265776856538635	0.8380820411809167	0.6931600856599712	0.8203020620996618	0.8304164471725338	0.8264894108395746	0.7676845468495912	0.5387922478489575	0.5043068566149806	0.6479881931242986	0.8145470213691853	0.8413319858302222	0.5635492773871418	0.7566287228113573	0.6729189093241108	0.8167071299328921	0.8297217005260226	0.8298710519685761	0.7997187612132872	1.0	0.5296111900017559	0.7735626951589137	0.42996896543826296	0.41588078223891656	0.857237675881603	0.49722721650901264	0.7888824313078797	0.6570800218348946
HMP_2012__SRS055378__bin.37	0.9022688861067464	0.8866197199395539	0.9470287257504264	0.906811595209058	0.8605560325310118	0.7230721642009221	0.5775928501507679	0.8889824840727482	0.8986356444915506	0.7113809943665471	0.9275257007489416	0.962672492195473	0.9027911163771258	0.8613081366870237	0.5907666294085838	0.5560626151780018	0.8613960750191112	0.8916252623686423	0.8838504338676744	0.8570878681356997	0.881631919454659	0.7624801078093096	0.8989341719873215	0.9134131412266472	0.9487250098930623	0.8853731555127692	0.8561807148152176	1.0	0.8575777000732048	0.48470220146671883	0.6154248462814814	0.8948535248229084	0.8118929651648497	0.8359201859355752	0.7356512026338302
HMP_2012__SRS017511__bin.27	0.9103858672576368	0.8910761738065164	0.9005586125548345	0.9116671476599365	0.8572087148484497	0.7027215295264724	0.593756475338431	0.9114267402630989	0.9210612407056306	0.7274727828307356	0.8904566830311464	0.9148888209489613	0.9041459835098731	0.8678085928778371	0.6187636634660536	0.5399946350064224	0.6786368847056454	0.9074924116395731	0.8808773317241922	0.6175900041924052	0.8395518891791507	0.7300974533414218	0.8973813798313721	0.8941934385378947	0.904821694277822	0.8847265272160985	0.8680243705636401	0.5952529979980328	1.0	0.4844669514789338	0.4265426899820792	0.8932655409460915	0.5416014559371793	0.8480828714816324	0.7259270007490646
HMP_2012__SRS020226__bin.25	0.9395657566278004	0.9032886213543148	0.9093298732897274	0.9315377444939489	0.8716169779125983	0.7561646838562897	0.620178255442854	0.9376579928587228	0.9380065646032799	0.778870232565488	0.9004467248080387	0.9235354061996398	0.9586433943185768	0.9052082345877966	0.6547016699845166	0.6004321104686068	0.689598342654912	0.9260761288589756	0.8882249897304642	0.6424345119600594	0.8851145053243593	0.7685217003191456	0.9315979792713369	0.9095135399879924	0.9066983047366259	0.923204608651689	0.8897940563086548	0.62046757986539	0.8934703526400607	1.0	0.4587964499004645	0.9049090356115903	0.5665683161121117	0.8715567431352103	0.7746794719878661
HMP_2012__SRS015215__bin.13	0.8561359011707608	0.8835151337506716	0.8564808583651622	0.8267866240355405	0.8575007751567013	0.6916591144968759	0.5446804310569149	0.8380336243535791	0.8519206438935099	0.730314259992044	0.8455279689498646	0.8403336713116251	0.8503075203659338	0.8081479686906482	0.5501678426117846	0.5533482283058315	0.8579703556149759	0.8247019260774678	0.8856197714309642	0.7785584179026802	0.8201068170919311	0.7422910541433247	0.8478499496023522	0.8631666472254375	0.8550990356153348	0.8202992354113515	0.8689461757108262	0.7954094771505739	0.7942370214840537	0.4632246718170969	1.0	0.8967620882073493	0.7535330695308083	0.8243838875080631	0.6902045117609467
HMP_2012__SRS014476__bin.36	0.8354830438090317	0.9446497473988064	0.8555228642024656	0.82651591354525	0.9074180566252782	0.6315802870198151	0.5638629929588419	0.8234318127611917	0.8391549290463562	0.6937515731600744	0.8348193705851354	0.8477576989393484	0.832032225860065	0.77081167046739	0.5422936131822095	0.5362795459494722	0.7290601199325392	0.8173658960578376	0.9323911184684986	0.5534261658824827	0.7529872365457694	0.7383246776141325	0.8183265253407218	0.8474164351509244	0.8569708785091487	0.7953737074162655	0.846813567215297	0.5468021603317612	0.7863768815465848	0.4319555829153166	0.42397453531090357	1.0	0.5019867774422752	0.8107447186600589	0.6571793133810285
HMP_2012__SRS024087__bin.47	0.8875383824899633	0.8650968668743235	0.9301334198706366	0.8800843738706513	0.8438608093368506	0.7137770500777278	0.5658834876827752	0.8736293138558843	0.8818470797347828	0.7068286618759747	0.9113328629506434	0.9279232768136572	0.8816676131684208	0.8454858422185674	0.5699300899873226	0.5427994981491998	0.8282037855153271	0.8629481849702078	0.8644044045520588	0.8271064990662003	0.8603954984212678	0.7326997098214103	0.8805990085906301	0.9104494613134823	0.9262187541742365	0.8511828813480151	0.8539437163346535	0.8625114010438563	0.8289298466011573	0.47019093112007626	0.6193735387610906	0.8727303420599976	1.0	0.8257920498769548	0.7072572509819444
HMP_2012__SRS011255__bin.25	0.8803852042528664	0.9171652103685725	0.8961922803593138	0.8878178116213334	0.8750025304533401	0.675317798303158	0.6310987920947572	0.8968486000466669	0.8879563206462618	0.7384214446065118	0.8798913663062946	0.9020980920914543	0.8764014716051172	0.8305906770640775	0.5891460066249932	0.539834130115378	0.6902932875330158	0.8732471949258817	0.9007199272934165	0.5894176974046605	0.8041226678542928	0.7400728983652739	0.8674228904276413	0.896083071320428	0.8971740962552487	0.8522934430893052	0.880748524079794	0.5772928304532334	0.8438039053152305	0.47020031601366763	0.440499186525842	0.916298996235751	0.5368290170014501	1.0	0.7018209674961937
HMP_2012__SRS016331__bin.45	0.9621503224726357	0.9219648110206717	0.9288321361852296	0.9453470666549743	0.8914129536473822	0.740256064797468	0.6222426397314986	0.9550949879222239	0.9641725859727726	0.7840688951425816	0.9291842385686309	0.9408514499974755	0.9543030897316316	0.9013262966004183	0.6588480007228064	0.5735800973131266	0.6856170826789545	0.9434849100876669	0.918221231906588	0.6382260949055436	0.8808179936276113	0.7723651447871573	0.9398090940737847	0.9309155193443721	0.9310849270948763	0.9290566844976628	0.9148423777141779	0.633565720906378	0.9007091209132871	0.5211919130719006	0.4599194549189367	0.9262438514951729	0.5733648498183683	0.8752149153226986	1.0
