	HMP_2012__SRS024561__bin.28	CM_periimplantitis__SP_261SPT_T016__bin.3	HMP_2012__SRS014578__bin.49	CM_periimplantitis__SP_201SPI_T016__bin.7	CM_periimplantitis__SP_304SPI_T016__bin.6	HMP_2012__SRS051941__bin.47	HMP_2012__SRS014107__bin.7	HMP_2012__SRS049268__bin.47	HMP_2012__SRS018157__bin.52	CM_periimplantitis__SP_326SPI_T016__bin.3	HMP_2012__SRS015650__bin.14	CM_periimplantitis__SP_125SPI_T016__bin.4	HMP_2012__SRS017691__bin.13	HMP_2012__SRS022602__bin.81	HMP_2012__SRS023964__bin.22	CM_periimplantitis__SP_325SPI_T016__bin.2	HMP_2012__SRS011126__bin.74	HMP_2012__SRS047634__bin.17	CM_periimplantitis__SP_189SPI_T016__bin.38	HMP_2012__SRS063603__bin.41	HMP_2012__SRS019128__bin.42	CM_periimplantitis__SP_281SPI_T016__bin.1	HMP_2012__SRS058808__bin.44	HMP_2012__SRS016043__bin.17	HMP_2012__SRS063999__bin.47	HMP_2012__SRS064449__bin.46	HMP_2012__SRS019029__bin.15	HMP_2012__SRS055378__bin.37	HMP_2012__SRS017511__bin.27	HMP_2012__SRS020226__bin.25	HMP_2012__SRS015215__bin.13	HMP_2012__SRS014476__bin.36	HMP_2012__SRS024087__bin.47	HMP_2012__SRS011255__bin.25	HMP_2012__SRS016331__bin.45
HMP_2012__SRS058808__bin.44	0.9794924101580865	0.9695009335193288	0.9695776112098783	0.9735629498387233	0.9692752354972907	0.9818642956173778	0.9700544683520093	0.9780353189567585	0.9815937481375218	0.973676847573748	0.9703281149809981	0.9691933962212466	0.9778537324477176	0.9792811890655088	0.981294704564198	0.969329413563101	0.9675741299228932	0.9816196474930322	0.9695089804913589	0.9722517841617374	0.9777728465430076	0.9683771244822734	1.0	0.9691370156001005	0.9695433605145184	0.9782189891673948	0.9727939872597564	0.9691993955316918	0.9738185519904524	0.9796822218922345	0.9724195656424629	0.9682066353988322	0.9696441413761334	0.9697399406102635	0.9805401891015355
HMP_2012__SRS016043__bin.17	0.9697400046024427	0.9784009077816087	0.978065831587931	0.972412986859082	0.9785473772372726	0.9696187431918427	0.9773131469174532	0.9688113004501695	0.9691769289002998	0.9702761482873267	0.9786617231160607	0.9782849986741072	0.9687377341005441	0.9694907024787388	0.9695644469944986	0.9782917317765017	0.9773825812010822	0.9693776501708072	0.9785504556766818	0.9742329438985841	0.9691449311529228	0.9792647259731618	0.9691370156001005	1.0	0.9780821990234669	0.9689036123650129	0.972214627687976	0.979011988424969	0.9733150954139637	0.9701058822414216	0.9725044762505981	0.9791967477319036	0.9778966621424887	0.9775162907952721	0.9725581676201925
HMP_2012__SRS063999__bin.47	0.9708724705820879	0.9789843288478685	0.9998912353058899	0.9725461064092114	0.9799183324697316	0.9696692956768398	0.9783675544786168	0.9689114748219398	0.9695948964553575	0.9707416041683862	0.982723672015331	0.9828862837781203	0.9689432051590835	0.9699455309157073	0.9701725316811457	0.9793050290601076	0.9779134807603257	0.9697016263569097	0.979238354371374	0.9764006606827933	0.9689974159071603	0.9793574853590329	0.9695433605145184	0.9780821990234669	1.0	0.9691054839869689	0.9724771668178255	0.9839734255842755	0.9743579099099099	0.9700937324357333	0.9731833458524619	0.9799608034220467	0.9796970022675422	0.9780477096443729	0.9732289304210513
HMP_2012__SRS064449__bin.46	0.9765533795388941	0.9689789003276025	0.9691665229773332	0.9726708040071353	0.9691734598603866	0.9782629916513415	0.9699985736524734	0.9980043135793788	0.9771767645832778	0.9748223756490121	0.9702346222225273	0.9688077875665079	0.979494744485676	0.9796351497759949	0.9785146768470033	0.9689101034512769	0.9680655435137355	0.9773718789898292	0.9691754070811844	0.9712958163247702	0.9791609468444487	0.9679310139705632	0.9782189891673948	0.9689036123650129	0.9691054839869689	1.0	0.9729426762537139	0.9687865321229463	0.9731862573605717	0.9810368256200125	0.9733884792250551	0.9682694067778618	0.9693276381618794	0.9696216893041364	0.9797877960297231
HMP_2012__SRS019029__bin.15	0.9724955914895901	0.9725589509018052	0.9726239657855551	0.9726200642557121	0.9723646649240462	0.9724038865013717	0.9733132949188588	0.9728663885575392	0.9726381962142029	0.9747442485274915	0.9727646494973581	0.9721785724061535	0.9726226547742317	0.9736180091052514	0.9733618145205781	0.9726139719449427	0.9722481152945724	0.9729333695817581	0.9727651597071116	0.9715633416528602	0.9732930108599379	0.9720674203307327	0.9727939872597564	0.972214627687976	0.9724771668178255	0.9729426762537139	1.0	0.9722222465538399	0.9731509299749985	0.9743401212548481	0.9738963990640651	0.9724883225314381	0.9722049363480727	0.9732648181136376	0.9764506421456286
HMP_2012__SRS055378__bin.37	0.9705749343016391	0.9788430486857703	0.9839680499095934	0.9720633203841428	0.9797875825460409	0.9689197793746744	0.977967423289566	0.9687847024614632	0.9692918921842304	0.9703908151443631	0.9830116335156436	0.9849289975526194	0.9691391199001667	0.9696807586757912	0.9700798891406756	0.9792616743080319	0.9784770141380685	0.9691627370355713	0.9790549968683324	0.9766477624324933	0.9689325096370599	0.9792431764121962	0.9691993955316918	0.979011988424969	0.9839734255842755	0.9687865321229463	0.9722222465538399	1.0	0.9747708473256607	0.969928885774222	0.9730127252903255	0.9798390775083535	0.980796111510778	0.9782231128924516	0.9728696088612683
HMP_2012__SRS017511__bin.27	0.9742342410480489	0.9732026162901193	0.9744959179215729	0.9746113716785286	0.9733282345845938	0.9741760550103248	0.9734690473682363	0.9733620840988482	0.9738080951033117	0.9729311301670277	0.9745931266950613	0.974037323093814	0.9732026923522465	0.9737062649703432	0.973885709951712	0.973183906870285	0.9723014915938667	0.973680763645054	0.973555938359719	0.9774229658171009	0.973435999376703	0.9731778999941477	0.9738185519904524	0.9733150954139637	0.9743579099099099	0.9731862573605717	0.9731509299749985	0.9747708473256607	1.0	0.9743086962139811	0.9731784010144223	0.9733187791268876	0.9744379922625195	0.9734998924433791	0.9767868605849971
HMP_2012__SRS020226__bin.25	0.9773037975593648	0.9699358934937091	0.9700969589199256	0.9746796862004444	0.9699623636713277	0.9792680915058256	0.9704098218810645	0.9810316861756532	0.9785756963903083	0.9760662586343871	0.9706831930527864	0.9700450863922485	0.9840625617685965	0.9826633836470032	0.9793934434220769	0.9704922847092322	0.9691663763900319	0.9786119302375571	0.970246782145912	0.9724990059701581	0.9801222037793946	0.9687789017970616	0.9796822218922345	0.9701058822414216	0.9700937324357333	0.9810368256200125	0.9743401212548481	0.969928885774222	0.9743086962139811	1.0	0.9746512023058092	0.9692289468312499	0.9712402413179045	0.9706622413137052	0.9810228123901927
HMP_2012__SRS015215__bin.13	0.9715633054178386	0.9739442176781031	0.9731890699041731	0.9727067461923278	0.973567115100544	0.972344081560572	0.9741175337839645	0.9732400579381923	0.972393898185501	0.974638862241429	0.9731124005613201	0.9726217401338565	0.9725780425920119	0.9732620128232836	0.9730667160402394	0.9739859084487887	0.9740991526363807	0.9732495932022717	0.9738902678618415	0.9728493371172011	0.9730496386784943	0.9739524126590856	0.9724195656424629	0.9725044762505981	0.9731833458524619	0.9733884792250551	0.9738963990640651	0.9730127252903255	0.9731784010144223	0.9746512023058092	1.0	0.9739689641618472	0.9724669008376114	0.9744461204864712	0.9766079396450422
HMP_2012__SRS014476__bin.36	0.9691342195608302	0.9959686136294852	0.9799857673688314	0.9726505730039162	0.9958744722169629	0.9685588509552483	0.979242915274716	0.9679280325529029	0.9682919546369032	0.9707254593397432	0.9787926265498366	0.980273423980492	0.9676036218164118	0.9688036707139704	0.9689177250742591	0.9949523525517642	0.9946912329780222	0.9682666869172604	0.9955063383829361	0.974916882280066	0.9681720826328274	0.9974496618652811	0.9682066353988322	0.9791967477319036	0.9799608034220467	0.9682694067778618	0.9724883225314381	0.9798390775083535	0.9733187791268876	0.9692289468312499	0.9739689641618472	1.0	0.9785378780082622	0.9796457702193874	0.9723950919338291
HMP_2012__SRS024087__bin.47	0.9714750607481372	0.9777916712978401	0.9797308262005959	0.972160918832703	0.9780874015381561	0.9696689692793249	0.9767143186501858	0.9692780477604069	0.9697391056725209	0.9709720741582115	0.9789721744657214	0.9807390995931808	0.9697750888755886	0.9704673656724631	0.9708253766178655	0.9771515231088563	0.9771738195080304	0.9699037594511277	0.9776274680084563	0.97626239910238	0.9693873594058436	0.9781558921218115	0.9696441413761334	0.9778966621424887	0.9796970022675422	0.9693276381618794	0.9722049363480727	0.980796111510778	0.9744379922625195	0.9712402413179045	0.9724669008376114	0.9785378780082622	1.0	0.977073627156771	0.9733380700240781
HMP_2012__SRS011255__bin.25	0.9707614534039484	0.9788858962790621	0.9782750030239028	0.9726845707308589	0.9789727591764336	0.9701306811398555	0.9933697478709738	0.9695760773723443	0.97027267895739	0.9723636139155616	0.9776828840944822	0.9787727069899497	0.9693159321234975	0.9701717291013562	0.9696736411358947	0.9787415089182316	0.9783997040124436	0.9701199628334192	0.9787890786911287	0.9748493560571685	0.9702393578386189	0.9793432300471338	0.9697399406102635	0.9775162907952721	0.9780477096443729	0.9696216893041364	0.9732648181136376	0.9782231128924516	0.9734998924433791	0.9706622413137052	0.9744461204864712	0.9796457702193874	0.977073627156771	1.0	0.9733782656528572
HMP_2012__SRS016331__bin.45	0.9821183475288884	0.9729371613815073	0.9732280647287758	0.9767243604175475	0.9732122457890503	0.979923401298924	0.973616643520636	0.9798676244164862	0.9795857069575312	0.9772758512757751	0.9739176634593826	0.9728253963020282	0.9799923044700932	0.980104836099681	0.9806398854550452	0.9724258329015836	0.9724194660847345	0.9797263037205006	0.9730435070333989	0.9750474742482018	0.9799681879865302	0.9717655889406098	0.9805401891015355	0.9725581676201925	0.9732289304210513	0.9797877960297231	0.9764506421456286	0.9728696088612683	0.9767868605849971	0.9810228123901927	0.9766079396450422	0.9723950919338291	0.9733380700240781	0.9733782656528572	1.0
