	FerrettiP_2018__CA_C10052IS2920FE_t5M16__bin.18	BackhedF_2015__SID637_12M__bin.13	HanniganGD_2017__MG100141__bin.3	LiJ_2017__H3M515101__bin.28	BritoIL_2016__M2.11.ST__bin.78	BackhedF_2015__SID532_B__bin.4	BackhedF_2015__SID532_4M__bin.27	FerrettiP_2018__CA_C10055IS2962FE_t1M16__bin.7	BackhedF_2015__SID150_4M__bin.4	FerrettiP_2018__CA_C10008IS2123FE_t2M15__bin.1	LiJ_2017__H1M513852__bin.3	HeQ_2017__SZAXPI029549-142__bin.2	RaymondF_2016__P12E7__bin.2	NielsenHB_2014__V1_UC21_4__bin.50	QinJ_2012__CON-028__bin.32	FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.12	FerrettiP_2018__CA_C10002IS2028FE_t4M15__bin.1	FengQ_2015__SID530756__bin.23	QinJ_2012__CON-092__bin.31	QinN_2014__LV-7__bin.2	LiJ_2017__H1M613825__bin.35	FerrettiP_2018__CA_C10008IS2127FE_t3M15__bin.2	VatanenT_2016__G80482__bin.10	LiuW_2016__SRR3992991__bin.57	LiJ_2017__H1F513818__bin.2	QinJ_2012__DOM005__bin.7	LiJ_2017__H3M516909__bin.27	VatanenT_2016__G80272__bin.10	QinJ_2012__DOF008__bin.42	KosticAD_2015__PRJNA231909.3113669__bin.9	VincentC_2016__MM074.2__bin.4	VatanenT_2016__G78861__bin.2	XieH_2016__YSZC12003_35550__bin.126	BackhedF_2015__SID335_4M__bin.7	LiJ_2017__nHM612836__bin.16	LiJ_2014__DOM005-IE__bin.4	ZellerG_2014__CCIS78318719ST-4-0__bin.28	BackhedF_2015__SID70_4M__bin.12	VatanenT_2016__G78488__bin.1
LiJ_2017__H1M513852__bin.3	0.9674137788661601	0.9728503998224393	0.9596537824309929	0.9828470679756806	0.9727383756325224	0.9723826095541322	0.9573197928123871	0.9733039994167965	0.9900557965954531	0.9733091320930197	1.0	0.9922950861500769	0.9708912128558947	0.972752105246433	0.9915076582146621	0.9595502842512459	0.9600655115564763	0.9570398109809067	0.9774064960939218	0.9588790860697023	0.9602689179488039	0.9727636450781556	0.959115127512226	0.9579055819258933	0.9615921975371644	0.9587351986501127	0.9571494645402073	0.9736884321207109	0.9721371793925878	0.9603597454225997	0.9727057511768963	0.9736362610344172	0.9592059122269986	0.9722136769860205	0.9598620750243871	0.9599906685298258	0.9729573942085323	0.9720510975047792	0.9606471222683032
HeQ_2017__SZAXPI029549-142__bin.2	0.9671649098400128	0.9719677799829715	0.9585978498749252	0.9823294080196296	0.9721110925105981	0.9719594336934463	0.9569502183739977	0.9724398994341931	0.9897511445389143	0.9718993112308554	0.9922950861500769	1.0	0.9705046340507562	0.9721308532178808	0.991860449082798	0.9582778396182814	0.9587515777025427	0.9562982305515619	0.9766730643577318	0.9575509556951439	0.9599310667934278	0.9721238242880393	0.9585398907214768	0.958282256824166	0.9611839582599137	0.957960556490653	0.9569130110472188	0.9730855348638584	0.9716249593938519	0.959604546882909	0.9722103386666731	0.9728307394401815	0.9585449867956785	0.9717433983252575	0.9593070796885844	0.9591413648209307	0.9724164638604974	0.9712226781103339	0.9592758781427612
RaymondF_2016__P12E7__bin.2	0.9707972151204989	0.9751672058790413	0.966381893228614	0.9777376371273574	0.9749879079355624	0.9750133759908324	0.9630012429037825	0.9750527061236782	0.96968200747916	0.9752619291324999	0.9708912128558947	0.9705046340507562	1.0	0.975248936924441	0.9698414401888814	0.9647363932478811	0.9652329775357369	0.9627431950292024	0.9767923721769693	0.9644808771574167	0.9648113072015285	0.975135853761907	0.9641413811679285	0.9633298032881458	0.9665675401787462	0.9639312861412811	0.9626943123170909	0.980995079661652	0.9800384671529334	0.9655962614909933	0.975413511464866	0.9759714779894963	0.963734082536261	0.9749248347656158	0.9654025976006216	0.9649062031150154	0.9823415667482591	0.9740636750621994	0.9650274943367608
NielsenHB_2014__V1_UC21_4__bin.50	0.9842964889412772	0.9908475176911735	0.9596223219047022	0.9798714956156956	0.9902294395454154	0.9994023711182012	0.9571424531283335	0.9990889306397926	0.970900142655274	0.9993769744259513	0.972752105246433	0.9721308532178808	0.975248936924441	1.0	0.9714115996413291	0.9594367711574152	0.9597636219919287	0.9571470298248367	0.9899250156280509	0.9586862105321158	0.9600000546682593	0.9993129175531896	0.959031936494159	0.9580834866234597	0.9618384223848778	0.9587452811334455	0.9571845151628944	0.9803401090530236	0.9791541928415188	0.9605821815247394	0.9901402643972972	0.9910145070038823	0.959238714000864	0.9989448390797419	0.960552114751577	0.9597009317271679	0.9787513096173908	0.9894354511895505	0.9602770845331797
QinJ_2012__CON-028__bin.32	0.9663917945022988	0.9716912218755112	0.9585014055357697	0.9814536270654342	0.9715914188609157	0.9714345564903006	0.9568113693108901	0.9715574371380398	0.9893945284357677	0.9716062021881806	0.9915076582146621	0.991860449082798	0.9698414401888814	0.9714115996413291	1.0	0.9579740138883385	0.9584545919352585	0.9576218264537892	0.9757064507704362	0.9572867873079717	0.9594584550308882	0.9717430408713411	0.9579952149049543	0.9579590820219226	0.9604196085208744	0.9574227648039428	0.9566210085292942	0.9725074952266713	0.9714489506214693	0.9589281981755667	0.971938377588844	0.9718420408608555	0.9580383909875845	0.9710420774636843	0.9587524342470676	0.9587970685571793	0.9720660740334501	0.9704932731496964	0.9589396266762619
FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.12	0.9557081704639353	0.959138257480991	0.9915451100466417	0.9716391856122187	0.959096571088362	0.9595096045825788	0.9976829100906655	0.960945799490908	0.9575501040086659	0.9594218847808089	0.9595502842512459	0.9582778396182814	0.9647363932478811	0.9594367711574152	0.9579740138883385	1.0	0.9914348030525273	0.9895122745360233	0.9623207692043959	0.9904349440321353	0.9984003130137394	0.9593605146639498	0.9917020121915792	0.9897097487165888	0.9947481346617697	0.9984854231466106	0.9966711763422712	0.9602574769661671	0.9589980861983145	0.9925737725654602	0.9592555894800939	0.9603592395748636	0.9907802525488602	0.9586595306261082	0.9971107264827955	0.9994219232603128	0.9597338088621623	0.9587389872064463	0.9919924372820591
FerrettiP_2018__CA_C10002IS2028FE_t4M15__bin.1	0.9558531213451381	0.9598009808677728	0.9912538708721393	0.9717566482077017	0.9595155873838184	0.9595326039036705	0.9893441744408275	0.9611910838531774	0.9578282771418997	0.9597726429464146	0.9600655115564763	0.9587515777025427	0.9652329775357369	0.9597636219919287	0.9584545919352585	0.9914348030525273	1.0	0.9891789659590511	0.9626051053080836	0.9901837388187258	0.9908002594026933	0.9597884862944039	0.9913518998434694	0.9899836917172583	0.9922837565217207	0.9904424064729932	0.9892566202688228	0.9604226725790754	0.9591575743123235	0.9923015579717193	0.9593994873291097	0.9608015813271078	0.9905425749401457	0.9591893479246741	0.9894252352601882	0.991438077626755	0.9602006199234386	0.9589154699569339	0.9916732165053181
FengQ_2015__SID530756__bin.23	0.954056557133472	0.9568124537243622	0.9890725650879457	0.9694358074696076	0.9568906055835785	0.957316485106464	0.9889000112912323	0.9580180137323557	0.9553951586882627	0.957252039804401	0.9570398109809067	0.9562982305515619	0.9627431950292024	0.9571470298248367	0.9576218264537892	0.9895122745360233	0.9891789659590511	1.0	0.9595331593732856	0.9878425682948407	0.9892781745377583	0.9574156431291505	0.9963614232667363	0.989159640354348	0.9904529123375501	0.988541569450033	0.9879450125481448	0.9578896986327096	0.9566544518121345	0.9898835966975117	0.9573527532558808	0.9579957044683497	0.9957945489630775	0.9566151029323299	0.9873908523591931	0.9896659751208127	0.9574580963235932	0.9561971292879475	0.9888182723542079
QinJ_2012__CON-092__bin.31	0.9857117453326577	0.990610759897342	0.96249301775194	0.981788963937248	0.9906821699802569	0.9902108104818733	0.960044155091139	0.9905487303227866	0.9752954986339196	0.9903084078818875	0.9774064960939218	0.9766730643577318	0.9767923721769693	0.9899250156280509	0.9757064507704362	0.9623207692043959	0.9626051053080836	0.9595331593732856	1.0	0.9610912358944107	0.9628159878296231	0.9902148400189893	0.9622311206458816	0.9609529759680796	0.9643436914370691	0.9619211195877542	0.9598106256198772	0.981509776307576	0.9807148515557664	0.9625776118552793	0.9903649780217595	0.990515905356117	0.9617597225801677	0.9897449088765155	0.9630651336680247	0.9625153903595789	0.9800166844204045	0.9895395370247307	0.9628367332943126
QinN_2014__LV-7__bin.2	0.9556399034024317	0.9587331931399078	0.9901568129185162	0.9701346911214999	0.9585086608311635	0.9585629525186379	0.9883336598880265	0.9600154585224825	0.9569138174912228	0.9587781676951838	0.9588790860697023	0.9575509556951439	0.9644808771574167	0.9586862105321158	0.9572867873079717	0.9904349440321353	0.9901837388187258	0.9878425682948407	0.9610912358944107	1.0	0.9893523403530536	0.958689075179214	0.9900936188102658	0.9877732823090875	0.9907218581661847	0.9894447378268837	0.9876739686893492	0.9591788163686374	0.9580020957203543	0.9905722261630183	0.9584186204626647	0.959536555385328	0.989606546545874	0.958142350724714	0.9883290237514655	0.990122069955195	0.9591817179952893	0.9575856884220839	0.9905704970109512
LiJ_2017__H1M613825__bin.35	0.9569812531941874	0.9600469477593501	0.9908048630144584	0.972356475296403	0.9601033931514712	0.9598461476030443	0.996579017653268	0.9610575311944305	0.9591177044443616	0.9601575748032934	0.9602689179488039	0.9599310667934278	0.9648113072015285	0.9600000546682593	0.9594584550308882	0.9984003130137394	0.9908002594026933	0.9892781745377583	0.9628159878296231	0.9893523403530536	1.0	0.9601867871673178	0.9908866303390591	0.9898786650344642	0.9937797324601896	0.9972521530428061	0.995949125743522	0.9606673631645019	0.9597954765226839	0.9912274143686352	0.9601383016748002	0.9611009621015182	0.9895187757248282	0.9595212554226459	0.996026348403761	0.9982285258126601	0.960330373919352	0.9596714959099102	0.9909408930898769
FerrettiP_2018__CA_C10008IS2127FE_t3M15__bin.2	0.9842564927007469	0.9908237700518141	0.9596521564857097	0.9801317085183268	0.9901854544801709	0.9993743826815712	0.9575028547243827	0.9990418022798134	0.9706929648559954	0.9999133883237913	0.9727636450781556	0.9721238242880393	0.975135853761907	0.9993129175531896	0.9717430408713411	0.9593605146639498	0.9597884862944039	0.9574156431291505	0.9902148400189893	0.958689075179214	0.9601867871673178	1.0	0.9587608962968281	0.9583683982460637	0.9621083084239371	0.9587577204354931	0.9574860730384286	0.9803989920773415	0.9793893915279106	0.9604789488205471	0.9903299152794949	0.9912420490869045	0.9591817112445841	0.998835102071889	0.9606496634219588	0.9599737762079392	0.9790899843725539	0.98905394374318	0.960448088836929
VatanenT_2016__G80482__bin.10	0.9555028930812326	0.958864059811427	0.9910140859498071	0.9710799893528634	0.958494788587724	0.958828355807621	0.9896493245185398	0.9599639597289145	0.9568204987649535	0.9587548809365465	0.959115127512226	0.9585398907214768	0.9641413811679285	0.959031936494159	0.9579952149049543	0.9917020121915792	0.9913518998434694	0.9963614232667363	0.9622311206458816	0.9900936188102658	0.9908866303390591	0.9587608962968281	1.0	0.9893167976113215	0.9921591929350897	0.9902283601494838	0.9890359344021247	0.9594884616918906	0.9584716652239078	0.9923631320854356	0.958830700120689	0.9600620974238565	0.9973395672107586	0.9586145653680631	0.9892292397270862	0.9912253709787993	0.9593016812535414	0.957973910901603	0.9908830220374744
LiuW_2016__SRR3992991__bin.57	0.955404590369445	0.9582603557611395	0.9896976737920545	0.970102864027647	0.9579610922317209	0.9581201513360763	0.9890614865450545	0.9591594210167896	0.9567127126761014	0.9581026175374309	0.9579055819258933	0.958282256824166	0.9633298032881458	0.9580834866234597	0.9579590820219226	0.9897097487165888	0.9899836917172583	0.989159640354348	0.9609529759680796	0.9877732823090875	0.9898786650344642	0.9583683982460637	0.9893167976113215	1.0	0.9907453128345781	0.9883577839494142	0.9883945406932308	0.9592916269310354	0.9578172777538597	0.9910613611245217	0.9584169077505384	0.959204547096186	0.9887171260828631	0.958005376659782	0.9880050312159451	0.989926091302618	0.9586293449335588	0.9574591777967936	0.9906331474351227
LiJ_2017__H1F513818__bin.2	0.9589362395289274	0.9619000405872353	0.9923906823623779	0.9736756985925205	0.9622417923035691	0.9620402467970068	0.9928360674310897	0.9630335716754743	0.959614217469701	0.9619997433802228	0.9615921975371644	0.9611839582599137	0.9665675401787462	0.9618384223848778	0.9604196085208744	0.9947481346617697	0.9922837565217207	0.9904529123375501	0.9643436914370691	0.9907218581661847	0.9937797324601896	0.9621083084239371	0.9921591929350897	0.9907453128345781	1.0	0.9937348474580593	0.9921095878172379	0.9626060247022857	0.9614601371790532	0.9963163445759473	0.9621122179613794	0.9629838429078781	0.9908409499754692	0.9615385139274859	0.9928509709276971	0.9947300158756466	0.9622349336567348	0.9611274445737821	0.9924486782621584
QinJ_2012__DOM005__bin.7	0.9551816821837371	0.9587794949589907	0.9901940511629761	0.9707615346848842	0.958536954952113	0.9586407079061441	0.9966512672876995	0.9600988877523046	0.9569812603818271	0.9587981588312039	0.9587351986501127	0.957960556490653	0.9639312861412811	0.9587452811334455	0.9574227648039428	0.9984854231466106	0.9904424064729932	0.988541569450033	0.9619211195877542	0.9894447378268837	0.9972521530428061	0.9587577204354931	0.9902283601494838	0.9883577839494142	0.9937348474580593	1.0	0.9957872193753412	0.9593682545582392	0.9581679388484338	0.9911974247482112	0.9584181231989751	0.959690352003495	0.9898469934158044	0.9582059821853787	0.9961640102661545	0.9990937320879777	0.959323399113975	0.9580326612479674	0.9911841369248424
LiJ_2017__H3M516909__bin.27	0.9549467650910544	0.9572045583750813	0.9891632379059655	0.9694908252748242	0.9571917864884094	0.9573298411142142	0.9958658246419173	0.9582290241323548	0.9559852479792632	0.9573571282693681	0.9571494645402073	0.9569130110472188	0.9626943123170909	0.9571845151628944	0.9566210085292942	0.9966711763422712	0.9892566202688228	0.9879450125481448	0.9598106256198772	0.9876739686893492	0.995949125743522	0.9574860730384286	0.9890359344021247	0.9883945406932308	0.9921095878172379	0.9957872193753412	1.0	0.9577615183702097	0.957025356145668	0.9897841097708977	0.9574095958123243	0.9581453278891553	0.9874378875417805	0.9569147999734666	0.9946768167722576	0.9967841281983733	0.9574976748060025	0.9561923768744187	0.9894467334232572
VatanenT_2016__G80272__bin.10	0.9749120731204273	0.9799459926805274	0.9601646253638368	0.980576381380319	0.9800118695860798	0.980536997104182	0.9579639925793451	0.9810979606960141	0.9720708151627663	0.9805203990611814	0.9736884321207109	0.9730855348638584	0.980995079661652	0.9803401090530236	0.9725074952266713	0.9602574769661671	0.9604226725790754	0.9578896986327096	0.981509776307576	0.9591788163686374	0.9606673631645019	0.9803989920773415	0.9594884616918906	0.9592916269310354	0.9626060247022857	0.9593682545582392	0.9577615183702097	1.0	0.9916831588873272	0.961163723212449	0.9796360484098553	0.9807963770496441	0.9597592967447351	0.9796558127234009	0.9609865421804351	0.9604918300835168	0.9858143934657235	0.9791298615876965	0.9609168140619702
QinJ_2012__DOF008__bin.42	0.973294365326975	0.9788970849151652	0.9591086325167413	0.9793583923158926	0.9787610929836564	0.9790321406527789	0.9571119741997147	0.9798478131803607	0.9707172692713445	0.9793980065154121	0.9721371793925878	0.9716249593938519	0.9800384671529334	0.9791541928415188	0.9714489506214693	0.9589980861983145	0.9591575743123235	0.9566544518121345	0.9807148515557664	0.9580020957203543	0.9597954765226839	0.9793893915279106	0.9584716652239078	0.9578172777538597	0.9614601371790532	0.9581679388484338	0.957025356145668	0.9916831588873272	1.0	0.9598836951641775	0.9785830656671369	0.9797522954795359	0.9587866637988992	0.9784060468785895	0.9597847567345238	0.9594648690365227	0.9841042443781819	0.9780624280552245	0.9598586300489602
KosticAD_2015__PRJNA231909.3113669__bin.9	0.9584964104399168	0.9601470704452132	0.9920788478117839	0.972217621276492	0.9607034207130415	0.9607265659390503	0.9902817925891642	0.961712557768672	0.9586740823618012	0.9605522325110187	0.9603597454225997	0.959604546882909	0.9655962614909933	0.9605821815247394	0.9589281981755667	0.9925737725654602	0.9923015579717193	0.9898835966975117	0.9625776118552793	0.9905722261630183	0.9912274143686352	0.9604789488205471	0.9923631320854356	0.9910613611245217	0.9963163445759473	0.9911974247482112	0.9897841097708977	0.961163723212449	0.9598836951641775	1.0	0.960355830818212	0.9614332909080398	0.9912126999952551	0.9600690609255338	0.9901286947209508	0.9920307271284832	0.9611814236721284	0.9596954064611599	0.9921135188941804
VincentC_2016__MM074.2__bin.4	0.9928308762871464	0.9903565485824725	0.9592904458759154	0.9797094111092358	0.9919450890767132	0.9900288108676658	0.9571345388072727	0.9906718136791021	0.9712558355464638	0.9905117792961425	0.9727057511768963	0.9722103386666731	0.975413511464866	0.9901402643972972	0.971938377588844	0.9592555894800939	0.9593994873291097	0.9573527532558808	0.9903649780217595	0.9584186204626647	0.9601383016748002	0.9903299152794949	0.958830700120689	0.9584169077505384	0.9621122179613794	0.9584181231989751	0.9574095958123243	0.9796360484098553	0.9785830656671369	0.960355830818212	1.0	0.9909676395442927	0.9596250842223852	0.9895797225323419	0.9605286656864185	0.9595460628678991	0.9783404961397925	0.9894980868328918	0.9598604653632612
VatanenT_2016__G78861__bin.2	0.9852426943151302	0.9915720897326298	0.9604753110337435	0.9802136946738641	0.9910184115064689	0.9912864539588269	0.9580805812123192	0.9914629696920808	0.9713340613524263	0.9912782979983235	0.9736362610344172	0.9728307394401815	0.9759714779894963	0.9910145070038823	0.9718420408608555	0.9603592395748636	0.9608015813271078	0.9579957044683497	0.990515905356117	0.959536555385328	0.9611009621015182	0.9912420490869045	0.9600620974238565	0.959204547096186	0.9629838429078781	0.959690352003495	0.9581453278891553	0.9807963770496441	0.9797522954795359	0.9614332909080398	0.9909676395442927	1.0	0.9603474231664908	0.9906225933917349	0.9616961269702513	0.9605462455996506	0.9794563501381738	0.9899476331402137	0.9610806337223835
XieH_2016__YSZC12003_35550__bin.126	0.9573589934966085	0.9593226252504496	0.9903459884725325	0.9705818609617854	0.9593673744650328	0.9592847971888928	0.9884853388988218	0.9602618264575529	0.957997759803738	0.9591715331469878	0.9592059122269986	0.9585449867956785	0.963734082536261	0.959238714000864	0.9580383909875845	0.9907802525488602	0.9905425749401457	0.9957945489630775	0.9617597225801677	0.989606546545874	0.9895187757248282	0.9591817112445841	0.9973395672107586	0.9887171260828631	0.9908409499754692	0.9898469934158044	0.9874378875417805	0.9597592967447351	0.9587866637988992	0.9912126999952551	0.9596250842223852	0.9603474231664908	1.0	0.9585440010707804	0.9884182833675994	0.9906598012214106	0.9599180288472042	0.9581574577219107	0.9904118647269979
