	FerrettiP_2018__CA_C10052IS2920FE_t5M16__bin.18	BackhedF_2015__SID637_12M__bin.13	HanniganGD_2017__MG100141__bin.3	LiJ_2017__H3M515101__bin.28	BritoIL_2016__M2.11.ST__bin.78	BackhedF_2015__SID532_B__bin.4	BackhedF_2015__SID532_4M__bin.27	FerrettiP_2018__CA_C10055IS2962FE_t1M16__bin.7	BackhedF_2015__SID150_4M__bin.4	FerrettiP_2018__CA_C10008IS2123FE_t2M15__bin.1	LiJ_2017__H1M513852__bin.3	HeQ_2017__SZAXPI029549-142__bin.2	RaymondF_2016__P12E7__bin.2	NielsenHB_2014__V1_UC21_4__bin.50	QinJ_2012__CON-028__bin.32	FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.12	FerrettiP_2018__CA_C10002IS2028FE_t4M15__bin.1	FengQ_2015__SID530756__bin.23	QinJ_2012__CON-092__bin.31	QinN_2014__LV-7__bin.2	LiJ_2017__H1M613825__bin.35	FerrettiP_2018__CA_C10008IS2127FE_t3M15__bin.2	VatanenT_2016__G80482__bin.10	LiuW_2016__SRR3992991__bin.57	LiJ_2017__H1F513818__bin.2	QinJ_2012__DOM005__bin.7	LiJ_2017__H3M516909__bin.27	VatanenT_2016__G80272__bin.10	QinJ_2012__DOF008__bin.42	KosticAD_2015__PRJNA231909.3113669__bin.9	VincentC_2016__MM074.2__bin.4	VatanenT_2016__G78861__bin.2	XieH_2016__YSZC12003_35550__bin.126	BackhedF_2015__SID335_4M__bin.7	LiJ_2017__nHM612836__bin.16	LiJ_2014__DOM005-IE__bin.4	ZellerG_2014__CCIS78318719ST-4-0__bin.28	BackhedF_2015__SID70_4M__bin.12	VatanenT_2016__G78488__bin.1
LiJ_2017__H1M513852__bin.3	0.8454359612682335	0.9209383226626339	0.9039501997909274	0.7985532467942695	0.9200254897378398	0.927402086194043	0.8303460639344701	0.6499445959855952	0.700182223242585	0.9155327403276448	1.0	0.9060537440684744	0.745374548762285	0.9003867637394746	0.8833338636065553	0.8784533662087471	0.9085699858794727	0.8934961111898255	0.5827151835382439	0.792547730884585	0.8474930398778434	0.9083234660549984	0.8996323260965153	0.8086880269876262	0.8432408590243079	0.8670923959506658	0.8155768483779476	0.883215524935011	0.8779605554547146	0.615679484858258	0.859744411358956	0.8010967271002654	0.5259735072446385	0.9040362642793233	0.8806294701746491	0.876188451015458	0.9180984234404874	0.8027033405152928	0.6347574183125546
HeQ_2017__SZAXPI029549-142__bin.2	0.8609101906080682	0.926791079221795	0.9124639195298414	0.7929992141298169	0.9190747184732928	0.9271312698022242	0.8435194730892437	0.648794799437269	0.7043349999677544	0.9193363681004882	0.9117160530337998	1.0	0.7387578183948901	0.8954534692068792	0.8853018782573766	0.8845703648630348	0.914613776589913	0.9067495469499853	0.5858616149862588	0.7931890022396839	0.8406668933068367	0.9060019107793197	0.9075718085424918	0.8026765651300279	0.8313327271169436	0.8592170687687082	0.820435803250536	0.8872260164489171	0.8813149459979124	0.6120217408728963	0.8641077978038014	0.7969373174095581	0.516405385560073	0.9044170418667042	0.8714945629391729	0.8769173435929469	0.930794364582959	0.8008353440738663	0.6329573962545408
RaymondF_2016__P12E7__bin.2	0.821749159016476	0.9024889968951219	0.8861562757938196	0.7767850610326145	0.8980671605350428	0.892898505875639	0.8025351175317492	0.6658009788847694	0.6657123687309671	0.8953522212966781	0.8824175776531153	0.8691526105310051	1.0	0.8767958459993463	0.8458706313432811	0.8531355800388151	0.8878851222196871	0.8630252319445295	0.593354184269015	0.781960219189545	0.8186120343969984	0.8829763364822907	0.8757661255576071	0.7863153946999747	0.8166382228976224	0.8448582535616134	0.7853780781189283	0.865696543553652	0.8446268374412856	0.614425516255763	0.8297397896443724	0.7925863921901666	0.5320215959474539	0.8813596753887601	0.8530372146387226	0.8557502570236418	0.9023513395308052	0.7966074505151582	0.6338766644211535
NielsenHB_2014__V1_UC21_4__bin.50	0.8669334326984987	0.9548456963814469	0.8977276976944008	0.7842763637215618	0.9285217374065241	0.9895270076952433	0.8204878024603692	0.6800035414610014	0.6689567513718656	0.9687166439205145	0.8861819040354182	0.8758528680652584	0.72894148614302	1.0	0.8559844157693238	0.8758098388635245	0.9068992256095391	0.8831248031582983	0.5953538374613582	0.789113431734284	0.8241849345528095	0.9498817936013099	0.8897287718474577	0.7882255883623807	0.8212954448070512	0.8544459528445005	0.7931119935226408	0.8774771641097708	0.8605085646134153	0.6108317341939774	0.8770308769441427	0.8294049849893418	0.5204023748514817	0.9594984822631828	0.8597849531161929	0.862180395535236	0.9024735257767447	0.8349823354989112	0.6196096913477062
QinJ_2012__CON-028__bin.32	0.8733163380772392	0.9396834886888898	0.9195770198273162	0.8097293739501618	0.9277704028724975	0.9329464282698375	0.8557830436370814	0.6582404553686335	0.7099770646075481	0.9301908516109544	0.9311016564342872	0.9273805060262708	0.7531414925038954	0.9167360325969205	1.0	0.894987702325339	0.9220775711356662	0.9191477955145456	0.6004918104773196	0.8090871057542115	0.856961902542195	0.9216058828099403	0.9154570454794404	0.8108746959359527	0.8585825319457252	0.88156424877542	0.8339734300740755	0.9041420749364367	0.8967328284941247	0.6290910819299701	0.8754704216435214	0.818279116922247	0.5316537851118275	0.9230846438065513	0.8857252394994458	0.8937350139431551	0.9273920871207131	0.8261096256749003	0.6356710737556476
FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.12	0.8452799039608827	0.9129435368195631	0.9285649680143693	0.7734088496319048	0.9026934714961528	0.9122626658894856	0.8703049369880335	0.6394143185260845	0.6616562545109698	0.9048982507943875	0.8765675334428452	0.8771894762615641	0.7190931192065444	0.8879381464961984	0.8472498844278126	1.0	0.943326231506166	0.9189519201428161	0.5729178277179564	0.8169706565413858	0.8511124165641896	0.8911335119144419	0.9237997851179567	0.8156625895113443	0.8435317033239109	0.9027099165504854	0.8292674459186116	0.8663610931941229	0.8516491648653242	0.6319811539677348	0.8492171240523537	0.7854130540841292	0.537010736793251	0.8869790800636607	0.8846735748076385	0.9134928473149795	0.8932574363622078	0.7951912377096059	0.6402664921054603
FerrettiP_2018__CA_C10002IS2028FE_t4M15__bin.1	0.8018200384367652	0.8803826919350869	0.897600058650105	0.7379712300288538	0.8591978550818745	0.86805318307735	0.8090744280305608	0.6019214193325408	0.6325405445033855	0.8581013075831444	0.8314439970046553	0.8317766268858365	0.6863281368642093	0.8432180055822333	0.8005157019946272	0.8651070626246969	1.0	0.8700663479312747	0.5423186690615459	0.7753571110633997	0.8003824824704262	0.8462814262448747	0.8719519488068369	0.7678182684603824	0.7943987055083969	0.8400858805108843	0.7779144651058059	0.8165439378308887	0.8037190450506119	0.5923063630127302	0.8040761822970942	0.7421012447437462	0.5006150929761263	0.8452464613563884	0.8374216994915246	0.853743814246739	0.8511397495849982	0.7458628111204788	0.6086883846609029
FengQ_2015__SID530756__bin.23	0.7786077740525015	0.8393917781396302	0.860013351231814	0.7144351219155884	0.8324463984564532	0.8499017748588876	0.7920930577122247	0.5845264328036072	0.6167652791608935	0.8365818771450111	0.8100219732971213	0.8169318686682032	0.6608882574110854	0.8134529535087033	0.7905280127892931	0.8348919108426569	0.8619496326128635	1.0	0.525416624213457	0.7491759235414754	0.7804515057072677	0.8226626888268617	0.8916180452045235	0.7520669611795401	0.7741093593297076	0.8137847629533821	0.762032035070951	0.7955665775962014	0.7848631810004958	0.5776260829199895	0.779467905477263	0.7161248807073455	0.4964917220910179	0.8223628360141282	0.8176075231721895	0.8318877799292015	0.8198301691771644	0.7288971579556139	0.5890497487980467
QinJ_2012__CON-092__bin.31	0.8797725731148932	0.9604453240722386	0.917613832206593	0.8250682491394519	0.9650076491185208	0.9567441722575062	0.8390252561999294	0.7250449963906448	0.7357684069081023	0.9564648535237559	0.9093132080971	0.9085452601718275	0.7821167430864149	0.9439272999772473	0.8889800901463709	0.8959480567167047	0.9247771790165195	0.9043922692289695	1.0	0.8258847742358114	0.8546349586326097	0.9442526955865139	0.9130572221216151	0.8106844059065553	0.8493089718820332	0.8873702569839506	0.820391982052164	0.9138148116795235	0.8914093058858029	0.6521313769592049	0.8979097171844242	0.855518277339214	0.5599190475731238	0.9414555792131141	0.887845313142375	0.8920715270269449	0.9308328948886457	0.8814842040255473	0.6718833547822974
QinN_2014__LV-7__bin.2	0.8298913713629924	0.9231075434251048	0.944714567780207	0.7918388585678784	0.9148134238819273	0.9097332404857206	0.8591373460761735	0.6579945222637285	0.6809397699719155	0.9111067677620945	0.8857948780658771	0.8810058241240406	0.738231897657508	0.8960936464706054	0.8578884058334361	0.915055690659861	0.9469671115813753	0.9236074265128371	0.5915208162676385	1.0	0.8471248024387337	0.8960690872196216	0.9298045441777435	0.8196565593410343	0.8467646000909715	0.9044437918050896	0.8267298794498933	0.8738989908706101	0.864014659826233	0.6423198361488639	0.8518805990615296	0.8041885802552832	0.5482791384000774	0.8945778801989503	0.8927060047880306	0.9159592664356392	0.8997578355522787	0.8052950256772086	0.6564997336856222
LiJ_2017__H1M613825__bin.35	0.8708780667163593	0.9447239654716392	0.9483822845784542	0.8365287896639336	0.9386589102086289	0.9381657409411143	0.8824591538628003	0.6636951277180665	0.6855042799778788	0.9321527827871152	0.9273641066948792	0.9141815343800844	0.756645887935111	0.9163155121145816	0.8896177474813052	0.9333282238091803	0.9570554513613375	0.942010908333133	0.599290828103585	0.8293804651871087	1.0	0.9278101881907876	0.9445238424423125	0.864862854360528	0.9093730714050992	0.9125049091506569	0.8864613639824633	0.9038172152892993	0.8889389822629381	0.6499369825354461	0.8794305084677839	0.8148165680829066	0.552539934437792	0.9281112493688235	0.9367172910304808	0.9321773285403993	0.932835305008536	0.8265837521139404	0.660706056088549
FerrettiP_2018__CA_C10008IS2127FE_t3M15__bin.2	0.8395595782125796	0.9237791749203341	0.8724939951578484	0.7533480094198378	0.908572200342935	0.959826714305226	0.8031831970553872	0.6614082431410827	0.65146121450488	0.9567175066486064	0.8630571932397787	0.8555049243620426	0.7086772905177866	0.9170116025468709	0.8307532738460307	0.8485455276214039	0.8786971863149625	0.8622172547975666	0.5749500430191155	0.7617856717202165	0.8056455955646379	1.0	0.8663053756930253	0.7714282172339187	0.7986829365048296	0.8302528340854066	0.7757018553461582	0.8466281539014292	0.8327400262203466	0.5959352373097959	0.851591663774077	0.7964752163787562	0.5021613951938644	0.9370537691095783	0.8355997752044604	0.8403009946158685	0.8738515549083115	0.8038230465885275	0.6038559307657576
VatanenT_2016__G80482__bin.10	0.7885568080933893	0.8369686560044521	0.8650501364798792	0.7179270213597636	0.843344618320105	0.8518870330864329	0.7923162159297195	0.5919284739429435	0.6194161675654904	0.8374336648160172	0.8137300166293445	0.815813032503412	0.6691197296240841	0.8176720325564139	0.7855630291907936	0.8373874951967033	0.861853045621381	0.8895902208191443	0.5292442095429911	0.7524873623607043	0.7807537283520386	0.8246833964939246	1.0	0.7614916803588229	0.77665829678411	0.8237568985278724	0.761472425764221	0.8044559272681499	0.7880646772184605	0.5786717890789596	0.7851711050232546	0.7226982270866183	0.49782360969404654	0.8220726390968477	0.8196767878201646	0.8383591275888113	0.827598707747552	0.7321120675376644	0.5994756539108773
LiuW_2016__SRR3992991__bin.57	0.8382924514175205	0.8801461842905315	0.9005663513898021	0.7632009575698431	0.8861873638130651	0.8825249140449214	0.8199363335652591	0.6351902015744318	0.6432731282207881	0.8761364586041959	0.865864002633121	0.8540899520602383	0.7111576051833075	0.8574828157239281	0.823664219233302	0.8752105528745353	0.8983643230729679	0.8882210233537541	0.5562414207285736	0.7852227112078463	0.8462560249430867	0.8692909321772828	0.901402068313609	1.0	0.8377961679070487	0.8575685931207998	0.8183242086606252	0.8431788220998846	0.8339560363882422	0.6142421358669853	0.8220650834773372	0.7634078036354421	0.5273922764561387	0.8639590091877395	0.8662860274257297	0.8716000597010682	0.8742645507261791	0.7655581204358766	0.6245447364661036
LiJ_2017__H1F513818__bin.2	0.8992799570514367	0.9682057001387205	0.9817629637209829	0.8527679304927267	0.9632872377367645	0.9638243545053786	0.9101067039081479	0.6882709852794163	0.7073960303746285	0.9615052463685531	0.9568275514929535	0.9374568040461412	0.7827302933597771	0.9468641393262197	0.9242551076090589	0.9592167860937664	0.9850220262028831	0.9689028091362835	0.6175762372061409	0.8596803220207226	0.9429962752458517	0.9538001660698558	0.9743090400544181	0.8878747967306523	1.0	0.9370695501283444	0.9070242562244379	0.9342811141380926	0.9153578774225771	0.6848454373774573	0.905480435106139	0.8472406664923029	0.5717436581651748	0.9533986271316173	0.95887030941614	0.9528139802040784	0.9568813151153438	0.8505571287836149	0.6833940793005638
QinJ_2012__DOM005__bin.7	0.8326967656422742	0.905393270112628	0.9303599065657455	0.7789359249671728	0.9033309446984782	0.9037082448477426	0.876009097177641	0.6328251596238471	0.6762251703039132	0.8976138447234994	0.8833599207902876	0.8699004725113056	0.7270371001708578	0.8844293265285611	0.8520283847239611	0.9216241722074368	0.9352363594219986	0.9144874162938166	0.5793219930309071	0.824415517063271	0.8495586777518601	0.8901918984003919	0.9278036863950183	0.8159668386281665	0.8413217351236357	1.0	0.8247014070404022	0.8695408947423527	0.8592735736223822	0.6303008863755237	0.8471766499244584	0.7878404883168706	0.5325934395012736	0.8847896038651579	0.8944009637243862	0.960527595261875	0.8922525914900394	0.7947550149089524	0.646993736304506
LiJ_2017__H3M516909__bin.27	0.8624683949496751	0.9203203252889026	0.9348115447576135	0.8067804482244445	0.9183242435047569	0.9117816435436555	0.8758471065171235	0.6514692296471579	0.6706054798294948	0.9089265526993955	0.90234090098705	0.9020792982868442	0.7339812030989157	0.8915516256341269	0.8753580892721113	0.9194618227199792	0.940509064166356	0.9299826577416166	0.581661068250701	0.818392518517318	0.8962959286212094	0.9032366306585196	0.9314180537772087	0.8455951474091963	0.8843875609815394	0.8956331848976482	1.0	0.8853362189824795	0.8702645606087619	0.637905142303765	0.858053817728002	0.7933900873596006	0.5387014984035398	0.9048087793157101	0.9188935396035592	0.9189968638065447	0.9121526483411401	0.8022268391708132	0.6469801982203925
VatanenT_2016__G80272__bin.10	0.8741042511790117	0.9435435988221862	0.9240977633825923	0.811310447107617	0.9392953375397659	0.9380198391358587	0.8528712472486168	0.6658210786726562	0.6896216843742787	0.9374154184676133	0.9153146865919902	0.913760462016502	0.7578265715945532	0.9239442860779006	0.8889312974383049	0.8997793200362367	0.9247166540903836	0.9094443575978501	0.6068827098920748	0.8103212657157083	0.8559929803703239	0.9234160110275934	0.9217023788033372	0.8161213794359863	0.853295148243183	0.8845480615247104	0.8292895898502872	1.0	0.9066319512231572	0.6273146429446578	0.8783942620837284	0.8217412106963481	0.5384788003246033	0.929234152993863	0.8892021955557052	0.8965726643873587	0.9389985831221933	0.8312883530177267	0.6471013545617511
QinJ_2012__DOF008__bin.42	0.8823407843915516	0.9484543798325528	0.9172672274636996	0.8089663787354882	0.9362203226393675	0.9419091725129298	0.853797065255548	0.6656915249343186	0.7099055954641785	0.9343900306183398	0.9260464002325468	0.9238112276259415	0.7525286325659193	0.9221873595170598	0.8973225732153023	0.9002265110109653	0.926376195629028	0.9131614437795421	0.6025287049953622	0.815400769007538	0.8568712122419279	0.924417462062665	0.9189763208836779	0.8215466486655358	0.8508767101195037	0.8896452937038051	0.8296659892099445	0.9227520677398778	1.0	0.6264917447335345	0.884699087051016	0.8246922593688691	0.5354353806239651	0.9290447377354017	0.886342028246517	0.9034636242437762	0.9420619986373607	0.8295090587504182	0.6462311822271667
KosticAD_2015__PRJNA231909.3113669__bin.9	0.839753687526851	0.9293862210030985	0.9460674149766864	0.7977681495475294	0.9181954435344988	0.9279592023586221	0.870961294089594	0.6990516614286754	0.6822336346449943	0.9255840799049951	0.9020874046404432	0.8911588900578554	0.7604376101076519	0.9093304884629483	0.8744505307469697	0.9279645683511747	0.9483436019426235	0.9335478836022311	0.6123107271892495	0.8420493262157914	0.8702640504322811	0.9189543961061675	0.9373698117978725	0.8405525496681301	0.8843098713134373	0.9065036165112932	0.8447812871741711	0.886901981090913	0.8702650565558846	1.0	0.8666202061144814	0.8237073575471512	0.5866468616824868	0.9139392053166254	0.9019260894893285	0.9169143128125481	0.9065207206125548	0.8140767424132411	0.6933741059334128
VincentC_2016__MM074.2__bin.4	0.9104084165646948	0.9375376259055942	0.9015939309369924	0.7820544329910564	0.9398002068848222	0.94838003696298	0.8307646199041366	0.6624122732421945	0.6746153080102463	0.9354744548338925	0.8884896485441776	0.8874528589538005	0.7243114267081067	0.9208822859424531	0.8583260023186429	0.8794984616105177	0.9080412813990769	0.8885402698018414	0.5946460213938681	0.787687585467725	0.830558823202419	0.926222592078057	0.8970817791148519	0.7934517854992805	0.824669725862235	0.8593788771684645	0.8014783299621311	0.8759287167534837	0.8668038802376739	0.6112486111679484	1.0	0.8167806157484625	0.5202952212823122	0.927393031250584	0.8635835166776937	0.8696164351611471	0.9083932647233939	0.8219106307716217	0.6236534213228565
VatanenT_2016__G78861__bin.2	0.8673624515092224	0.9669082427908715	0.9161883988009035	0.8046088879180584	0.9501733372822984	0.9631655360033415	0.8375786003406371	0.7002577451150344	0.6933372097452374	0.9662459360511231	0.9068743863751377	0.8965627679446647	0.7578952741719287	0.9539707180612551	0.8788027898764498	0.891032662138831	0.9180169976516096	0.8942250013538938	0.6206322023590661	0.814539861356086	0.842961785989414	0.9489326781782627	0.904490237583109	0.807142288933129	0.8452534294973698	0.8754435783842358	0.811789059967522	0.8976220441387538	0.8851081780630845	0.6364161431826326	0.8947147352107501	1.0	0.5413230432217336	0.9505202968771823	0.8750214744409455	0.87982863979142	0.9247144320421721	0.8561268167117921	0.6499771068855803
XieH_2016__YSZC12003_35550__bin.126	0.8560507062751546	0.9392347153093081	0.952390380168555	0.8134541260492525	0.9360983026425381	0.9424060662477822	0.8739664094620871	0.755242949496929	0.6973417999073132	0.9322868183121522	0.9228048926431244	0.9003909873716219	0.7884527807249972	0.9276657298926231	0.8849173489000066	0.9441963514806198	0.959788057215235	0.9608462450996063	0.6295266145296626	0.8606766137666428	0.8859221254034969	0.9272360293095957	0.9656199374645096	0.8641937331181886	0.8840266237662172	0.9172115564558296	0.8542568067383477	0.9116138027859055	0.8906259412249921	0.7024717020078663	0.8833093852229584	0.8389582612145828	1.0	0.9181066990722483	0.9207792760629467	0.9256136084166698	0.9190813563759936	0.8422786017944618	0.7142057406391535
