	FerrettiP_2018__CA_C10052IS2920FE_t5M16__bin.18	BackhedF_2015__SID637_12M__bin.13	HanniganGD_2017__MG100141__bin.3	LiJ_2017__H3M515101__bin.28	BritoIL_2016__M2.11.ST__bin.78	BackhedF_2015__SID532_B__bin.4	BackhedF_2015__SID532_4M__bin.27	FerrettiP_2018__CA_C10055IS2962FE_t1M16__bin.7	BackhedF_2015__SID150_4M__bin.4	FerrettiP_2018__CA_C10008IS2123FE_t2M15__bin.1	LiJ_2017__H1M513852__bin.3	HeQ_2017__SZAXPI029549-142__bin.2	RaymondF_2016__P12E7__bin.2	NielsenHB_2014__V1_UC21_4__bin.50	QinJ_2012__CON-028__bin.32	FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.12	FerrettiP_2018__CA_C10002IS2028FE_t4M15__bin.1	FengQ_2015__SID530756__bin.23	QinJ_2012__CON-092__bin.31	QinN_2014__LV-7__bin.2	LiJ_2017__H1M613825__bin.35	FerrettiP_2018__CA_C10008IS2127FE_t3M15__bin.2	VatanenT_2016__G80482__bin.10	LiuW_2016__SRR3992991__bin.57	LiJ_2017__H1F513818__bin.2	QinJ_2012__DOM005__bin.7	LiJ_2017__H3M516909__bin.27	VatanenT_2016__G80272__bin.10	QinJ_2012__DOF008__bin.42	KosticAD_2015__PRJNA231909.3113669__bin.9	VincentC_2016__MM074.2__bin.4	VatanenT_2016__G78861__bin.2	XieH_2016__YSZC12003_35550__bin.126	BackhedF_2015__SID335_4M__bin.7	LiJ_2017__nHM612836__bin.16	LiJ_2014__DOM005-IE__bin.4	ZellerG_2014__CCIS78318719ST-4-0__bin.28	BackhedF_2015__SID70_4M__bin.12	VatanenT_2016__G78488__bin.1
LiJ_2017__H1M513852__bin.3	0.8178863980798463	0.8959352154141499	0.8674792283586151	0.7848557172342079	0.8949441004281022	0.9017896606793098	0.794906721888328	0.6325936746721137	0.6932194687944128	0.8910963768910439	1.0	0.8990726780270265	0.7236775996797302	0.8758531199635965	0.8758322905262454	0.8429201772470671	0.8722867082782364	0.8551113493652859	0.5695496057628415	0.7599574438572272	0.8138212243726392	0.8835840457496845	0.8628509731581798	0.7746467750880845	0.8108538306823104	0.8313120004797637	0.7806289437163424	0.8599767396986415	0.8534980979976959	0.591273793340394	0.8362783334710517	0.7799768221008113	0.5045168978238274	0.8789164206237066	0.8452828305694653	0.841132736848442	0.8932706496976184	0.7802686631186428	0.6097778872404132
HeQ_2017__SZAXPI029549-142__bin.2	0.8326421268798004	0.9008110677792304	0.8746859513497528	0.7789864485761746	0.893442728673943	0.9011339839564555	0.8072061439754713	0.6309139495182053	0.697116372356901	0.8935023829463407	0.9046913593895825	1.0	0.7169678861934677	0.8704979450369948	0.8780959185422061	0.8476641782313039	0.8768874012940601	0.8671229873017015	0.572195258798199	0.759518887141487	0.8069822677099485	0.8807460423190633	0.8699437821822131	0.7691907103326728	0.7990636812812725	0.8230960613439394	0.785085694859414	0.8633468027613249	0.8563075986184163	0.5872988453328247	0.8400945347473469	0.7752851197830151	0.4949977934828974	0.8788612897668279	0.8360309041376572	0.8410876977688841	0.9051197645890396	0.7777894475968311	0.6071807621190303
RaymondF_2016__P12E7__bin.2	0.797751795100807	0.8800776734387947	0.8563653794980493	0.7594919901298586	0.8756046220356922	0.8705879866309769	0.7728423156570077	0.6491910462013883	0.6455293061147509	0.8732029345948672	0.8567314722129938	0.8435166362176525	1.0	0.8550942167106285	0.8203603913154461	0.8230509424380854	0.8570160002297902	0.8308716691930947	0.5795838411932618	0.7541856781061381	0.7898061469974706	0.8610218837272194	0.8443623618751968	0.7574810544987673	0.7893359983220977	0.8143853029627226	0.7560790088236202	0.8492440497062317	0.8277667910821874	0.5932869814612384	0.8093394018191366	0.7735417126201994	0.5127273446598969	0.8592594358974637	0.8235243428622219	0.8257187313193808	0.8864172286320815	0.7759463808307242	0.6117084091848896
NielsenHB_2014__V1_UC21_4__bin.50	0.8533195339509413	0.9461064880376566	0.8614795376996635	0.7684900534958861	0.9194495596377977	0.9889356377761246	0.7853237080087933	0.6793840110695438	0.649490205337153	0.9681131086773453	0.8620353127817455	0.8514435959256077	0.7108994094411024	1.0	0.8315131905905273	0.840284163947116	0.8704088855526865	0.8452802823076088	0.589355656853155	0.7565121655493342	0.7912175822274529	0.9492291464943816	0.8532783070194371	0.7551859199440576	0.7899535149451006	0.8191960252732353	0.7591545189898455	0.8602260587549106	0.8425705690172626	0.5867540797765906	0.8683835843820669	0.8219523723057749	0.49919010481553083	0.9584860569616517	0.8258682549473445	0.8274353289120641	0.8832971452490129	0.8261611238596698	0.5949969879558786
QinJ_2012__CON-028__bin.32	0.8439657431226395	0.9130821973003505	0.8814158660028769	0.7947118310048096	0.9014137621040532	0.9062963997755197	0.818822945815437	0.6395184098385258	0.7024474230375956	0.9037792006439088	0.923194422930953	0.9198320451778494	0.7304278297559815	0.8905280158738201	1.0	0.8573749615773064	0.8837694821754892	0.8801959907216131	0.585903733117539	0.7745283961197542	0.822219343033465	0.8955641030466482	0.877003469020331	0.7767847793536109	0.8245994992141745	0.8440296804148735	0.7977965037640969	0.8792849446254795	0.8711301652284394	0.603253177683424	0.8509033012392254	0.7952380469835351	0.5093447368509942	0.8963540301967386	0.8491912294441606	0.8569105114356069	0.9014863852171189	0.8017338346017044	0.6095701821561392
FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.12	0.8078409105443861	0.8756390730836487	0.9207140533952641	0.7514743448016269	0.8657702132558102	0.8753247898230695	0.8682883622004944	0.6144425035219824	0.6335690153249635	0.8681791853120083	0.8411106258804956	0.8405912362478234	0.6937353022326902	0.8519205082618125	0.8116433725517425	1.0	0.9352464565475984	0.909314204689764	0.5513307246604554	0.8091562864874643	0.8497509031075671	0.854918304624532	0.9161341057636261	0.8072692165027947	0.8391015884095258	0.9013426930055529	0.8265069608260533	0.8319297174922389	0.8167299192182387	0.6272879181840275	0.8146162729294306	0.7542786833724056	0.5320596334214667	0.8503109485690061	0.8821175108765762	0.912964778348076	0.8572893616943522	0.762380841877148	0.6351395180137298
FerrettiP_2018__CA_C10002IS2028FE_t4M15__bin.1	0.7664221864968607	0.8449921712583066	0.8897495326319759	0.7171284489665538	0.8244137345978017	0.8329253310850793	0.8004530720610799	0.5785615014426878	0.6058652199640768	0.8235821598948487	0.7982407063148358	0.797467153322895	0.6624665511119955	0.8092899671664145	0.7672579504930274	0.8576972502526669	1.0	0.8606513303624262	0.5220387195425291	0.7677460031524431	0.79301917125307	0.8122511690746376	0.8644112210218733	0.7601275639783622	0.7882689316778642	0.8320566811371837	0.7695570346087985	0.7842273110497846	0.7708932096793619	0.5877465268140949	0.7714302770693799	0.7130120494546064	0.4958805632504726	0.8107514021040725	0.8285661620313883	0.8464341259825202	0.8172649151929956	0.7152193880489938	0.603619968266104
FengQ_2015__SID530756__bin.23	0.7428358522698859	0.803140506877835	0.8506156113127307	0.692598989298886	0.7965601383348644	0.8136249797936557	0.7833008337153258	0.559986852128571	0.5892545617573325	0.8008197083604567	0.775223276214658	0.7812305004885837	0.6362656724972302	0.7785940783530964	0.7570268794701673	0.8261357936896442	0.8526224462967763	1.0	0.5041546734187848	0.7400678684158704	0.7720836408813307	0.7876301273015259	0.8883738245302842	0.7439142848427412	0.7667188694158639	0.8044600667644595	0.752845748450259	0.7620650292558815	0.7508428561675574	0.5717825845071344	0.7462257453832524	0.6860445595805463	0.4944037504635268	0.786684709021378	0.807298189200277	0.8232910309147212	0.7849530330890173	0.6969693699833017	0.5824631549371647
QinJ_2012__CON-092__bin.31	0.8672021585408846	0.9514274723190492	0.883196906491446	0.8100429015001417	0.9560158718762826	0.9473784222349142	0.8055012931885877	0.7181924006016426	0.7175916152945223	0.9471951862880934	0.8887686365781098	0.8873516833597115	0.7639656687987045	0.9344172471817205	0.8673836085622979	0.862189423106803	0.8901952337937092	0.8677943714060483	1.0	0.7937506183766724	0.8228562019295852	0.9350130318976992	0.8785720740558973	0.7790295924268189	0.8190257491153419	0.8535801910868749	0.7874209415470186	0.8969181713981188	0.874218345097224	0.6277270634492864	0.8892583373248766	0.8474044610273572	0.5385075878612793	0.9318008664595706	0.8550528651779906	0.8586325740650055	0.9122317673982174	0.8722634711460534	0.6469139744734109
QinN_2014__LV-7__bin.2	0.7930773099638416	0.8850138427194868	0.9354155655509433	0.7681903464747497	0.8768565898354377	0.8720365810043403	0.8491143575939506	0.631684912996295	0.6516006747654208	0.8735492773696223	0.8493701831250317	0.843607968862963	0.7120105481982976	0.8590726222168101	0.8212452358890474	0.9063031317649863	0.9376714350840156	0.9123787323026294	0.5685054723639353	1.0	0.8381049058638793	0.8590516445232615	0.9205935459311717	0.8096348499864667	0.8389081980314737	0.8948971504617395	0.8165395810703433	0.8382253996890184	0.8277278548466402	0.6362641900026453	0.8164582285514596	0.7716483401783718	0.5425806246952478	0.8571329530401539	0.8822872542092254	0.9069114848778971	0.8630312664847577	0.7711389915459895	0.6503092674845239
LiJ_2017__H1M613825__bin.35	0.8334139836655526	0.9069793595261568	0.9396617795570944	0.8134041854015885	0.9012096047031667	0.9004947722554842	0.8794402766757236	0.6378492009104972	0.657479291399168	0.8950135552670178	0.8905189272804508	0.8775512555403271	0.7300205082273357	0.8796629417233724	0.8535512695664719	0.9318351907956431	0.9482507894715749	0.9319108317904574	0.577006790657786	0.8205495042759704	1.0	0.8908710837000169	0.9359160475125634	0.8561092877122957	0.9037165276074604	0.9099974853126227	0.8828704204637444	0.868267700994654	0.8531996140806464	0.644235354701163	0.844374914841264	0.7831209875207387	0.5467486394639608	0.8905424711662538	0.9329951028717529	0.9305260004648664	0.8958300772640202	0.7932488658860116	0.6547206492902771
FerrettiP_2018__CA_C10008IS2127FE_t3M15__bin.2	0.826341965864832	0.9153023647899197	0.8372907439740616	0.7383802715815462	0.899654977124618	0.959226230090066	0.7690502040471896	0.6607744832703923	0.6323688177964296	0.9566346437416974	0.8395506612068493	0.8316567187680787	0.6910566347307369	0.9163815399712395	0.8072787125409638	0.8140610740946629	0.8433634423643898	0.8255002875190629	0.5693240648670844	0.7303156011062306	0.7735702560007099	1.0	0.8305797184662054	0.7393124249122872	0.7684194890077244	0.7960113145928321	0.7427237233240161	0.8300333887492616	0.8155767475808816	0.572383250296436	0.8433567002381058	0.7894997255302139	0.4816640263630187	0.9359621971154138	0.8027186428056293	0.8066669189526825	0.8555793052391106	0.795024354300041	0.5799722746368168
VatanenT_2016__G80482__bin.10	0.7534683114921359	0.8025391634313427	0.8572768703043634	0.6971645642581722	0.8083414216433238	0.8168134432680969	0.7841152078999324	0.5682300017225616	0.5926700863930886	0.8028936136029363	0.7804607686599796	0.7819893350249771	0.6451260202864753	0.7841735927996926	0.7525656229710211	0.830438863970637	0.8543996541626363	0.8863533785395328	0.5092552488438961	0.7450329357087015	0.7736384310114086	0.7906741923836277	1.0	0.7533565106202547	0.7705686689236639	0.8157074427910798	0.7531235921371688	0.7718661801534406	0.7553376634777192	0.5742525490598789	0.7528461603439823	0.6938351757012814	0.49649918343955796	0.7880508056288013	0.8108482456372816	0.831002837257682	0.7939168317454849	0.7013442605573149	0.5940102475851012
LiuW_2016__SRR3992991__bin.57	0.8009084561563541	0.8434091956800542	0.8912884230658852	0.7403834347671475	0.8489330149603133	0.8455649042025778	0.8109674489483568	0.6092486659776699	0.6154275794917518	0.839428634308655	0.829415961310963	0.8184592467911289	0.6850793159081044	0.8215401258084827	0.7890366193510376	0.8662044163595631	0.8893660290628524	0.8785923880157703	0.5345218486058355	0.775622014793415	0.8376907842480349	0.8331009582805701	0.8917722075842414	1.0	0.8300426264646797	0.8475845942814906	0.8088271803572702	0.8088543840459924	0.7987775005397849	0.6087516472323679	0.7878810752760378	0.7322642365358284	0.5214417758960123	0.8276773760155125	0.8558949535686952	0.8628196402790069	0.8380956535612691	0.7329906485481931	0.6186947179994555
LiJ_2017__H1F513818__bin.2	0.86235214029864	0.9313171022602279	0.9742924174851767	0.8303194104598036	0.9269152381429785	0.9272378198773202	0.9035867608508367	0.6628280652342341	0.678827288129122	0.9249678002652859	0.9200779079042135	0.9010684416107582	0.7565616942761482	0.9107303099823463	0.887672728623311	0.9541791087030318	0.9774213564172337	0.9596526090810653	0.5955557483311849	0.8517040860612745	0.9371305861247778	0.9176590643519393	0.9666696708497534	0.8796577932448476	1.0	0.9311986664543825	0.8998674609830639	0.8993446292348918	0.880080110394638	0.6823227027674241	0.8711737897406022	0.8158790728865898	0.5665070293988318	0.9167294991126406	0.952015317697556	0.9477926656549409	0.9207446287673821	0.817493799651809	0.6782335507340292
QinJ_2012__DOM005__bin.7	0.7953766973551446	0.8680725022578546	0.9212368449219435	0.7561610339423225	0.8658760930452949	0.8663315115814589	0.8730755768576494	0.6075747318965302	0.6471348157793545	0.8606305016622894	0.8469082491384242	0.8333303407384124	0.7008138070401223	0.8479424433052891	0.8157513717938524	0.9202283015686872	0.9262977504469655	0.9040088257453951	0.5572620601380993	0.8157135951410829	0.847224220524242	0.8534783552605039	0.9187375229195849	0.8064671764027439	0.8360507261162359	1.0	0.8212271209316935	0.8342099304559805	0.8233283889446859	0.6247526153919339	0.8119494548385946	0.7560829155554228	0.5271860148033177	0.8478106913990258	0.8909700508095979	0.9596570999236772	0.8559587889364776	0.7614012619733916	0.6412899281147608
LiJ_2017__H3M516909__bin.27	0.823611403750466	0.8809348105317752	0.9246812144443184	0.7821662425647093	0.8790124232159354	0.8728757759445048	0.8722262009919124	0.624256724177053	0.6410889459310524	0.8701673143000698	0.8636751102124831	0.8632114175270263	0.7065995295709817	0.8533794105252921	0.8373859381837631	0.9164010964521305	0.9304048181494028	0.9187717284720984	0.5582844738164313	0.8083049867096711	0.8926651465177717	0.8648364945136874	0.92120592513655	0.8357816273359374	0.8774093785960874	0.8918600787695099	1.0	0.8479409613608001	0.8328652510575536	0.6313883733934099	0.8215089588161882	0.7601830053971701	0.5319342695991831	0.8658249120731293	0.9140021009254607	0.9160414877064458	0.8733840398547789	0.7670831881391919	0.6401524437186988
VatanenT_2016__G80272__bin.10	0.852174787640309	0.9246217685851645	0.8872859827778062	0.7955518624008358	0.9205205798358338	0.9197631562904227	0.8170199451704108	0.6532357024741633	0.6703611128836251	0.9191549402019685	0.8912313220848148	0.8891670879187742	0.7434241379711154	0.905779642172527	0.8644923495003211	0.8640198196843302	0.8881188402998667	0.8711473816226228	0.5956613128311059	0.7772429925275293	0.8223245193396822	0.9053161264795319	0.8843627975757702	0.7828984058523482	0.821387050548118	0.8486073298578354	0.7942616567436196	1.0	0.8990916373371617	0.6029520778383753	0.8605066838535945	0.8059608023233664	0.5168100347114899	0.9103296393615439	0.8545113432063283	0.8611507192202689	0.9256783186857788	0.813939250029711	0.6218105720006633
QinJ_2012__DOF008__bin.42	0.8587773137464805	0.9284392275931068	0.8797589161851316	0.7922680121159972	0.9163360262600188	0.9221593534658212	0.8171793946926602	0.6522763849595916	0.6891176210694352	0.9151397332954768	0.9002441355087275	0.8975980465296398	0.7375070075485965	0.9029636196565782	0.8717030721189619	0.8633155012045016	0.8885407447002169	0.8735799604148952	0.5909088494776148	0.78115564556121	0.822421113472311	0.9053646556873288	0.8808127645787189	0.7868915745726301	0.8180840384339595	0.8524295973743844	0.7940113888055951	0.9150776854060949	1.0	0.6013592109246777	0.8657515447993005	0.8079941341808543	0.5133683022683453	0.9089829892210504	0.8506975679641677	0.866841607914317	0.9270872113264197	0.8113116440952379	0.6202905772674882
KosticAD_2015__PRJNA231909.3113669__bin.9	0.8049008951481702	0.8923474574082725	0.9385734710023439	0.7756042526832478	0.8821135034867214	0.8915150578135392	0.8624971115868213	0.6722867613250111	0.6540397036496463	0.8890718543294003	0.8663284302694297	0.8551601228946445	0.7342757134170942	0.8734866643346957	0.8385352718428596	0.9210732924154044	0.9410428337001773	0.9241037367095265	0.5893965974911972	0.8341106756086462	0.8626295845279655	0.8826363523860724	0.9302112423580721	0.8330391539707841	0.8810523784594302	0.8985240502109338	0.8361510942768	0.852458010269839	0.8353532382591244	1.0	0.8322637680469229	0.791939675511723	0.5814918197120407	0.8774447545913612	0.8930229017208403	0.9096071724539455	0.8713308768266592	0.7812657102008524	0.6879058241477044
VincentC_2016__MM074.2__bin.4	0.9038815859971194	0.9284965273580695	0.8648904440075666	0.7661860880010352	0.9322301999326785	0.938923560245092	0.7951535113293451	0.6562331681361417	0.6552240546539267	0.9265984667436078	0.8642389910000609	0.8627908445541816	0.7065031521194812	0.911802630081848	0.8342399821359001	0.8436638152390329	0.8711743398479422	0.850646473673516	0.588916593908465	0.7549344490195443	0.7974513379505912	0.9172659411426164	0.8601495503342067	0.760457606707364	0.7934248190349176	0.8236442905726423	0.7673430439413806	0.8580913467690982	0.8482395984551527	0.5870161678146733	1.0	0.8094031588137878	0.4992883455435434	0.9177293385433805	0.8294967229832101	0.8344370265640964	0.888717917299531	0.813278996696135	0.5986202632163471
VatanenT_2016__G78861__bin.2	0.8545625186727228	0.9587592268838494	0.8799763373038052	0.7886886507935891	0.9416392713693036	0.9547729487601052	0.8024677922253585	0.6942796235216322	0.6734620478286004	0.9578186269365542	0.8829657867781706	0.872203820494144	0.7396841708948318	0.9453988208556143	0.8540574968277425	0.8557114498480141	0.8820321830288304	0.8566637101252345	0.6147460678128512	0.7815807727896614	0.8101713835292398	0.9406219723629452	0.8683667945934419	0.7742145536982808	0.8139653957684404	0.8401547558987665	0.7778118950394105	0.8803844488511854	0.8671867692050168	0.6118716669270807	0.8866333492172939	1.0	0.5198581896586348	0.9416068815639561	0.841504762985656	0.8451160967226958	0.9057174225281202	0.8475207158717042	0.6246804097906349
XieH_2016__YSZC12003_35550__bin.126	0.8195478425416428	0.9010291128168841	0.9431959924597587	0.7895238194679263	0.8980621708473455	0.9040358121300861	0.8639029824433178	0.7252309741031104	0.6680518821287126	0.8942229768531943	0.8851599088552856	0.8630652671010792	0.759858817255169	0.8898528817648726	0.8477847930971613	0.9354910995756808	0.9507109335907787	0.9568054532618291	0.6054533421468805	0.8517312114424045	0.876636576916806	0.8893878413208113	0.9630509705209337	0.8544431441874362	0.8759297796961254	0.9078991014840333	0.8435255366639011	0.8749298222645944	0.8539202748798647	0.6962988724174795	0.8476458431890048	0.8056914043016643	1.0	0.8800456687385998	0.9101150714065988	0.9169681933218907	0.8822427639626587	0.8070355237889472	0.7073578393851507
