	FerrettiP_2018__CA_C10052IS2920FE_t5M16__bin.18	BackhedF_2015__SID637_12M__bin.13	HanniganGD_2017__MG100141__bin.3	LiJ_2017__H3M515101__bin.28	BritoIL_2016__M2.11.ST__bin.78	BackhedF_2015__SID532_B__bin.4	BackhedF_2015__SID532_4M__bin.27	FerrettiP_2018__CA_C10055IS2962FE_t1M16__bin.7	BackhedF_2015__SID150_4M__bin.4	FerrettiP_2018__CA_C10008IS2123FE_t2M15__bin.1	LiJ_2017__H1M513852__bin.3	HeQ_2017__SZAXPI029549-142__bin.2	RaymondF_2016__P12E7__bin.2	NielsenHB_2014__V1_UC21_4__bin.50	QinJ_2012__CON-028__bin.32	FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.12	FerrettiP_2018__CA_C10002IS2028FE_t4M15__bin.1	FengQ_2015__SID530756__bin.23	QinJ_2012__CON-092__bin.31	QinN_2014__LV-7__bin.2	LiJ_2017__H1M613825__bin.35	FerrettiP_2018__CA_C10008IS2127FE_t3M15__bin.2	VatanenT_2016__G80482__bin.10	LiuW_2016__SRR3992991__bin.57	LiJ_2017__H1F513818__bin.2	QinJ_2012__DOM005__bin.7	LiJ_2017__H3M516909__bin.27	VatanenT_2016__G80272__bin.10	QinJ_2012__DOF008__bin.42	KosticAD_2015__PRJNA231909.3113669__bin.9	VincentC_2016__MM074.2__bin.4	VatanenT_2016__G78861__bin.2	XieH_2016__YSZC12003_35550__bin.126	BackhedF_2015__SID335_4M__bin.7	LiJ_2017__nHM612836__bin.16	LiJ_2014__DOM005-IE__bin.4	ZellerG_2014__CCIS78318719ST-4-0__bin.28	BackhedF_2015__SID70_4M__bin.12	VatanenT_2016__G78488__bin.1
RaymondF_2016__P12E7__bin.2	88558.0	82705.0	109938.0	63817.0	82894.0	82333.0	109576.0	61296.0	74482.0	81738.0	94790.0	94605.0	0.0	80086.0	94141.0	111022.0	113917.0	118657.0	50817.0	102497.0	106303.0	81019.0	115890.0	106408.0	100754.0	112455.0	108123.0	60715.0	62219.0	78008.0	75284.0	70281.0	71202.0	81557.0	108912.0	110826.0	58802.0	76246.0	81808.0
NielsenHB_2014__V1_UC21_4__bin.50	60430.0	38792.0	160900.0	70073.0	40270.0	2625.0	156088.0	2750.0	86409.0	2679.0	107183.0	108349.0	80086.0	0.0	108624.0	157693.0	161975.0	167986.0	26625.0	144712.0	146337.0	2897.0	161798.0	146658.0	139122.0	156469.0	150732.0	76575.0	79624.0	106877.0	38384.0	33081.0	94158.0	4494.0	150551.0	154228.0	85121.0	39156.0	109252.0
QinJ_2012__CON-028__bin.32	121649.0	110254.0	158166.0	62243.0	109240.0	110456.0	153188.0	77597.0	31208.0	109468.0	32773.0	31286.0	94141.0	108624.0	0.0	155893.0	158775.0	161443.0	60463.0	143235.0	143997.0	107935.0	159378.0	141292.0	140849.0	155569.0	149942.0	103025.0	106115.0	107090.0	101823.0	95498.0	92464.0	110790.0	151422.0	152626.0	107371.0	101030.0	108180.0
FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.12	163916.0	163327.0	34373.0	96034.0	161658.0	161722.0	8829.0	109332.0	122972.0	160764.0	155238.0	160235.0	111022.0	157693.0	155893.0	0.0	35375.0	42196.0	94513.0	34213.0	5961.0	158558.0	33562.0	36748.0	19396.0	5986.0	12086.0	150748.0	152884.0	20548.0	151490.0	136313.0	21677.0	160541.0	11191.0	2312.0	157476.0	143651.0	22447.0
FerrettiP_2018__CA_C10002IS2028FE_t4M15__bin.1	168992.0	168957.0	37479.0	99505.0	166062.0	167703.0	41159.0	111522.0	127350.0	164797.0	158515.0	163796.0	113917.0	161975.0	158775.0	35375.0	0.0	44948.0	96818.0	36336.0	35153.0	162463.0	36000.0	36716.0	29264.0	38332.0	39899.0	154282.0	156713.0	21769.0	155854.0	138874.0	22603.0	164682.0	42277.0	34897.0	161721.0	146294.0	24197.0
FengQ_2015__SID530756__bin.23	172386.0	174696.0	45288.0	105229.0	172937.0	174819.0	42370.0	118257.0	132575.0	172339.0	167696.0	172046.0	118657.0	167986.0	161443.0	42196.0	44948.0	0.0	102462.0	43892.0	40325.0	168823.0	15634.0	39288.0	35615.0	44936.0	44269.0	161445.0	163945.0	28160.0	160195.0	144958.0	10062.0	171934.0	49681.0	41428.0	168074.0	153861.0	31741.0
QinJ_2012__CON-092__bin.31	35193.0	25247.0	96356.0	42066.0	25174.0	26221.0	93856.0	19185.0	50889.0	25952.0	57518.0	59335.0	50817.0	26625.0	60463.0	94513.0	96818.0	102462.0	0.0	89965.0	88970.0	25868.0	96547.0	88623.0	84783.0	94601.0	92308.0	47305.0	48129.0	68324.0	24221.0	22716.0	59945.0	27030.0	91808.0	93618.0	52077.0	25815.0	69906.0
QinN_2014__LV-7__bin.2	143903.0	148905.0	36349.0	92440.0	148370.0	147353.0	39179.0	102842.0	114684.0	146809.0	142381.0	146185.0	102497.0	144712.0	143235.0	34213.0	36336.0	43892.0	89965.0	0.0	35258.0	144698.0	36005.0	39174.0	30710.0	37317.0	39833.0	139445.0	141842.0	23671.0	138463.0	127197.0	22275.0	146369.0	40726.0	35367.0	143561.0	133513.0	24198.0
LiJ_2017__H1M613825__bin.35	149577.0	150697.0	34817.0	92326.0	149518.0	150403.0	12053.0	103191.0	111891.0	148280.0	147106.0	146248.0	106303.0	146337.0	143997.0	5961.0	35153.0	40325.0	88970.0	35258.0	0.0	147481.0	34367.0	34949.0	22584.0	10011.0	14337.0	141933.0	142691.0	22764.0	139961.0	126546.0	23122.0	149995.0	14861.0	6593.0	147745.0	133091.0	23897.0
FerrettiP_2018__CA_C10008IS2127FE_t3M15__bin.2	60774.0	38976.0	161863.0	68821.0	41001.0	2761.0	156942.0	2914.0	87786.0	381.0	108082.0	109653.0	81019.0	2897.0	107935.0	158558.0	162463.0	168823.0	25868.0	144698.0	147481.0	0.0	164265.0	147667.0	139150.0	157441.0	151632.0	76302.0	78916.0	108291.0	37864.0	32073.0	94246.0	5019.0	151186.0	154648.0	84015.0	40456.0	109816.0
VatanenT_2016__G80482__bin.10	169478.0	166295.0	37545.0	100283.0	169066.0	169406.0	39611.0	114464.0	129184.0	166829.0	160691.0	163369.0	115890.0	161798.0	159378.0	33562.0	36000.0	15634.0	96547.0	36005.0	34367.0	164265.0	0.0	39293.0	29413.0	38879.0	40325.0	157409.0	158072.0	21345.0	156130.0	139409.0	6397.0	164326.0	42642.0	35531.0	162684.0	148609.0	26398.0
LiuW_2016__SRR3992991__bin.57	152539.0	149899.0	37857.0	93103.0	152010.0	150809.0	36596.0	105850.0	113619.0	149780.0	148720.0	145385.0	106408.0	146658.0	141292.0	36748.0	36716.0	39288.0	88623.0	39174.0	34949.0	147667.0	39293.0	0.0	31637.0	40738.0	38751.0	140055.0	143540.0	22403.0	139482.0	127076.0	24280.0	148041.0	42399.0	35827.0	147581.0	132886.0	23870.0
LiJ_2017__H1F513818__bin.2	142179.0	142028.0	28763.0	86431.0	140039.0	140865.0	25103.0	97960.0	109995.0	140676.0	141493.0	140102.0	100754.0	139122.0	140849.0	19396.0	29264.0	35615.0	84783.0	30710.0	22584.0	139150.0	29413.0	31637.0	0.0	22604.0	27555.0	134512.0	135826.0	9713.0	132087.0	120748.0	20162.0	141183.0	26393.0	19333.0	139133.0	127300.0	19869.0
QinJ_2012__DOM005__bin.7	160042.0	160045.0	39123.0	97667.0	160620.0	160285.0	12580.0	108283.0	124750.0	158598.0	156318.0	156826.0	112455.0	156469.0	155569.0	5986.0	38332.0	44936.0	94601.0	37317.0	10011.0	157441.0	38879.0	40738.0	22604.0	0.0	14899.0	151512.0	154146.0	23793.0	151067.0	136188.0	23189.0	158579.0	14713.0	3733.0	155641.0	143033.0	24460.0
LiJ_2017__H3M516909__bin.27	153436.0	155523.0	40002.0	97195.0	155232.0	153629.0	14298.0	107455.0	116553.0	153050.0	152681.0	153479.0	108123.0	150732.0	149942.0	12086.0	39899.0	44269.0	92308.0	39833.0	14337.0	151632.0	40325.0	38751.0	27555.0	14899.0	0.0	147664.0	147680.0	25733.0	144306.0	131126.0	26722.0	153937.0	19315.0	11670.0	153087.0	138773.0	26961.0
VatanenT_2016__G80272__bin.10	92446.0	79767.0	155184.0	66432.0	79147.0	76963.0	151135.0	53055.0	81195.0	76979.0	101526.0	103676.0	60715.0	76575.0	103025.0	150748.0	154282.0	161445.0	47305.0	139445.0	141933.0	76302.0	157409.0	140055.0	134512.0	151512.0	147664.0	0.0	31787.0	102703.0	75407.0	66524.0	91347.0	79694.0	146243.0	149325.0	56153.0	73137.0	106616.0
QinJ_2012__DOF008__bin.42	97599.0	82902.0	155358.0	69164.0	82360.0	81803.0	151669.0	55565.0	86103.0	79734.0	106872.0	108574.0	62219.0	79624.0	106115.0	152884.0	156713.0	163945.0	48129.0	141842.0	142691.0	78916.0	158072.0	143540.0	135826.0	154146.0	147680.0	31787.0	0.0	104098.0	78480.0	69163.0	91401.0	83095.0	147638.0	151687.0	62025.0	75373.0	107445.0
KosticAD_2015__PRJNA231909.3113669__bin.9	103922.0	110440.0	22345.0	66087.0	107587.0	108667.0	25238.0	79806.0	84067.0	108870.0	106624.0	107339.0	78008.0	106877.0	107090.0	20548.0	21769.0	28160.0	68324.0	23671.0	22764.0	108291.0	21345.0	22403.0	9713.0	23793.0	25733.0	102703.0	104098.0	0.0	102442.0	94723.0	15371.0	108817.0	26547.0	21788.0	104927.0	97834.0	16305.0
VincentC_2016__MM074.2__bin.4	27592.0	38221.0	155163.0	67083.0	32002.0	39977.0	150545.0	26122.0	81976.0	37523.0	102519.0	104258.0	75284.0	38384.0	101823.0	151490.0	155854.0	160195.0	24221.0	138463.0	139961.0	37864.0	156130.0	139482.0	132087.0	151067.0	144306.0	75407.0	78480.0	102442.0	0.0	31188.0	88806.0	40853.0	144101.0	148720.0	83177.0	36490.0	105827.0
VatanenT_2016__G78861__bin.2	49398.0	31449.0	139751.0	61440.0	32935.0	32389.0	135501.0	23071.0	76703.0	32523.0	92269.0	94007.0	70281.0	33081.0	95498.0	136313.0	138874.0	144958.0	22716.0	127197.0	126546.0	32073.0	139409.0	127076.0	120748.0	136188.0	131126.0	66524.0	69163.0	94723.0	31188.0	0.0	82838.0	34399.0	129349.0	133964.0	73314.0	33213.0	97626.0
XieH_2016__YSZC12003_35550__bin.126	90896.0	95136.0	22895.0	59589.0	94714.0	95546.0	25059.0	74733.0	72935.0	94783.0	93740.0	92945.0	71202.0	94158.0	92464.0	21677.0	22603.0	10062.0	59945.0	22275.0	23122.0	94246.0	6397.0	24280.0	20162.0	23189.0	26722.0	91347.0	91401.0	15371.0	88806.0	82838.0	0.0	94776.0	26555.0	21528.0	91732.0	87759.0	17052.0
BackhedF_2015__SID335_4M__bin.7	64315.0	42436.0	164553.0	71370.0	42091.0	4085.0	161135.0	6578.0	87946.0	4538.0	109744.0	110955.0	81557.0	4494.0	110790.0	160541.0	164682.0	171934.0	27030.0	146369.0	149995.0	5019.0	164326.0	148041.0	141183.0	158579.0	153937.0	79694.0	83095.0	108817.0	40853.0	34399.0	94776.0	0.0	154693.0	156899.0	88910.0	40716.0	111740.0
LiJ_2017__nHM612836__bin.16	152357.0	153561.0	41568.0	95386.0	152553.0	155517.0	17676.0	104947.0	118949.0	152433.0	154423.0	153972.0	108912.0	150551.0	151422.0	11191.0	42277.0	49681.0	91808.0	40726.0	14861.0	151186.0	42642.0	42399.0	26393.0	14713.0	19315.0	146243.0	147638.0	26547.0	144101.0	129349.0	26555.0	154693.0	0.0	12221.0	151750.0	137184.0	27098.0
LiJ_2014__DOM005-IE__bin.4	158366.0	159048.0	36032.0	96110.0	159311.0	157768.0	9146.0	106076.0	123243.0	155706.0	153152.0	155561.0	110826.0	154228.0	152626.0	2312.0	34897.0	41428.0	93618.0	35367.0	6593.0	154648.0	35531.0	35827.0	19333.0	3733.0	11670.0	149325.0	151687.0	21788.0	148720.0	133964.0	21528.0	156899.0	12221.0	0.0	153966.0	142082.0	22824.0
ZellerG_2014__CCIS78318719ST-4-0__bin.28	104430.0	88576.0	160402.0	71384.0	89669.0	87404.0	154771.0	58198.0	86498.0	86020.0	108468.0	111471.0	58802.0	85121.0	107371.0	157476.0	161721.0	168074.0	52077.0	143561.0	147745.0	84015.0	162684.0	147581.0	139133.0	155641.0	153087.0	56153.0	62025.0	104927.0	83177.0	73314.0	91732.0	88910.0	151750.0	153966.0	0.0	79438.0	109133.0
BackhedF_2015__SID70_4M__bin.12	53941.0	38349.0	146936.0	66188.0	38752.0	40705.0	142417.0	28731.0	82046.0	38373.0	98013.0	100058.0	76246.0	39156.0	101030.0	143651.0	146294.0	153861.0	25815.0	133513.0	133091.0	40456.0	148609.0	132886.0	127300.0	143033.0	138773.0	73137.0	75373.0	97834.0	36490.0	33213.0	87759.0	40716.0	137184.0	142082.0	79438.0	0.0	101555.0
VatanenT_2016__G78488__bin.1	105976.0	112277.0	24965.0	68843.0	111899.0	113704.0	28461.0	84475.0	88192.0	111686.0	109131.0	111914.0	81808.0	109252.0	108180.0	22447.0	24197.0	31741.0	69906.0	24198.0	23897.0	109816.0	26398.0	23870.0	19869.0	24460.0	26961.0	106616.0	107445.0	16305.0	105827.0	97626.0	17052.0	111740.0	27098.0	22824.0	109133.0	101555.0	0.0
