	CosteaPI_2017__SID713B014-11-0-0__bin.32	LeChatelierE_2013__MH0013__bin.12	ZeeviD_2015__PNP_Main_172__bin.54	FengQ_2015__SID31866__bin.74	CM_madagascar__A79_02_1FE__bin.27	BritoIL_2016__W3.22.ST__bin.39	ZeeviD_2015__PNP_Main_587__bin.15	Obregon-TitoAJ_2015__SM20__bin.34	XieH_2016__YSZC12003_37100__bin.77	BritoIL_2016__W2.9.ST__bin.25	LeChatelierE_2013__MH0437__bin.97	XieH_2016__YSZC12003_36244__bin.27	FengQ_2015__SID31223__bin.56	BritoIL_2016__M1.61.ST__bin.72	BritoIL_2016__M1.16.ST__bin.34	NielsenHB_2014__V1_UC21_4__bin.3	BritoIL_2016__W1.41.ST__bin.31	ZeeviD_2015__PNP_Main_113__bin.57	BritoIL_2016__W2.69.ST__bin.15	XieH_2016__YSZC12003_35980__bin.71	FengQ_2015__SID530295__bin.42	BritoIL_2016__W1.11.ST__bin.11	BritoIL_2016__W1.9.ST__bin.39	BritoIL_2016__M1.15.ST__bin.24	ZeeviD_2015__PNP_Main_438__bin.14	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.29	NielsenHB_2014__MH0013__bin.1	NielsenHB_2014__V1_UC40_0__bin.13	BritoIL_2016__M1.29.ST__bin.3	ZeeviD_2015__PNP_Main_134__bin.48	BritoIL_2016__W2.39.ST__bin.73	ZeeviD_2015__PNP_Main_238__bin.8	Obregon-TitoAJ_2015__HCO07__bin.22
LeChatelierE_2013__MH0437__bin.97	0.6121735475740644	0.8050216603188179	0.5850695385579107	0.8239233252153149	0.8711276282335714	0.759238177842829	0.8243268837584083	0.8453641296018557	0.7896683658957561	0.7980862089389221	1.0	0.7763462492144663	0.8475833669632119	0.6550672028708204	0.7735534634759441	0.6980947084306257	0.7680756414606544	0.8412897275946372	0.48781460667765575	0.8400690131956282	0.6471840916285361	0.8123345694405126	0.8067831297805458	0.7824725757542295	0.8455950213056156	0.6891146942826529	0.7635602028366886	0.7600345869079719	0.8262951518765472	0.7785166312298095	0.7235088578757829	0.6021106847980233	0.7464012683650927
XieH_2016__YSZC12003_36244__bin.27	0.6557946509015958	0.8901953766214532	0.6261913283882354	0.9176493094553398	0.9262240351505128	0.8062827839008676	0.947024918850203	0.9273249571109438	0.8699424854670896	0.901057724349876	0.7158596941609173	1.0	0.9389710329165792	0.7228675808103872	0.8697308171753699	0.7150154894289276	0.8517828270984782	0.9390148476358565	0.5645791935623218	0.93945052639374	0.7215889315379583	0.8940041716549622	0.9019512977796428	0.890154647445787	0.9424268417609815	0.7488916727349024	0.8346407810127988	0.8265498685558421	0.9197937622650358	0.8758482159386841	0.8213087641780729	0.66099255766881	0.8414363822618269
FengQ_2015__SID31223__bin.56	0.6389739255047587	0.8604551771733935	0.5877804757336981	0.8808840149805146	0.8941613349499964	0.7666939979802265	0.8988319293058163	0.8747682378478543	0.7999696084235319	0.8392391131147039	0.6682268731183341	0.8028256779273789	1.0	0.6691729164622094	0.8122001074257807	0.6918325804031316	0.7871196699981322	0.8903840207844614	0.5123745424115504	0.873481344531785	0.6825214666890382	0.8636389058610366	0.8549503973593097	0.8118297100875763	0.9048353209213291	0.7075533620153837	0.7924498037738318	0.7631103245883682	0.877384235002865	0.8255502405472173	0.7735679816299804	0.6214760808795828	0.790733418387537
BritoIL_2016__M1.61.ST__bin.72	0.6036250309287944	0.8496793626870796	0.6185681325211603	0.86077918708907	0.8825340251984201	0.790415210692939	0.8716668276256343	0.8749757680386245	0.8374467161198409	0.8672440981516036	0.6899895035954944	0.8257392422427764	0.8940328398589859	1.0	0.8451135324665987	0.6856090699085917	0.8269714595077757	0.8772808884371073	0.5627517921077471	0.8914245996527516	0.6858473361760802	0.8537587913555871	0.873377692214967	0.8550819445629119	0.8907669001629093	0.7277307393797041	0.8062451139554244	0.7935098524511466	0.8792405932407102	0.8445411294807981	0.7803509281458021	0.6534924688826369	0.8011534061149839
BritoIL_2016__M1.16.ST__bin.34	0.6451634519413555	0.8620942210183902	0.6141700671395	0.8714374389413801	0.8857887862575049	0.7985362389888752	0.874836736157401	0.890506538195216	0.8433055064735363	0.8986623827174862	0.6794179989348907	0.8284362997682858	0.9048326097409293	0.7047014108582359	1.0	0.6898163333204016	0.815251164742769	0.8852915001698767	0.5514444221077172	0.890560616587724	0.6863176964485779	0.8733678024304711	0.8728205526106344	0.8811162955830885	0.9037804323214795	0.7281761356756331	0.8061295506673392	0.7951486979451386	0.8898346729491652	0.8375626163126295	0.7995319867813598	0.6293443465155293	0.8171550768442202
NielsenHB_2014__V1_UC21_4__bin.3	0.6099639100362239	0.8730818418603405	0.6089602206911329	0.852349195508507	0.8810122598745221	0.7477780232877355	0.8439942684584429	0.8733556970585675	0.7933069521724283	0.816043629351385	0.6984298522253246	0.7758029849547035	0.8779462868850813	0.6512209656576208	0.7857695732813745	1.0	0.7713289007626432	0.8685019651956156	0.5082692217557533	0.8438811106870484	0.6707068678062793	0.8381020294745863	0.8262211330507737	0.7878097610295348	0.8737253011402821	0.7113646559401134	0.8264387441496093	0.7663345586512129	0.8500887183710637	0.825047372262285	0.7470113626472222	0.6198541670851495	0.7549906594620653
BritoIL_2016__W1.41.ST__bin.31	0.6284332337022377	0.8379252339113205	0.5959333406195502	0.856885831317744	0.8742290073796705	0.7815150658373051	0.8631571256824888	0.8675015324814795	0.8135688761327295	0.8571109516591191	0.6816952809074192	0.8198657118554668	0.8861057388461484	0.6968193287493526	0.8238174945234576	0.6842541685872184	1.0	0.8665820435937522	0.5366476908236435	0.8896720252039745	0.6875573195592155	0.8864805434250604	0.8854339417324406	0.833732887290145	0.8770587522512034	0.7175785129464985	0.7950787149014222	0.7899152026914652	0.895092138963995	0.8249650736779081	0.7989966404204464	0.6282823614945615	0.7858725403078268
ZeeviD_2015__PNP_Main_113__bin.57	0.628282923534417	0.8786376415582593	0.6077503969333065	0.9062316336108212	0.9033818279107712	0.7685023552838183	0.9082097211379048	0.8849463591785893	0.822313682576163	0.8557723094062228	0.6891842253002219	0.8342375810314125	0.9251786199878946	0.6822943622312476	0.825713383450732	0.7111350757462784	0.7998584417407171	1.0	0.5295386363038272	0.8968779331397644	0.699127843226695	0.8722280458600514	0.8707598312265897	0.8379486881463872	0.9491097509627278	0.7131367380415617	0.8155597856121545	0.8002334450302195	0.8916328213405381	0.8431987341994228	0.7987707129009903	0.6464607145676716	0.8086699225431802
BritoIL_2016__W2.69.ST__bin.15	0.6452789316310716	0.8980534606956919	0.6474221221042443	0.9039798816636228	0.9328726241984641	0.8240500154593936	0.9148389054365215	0.9099677561218239	0.8698751149852416	0.9174554798269317	0.6998938006871268	0.878475722990711	0.9324453303989292	0.7665449119390688	0.90080830543921	0.7288912061975845	0.8675216383500506	0.9274387913634801	1.0	0.9287014685463753	0.7214534134533213	0.9095683084350676	0.912618898100511	0.9021593220143685	0.9416825581551662	0.7760894071466569	0.8381679946381829	0.8350453891638292	0.9226473395439767	0.8804403142577859	0.8243688054401702	0.6826589772986966	0.8367737685776782
XieH_2016__YSZC12003_35980__bin.71	0.6548211566838166	0.8759004254471782	0.6158949213711414	0.8965904933867184	0.9123917783423557	0.7890137747333823	0.9113586453708148	0.9078291006764867	0.8335296677529386	0.8758058940599609	0.7021260053049448	0.8515331424806155	0.9260026200296907	0.7073397748922398	0.8474554276118911	0.7049736934252022	0.8378065138278723	0.9150476069015744	0.541002010330211	1.0	0.7121066179802055	0.8950707195460703	0.8999360095224991	0.8606763972466195	0.9198245184213146	0.727032508728771	0.8155558389632648	0.8067862348875636	0.9029738791318327	0.8559889828982092	0.8147772135726935	0.6441016329877624	0.826732357590423
FengQ_2015__SID530295__bin.42	0.660172456580019	0.8666415007287637	0.5921496254819102	0.8884373001142953	0.8879353794638957	0.7612095029377737	0.8817955896693825	0.87683580274099	0.8093023093243296	0.8447156773307328	0.6760039286825282	0.817407838490603	0.904265976001482	0.6801304434447975	0.8162061649557324	0.700238027829333	0.8091778777424755	0.8914320467247581	0.525233396597705	0.8899514507114621	1.0	0.8612014638187213	0.8621011460987553	0.8349876442235434	0.9134962827812556	0.7090272316419726	0.8167080856061321	0.7794610994019594	0.8874271673290202	0.8540354630008283	0.795373661748823	0.6405716862226976	0.7998734712566541
BritoIL_2016__W1.11.ST__bin.11	0.5911212310730574	0.7930019051534167	0.5443223174598092	0.8247212376835111	0.8339397219581197	0.7120104197276597	0.8066256370953873	0.8090291567488342	0.7445493452293956	0.7912966146730381	0.6268548649065989	0.7481680521936636	0.8453231298225972	0.6254759655781281	0.7673306213258401	0.6464285216288365	0.7707525640039105	0.8216225875071721	0.48920404456478683	0.8263981238706065	0.6362318967818968	1.0	0.8870572997226192	0.7709606900074213	0.8443465385753542	0.6661911960118306	0.7424825455617775	0.7094519675653957	0.8630856255167645	0.7650871985981706	0.8428896565507789	0.5772423769332349	0.723365423298854
BritoIL_2016__W1.9.ST__bin.39	0.5876529015702641	0.8135595389569044	0.5657574073738312	0.8505806766757713	0.8467086100555347	0.729115850569478	0.8416302888291864	0.8429858587711562	0.7633943855300641	0.811090503224678	0.6428563810442048	0.7794132547223641	0.8640851822660308	0.6606974306030313	0.7918362906657651	0.6580289522436229	0.7949265848489728	0.8469656457408333	0.5068381091132482	0.8579632534958453	0.6576487314062411	0.915960529557504	1.0	0.7987671885948681	0.8546137905511122	0.676715233257218	0.7541629648906318	0.7379083907752986	0.8580544425045301	0.7921397207589912	0.8477442185635224	0.6048241651939553	0.7579411761569006
BritoIL_2016__M1.15.ST__bin.24	0.6599383238609335	0.8898404043550214	0.6387485888356371	0.9088631726550129	0.9248821227063088	0.8073314495589411	0.9112052661654445	0.9134437379448841	0.8812707054094785	0.9212626338220118	0.7084914675685191	0.8740947490445289	0.9323713681643744	0.7350495354292393	0.9083474879001935	0.7129817425781693	0.8505623145337659	0.9261752734310852	0.5693396023470625	0.9324065147164067	0.723809304504273	0.9046189235095893	0.9076712197610883	1.0	0.9426547645090118	0.7551248823650963	0.8362285810549177	0.8328599658351276	0.9200355343760548	0.8750915779771705	0.818175978786026	0.6550275021769653	0.841213937668196
ZeeviD_2015__PNP_Main_438__bin.14	0.6255085935875841	0.8707079792447147	0.5958961429619981	0.8810675904437439	0.8906645764301079	0.7555064934513935	0.875906876991417	0.8666349878446663	0.8047642331957284	0.8381176839952651	0.6700781505224884	0.8099127488873521	0.9094756447842375	0.6701476247247549	0.8154160603142143	0.6920373018129055	0.7830787360150022	0.9180994616014493	0.5201040309886762	0.8721032970016843	0.6930242597550266	0.8670650914938121	0.8499155702824365	0.8249928934785468	1.0	0.7089534745586532	0.8007591249856809	0.7795981315151952	0.8764610795972829	0.8300623888943102	0.7741425504563023	0.6253479013487542	0.7898988752603957
VogtmannE_2016__MMRS21365932ST-27-0-0__bin.29	0.6138305930067913	0.8322469656682294	0.584098257408836	0.8285319392093541	0.8586969075690952	0.7380785107223372	0.8168310734971594	0.8294074143556228	0.7875224372411302	0.8121097611012099	0.6570402686662212	0.77436733839603	0.8556933641919179	0.6587408089466924	0.7904787611133338	0.6779291567043083	0.7708743712308147	0.8300104201961651	0.5157448334523392	0.8293812521974617	0.6472052115019057	0.8231278582955418	0.8097468715482702	0.7951585969170768	0.8530120620311151	1.0	0.7829670312140071	0.746741375580752	0.8402551384711984	0.7803074245014354	0.7280111846416646	0.6073277014502131	0.7542084383807793
NielsenHB_2014__MH0013__bin.1	0.5785341804404478	0.9276585631419973	0.5598186033786641	0.8097120701709782	0.8143625003108945	0.7215396052053424	0.8055148552336684	0.8138777811246922	0.7588812216913218	0.7874630726332632	0.6305864991612755	0.7475298389704277	0.8301023326765398	0.6321379321780031	0.7579830818081076	0.6821872607838965	0.7398185481085174	0.822181015257324	0.4824531101893279	0.8058514504268237	0.6457238869283339	0.7946128188051147	0.7816447842944352	0.7627125482577468	0.8345267079166194	0.6781790697481616	1.0	0.7306536523894667	0.8098723535962903	0.7925120005305935	0.7191104822596647	0.58834131526368	0.7303712219400375
NielsenHB_2014__V1_UC40_0__bin.13	0.669222755441281	0.9069609984137075	0.6443096199946585	0.9113454515825096	0.9236801211609359	0.807641493999184	0.9216463298311598	0.9162026238171515	0.8683972107635092	0.9128243961838444	0.734395259099842	0.8661500168458709	0.9352814618465273	0.7279343340836913	0.8747785948150931	0.7401273819447184	0.8599846220801838	0.9438945196275413	0.5623791931183485	0.9327277442117782	0.7210569506839553	0.8883568194736975	0.8948326180035476	0.8887978514886123	0.9506141144471612	0.7567740771469755	0.8548830068812634	1.0	0.9116597353937246	0.8766940447097822	0.8097735798542783	0.6543317815300707	0.8435215824383897
BritoIL_2016__M1.29.ST__bin.3	0.6171922507742968	0.8427713488515377	0.5886971650387403	0.8592386941432621	0.8727719745999623	0.7671825436513009	0.8566875659509424	0.8599050894740022	0.7973559187511131	0.8387686982453907	0.6603282451607452	0.7971548235309218	0.8893505640560478	0.6670767012468438	0.8096312844261914	0.679016729945699	0.8059463214817295	0.869803145963575	0.5139052531312825	0.8633755865054411	0.6789472023429732	0.8938126316678977	0.8605623927336168	0.8120144767165429	0.8838819506878152	0.704263806978539	0.7836819786058218	0.7539819260322576	1.0	0.8091595663830832	0.7875204371039936	0.6131526970559339	0.7717419499069668
ZeeviD_2015__PNP_Main_134__bin.48	0.6312814574676303	0.9103861756342938	0.6236148009113633	0.9040237606285576	0.9029139955882974	0.7736977359246883	0.9133181915230841	0.9079965529484602	0.8367140725462804	0.8850953083582673	0.691827882935846	0.8440857433255008	0.9305338231524583	0.7125155447394104	0.8474239593871195	0.7328255533808284	0.8259988331409384	0.9146825007419249	0.5453216504692118	0.9101191421385398	0.7265820842529337	0.8810672062051685	0.8834354186329907	0.8588516846007314	0.9308460560817919	0.7272695914268569	0.8527753344312038	0.8062722540303324	0.8997869084598471	1.0	0.812641805788739	0.6489419466801314	0.8236240786898349
BritoIL_2016__W2.39.ST__bin.73	0.5759154938295572	0.778776220372393	0.5490593950484525	0.8244207841872803	0.8062800032187253	0.6922690381694682	0.8166316939780013	0.8122526519314321	0.7300277249295342	0.7856638424040052	0.608334585372469	0.748915227665732	0.8250031934031887	0.6229195751957823	0.7653988152614849	0.6277943684686464	0.7569327798476282	0.8198436667358805	0.4831064750962382	0.8196669744713441	0.6402483595473752	0.9184115027789642	0.8945535453527965	0.7597660459366125	0.8214035105489221	0.6420017770515013	0.7321379032480427	0.70463749668702	0.8285826185455976	0.7688960841280265	1.0	0.5715645874939016	0.7416815363898844
ZeeviD_2015__PNP_Main_238__bin.8	0.5735954848782946	0.8206075899155333	0.5893523736310986	0.8335276885625748	0.8388516465181459	0.7506606992010806	0.8362566241835814	0.8284158202985036	0.7765703866329929	0.7908216557328278	0.6512369606461424	0.7753304219861005	0.8526005598299229	0.6710373067938915	0.7750046869650254	0.6701064284892193	0.7656517487265571	0.8535227518673665	0.5146229689516616	0.8335218977177556	0.6632985665487506	0.8090751224582715	0.8209839948287756	0.7824502656911989	0.8535350574126072	0.688946218252598	0.7705319831978638	0.7324267765769014	0.8298635315032816	0.7898386598247835	0.7352404033033875	1.0	0.7460034122553096
Obregon-TitoAJ_2015__HCO07__bin.22	0.619691275998876	0.841646186672763	0.6007139421130591	0.8606651949647792	0.8631448221336343	0.7613366291835151	0.8738902700977801	0.8673461976271784	0.8087299546106181	0.8437406232586052	0.6639792628154753	0.8117662327765632	0.8922174832468887	0.6766143474264268	0.8276370373545563	0.6712978838927229	0.7876766399474188	0.8781398688327833	0.5188153990502998	0.879927700858731	0.6812116297788637	0.8338881982844433	0.8461755992779612	0.8264624144483975	0.8867283686017879	0.7036765161148976	0.786727654183396	0.7765721967412996	0.859072041950648	0.8244816894566134	0.7846951338581927	0.6135645429389267	1.0
