	CosteaPI_2017__SID713B014-11-0-0__bin.32	LeChatelierE_2013__MH0013__bin.12	ZeeviD_2015__PNP_Main_172__bin.54	FengQ_2015__SID31866__bin.74	CM_madagascar__A79_02_1FE__bin.27	BritoIL_2016__W3.22.ST__bin.39	ZeeviD_2015__PNP_Main_587__bin.15	Obregon-TitoAJ_2015__SM20__bin.34	XieH_2016__YSZC12003_37100__bin.77	BritoIL_2016__W2.9.ST__bin.25	LeChatelierE_2013__MH0437__bin.97	XieH_2016__YSZC12003_36244__bin.27	FengQ_2015__SID31223__bin.56	BritoIL_2016__M1.61.ST__bin.72	BritoIL_2016__M1.16.ST__bin.34	NielsenHB_2014__V1_UC21_4__bin.3	BritoIL_2016__W1.41.ST__bin.31	ZeeviD_2015__PNP_Main_113__bin.57	BritoIL_2016__W2.69.ST__bin.15	XieH_2016__YSZC12003_35980__bin.71	FengQ_2015__SID530295__bin.42	BritoIL_2016__W1.11.ST__bin.11	BritoIL_2016__W1.9.ST__bin.39	BritoIL_2016__M1.15.ST__bin.24	ZeeviD_2015__PNP_Main_438__bin.14	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.29	NielsenHB_2014__MH0013__bin.1	NielsenHB_2014__V1_UC40_0__bin.13	BritoIL_2016__M1.29.ST__bin.3	ZeeviD_2015__PNP_Main_134__bin.48	BritoIL_2016__W2.39.ST__bin.73	ZeeviD_2015__PNP_Main_238__bin.8	Obregon-TitoAJ_2015__HCO07__bin.22
LeChatelierE_2013__MH0437__bin.97	0.602302759925499	0.7923774952198724	0.5769802979105305	0.8108836325890589	0.8578456666311963	0.7474566776892357	0.8121645796064402	0.8312027717712472	0.777463229659612	0.785252645717762	1.0	0.7647936330106873	0.8355616055874454	0.6442942644493032	0.761413244617379	0.686586262813653	0.7550613803843779	0.8295697985620466	0.4798538622828028	0.8267274882261963	0.6254113385896332	0.7981176637507388	0.7928566791615888	0.7701121732129483	0.8337559655389113	0.6777153366300653	0.7512727486887693	0.7482316707122908	0.8120742306788818	0.7670115318694131	0.7104002323640566	0.5923804399256596	0.7348071585797684
XieH_2016__YSZC12003_36244__bin.27	0.6453821754316675	0.8767442578033399	0.6175857472569517	0.9036927785937326	0.9125069424731249	0.7947305086210088	0.9341538822309714	0.9142416350912703	0.85682398825025	0.8871234094022685	0.7052071633980476	1.0	0.9264178072892882	0.7122403515051281	0.8567881959443614	0.7034385298001802	0.8388556335855252	0.9265794897745085	0.5560637103044814	0.9258241486985177	0.6967484541426507	0.8802451155844636	0.8883644150426422	0.877129950754724	0.9294836034212507	0.7367303111462178	0.8217364205225677	0.8138658158794415	0.9058471051429842	0.8637781864408872	0.8085284425410069	0.6505967441343815	0.8296082593831381
FengQ_2015__SID31223__bin.56	0.6327494562757022	0.8478432005706863	0.5802174052980539	0.8680973923394233	0.8817139793864912	0.7561002120023511	0.8899967392371082	0.8628543177671478	0.7881738778068679	0.8266862312440179	0.6587490278388951	0.7920925972240249	1.0	0.6594724106746191	0.800600128108937	0.6816086641319248	0.7748680657344473	0.8796752111317591	0.5045587364702083	0.8613310455229937	0.659374798840477	0.8504634187779843	0.8418783260572944	0.8002703583989971	0.8933255665971249	0.6966482734313252	0.7805838981628925	0.7521545833768629	0.8635291585015686	0.8145042743430724	0.7615316510329442	0.6118869053460683	0.7795930061384653
BritoIL_2016__M1.61.ST__bin.72	0.5938807865042602	0.8367918363491404	0.6089331522133739	0.847347454956749	0.8691889994297117	0.7788860840515981	0.8590767816571631	0.8615764626764352	0.8240086396194508	0.8554752953832034	0.6786422488388044	0.8135996464072196	0.8810727057531434	1.0	0.8337112931866422	0.673737347391513	0.8157595512698957	0.8642918522100607	0.5547444946746078	0.8779815886438631	0.6622328932926635	0.8421619914548412	0.8614037548789952	0.8435704411662077	0.8778955872100359	0.7160394788877055	0.7937100525102196	0.7806871796534706	0.867089718528586	0.8314928791517721	0.7694830256432309	0.6427592079690903	0.7886387876335577
BritoIL_2016__M1.16.ST__bin.34	0.6346487314502296	0.8485228957333324	0.6050037796093894	0.8574287840473444	0.8726395075574555	0.7867101174794296	0.8619290467977949	0.8766924479524864	0.830124486108319	0.8949491957014731	0.6687551506729821	0.8161081897022984	0.8919096373573536	0.6951936065232649	1.0	0.6779273162892349	0.8051214588939558	0.8723585350398593	0.5440415604202598	0.8768828979434928	0.6622663313806331	0.8620712964824357	0.861315962413166	0.8803574346621335	0.8902290925293052	0.7167326775740434	0.7933623475665311	0.7819471042784238	0.8782789434022599	0.8246990125990898	0.7887127814280692	0.6185263167794671	0.8043643613988435
NielsenHB_2014__V1_UC21_4__bin.3	0.5991744169696482	0.8591225920494948	0.5996853008724532	0.8385580084232235	0.8668327206743935	0.7354686003923696	0.8310132642334398	0.861267902697708	0.7794568426973062	0.8015688086294518	0.6869158815927794	0.7632418027573	0.8649719783861961	0.6399446933022652	0.7722267976350695	1.0	0.7581242592852981	0.8552236707309724	0.4992353480773222	0.8306624081848555	0.6476554914997757	0.8238120107935104	0.8124815030565989	0.7744062564864846	0.8599167051670918	0.6992273132059806	0.8127185317611768	0.7533943983555297	0.8358669960963917	0.8122813008456702	0.7341468640566725	0.60974696851	0.7426698538322989
BritoIL_2016__W1.41.ST__bin.31	0.6181489762073341	0.8255430211506204	0.5866944968471273	0.8434932499536691	0.8604835988842584	0.7695450787149014	0.8502925970452806	0.8541273646545621	0.8003146932898695	0.8453375735947501	0.6701446472441469	0.8074229126176684	0.8723134055302386	0.6873719962175031	0.813581349819191	0.6725401890298086	1.0	0.8535387254505971	0.5291480353349839	0.8757603008890769	0.6638876085210721	0.8832498586315535	0.8823517532063314	0.8230744192013989	0.8639019829597564	0.7062524056395317	0.7832423744196766	0.7766628018038139	0.8898965515602799	0.8124480263064108	0.7960326549231859	0.6178311941951028	0.7733145079665277
ZeeviD_2015__PNP_Main_113__bin.57	0.6191616812428179	0.8655728339722278	0.5995995578908587	0.8935933648540777	0.8910911499223678	0.757960047895157	0.89703747401293	0.8736540452109229	0.8101288169194467	0.8429235124869516	0.6795832638882797	0.8231897867525154	0.9140513293976263	0.6721922999324556	0.8136507776384002	0.700262721602821	0.7878194106965851	1.0	0.5212808884288459	0.8846634619601926	0.6756912341336327	0.8592854981184045	0.8577454626794971	0.8259529688856919	0.9375290572724322	0.70216240931938	0.8030903779857719	0.7922947789015693	0.877887086728831	0.8319848200422811	0.786544180212107	0.6368624944078457	0.7975705927244975
BritoIL_2016__W2.69.ST__bin.15	0.6342518709707154	0.8843810193213614	0.6375261897491737	0.8892521686360589	0.9188823530541425	0.811415561944158	0.9011827876455439	0.8958805036881696	0.8557638572819506	0.9044743902181408	0.6884720933939418	0.865225774361988	0.9182217280337379	0.7556378776268966	0.8887154108069804	0.7159360422800014	0.8553980169726858	0.9129760965127065	1.0	0.9146459030686416	0.6971159108847574	0.8971460615034212	0.9003963750122427	0.8900510640095713	0.9273763776624244	0.7636834837983634	0.8247067996366562	0.820380089837321	0.9096470457194763	0.8664173959467583	0.8132956546621114	0.6711719756720995	0.8232559211398086
XieH_2016__YSZC12003_35980__bin.71	0.6446319037278928	0.8619612410125261	0.6072204080399785	0.8828213535775934	0.8988245665260441	0.7773148163685851	0.8988027515905326	0.8947647510915858	0.8206280911483942	0.8623997771520434	0.6909752171145441	0.8391819734797508	0.9131217396460163	0.696672830784342	0.8344397421139008	0.6939308611977183	0.8247058060171185	0.9025856851511888	0.532814137868155	1.0	0.6875485941672457	0.8806208418775163	0.885397194039936	0.8479622053445474	0.9069509096828108	0.7152653087708347	0.8024221290705831	0.7944098948072622	0.887848297819737	0.8440791468234657	0.801603789310234	0.6342535879975343	0.8144969755549664
FengQ_2015__SID530295__bin.42	0.6368163690444983	0.836884876319901	0.5726676942757977	0.8592406178237756	0.8580585177961629	0.7349243798518704	0.851877483825642	0.8473476150030932	0.7804320851727188	0.815060415727313	0.6532616104103096	0.7892688246458418	0.8735991835051258	0.6567128391721805	0.7876029793674261	0.6761717016018819	0.781321281645293	0.8615488935725496	0.5075151782062978	0.8592601913310336	1.0	0.832174651609047	0.8329624852761788	0.8057839713947172	0.8824471078395393	0.6836487813744097	0.788250303214599	0.751664621934212	0.8570924254022181	0.8255713891248195	0.7687348174246158	0.6186507562014812	0.771911318031045
BritoIL_2016__W1.11.ST__bin.11	0.5811229198374035	0.7811268447942935	0.5356486791745402	0.8114569491619958	0.8207823368676882	0.7008335885416048	0.7945636248422916	0.7963835653791947	0.732212585993998	0.780208611458705	0.6158840939572706	0.7366534681383877	0.8324270642303702	0.6169799832363025	0.7574056448110262	0.6354066229515986	0.7679436376190591	0.8094309483883662	0.4825228383429038	0.8130568855363789	0.6147876882365426	1.0	0.8864107147191563	0.7609128003689459	0.8314003781386099	0.6557415147338234	0.7311172131566621	0.6973687812027618	0.8586189212875718	0.7534125176171174	0.8417085543918976	0.5677217742664332	0.7119391507736039
BritoIL_2016__W1.9.ST__bin.39	0.5778732803406096	0.8014500652188056	0.5569179394910266	0.8369940476507898	0.8336477843203967	0.7178217452189762	0.8290766019669096	0.83012767527754	0.7506535212289079	0.799662014071904	0.6317595852446586	0.7676722699024011	0.8508734413878647	0.6516393224070058	0.781399148689278	0.6470862712014445	0.7921594517140867	0.8343069048743991	0.5000501272913238	0.8441025241757527	0.6354204773184672	0.9152928766985952	1.0	0.78846336388254	0.8417641393624021	0.6663388839531875	0.7428363301276752	0.7251829912767848	0.8540357268937184	0.7801171698771241	0.8464046466932519	0.5949464224578798	0.7460380775437201
BritoIL_2016__M1.15.ST__bin.24	0.6494791947561345	0.8762229333675912	0.6292305389602559	0.8946257892067362	0.9110440768061238	0.79586943177115	0.8980228852531733	0.899678409048904	0.8674865912874121	0.9175607323329493	0.697299714646356	0.861305039954964	0.919095667096707	0.725153963107028	0.9075651741299562	0.7008513343267284	0.8396886985049989	0.9129165396643989	0.5616982571552017	0.918632702169936	0.6984940914404209	0.8928290732278411	0.8959625701340357	1.0	0.9288270201844224	0.7432283804771811	0.8233237367086951	0.819238253022452	0.9080747991344252	0.8617377061299828	0.8071926812759168	0.6440175417653143	0.8284981575329059
ZeeviD_2015__PNP_Main_438__bin.14	0.6159333514355173	0.8576091752616685	0.5878742591186217	0.8684026024717967	0.8786556158490277	0.744853075320642	0.8640289097535415	0.8542977483994416	0.792702769209882	0.8253004891832378	0.6606964815294083	0.7987894518008137	0.8979068642633189	0.6604641937386242	0.8031896613901629	0.6811001531614475	0.7713317621203315	0.9068971442390507	0.5122025337400667	0.8598975812370863	0.6694687928247469	0.8537705930020917	0.8371365597647847	0.8128911238486375	1.0	0.6978821505394592	0.7883958990067841	0.7679402543074004	0.862945430400638	0.8186882422072219	0.7620211583417833	0.6156162096572324	0.7783905532055716
VogtmannE_2016__MMRS21365932ST-27-0-0__bin.29	0.6031398418401824	0.8187964258663344	0.5748330248112974	0.8152836775571436	0.8446254950869382	0.7259966984632604	0.8042004940181182	0.8163148494495417	0.7740508400924226	0.7988493755220467	0.6461714872038331	0.7617922737404038	0.8425050840730524	0.6481578969198207	0.7780562026967442	0.6663622922900121	0.7587070533816503	0.8172375441007843	0.5075005631245019	0.8159575126551464	0.6240395776023849	0.8102165141923328	0.7973306941458662	0.7826313898678429	0.8396910568171884	1.0	0.7699101999873657	0.7345217334152655	0.8268901042593909	0.7673086605038831	0.7163052141181215	0.5966771506729737	0.7415555253520884
NielsenHB_2014__MH0013__bin.1	0.5690360057370412	0.9258860495386325	0.5509914082557018	0.7969988310363982	0.8012419201954353	0.7099975404784736	0.793107812711581	0.8011778068253105	0.7461983811374043	0.774402184276196	0.6204389002346218	0.7359722986024944	0.8176726293943222	0.6223097946990402	0.7459784059537002	0.6708618550319323	0.7288048659837119	0.809610373101125	0.47470478832915586	0.792874019991212	0.6232239629247857	0.7824495176297951	0.7699054051439926	0.750942217825175	0.8216421313273955	0.6668696923387286	1.0	0.7179033822566249	0.7976327796185807	0.7820051456506539	0.7079586247682108	0.5789044904230654	0.7182466098673793
NielsenHB_2014__V1_UC40_0__bin.13	0.6588940701887578	0.8917078867776403	0.6347614708741035	0.8961557140482923	0.9089941430689749	0.7948386320764784	0.9082084335409375	0.9024252234098759	0.8541024707492952	0.8978648747747148	0.7229905074648872	0.8528582689946086	0.9218539123484437	0.7161713247709318	0.8602549320248091	0.7276297503901065	0.8455566671171832	0.9345306727419581	0.5525025333473876	0.9184194240328821	0.6953432321955957	0.8732265759942782	0.8794010242030867	0.8742612552081548	0.936398915397514	0.74439026030589	0.8399648726406889	1.0	0.8956312610217587	0.8629774317063219	0.7954749597930124	0.6433409015806665	0.8305447650728511
BritoIL_2016__M1.29.ST__bin.3	0.606506927890784	0.8301028848072026	0.5795098945801095	0.8451973273589513	0.8589643275263523	0.7552970673791998	0.8432580420706176	0.8467285391020563	0.784128559746406	0.8271404741033747	0.6489636910813735	0.7850677172109163	0.8753065231331706	0.6578578759531298	0.7991171064109264	0.6676569893157468	0.8012681834737166	0.8563939455363546	0.5066642207212579	0.848913310310783	0.6557388885531359	0.8891869067757858	0.8565319310863796	0.8014580473119292	0.8702518664150124	0.6930618405240029	0.7718382188953561	0.7407256863310338	1.0	0.7967462151579802	0.7834471892396944	0.6031396526080072	0.7592804641876689
ZeeviD_2015__PNP_Main_134__bin.48	0.6219561006448651	0.8988632937184087	0.6144303949538401	0.8912019897266446	0.8900838984749355	0.7626940527655809	0.9014806977603086	0.8954899886228268	0.8239452325600067	0.8709032809436213	0.681603890005989	0.8324534312020017	0.9180831633894103	0.7015071037451893	0.8344089014337142	0.7214864428462083	0.81346610072218	0.9025179058150856	0.5366362224692331	0.897456163983545	0.7023658929832043	0.8676227536327558	0.8700272445533195	0.8457456330507773	0.91809089487147	0.7151543590393217	0.8414695287423792	0.7936574489558634	0.8859832393363534	1.0	0.800167951579512	0.63917113754485	0.8115974609812916
BritoIL_2016__W2.39.ST__bin.73	0.5662475008454781	0.766813478806213	0.5398663328645924	0.8108661240976174	0.7932903082042044	0.6811537442160013	0.8042035877533128	0.799557256453066	0.7176609545546371	0.7741225737873086	0.5973127019792347	0.7372614162053818	0.812166556656037	0.6142442100927297	0.7550414973600262	0.6169829401930448	0.7541248358984661	0.8072945769542642	0.4766172547311605	0.8064144919168916	0.6188050088317997	0.917124575361783	0.8931400072365049	0.7495668507304875	0.8085421143761666	0.6316787847173572	0.7207840184660298	0.6921953226068749	0.8242969870592611	0.7570937161140531	1.0	0.5618712723700003	0.7295623602710257
ZeeviD_2015__PNP_Main_238__bin.8	0.5643656020922323	0.8075774652169287	0.5800537245628093	0.8206343725728217	0.8254501838955157	0.738259605020952	0.8236050759650263	0.8159857718942795	0.7635113077102927	0.7773231964594776	0.6407128240430087	0.7631363505082551	0.839445208112105	0.6600158813919165	0.7616828484586581	0.6591798281711572	0.7529155094025224	0.840850211836342	0.5059634843802818	0.8207776959820947	0.640599902569036	0.79573084442823	0.8075760175057239	0.769298533251393	0.8402523071087689	0.676864344393123	0.7581728726426737	0.7201241267586976	0.8163115069153545	0.7779464361331344	0.7227712666966343	1.0	0.7336949715922869
Obregon-TitoAJ_2015__HCO07__bin.22	0.6102234462590672	0.8278680326346322	0.5917414424583612	0.8473502221841199	0.8504150770857445	0.7502047999390363	0.8619082829668366	0.8548849548249436	0.7959805630569486	0.8300785622091722	0.6536654426298217	0.8003551850105495	0.8796472916398759	0.6660451226656379	0.8146822505131905	0.6603428732002611	0.7750897785779263	0.8660870352113011	0.5104340806149714	0.8669050442701264	0.6573976833792943	0.8207161091821814	0.8328868218383414	0.8139696181671834	0.8738093026800215	0.691871347535971	0.7736674906292121	0.7646253351812956	0.8452004181728988	0.812442548854311	0.7718731097680045	0.6034412343244697	1.0
