	BritoIL_2016__WL.37.ST__bin.67	ZeeviD_2015__PNP_Main_172__bin.30	ZeeviD_2015__PNP_Main_309__bin.11	ZeeviD_2015__PNP_Main_666__bin.1	CM_madagascar__A43_02_1FE__bin.3	QinJ_2012__T2D-024__bin.67	BritoIL_2016__W1.3.ST__bin.39	ZeeviD_2015__PNP_Main_82__bin.22	ZeeviD_2015__PNP_Main_680__bin.1	LiuW_2016__SRR3992974__bin.25	ZeeviD_2015__PNP_Main_480__bin.32	ZeeviD_2015__PNP_Main_72__bin.48	ZeeviD_2015__PNP_Main_626__bin.26	LiJ_2017__H3M517925__bin.71	ZeeviD_2015__PNP_Main_670__bin.20	ZeeviD_2015__PNP_Validation_94__bin.6	ZeeviD_2015__PNP_Main_609__bin.36	ZeeviD_2015__PNP_Main_85__bin.7	ZeeviD_2015__PNP_Main_610__bin.35	LiJ_2014__MH0329__bin.66	LeChatelierE_2013__MH0157__bin.21	BritoIL_2016__W2.39.ST__bin.67	NielsenHB_2014__MH0157__bin.34	CosteaPI_2017__SID713A062-11-0-0__bin.40	ZeeviD_2015__PNP_Main_632__bin.19	ZeeviD_2015__PNP_Main_630__bin.15	CosteaPI_2017__SID713B040-11-90-0__bin.65	ZeeviD_2015__PNP_Main_287__bin.58	ZeeviD_2015__PNP_Main_372__bin.36	LiJ_2014__MH0262__bin.24	LiJ_2014__MH0374__bin.32	ZeeviD_2015__PNP_Main_16__bin.42	CosteaPI_2017__SID713B032-11-90-0__bin.23	ZeeviD_2015__PNP_Main_751__bin.17	CosteaPI_2017__SID713B049-11-0-0__bin.41	ZeeviD_2015__PNP_Validation_73__bin.3	BritoIL_2016__M1.15.ST__bin.85	LiJ_2014__MH0389__bin.39	ZeeviD_2015__PNP_Main_225__bin.2	BritoIL_2016__W2.46.ST__bin.69	CosteaPI_2017__SID713A013-11-0-0__bin.81	BritoIL_2016__M2.57.ST__bin.84	ZeeviD_2015__PNP_Main_73__bin.31
ZeeviD_2015__PNP_Main_480__bin.32	0.7642849301186505	0.5862686315078326	0.5845779673183296	0.8269886979408577	0.8188455854410336	0.8890636039916114	0.47925628791397484	0.907598980984954	0.41645399653760085	0.7627969429548621	1.0	0.8834663401314585	0.9114256358287942	0.8930715421751185	0.8733837210938928	0.850395079452209	0.7629056003603147	0.9153232276316344	0.879263043814832	0.8408940308800968	0.9011713043111093	0.8950178046137173	0.8980889245450323	0.9374110824923645	0.9169463328125659	0.9116930569043898	0.8016546327182649	0.9157888217990401	0.8733735872426073	0.7281633802023956	0.8738937916086081	0.7337679629551437	0.8856834015960816	0.6567737758448395	0.6223017917212065	0.951231403679151	0.8477630930766091	0.9041439006882575	0.7013548396177286	0.866270883474785	0.8996090022378922	0.8999923996115357	0.9168044588945656
ZeeviD_2015__PNP_Main_72__bin.48	0.7692566673881153	0.5943420388139383	0.5990915758843759	0.8344149051295001	0.845332828319265	0.9114361638169444	0.49249152297814014	0.929486208306279	0.43576341293316984	0.7850545896159489	0.9434354183199865	1.0	0.930008056176803	0.914780078397422	0.897153283793858	0.8863020946059689	0.793903157540341	0.9282940143808768	0.8900199600798404	0.857673809008489	0.9196107784431139	0.9277258735540966	0.9163185676839092	0.9613892696534643	0.9338335377437895	0.9251454921482337	0.8388806723901595	0.9332834331337325	0.8949510617319577	0.7541080489623163	0.8963813337181059	0.7611036962220138	0.9116411754803646	0.666917971286343	0.62941165861049	0.9708913498304595	0.8814461438568647	0.913334175023447	0.7402832888439989	0.874858115095111	0.9299371137243585	0.9116051030469182	0.9332281220691148
ZeeviD_2015__PNP_Main_626__bin.26	0.7406981745626634	0.5556799075075113	0.5785171610977776	0.7800095958843378	0.7615914161221424	0.870162295149534	0.48208486439472475	0.8898877556304485	0.3784656941850843	0.7458010079905817	0.8554376854050615	0.8173944426302445	1.0	0.9109088718600692	0.905846197419468	0.8406697462269046	0.7514232662149838	0.8315705651532013	0.83790881584885	0.8192761025491446	0.9228329206468979	0.8792250160900154	0.9292382791239845	0.8815891122644491	0.9145406181736327	0.9190875666718451	0.7685352220739158	0.8821714175805478	0.8527787377184833	0.7198398079132227	0.8432578872779498	0.7040515134125733	0.8633775399238459	0.62332613642008	0.5697022633816615	0.8806348079079387	0.8165468766347614	0.8720856992789349	0.6953037234778952	0.8257977107263599	0.8765322503088544	0.8715393256883304	0.9792901159220873
LiJ_2017__H3M517925__bin.71	0.7772659024003845	0.5729914083378701	0.6080150563797918	0.8103286855449408	0.8064548091858329	0.9101385666601173	0.4955499119778275	0.9325063884336556	0.40201671267164607	0.7850114031922182	0.8930554531241819	0.8566170323325961	0.9705098980609224	1.0	0.9300146318916688	0.8836750537788169	0.7843245656456246	0.876342218496535	0.884089971214751	0.8528951610042916	0.9618399814891652	0.9265652436556197	0.9514197551367848	0.9191727323242077	0.9345595823126946	0.9517232022167964	0.8031529221278227	0.9244591295065974	0.8972699333486089	0.7676180867971245	0.8847340221600816	0.7380114476677643	0.9065107132582728	0.645972401516222	0.5970594345300257	0.9236985413709841	0.8601795798693544	0.9162801328861758	0.7291917779915857	0.8761068921895874	0.923723312561189	0.920533458840697	0.9740482373890714
ZeeviD_2015__PNP_Main_670__bin.20	0.7576313159688323	0.5813402610201338	0.5892720632932378	0.8124257418903237	0.7977427837235433	0.904745265901597	0.5008933998931604	0.9288342512940483	0.39470142483467496	0.7752563919538747	0.8930119089284727	0.8590068754950541	0.9868235028644058	0.9509326588317645	1.0	0.8752227743290292	0.7749587838709083	0.866806855232376	0.8729950310387385	0.846103809383462	0.9587890517066702	0.911392805828283	0.9636215852782435	0.9154856365243981	0.9356659973842725	0.9475616860390148	0.7961603376498978	0.9163629183782489	0.8859700526829627	0.7649350903531231	0.8765576933704201	0.735320495698786	0.9021813463628493	0.6545984766150276	0.58558621308969	0.9132912806012489	0.8580950549855398	0.9077104094903016	0.7311787352404812	0.8609680954924751	0.9160457383904066	0.9060329821135815	0.9884082515150957
ZeeviD_2015__PNP_Validation_94__bin.6	0.8023858245500073	0.5858921956864488	0.6224231990798318	0.8378746872555657	0.8155767319893379	0.9028641928287401	0.5225868221777352	0.9328701337316523	0.40156881896368923	0.808543450665679	0.8823689540213837	0.8611703870816614	0.9293680970592824	0.9169167356461768	0.8881696586346672	1.0	0.8058954552968962	0.8767715369413756	0.8999977217776444	0.8669985471951286	0.9124490831907498	0.9521006670518226	0.9157116144359851	0.9157863868620174	0.9684880957040319	0.9335185508636508	0.8093601057562501	0.9270507360118608	0.9142015619258806	0.742127427402108	0.8922827262260196	0.7536978761710209	0.919594523153457	0.6620292184937913	0.590877413528318	0.931622368872239	0.8675973107629651	0.9270460627352337	0.7328480524995896	0.8813104568653646	0.9296005925714764	0.9353095841309546	0.9321825779079027
ZeeviD_2015__PNP_Main_609__bin.36	0.7783817117944011	0.533162626726188	0.5744027441695524	0.8426672212023865	0.8204653667236848	0.8975349670407609	0.4653784575910551	0.9283931849472236	0.42903007530560305	0.7839996453752763	0.8833623638866869	0.8608221817764613	0.9270124953064375	0.9081795757019484	0.877595800826067	0.8993263434018941	1.0	0.8816329164754474	0.9055133714381076	0.8298655294338521	0.9105094079853143	0.9208267710375903	0.9041033470315825	0.9117877518878551	0.9342640493971379	0.9304146762484876	0.80260570945805	0.925908856230965	0.8965349774708999	0.7471297561433518	0.9083823115273896	0.7561309660394676	0.9279016646501731	0.6049930378822646	0.6703463327631524	0.9261083326379907	0.8668547133797823	0.9329374661020485	0.7216287183445284	0.8510302369727565	0.9391551326713671	0.9057480495640201	0.9290176895156244
ZeeviD_2015__PNP_Main_85__bin.7	0.7484230473388673	0.5803157219808742	0.5852348770839834	0.8139281579341378	0.8298776954489815	0.8828466181380129	0.4827395259369996	0.9043382056284552	0.4251103209680129	0.7627336284369224	0.9290962766887594	0.8823677319883376	0.8993281878788086	0.8895447381384244	0.8605109795221882	0.8577153816174008	0.7728690994997411	1.0	0.8788520904694799	0.8268152242364395	0.8864234062177481	0.9027306796868838	0.8834580837467869	0.9313266975028202	0.9043216331960678	0.8984367053090073	0.8161522926531549	0.9129787289972993	0.8708807504911725	0.7248170460610757	0.8748627059696188	0.730598539111512	0.8860268107668235	0.6544499266812732	0.6203198593743393	0.9605507533599178	0.8428819117043661	0.8969914749121948	0.7039969278139133	0.8571279174624291	0.9039701833368192	0.8900293389199574	0.9014060280222689
ZeeviD_2015__PNP_Main_610__bin.35	0.7636851454837957	0.5745826218661474	0.5883731238222755	0.8569833255440357	0.8098479307070194	0.888831410123178	0.5134448638289125	0.9169038861897473	0.40104185206917814	0.772701018426761	0.8966892230950574	0.8499643453028238	0.9104429794695545	0.9016280589261333	0.870728469672838	0.8845758124505514	0.7975352901121084	0.8829836952964507	1.0	0.8428735963474892	0.8962591849600334	0.9079672459071738	0.892944618666985	0.9030812318496922	0.915663722809705	0.9089949738934126	0.8103985402817697	0.9096374474222401	0.891798615839872	0.7352538258466125	0.9059743722534114	0.7346658965405183	0.8936726405030471	0.6402762578758987	0.6011014488093858	0.9223916091464346	0.8620570865576624	0.9274079551887632	0.7107938997741295	0.8552941770884409	0.9392767780555387	0.8991293593752333	0.9113082230870193
LiJ_2014__MH0329__bin.66	0.7572188690742375	0.5215198410538654	0.542054124054069	0.7736970181889186	0.7421148342057379	0.8560995466937936	0.4287472106715205	0.868498557151987	0.37549733789912576	0.7320679213057284	0.8380565120615137	0.8004459559015373	0.8699517853666091	0.8500324591707398	0.8247143059937527	0.832762048187701	0.7142852333497359	0.811809751666303	0.823704340439189	1.0	0.8624202477894379	0.9001430223443657	0.8524187833393838	0.8691825282692164	0.9279888948676356	0.8644609393016313	0.7850793299888511	0.8597197121149296	0.8364181234952215	0.6824354084945958	0.8166014771307327	0.6886478188391119	0.850925156502579	0.5818826767902622	0.5686324898063616	0.8547170160679909	0.8007882220061394	0.8405152170949014	0.6635395140606842	0.8555255496036166	0.8602740709859901	0.8705263435487608	0.8807427062251472
LeChatelierE_2013__MH0157__bin.21	0.7808605335400263	0.5849644451124061	0.6119110702828912	0.8192056622136512	0.7992670058636154	0.9102563453076724	0.4976783640642617	0.937692683961996	0.4014800604993164	0.7783787556661821	0.9010069522428034	0.8609990492803745	0.9830525361248128	0.9616818900013453	0.9375440812496587	0.8792248342150991	0.7862074167388572	0.8731236796733443	0.8786810833813196	0.8651824407882923	1.0	0.9174911584200605	0.9773487812607476	0.9286819558593655	0.9435574250977597	0.9562877241213161	0.8087775794531983	0.9309357636631469	0.8954844476566647	0.7638922427695494	0.8841731919581165	0.7398073455896798	0.9003753907153701	0.6486041195598883	0.6029695775348723	0.9213570804970761	0.8554619095786269	0.9114806290172689	0.7368797595788239	0.8658483385485004	0.916145853562159	0.9078342336743879	1.0062142952431934
BritoIL_2016__W2.39.ST__bin.67	0.8161416594678353	0.5782080661495537	0.6242283341490755	0.8292050009134809	0.8167951930602514	0.9176243179906126	0.5051825946918862	0.9441287985582789	0.4069597098513846	0.8070316605730344	0.8964253573289366	0.870121617019165	0.9382430490866319	0.9280391285617299	0.8927624114994847	0.9190430328469705	0.7965119688559383	0.8907471146407313	0.8917220581966306	0.9046111616094407	0.919101676068378	1.0	0.9186364774370206	0.9266299996165636	0.9940950787059696	0.9406637736010772	0.8167923736746069	0.9448748079998376	0.9064386873842643	0.7444700569967002	0.8943863776307688	0.7493678937384828	0.9385137101085126	0.65528386702424	0.602214571036113	0.9367572328519326	0.8628938399806928	0.923817944374649	0.7268145002131455	0.9240863498880141	0.9348417422449978	0.9612216059671733	0.9386321243055853
NielsenHB_2014__MH0157__bin.34	0.7686490358905022	0.5762066363739303	0.6010221275994632	0.8152518658285153	0.7937649880095923	0.9028597598779321	0.4959420962528715	0.9243438348900123	0.3967109622260116	0.7746459214115384	0.8942119796448956	0.8543689592505519	0.9857824820087828	0.94732965380851	0.9383730042613875	0.8787197451015345	0.7774476071316859	0.8666043322424809	0.8718113867951921	0.851612679001259	0.9733071887511029	0.9132346296875543	1.0	0.9131068216955188	0.9427493068658678	0.9549880432260083	0.7993537848543045	0.9172179787726621	0.8878131716225897	0.7562281170855741	0.8741635022977411	0.7352911499692252	0.8971089607977012	0.6447173257186677	0.5929057595438376	0.9152593773508543	0.8513110969849647	0.9078661334606928	0.7264527788708725	0.8596746726041328	0.9135597552813289	0.9058425069201301	0.991207034372502
CosteaPI_2017__SID713A062-11-0-0__bin.40	0.7160082009057563	0.5604185091484678	0.5613773700607364	0.7551437983218137	0.7661724963561232	0.8410997472140648	0.4584721293491558	0.8626497225106852	0.3824391326186301	0.7166435040383092	0.8551442091888355	0.8212707911552657	0.8568570110862195	0.8385215566518858	0.8167866911954278	0.8051447741309906	0.718348088595256	0.8369992943358899	0.8078169505244204	0.7955880072024989	0.8473356814383634	0.8439819793724211	0.8365843186438101	1.0	0.8719486703829589	0.8527868596509068	0.7724705742174781	0.8643558478189637	0.8255432945988448	0.6746754920902963	0.8105148061067164	0.6832071457992442	0.8338515393646557	0.6271371504933999	0.6006665290262143	0.885339340209193	0.7967368941123784	0.8416723931257838	0.6555460371362157	0.7979176232164519	0.8421392407793737	0.835212536374571	0.8721248296185818
ZeeviD_2015__PNP_Main_632__bin.19	0.7687897584904652	0.5468871293277442	0.578809592110147	0.7652636102945637	0.749355587292089	0.8487848437832552	0.4849592480292333	0.891188073918019	0.36937674726580855	0.7496882039829693	0.83730108545113	0.7985185962033372	0.8897614721912911	0.8533998361078808	0.8356153820053857	0.8523197315212664	0.7367824707405272	0.813531587275638	0.8198806075729674	0.8502536009483945	0.8617579229090131	0.9063234185798552	0.8645951895503866	0.8728093309520651	1.0	0.8804677402937103	0.7493746086484453	0.8850559999012946	0.8424712957450767	0.6891242053442813	0.8219333717873186	0.6982020191426818	0.8573547359578693	0.6245343623373032	0.5601748319694506	0.874119234087093	0.7945395340898692	0.8571891987484976	0.6669596983726973	0.8468050804500555	0.8576431408474888	0.8930089832211073	0.9075654617408551
ZeeviD_2015__PNP_Main_630__bin.15	0.7476743727547	0.5601551235201401	0.584932152109716	0.7985658854008477	0.767267828920796	0.8771970769937412	0.4820940822657667	0.8979628048838971	0.3796583147634835	0.7513121450547717	0.8628836392429682	0.8199577129618084	0.9268156091177164	0.9007869140373145	0.8771198136301099	0.8515243262368266	0.7605224708503979	0.8377314837016931	0.8436104263978541	0.8209504139717738	0.9052559335599014	0.8889054072631825	0.9077795148713326	0.8847790107944912	0.9125975516572192	1.0	0.7707223005512874	0.8901895776518118	0.8612195462455866	0.7203322004925673	0.8483730467022398	0.7118843841683637	0.8735998013532278	0.6249988010857367	0.5761731509278532	0.8898911812129603	0.8218258878093333	0.883575300874195	0.7059638791110769	0.831740109490179	0.8842125904114567	0.8834623365080584	0.9297862522366411
CosteaPI_2017__SID713B040-11-90-0__bin.65	0.7769329020933642	0.6149956117863692	0.599253939433657	0.8517901727144346	0.833177208016746	0.9264000842948211	0.5050988086931605	0.9377753877112028	0.41615749253746687	0.7778998510705829	0.914855163250542	0.8964850601564338	0.9344620615480692	0.9165815366072105	0.888614545225585	0.8901790108465333	0.7910413622865484	0.9175928174644477	0.906860647553844	0.8989727853655967	0.9231522922151933	0.9306668671238634	0.9161844771600869	0.9663572429939568	0.9365398774898133	0.9293073561366244	1.0	0.9432776807616345	0.9018145231238941	0.7413119152528651	0.8957603302917809	0.7379895942155249	0.9017290718189306	0.6295968625878766	0.6228269347653174	0.9603377446766407	0.878045568032731	0.920375446049387	0.729479158233972	0.8629149046350587	0.9312521764383125	0.9033076722422037	0.9350178162758394
ZeeviD_2015__PNP_Main_287__bin.58	0.7598250068963057	0.5468628888546259	0.6343704538136309	0.7728262477069128	0.766281312637074	0.874058247824386	0.47218192821758553	0.907686522782982	0.38134473242857997	0.7355342775241266	0.8530688298516167	0.8141044399622827	0.8755371514218976	0.8611608449259447	0.8348416052292353	0.8322671592149854	0.7448844095241393	0.837843989305744	0.8308716406075463	0.8035512565960674	0.8673365785303054	0.8787807750923265	0.8581044441577539	0.88261648463566	0.9028627797723747	0.8761281884270025	0.7699513010680621	1.0	0.8545057787371422	0.6940573248207222	0.8338399364805661	0.738743288557167	0.857295767084221	0.6157373173527835	0.5741114254218284	0.8827454953750176	0.8025988846339818	0.8630729309247133	0.6762664292029968	0.821429208241164	0.8695260900620825	0.8660024186891461	0.884303588491403
ZeeviD_2015__PNP_Main_372__bin.36	0.7727774023546834	0.5532268172522152	0.5931346638922528	0.8108659338110499	0.7777742465704542	0.8917147840127748	0.49087721880624374	0.9604818871366667	0.38813581246389806	0.7646788571377594	0.8649458164114161	0.8299768278458372	0.8998250379697714	0.8886275795469498	0.8581352326024849	0.872572109112076	0.7668104053900349	0.8496915583329431	0.8660291536476629	0.8311516047664608	0.8870050827083097	0.8962823077592148	0.8830581221857207	0.8962298972084133	0.9137054705463855	0.9011542587475438	0.7826021503937483	0.9084794695606212	1.0	0.7115590912233515	0.8600398543209712	0.7210052566667335	0.8876931105773412	0.6198188825178474	0.5840252641157224	0.8958758472109781	0.8356031562302764	0.8952458054832587	0.6977907280160042	0.8373845573984741	0.9016633101611792	0.8888818264742419	0.9114350900903916
LiJ_2014__MH0262__bin.24	0.7432621578162598	0.5269134033822089	0.5655574288116039	0.8033771021214232	0.7954097536686962	0.8754030878934873	0.48496202456795096	0.8935962193228191	0.40577570607156704	0.7584476269638671	0.8690921039457761	0.8428462860141688	0.915389003755546	0.9161993792496836	0.8929135149264312	0.8536620438530063	0.7701315482674025	0.8522737886532646	0.8605005110203675	0.8172717492754666	0.9119022388806873	0.8871595801367962	0.9065017514458752	0.882719313747691	0.9007343775933191	0.9083771726765036	0.7753055874919954	0.889290343562924	0.8575492928029114	1.0	0.8688596081572424	0.73510128685747	0.8727253546064739	0.5979012215436242	0.5917669612733243	0.8870130943509571	0.844862817405468	0.880190082105955	0.7144105055842667	0.8453701420307365	0.8923699048312759	0.8811368640887407	0.9257404419704623
