	BritoIL_2016__WL.37.ST__bin.67	ZeeviD_2015__PNP_Main_172__bin.30	ZeeviD_2015__PNP_Main_309__bin.11	ZeeviD_2015__PNP_Main_666__bin.1	CM_madagascar__A43_02_1FE__bin.3	QinJ_2012__T2D-024__bin.67	BritoIL_2016__W1.3.ST__bin.39	ZeeviD_2015__PNP_Main_82__bin.22	ZeeviD_2015__PNP_Main_680__bin.1	LiuW_2016__SRR3992974__bin.25	ZeeviD_2015__PNP_Main_480__bin.32	ZeeviD_2015__PNP_Main_72__bin.48	ZeeviD_2015__PNP_Main_626__bin.26	LiJ_2017__H3M517925__bin.71	ZeeviD_2015__PNP_Main_670__bin.20	ZeeviD_2015__PNP_Validation_94__bin.6	ZeeviD_2015__PNP_Main_609__bin.36	ZeeviD_2015__PNP_Main_85__bin.7	ZeeviD_2015__PNP_Main_610__bin.35	LiJ_2014__MH0329__bin.66	LeChatelierE_2013__MH0157__bin.21	BritoIL_2016__W2.39.ST__bin.67	NielsenHB_2014__MH0157__bin.34	CosteaPI_2017__SID713A062-11-0-0__bin.40	ZeeviD_2015__PNP_Main_632__bin.19	ZeeviD_2015__PNP_Main_630__bin.15	CosteaPI_2017__SID713B040-11-90-0__bin.65	ZeeviD_2015__PNP_Main_287__bin.58	ZeeviD_2015__PNP_Main_372__bin.36	LiJ_2014__MH0262__bin.24	LiJ_2014__MH0374__bin.32	ZeeviD_2015__PNP_Main_16__bin.42	CosteaPI_2017__SID713B032-11-90-0__bin.23	ZeeviD_2015__PNP_Main_751__bin.17	CosteaPI_2017__SID713B049-11-0-0__bin.41	ZeeviD_2015__PNP_Validation_73__bin.3	BritoIL_2016__M1.15.ST__bin.85	LiJ_2014__MH0389__bin.39	ZeeviD_2015__PNP_Main_225__bin.2	BritoIL_2016__W2.46.ST__bin.69	CosteaPI_2017__SID713A013-11-0-0__bin.81	BritoIL_2016__M2.57.ST__bin.84	ZeeviD_2015__PNP_Main_73__bin.31
ZeeviD_2015__PNP_Main_480__bin.32	1380956.0	1046438.0	1055317.0	1495317.0	1466648.0	1606825.0	864871.0	1640247.0	742555.0	1378088.0	1776225.0	1573151.0	1647442.0	1614175.0	1579010.0	1535667.0	1380275.0	1631189.0	1589630.0	1517788.0	1629094.0	1616448.0	1623458.0	1679420.0	1656928.0	1647627.0	1436580.0	1655169.0	1578682.0	1317416.0	1579625.0	1326242.0	1600083.0	1175981.0	1115764.0	1695141.0	1534792.0	1634552.0	1267114.0	1565127.0	1627184.0	1626022.0	1657571.0
ZeeviD_2015__PNP_Main_72__bin.48	1300953.0	993671.0	1012640.0	1412401.0	1418248.0	1541853.0	832419.0	1572256.0	727468.0	1327844.0	1573151.0	1663320.0	1573552.0	1547459.0	1518002.0	1498305.0	1345029.0	1549724.0	1506164.0	1449197.0	1555956.0	1568459.0	1550460.0	1613479.0	1579734.0	1565197.0	1407998.0	1579106.0	1514263.0	1276716.0	1517145.0	1287578.0	1540709.0	1118709.0	1057044.0	1620914.0	1493814.0	1545540.0	1251940.0	1479005.0	1574764.0	1541400.0	1579367.0
ZeeviD_2015__PNP_Main_626__bin.26	1421633.0	1070066.0	1111032.0	1501591.0	1466300.0	1671757.0	928118.0	1710172.0	728711.0	1432243.0	1647442.0	1573552.0	1892478.0	1725215.0	1715372.0	1612996.0	1447957.0	1601859.0	1612826.0	1573671.0	1747312.0	1687701.0	1759789.0	1699030.0	1756622.0	1751697.0	1480319.0	1696497.0	1639795.0	1364449.0	1624114.0	1353457.0	1658059.0	1201361.0	1098775.0	1696573.0	1575697.0	1679128.0	1324245.0	1585098.0	1688430.0	1673445.0	1854477.0
LiJ_2017__H3M517925__bin.71	1400623.0	1035391.0	1095831.0	1463898.0	1457187.0	1641017.0	895016.0	1682262.0	726517.0	1414585.0	1614175.0	1547459.0	1725215.0	1776257.0	1653165.0	1590936.0	1418096.0	1584246.0	1597600.0	1537440.0	1710075.0	1669209.0	1691758.0	1662354.0	1684324.0	1702072.0	1451989.0	1668278.0	1619492.0	1366110.0	1599331.0	1331483.0	1633468.0	1167970.0	1080537.0	1669870.0	1557768.0	1655394.0	1303435.0	1578618.0	1669907.0	1659175.0	1731376.0
ZeeviD_2015__PNP_Main_670__bin.20	1335030.0	1027809.0	1038655.0	1435787.0	1409966.0	1595194.0	884647.0	1638457.0	697685.0	1366462.0	1579010.0	1518002.0	1715372.0	1653165.0	1737184.0	1541583.0	1370606.0	1532953.0	1542567.0	1491977.0	1666771.0	1605823.0	1675407.0	1619963.0	1649645.0	1657435.0	1407644.0	1617253.0	1563386.0	1330886.0	1549893.0	1297569.0	1590051.0	1158123.0	1036713.0	1615224.0	1520220.0	1604114.0	1278577.0	1517128.0	1619695.0	1597019.0	1717784.0
ZeeviD_2015__PNP_Validation_94__bin.6	1377187.0	1020289.0	1080104.0	1457934.0	1420130.0	1568022.0	909155.0	1619655.0	698860.0	1388495.0	1535667.0	1498305.0	1612996.0	1590936.0	1541583.0	1711861.0	1403107.0	1526192.0	1565981.0	1490224.0	1583588.0	1634530.0	1589888.0	1594956.0	1663964.0	1621449.0	1409733.0	1610285.0	1587891.0	1289520.0	1552717.0	1308680.0	1592688.0	1153051.0	1029697.0	1622216.0	1512709.0	1612910.0	1272430.0	1512902.0	1617839.0	1605960.0	1618269.0
ZeeviD_2015__PNP_Main_609__bin.36	1214162.0	833074.0	896267.0	1313632.0	1281359.0	1401027.0	725226.0	1448442.0	669884.0	1224189.0	1380275.0	1345029.0	1447957.0	1418096.0	1370606.0	1403107.0	1534016.0	1378113.0	1411911.0	1296076.0	1421704.0	1437475.0	1412334.0	1425074.0	1458893.0	1452854.0	1254093.0	1445467.0	1399264.0	1167667.0	1416497.0	1180388.0	1447929.0	945057.0	1048082.0	1447355.0	1354791.0	1454153.0	1126278.0	1328543.0	1465020.0	1414123.0	1451127.0
ZeeviD_2015__PNP_Main_85__bin.7	1333052.0	1019528.0	1041246.0	1449843.0	1463193.0	1571792.0	858122.0	1610367.0	744575.0	1358295.0	1631189.0	1549724.0	1601859.0	1584246.0	1532953.0	1526192.0	1378113.0	1749894.0	1565532.0	1470812.0	1579039.0	1606954.0	1573823.0	1641781.0	1610347.0	1600356.0	1439699.0	1625771.0	1550863.0	1292024.0	1558206.0	1301191.0	1577407.0	1153318.0	1094161.0	1681903.0	1503605.0	1597427.0	1253438.0	1526075.0	1610503.0	1584646.0	1605819.0
ZeeviD_2015__PNP_Main_610__bin.35	1352710.0	1018864.0	1040957.0	1515282.0	1435731.0	1574373.0	908243.0	1623600.0	710521.0	1368953.0	1589630.0	1506164.0	1612826.0	1597600.0	1542567.0	1565981.0	1411911.0	1565532.0	1741706.0	1493262.0	1587739.0	1608060.0	1582034.0	1601597.0	1622381.0	1610383.0	1436515.0	1611386.0	1580303.0	1303849.0	1604429.0	1300788.0	1582739.0	1134798.0	1067630.0	1634932.0	1530128.0	1640199.0	1258484.0	1515210.0	1660991.0	1592545.0	1614677.0
LiJ_2014__MH0329__bin.66	1352655.0	944810.0	980150.0	1403144.0	1345019.0	1549069.0	776853.0	1571239.0	680149.0	1310519.0	1517788.0	1449197.0	1573671.0	1537440.0	1491977.0	1490224.0	1296076.0	1470812.0	1493262.0	1782239.0	1559491.0	1607882.0	1541979.0	1576513.0	1659505.0	1564543.0	1423738.0	1556644.0	1513947.0	1235528.0	1480914.0	1246601.0	1536037.0	1054914.0	1031425.0	1548491.0	1456053.0	1524054.0	1200203.0	1528407.0	1560397.0	1555243.0	1593569.0
LeChatelierE_2013__MH0157__bin.21	1406539.0	1057763.0	1102858.0	1480613.0	1444581.0	1640851.0	899079.0	1691477.0	725614.0	1402873.0	1629094.0	1555956.0	1747312.0	1710075.0	1666771.0	1583588.0	1421704.0	1579039.0	1587739.0	1559491.0	1776549.0	1653296.0	1736713.0	1679806.0	1700767.0	1709953.0	1462342.0	1680487.0	1615546.0	1359595.0	1598646.0	1334874.0	1623071.0	1173231.0	1091042.0	1666217.0	1549442.0	1646782.0	1317160.0	1560275.0	1656529.0	1636222.0	1788823.0
BritoIL_2016__W2.39.ST__bin.67	1447605.0	1042979.0	1122912.0	1495616.0	1473671.0	1651334.0	909924.0	1698898.0	733866.0	1435752.0	1616448.0	1568459.0	1687701.0	1669209.0	1605823.0	1634530.0	1437475.0	1606954.0	1608060.0	1607882.0	1653296.0	1773436.0	1652663.0	1672592.0	1766262.0	1693080.0	1474596.0	1701485.0	1631442.0	1340601.0	1613248.0	1348661.0	1684148.0	1182220.0	1087791.0	1689743.0	1559417.0	1666048.0	1307994.0	1639090.0	1686192.0	1704962.0	1688238.0
NielsenHB_2014__MH0157__bin.34	1390705.0	1046250.0	1088281.0	1479786.0	1440703.0	1634822.0	899825.0	1674592.0	720033.0	1402332.0	1623458.0	1550460.0	1759789.0	1691758.0	1675407.0	1589888.0	1412334.0	1573823.0	1582034.0	1541979.0	1736713.0	1652663.0	1783926.0	1658798.0	1707042.0	1715570.0	1451295.0	1662964.0	1609072.0	1351656.0	1587167.0	1332573.0	1624354.0	1171218.0	1077705.0	1662192.0	1548733.0	1647647.0	1304154.0	1555735.0	1659062.0	1639868.0	1769520.0
CosteaPI_2017__SID713A062-11-0-0__bin.40	1419596.0	1098099.0	1111746.0	1497456.0	1502069.0	1667001.0	907368.0	1709461.0	750680.0	1421066.0	1679420.0	1613479.0	1699030.0	1662354.0	1619963.0	1594956.0	1425074.0	1641781.0	1601597.0	1576513.0	1679806.0	1672592.0	1658798.0	1947102.0	1728758.0	1691240.0	1506388.0	1713386.0	1636449.0	1338985.0	1606509.0	1353830.0	1653173.0	1223330.0	1170786.0	1736785.0	1581531.0	1669206.0	1299203.0	1581862.0	1670413.0	1655857.0	1729323.0
ZeeviD_2015__PNP_Main_632__bin.19	1498351.0	1083365.0	1142154.0	1514466.0	1483134.0	1676568.0	959714.0	1759172.0	730803.0	1464945.0	1656928.0	1579734.0	1756622.0	1684324.0	1649645.0	1663964.0	1458893.0	1610347.0	1622381.0	1659505.0	1700767.0	1766262.0	1707042.0	1728758.0	1945182.0	1739129.0	1483938.0	1747990.0	1663725.0	1361814.0	1626323.0	1378409.0	1689113.0	1237200.0	1110489.0	1730940.0	1575571.0	1696642.0	1316780.0	1650763.0	1697067.0	1741633.0	1792644.0
ZeeviD_2015__PNP_Main_630__bin.15	1424741.0	1069731.0	1114363.0	1525005.0	1465007.0	1671870.0	919951.0	1710896.0	724969.0	1432008.0	1647627.0	1565197.0	1751697.0	1702072.0	1657435.0	1621449.0	1452854.0	1600356.0	1610383.0	1564543.0	1709953.0	1693080.0	1715570.0	1691240.0	1739129.0	1876698.0	1472528.0	1697567.0	1641691.0	1362165.0	1620451.0	1356950.0	1664256.0	1193839.0	1102255.0	1699834.0	1572660.0	1687188.0	1326622.0	1584495.0	1688702.0	1683943.0	1757209.0
CosteaPI_2017__SID713B040-11-90-0__bin.65	1230947.0	964005.0	948891.0	1349852.0	1306723.0	1468094.0	799068.0	1484945.0	653283.0	1233104.0	1436580.0	1407998.0	1480319.0	1451989.0	1407644.0	1409733.0	1254093.0	1439699.0	1436515.0	1423738.0	1462342.0	1474596.0	1451295.0	1506388.0	1483938.0	1472528.0	1556442.0	1494455.0	1428357.0	1175240.0	1419135.0	1168827.0	1428436.0	981581.0	970952.0	1506458.0	1393978.0	1458402.0	1155064.0	1366976.0	1476331.0	1431350.0	1481463.0
ZeeviD_2015__PNP_Main_287__bin.58	1471215.0	1061477.0	1210767.0	1498638.0	1486242.0	1692186.0	914791.0	1757328.0	739942.0	1424374.0	1655169.0	1579106.0	1696497.0	1668278.0	1617253.0	1610285.0	1445467.0	1625771.0	1611386.0	1556644.0	1680487.0	1701485.0	1662964.0	1713386.0	1747990.0	1697567.0	1494455.0	1906818.0	1654503.0	1346408.0	1618135.0	1409269.0	1659856.0	1194345.0	1114855.0	1712946.0	1559453.0	1673276.0	1309405.0	1590653.0	1686443.0	1677092.0	1713532.0
ZeeviD_2015__PNP_Main_372__bin.36	1407169.0	1009700.0	1079417.0	1478874.0	1419007.0	1623446.0	894172.0	1723462.0	708046.0	1392523.0	1578682.0	1514263.0	1639795.0	1619492.0	1563386.0	1587891.0	1399264.0	1550863.0	1580303.0	1513947.0	1615546.0	1631442.0	1609072.0	1636449.0	1663725.0	1641691.0	1428357.0	1654503.0	1793532.0	1297456.0	1568637.0	1312572.0	1617089.0	1131235.0	1067325.0	1635363.0	1527127.0	1632847.0	1269937.0	1524940.0	1644787.0	1618938.0	1661055.0
LiJ_2014__MH0262__bin.24	1123071.0	798618.0	854513.0	1217234.0	1205875.0	1323990.0	735153.0	1351751.0	614765.0	1146093.0	1317416.0	1276716.0	1364449.0	1366110.0	1330886.0	1289520.0	1167667.0	1292024.0	1303849.0	1235528.0	1359595.0	1340601.0	1351656.0	1338985.0	1361814.0	1362165.0	1175240.0	1346408.0	1297456.0	1488199.0	1317297.0	1112380.0	1318687.0	907191.0	898207.0	1345083.0	1283029.0	1333204.0	1070650.0	1277194.0	1353124.0	1331653.0	1380162.0
LiJ_2014__MH0374__bin.32	1339031.0	1018027.0	1066133.0	1489373.0	1437763.0	1591244.0	913368.0	1627735.0	709815.0	1370324.0	1579625.0	1517145.0	1624114.0	1599331.0	1549893.0	1552717.0	1416497.0	1558206.0	1604429.0	1480914.0	1598646.0	1613248.0	1587167.0	1606509.0	1626323.0	1620451.0	1419135.0	1618135.0	1568637.0	1317297.0	1725151.0	1304580.0	1582173.0	1143127.0	1052147.0	1626763.0	1531712.0	1634831.0	1269460.0	1517670.0	1637839.0	1598515.0	1620204.0
ZeeviD_2015__PNP_Main_16__bin.42	1144014.0	804572.0	891749.0	1208284.0	1210839.0	1337795.0	697270.0	1366166.0	628900.0	1146865.0	1326242.0	1287578.0	1353457.0	1331483.0	1297569.0	1308680.0	1180388.0	1301191.0	1300788.0	1246601.0	1334874.0	1348661.0	1332573.0	1353830.0	1378409.0	1356950.0	1168827.0	1409269.0	1312572.0	1112380.0	1304580.0	1465876.0	1331817.0	921476.0	944651.0	1366284.0	1256749.0	1343209.0	1059674.0	1270683.0	1359660.0	1336345.0	1356520.0
CosteaPI_2017__SID713B032-11-90-0__bin.23	1388054.0	1013651.0	1078427.0	1479083.0	1447108.0	1624611.0	883287.0	1669078.0	729801.0	1409676.0	1600083.0	1540709.0	1658059.0	1633468.0	1590051.0	1592688.0	1447929.0	1577407.0	1582739.0	1536037.0	1623071.0	1684148.0	1624354.0	1653173.0	1689113.0	1664256.0	1428436.0	1659856.0	1617089.0	1318687.0	1582173.0	1331817.0	1845754.0	1159625.0	1089676.0	1653980.0	1547777.0	1642314.0	1280993.0	1584575.0	1664710.0	1657639.0	1662120.0
ZeeviD_2015__PNP_Main_751__bin.17	915264.0	1092430.0	1004815.0	1021631.0	1052367.0	1168511.0	937810.0	1195413.0	449522.0	1010177.0	1175981.0	1118709.0	1201361.0	1167970.0	1158123.0	1153051.0	945057.0	1153318.0	1134798.0	1054914.0	1173231.0	1182220.0	1171218.0	1223330.0	1237200.0	1193839.0	981581.0	1194345.0	1131235.0	907191.0	1143127.0	921476.0	1159625.0	1331692.0	619780.0	1267769.0	1087129.0	1176734.0	891969.0	1071969.0	1193403.0	1165883.0	1214939.0
CosteaPI_2017__SID713B049-11-0-0__bin.41	1075869.0	496243.0	534341.0	1024174.0	1015377.0	1117814.0	368029.0	1116519.0	572955.0	938844.0	1115764.0	1057044.0	1098775.0	1080537.0	1036713.0	1029697.0	1048082.0	1094161.0	1067630.0	1031425.0	1091042.0	1087791.0	1077705.0	1170786.0	1110489.0	1102255.0	970952.0	1114855.0	1067325.0	898207.0	1052147.0	944651.0	1089676.0	619780.0	1217995.0	1136626.0	1027389.0	1086892.0	864727.0	1024324.0	1105136.0	1099465.0	1124943.0
ZeeviD_2015__PNP_Validation_73__bin.3	1416656.0	1105796.0	1120322.0	1502221.0	1529621.0	1676600.0	924226.0	1703897.0	754997.0	1428596.0	1695141.0	1620914.0	1696573.0	1669870.0	1615224.0	1622216.0	1447355.0	1681903.0	1634932.0	1548491.0	1666217.0	1689743.0	1662192.0	1736785.0	1730940.0	1699834.0	1506458.0	1712946.0	1635363.0	1345083.0	1626763.0	1366284.0	1653980.0	1267769.0	1136626.0	1865062.0	1584943.0	1681711.0	1301838.0	1572858.0	1700696.0	1664476.0	1700539.0
BritoIL_2016__M1.15.ST__bin.85	1314922.0	985944.0	1005762.0	1440045.0	1386733.0	1545233.0	847831.0	1579895.0	694393.0	1324714.0	1534792.0	1493814.0	1575697.0	1557768.0	1520220.0	1512709.0	1354791.0	1503605.0	1530128.0	1456053.0	1549442.0	1559417.0	1548733.0	1581531.0	1575571.0	1572660.0	1393978.0	1559453.0	1527127.0	1283029.0	1531712.0	1256749.0	1547777.0	1087129.0	1027389.0	1584943.0	1646570.0	1562338.0	1249869.0	1486364.0	1587248.0	1531707.0	1576923.0
LiJ_2014__MH0389__bin.39	1399638.0	1035671.0	1099150.0	1517147.0	1473591.0	1651675.0	939510.0	1688078.0	724405.0	1429307.0	1634552.0	1545540.0	1679128.0	1655394.0	1604114.0	1612910.0	1454153.0	1597427.0	1640199.0	1524054.0	1646782.0	1666048.0	1647647.0	1669206.0	1696642.0	1687188.0	1458402.0	1673276.0	1632847.0	1333204.0	1634831.0	1343209.0	1642314.0	1176734.0	1086892.0	1681711.0	1562338.0	1844917.0	1287429.0	1573810.0	1693482.0	1664755.0	1694359.0
ZeeviD_2015__PNP_Main_225__bin.2	1086574.0	815720.0	826955.0	1197510.0	1177878.0	1277288.0	706265.0	1314087.0	587949.0	1126298.0	1267114.0	1251940.0	1324245.0	1303435.0	1278577.0	1272430.0	1126278.0	1253438.0	1258484.0	1200203.0	1317160.0	1307994.0	1304154.0	1299203.0	1316780.0	1326622.0	1155064.0	1309405.0	1269937.0	1070650.0	1269460.0	1059674.0	1280993.0	891969.0	864727.0	1301838.0	1249869.0	1287429.0	1376774.0	1236126.0	1312214.0	1302413.0	1324030.0
BritoIL_2016__W2.46.ST__bin.69	1386247.0	946613.0	1011739.0	1434828.0	1388123.0	1543690.0	825909.0	1588005.0	705534.0	1348844.0	1565127.0	1479005.0	1585098.0	1578618.0	1517128.0	1512902.0	1328543.0	1526075.0	1515210.0	1528407.0	1560275.0	1639090.0	1555735.0	1581862.0	1650763.0	1584495.0	1366976.0	1590653.0	1524940.0	1277194.0	1517670.0	1270683.0	1584575.0	1071969.0	1024324.0	1572858.0	1486364.0	1573810.0	1236126.0	1702283.0	1567414.0	1644608.0	1586072.0
CosteaPI_2017__SID713A013-11-0-0__bin.81	1393539.0	1064785.0	1109536.0	1509865.0	1486714.0	1658605.0	938605.0	1702678.0	729872.0	1425929.0	1627184.0	1574764.0	1688430.0	1669907.0	1619695.0	1617839.0	1465020.0	1610503.0	1660991.0	1560397.0	1656529.0	1686192.0	1659062.0	1670413.0	1697067.0	1688702.0	1476331.0	1686443.0	1644787.0	1353124.0	1637839.0	1359660.0	1664710.0	1193403.0	1105136.0	1700696.0	1587248.0	1693482.0	1312214.0	1567414.0	1867234.0	1654176.0	1689648.0
BritoIL_2016__M2.57.ST__bin.84	1454472.0	1026201.0	1100614.0	1484768.0	1461222.0	1632664.0	904822.0	1682623.0	729375.0	1427819.0	1626022.0	1541400.0	1673445.0	1659175.0	1597019.0	1605960.0	1414123.0	1584646.0	1592545.0	1555243.0	1636222.0	1704962.0	1639868.0	1655857.0	1741633.0	1683943.0	1431350.0	1677092.0	1618938.0	1331653.0	1598515.0	1336345.0	1657639.0	1165883.0	1099465.0	1664476.0	1531707.0	1664755.0	1302413.0	1644608.0	1654176.0	1831198.0	1679852.0
ZeeviD_2015__PNP_Main_73__bin.31	1434829.0	1074033.0	1126240.0	1501441.0	1465001.0	1686412.0	953926.0	1728186.0	728519.0	1437787.0	1657571.0	1579367.0	1854477.0	1731376.0	1717784.0	1618269.0	1451127.0	1605819.0	1614677.0	1593569.0	1788823.0	1688238.0	1769520.0	1729323.0	1792644.0	1757209.0	1481463.0	1713532.0	1661055.0	1380162.0	1620204.0	1356520.0	1662120.0	1214939.0	1124943.0	1700539.0	1576923.0	1694359.0	1324030.0	1586072.0	1689648.0	1679852.0	1980944.0
