	BritoIL_2016__WL.37.ST__bin.67	ZeeviD_2015__PNP_Main_172__bin.30	ZeeviD_2015__PNP_Main_309__bin.11	ZeeviD_2015__PNP_Main_666__bin.1	CM_madagascar__A43_02_1FE__bin.3	QinJ_2012__T2D-024__bin.67	BritoIL_2016__W1.3.ST__bin.39	ZeeviD_2015__PNP_Main_82__bin.22	ZeeviD_2015__PNP_Main_680__bin.1	LiuW_2016__SRR3992974__bin.25	ZeeviD_2015__PNP_Main_480__bin.32	ZeeviD_2015__PNP_Main_72__bin.48	ZeeviD_2015__PNP_Main_626__bin.26	LiJ_2017__H3M517925__bin.71	ZeeviD_2015__PNP_Main_670__bin.20	ZeeviD_2015__PNP_Validation_94__bin.6	ZeeviD_2015__PNP_Main_609__bin.36	ZeeviD_2015__PNP_Main_85__bin.7	ZeeviD_2015__PNP_Main_610__bin.35	LiJ_2014__MH0329__bin.66	LeChatelierE_2013__MH0157__bin.21	BritoIL_2016__W2.39.ST__bin.67	NielsenHB_2014__MH0157__bin.34	CosteaPI_2017__SID713A062-11-0-0__bin.40	ZeeviD_2015__PNP_Main_632__bin.19	ZeeviD_2015__PNP_Main_630__bin.15	CosteaPI_2017__SID713B040-11-90-0__bin.65	ZeeviD_2015__PNP_Main_287__bin.58	ZeeviD_2015__PNP_Main_372__bin.36	LiJ_2014__MH0262__bin.24	LiJ_2014__MH0374__bin.32	ZeeviD_2015__PNP_Main_16__bin.42	CosteaPI_2017__SID713B032-11-90-0__bin.23	ZeeviD_2015__PNP_Main_751__bin.17	CosteaPI_2017__SID713B049-11-0-0__bin.41	ZeeviD_2015__PNP_Validation_73__bin.3	BritoIL_2016__M1.15.ST__bin.85	LiJ_2014__MH0389__bin.39	ZeeviD_2015__PNP_Main_225__bin.2	BritoIL_2016__W2.46.ST__bin.69	CosteaPI_2017__SID713A013-11-0-0__bin.81	BritoIL_2016__M2.57.ST__bin.84	ZeeviD_2015__PNP_Main_73__bin.31
ZeeviD_2015__PNP_Main_480__bin.32	0.7774668186744359	0.5891359484299568	0.5941347520725133	0.8418511168348605	0.8257107066953793	0.9046291995664963	0.48691522751903615	0.923445509437149	0.41805233008205606	0.7758521583695759	1.0	0.8856710157778435	0.9274962349927515	0.9087671888415038	0.8889695843713493	0.8645678334670439	0.7770834213007924	0.9183459302734732	0.8949485566299314	0.8545021041816211	0.9171664625821616	0.9100468690621966	0.9139934411462511	0.9454995847935932	0.9328367746203324	0.9276003884642993	0.8087826711143014	0.9318464721530212	0.8887849230812538	0.7416943236358007	0.8893158242902786	0.7466632887162381	0.9008335092682515	0.6620675871581585	0.628165913665217	0.9543503779082042	0.8640752156962097	0.9202392714886909	0.7133747132260834	0.8811535700713592	0.9160911483623978	0.9154369519627299	0.9331987783079283
ZeeviD_2015__PNP_Main_72__bin.48	0.7821423418223793	0.5974021835846379	0.6088064834187048	0.8491456845345454	0.8526609431738932	0.9269731621095159	0.5004563162830965	0.9452516653440107	0.43735901690594714	0.798309405285814	0.9457897458095856	1.0	0.9460308299064522	0.9303435298078542	0.9126337686073636	0.9007917899141477	0.8086411514320756	0.9317052641704543	0.9055166774883967	0.8712677055527499	0.935451987591083	0.9429688815140803	0.9321477526873962	0.9700352307433326	0.9497474929658755	0.9410077435490465	0.8464985691268067	0.9493699348291369	0.9103858547964312	0.7675708823317221	0.9121185340163047	0.7741011951999616	0.9262853810451387	0.6725759324724045	0.6355024889979078	0.9745052064545607	0.8980917682706876	0.9291898131447948	0.7526753721472718	0.8891884904889017	0.9467594930620686	0.9267008152369959	0.9495268499146285
ZeeviD_2015__PNP_Main_626__bin.26	0.7512018633770116	0.5654311437173907	0.5870778946967944	0.7934522884810286	0.7748042513572152	0.8833693178996004	0.49042472356349714	0.9036681007652401	0.3850565237746489	0.7568082693695779	0.8705210839967492	0.8314770369853705	1.0	0.911616938215398	0.9064158209500982	0.8523195514029753	0.7651116684051281	0.8464346745378282	0.8522297220892396	0.8315399175049856	0.9232931637778616	0.8917942507125578	0.9298861069983376	0.8977805818614536	0.9282126397242134	0.9256102316645161	0.7822119992940473	0.896442125086791	0.8664803501018241	0.7209853958672174	0.8581943885212933	0.7151771381226096	0.8761311888434106	0.6348084363464199	0.580601201176447	0.8964822840741081	0.8326104715616245	0.8872642112616369	0.699741291576441	0.8375780326112113	0.8921794599461659	0.8842612701442236	0.9799199779336932
LiJ_2017__H3M517925__bin.71	0.7885249713301622	0.5829060772174297	0.6169326848535994	0.8241476317897691	0.8203694623019079	0.9238623690152945	0.5038775357394791	0.9470825449245238	0.4090156998677556	0.7963853203674919	0.9087508170270405	0.8711909368970819	0.9712642933989845	1.0	0.9307014694382626	0.8956676877276205	0.7983619487495335	0.8919013408532661	0.89941939708049	0.8655504242910795	0.962740752042075	0.9397339461575661	0.9524286181560438	0.935874707319943	0.9482434129745865	0.9582352103327391	0.817443083968142	0.9392098102920917	0.9117441901706791	0.7690947875223011	0.9003939182224194	0.7496004238125451	0.9196124209503467	0.657545614176327	0.6083224443309724	0.940106076992237	0.8769947141657992	0.9319563554147852	0.7338099160200354	0.8887328804334057	0.9401269073112731	0.9340849888276302	0.974732823009283
ZeeviD_2015__PNP_Main_670__bin.20	0.7685023578388933	0.5916523523127084	0.5978957899681323	0.826502546650211	0.8116388361854587	0.9182642713725201	0.5092419686112697	0.943168369038628	0.4016183662755356	0.7865960082524361	0.9089480446515741	0.8738291395730101	0.9874440473778252	0.951634944830254	1.0	0.8874034068929947	0.7889814780702562	0.8824355969200729	0.8879698408458747	0.8588479976790023	0.9594671606461952	0.9243827942232947	0.9644384244846833	0.9325224040746404	0.9496086770313334	0.9540929458249673	0.8103021902112845	0.9309624081271759	0.8999541787168198	0.7661168880210731	0.892187010702378	0.7469381481754379	0.9153037329379041	0.666666858548087	0.5967778888131597	0.9297944259214913	0.8751059185440345	0.9233990181811483	0.7360055123694439	0.8733260264888463	0.932368131412677	0.9193148221489491	0.9888325013354947
ZeeviD_2015__PNP_Validation_94__bin.6	0.8044969772662617	0.5960115920626733	0.6309530972432925	0.8516661107414679	0.8295825420405044	0.9159750704058331	0.5310916014793258	0.9461369819161719	0.4082457629445381	0.8111026537785486	0.8970745872474459	0.875249217080125	0.9422470632837596	0.9293605029847634	0.9005304753131241	1.0	0.8196383935377931	0.891539675242324	0.9147828007063658	0.8705286235272607	0.9250680984028493	0.9548263556445296	0.9287483037466243	0.9317088244898388	0.9720205086744776	0.9471849641997803	0.823509034904119	0.9406634066667796	0.9275817370686055	0.7532854595086867	0.9070345080587735	0.7644779570303898	0.9303839505660798	0.6735657860071583	0.601507365376044	0.9476330145963954	0.8836634516470672	0.9421968255600192	0.7433021723142241	0.8837761944456939	0.9450761481218394	0.9381369164902992	0.9453273367405415
ZeeviD_2015__PNP_Main_609__bin.36	0.7914923964287204	0.5430673474070674	0.5842618329926155	0.8563352663857483	0.8352970242813634	0.9133066408694563	0.4727629959531061	0.9442157057032	0.43668644916350285	0.7980288341190704	0.899778750677959	0.8768024583837457	0.943899542116901	0.9244336434561309	0.8934756873461555	0.9146625589302849	1.0	0.898369378155117	0.9204017428762151	0.8448907964454087	0.926785639784722	0.9370664973507448	0.9206774896741624	0.9289824877967374	0.9510285420751804	0.9470918165129959	0.8175227637782135	0.9422763517460052	0.9121573699361676	0.7611830645834202	0.9233912814468689	0.7694756769160165	0.9438812893737745	0.6160672378906087	0.6832275543410238	0.9435071081396804	0.8831661468980767	0.9479386134173308	0.7342022508239809	0.8660555039843131	0.9550226334014769	0.9218437095832116	0.9459660133922984
ZeeviD_2015__PNP_Main_85__bin.7	0.761790142717216	0.5826227188618281	0.5950337563303835	0.8285318996464929	0.8361609331765238	0.898221263687972	0.4903851318994179	0.920265456079054	0.42549720154477927	0.7762155879156108	0.9321644625331591	0.8856102141043972	0.9154034472945218	0.905338266203553	0.8760262050158467	0.872162542416855	0.7875408453312029	1.0	0.894643904145051	0.8405149111889063	0.9023626573952479	0.9183150522260205	0.899381905418271	0.9382174005968361	0.9202540268153385	0.9145445381263093	0.8227349770900408	0.9290682749926567	0.8862611106729893	0.7383441511314399	0.8904573648460993	0.7435827541553945	0.9014300294760711	0.6590787784860112	0.6252727308054088	0.9611456465363045	0.8592549034398655	0.9128707224551887	0.7162936726453145	0.8720956812241198	0.9203431750723187	0.905566851477861	0.9176664415101715
ZeeviD_2015__PNP_Main_610__bin.35	0.7766580582486367	0.5849804731682615	0.5976651627771852	0.8699987253876372	0.8243245415701617	0.9039258060774895	0.5214674577684179	0.932189473998482	0.40794542821808044	0.7859839720366124	0.9126856082484645	0.8647636283046622	0.9260035849908078	0.9172615814609354	0.8856644003063663	0.8991075416861399	0.8106482954069171	0.8988497484650108	1.0	0.8573559487077612	0.9115998911412144	0.923267187458733	0.9083243670286489	0.9195564578637268	0.9314895854983563	0.9246009372419914	0.82477467494514	0.925176809404113	0.9073305138754761	0.7486045291225959	0.9211824498508934	0.7468470568511563	0.9087291425763017	0.6515439459931814	0.612979458071569	0.9386957385460003	0.8785225520265763	0.9417197850842794	0.7225582273931421	0.8699573866083025	0.9536575059166128	0.9143592546618086	0.9270663361095386
LiJ_2014__MH0329__bin.66	0.7589638651157337	0.5301253086707226	0.549954299058656	0.7872928378292698	0.7546793667964846	0.8691701842457717	0.43588598386636135	0.8816095933261476	0.38162614553940294	0.7353216936673477	0.8516186661833794	0.8131328065427813	0.8829741690087581	0.8626452456713157	0.8371363212229112	0.8361527269911612	0.7272178422759237	0.8252608095771667	0.8378573244104747	1.0	0.8750178848066954	0.9021696865571901	0.8651920421447404	0.8845687924010192	0.9311349375701015	0.8778525214631707	0.7988479659574277	0.8734204559545605	0.8494635119083356	0.6932448453883009	0.830928960706168	0.6994578168247917	0.8618580336307308	0.5919037794594327	0.5787242900643517	0.8688458730843619	0.8169796531217194	0.8551344684972105	0.6734242713799888	0.8575769018633304	0.8755262341358258	0.8726343660979251	0.8941387771224847
LeChatelierE_2013__MH0157__bin.21	0.7917254182125008	0.5954032227650349	0.6207867050106696	0.8334208625824562	0.8131388439046714	0.9236170800805382	0.5060817348691199	0.9521139017274503	0.40844018374950536	0.789661866911636	0.9169991933799744	0.8758306131719418	0.9835428124977132	0.9625825125003589	0.9382071645645574	0.8913843637299056	0.8002616308359635	0.8888237813873977	0.8937209162257838	0.8778204260056998	1.0	0.9306222344556778	0.9775767513308105	0.9455444234862084	0.9573431411123476	0.9625138400348091	0.8231363165327835	0.945927750937351	0.9093731723695772	0.7653011540914436	0.8998603472237467	0.7513859735926226	0.9136089125602502	0.6603988969625944	0.6141356078554546	0.937895324024274	0.872163953822833	0.926955575106569	0.7414149567504189	0.8782617310302164	0.9324420547927471	0.9210114666130796	1.0069089003455576
BritoIL_2016__W2.39.ST__bin.67	0.8162713512074865	0.5881120040418713	0.6331843945876817	0.8433436560439734	0.8309693724498657	0.9311494748048421	0.5130853326536734	0.9579697265647027	0.41381025309061054	0.8095877155984202	0.9114780572854053	0.8844181577457546	0.9516559943522067	0.9412287784842531	0.9054868627906505	0.9216740835305024	0.8105592758915461	0.9061246078234568	0.9067482559280402	0.9066478857990928	0.9322558017317795	1.0	0.9318988675091743	0.9431363748113831	0.9959547454771416	0.9546890894286572	0.8314909587941149	0.9594284766972138	0.9199328309564033	0.7559342429047341	0.9096736504728674	0.760479092563814	0.9496525389131607	0.6666268193495565	0.6133804659429491	0.9528074314494575	0.8793195807460771	0.939446362879743	0.7375479013621016	0.9242453632383689	0.9508051037646693	0.961389077474462	0.9519587963704357
NielsenHB_2014__MH0157__bin.34	0.779575498086804	0.5864873318736316	0.6100482867562892	0.8295108653610072	0.8076024453929143	0.9164180576997027	0.504407133479752	0.938711583328008	0.4036226839005654	0.7860931451192482	0.9100478383071944	0.8691279795238144	0.9864697302466582	0.9483341797809999	0.9391684408433982	0.8912297931640663	0.7916998799277548	0.8822243747778775	0.8868271441752629	0.8643738585569133	0.9735342161053766	0.9264190330764841	1.0	0.9298580770727037	0.95690179973833	0.9616822670895542	0.8135399114088813	0.9321933757341953	0.9019836024588463	0.7576861372052428	0.8897045056801683	0.7469889446086889	0.9105501012934393	0.6565395649819555	0.6041197897222195	0.9317606223576539	0.8681598900402819	0.9236072572517021	0.7310583510751006	0.8720849407430578	0.930006065274008	0.9192466503655421	0.9919245529242805
CosteaPI_2017__SID713A062-11-0-0__bin.40	0.7290814759576026	0.563965832298462	0.5709747101076369	0.7690691088602446	0.7714382708250518	0.8561446703870675	0.46600948486519966	0.8779514375723512	0.38553706996346365	0.7298364441102726	0.8625228673176855	0.8286566394569982	0.8725942451910583	0.8537580465738313	0.8319867166691832	0.8191435271495793	0.7318948878897973	0.843192087522893	0.8225542370148046	0.8096715015443464	0.8627211106557335	0.8590161172861001	0.8519317426616582	1.0	0.8878620637234208	0.8685934275656848	0.773656439159325	0.8799672538983576	0.840453658822188	0.6876809740835355	0.8250769605290323	0.6953051252579474	0.8490428339141965	0.628282442316838	0.6012966963209939	0.8919846007040206	0.8122486649389709	0.8572771226160725	0.6672495842539322	0.8124186611692659	0.8578970182353056	0.850421292772541	0.8881522385576103
ZeeviD_2015__PNP_Main_632__bin.19	0.7702883329169199	0.5569478845681278	0.5871707634555533	0.7785729047461882	0.7624654145473277	0.8619080373970148	0.4933800538972703	0.9043739865986833	0.3756990348460967	0.7531146185806779	0.8518112958067677	0.8121265773588281	0.9030630552822306	0.8658953249618802	0.8480671731488365	0.8554284380587523	0.7500033415896302	0.8278644363355203	0.8340510039677521	0.8531361075724534	0.8743485185447942	0.908018889749134	0.8775744377646925	0.8887384316737457	1.0	0.8940700664513654	0.7628787434800446	0.8986254242533603	0.8553055703785044	0.7000959293269216	0.8360775495557742	0.7086272646981105	0.8683573053832495	0.6360330293000861	0.5708920810494853	0.8898601776080592	0.8099864177233801	0.872227894356415	0.6769443681876555	0.8486419265652263	0.8724463829091571	0.8953573495950508	0.9215816309219395
ZeeviD_2015__PNP_Main_630__bin.15	0.7591743583677288	0.5700070016592973	0.5937891978357732	0.8126001093409808	0.7806301280227292	0.8908572396837424	0.4901966112821562	0.9116522743669999	0.3863002997818509	0.7630465850126126	0.8779393381353846	0.8340164480379901	0.9333931191912604	0.9069503990519518	0.8831655386215577	0.8639903703206376	0.774154392448865	0.8527509487408204	0.8580938435486157	0.8336679636254741	0.9111497960780051	0.9021590048052484	0.9141428189298438	0.9011785593633073	0.9266962505421756	1.0	0.7846376987666636	0.9045499062715472	0.8747763358835572	0.7258306877291925	0.8634585852385414	0.7230518708923865	0.8868001138169274	0.6361380467182253	0.5873374405471739	0.9057578789981127	0.837993113436472	0.8990194479879021	0.7068915723254354	0.8442994024611312	0.8998261840743689	0.8972903471949136	0.9363301927108144
CosteaPI_2017__SID713B040-11-90-0__bin.65	0.7908723871496657	0.6193645506867587	0.6096539414896283	0.8672677812600791	0.8395577862843588	0.9432372038277045	0.5133940101847676	0.9540638199174785	0.4197284575975205	0.7922582402685099	0.9229897419884583	0.9046260638044977	0.9510916564831841	0.9328898860349438	0.9043986219852715	0.9057407857151117	0.8057434841773737	0.9249936714635045	0.9229479800724987	0.9147388723768698	0.9395415955107868	0.9474146804056945	0.9324439972706982	0.9678407547470449	0.953416831465612	0.9460860089871643	1.0	0.9601739094678761	0.9177065383740608	0.7550811401902544	0.911781486235915	0.7509608453125783	0.9177572951642271	0.6306569727622359	0.6238279357663183	0.9678857291180782	0.8956183397775183	0.9370101809126199	0.7421182414763929	0.8782697973968834	0.9485294023163086	0.9196295139812469	0.9518266662040732
ZeeviD_2015__PNP_Main_287__bin.58	0.7715550199337325	0.5566745226864861	0.6349672595916338	0.7859365707686837	0.7794356881464304	0.8874397032123674	0.4797474116564874	0.921602376314887	0.3880506687056657	0.7469900116319439	0.8680267335424776	0.8281367178199492	0.8897005377545208	0.8749015375353075	0.8481422977966434	0.8444880423826501	0.7580518958809913	0.8526094257553684	0.8450654441063594	0.816356883562039	0.8813043510182933	0.8923164140468571	0.8721146957916277	0.8985577018886962	0.916705212558304	0.8902616820273356	0.7837428637657081	1.0	0.8676774605651929	0.7061019981980451	0.8486048484962907	0.7390684375750596	0.8704847552309659	0.6263550060886776	0.5846677553914427	0.8983269509727725	0.8178300183866525	0.877522658166642	0.6866963706027529	0.8341923560612496	0.8844278793256619	0.8795238979283813	0.898634269238071
ZeeviD_2015__PNP_Main_372__bin.36	0.7845798123479257	0.5629673738745671	0.6018387182386487	0.8245595841055526	0.7911801963946001	0.9051670112381602	0.49855369182150083	0.9609318372908875	0.3947774558803523	0.7764138024858213	0.8802084378756554	0.8442910413641909	0.9142825441642525	0.9029624227501934	0.8716800146303495	0.8853429991770428	0.7801723080491455	0.864697702633686	0.8811122410974547	0.8441148527040498	0.9007622947346353	0.9096252534105888	0.8971526574379493	0.9124169515793418	0.9276249322565753	0.9153396761250984	0.7963933735221898	0.9224831226875239	1.0	0.7234083361768845	0.8746077572075659	0.7318363987929961	0.9016226083504504	0.6307303131474654	0.5950967141930001	0.9118114424498699	0.8514634809972724	0.9104086238773549	0.7080648686502388	0.8502440993525624	0.9170658789472393	0.9026535350358956	0.9261362495901941
LiJ_2014__MH0262__bin.24	0.7546510916886787	0.5366338775929832	0.5741926986915057	0.8179242157802821	0.8102914999942884	0.889659245840106	0.49398837117885447	0.9083133371276287	0.4130932758320628	0.7701207970170656	0.8852418258579666	0.8578933328136895	0.9168457981761847	0.9179619123517755	0.894293034735274	0.866497020895727	0.7846175141899706	0.8681795915734387	0.8761254375254922	0.8302169266341397	0.913584137605253	0.9008210595491598	0.908249501578754	0.8997351832651412	0.9150752016363403	0.9153110571906042	0.7897062153650151	0.9047230914682781	0.8718296410627879	1.0	0.8851618634335865	0.7474672406042472	0.8860958783065974	0.6095898465191819	0.6035530194550595	0.9038327535497604	0.8621353730247098	0.8958506221278203	0.7194266358195376	0.858214526417502	0.9092359287971569	0.8948084227982951	0.9274041979600847
