	BritoIL_2016__WL.37.ST__bin.67	ZeeviD_2015__PNP_Main_172__bin.30	ZeeviD_2015__PNP_Main_309__bin.11	ZeeviD_2015__PNP_Main_666__bin.1	CM_madagascar__A43_02_1FE__bin.3	QinJ_2012__T2D-024__bin.67	BritoIL_2016__W1.3.ST__bin.39	ZeeviD_2015__PNP_Main_82__bin.22	ZeeviD_2015__PNP_Main_680__bin.1	LiuW_2016__SRR3992974__bin.25	ZeeviD_2015__PNP_Main_480__bin.32	ZeeviD_2015__PNP_Main_72__bin.48	ZeeviD_2015__PNP_Main_626__bin.26	LiJ_2017__H3M517925__bin.71	ZeeviD_2015__PNP_Main_670__bin.20	ZeeviD_2015__PNP_Validation_94__bin.6	ZeeviD_2015__PNP_Main_609__bin.36	ZeeviD_2015__PNP_Main_85__bin.7	ZeeviD_2015__PNP_Main_610__bin.35	LiJ_2014__MH0329__bin.66	LeChatelierE_2013__MH0157__bin.21	BritoIL_2016__W2.39.ST__bin.67	NielsenHB_2014__MH0157__bin.34	CosteaPI_2017__SID713A062-11-0-0__bin.40	ZeeviD_2015__PNP_Main_632__bin.19	ZeeviD_2015__PNP_Main_630__bin.15	CosteaPI_2017__SID713B040-11-90-0__bin.65	ZeeviD_2015__PNP_Main_287__bin.58	ZeeviD_2015__PNP_Main_372__bin.36	LiJ_2014__MH0262__bin.24	LiJ_2014__MH0374__bin.32	ZeeviD_2015__PNP_Main_16__bin.42	CosteaPI_2017__SID713B032-11-90-0__bin.23	ZeeviD_2015__PNP_Main_751__bin.17	CosteaPI_2017__SID713B049-11-0-0__bin.41	ZeeviD_2015__PNP_Validation_73__bin.3	BritoIL_2016__M1.15.ST__bin.85	LiJ_2014__MH0389__bin.39	ZeeviD_2015__PNP_Main_225__bin.2	BritoIL_2016__W2.46.ST__bin.69	CosteaPI_2017__SID713A013-11-0-0__bin.81	BritoIL_2016__M2.57.ST__bin.84	ZeeviD_2015__PNP_Main_73__bin.31
ZeeviD_2015__PNP_Main_480__bin.32	23414.0	5093.0	16975.0	26399.0	12194.0	27648.0	13604.0	28147.0	2839.0	23189.0	0.0	3916.0	28545.0	27879.0	27684.0	25174.0	25183.0	5369.0	27861.0	24171.0	28411.0	26695.0	28250.0	14367.0	28225.0	28255.0	12661.0	28522.0	27374.0	24034.0	27393.0	22905.0	26910.0	9403.0	10416.0	5540.0	28974.0	28589.0	21350.0	26435.0	29276.0	27433.0	29120.0
ZeeviD_2015__PNP_Main_72__bin.48	21433.0	5090.0	16159.0	24502.0	12189.0	25843.0	13248.0	26223.0	2654.0	22047.0	3916.0	0.0	26651.0	25887.0	25749.0	24101.0	24514.0	5674.0	25776.0	22611.0	26349.0	25354.0	26329.0	14381.0	26470.0	26384.0	12671.0	26757.0	25673.0	22393.0	26176.0	21619.0	24358.0	9411.0	10131.0	6011.0	27687.0	26373.0	20612.0	23836.0	27981.0	25109.0	27110.0
ZeeviD_2015__PNP_Main_626__bin.26	19878.0	18454.0	16201.0	25440.0	25005.0	24994.0	15783.0	26079.0	12473.0	20831.0	28545.0	26651.0	0.0	1340.0	1078.0	22047.0	25905.0	28130.0	27102.0	23209.0	871.0	23787.0	1226.0	30642.0	25874.0	12344.0	25883.0	27007.0	25930.0	2168.0	28267.0	21055.0	24136.0	21730.0	20626.0	29991.0	30400.0	28725.0	8398.0	22294.0	29612.0	24076.0	1192.0
LiJ_2017__H3M517925__bin.71	19999.0	17611.0	15840.0	24546.0	24716.0	24377.0	14792.0	25891.0	12432.0	20203.0	27879.0	25887.0	1340.0	0.0	1220.0	21302.0	24934.0	27637.0	27229.0	22479.0	1600.0	23391.0	1792.0	29667.0	24306.0	11567.0	25383.0	26201.0	25710.0	2623.0	27816.0	20585.0	23272.0	20557.0	20006.0	29144.0	29868.0	27845.0	8203.0	22427.0	29137.0	24071.0	1216.0
ZeeviD_2015__PNP_Main_670__bin.20	18885.0	17914.0	14981.0	24454.0	24140.0	23485.0	14503.0	24901.0	12016.0	19699.0	27684.0	25749.0	1078.0	1220.0	0.0	21160.0	24360.0	27150.0	26014.0	22139.0	1178.0	22566.0	1419.0	29596.0	24221.0	11346.0	24567.0	25362.0	24293.0	2053.0	27151.0	20182.0	22796.0	20965.0	19442.0	28669.0	29551.0	27254.0	8385.0	21468.0	28355.0	23073.0	737.0
ZeeviD_2015__PNP_Validation_94__bin.6	3614.0	17323.0	14602.0	23609.0	23976.0	22444.0	14559.0	22711.0	11430.0	4381.0	25174.0	24101.0	22047.0	21302.0	21160.0	0.0	23526.0	25281.0	25310.0	6043.0	21602.0	4666.0	22317.0	27257.0	6047.0	23395.0	24221.0	23303.0	22905.0	19101.0	25253.0	18454.0	18470.0	19749.0	18197.0	27408.0	27503.0	25936.0	17896.0	4221.0	26492.0	4840.0	22502.0
ZeeviD_2015__PNP_Main_609__bin.36	20112.0	15194.0	15124.0	20967.0	22752.0	24194.0	11328.0	24272.0	11745.0	21521.0	25183.0	24514.0	25905.0	24934.0	24360.0	23526.0	0.0	25674.0	22839.0	23049.0	24968.0	24912.0	25425.0	26377.0	25717.0	25583.0	22883.0	25108.0	23965.0	21558.0	23024.0	20471.0	24513.0	16988.0	19760.0	26690.0	25022.0	23012.0	19288.0	23049.0	24341.0	24691.0	25999.0
ZeeviD_2015__PNP_Main_85__bin.7	23391.0	4037.0	17147.0	25555.0	10995.0	26904.0	13379.0	27871.0	677.0	23592.0	5369.0	5674.0	28130.0	27637.0	27150.0	25281.0	25674.0	0.0	27634.0	23973.0	27892.0	27271.0	27865.0	12058.0	27880.0	28187.0	11519.0	28155.0	26914.0	23671.0	27289.0	22721.0	26954.0	8100.0	8667.0	1041.0	28651.0	27787.0	21518.0	26192.0	28651.0	27189.0	28454.0
ZeeviD_2015__PNP_Main_610__bin.35	22595.0	18110.0	16184.0	22669.0	25214.0	26290.0	13973.0	26623.0	12024.0	23135.0	27861.0	25776.0	27102.0	27229.0	26014.0	25310.0	22839.0	27634.0	0.0	25224.0	26719.0	26648.0	26787.0	28695.0	27564.0	27181.0	25039.0	27065.0	27052.0	23253.0	26488.0	21216.0	26224.0	19625.0	20688.0	28397.0	28678.0	24927.0	20490.0	25539.0	25047.0	26526.0	27446.0
LiJ_2014__MH0329__bin.66	3110.0	15337.0	14080.0	24231.0	22393.0	23295.0	12723.0	23367.0	10923.0	5799.0	24171.0	22611.0	23209.0	22479.0	22139.0	6043.0	23049.0	23973.0	25224.0	0.0	22452.0	3612.0	22765.0	27422.0	5607.0	23867.0	24539.0	24418.0	23250.0	19265.0	25535.0	19266.0	19485.0	17860.0	17986.0	25181.0	28857.0	26055.0	17617.0	3656.0	27183.0	3757.0	23875.0
LeChatelierE_2013__MH0157__bin.21	19302.0	18545.0	15768.0	25254.0	24644.0	23736.0	14929.0	25620.0	12365.0	20045.0	28411.0	26349.0	871.0	1600.0	1178.0	21602.0	24968.0	27892.0	26719.0	22452.0	0.0	23328.0	405.0	29957.0	24491.0	11061.0	25509.0	26634.0	24674.0	2503.0	27869.0	20570.0	23510.0	20954.0	19837.0	29381.0	29672.0	27492.0	8057.0	22053.0	28951.0	23410.0	1234.0
BritoIL_2016__W2.39.ST__bin.67	230.0	17564.0	15883.0	25074.0	25137.0	23986.0	14015.0	24546.0	12149.0	4533.0	26695.0	25354.0	23787.0	23391.0	22566.0	4666.0	24912.0	27271.0	26648.0	3612.0	23328.0	0.0	23520.0	29273.0	3298.0	24873.0	26067.0	25810.0	23931.0	20331.0	27111.0	19705.0	19754.0	20116.0	19802.0	28464.0	29130.0	27716.0	19035.0	282.0	28310.0	297.0	23634.0
NielsenHB_2014__MH0157__bin.34	19492.0	18340.0	16102.0	25437.0	24685.0	24187.0	15101.0	25631.0	12330.0	20421.0	28250.0	26329.0	1226.0	1792.0	1419.0	22317.0	25425.0	27865.0	26787.0	22765.0	405.0	23520.0	0.0	29883.0	25247.0	11942.0	25307.0	26715.0	25279.0	2601.0	27724.0	20868.0	23978.0	21090.0	20005.0	29437.0	30057.0	28081.0	8216.0	22139.0	29339.0	23912.0	1280.0
CosteaPI_2017__SID713A062-11-0-0__bin.40	25455.0	6907.0	18687.0	27114.0	10253.0	29294.0	14676.0	29794.0	6032.0	25688.0	14367.0	14381.0	30642.0	29667.0	29596.0	27257.0	26377.0	12058.0	28695.0	27422.0	29957.0	29273.0	29883.0	0.0	30985.0	30777.0	2309.0	30397.0	29032.0	25323.0	28354.0	23556.0	29579.0	2230.0	1227.0	12939.0	30203.0	30384.0	22788.0	28235.0	30682.0	29613.0	31207.0
ZeeviD_2015__PNP_Main_632__bin.19	2915.0	19570.0	16264.0	25889.0	25501.0	25527.0	16380.0	25649.0	12298.0	6665.0	28225.0	26470.0	25874.0	24306.0	24221.0	6047.0	25717.0	27880.0	27564.0	5607.0	24491.0	3298.0	25247.0	30985.0	0.0	26459.0	26268.0	26395.0	24965.0	21342.0	27513.0	20279.0	21402.0	22367.0	20847.0	30619.0	30047.0	29253.0	19422.0	3573.0	28795.0	4568.0	27264.0
ZeeviD_2015__PNP_Main_630__bin.15	21582.0	18489.0	16622.0	26338.0	25077.0	25636.0	15206.0	25691.0	12465.0	22022.0	28255.0	26384.0	12344.0	11567.0	11346.0	23395.0	25583.0	28187.0	27181.0	23867.0	11061.0	24873.0	11942.0	30777.0	26459.0	0.0	26115.0	26950.0	25442.0	10319.0	28311.0	20958.0	24773.0	20905.0	20952.0	29777.0	30341.0	28984.0	1741.0	23570.0	29302.0	25951.0	12281.0
CosteaPI_2017__SID713B040-11-90-0__bin.65	21696.0	6800.0	16187.0	24090.0	9931.0	26206.0	12911.0	25352.0	5558.0	22348.0	12661.0	12671.0	25883.0	25383.0	24567.0	24221.0	22883.0	11519.0	25039.0	24539.0	25509.0	26067.0	25307.0	2309.0	26268.0	26115.0	0.0	26298.0	24735.0	21431.0	24936.0	20189.0	24947.0	1650.0	1558.0	11748.0	27351.0	25891.0	19672.0	23899.0	26891.0	25404.0	26162.0
ZeeviD_2015__PNP_Main_287__bin.58	22367.0	18709.0	1138.0	24999.0	25083.0	25516.0	14426.0	26535.0	12787.0	21844.0	28522.0	26757.0	27007.0	26201.0	25362.0	23303.0	25108.0	28155.0	27065.0	24418.0	26634.0	25810.0	26715.0	30397.0	26395.0	26950.0	26298.0	0.0	25116.0	22967.0	28154.0	620.0	25149.0	20246.0	20129.0	29711.0	29043.0	27553.0	19888.0	24337.0	28415.0	25783.0	27326.0
ZeeviD_2015__PNP_Main_372__bin.36	21168.0	17470.0	15611.0	24560.0	24044.0	24127.0	13768.0	807.0	11912.0	21047.0	27374.0	25673.0	25930.0	25710.0	24293.0	22905.0	23965.0	26914.0	27052.0	23250.0	24674.0	23931.0	25279.0	29032.0	24965.0	25442.0	24735.0	25116.0	0.0	21252.0	26128.0	19426.0	24983.0	19570.0	19857.0	28581.0	28446.0	27195.0	18427.0	23064.0	27625.0	24700.0	26367.0
LiJ_2014__MH0262__bin.24	16949.0	14466.0	12851.0	21649.0	22147.0	21216.0	13433.0	21902.0	10890.0	17372.0	24034.0	22393.0	2168.0	2623.0	2053.0	19101.0	21558.0	23671.0	23253.0	19265.0	2503.0	20331.0	2601.0	25323.0	21342.0	10319.0	21431.0	22967.0	21252.0	0.0	24261.0	18403.0	19898.0	17395.0	17540.0	25031.0	25705.0	23306.0	7465.0	19115.0	25100.0	20346.0	2476.0
LiJ_2014__MH0374__bin.32	22465.0	17860.0	17534.0	24561.0	24333.0	27096.0	13606.0	26889.0	11590.0	23044.0	27393.0	26176.0	28267.0	27816.0	27151.0	25253.0	23024.0	27289.0	26488.0	25535.0	27869.0	27111.0	27724.0	28354.0	27513.0	28311.0	24936.0	28154.0	26128.0	24261.0	0.0	22022.0	27125.0	19658.0	19606.0	28304.0	26840.0	25630.0	21837.0	25753.0	26833.0	26898.0	28542.0
ZeeviD_2015__PNP_Main_16__bin.42	16996.0	13859.0	514.0	19451.0	20093.0	20098.0	10921.0	20061.0	10733.0	16669.0	22905.0	21619.0	21055.0	20585.0	20182.0	18454.0	20471.0	22721.0	21216.0	19266.0	20570.0	19705.0	20868.0	23556.0	20279.0	20958.0	20189.0	620.0	19426.0	18403.0	22022.0	0.0	20144.0	14931.0	16889.0	23459.0	22482.0	21789.0	15711.0	18944.0	22504.0	20115.0	21343.0
CosteaPI_2017__SID713B032-11-90-0__bin.23	17463.0	17523.0	15926.0	25165.0	24282.0	24025.0	14696.0	24368.0	11912.0	17594.0	26910.0	24358.0	24136.0	23272.0	22796.0	18470.0	24513.0	26954.0	26224.0	19485.0	23510.0	19754.0	23978.0	29579.0	21402.0	24773.0	24947.0	25149.0	24983.0	19898.0	27125.0	20144.0	0.0	20198.0	19631.0	28343.0	28742.0	27521.0	18356.0	19528.0	28879.0	20480.0	24327.0
ZeeviD_2015__PNP_Main_751__bin.17	15904.0	6263.0	16778.0	17750.0	7159.0	19809.0	15605.0	20401.0	3291.0	17606.0	9403.0	9411.0	21730.0	20557.0	20965.0	19749.0	16988.0	8100.0	19625.0	17860.0	20954.0	20116.0	21090.0	2230.0	22367.0	20905.0	1650.0	20246.0	19570.0	17395.0	19658.0	14931.0	20198.0	0.0	1063.0	8688.0	19728.0	20646.0	15244.0	18310.0	21312.0	20083.0	22344.0
CosteaPI_2017__SID713B049-11-0-0__bin.41	19727.0	4121.0	9708.0	19866.0	7590.0	20482.0	6343.0	20265.0	4288.0	17660.0	10416.0	10131.0	20626.0	20006.0	19442.0	18197.0	19760.0	8667.0	20688.0	17986.0	19837.0	19802.0	20005.0	1227.0	20847.0	20952.0	1558.0	20129.0	19857.0	17540.0	19606.0	16889.0	19631.0	1063.0	0.0	8798.0	21438.0	20515.0	15849.0	19009.0	21343.0	20359.0	20604.0
ZeeviD_2015__PNP_Validation_73__bin.3	24501.0	4171.0	18691.0	26508.0	11477.0	28825.0	14725.0	29394.0	425.0	24833.0	5540.0	6011.0	29991.0	29144.0	28669.0	27408.0	26690.0	1041.0	28397.0	25181.0	29381.0	28464.0	29437.0	12939.0	30619.0	29777.0	11748.0	29711.0	28581.0	25031.0	28304.0	23459.0	28343.0	8688.0	8798.0	0.0	30300.0	29420.0	22332.0	26851.0	30417.0	28602.0	30166.0
BritoIL_2016__M1.15.ST__bin.85	25415.0	17361.0	17399.0	26803.0	26234.0	28941.0	12171.0	29527.0	12401.0	25209.0	28974.0	27687.0	30400.0	29868.0	29551.0	27503.0	25022.0	28651.0	28678.0	28857.0	29672.0	29130.0	30057.0	30203.0	30047.0	30341.0	27351.0	29043.0	28446.0	25705.0	26840.0	22482.0	28742.0	19728.0	21438.0	30300.0	0.0	27761.0	23257.0	27550.0	29934.0	28637.0	30500.0
LiJ_2014__MH0389__bin.39	23347.0	17759.0	16888.0	23602.0	24535.0	28285.0	14513.0	27761.0	12175.0	24235.0	28589.0	26373.0	28725.0	27845.0	27254.0	25936.0	23012.0	27787.0	24927.0	26055.0	27492.0	27716.0	28081.0	30384.0	29253.0	28984.0	25891.0	27553.0	27195.0	23306.0	25630.0	21789.0	27521.0	20646.0	20515.0	29420.0	27761.0	0.0	20611.0	26636.0	26956.0	28201.0	29640.0
ZeeviD_2015__PNP_Main_225__bin.2	15905.0	14056.0	11490.0	19871.0	19652.0	18162.0	11168.0	18698.0	9787.0	16843.0	21350.0	20612.0	8398.0	8203.0	8385.0	17896.0	19288.0	21518.0	20490.0	17617.0	8057.0	19035.0	8216.0	22788.0	19422.0	1741.0	19672.0	19888.0	18427.0	7465.0	21837.0	15711.0	18356.0	15244.0	15849.0	22332.0	23257.0	20611.0	0.0	17933.0	21991.0	19162.0	8238.0
BritoIL_2016__W2.46.ST__bin.69	319.0	15946.0	14096.0	24358.0	23851.0	22461.0	12841.0	23432.0	11884.0	4267.0	26435.0	23836.0	22294.0	22427.0	21468.0	4221.0	23049.0	26192.0	25539.0	3656.0	22053.0	282.0	22139.0	28235.0	3573.0	23570.0	23899.0	24337.0	23064.0	19115.0	25753.0	18944.0	19528.0	18310.0	19009.0	26851.0	27550.0	26636.0	17933.0	0.0	26535.0	371.0	22449.0
CosteaPI_2017__SID713A013-11-0-0__bin.81	23171.0	19905.0	17631.0	22977.0	26275.0	28879.0	15237.0	28426.0	12898.0	24296.0	29276.0	27981.0	29612.0	29137.0	28355.0	26492.0	24341.0	28651.0	25047.0	27183.0	28951.0	28310.0	29339.0	30682.0	28795.0	29302.0	26891.0	28415.0	27625.0	25100.0	26833.0	22504.0	28879.0	21312.0	21343.0	30417.0	29934.0	26956.0	21991.0	26535.0	0.0	27920.0	29676.0
BritoIL_2016__M2.57.ST__bin.84	487.0	17500.0	15746.0	25126.0	25068.0	24324.0	14111.0	24698.0	12244.0	4772.0	27433.0	25109.0	24076.0	24071.0	23073.0	4840.0	24691.0	27189.0	26526.0	3757.0	23410.0	297.0	23912.0	29613.0	4568.0	25951.0	25404.0	25783.0	24700.0	20346.0	26898.0	20115.0	20480.0	20083.0	20359.0	28602.0	28637.0	28201.0	19162.0	371.0	27920.0	0.0	24542.0
ZeeviD_2015__PNP_Main_73__bin.31	19847.0	18985.0	16481.0	25657.0	24976.0	25141.0	17147.0	26511.0	12532.0	21023.0	29120.0	27110.0	1192.0	1216.0	737.0	22502.0	25999.0	28454.0	27446.0	23875.0	1234.0	23634.0	1280.0	31207.0	27264.0	12281.0	26162.0	27326.0	26367.0	2476.0	28542.0	21343.0	24327.0	22344.0	20604.0	30166.0	30500.0	29640.0	8238.0	22449.0	29676.0	24542.0	0.0
