	CosteaPI_2017__SID713B072-11-0-0__bin.18	LiuW_2016__SRR3993030__bin.73	CosteaPI_2017__SID713B064-11-90-0__bin.6	LiuW_2016__SRR3993012__bin.46	CosteaPI_2017__SID713A023-11-0-0__bin.73	NielsenHB_2014__MH0006__bin.37	SchirmerM_2016__G88960__bin.8	CosteaPI_2017__SID713A081-11-90-0__bin.19	CosteaPI_2017__SID713A040-11-0-0__bin.53	ChengpingW_2017__AS119raw__bin.13	BritoIL_2016__M1.4.ST__bin.14	FengQ_2015__SID530743__bin.84	QinN_2014__LD-17__bin.18	LiuW_2016__SRR3993058__bin.36	CosteaPI_2017__SID713B058-11-0-0__bin.63	CosteaPI_2017__SID713A057-11-90-0__bin.38	LeChatelierE_2013__MH0006__bin.11	RampelliS_2015__H10__bin.1	CosteaPI_2017__SID713A038-11-90-0__bin.47	CosteaPI_2017__SID713B065-11-0-0__bin.30	LeChatelierE_2013__MH0175__bin.3	WenC_2017__RA042__bin.45	RampelliS_2015__H14__bin.88	CosteaPI_2017__SID713A058-11-0-0__bin.5	CosteaPI_2017__SID713A014-11-0-0__bin.4	CosteaPI_2017__SID713B072-11-90-0__bin.33	CosteaPI_2017__SID713B002-11-90-0__bin.87	CM_madagascar__A89_02_1FE__bin.65	CosteaPI_2017__SID713A028-11-90-0__bin.22	CosteaPI_2017__SID713B016-11-90-0__bin.43	BritoIL_2016__M2.39.ST__bin.73	CosteaPI_2017__SID713A073-11-0-0__bin.29	SchirmerM_2016__G88808__bin.1	ZeeviD_2015__PNP_Main_60__bin.58	RampelliS_2015__H17__bin.31	NielsenHB_2014__MH0175__bin.17	LiJ_2014__V1.CD6-0-PT__bin.10	CosteaPI_2017__SID713A058-11-90-0__bin.72	LeChatelierE_2013__MH0189__bin.83	CM_madagascar__A43_02_1FE__bin.25	LiJ_2014__O2.CD2-0__bin.23	LiuW_2016__SRR3993041__bin.71	CosteaPI_2017__SID713B058-11-90-0__bin.39	CosteaPI_2017__SID713B056-11-90-0__bin.21	CosteaPI_2017__SID713A013-11-0-0__bin.83	FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.50	ZeeviD_2015__PNP_Main_763__bin.39	CosteaPI_2017__SID713B002-11-0-0__bin.27	YuJ_2015__SZAXPI015220-136__bin.55
RampelliS_2015__H10__bin.1	49800.0	49678.0	51560.0	62639.0	51673.0	57909.0	38455.0	52095.0	52075.0	62281.0	60372.0	53165.0	57927.0	54079.0	50165.0	52361.0	59804.0	0.0	52601.0	39447.0	40972.0	61271.0	44274.0	49496.0	50647.0	46020.0	51483.0	39805.0	51156.0	53830.0	52866.0	38964.0	51409.0	43283.0	40872.0	54732.0	60748.0	52676.0	50012.0	50451.0	53491.0	60327.0	30904.0	47933.0	53191.0	55658.0	52417.0	48625.0	59652.0
CosteaPI_2017__SID713A038-11-90-0__bin.47	39296.0	44088.0	47550.0	61459.0	8933.0	55928.0	34480.0	32082.0	38779.0	61618.0	60581.0	49900.0	56351.0	47602.0	38555.0	46618.0	56682.0	52601.0	0.0	27105.0	39380.0	63336.0	59843.0	11333.0	36644.0	35673.0	38473.0	39402.0	35908.0	39417.0	50898.0	26962.0	49664.0	41079.0	59362.0	50277.0	59167.0	12523.0	40093.0	49149.0	53407.0	58342.0	24083.0	28136.0	39812.0	53819.0	42040.0	36164.0	60016.0
CosteaPI_2017__SID713B065-11-0-0__bin.30	28236.0	35207.0	35136.0	47016.0	27399.0	42826.0	27614.0	27519.0	29235.0	46708.0	45838.0	38445.0	44285.0	36973.0	17224.0	34339.0	42989.0	39447.0	27105.0	0.0	31766.0	47776.0	44003.0	27091.0	17584.0	27088.0	29097.0	31016.0	28997.0	29311.0	37140.0	25265.0	37806.0	29275.0	43807.0	38234.0	44700.0	27754.0	30303.0	36325.0	37722.0	42615.0	12421.0	26914.0	30310.0	41151.0	30694.0	28645.0	47742.0
LeChatelierE_2013__MH0175__bin.3	37618.0	39866.0	39965.0	48111.0	39300.0	16446.0	12390.0	39912.0	40902.0	26270.0	47310.0	17746.0	26488.0	41215.0	38860.0	39601.0	16351.0	40972.0	39380.0	31766.0	0.0	23827.0	48638.0	38855.0	38435.0	34627.0	39411.0	33093.0	39381.0	41017.0	39860.0	34167.0	18116.0	18383.0	45866.0	861.0	20542.0	39517.0	39971.0	38372.0	42648.0	46427.0	28843.0	38566.0	40671.0	21477.0	39618.0	39388.0	24087.0
WenC_2017__RA042__bin.45	61248.0	57723.0	64387.0	71753.0	66030.0	34300.0	22407.0	65055.0	64581.0	42838.0	67998.0	31541.0	36785.0	63969.0	63956.0	62493.0	34818.0	61271.0	63336.0	47776.0	23827.0	0.0	72196.0	59338.0	60597.0	54493.0	61421.0	46936.0	61895.0	65836.0	62276.0	48885.0	30892.0	28285.0	69127.0	32383.0	38041.0	64965.0	63818.0	58716.0	66794.0	69657.0	41118.0	57545.0	65375.0	35968.0	64399.0	58403.0	20231.0
RampelliS_2015__H14__bin.88	57008.0	55675.0	59921.0	73323.0	59344.0	65987.0	43166.0	59694.0	59804.0	72166.0	68727.0	60384.0	64299.0	61475.0	58253.0	60122.0	68104.0	44274.0	59843.0	44003.0	48638.0	72196.0	0.0	56033.0	58123.0	52280.0	57538.0	44298.0	57630.0	60986.0	60456.0	44229.0	58763.0	47983.0	49493.0	61788.0	69902.0	60390.0	56822.0	57084.0	60868.0	69561.0	36284.0	53872.0	60858.0	63970.0	59544.0	54766.0	69145.0
CosteaPI_2017__SID713A058-11-0-0__bin.5	35506.0	43545.0	44187.0	59153.0	9282.0	53378.0	33370.0	30427.0	36226.0	57731.0	57051.0	48643.0	54039.0	45710.0	35706.0	42879.0	54020.0	49496.0	11333.0	27091.0	38855.0	59338.0	56033.0	0.0	35504.0	32825.0	36538.0	38437.0	34582.0	36143.0	46915.0	26619.0	46799.0	37453.0	56058.0	47730.0	55662.0	896.0	38233.0	45608.0	47861.0	54941.0	24093.0	27117.0	37738.0	50979.0	37441.0	34907.0	57313.0
CosteaPI_2017__SID713A014-11-0-0__bin.4	37741.0	42731.0	46073.0	59070.0	36939.0	54224.0	34058.0	37819.0	37730.0	58866.0	58384.0	47160.0	55028.0	47125.0	4959.0	44055.0	54512.0	50647.0	36644.0	17584.0	38435.0	60597.0	58123.0	35504.0	0.0	34341.0	37405.0	38282.0	37457.0	38194.0	48139.0	29204.0	47224.0	39703.0	56357.0	49102.0	56368.0	37983.0	38176.0	47305.0	49273.0	56055.0	3190.0	34857.0	38090.0	51492.0	39571.0	35790.0	57852.0
CosteaPI_2017__SID713B072-11-90-0__bin.33	2014.0	38017.0	42520.0	53069.0	35916.0	48246.0	31242.0	34925.0	35512.0	52431.0	51970.0	43977.0	48447.0	41573.0	35063.0	39688.0	48771.0	46020.0	35673.0	27088.0	34627.0	54493.0	52280.0	32825.0	34341.0	0.0	10882.0	35087.0	34978.0	36505.0	43756.0	26143.0	42481.0	34916.0	51139.0	44281.0	50250.0	35630.0	36543.0	42221.0	45485.0	50770.0	22273.0	30599.0	32989.0	45862.0	37805.0	10366.0	52371.0
CosteaPI_2017__SID713B002-11-90-0__bin.87	10386.0	43125.0	46414.0	60801.0	38153.0	54431.0	34168.0	37756.0	39895.0	59305.0	58815.0	48316.0	54827.0	47114.0	38582.0	44162.0	54792.0	51483.0	38473.0	29097.0	39411.0	61421.0	57538.0	36538.0	37405.0	10882.0	0.0	39141.0	39217.0	40828.0	47296.0	29857.0	47975.0	39236.0	57849.0	49588.0	57989.0	38099.0	40475.0	46548.0	50017.0	56261.0	25363.0	32954.0	38542.0	52445.0	40735.0	712.0	58082.0
CM_madagascar__A89_02_1FE__bin.65	38104.0	38287.0	38154.0	48469.0	39525.0	44731.0	28401.0	39897.0	38715.0	47771.0	43477.0	39713.0	44713.0	40853.0	38059.0	38638.0	44979.0	39805.0	39402.0	31016.0	33093.0	46936.0	44298.0	38437.0	38282.0	35087.0	39141.0	0.0	39058.0	39550.0	36716.0	31612.0	39958.0	30707.0	44722.0	41061.0	46952.0	40245.0	38359.0	32871.0	38475.0	45742.0	27040.0	36253.0	40095.0	43393.0	39975.0	37688.0	45235.0
CosteaPI_2017__SID713A028-11-90-0__bin.22	38186.0	44641.0	47604.0	59726.0	37391.0	54523.0	34862.0	39090.0	9262.0	61681.0	59652.0	48446.0	55631.0	47366.0	39037.0	46998.0	55129.0	51156.0	35908.0	28997.0	39381.0	61895.0	57630.0	34582.0	37457.0	34978.0	39217.0	39058.0	0.0	12004.0	50943.0	8687.0	48100.0	40469.0	57959.0	50082.0	57752.0	38469.0	38602.0	48547.0	51923.0	57699.0	24200.0	34054.0	10897.0	52407.0	40304.0	36940.0	58111.0
CosteaPI_2017__SID713B016-11-90-0__bin.43	40345.0	44972.0	51443.0	62977.0	40179.0	58293.0	35851.0	40816.0	8781.0	65031.0	63900.0	50334.0	58646.0	49962.0	40741.0	49695.0	59128.0	53830.0	39417.0	29311.0	41017.0	65836.0	60986.0	36143.0	38194.0	36505.0	40828.0	39550.0	12004.0	0.0	52636.0	8967.0	50330.0	43539.0	60683.0	52813.0	61597.0	40776.0	40738.0	50836.0	55236.0	60905.0	23860.0	35593.0	11701.0	54837.0	41949.0	38275.0	61701.0
BritoIL_2016__M2.39.ST__bin.73	49235.0	45458.0	50638.0	62152.0	52649.0	56856.0	35324.0	52584.0	51565.0	62514.0	57220.0	49897.0	56355.0	50325.0	51468.0	51101.0	57025.0	52866.0	50898.0	37140.0	39860.0	62276.0	60456.0	46915.0	48139.0	43756.0	47296.0	36716.0	50943.0	52636.0	0.0	36876.0	48748.0	41636.0	60586.0	51391.0	59893.0	52488.0	49096.0	44647.0	54388.0	60539.0	30332.0	44673.0	53606.0	53929.0	51892.0	44421.0	57618.0
CosteaPI_2017__SID713A073-11-0-0__bin.29	27352.0	36362.0	35042.0	48470.0	26700.0	43878.0	27873.0	28628.0	7840.0	47020.0	46008.0	39366.0	44837.0	37419.0	28208.0	33828.0	44544.0	38964.0	26962.0	25265.0	34167.0	48885.0	44229.0	26619.0	29204.0	26143.0	29857.0	31612.0	8687.0	8967.0	36876.0	0.0	38839.0	29172.0	43787.0	38410.0	45383.0	26819.0	30367.0	36435.0	37931.0	43162.0	22675.0	27669.0	8811.0	42670.0	29890.0	29611.0	46940.0
SchirmerM_2016__G88808__bin.1	46690.0	47243.0	49504.0	58645.0	49962.0	24640.0	14095.0	49345.0	50269.0	33219.0	56092.0	22725.0	33297.0	50243.0	47962.0	48514.0	24727.0	51409.0	49664.0	37806.0	18116.0	30892.0	58763.0	46799.0	47224.0	42481.0	47975.0	39958.0	48100.0	50330.0	48748.0	38839.0	0.0	23391.0	56604.0	23762.0	24454.0	50106.0	47928.0	48251.0	52415.0	56758.0	31538.0	45605.0	49661.0	25701.0	48391.0	46262.0	29562.0
ZeeviD_2015__PNP_Main_60__bin.58	39633.0	37205.0	41898.0	47130.0	43463.0	28414.0	17906.0	42575.0	42431.0	27493.0	46213.0	24720.0	22177.0	41591.0	42296.0	40739.0	28466.0	43283.0	41079.0	29275.0	18383.0	28285.0	47983.0	37453.0	39703.0	34916.0	39236.0	30707.0	40469.0	43539.0	41636.0	29172.0	23391.0	0.0	47040.0	27351.0	29921.0	41887.0	40663.0	38242.0	44402.0	46750.0	23267.0	36935.0	43456.0	26464.0	42261.0	36682.0	26019.0
RampelliS_2015__H17__bin.31	56621.0	55661.0	58956.0	70913.0	58937.0	64276.0	41804.0	59554.0	58810.0	69156.0	67950.0	58830.0	64112.0	60937.0	57053.0	58812.0	65995.0	40872.0	59362.0	43807.0	45866.0	69127.0	49493.0	56058.0	56357.0	51139.0	57849.0	44722.0	57959.0	60683.0	60586.0	43787.0	56604.0	47040.0	0.0	59842.0	68031.0	59898.0	55884.0	57277.0	61361.0	68873.0	35201.0	52909.0	60235.0	61824.0	60163.0	54323.0	67380.0
NielsenHB_2014__MH0175__bin.17	48564.0	47495.0	51265.0	60387.0	51839.0	22166.0	16858.0	51060.0	51480.0	35910.0	58979.0	23368.0	34381.0	52227.0	50659.0	51261.0	21673.0	54732.0	50277.0	38234.0	861.0	32383.0	61788.0	47730.0	49102.0	44281.0	49588.0	41061.0	50082.0	52813.0	51391.0	38410.0	23762.0	27351.0	59842.0	0.0	27431.0	51870.0	50687.0	49116.0	56094.0	59981.0	31426.0	46451.0	53136.0	27374.0	50898.0	47582.0	31169.0
LiJ_2014__V1.CD6-0-PT__bin.10	56877.0	55065.0	59840.0	69683.0	61146.0	29412.0	17553.0	59499.0	60079.0	39749.0	68507.0	26821.0	38756.0	59858.0	58896.0	59005.0	29831.0	60748.0	59167.0	44700.0	20542.0	38041.0	69902.0	55662.0	56368.0	50250.0	57989.0	46952.0	57752.0	61597.0	59893.0	45383.0	24454.0	29921.0	68031.0	27431.0	0.0	61085.0	57793.0	57713.0	64100.0	68299.0	37466.0	52826.0	60769.0	30336.0	58311.0	54557.0	35755.0
CosteaPI_2017__SID713A058-11-90-0__bin.72	39969.0	44636.0	50007.0	62891.0	10582.0	57154.0	34945.0	33396.0	41887.0	63879.0	61717.0	50352.0	57524.0	48420.0	40718.0	48131.0	57836.0	52676.0	12523.0	27754.0	39517.0	64965.0	60390.0	896.0	37983.0	35630.0	38099.0	40245.0	38469.0	40776.0	52488.0	26819.0	50106.0	41887.0	59898.0	51870.0	61085.0	0.0	41844.0	50358.0	55666.0	60628.0	24078.0	27907.0	42780.0	54139.0	42996.0	35492.0	60498.0
LeChatelierE_2013__MH0189__bin.83	40256.0	43916.0	46528.0	60818.0	40573.0	54408.0	34000.0	39923.0	39581.0	60293.0	59799.0	48728.0	56050.0	47516.0	39196.0	45785.0	55395.0	50012.0	40093.0	30303.0	39971.0	63818.0	56822.0	38233.0	38176.0	36543.0	40475.0	38359.0	38602.0	40738.0	49096.0	30367.0	47928.0	40663.0	55884.0	50687.0	57793.0	41844.0	0.0	46710.0	50288.0	57947.0	26261.0	36041.0	39789.0	51322.0	38843.0	38249.0	59995.0
CM_madagascar__A43_02_1FE__bin.25	46644.0	44723.0	48382.0	59234.0	49858.0	54991.0	34448.0	49400.0	49739.0	58892.0	51443.0	48397.0	53983.0	49186.0	48371.0	48531.0	55830.0	50451.0	49149.0	36325.0	38372.0	58716.0	57084.0	45608.0	47305.0	42221.0	46548.0	32871.0	48547.0	50836.0	44647.0	36435.0	48251.0	38242.0	57277.0	49116.0	57713.0	50358.0	46710.0	0.0	49250.0	56870.0	29875.0	42927.0	50832.0	52142.0	49666.0	44105.0	55626.0
LiJ_2014__O2.CD2-0__bin.23	51249.0	48240.0	55087.0	64697.0	55740.0	59293.0	37806.0	54684.0	53389.0	67194.0	61163.0	53640.0	58982.0	53472.0	52589.0	52793.0	60912.0	53491.0	53407.0	37722.0	42648.0	66794.0	60868.0	47861.0	49273.0	45485.0	50017.0	38475.0	51923.0	55236.0	54388.0	37931.0	52415.0	44402.0	61361.0	56094.0	64100.0	55666.0	50288.0	49250.0	0.0	63753.0	30849.0	45381.0	54297.0	56775.0	54262.0	47296.0	62200.0
LiuW_2016__SRR3993041__bin.71	56693.0	51780.0	58377.0	62750.0	60213.0	64275.0	40705.0	59008.0	59654.0	70138.0	67410.0	57554.0	62113.0	58219.0	57040.0	60073.0	64707.0	60327.0	58342.0	42615.0	46427.0	69657.0	69561.0	54941.0	56055.0	50770.0	56261.0	45742.0	57699.0	60905.0	60539.0	43162.0	56758.0	46750.0	68873.0	59981.0	68299.0	60628.0	57947.0	56870.0	63753.0	0.0	35771.0	51384.0	60231.0	60791.0	58281.0	52446.0	64707.0
CosteaPI_2017__SID713B058-11-90-0__bin.39	24045.0	29485.0	28868.0	40347.0	23756.0	36041.0	22205.0	24395.0	24490.0	39021.0	38709.0	33123.0	37686.0	30803.0	1127.0	27602.0	36719.0	30904.0	24083.0	12421.0	28843.0	41118.0	36284.0	24093.0	3190.0	22273.0	25363.0	27040.0	24200.0	23860.0	30332.0	22675.0	31538.0	23267.0	35201.0	31426.0	37466.0	24078.0	26261.0	29875.0	30849.0	35771.0	0.0	23894.0	24447.0	35178.0	24756.0	25292.0	39688.0
