	RaymondF_2016__P7C0__bin.13	CosteaPI_2017__SID713A073-11-90-0__bin.30	CosteaPI_2017__SID713A058-11-90-0__bin.32	XieH_2016__YSZC12003_37322__bin.16	LiuW_2016__SRR3992983__bin.32	BritoIL_2016__M2.37.ST__bin.52	RaymondF_2016__P7C7__bin.83	YuJ_2015__SZAXPI003412-1__bin.62	BritoIL_2016__M1.48.ST__bin.71	QinJ_2012__T2D-099__bin.10	RaymondF_2016__P7C90__bin.37	BritoIL_2016__M1.59.ST__bin.76	XieH_2016__YSZC12003_36666__bin.31	ZellerG_2014__CCIS07539127ST-4-0__bin.34	CosteaPI_2017__SID713B016-11-90-0__bin.11	LiJ_2014__MH0245__bin.25	BritoIL_2016__W2.59.ST__bin.17	NielsenHB_2014__V1_UC9_0__bin.13	ZellerG_2014__CCIS41222843ST-4-0__bin.49	LiSS_2016__FAT_008-22-42-0__bin.15	BritoIL_2016__M2.50.ST__bin.12	XieH_2016__YSZC12003_36474__bin.114	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.29	CM_madagascar__A73_01_1FE__bin.1	BritoIL_2016__M1.1.ST__bin.41	CosteaPI_2017__SID713A073-11-0-0__bin.1	YuJ_2015__SZAXPI015249-37__bin.28	LeChatelierE_2013__MH0200__bin.5	LiJ_2014__V1.FI14__bin.38	BritoIL_2016__W1.18.ST__bin.80	CosteaPI_2017__SID713A045-11-90-0__bin.3	BritoIL_2016__M2.40.ST__bin.87	KarlssonFH_2013__S144__bin.41	BritoIL_2016__M1.22.ST__bin.28
BritoIL_2016__M1.59.ST__bin.76	0.9766689186004494	0.9789922703152648	0.9779254922036646	0.976835054700943	0.971564742661665	0.9793938682403615	0.9767073518721082	0.9760358567963606	0.9784992724618682	0.975427703210448	0.9765379627237529	1.0	0.977367309074703	0.9776325517164418	0.9773661663515179	0.977498588518059	0.9755120213713268	0.9785690534699074	0.9773235052946208	0.9774151104976969	0.9726957208764232	0.9771713234480718	0.9771163120594276	0.9782020600889985	0.9937748014861519	0.9790056561584156	0.9765251270382432	0.9773786502936275	0.9773178555063388	0.9762754799576173	0.9731781029788292	0.9778508448378824	0.9788686339145055	0.975355783525696
XieH_2016__YSZC12003_36666__bin.31	0.9748647065811028	0.9780127937510467	0.9757886324772336	0.9755898373950838	0.9714334888558803	0.978711415410986	0.9750866237521066	0.974089956213333	0.9771429517849853	0.9741419431652677	0.9749348612370036	0.977367309074703	1.0	0.9756755247878517	0.9757419406931912	0.9756345112585951	0.9737977431768838	0.9764655050420893	0.975609756097561	0.9747980187568511	0.9713239204455199	0.9758605973205096	0.9773321258815415	0.9769500289145151	0.977491679383716	0.9776353659466684	0.9751722947341641	0.9760653789949454	0.9757794880157924	0.9752385102878276	0.9723276647826676	0.9771823786879867	0.9777999040932197	0.9739721882577249
ZellerG_2014__CCIS07539127ST-4-0__bin.34	0.9771296696632621	0.9789850542978685	0.9800430986111565	0.9794697842209855	0.9731020299358554	0.978047265981313	0.9777121060762308	0.9757425779089065	0.9765456189423276	0.9761972019971611	0.9773927693130826	0.9776325517164418	0.9756755247878517	1.0	0.9803450989574187	0.9797160228908652	0.9747366014717329	0.9810936039457411	0.9800993611507601	0.9797345683385384	0.9726013370718959	0.9795910332263134	0.9761035520694036	0.9765018792195804	0.9779212310814693	0.978662149594792	0.9774686275265768	0.9805840093335286	0.9805092311487565	0.9762428563030072	0.9749355949058892	0.9802633054742557	0.977855603714471	0.975346415931586
CosteaPI_2017__SID713B016-11-90-0__bin.11	0.9770793973901648	0.9776518523276835	0.9793143042426026	0.9791792604515858	0.9734337331900432	0.977303521298826	0.9771845248684979	0.9757379362298738	0.9761129881875794	0.9753638362999665	0.9768306654412234	0.9773661663515179	0.9757419406931912	0.9803450989574187	1.0	0.9794753082590857	0.9741200845260773	0.9808745628471508	0.9791110753644582	0.9785583304765333	0.9724572869786785	0.9795120666164491	0.9755828504879089	0.974971445464196	0.9775924794943438	0.9779453053597427	0.9763674678229722	0.9796806578004675	0.9797914030843143	0.9756025370715036	0.9752169475389727	0.9786584085793859	0.9768104409503741	0.9752461672928358
LiJ_2014__MH0245__bin.25	0.9769080248733074	0.9775786647947013	0.9856179365271316	0.9787783590048683	0.9729785123966942	0.9773573752473579	0.9770283131423118	0.9753353729577278	0.9766951465575454	0.9761537371196449	0.9771117262293059	0.977498588518059	0.9756345112585951	0.9797160228908652	0.9794753082590857	1.0	0.9735723408204121	0.9797810344213094	0.9787943186725194	0.978562030869296	0.9713542971467323	0.9792649742885385	0.9755881436074335	0.9752112609564574	0.9769224623888906	0.9771160594279423	0.9764841392153085	0.980082733600755	0.9793483557537543	0.9760056631311866	0.9748083416678447	0.9793685371703799	0.9766724703532714	0.9744212029702709
BritoIL_2016__W2.59.ST__bin.17	0.9735541424416027	0.974186828298061	0.9740409293006491	0.9734791077620644	0.974016849487616	0.9761770442634263	0.9742046935978175	0.9731502586595713	0.974140801680092	0.973066033648026	0.9740312981523629	0.9755120213713268	0.9737977431768838	0.9747366014717329	0.9741200845260773	0.9735723408204121	1.0	0.9746076135932237	0.9737171686856237	0.9728575934092932	0.9805189356250865	0.973900644056572	0.9740515131424812	0.9744505811609304	0.9754174544330517	0.9743935826477292	0.9733468039264204	0.9746500441085904	0.9739061373659875	0.9762394737360528	0.977788644720234	0.9782505533357725	0.9752478695985325	0.9822835154657835
NielsenHB_2014__V1_UC9_0__bin.13	0.9778043538947685	0.9782620373852204	0.980267405516575	0.9795640466273613	0.9727014137732648	0.9777484824057043	0.9776441543098617	0.9760788120995442	0.9772046434820085	0.9761021088910996	0.9778002515161565	0.9785690534699074	0.9764655050420893	0.9810936039457411	0.9808745628471508	0.9797810344213094	0.9746076135932237	1.0	0.9803634373378971	0.9793504935950282	0.9726862479024515	0.9806275436612469	0.9761982001796154	0.9760023491676266	0.9781663047156577	0.9786190206283765	0.9768475414148615	0.9805548735980281	0.9803037287332795	0.9765532515439022	0.9752428471082386	0.9796163461274586	0.977275080453926	0.9745649540579667
ZellerG_2014__CCIS41222843ST-4-0__bin.49	0.976421066108594	0.977394835128891	0.9792617368304266	0.9791751435638191	0.972539958078027	0.9775001212277951	0.9770024628427676	0.9752730814324618	0.9764660280192702	0.9762900384382865	0.9766583351148602	0.9773235052946208	0.975609756097561	0.9800993611507601	0.9791110753644582	0.9787943186725194	0.9737171686856237	0.9803634373378971	1.0	0.9787757330607165	0.9718055363001987	0.9792864116036906	0.9756303770849191	0.9757191875214027	0.9773317188852607	0.9770458047172031	0.9765598819007945	0.9796543103217054	0.9792108618749227	0.9763167295714708	0.9750393071467254	0.9796856651138018	0.9771238341853992	0.9748813826568757
LiSS_2016__FAT_008-22-42-0__bin.15	0.9760673324096735	0.9764371475611086	0.9785820508534866	0.978369464206119	0.9724407252440725	0.9763536351470469	0.9767731534540895	0.9744898004073678	0.9757604486365754	0.9758295260510407	0.9760592058164508	0.9774151104976969	0.9747980187568511	0.9797345683385384	0.9785583304765333	0.978562030869296	0.9728575934092932	0.9793504935950282	0.9787757330607165	1.0	0.9719818272181167	0.9792063366581656	0.975158805471845	0.9743398402864321	0.976953920500436	0.9760811118183886	0.9754339357106804	0.9793595015747707	0.9790710905063368	0.9751859469665551	0.9757203641945371	0.979247417867536	0.9767528543626617	0.9741120043438258
BritoIL_2016__M2.50.ST__bin.12	0.9714457037057816	0.972447329962106	0.9722717729997579	0.9705358938078296	0.9716951414383816	0.9731936240502547	0.9716877680328522	0.9711121676338689	0.9720294709449148	0.9717974106846461	0.9716872242761142	0.9726957208764232	0.9713239204455199	0.9726013370718959	0.9724572869786785	0.9713542971467323	0.9805189356250865	0.9726862479024515	0.9718055363001987	0.9719818272181167	1.0	0.9716574178962513	0.9712747578926102	0.9708723557332125	0.9735771004598182	0.9717345620785519	0.9705518175120446	0.9724716180478642	0.9720002042393923	0.9731033444959848	0.97554215491171	0.9753049735525503	0.972650678688958	0.9787914976115764
XieH_2016__YSZC12003_36474__bin.114	0.9760265341375698	0.978135800667361	0.9793824085139071	0.9811990574864222	0.9731537459816176	0.9771485050500477	0.976038746716794	0.975212119360157	0.9770947603926097	0.9760027258135071	0.9760385214597896	0.9771713234480718	0.9758605973205096	0.9795910332263134	0.9795120666164491	0.9792649742885385	0.973900644056572	0.9806275436612469	0.9792864116036906	0.9792063366581656	0.9716574178962513	1.0	0.9759638685502207	0.9758358130923414	0.9771973236847662	0.9774029559486651	0.9766439302256326	0.9798014022880669	0.979255707977905	0.9758174423971369	0.9743539971509155	0.9797530542779176	0.9776304271959082	0.9749280465453746
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.29	0.9752728862634149	0.976746872467574	0.9761079970966434	0.9754452326067802	0.97064340584114	0.978333065264151	0.9756385425493281	0.9741465154034744	0.9763987917847311	0.9747372160962645	0.9754684710652333	0.9771163120594276	0.9773321258815415	0.9761035520694036	0.9755828504879089	0.9755881436074335	0.9740515131424812	0.9761982001796154	0.9756303770849191	0.975158805471845	0.9712747578926102	0.9759638685502207	1.0	0.9767986599106143	0.9768038320246903	0.9766973469506963	0.9750670694742624	0.9760997167869214	0.9757317146947911	0.9755544962080174	0.9727423316914486	0.9767244930944217	0.9775042424720786	0.973563742614804
CM_madagascar__A73_01_1FE__bin.1	0.9756331997084549	0.9775736354344239	0.9759912329955845	0.9749397308761178	0.9710231677280712	0.9795456475796016	0.9759179409835873	0.9745662050424545	0.9766014924453468	0.9742701293676974	0.9755596848643358	0.9782020600889985	0.9769500289145151	0.9765018792195804	0.974971445464196	0.9752112609564574	0.9744505811609304	0.9760023491676266	0.9757191875214027	0.9743398402864321	0.9708723557332125	0.9758358130923414	0.9767986599106143	1.0	0.9776972346872244	0.9771549195117325	0.9752721825652527	0.9758438601094535	0.9753464430565737	0.9762050416089467	0.9730690538518024	0.9767690828135265	0.9777615568813052	0.9744831796022966
BritoIL_2016__M1.1.ST__bin.41	0.976409610146754	0.979834363466077	0.9774323508301799	0.9764885960886305	0.9716504391327951	0.979982305708089	0.9768554250595866	0.9758453861583303	0.9789443069403562	0.9750348721553858	0.976728533275783	0.9937748014861519	0.977491679383716	0.9779212310814693	0.9775924794943438	0.9769224623888906	0.9754174544330517	0.9781663047156577	0.9773317188852607	0.976953920500436	0.9735771004598182	0.9771973236847662	0.9768038320246903	0.9776972346872244	1.0	0.9794371063459808	0.9763231315750361	0.9775103842141506	0.9774823825894872	0.9765671955935173	0.9741897531498697	0.9787552235305319	0.978884799130409	0.975521836764675
CosteaPI_2017__SID713A073-11-0-0__bin.1	0.976252502656013	0.9987409617796453	0.977389904072098	0.9765604923554649	0.9724069943062252	0.9792674657554528	0.9757922320593849	0.9746157145647847	0.9776557088734108	0.9751347098514836	0.9759849232136498	0.9790056561584156	0.9776353659466684	0.978662149594792	0.9779453053597427	0.9771160594279423	0.9743935826477292	0.9786190206283765	0.9770458047172031	0.9760811118183886	0.9717345620785519	0.9774029559486651	0.9766973469506963	0.9771549195117325	0.9794371063459808	1.0	0.9765834321813903	0.9775196516320199	0.977318072472911	0.9765682593627925	0.973591132729793	0.978420741107967	0.9784321799829258	0.975102268854234
YuJ_2015__SZAXPI015249-37__bin.28	0.9784229445363813	0.9763139148506325	0.9768750584383374	0.9760144357810323	0.9701886071161805	0.9766052450051013	0.978700457539088	0.9780080304614721	0.9752449135367042	0.9790412336320236	0.9784369619607705	0.9765251270382432	0.9751722947341641	0.9774686275265768	0.9763674678229722	0.9764841392153085	0.9733468039264204	0.9768475414148615	0.9765598819007945	0.9754339357106804	0.9705518175120446	0.9766439302256326	0.9750670694742624	0.9752721825652527	0.9763231315750361	0.9765834321813903	1.0	0.9768762403703317	0.9763011133976763	0.9749384116954644	0.9732800446985981	0.976920688234735	0.9761785458155477	0.9737172946748167
LeChatelierE_2013__MH0200__bin.5	0.9767008068481118	0.9777566863790125	0.9802692863903198	0.9784779056684998	0.9726829532947869	0.9772259753662845	0.9769931921722033	0.9755420781691729	0.9763545732321504	0.9759852605277438	0.9768986194668383	0.9773786502936275	0.9760653789949454	0.9805840093335286	0.9796806578004675	0.980082733600755	0.9746500441085904	0.9805548735980281	0.9796543103217054	0.9793595015747707	0.9724716180478642	0.9798014022880669	0.9760997167869214	0.9758438601094535	0.9775103842141506	0.9775196516320199	0.9768762403703317	1.0	0.9797509047452455	0.9763495387186683	0.9753076317656647	0.9797554326623557	0.9777482267574091	0.9755049252700876
LiJ_2014__V1.FI14__bin.38	0.9771690582020633	0.9776262806232414	0.9795854686069594	0.9787131361929196	0.9724837296094342	0.9771736600229977	0.9773292561142779	0.975329609747489	0.9761662008660293	0.9754420370756055	0.9769258080998854	0.9773178555063388	0.9757794880157924	0.9805092311487565	0.9797914030843143	0.9793483557537543	0.9739061373659875	0.9803037287332795	0.9792108618749227	0.9790710905063368	0.9720002042393923	0.979255707977905	0.9757317146947911	0.9753464430565737	0.9774823825894872	0.977318072472911	0.9763011133976763	0.9797509047452455	1.0	0.9761186346717352	0.9749946772270482	0.9796649864472871	0.9770004515366657	0.9744317621779328
BritoIL_2016__W1.18.ST__bin.80	0.9749556085376058	0.9764516459832294	0.9761554997055539	0.9757565704945027	0.9727909238332441	0.9768204291387579	0.975373064455128	0.9741646097045562	0.9754530056330288	0.9746849158452325	0.9751420288455663	0.9762754799576173	0.9752385102878276	0.9762428563030072	0.9756025370715036	0.9760056631311866	0.9762394737360528	0.9765532515439022	0.9763167295714708	0.9751859469665551	0.9731033444959848	0.9758174423971369	0.9755544962080174	0.9762050416089467	0.9765671955935173	0.9765682593627925	0.9749384116954644	0.9763495387186683	0.9761186346717352	1.0	0.9758695002773866	0.9774629161839281	0.9765301316818212	0.9768398659013139
CosteaPI_2017__SID713A045-11-90-0__bin.3	0.9736916873266351	0.9731202835090751	0.9754038908975717	0.9745094252389229	0.9751865116954415	0.9741117669375259	0.9736687033156216	0.9724475337405434	0.9733837006485434	0.973241758310011	0.9736396538813545	0.9731781029788292	0.9723276647826676	0.9749355949058892	0.9752169475389727	0.9748083416678447	0.977788644720234	0.9752428471082386	0.9750393071467254	0.9757203641945371	0.97554215491171	0.9743539971509155	0.9727423316914486	0.9730690538518024	0.9741897531498697	0.973591132729793	0.9732800446985981	0.9753076317656647	0.9749946772270482	0.9758695002773866	1.0	0.9772121593543039	0.9739722108533866	0.9788776198589021
BritoIL_2016__M2.40.ST__bin.87	0.9773878884711027	0.9778314902524633	0.9798587556656293	0.9790412851556096	0.97442644583956	0.9777303821744202	0.9776041298434271	0.9764062680570548	0.9766851349297017	0.9767340872708199	0.9774227879279722	0.9778508448378824	0.9771823786879867	0.9802633054742557	0.9786584085793859	0.9793685371703799	0.9782505533357725	0.9796163461274586	0.9796856651138018	0.979247417867536	0.9753049735525503	0.9797530542779176	0.9767244930944217	0.9767690828135265	0.9787552235305319	0.978420741107967	0.976920688234735	0.9797554326623557	0.9796649864472871	0.9774629161839281	0.9772121593543039	1.0	0.9784718895408127	0.9808013992267431
KarlssonFH_2013__S144__bin.41	0.976183913385364	0.9785751112750871	0.9777633906496128	0.9767558358480435	0.9715786671822464	0.9792801527927256	0.9769731713621789	0.9751312830415279	0.9781258814562608	0.9757554067356868	0.9767099015889938	0.9788686339145055	0.9777999040932197	0.977855603714471	0.9768104409503741	0.9766724703532714	0.9752478695985325	0.977275080453926	0.9771238341853992	0.9767528543626617	0.972650678688958	0.9776304271959082	0.9775042424720786	0.9777615568813052	0.978884799130409	0.9784321799829258	0.9761785458155477	0.9777482267574091	0.9770004515366657	0.9765301316818212	0.9739722108533866	0.9784718895408127	1.0	0.9754366140787097
BritoIL_2016__M1.22.ST__bin.28	0.9739321485721059	0.9748542768706236	0.975205752146656	0.9740033872735294	0.9752151889224485	0.975389724674617	0.9743381493012899	0.9730875323325324	0.9746225538391089	0.9737574762482658	0.9743182615285502	0.975355783525696	0.9739721882577249	0.975346415931586	0.9752461672928358	0.9744212029702709	0.9822835154657835	0.9745649540579667	0.9748813826568757	0.9741120043438258	0.9787914976115764	0.9749280465453746	0.973563742614804	0.9744831796022966	0.975521836764675	0.975102268854234	0.9737172946748167	0.9755049252700876	0.9744317621779328	0.9768398659013139	0.9788776198589021	0.9808013992267431	0.9754366140787097	1.0
