	RaymondF_2016__P7C0__bin.13	CosteaPI_2017__SID713A073-11-90-0__bin.30	CosteaPI_2017__SID713A058-11-90-0__bin.32	XieH_2016__YSZC12003_37322__bin.16	LiuW_2016__SRR3992983__bin.32	BritoIL_2016__M2.37.ST__bin.52	RaymondF_2016__P7C7__bin.83	YuJ_2015__SZAXPI003412-1__bin.62	BritoIL_2016__M1.48.ST__bin.71	QinJ_2012__T2D-099__bin.10	RaymondF_2016__P7C90__bin.37	BritoIL_2016__M1.59.ST__bin.76	XieH_2016__YSZC12003_36666__bin.31	ZellerG_2014__CCIS07539127ST-4-0__bin.34	CosteaPI_2017__SID713B016-11-90-0__bin.11	LiJ_2014__MH0245__bin.25	BritoIL_2016__W2.59.ST__bin.17	NielsenHB_2014__V1_UC9_0__bin.13	ZellerG_2014__CCIS41222843ST-4-0__bin.49	LiSS_2016__FAT_008-22-42-0__bin.15	BritoIL_2016__M2.50.ST__bin.12	XieH_2016__YSZC12003_36474__bin.114	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.29	CM_madagascar__A73_01_1FE__bin.1	BritoIL_2016__M1.1.ST__bin.41	CosteaPI_2017__SID713A073-11-0-0__bin.1	YuJ_2015__SZAXPI015249-37__bin.28	LeChatelierE_2013__MH0200__bin.5	LiJ_2014__V1.FI14__bin.38	BritoIL_2016__W1.18.ST__bin.80	CosteaPI_2017__SID713A045-11-90-0__bin.3	BritoIL_2016__M2.40.ST__bin.87	KarlssonFH_2013__S144__bin.41	BritoIL_2016__M1.22.ST__bin.28
RaymondF_2016__P7C90__bin.37	1665220.0	1277635.0	1403237.0	1237766.0	786668.0	1339591.0	1765395.0	1436820.0	1020209.0	1185772.0	1827811.0	1157359.0	1477231.0	1444759.0	1253424.0	1417975.0	1414780.0	1218212.0	1501521.0	1183127.0	862049.0	1450620.0	1255894.0	1335171.0	1482760.0	1586545.0	1302182.0	1423508.0	1411057.0	1325611.0	961520.0	842841.0	1448212.0	1206071.0
BritoIL_2016__M1.59.ST__bin.76	1145682.0	1041569.0	1125144.0	1006564.0	672053.0	1090258.0	1177496.0	1073604.0	860436.0	911555.0	1157359.0	1337024.0	1142109.0	1147024.0	1019624.0	1130018.0	1109524.0	986424.0	1134170.0	962192.0	708790.0	1111891.0	1054594.0	1031703.0	1225985.0	1203467.0	1047716.0	1122170.0	1126084.0	1062698.0	788162.0	711675.0	1133055.0	972642.0
XieH_2016__YSZC12003_36666__bin.31	1447964.0	1247953.0	1405249.0	1235510.0	801813.0	1352321.0	1505938.0	1392433.0	1026423.0	1162423.0	1477231.0	1142109.0	1723321.0	1432960.0	1238475.0	1403994.0	1395147.0	1194247.0	1446234.0	1182288.0	868738.0	1434004.0	1278726.0	1322865.0	1459327.0	1494726.0	1320702.0	1383686.0	1404223.0	1312522.0	966561.0	856531.0	1420129.0	1206325.0
ZellerG_2014__CCIS07539127ST-4-0__bin.34	1424728.0	1251062.0	1407934.0	1220786.0	776527.0	1298016.0	1487534.0	1355750.0	993162.0	1132808.0	1444759.0	1147024.0	1432960.0	1758589.0	1230024.0	1398986.0	1382316.0	1191766.0	1443220.0	1171601.0	839895.0	1396935.0	1257802.0	1269676.0	1486043.0	1505400.0	1270939.0	1385971.0	1414721.0	1292748.0	933156.0	847001.0	1416837.0	1170053.0
CosteaPI_2017__SID713B016-11-90-0__bin.11	1230116.0	1089710.0	1196624.0	1128202.0	688580.0	1170534.0	1270322.0	1170799.0	949763.0	998045.0	1253424.0	1019624.0	1238475.0	1230024.0	1454138.0	1209129.0	1210514.0	1088864.0	1268184.0	1053043.0	772364.0	1214715.0	1105944.0	1116285.0	1255873.0	1276871.0	1118966.0	1232471.0	1216413.0	1148726.0	873944.0	785977.0	1221498.0	1050302.0
LiJ_2014__MH0245__bin.25	1407935.0	1230792.0	1414053.0	1240479.0	756250.0	1299231.0	1458404.0	1321812.0	989236.0	1114682.0	1417975.0	1130018.0	1403994.0	1398986.0	1209129.0	1720730.0	1363193.0	1206491.0	1414951.0	1159858.0	858209.0	1350565.0	1222193.0	1270940.0	1426972.0	1467929.0	1245840.0	1356160.0	1354420.0	1257255.0	940867.0	826747.0	1397962.0	1138482.0
BritoIL_2016__W2.59.ST__bin.17	1409181.0	1241343.0	1355557.0	1202863.0	789935.0	1270959.0	1432121.0	1321428.0	978994.0	1119293.0	1414780.0	1109524.0	1395147.0	1382316.0	1210514.0	1363193.0	1808806.0	1164286.0	1406089.0	1147798.0	917609.0	1340876.0	1203654.0	1264882.0	1416981.0	1435109.0	1216477.0	1321738.0	1349781.0	1319794.0	1020424.0	828159.0	1378144.0	1276269.0
NielsenHB_2014__V1_UC9_0__bin.13	1210778.0	1079678.0	1169385.0	1075849.0	684834.0	1122665.0	1254437.0	1168044.0	895621.0	974019.0	1218212.0	986424.0	1194247.0	1191766.0	1088864.0	1206491.0	1164286.0	1363452.0	1224145.0	1045594.0	728827.0	1181368.0	1091220.0	1106775.0	1217476.0	1275573.0	1113791.0	1213826.0	1182305.0	1099001.0	841373.0	765221.0	1187947.0	1015410.0
ZellerG_2014__CCIS41222843ST-4-0__bin.49	1468387.0	1256527.0	1410581.0	1280441.0	782883.0	1299207.0	1514510.0	1400498.0	1029363.0	1154578.0	1501521.0	1134170.0	1446234.0	1443220.0	1268184.0	1414951.0	1406089.0	1224145.0	1850813.0	1219783.0	865560.0	1430993.0	1257303.0	1317007.0	1454367.0	1533663.0	1274183.0	1416762.0	1389668.0	1287660.0	954661.0	852403.0	1442768.0	1178369.0
LiSS_2016__FAT_008-22-42-0__bin.15	1167818.0	1045926.0	1166685.0	1083607.0	681150.0	1090231.0	1205846.0	1136565.0	871262.0	953436.0	1183127.0	962192.0	1182288.0	1171601.0	1053043.0	1159858.0	1147798.0	1045594.0	1219783.0	1376658.0	740448.0	1163768.0	1067501.0	1068037.0	1184887.0	1222214.0	1075793.0	1163344.0	1156582.0	1073021.0	800012.0	743281.0	1164358.0	994515.0
BritoIL_2016__M2.50.ST__bin.12	855528.0	773210.0	830237.0	800737.0	523797.0	826669.0	879090.0	826611.0	662483.0	698872.0	862049.0	708790.0	868738.0	839895.0	772364.0	858209.0	917609.0	728827.0	865560.0	740448.0	1080333.0	836868.0	772178.0	807549.0	871214.0	884154.0	777739.0	840587.0	842149.0	837316.0	665308.0	558655.0	862398.0	800528.0
XieH_2016__YSZC12003_36474__bin.114	1412520.0	1205944.0	1356463.0	1216322.0	794785.0	1280879.0	1483687.0	1374462.0	997632.0	1127003.0	1450620.0	1111891.0	1434004.0	1396935.0	1214715.0	1350565.0	1340876.0	1181368.0	1430993.0	1163768.0	836868.0	1721844.0	1229732.0	1271965.0	1411194.0	1472759.0	1262584.0	1366481.0	1357048.0	1287002.0	942759.0	829656.0	1398328.0	1163252.0
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.29	1253361.0	1134041.0	1235811.0	1123570.0	722359.0	1199939.0	1288716.0	1217128.0	941223.0	1024511.0	1255894.0	1054594.0	1278726.0	1257802.0	1105944.0	1222193.0	1203654.0	1091220.0	1257303.0	1067501.0	772178.0	1229732.0	1514572.0	1150968.0	1307716.0	1318219.0	1194284.0	1241115.0	1239725.0	1153750.0	867499.0	788855.0	1266950.0	1056844.0
CM_madagascar__A73_01_1FE__bin.1	1317120.0	1172058.0	1253792.0	1129517.0	713363.0	1200918.0	1363214.0	1259466.0	925059.0	1064949.0	1335171.0	1031703.0	1322865.0	1269676.0	1116285.0	1270940.0	1264882.0	1106775.0	1317007.0	1068037.0	807549.0	1271965.0	1150968.0	1787291.0	1303650.0	1360074.0	1194970.0	1280544.0	1249556.0	1186764.0	891985.0	780899.0	1313806.0	1066473.0
BritoIL_2016__M1.1.ST__bin.41	1475940.0	1316497.0	1422523.0	1255008.0	788372.0	1339415.0	1528868.0	1381972.0	1024616.0	1169271.0	1482760.0	1225985.0	1459327.0	1486043.0	1255873.0	1426972.0	1416981.0	1217476.0	1454367.0	1184887.0	871214.0	1411194.0	1307716.0	1303650.0	1716791.0	1582608.0	1298567.0	1410073.0	1414226.0	1316061.0	955357.0	861247.0	1455397.0	1191225.0
CosteaPI_2017__SID713A073-11-0-0__bin.1	1532372.0	1433634.0	1446920.0	1303611.0	791215.0	1350872.0	1661161.0	1438449.0	1032568.0	1184583.0	1586545.0	1203467.0	1494726.0	1505400.0	1276871.0	1467929.0	1435109.0	1275573.0	1533663.0	1222214.0	884154.0	1472759.0	1318219.0	1360074.0	1582608.0	1942765.0	1319365.0	1466036.0	1442470.0	1342922.0	984745.0	863329.0	1493475.0	1211757.0
YuJ_2015__SZAXPI015249-37__bin.28	1284698.0	1121629.0	1262014.0	1120549.0	737671.0	1210485.0	1338902.0	1252730.0	949825.0	1057171.0	1302182.0	1047716.0	1320702.0	1270939.0	1118966.0	1245840.0	1216477.0	1113791.0	1274183.0	1075793.0	777739.0	1262584.0	1194284.0	1194970.0	1298567.0	1319365.0	1451184.0	1274317.0	1260017.0	1180013.0	876985.0	788975.0	1277252.0	1072226.0
LeChatelierE_2013__MH0200__bin.5	1401379.0	1232730.0	1340803.0	1238123.0	774132.0	1286773.0	1452005.0	1339198.0	1007679.0	1109402.0	1423508.0	1122170.0	1383686.0	1385971.0	1232471.0	1356160.0	1321738.0	1213826.0	1416762.0	1163344.0	840587.0	1366481.0	1241115.0	1280544.0	1410073.0	1466036.0	1274317.0	1791726.0	1360604.0	1263654.0	928789.0	833063.0	1378407.0	1131207.0
LiJ_2014__V1.FI14__bin.38	1389693.0	1215131.0	1355603.0	1199754.0	784554.0	1284481.0	1450989.0	1325962.0	1000428.0	1118741.0	1411057.0	1126084.0	1404223.0	1414721.0	1216413.0	1354420.0	1349781.0	1182305.0	1389668.0	1156582.0	842149.0	1357048.0	1239725.0	1249556.0	1414226.0	1442470.0	1260017.0	1360604.0	1661700.0	1262700.0	939360.0	841160.0	1353157.0	1166721.0
BritoIL_2016__W1.18.ST__bin.80	1301489.0	1140929.0	1243012.0	1163573.0	782533.0	1210937.0	1356401.0	1238882.0	949933.0	1070587.0	1325611.0	1062698.0	1312522.0	1292748.0	1148726.0	1257255.0	1319794.0	1099001.0	1287660.0	1073021.0	837316.0	1287002.0	1153750.0	1186764.0	1316061.0	1342922.0	1180013.0	1263654.0	1262700.0	1548048.0	937320.0	789765.0	1299496.0	1152584.0
CosteaPI_2017__SID713A045-11-90-0__bin.3	950308.0	861207.0	915470.0	854355.0	578516.0	906744.0	994444.0	919591.0	726397.0	805023.0	961520.0	788162.0	966561.0	933156.0	873944.0	940867.0	1020424.0	841373.0	954661.0	800012.0	665308.0	942759.0	867499.0	891985.0	955357.0	984745.0	876985.0	928789.0	939360.0	937320.0	1226910.0	616513.0	957784.0	874570.0
BritoIL_2016__M2.40.ST__bin.87	832430.0	756704.0	829343.0	768654.0	509237.0	809264.0	862793.0	813394.0	664383.0	697759.0	842841.0	711675.0	856531.0	847001.0	785977.0	826747.0	828159.0	765221.0	852403.0	743281.0	558655.0	829656.0	788855.0	780899.0	861247.0	863329.0	788975.0	833063.0	841160.0	789765.0	616513.0	981999.0	843316.0	760420.0
KarlssonFH_2013__S144__bin.41	1429412.0	1268478.0	1373141.0	1249647.0	755137.0	1331477.0	1481663.0	1358896.0	999766.0	1165167.0	1448212.0	1133055.0	1420129.0	1416837.0	1221498.0	1397962.0	1378144.0	1187947.0	1442768.0	1164358.0	862398.0	1398328.0	1266950.0	1313806.0	1455397.0	1493475.0	1277252.0	1378407.0	1353157.0	1299496.0	957784.0	843316.0	1785379.0	1178787.0
BritoIL_2016__M1.22.ST__bin.28	1181110.0	1053539.0	1144338.0	1053945.0	718787.0	1115916.0	1220177.0	1152477.0	890988.0	966561.0	1206071.0	972642.0	1206325.0	1170053.0	1050302.0	1138482.0	1276269.0	1015410.0	1178369.0	994515.0	800528.0	1163252.0	1056844.0	1066473.0	1191225.0	1211757.0	1072226.0	1131207.0	1166721.0	1152584.0	874570.0	760420.0	1178787.0	1468211.0
