	RaymondF_2016__P7C0__bin.13	CosteaPI_2017__SID713A073-11-90-0__bin.30	CosteaPI_2017__SID713A058-11-90-0__bin.32	XieH_2016__YSZC12003_37322__bin.16	LiuW_2016__SRR3992983__bin.32	BritoIL_2016__M2.37.ST__bin.52	RaymondF_2016__P7C7__bin.83	YuJ_2015__SZAXPI003412-1__bin.62	BritoIL_2016__M1.48.ST__bin.71	QinJ_2012__T2D-099__bin.10	RaymondF_2016__P7C90__bin.37	BritoIL_2016__M1.59.ST__bin.76	XieH_2016__YSZC12003_36666__bin.31	ZellerG_2014__CCIS07539127ST-4-0__bin.34	CosteaPI_2017__SID713B016-11-90-0__bin.11	LiJ_2014__MH0245__bin.25	BritoIL_2016__W2.59.ST__bin.17	NielsenHB_2014__V1_UC9_0__bin.13	ZellerG_2014__CCIS41222843ST-4-0__bin.49	LiSS_2016__FAT_008-22-42-0__bin.15	BritoIL_2016__M2.50.ST__bin.12	XieH_2016__YSZC12003_36474__bin.114	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.29	CM_madagascar__A73_01_1FE__bin.1	BritoIL_2016__M1.1.ST__bin.41	CosteaPI_2017__SID713A073-11-0-0__bin.1	YuJ_2015__SZAXPI015249-37__bin.28	LeChatelierE_2013__MH0200__bin.5	LiJ_2014__V1.FI14__bin.38	BritoIL_2016__W1.18.ST__bin.80	CosteaPI_2017__SID713A045-11-90-0__bin.3	BritoIL_2016__M2.40.ST__bin.87	KarlssonFH_2013__S144__bin.41	BritoIL_2016__M1.22.ST__bin.28
XieH_2016__YSZC12003_36474__bin.114	0.800686357184507	0.6850661267803588	0.7715542174552398	0.6931255096280499	0.44919748827419903	0.7269003463728421	0.841037864057371	0.778463089571413	0.5661261995860252	0.6388255846638835	0.8222934249560356	0.6310141917618552	0.8127263561623469	0.7947438908519007	0.6910196277943879	0.7681073314423374	0.7584194619257029	0.6728147265373634	0.813866993757855	0.6618305723398867	0.47225474549378454	1.0	0.6970283022155317	0.7208719256796783	0.8008942738134233	0.8360101147374559	0.7161479204852472	0.7775849612392296	0.7717871073105346	0.7293802458294711	0.5334867734823828	0.4720857406362016	0.7939441668350907	0.6586467763630155
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.29	0.8070722289861426	0.7313425839114944	0.7964527272391144	0.7236242317961774	0.4629380445432769	0.7750968590466482	0.8301493755331539	0.7828356789905003	0.6067780204572645	0.6593473271656943	0.8088654748668271	0.6803644858085321	0.8251440010775322	0.8106217466056417	0.7123728683746959	0.7872567299540728	0.7740939354484304	0.7033320304350008	0.8099073533645149	0.6873116629648508	0.49518741928412774	0.7924179240075744	1.0	0.7422981541980176	0.84339470160547	0.850075796990833	0.7688686968991899	0.7998642520791353	0.798667214236101	0.7431445979458223	0.5571560810578831	0.5087206154610016	0.8176890897230372	0.6793371328665788
CM_madagascar__A73_01_1FE__bin.1	0.7189797296579014	0.6410668436197574	0.6846618709544221	0.6161341382013338	0.387565315329177	0.6581770959513588	0.7443583613412701	0.6867561018323262	0.5054655341519652	0.5805143090856498	0.728778357861143	0.5646612666879652	0.7230904200826838	0.693698452014809	0.6089360937866302	0.6934712925874968	0.6896274865145071	0.6043867506746242	0.7189814081758371	0.5822392660176771	0.4386677938847116	0.6944750463131073	0.6290324295260257	1.0	0.7131323326755409	0.7435851240788434	0.6520600170873125	0.6991648254257421	0.6818979114201326	0.6482016638588791	0.48563048770457634	0.42676766122584403	0.7187352255452525	0.5814721833210149
BritoIL_2016__M1.1.ST__bin.41	0.8394277463010932	0.7513721821701068	0.8098947396625449	0.7138323768006706	0.4461940911852404	0.7645677313080044	0.8699270907175072	0.7855300965580551	0.5842539948077548	0.6640761746770574	0.8435820085263728	0.7096687948620419	0.8308990436226659	0.8464821868241387	0.7151318943307602	0.8120039072898215	0.805076447861155	0.6936744193090482	0.8279394521523005	0.674269611152435	0.49405780901693913	0.8032515314910201	0.7440521298166172	0.7424171026059666	1.0	0.9028850920117825	0.738483018608555	0.8028705882078833	0.8052121661867986	0.7486187893575863	0.5421154933827124	0.49100327296683166	0.8298424211217322	0.6768826257826375
CosteaPI_2017__SID713A073-11-0-0__bin.1	0.7700272549690775	0.7370057624056435	0.7279341557007667	0.6552799746752695	0.396024737937939	0.6809186906290776	0.8343510409133373	0.7216184149910051	0.5196181730677668	0.594579375271842	0.7970310356630884	0.6064557473497825	0.7521738347149552	0.7583408183696947	0.6427488656631142	0.7382967059834823	0.7197787689195554	0.6425378262424947	0.7713022419077963	0.614062946367677	0.4422372237506852	0.7409434491562285	0.6627157685051975	0.684078105174841	0.797865413469977	1.0	0.6632145421602715	0.7376491752733861	0.7256420617007203	0.675045617972323	0.493492007525357	0.4347921647754618	0.7521568486152468	0.6081986241259236
YuJ_2015__SZAXPI015249-37__bin.28	0.8661741033528485	0.7545990032966184	0.8495338978379035	0.753641164731695	0.4931697152118546	0.8146217157851796	0.9029757770206948	0.8442623402683601	0.63831464514493	0.7132203772919217	0.877974812291205	0.705025000275637	0.8874904905236	0.8560616710217311	0.7528487083650315	0.838310648408472	0.8159227224114931	0.7497353884827838	0.8574488142096385	0.7231095436553876	0.5201518208580029	0.8497165073484824	0.802453031455694	0.8030828619940683	0.8736459332517448	0.887875004134555	1.0	0.8578167896007673	0.8476912645122879	0.7927595673601694	0.5881762753723856	0.5311290642675223	0.8591784363664429	0.7194435715939537
LeChatelierE_2013__MH0200__bin.5	0.7639159112498228	0.6727088851755235	0.7335652884425409	0.6761502595821012	0.4202567803336001	0.701819363005281	0.7917499662336763	0.7291538996476024	0.5491085132436545	0.604311150254001	0.7761359716831704	0.6121387980081776	0.7537804329456624	0.7585205550402238	0.6738909855636409	0.7418260381330627	0.7189893990487385	0.6642885128641322	0.7746368585375218	0.6358851744072476	0.45623437958705737	0.7472571140899892	0.6761368646768534	0.697434205899786	0.7692922913436541	0.799831559066509	0.6947769915712558	1.0	0.7440049427200365	0.6885918940730893	0.5055767455514961	0.45553728639312036	0.7521992760053714	0.6158854646301946
LiJ_2014__V1.FI14__bin.38	0.8172142986098574	0.7148967924414755	0.799138833724499	0.7066347716194259	0.4591478606246615	0.7553475356562557	0.8533995306011916	0.7782692423421796	0.5877017512186314	0.6567172173075765	0.82957092134561	0.6622988505747126	0.8245844616958536	0.8347758319792984	0.7172359631702473	0.7982481795751338	0.7910934585063489	0.6974893181681411	0.8189071432869952	0.6814563398928808	0.49260937594030213	0.7997213696816513	0.7279526990431485	0.7334356382018414	0.8319076849010051	0.848379370524162	0.7402996930853945	0.8022224228200037	1.0	0.7417373773846061	0.5511650719143046	0.49591081422639466	0.7955918637539869	0.6841728350484444
BritoIL_2016__W1.18.ST__bin.80	0.8196735501741548	0.7196559796595454	0.7838083832025879	0.733416534887807	0.4917425041083997	0.7641029218732236	0.8546227248767481	0.7796108389403946	0.5985699409837422	0.674065016071853	0.8350251413392866	0.6701898132357653	0.8268619577687514	0.8152434549833081	0.723943960393993	0.7926679276094799	0.8322965437764205	0.6932814744762437	0.8120962657488657	0.6759448027451345	0.5263370386447965	0.8112661881285333	0.7270743542835881	0.7483779572726428	0.830221026738189	0.8471668837142	0.743155250999969	0.7969830392856035	0.7961930121029839	1.0	0.5908744431697208	0.4986705838578649	0.8197400855787418	0.7272965696154124
CosteaPI_2017__SID713A045-11-90-0__bin.3	0.7541767529810662	0.6830639574214897	0.7278064405702129	0.6785966370801444	0.45982264387770905	0.7199142561394072	0.7891850257965132	0.7288668280476971	0.5762957348134744	0.638581477043956	0.7630339633713964	0.625165660072866	0.7660007661523666	0.7415107872623093	0.6946597549942538	0.7475405693979184	0.8132291692137157	0.6687882566773439	0.7586799357736101	0.636222705821943	0.5290004971839826	0.7486946882819441	0.6877872052554792	0.7074381984008608	0.7585715333643055	0.7814256954462837	0.69569243057763	0.7383222893284755	0.7464858873103977	0.7455330871865092	1.0	0.49104172270174673	0.7603287934730338	0.6977667473571818
BritoIL_2016__M2.40.ST__bin.87	0.8285212103067314	0.7534926206645831	0.8275354659220631	0.7663388659255254	0.5053100868738156	0.8057462380307924	0.8589316282399474	0.8087615160504237	0.6607878419428126	0.6940180183482876	0.8389132779157616	0.7086687460985195	0.8523297885232062	0.8455039159917678	0.7833032416529956	0.8245324078741425	0.8249977851301274	0.7633643211449299	0.8503949596690017	0.7411983107925773	0.5548467971963311	0.8277584804057845	0.7846179069428788	0.7767400985133386	0.8584020961324808	0.8601831570093248	0.7848948929683228	0.8311597058652809	0.8391607323429047	0.7861168901393993	0.6135077530628851	1.0	0.8402870064022467	0.7594926267745691
KarlssonFH_2013__S144__bin.41	0.7815533844634669	0.6952591018489631	0.7520011157294894	0.6836643648211388	0.4109351571851131	0.7303149639376288	0.8107774315705517	0.7421964748101103	0.547725160876206	0.6367936443746678	0.7922592345938874	0.6212193601470613	0.7777631528095715	0.7760044225903856	0.6683018003460329	0.7647401476101153	0.7527992655901071	0.6502546518134245	0.789615538213455	0.6370020034961764	0.4698229339540792	0.7656906460757071	0.6936616819173967	0.7195049342464542	0.797962785492604	0.8184615143339313	0.698353682887499	0.754873335017383	0.7404786322679946	0.7107717745083817	0.5224969040186986	0.46217693834194307	1.0	0.644026842479944
BritoIL_2016__M1.22.ST__bin.28	0.7834847988470323	0.6995227525199035	0.7600848924303114	0.6991815209121849	0.4774327395721732	0.74134644134937	0.8097371563079149	0.7638282236000139	0.5914524547221074	0.6410495494176246	0.8003597575552833	0.6461414605938792	0.8002439703830035	0.7772772442108117	0.6976538113391059	0.7555869013377505	0.8538677342698018	0.6740059841535038	0.782428411175233	0.6598295476603839	0.5336766990575605	0.772427804995331	0.7007882382028197	0.7078410391966823	0.7914843302495349	0.8047801031323155	0.7111001075458501	0.7515936060961265	0.7743369311359198	0.7668448199884077	0.5830885342774302	0.5079794389226072	0.7831517404514746	1.0
