	RaymondF_2016__P7C0__bin.13	CosteaPI_2017__SID713A073-11-90-0__bin.30	CosteaPI_2017__SID713A058-11-90-0__bin.32	XieH_2016__YSZC12003_37322__bin.16	LiuW_2016__SRR3992983__bin.32	BritoIL_2016__M2.37.ST__bin.52	RaymondF_2016__P7C7__bin.83	YuJ_2015__SZAXPI003412-1__bin.62	BritoIL_2016__M1.48.ST__bin.71	QinJ_2012__T2D-099__bin.10	RaymondF_2016__P7C90__bin.37	BritoIL_2016__M1.59.ST__bin.76	XieH_2016__YSZC12003_36666__bin.31	ZellerG_2014__CCIS07539127ST-4-0__bin.34	CosteaPI_2017__SID713B016-11-90-0__bin.11	LiJ_2014__MH0245__bin.25	BritoIL_2016__W2.59.ST__bin.17	NielsenHB_2014__V1_UC9_0__bin.13	ZellerG_2014__CCIS41222843ST-4-0__bin.49	LiSS_2016__FAT_008-22-42-0__bin.15	BritoIL_2016__M2.50.ST__bin.12	XieH_2016__YSZC12003_36474__bin.114	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.29	CM_madagascar__A73_01_1FE__bin.1	BritoIL_2016__M1.1.ST__bin.41	CosteaPI_2017__SID713A073-11-0-0__bin.1	YuJ_2015__SZAXPI015249-37__bin.28	LeChatelierE_2013__MH0200__bin.5	LiJ_2014__V1.FI14__bin.38	BritoIL_2016__W1.18.ST__bin.80	CosteaPI_2017__SID713A045-11-90-0__bin.3	BritoIL_2016__M2.40.ST__bin.87	KarlssonFH_2013__S144__bin.41	BritoIL_2016__M1.22.ST__bin.28
RaymondF_2016__P7C90__bin.37	0.9110460545428384	0.6989973252157909	0.7677144956453376	0.677184894937168	0.43038804340273695	0.7328936088030984	0.9658520492545455	0.7860878394976286	0.5581589124914994	0.6487388466312983	1.0	0.6331940227955735	0.8081967993408509	0.7904312863857368	0.685751426159488	0.7757776925513633	0.7740297000072764	0.6664868523058456	0.8214859194960529	0.6472917604719525	0.4716291782903156	0.7936378542420415	0.6871027693782344	0.7304754156748154	0.8112217291612754	0.8680027639619194	0.7124270507180447	0.7788048107818587	0.7719928373338382	0.7252451156054975	0.526050012829554	0.46112043313012124	0.7923204313793931	0.6598444806383155
BritoIL_2016__M1.59.ST__bin.76	0.8568896295055287	0.7790204214733617	0.8415286487003973	0.7528391412570006	0.5026484191757216	0.8154363721219664	0.8806842659518453	0.8029803503901202	0.6435456655976258	0.6817790854913599	0.8656232049686468	1.0	0.8542172765784309	0.8578933512038677	0.7626071035374085	0.8451740582068833	0.8298459863098943	0.7377758364846106	0.848279462447944	0.7196520032549902	0.530125113685319	0.8316163359820018	0.7887622062132018	0.77164134675219	0.9169506306543488	0.9001087489828156	0.7836179455267819	0.8393043056818725	0.8422317026470729	0.7948234287492222	0.5894897922550381	0.5322828909578288	0.8474455207984299	0.7274678689387775
XieH_2016__YSZC12003_36666__bin.31	0.8402172317287377	0.7241558595293622	0.8154307874156933	0.7169354983778414	0.46527199517675466	0.784717995080429	0.8738580914408866	0.8079939837093612	0.5956075507697057	0.6745249434086859	0.857200138569657	0.6627372381581841	1.0	0.8315107864408314	0.7186560135923603	0.8147025423586204	0.8095688499124655	0.6929916132862073	0.8392133560723742	0.6860521052084899	0.5041068959294293	0.8321165934843248	0.7420126604387691	0.7676254162747393	0.8468108959387137	0.8673520487477376	0.766370281566812	0.8029183187577938	0.8148354253212257	0.7616236325095557	0.5608711319597451	0.49702347966513494	0.8240652786103111	0.7000001740824837
ZellerG_2014__CCIS07539127ST-4-0__bin.34	0.8101540496386592	0.7114010152457453	0.8006043481450186	0.6941849403129441	0.4415625254109971	0.7381008296992646	0.8458679088746717	0.7709305585330057	0.5647493530324595	0.6441573329527251	0.8215444313594592	0.6522410864619306	0.814835075165374	1.0	0.6994380153634533	0.7955161780268158	0.7860369876076787	0.6776830743283394	0.8206692979428394	0.6662164951560597	0.47759595903306573	0.7943499021090203	0.715233633327628	0.7219856373490338	0.8450200700675371	0.8560271899801488	0.7227038267611136	0.7881153583924385	0.8044636921986889	0.7351052463082619	0.5306276793497514	0.4816366985122732	0.8056669295668288	0.6653362440001614
CosteaPI_2017__SID713B016-11-90-0__bin.11	0.8459417194241536	0.7493855466262487	0.8229095175285976	0.7758562117213085	0.4735313979828599	0.8049676165535871	0.8735910897040033	0.8051498551031607	0.6531450247500581	0.6863482007897462	0.8619704594749604	0.7011879202661646	0.8516901422010841	0.8458784517012828	1.0	0.8315091139905566	0.8324615682968192	0.7488037586528926	0.8721208028398956	0.7241699205990078	0.5311490381243046	0.8353505650770422	0.7605495489423975	0.7676609785316112	0.8636546187500773	0.8780947888027134	0.7695046824991851	0.84756123559112	0.8365182671795937	0.7899704154626315	0.601004856485423	0.5405105980312735	0.840015184253489	0.7222849550730398
LiJ_2014__MH0245__bin.25	0.8182195928472218	0.7152731689457381	0.8217750605847518	0.720902756388277	0.43949370325385156	0.7550464047235766	0.847549586512701	0.7681693234848	0.5748932139266474	0.6477959935608725	0.8240543257803374	0.6567084900013367	0.8159292858263644	0.8130188931441888	0.7026837446897538	1.0	0.7922178377781522	0.7011506744230647	0.8222969321160205	0.6740499671650986	0.4987470434059963	0.7848790920132734	0.7102758712871863	0.7386051268938183	0.8292829206208993	0.8530850278660801	0.7240182945610293	0.7881306189814787	0.7871194202460584	0.7306521069546065	0.546783632528055	0.48046294305323906	0.8124237968769069	0.6616273325855887
BritoIL_2016__W2.59.ST__bin.17	0.7790669646164375	0.6862775775843291	0.7494208886967425	0.665003875484712	0.4367162647625008	0.7026508094289824	0.7917493639450555	0.7305526408028279	0.54123770044991	0.6188021269279292	0.7821623767280736	0.6134013266209865	0.7713082552800024	0.7642146255596233	0.669233737614758	0.7536424580634961	1.0	0.643676546849137	0.7773575496764163	0.6345611414380536	0.5073009488026908	0.7413044848369588	0.6654411805356683	0.6992911345937597	0.7833792015285221	0.7934012823929155	0.672530387448958	0.730724024577539	0.7462276219782553	0.7296492824548348	0.564142312663713	0.45784843703525974	0.7619081316625442	0.7055864476345169
NielsenHB_2014__V1_UC9_0__bin.13	0.8880239275016649	0.7918709276160804	0.857664956302092	0.7890626145988271	0.5022795081895072	0.8233989902101431	0.9200448567312968	0.856681423328434	0.6568775431771708	0.7143771837952492	0.8934762646576484	0.723475413875956	0.875899554953163	0.8740799089370216	0.798608238500512	0.8848797024024315	0.8539251840182126	1.0	0.8978277196410288	0.7668726145108152	0.5345454038719368	0.8664536778705815	0.8003362054549775	0.8117447478899147	0.8929364583425012	0.9355466859119352	0.8168905102636543	0.8902594297415677	0.8671409041169033	0.8060430436861731	0.6170902972748582	0.5612379460369709	0.8712789302447024	0.7447346881298351
ZellerG_2014__CCIS41222843ST-4-0__bin.49	0.7933740469728708	0.6789054323694507	0.7621412860186307	0.6918262406844992	0.4229941112365215	0.7019655686446983	0.8182944468187764	0.7566934098690683	0.5561680191353746	0.6238220717057855	0.8112764498628441	0.6127955660566464	0.7814047124155709	0.7797762388744838	0.6852037455972051	0.7645024105622772	0.7597142444968779	0.6614093374101003	1.0	0.6590525352912476	0.46766475057177576	0.7731699528801668	0.6793247075744551	0.7115829638110387	0.7857989975216297	0.8286428720783785	0.6884450238895016	0.7654808994749874	0.7508419273043793	0.6957266887578594	0.5158062970165003	0.46055598269517234	0.7795320218736307	0.6366764227396284
LiSS_2016__FAT_008-22-42-0__bin.15	0.8482992871141561	0.7597573253487795	0.847476279511687	0.787128684103096	0.494785197194946	0.7919403366704003	0.8759227055666694	0.8255972071494881	0.6328819503464187	0.6925728830254138	0.8594196961046244	0.6989332136231367	0.8588102491686388	0.851047246302277	0.7649270915506974	0.8425171683889535	0.8337568226821767	0.7595161616029544	0.8860464981135474	1.0	0.5378590761104065	0.8453573799738207	0.7754293368432827	0.7758186855413618	0.860698154516227	0.8878123687945735	0.7814526193143104	0.8450493877201164	0.8401374923909932	0.7794390473160364	0.581126176581257	0.5399169583149919	0.8457859541004374	0.722412538190313
BritoIL_2016__M2.50.ST__bin.12	0.7919113828791678	0.7157145065456669	0.7685010084853466	0.7411946131424292	0.4848477275062411	0.7651983231096338	0.8137213248137379	0.765144635959468	0.6132211086766766	0.6469042415625552	0.7979474847107327	0.6560847442408961	0.8041390941496742	0.7774408446284617	0.7149314146656632	0.7943930251135529	0.8493760720074274	0.6746318033421177	0.8011974085767999	0.6853886718261869	1.0	0.7746389307741224	0.7147592455289249	0.7475000763653429	0.8064309800774391	0.8184087684075187	0.7199067324611949	0.7780813878683702	0.7795272383607647	0.7750536177271268	0.615836043145956	0.5171137047558484	0.7982705332522472	0.7410011542737286
XieH_2016__YSZC12003_36474__bin.114	0.8203530633437176	0.7003793607318666	0.7877966877371004	0.7064066198796174	0.4615894355121602	0.7438995634912338	0.861684914545104	0.7982500156808631	0.5793974367015827	0.6545325825103784	0.8424805034602438	0.6457559453701961	0.8328303841695299	0.8113017207133747	0.7054733181403193	0.7843712903143374	0.7787441835613447	0.6861062906976474	0.8310816775503472	0.6758846910637665	0.48603009331855845	1.0	0.7141947818733869	0.7387225555857557	0.8195829587349377	0.8553382304087943	0.733274326826356	0.793614868710522	0.7881364397703857	0.7474556347729527	0.5475286959794267	0.4818415605594932	0.8121107370934881	0.6755850123472278
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.29	0.8275347755009336	0.7487534432169616	0.8159473435399571	0.7418399389398457	0.4769393597663234	0.792262764662228	0.8508780038189007	0.803611845458651	0.6214448702339671	0.6764359832348676	0.8292071951680079	0.6962983601968081	0.8442820810103449	0.830466957001714	0.7302023277863318	0.8069560245402662	0.7947156028237681	0.7204807694847125	0.830137490987553	0.7048202396452595	0.5098324807272285	0.8119336683894857	1.0	0.7599295378496367	0.8634228019532911	0.8703574343114755	0.7885290365859133	0.8194493229770523	0.8185315719556416	0.7617663603975249	0.5727684124623986	0.5208435122265564	0.8365069471771563	0.6977839283969333
CM_madagascar__A73_01_1FE__bin.1	0.7369365145351261	0.6557734582672883	0.7015041199222735	0.6319715144316175	0.399130863412841	0.6719208008097171	0.7627263831127667	0.7046787568448563	0.5175760410587867	0.5958453324052995	0.7470361569548551	0.5772439966407261	0.7401508763821896	0.7103913128863738	0.6245681313227672	0.7110985284433257	0.70770904122496	0.6192472294662704	0.7368732903595442	0.5975730868672198	0.45182849351336746	0.7116720220713918	0.6439734771785904	1.0	0.7293999690033688	0.7609695343399592	0.6685928592489975	0.716472023861811	0.6991340525969191	0.6640015531885965	0.4990709403225328	0.4369176591836472	0.7350823117220419	0.5966980195166876
BritoIL_2016__M1.1.ST__bin.41	0.8597086075125044	0.7668359165442968	0.8285941620150619	0.7310196756623258	0.45921256576950836	0.7801852409524515	0.8905382192707207	0.8049739310143168	0.5968204632946003	0.6810794092000715	0.8636811353274801	0.7141142981294752	0.8500318326459074	0.865593424010261	0.7315235226652517	0.831185624808145	0.8253660463038308	0.7091579580741045	0.8471427215077433	0.6901754494286142	0.507466546597693	0.8219952224819446	0.7617211413619945	0.7593527692072011	1.0	0.9218408064813947	0.7563920127726671	0.8213422600654361	0.8237613081615642	0.7665819543555389	0.5564783366175615	0.5016609476634022	0.8477426780545797	0.6938672208789538
CosteaPI_2017__SID713A073-11-0-0__bin.1	0.7887582903748008	0.7379348505866639	0.7447735572753267	0.6710080735446644	0.4072623297207846	0.6953347419785718	0.8550498902337648	0.7404132769532085	0.5314940304154131	0.6097407560873291	0.8166427746021778	0.6194609229628906	0.7693807537195698	0.7748749848797976	0.6572441854779142	0.7555875260260505	0.7386940777706001	0.6565760655560503	0.7894228071846054	0.6291105717881473	0.45510084853288996	0.758073673347008	0.6785272536822519	0.7000712901457459	0.8146162814339356	1.0	0.6791171345993983	0.7546131415791411	0.7424830074661629	0.6912426361397287	0.5068780835561687	0.44438159015629786	0.7687368261215329	0.6237280371017596
YuJ_2015__SZAXPI015249-37__bin.28	0.8852757472518992	0.7729061235515275	0.8696443731463412	0.7721619036593568	0.5083235482199363	0.834136126087388	0.9226273167289606	0.8632468384436432	0.6545172769269783	0.7284885996538	0.8973238403951532	0.7219732301348416	0.910085833360897	0.8757945236441416	0.7710710702433323	0.8584989911685906	0.8382651683039505	0.7675050165933472	0.878029939690625	0.7413208800538044	0.5359341062194732	0.8700371558672091	0.8229721386123331	0.8234448560623601	0.8948327710338593	0.9091645166980893	1.0	0.8781222780846536	0.868268255438318	0.8131380996482872	0.6043237797550138	0.5436767494680206	0.8801447645508771	0.7388628871321624
LeChatelierE_2013__MH0200__bin.5	0.7821391217183877	0.6880125644211225	0.7483303808729683	0.691022511254511	0.4320593662200582	0.7181751004338833	0.8103945580964946	0.7474345965845224	0.562406863549449	0.6191806113211507	0.7944897824779013	0.6263067009129745	0.7722642859455073	0.7735395925493072	0.6878680110686567	0.7569014458683972	0.7376898030167559	0.6774618440542807	0.7907246978611685	0.6492867771076605	0.46914930073013394	0.7626618132459986	0.6926924094420687	0.7146985644010301	0.7869914261443993	0.8182255545769833	0.7112231446102808	1.0	0.7593817358234463	0.7052718998328985	0.5183766937578625	0.4649499979349521	0.7693179649120457	0.631350440859819
LiJ_2014__V1.FI14__bin.38	0.8363079978335439	0.7312577480893061	0.8157928627309382	0.7220039718360715	0.47213937533850875	0.7729921165071915	0.8731955226575194	0.7979551062165252	0.6020509117169164	0.6732508876451826	0.8491647108382981	0.6776698561713907	0.8450520551242703	0.851369681651321	0.7320292471565264	0.8150809412047902	0.812289221881206	0.7115032797737257	0.8362929529999398	0.6960233495817536	0.5067996629957273	0.8166624541132576	0.7460582535957152	0.7519744839622073	0.851071793945959	0.8680688451585725	0.7582698441355239	0.8188024312451104	1.0	0.7598844556779202	0.5653005957754107	0.5062044893783475	0.8143208762111092	0.7021249322982488
BritoIL_2016__W1.18.ST__bin.80	0.8407290988393125	0.7370113846599072	0.8029544303535807	0.7516388380722044	0.5054965995886432	0.7822347885853669	0.876200867156574	0.8002865544220851	0.6136327814124627	0.6915722251506413	0.8563113030086922	0.6864761299391233	0.8478561388277366	0.8350826330966482	0.7420480501896582	0.8121550494558308	0.8525536675865348	0.7099269531694108	0.8317959133050138	0.6931445278182589	0.5408850371564706	0.8313708618854195	0.7452934275939764	0.7666196397010946	0.8501422436513596	0.8674937728029105	0.762258663814042	0.8162886422126445	0.8156723822517131	1.0	0.6054851012371709	0.5101682893553688	0.8394416710592953	0.7445402209750602
CosteaPI_2017__SID713A045-11-90-0__bin.3	0.7745539607632181	0.7019316820304667	0.7461590499710655	0.6963469203120033	0.47152276858123254	0.739046873853828	0.8105272595381894	0.7495178945480924	0.5920540218923963	0.6561385920727681	0.7836923653731732	0.642395937762346	0.7878010612025332	0.7605741252414603	0.7123130465967349	0.7668590198140043	0.8317024068595088	0.685765867097016	0.7781018982647464	0.65205434791468	0.5422630836817697	0.7684011052155415	0.7070600125518579	0.7270174666438451	0.7786691770382506	0.8026220342160386	0.7147916310079794	0.7570147769600052	0.7656307308604543	0.7639680172139766	1.0	0.5024924403582985	0.7806473172441336	0.712823271470605
BritoIL_2016__M2.40.ST__bin.87	0.847689254266043	0.7705751227852574	0.8445456665434486	0.7827441779472281	0.5185718111729238	0.8240985988784103	0.8786088376872074	0.8283043058088654	0.676561788759459	0.7105496034110015	0.858291098056108	0.7247206972715858	0.8722320491161396	0.86252735491584	0.8003847254426939	0.8419020793300197	0.8433399626679864	0.7792482477069732	0.8680283788476363	0.7569060660957904	0.5688956913398079	0.8448644041389044	0.8033154819913259	0.7952136407470883	0.8770344979984704	0.8791546630902882	0.8034376817084335	0.8483338577737859	0.856579283685625	0.8042421631793922	0.6278142849432637	1.0	0.8587748052696591	0.7743592406916912
KarlssonFH_2013__S144__bin.41	0.8006210446073355	0.7104810799275671	0.7691033668481594	0.6999337395589396	0.4229561342437656	0.7457671452391901	0.8298870996018213	0.7611246687678078	0.5599741007371544	0.6526160551905226	0.8111510217158374	0.6346299581209368	0.79542158835743	0.7935777221531115	0.6841673392596194	0.7830057371572087	0.7719055729903846	0.6653752508571009	0.8081018091956946	0.6521629301117577	0.4830335743839263	0.7832107356477253	0.7096252392349187	0.7358695268623637	0.8151753773288473	0.8365030618148863	0.7153954426483117	0.7720528806488707	0.7579102252238881	0.7278544219462646	0.5364597656856052	0.4723456476187969	1.0	0.660244687542533
BritoIL_2016__M1.22.ST__bin.28	0.8044552179489188	0.7175664805671664	0.779409771483799	0.717843007578611	0.48956655412607586	0.7600515184806543	0.831063791239815	0.7849532526319446	0.6068528297363254	0.6583256766227742	0.8214561803446507	0.6624674518853216	0.821629180002057	0.7969242840436422	0.7153617565867576	0.7754212439492689	0.8692681092840198	0.691596780026849	0.8025883200711614	0.6773651743516429	0.5452404320632389	0.7922921160514395	0.7198175194164872	0.726375841074614	0.8113445546995629	0.8253289207069011	0.7302942152047628	0.7704662340767097	0.7946548554669595	0.7850261304403795	0.5956705132981568	0.5179228326173827	0.8028730202947669	1.0
