	BackhedF_2015__SID608_B__bin.2	BackhedF_2015__SID180_B__bin.10	OhJ_2014__MET0267__bin.3	BackhedF_2015__SID268_B__bin.10	OhJ_2014__MET0302__bin.6	OhJ_2014__MET0084__bin.1	BackhedF_2015__SID526_B__bin.7	FerrettiP_2018__CA_C10006IS2091FE_t3M15__bin.6	ChngKR_2016__WBU019__bin.1	OlmMR_2017__S2_005_014Y1__bin.16	BackhedF_2015__SID263_B__bin.4	BackhedF_2015__SID397_B__bin.1	OhJ_2014__MET0207__bin.14	BackhedF_2015__SID105_B__bin.6	FerrettiP_2018__CA_C10019MS2316SK_t0M15__bin.2	OhJ_2014__MET0082__bin.2	BackhedF_2015__SID26_B__bin.10	FerrettiP_2018__CA_C10043MS2744SK_t0M15__bin.2	ChngKR_2016__WBS022__bin.3	OhJ_2014__MET0142__bin.4	FerrettiP_2018__CA_C10029MS2494SK_t0M15__bin.2	OhJ_2014__MET0054__bin.6	FerrettiP_2018__CA_C10007IS2106SA_t2M15__bin.2	OhJ_2014__MET0024__bin.5	FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.1	OhJ_2014__MET0179__bin.10	FerrettiP_2018__CA_C10055IS2966SA_t2M16__bin.3	BackhedF_2015__SID507_B__bin.6	OhJ_2014__MET0158__bin.4	OhJ_2014__MET0192__bin.5	BackhedF_2015__SID385_B__bin.10	BackhedF_2015__SID615_B__bin.9
BackhedF_2015__SID263_B__bin.4	0.9224000762509434	0.8329632633847638	0.8206152789773037	0.9351006240128226	0.5848053461248182	0.9092292819184115	0.9447443259183181	0.9066728328781619	0.8910122118220085	0.6823739719738879	1.0	0.6609916123962248	0.9364189678112089	0.7475636656473938	0.9501383020937887	0.8674172132614396	0.946397726476973	0.8426254444729737	0.6757175758424562	0.5659526894018969	0.941965640391214	0.9210107334873914	0.8702566855737883	0.894789259509971	0.8876052340826156	0.6065101188114189	0.4385080880464975	0.8594920753483812	0.935825202492939	0.8916808664596998	0.882131991939186	0.6735341145164678
BackhedF_2015__SID397_B__bin.1	0.912380969357987	0.8603012711913794	0.8496544177688435	0.9217313323547379	0.5802949909944993	0.9022065019234817	0.9243318549274521	0.9017882792054865	0.8874000464844267	0.7139137213388886	0.9319112846773481	1.0	0.9136308382348808	0.8194217145348849	0.9185199303693455	0.8521507274675655	0.9266629323720152	0.8810362050607692	0.7043357354857862	0.5921978837930469	0.9300848169384315	0.9036798799906482	0.8772804279309699	0.8892854767704704	0.8937021829169046	0.6244634236808673	0.3789810860489814	0.9030916257414026	0.9070811962266713	0.8678080261738861	0.9018225597561419	0.7230803405841268
OhJ_2014__MET0207__bin.14	0.853630104729654	0.7618129218900676	0.7679482406763697	0.8660209459307933	0.5587818169585791	0.8719279675270795	0.8691493799197147	0.8270260814962661	0.8254459420062344	0.6198430176493014	0.8636819089053845	0.5976896683187191	1.0	0.6787885447736091	0.8772294857706712	0.805167410463995	0.8693687066896908	0.7665874279563141	0.6189935188715212	0.5295351079814312	0.8623753672265704	0.8789935188715211	0.7916871117490076	0.8316319436657621	0.8151348926913503	0.5783687291157409	0.4144280235922047	0.7829938776883227	0.8950999080531946	0.8519508420981813	0.81339777085062	0.6197039761386827
BackhedF_2015__SID105_B__bin.6	0.9698311072280349	0.8970425773413245	0.8907070467311667	0.9718038586386311	0.6209331335120278	0.9603278113127982	0.974052479606485	0.9612961955252316	0.9332389358631688	0.749897416926649	0.9704459743876895	0.7544874570887113	0.9553754161716376	1.0	0.9703279249432795	0.8879319378668529	0.9791810019935837	0.9001705719779658	0.7186307274497153	0.6103806494865797	0.9578449852974783	0.9646432444785056	0.921475655931953	0.943573628132887	0.9335634140151836	0.6592960465430451	0.4324738239560831	0.932589979559139	0.9656394050308001	0.9288786817854127	0.9480771828731088	0.7460163047114985
FerrettiP_2018__CA_C10019MS2316SK_t0M15__bin.2	0.9078030260895413	0.810963113078048	0.7944838107060549	0.9045355822345652	0.5683814632035158	0.8882955777103403	0.930130169616371	0.8862750999839689	0.8723294570509438	0.6709079717497674	0.913180216985193	0.626151796159363	0.9141117025527752	0.7183978448237586	1.0	0.8563633363915474	0.9273567449510257	0.817825633192855	0.6367912028128714	0.5493306437252319	0.9158424055416147	0.9011218488749964	0.8547756512570381	0.8760993329105115	0.858803052730122	0.5933310681050088	0.4290250528955741	0.8270306548955806	0.916689295580982	0.873231030387555	0.8574378398134599	0.6557340578324943
OhJ_2014__MET0082__bin.2	0.9323104783046136	0.8358342844829529	0.8178170552617492	0.9284789662676993	0.5875242025416535	0.9046101352616024	0.9500131334669574	0.9097099050458204	0.8970870966439667	0.6815241742299882	0.9351914523936726	0.6516438329590776	0.9411851367951509	0.7374439075131295	0.9606404937554428	1.0	0.9437887614223152	0.8430521862634945	0.6580511822479567	0.5592492375511249	0.932155288435576	0.9250181273301418	0.8776998973964278	0.8966126141051862	0.8918436713728694	0.6022378798547297	0.45635153860793637	0.8604061885106019	0.942969820289083	0.9050342859509652	0.8805745800043097	0.6706399117934339
BackhedF_2015__SID26_B__bin.10	0.9135529830474607	0.8165066232343854	0.8067004284790595	0.9162236724783734	0.5698451028406295	0.908354399120798	0.9321780610427141	0.9001274315196963	0.8809995079936888	0.6810248623419123	0.9171591442483331	0.636962963800777	0.913463912939389	0.7309889515364358	0.9350787304352088	0.8483465948827573	1.0	0.8222433979727832	0.6392985799679913	0.5551452361159024	0.921155517351234	0.9177614278362467	0.8582442160982203	0.8896331819612766	0.8648198521718968	0.5988701763116869	0.4359788569241877	0.8468441848058649	0.9222333127859433	0.8799688396002873	0.8747990031688223	0.6656826540441599
FerrettiP_2018__CA_C10043MS2744SK_t0M15__bin.2	0.9318084671248128	0.8688481427205427	0.8551395160482056	0.9338178449436437	0.5856082173746983	0.9125045710772032	0.9441784115134261	0.911153428375622	0.9041094999851017	0.6860321424604992	0.9387288748513554	0.696178714897513	0.9259417773431681	0.7725155687503555	0.9479745049015491	0.8711392343344105	0.9452245448561499	1.0	0.6945978671015172	0.5827163169171843	0.9436550739634151	0.9277501632043861	0.8836364916880887	0.9001655068545842	0.8985667810677495	0.6409628110702686	0.4259117098131208	0.8771652007617108	0.9407425867285715	0.8976165387667978	0.90635074992754	0.6983961275188328
ChngKR_2016__WBS022__bin.3	0.8819155893287718	0.8259042405326148	0.8488351551359903	0.9026772732757317	0.5926066166201467	0.8816102704471989	0.9040565413237107	0.8596093118259069	0.8586006929005361	0.6644872142718578	0.9263054882068915	0.6848415841650162	0.9200077862981152	0.7588774131357783	0.9082730084109352	0.8367123956132743	0.9043191955580769	0.8547062105726996	1.0	0.6053180149472925	0.9082923408292007	0.8962482442497722	0.8504764107832229	0.8614705570602992	0.8527423035309663	0.664335221466184	0.3759375389564894	0.847569215057154	0.9238922690992626	0.8675956004749108	0.8639911044210574	0.6788032033150431
OhJ_2014__MET0142__bin.4	0.9474577282007249	0.8540680351915741	0.8669074534146268	0.9520678603611148	0.6280302244283902	0.9274045111160311	0.9525229097343803	0.911051327445196	0.9072271153872862	0.8013991338539578	0.9507893105062486	0.7056549483964207	0.9645290238986702	0.7899175110678301	0.9602146329826649	0.8714391569577212	0.9623648842401779	0.8787305674718944	0.7418203445467193	1.0	0.9451783965105801	0.9650772072549739	0.9356084712710256	0.9016260049687796	0.8962920420279353	0.7078043826891702	0.17631896918654003	0.8794249875208633	0.9877398097942638	0.9211555476400748	0.9070155215135416	0.7723903490318559
FerrettiP_2018__CA_C10029MS2494SK_t0M15__bin.2	0.8951137221369887	0.8059128322610303	0.7994440167003082	0.9025109106283803	0.5633417074494952	0.8858848533804503	0.9204701738322743	0.8819462442278189	0.869852330532923	0.6679636142130443	0.9160898426637256	0.6415742707803251	0.9093178752698099	0.7175878194444707	0.926731843522577	0.840850489866878	0.9244106747280146	0.8237789271168132	0.6443764152603133	0.5471578451532596	1.0	0.8948157725973443	0.8546384595157516	0.8731217355607978	0.857512017298099	0.589035835289711	0.42031599676890274	0.8330314426622123	0.9073566106017067	0.8611526769110862	0.860271597558138	0.6613127183780951
OhJ_2014__MET0054__bin.6	0.9212158487728326	0.818983918273686	0.8236879913786888	0.9111447481184434	0.5844349910259196	0.9497732163501019	0.9337558498471091	0.894057460245719	0.8862854081791157	0.6735684902107759	0.9164919354253337	0.6378226640413025	0.9483442349820252	0.739447773465079	0.9329917585568305	0.8537716059031012	0.9423728058990364	0.8286848290375982	0.6505838112331582	0.5716390024326073	0.9155763808203892	1.0	0.8554004414212001	0.9011462337170888	0.8649310164446575	0.6169047576417598	0.4460076834968379	0.8417750339098778	0.9452414146189682	0.9133775012617911	0.8727253282955247	0.6613188341486382
FerrettiP_2018__CA_C10007IS2106SA_t2M15__bin.2	0.9105730828371937	0.8311694226188496	0.8084436268552466	0.9341257921816754	0.5720277036517752	0.8877986751984772	0.9368557327472617	0.9040631852035687	0.8764966700865547	0.7155115376447803	0.9157290118229198	0.6547559044239365	0.9032117098331589	0.7469306717905289	0.9358410238172603	0.8566297642835761	0.9318789001435329	0.8346177955282192	0.6528191049786236	0.5860161544936562	0.9246961118175469	0.9045344645401956	1.0	0.8787829633287365	0.8645140987230427	0.6190185006562603	0.3969579200257899	0.8477875200523984	0.921889415659676	0.8736168002640392	0.8716728369634464	0.6917669393195872
OhJ_2014__MET0024__bin.5	0.8850264736755568	0.7997195685328506	0.7895664643310557	0.8848316760264365	0.5584178380643285	0.8848634994047582	0.907229548296075	0.8691427505138752	0.8623065102435116	0.6593384498253813	0.8872049285733917	0.6254113533277369	0.8940271858441898	0.7207021201602548	0.9038302328844469	0.8245851991396116	0.9102132310999268	0.8011612640053001	0.6230954792962404	0.532139442329047	0.8901741462052791	0.8979134953786186	0.8280664838590379	1.0	0.8473678449835025	0.5811942156670349	0.4350988718612385	0.8199761131793628	0.8972548478818407	0.8656074624857819	0.8510294621800847	0.6515455795157735
FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.1	0.883398549608192	0.7967240061180658	0.7778176857205763	0.8700202623264106	0.5610020447015401	0.8689135864512156	0.8861455553379249	0.875785961012154	0.8398129197725603	0.6533441100979678	0.8871112843515448	0.6335376738810399	0.8832916244028591	0.7187517162710515	0.8930631300992995	0.8267505478701714	0.891893271148226	0.8061261338324472	0.6217088300292635	0.5332165580484789	0.8812425486497534	0.868711886632065	0.8211277401406455	0.8541360370505557	1.0	0.5756624623999945	0.4149553368557088	0.8271597797923999	0.8857207706585573	0.8546536522490988	0.8440874978675712	0.6601275423290157
OhJ_2014__MET0179__bin.10	0.8599003847827739	0.7826916833037435	0.7977638387090089	0.8644017215056957	0.5658862783837741	0.8589332467514524	0.8736800292904661	0.82880551545003	0.8324150127454977	0.6521646621579613	0.8615873498345503	0.6292013512299923	0.8908045897607715	0.7214704642953363	0.8769779699772723	0.7935181027515077	0.8778553023342567	0.8173131523864131	0.6884295750809978	0.5985085349931264	0.8603991516817839	0.8806745096955587	0.8356901566072797	0.8326823573298701	0.8182215713229758	1.0	0.36041089550073574	0.8036398930621662	0.8989112789018838	0.8875715854846398	0.8367850950213116	0.6445816091795216
FerrettiP_2018__CA_C10055IS2966SA_t2M16__bin.3	0.9579964485215964	0.8445963004372519	0.8329171555076557	0.9472826098486696	0.6527347868794725	0.9738858138168209	0.9841679166145119	0.9358039516031509	0.9083436405411656	0.5669084529004801	0.9565378813755296	0.58635884358432	0.9801443928435801	0.7267101301996592	0.9737277581769926	0.9233186168328196	0.9813388267391955	0.8339471691068053	0.5982066519148069	0.22893882079884928	0.9427520350989598	0.977694000038188	0.8229044898409472	0.9572146565313046	0.9056651808729339	0.5534281101425047	1.0	0.8701217558814731	0.9694719244387964	0.9722119091211894	0.9036868334348143	0.5766357697946125
BackhedF_2015__SID507_B__bin.6	0.8940528480721028	0.8165754705885647	0.8052877602423115	0.8999736772834956	0.555351785031488	0.8832936286297474	0.9065365363887371	0.8828272532270784	0.863387647059722	0.6748334973623823	0.8998764308840309	0.6706473198943221	0.8888239448129229	0.7521571135232065	0.9009339218352789	0.835549210496705	0.9148997267427089	0.824359764836822	0.6473321137650496	0.5480695062275881	0.8968078232946367	0.8856723468407394	0.8435453084212836	0.8658427367886185	0.8665071689943856	0.5922993071066752	0.41763459079886134	1.0	0.8970272641227484	0.8540270446819203	0.8758973016924437	0.6706121889960862
OhJ_2014__MET0158__bin.4	0.8560067140201224	0.7676267620055139	0.7758122685572278	0.8715237195027619	0.5510665258522862	0.868235566600522	0.8777897209675415	0.8331863784443111	0.8274269689346904	0.6315645687887489	0.8604466593994046	0.5915572180634684	0.8923127688894413	0.6839447461540594	0.8769638821845068	0.8041823122949375	0.8749817796803419	0.7764158865090941	0.6196715066393503	0.5405895067055247	0.8578358999764812	0.8733895696606415	0.805542464746476	0.8320354802160863	0.8148314743390831	0.5818148243203486	0.4086390695519903	0.7877598798844988	1.0	0.8525245091244678	0.8119229300599057	0.6212918854968044
OhJ_2014__MET0192__bin.5	0.8546579193128809	0.7660897977814884	0.7672281648023811	0.8466907475074933	0.5587397848560856	0.8677668397040432	0.8692671180077646	0.8352143870214981	0.8230598504379499	0.6298672293292531	0.8540659125683824	0.5895586033112321	0.8847342839908987	0.6853584295751851	0.8702447908297177	0.8040341230638096	0.8697175275450817	0.7717331917361262	0.6061920831324655	0.5251831098752408	0.8481234876696313	0.8791607570792781	0.7952127102124656	0.836179949555995	0.8190564688730679	0.5984447596224385	0.4268922906375833	0.7812905374405839	0.8880953545403097	1.0	0.8129025797241184	0.619217628852294
BackhedF_2015__SID385_B__bin.10	0.864922277787942	0.7926022383500277	0.777320046603233	0.8691760886626984	0.5529982798458214	0.8593748880418951	0.8777228808211647	0.8511094540648136	0.8313589695698468	0.6475800091429467	0.8665201438604923	0.6283296638940068	0.8662922867254828	0.7174069953573512	0.8763509611319675	0.8023036021967912	0.8867115343001418	0.7991637595376363	0.6191064656492232	0.5303415420816779	0.8689157487495325	0.8615068092023711	0.8137275086616761	0.8431143914470934	0.8296106318043658	0.5786257587475405	0.4069475885597566	0.8217832376444827	0.8674224963301626	0.8336843543355194	1.0	0.6438511772857486
BackhedF_2015__SID615_B__bin.9	0.8572889739289169	0.7881888257649143	0.7786015261691825	0.8618359912442394	0.5523079203469338	0.8411551502828278	0.8673849145796699	0.8441571780815683	0.8254567775036733	0.6789669235703772	0.8518562938333883	0.6486563450050157	0.8497817517794749	0.7268283862301579	0.8629086272780446	0.7867262520903794	0.8687663024993527	0.7928717677152545	0.6262699881481099	0.5814862036495457	0.8600240728064009	0.8405308810315019	0.8314706737987122	0.8310905768555404	0.8353651298572299	0.5738830346989147	0.3343364694406363	0.8100972937466673	0.8546202997599485	0.8176512592095091	0.828985897665356	1.0
