	BackhedF_2015__SID608_B__bin.2	BackhedF_2015__SID180_B__bin.10	OhJ_2014__MET0267__bin.3	BackhedF_2015__SID268_B__bin.10	OhJ_2014__MET0302__bin.6	OhJ_2014__MET0084__bin.1	BackhedF_2015__SID526_B__bin.7	FerrettiP_2018__CA_C10006IS2091FE_t3M15__bin.6	ChngKR_2016__WBU019__bin.1	OlmMR_2017__S2_005_014Y1__bin.16	BackhedF_2015__SID263_B__bin.4	BackhedF_2015__SID397_B__bin.1	OhJ_2014__MET0207__bin.14	BackhedF_2015__SID105_B__bin.6	FerrettiP_2018__CA_C10019MS2316SK_t0M15__bin.2	OhJ_2014__MET0082__bin.2	BackhedF_2015__SID26_B__bin.10	FerrettiP_2018__CA_C10043MS2744SK_t0M15__bin.2	ChngKR_2016__WBS022__bin.3	OhJ_2014__MET0142__bin.4	FerrettiP_2018__CA_C10029MS2494SK_t0M15__bin.2	OhJ_2014__MET0054__bin.6	FerrettiP_2018__CA_C10007IS2106SA_t2M15__bin.2	OhJ_2014__MET0024__bin.5	FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.1	OhJ_2014__MET0179__bin.10	FerrettiP_2018__CA_C10055IS2966SA_t2M16__bin.3	BackhedF_2015__SID507_B__bin.6	OhJ_2014__MET0158__bin.4	OhJ_2014__MET0192__bin.5	BackhedF_2015__SID385_B__bin.10	BackhedF_2015__SID615_B__bin.9
BackhedF_2015__SID397_B__bin.1	0.9066670871747546	0.8556967076273541	0.8309866011039709	0.9143733549620755	0.5676214714172196	0.8814599126668692	0.9174263808034401	0.8952057278686478	0.8803629350458982	0.7070390997104665	0.9233692570650501	1.0	0.8928773928681372	0.8136845215772069	0.9130576674279235	0.845056024703936	0.91901082785473	0.8753367207088121	0.6878982114465501	0.5785405124119589	0.9227055856043628	0.8834653248802066	0.8700019814158279	0.8801051453049701	0.8870126762620213	0.6101471801161836	0.37727597145938474	0.8969403237318081	0.8859156986410505	0.8482297180836076	0.8957542166791334	0.7175200352678305
OhJ_2014__MET0207__bin.14	0.8346020497409791	0.7445964432284542	0.763628534906147	0.8469713619340227	0.5561732188109708	0.8679029400551681	0.8499284609001817	0.808571684869144	0.809993496445471	0.6054809266443901	0.8442183400237717	0.5841129375883026	1.0	0.663848758718127	0.857801350048216	0.7895911731066808	0.8496257092238345	0.7501895001233433	0.6151344441703483	0.5274342356080823	0.8430571191496041	0.8758614967145836	0.7748424569980489	0.8131896571056939	0.7975425534300644	0.5756758090197573	0.4060007624857034	0.7655437195846695	0.8887524388329484	0.8481819201184095	0.7953048821511067	0.6057294072794959
BackhedF_2015__SID105_B__bin.6	0.9633314437005155	0.8905170313152981	0.871234569927567	0.9656027907646195	0.6074338323394874	0.9384918204991913	0.9662574285927118	0.9542056534952105	0.9259722665872095	0.7430215102501007	0.9630113845116604	0.7492049022714733	0.9343480956162622	1.0	0.9637335693480514	0.8812517281302358	0.9721308619124516	0.895014273251006	0.7026675386753969	0.5961402250641066	0.951437488715862	0.9430105259702465	0.9137734031445341	0.9336549496806352	0.9267430600183577	0.6446257201331749	0.4304227937695145	0.926897092448497	0.9433318477200043	0.9083336594948999	0.9432920770515667	0.7398045050698133
FerrettiP_2018__CA_C10019MS2316SK_t0M15__bin.2	0.9031198924281394	0.8053985033602185	0.7769753406372146	0.8980128463684448	0.55596274618584	0.8680996806401966	0.9235910754989384	0.8821257126939562	0.8655379784846932	0.6655620952209135	0.906559331611199	0.6224281907820787	0.8938667307286946	0.7135156078749556	1.0	0.8515773794361825	0.9208653234517032	0.8129022669264669	0.6231937569434934	0.5370979433939072	0.9109293216046229	0.8813676245902843	0.8492082372675551	0.8672088570115905	0.8548429537767229	0.580129491917388	0.42738922776434585	0.8212730178122661	0.8954815238225213	0.8538427635536291	0.8515596190490434	0.6514061319138733
OhJ_2014__MET0082__bin.2	0.9270801602859687	0.829306872761609	0.801722922120376	0.9216196789142581	0.5767537110563868	0.8868115350113063	0.9429514701356495	0.9054495237086604	0.8901250484312978	0.675892774286297	0.9276820453185874	0.6462184790239396	0.9229775902683369	0.7318958696950362	0.9552717631508997	1.0	0.9366620861188429	0.8367549378952164	0.6458388929929152	0.5482847587295613	0.9260153270967278	0.907399358583494	0.8716941543226933	0.8872996490926374	0.8868272637142494	0.5905713765918102	0.4541804533117046	0.8532297056478102	0.923728373688816	0.8875974458683581	0.873928154430697	0.6662154276555686
BackhedF_2015__SID26_B__bin.10	0.9073647312533342	0.8100233561616721	0.7883515149458699	0.908016498234621	0.5572126994180753	0.8872933243603447	0.9238945409920432	0.8948119725305902	0.8731217517686779	0.6747084249954286	0.9090909947764387	0.6317031147204141	0.8927195318965242	0.7257258035631814	0.9285332556679693	0.8419406161577888	1.0	0.8157700275787446	0.6245511149315432	0.5417955591246435	0.913845170703569	0.8968605850162399	0.8507514878006942	0.8790635291367646	0.8590731807548244	0.58464959159706	0.4339019682137532	0.8405296325410335	0.899714127367427	0.859893662543993	0.8687559026619239	0.6600118571635931
FerrettiP_2018__CA_C10043MS2744SK_t0M15__bin.2	0.9261156814358735	0.8626634414048852	0.836073451454483	0.927932735413862	0.5733217036099997	0.8919519244573624	0.9373815244508612	0.9048630843868255	0.8972205141818517	0.6801844141842897	0.9325582592254495	0.6916750864780087	0.9061351305228771	0.7680904951390827	0.942267633522858	0.8646321874263548	0.9377829666087889	1.0	0.6798452741156489	0.570123168521734	0.9383187645766572	0.907712727775084	0.8772990148143534	0.8906874629234849	0.892349574314203	0.6269015003968372	0.4241721271287676	0.8711045618673291	0.9195782961191217	0.8780439310993068	0.9015551143243338	0.6933003583724527
ChngKR_2016__WBS022__bin.3	0.8626638339118615	0.8068471425685851	0.843432744183442	0.8828475452161931	0.5898354144570491	0.8756185540551081	0.8843548072057923	0.8407822029757258	0.8423647947330494	0.6492965999609351	0.9057351285372492	0.6688590073403192	0.9142720577892646	0.742020211043344	0.8888785930799276	0.8211844639353737	0.883458182979339	0.8365530698213618	1.0	0.6018235136870189	0.8883419518142808	0.8912831459310926	0.8321139466065273	0.8425347866867635	0.8342798440873799	0.6606267303347642	0.3686652165130851	0.8286034461035511	0.9176392317430307	0.8631744764081166	0.8447453487201606	0.6634972611296399
OhJ_2014__MET0142__bin.4	0.92564068419165	0.8336684250471592	0.8615097672222299	0.9304632271905481	0.6249755931776907	0.9235541561856896	0.9308619059951325	0.8898069757353296	0.889119908369232	0.782695542558554	0.9293979051389535	0.6893810103076444	0.96070236094647	0.7714884199329599	0.9388322142277682	0.8543539728587966	0.9392227233847177	0.8597402215445046	0.7375378152564901	1.0	0.9241840360183424	0.9615683435957724	0.914958869908982	0.880470702418134	0.8762543472737478	0.7038363848328858	0.17258544021737798	0.858969823772531	0.9802915420455001	0.9169563487557219	0.8858618528924229	0.7546352538268671
FerrettiP_2018__CA_C10029MS2494SK_t0M15__bin.2	0.890251942347237	0.7998502685329343	0.7811820745989978	0.8960747276362858	0.5510709157739215	0.8654232869793214	0.9132399316702389	0.8770111593925991	0.8627686984618237	0.6621914330521572	0.9093864509575058	0.6364840630101795	0.8889480584094602	0.7127875213057567	0.9217603426325118	0.8353119389799343	0.9170744949518835	0.8191205097112632	0.6302228662556539	0.5350043415504349	1.0	0.8749600369268254	0.8487915545020649	0.8637656470801891	0.8525192342980593	0.5759525399488852	0.41860633393427704	0.8266056642572166	0.8861676689752238	0.8422021403181533	0.854537251259428	0.656867122072291
OhJ_2014__MET0054__bin.6	0.900706844932052	0.8004250650977712	0.8195123461957786	0.8910398077528893	0.5821049723035053	0.949194945867592	0.912940532018522	0.8739389704462651	0.8697396137540303	0.6578579216039433	0.8961677845756147	0.6235551101447998	0.9449651029490826	0.7228652020051226	0.9125388880850634	0.8375098656815583	0.9209114704184403	0.8107869946726529	0.646979661815808	0.5695606160540468	0.8952599725043273	1.0	0.8370099883523259	0.8807717563985992	0.8461098849411107	0.6137985499202278	0.4366329269632283	0.8230250369343051	0.9390841647282104	0.9096141459961181	0.8532344676306444	0.6462697682611286
FerrettiP_2018__CA_C10007IS2106SA_t2M15__bin.2	0.9058357276813928	0.8236970098579766	0.7905171024252209	0.9270110604808481	0.5599453500182934	0.8677808167306723	0.9301913005211705	0.8981079746501863	0.8691997717800389	0.7136647980944145	0.9081890541408364	0.6493236553059861	0.8839941563409074	0.7406873719141054	0.9297456063819717	0.8507681955527809	0.9237433190653216	0.8286318827379232	0.6387242197154415	0.5730823254897647	0.9183699159014561	0.8850876676789876	1.0	0.8689961136085107	0.8587477069266805	0.6054890482562408	0.395323537614078	0.8408529081414656	0.900908018656726	0.8548787133715917	0.8644936305651003	0.6876333948230912
OhJ_2014__MET0024__bin.5	0.8761443759170316	0.7912439421065244	0.772080964460519	0.875533945660135	0.5464180135750817	0.8643894950063815	0.8978512951391718	0.8601295018628731	0.852731048575494	0.6508160526763702	0.8770701469227516	0.6189550649076374	0.8742012211498172	0.7131262274301128	0.8946583495142354	0.8160203708195051	0.8993990685393599	0.7927256578880753	0.6093993723079713	0.5196535880617972	0.8806353296395714	0.877612108699017	0.81884445455935	1.0	0.8380161113085339	0.5680357309034416	0.4317241472419498	0.8115569009236977	0.8765469898700401	0.8463056191889184	0.8418879556709984	0.6435198199375394
FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.1	0.8788318712931582	0.7911303598081761	0.7610080713949318	0.8639425364505595	0.549209652624309	0.8492655939476446	0.8797504560116995	0.8719191567683898	0.8329774830098279	0.6482233648098457	0.8803526393271878	0.6287955410245282	0.8642283183629945	0.7135007166418876	0.8889450516230031	0.8221002734855138	0.8859666986308228	0.8005485263033576	0.6082484047488399	0.5212958557248484	0.8761115968647586	0.8498084823765389	0.8156507395093008	0.8447096081531441	1.0	0.5629694684796646	0.41301658847356004	0.8206776822309264	0.865334508214529	0.8359986060841414	0.8384078253697547	0.656017240231289
OhJ_2014__MET0179__bin.10	0.8401776770726114	0.7645571544035866	0.7930932528306058	0.8450693230724593	0.5632922760211941	0.8540112049849058	0.8532886147129327	0.8102827497115855	0.8165049013173802	0.636664893580276	0.8422059036868684	0.6147764874928328	0.8866569492321614	0.7054166637882797	0.8574652693824825	0.7781461345565327	0.8570100236948818	0.7993831040985928	0.6845865830322541	0.5951532568373205	0.8412885041828719	0.8762401818219498	0.8174250640728945	0.8138300738478969	0.8001803021615536	1.0	0.35322713236665587	0.7852076238109383	0.892494318064066	0.8851005478146134	0.81780224790511	0.6294231021643168
FerrettiP_2018__CA_C10055IS2966SA_t2M16__bin.3	0.9540089911382764	0.8410342142725303	0.8165748388150706	0.9425929186830252	0.6397126993993886	0.9531402155072737	0.9793212305851453	0.9322270145729421	0.9024934603153052	0.5635532180764734	0.9515861785116463	0.583720693408125	0.9602134705836178	0.7232636686305168	0.9700150418051864	0.9189259429769197	0.9766639864390383	0.8305410170296996	0.5866346453719399	0.22409107399337652	0.938917329474937	0.9571435845321872	0.8195163709576475	0.9497902845637982	0.9014337449851809	0.5423970994138152	1.0	0.8659242648291195	0.9485141709080032	0.9518630410753723	0.8994108449505998	0.5736093755635373
BackhedF_2015__SID507_B__bin.6	0.8880449553302991	0.8108847742177903	0.7875176354563427	0.8936058201206365	0.5433181795270363	0.8632822543650142	0.8988942931637817	0.876656943723865	0.8568950497509524	0.6684737864947662	0.892751477407014	0.6660792848367405	0.8690152096423625	0.747565657866801	0.8946617836415264	0.8285800549162128	0.9080777136200455	0.8186639770315205	0.6328469825358704	0.535321572459005	0.8898900912028667	0.8659445654791573	0.836645396350358	0.8569525829611071	0.8597167227657894	0.5787143415018612	0.4156199101565463	1.0	0.8760393527157457	0.835091490532732	0.8702106784692908	0.6654316543649124
OhJ_2014__MET0158__bin.4	0.8357510840531291	0.7493590471599999	0.7705853842184757	0.8510382675896506	0.5485290948324044	0.8612787579241623	0.8574035306731815	0.8135674536354345	0.8111386738468885	0.6157707932970685	0.8405755564239705	0.57775404043972	0.8859850642562488	0.668144710920656	0.8566751650112631	0.7877728464923537	0.8536163869307324	0.7589485243553137	0.6154774796849024	0.5365130734705886	0.837803385089474	0.8677003586832007	0.7872090226128698	0.8128328282317929	0.7960768410123971	0.5776614856871006	0.3998052326075312	0.7693285175053678	1.0	0.8469636228523497	0.7931276084120197	0.6063601658652706
OhJ_2014__MET0192__bin.5	0.835427248612557	0.7483491582185767	0.7630654863794201	0.8279933952355335	0.5562101321185784	0.8636591233549222	0.8496097925647492	0.8168286417613947	0.8076807169290174	0.6150787052239588	0.8351207651838551	0.5762577814419161	0.8808203322410786	0.6701996101419	0.8509228271931847	0.7885432022860497	0.849876218888788	0.754905481535305	0.6031030282705345	0.5227889992011868	0.8294596715783197	0.8755383837889829	0.7781563018908351	0.8175342988958678	0.8011784241255558	0.5967786635366231	0.4179572273962649	0.7639677027949145	0.8823024451136154	1.0	0.794922994874088	0.6050108643251891
BackhedF_2015__SID385_B__bin.10	0.8593873079276608	0.7870758668721999	0.7602317168533551	0.8632527585282816	0.5409815626795808	0.8397877728135388	0.8707940176276394	0.8450576258815133	0.8248714900089185	0.6416953717295694	0.8603450721953629	0.6241016481666098	0.8470228339599802	0.713786120968732	0.8703430802367612	0.7962479525101784	0.8805861421780754	0.7949352661223253	0.605315615570142	0.5179727689227708	0.863123782791484	0.8422664953996266	0.8070255472273322	0.8340579062843189	0.8240283708405922	0.565499372556925	0.40502202857815717	0.8164479413322812	0.8473424071744903	0.8152451231646634	1.0	0.6388311549968305
BackhedF_2015__SID615_B__bin.9	0.8524209038557697	0.7820611464043629	0.7608003193306357	0.8549247463406443	0.5403668489040845	0.8213482862732725	0.8606526473629084	0.8388106040896709	0.8186125723521911	0.6739967562600675	0.8444351777875774	0.6436683414303823	0.8306188384163611	0.7207763572320823	0.857213323566441	0.7815358991722128	0.8613654828922549	0.7870866676384355	0.6121485871526003	0.5681194611480035	0.8542426629911661	0.8214036401970354	0.8265023516191945	0.8208531761773933	0.8301637061543107	0.5603871330419258	0.3325817500573528	0.8038392251434744	0.8340809188259309	0.7988918144462671	0.8225224045006431	1.0
