	BackhedF_2015__SID608_B__bin.2	BackhedF_2015__SID180_B__bin.10	OhJ_2014__MET0267__bin.3	BackhedF_2015__SID268_B__bin.10	OhJ_2014__MET0302__bin.6	OhJ_2014__MET0084__bin.1	BackhedF_2015__SID526_B__bin.7	FerrettiP_2018__CA_C10006IS2091FE_t3M15__bin.6	ChngKR_2016__WBU019__bin.1	OlmMR_2017__S2_005_014Y1__bin.16	BackhedF_2015__SID263_B__bin.4	BackhedF_2015__SID397_B__bin.1	OhJ_2014__MET0207__bin.14	BackhedF_2015__SID105_B__bin.6	FerrettiP_2018__CA_C10019MS2316SK_t0M15__bin.2	OhJ_2014__MET0082__bin.2	BackhedF_2015__SID26_B__bin.10	FerrettiP_2018__CA_C10043MS2744SK_t0M15__bin.2	ChngKR_2016__WBS022__bin.3	OhJ_2014__MET0142__bin.4	FerrettiP_2018__CA_C10029MS2494SK_t0M15__bin.2	OhJ_2014__MET0054__bin.6	FerrettiP_2018__CA_C10007IS2106SA_t2M15__bin.2	OhJ_2014__MET0024__bin.5	FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.1	OhJ_2014__MET0179__bin.10	FerrettiP_2018__CA_C10055IS2966SA_t2M16__bin.3	BackhedF_2015__SID507_B__bin.6	OhJ_2014__MET0158__bin.4	OhJ_2014__MET0192__bin.5	BackhedF_2015__SID385_B__bin.10	BackhedF_2015__SID615_B__bin.9
BackhedF_2015__SID263_B__bin.4	0.9930234912172856	0.9915895985647556	0.9769823411972951	0.992108839150642	0.9784753549674656	0.9771563504500698	0.9916324452758009	0.9925238126142091	0.9921839226000396	0.9900898795050214	1.0	0.9908338618141582	0.9774644244820635	0.9923389966342845	0.9927496399387051	0.9919701927815268	0.9912031085090399	0.9934266263761378	0.9777931147644805	0.9775014242052161	0.9926826044848087	0.9778239719695005	0.9917661692654317	0.9885767297675673	0.9923812884092693	0.9775049550676391	0.994823307094997	0.9920822979328201	0.9769060606391288	0.9778176987212209	0.9928737125052647	0.9912883005038143
BackhedF_2015__SID397_B__bin.1	0.993737394383343	0.9946477313027228	0.9780289300279359	0.9920172211420164	0.9781602120060351	0.9770046112365834	0.9925292262868578	0.9927005578929922	0.9920699672414859	0.990370514779392	0.9908338618141582	1.0	0.977284648790053	0.9929984855710903	0.9940531906158796	0.9916743569711973	0.9917422999777299	0.9935309306028304	0.9766623739062466	0.9769378247459919	0.9920660662343043	0.977630845216283	0.9917033980430773	0.9896767329442513	0.9925148368407809	0.9770743281002796	0.9955007923815589	0.9931886180380153	0.9766663693684025	0.9774393558255066	0.9932710232058849	0.9923102523962903
OhJ_2014__MET0207__bin.14	0.9777092503143372	0.977400647630262	0.9943750040153512	0.9780033218754354	0.9953316337997419	0.9953837614782252	0.9778853676208012	0.977685834775931	0.981279881850038	0.9768294703723884	0.9774644244820635	0.977284648790053	1.0	0.9779905153519277	0.9778528469031259	0.9806546599441499	0.9772904208376305	0.978609187634753	0.9937655652546923	0.9960326098464796	0.9775987942013066	0.9964368085888068	0.978723090851201	0.977823980066499	0.9784178797656412	0.995343938977993	0.9796653203288355	0.9777135446382131	0.992908647221234	0.995576127408373	0.9777564073225914	0.9774496059453078
BackhedF_2015__SID105_B__bin.6	0.99329814904979	0.9927254890783813	0.9781381803646189	0.993619012912031	0.9782596539885259	0.9772619406036399	0.9919972987318687	0.9926239778509193	0.9922134953903974	0.9908308703012629	0.9923389966342845	0.9929984855710903	0.9779905153519277	1.0	0.993203992768101	0.9924766646499218	0.9927999623493733	0.9942718648137655	0.9777866598733277	0.9766696004625124	0.993310507775299	0.9775743844866152	0.9916413930874506	0.9894881775448954	0.9926942788305166	0.9777484993474591	0.9952574466408008	0.9938956162564248	0.9768986671478218	0.9778819099917087	0.9949528309424756	0.9916733728171163
FerrettiP_2018__CA_C10019MS2316SK_t0M15__bin.2	0.9948412447118897	0.9931382702516409	0.9779624583498051	0.992788856520153	0.978150735339465	0.9772644403767039	0.9929697000150747	0.9953181723258526	0.9922145486302728	0.9920318780608441	0.9927496399387051	0.9940531906158796	0.9778528469031259	0.993203992768101	1.0	0.9944113009607214	0.9930000816463945	0.9939799315812995	0.9786469319781516	0.9777316258048707	0.9946354482962751	0.9780781874178568	0.9934866956244067	0.9898522056062002	0.9953888159330477	0.9777500675469698	0.9961871104724824	0.9930381817781091	0.9768648201078649	0.9777970935992494	0.9931444350931663	0.9933998762654989
OhJ_2014__MET0082__bin.2	0.9943899396817292	0.9921905432182866	0.9803206193392211	0.992612339533103	0.9816680037372536	0.9803245624203083	0.9925667729397202	0.9953167693200555	0.9922392728212075	0.9917370503400649	0.9919701927815268	0.9916743569711973	0.9806546599441499	0.9924766646499218	0.9944113009607214	1.0	0.9924488661077802	0.9925304168936584	0.9814417334327654	0.9803942891910312	0.9934131561393029	0.9809530557011888	0.9931574071142656	0.9896131675307255	0.9943752388230799	0.9806280812729123	0.9952425156648874	0.9916591919507058	0.9795948436670345	0.9807335033011646	0.9924521718835216	0.9934025934632593
BackhedF_2015__SID26_B__bin.10	0.9932261708855862	0.9920597495620654	0.9772543649595123	0.9910423900950386	0.9778318645548013	0.9768140333983758	0.9911138006815938	0.9940947705813921	0.9910581604716773	0.9907251002191569	0.9912031085090399	0.9917422999777299	0.9772904208376305	0.9927999623493733	0.9930000816463945	0.9924488661077802	1.0	0.9921271847119739	0.9769318038573049	0.975952820770542	0.9920639387052842	0.9772262788715326	0.9912697013775521	0.9881190888123009	0.9933550653322304	0.9762543114065081	0.9952362627741014	0.9925434308009342	0.9755818998226284	0.9771864909836886	0.9930920125823095	0.9914812308145396
FerrettiP_2018__CA_C10043MS2744SK_t0M15__bin.2	0.9938906053231037	0.9928817235008502	0.9777041474099674	0.993697797100743	0.9790192258234022	0.9774766644778792	0.9928012682987847	0.993096284563171	0.99238036343677	0.9914760141482055	0.9934266263761378	0.9935309306028304	0.978609187634753	0.9942718648137655	0.9939799315812995	0.9925304168936584	0.9921271847119739	1.0	0.9787609584126291	0.978388886616264	0.9943450636424335	0.9784021213641245	0.9928279593097968	0.9894707763639843	0.993080974186294	0.9780622051223969	0.9959156260692703	0.9930906528335611	0.9775025698761565	0.9781949119449368	0.9947088523912078	0.9927036119680622
ChngKR_2016__WBS022__bin.3	0.9781705237441569	0.9769257777975083	0.9936355004621802	0.9780323171452203	0.9953237070168018	0.993203667660256	0.9782074093628355	0.9780980631652416	0.981090280613869	0.9771393429630268	0.9777931147644805	0.9766623739062466	0.9937655652546923	0.9777866598733277	0.9786469319781516	0.9814417334327654	0.9769318038573049	0.9787609584126291	1.0	0.9942269994052995	0.9780352777204894	0.9944601304933816	0.978409202249613	0.978019248344189	0.9783493097889732	0.9944177412071648	0.9806555034019999	0.9776233390539981	0.9932318544430205	0.9949041649538402	0.9777245904472673	0.9774515763764016
OhJ_2014__MET0142__bin.4	0.976973068708293	0.9761147715359244	0.993773630424867	0.9773076751457903	0.9951361715855639	0.9958482464941776	0.9772593356885367	0.9766814985392309	0.9800411531898224	0.9766613282878688	0.9775014242052161	0.9769378247459919	0.9960326098464796	0.9766696004625124	0.9777316258048707	0.9803942891910312	0.975952820770542	0.978388886616264	0.9942269994052995	1.0	0.9777879386899395	0.9963641627500643	0.9779292278809841	0.9765364991315016	0.9776437881688087	0.9943939343223493	0.9788251429418687	0.9767402973094995	0.9924592816094806	0.995441379151316	0.9766777214729253	0.9770127951142273
FerrettiP_2018__CA_C10029MS2494SK_t0M15__bin.2	0.9945685339532672	0.9924773952152032	0.9771566967544691	0.9928685815137535	0.9782178533680222	0.9769026794813687	0.9921450554644992	0.9944043246767941	0.9918565119360438	0.9913585395400804	0.9926826044848087	0.9920660662343043	0.9775987942013066	0.993310507775299	0.9946354482962751	0.9934131561393029	0.9920639387052842	0.9943450636424335	0.9780352777204894	0.9777879386899395	1.0	0.9778102529273881	0.9931586216971798	0.989284325312782	0.9941775941335828	0.9777886258237735	0.9959324345307616	0.9922862714707861	0.9766476142027206	0.9779939874762887	0.9933342605812086	0.9932776186178498
OhJ_2014__MET0054__bin.6	0.9777370267043267	0.9773391726481828	0.9949305498846464	0.9779344166697205	0.9960132114637351	0.999391148884223	0.9777079652759387	0.9774975427262532	0.981331302227937	0.9766756182405201	0.9778239719695005	0.977630845216283	0.9964368085888068	0.9775743844866152	0.9780781874178568	0.9809530557011888	0.9772262788715326	0.9784021213641245	0.9944601304933816	0.9963641627500643	0.9778102529273881	1.0	0.97850076738525	0.9773904871860275	0.9782397310933396	0.9949648504358986	0.9789807286275685	0.9777256437643644	0.9934860557361003	0.9958797372822584	0.9776666723962888	0.9772438571073159
FerrettiP_2018__CA_C10007IS2106SA_t2M15__bin.2	0.9947973916151351	0.9910097597944244	0.9778258819359392	0.9923835400324291	0.9788780271368867	0.9774522546304435	0.9928863836841257	0.9934128381170158	0.9916749275204945	0.9974189940298593	0.9917661692654317	0.9917033980430773	0.978723090851201	0.9916413930874506	0.9934866956244067	0.9931574071142656	0.9912697013775521	0.9928279593097968	0.978409202249613	0.9779292278809841	0.9931586216971798	0.97850076738525	1.0	0.9888631776802382	0.9933299042723771	0.9781437026749992	0.9958827313192147	0.9918203420704941	0.9772408743971355	0.9785511371956398	0.99176387505276	0.9940246573498268
OhJ_2014__MET0024__bin.5	0.9899640315598274	0.9894017518642498	0.9778543027592351	0.9894920914133009	0.9785110294276371	0.976861962989603	0.9896627560527353	0.9896297257893791	0.988895524324276	0.9870743210087807	0.9885767297675673	0.9896767329442513	0.977823980066499	0.9894881775448954	0.9898522056062002	0.9896131675307255	0.9881190888123009	0.9894707763639843	0.978019248344189	0.9765364991315016	0.989284325312782	0.9773904871860275	0.9888631776802382	1.0	0.988963785054706	0.9773595737726135	0.9922437752944462	0.989732368882039	0.9769208736395396	0.977701389910117	0.9892582960809976	0.9876819675697917
FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.1	0.9948305571510626	0.9929791919573957	0.978388747602117	0.9930142708865201	0.9789797698803312	0.9773878636380671	0.9927832405323224	0.9955847610992813	0.9918607625558039	0.9921622538429952	0.9923812884092693	0.9925148368407809	0.9784178797656412	0.9926942788305166	0.9953888159330477	0.9943752388230799	0.9933550653322304	0.993080974186294	0.9783493097889732	0.9776437881688087	0.9941775941335828	0.9782397310933396	0.9933299042723771	0.988963785054706	1.0	0.9779506312303018	0.9953278143213208	0.9921634275265411	0.9769834206000718	0.9781723905164801	0.993271227790762	0.9937734728000819
OhJ_2014__MET0179__bin.10	0.9770639622226186	0.9768305588432843	0.994145402872658	0.9776349376079893	0.9954160359392549	0.9942695875550723	0.9766603174000742	0.9776512518399605	0.9808868038364154	0.9762333510583081	0.9775049550676391	0.9770743281002796	0.995343938977993	0.9777484993474591	0.9777500675469698	0.9806280812729123	0.9762543114065081	0.9780622051223969	0.9944177412071648	0.9943939343223493	0.9777886258237735	0.9949648504358986	0.9781437026749992	0.9773595737726135	0.9779506312303018	1.0	0.9800678524879246	0.9770640190832313	0.9928614080294366	0.9972159567628823	0.9773145491845572	0.9764831841316419
FerrettiP_2018__CA_C10055IS2966SA_t2M16__bin.3	0.9958377117269344	0.9957824984991321	0.9803794211891044	0.9950493220113124	0.9800499563653737	0.9786981204416134	0.9950753464449046	0.9961776854820061	0.9935595076964759	0.9940815226747102	0.994823307094997	0.9955007923815589	0.9796653203288355	0.9952574466408008	0.9961871104724824	0.9952425156648874	0.9952362627741014	0.9959156260692703	0.9806555034019999	0.9788251429418687	0.9959324345307616	0.9789807286275685	0.9958827313192147	0.9922437752944462	0.9953278143213208	0.9800678524879246	1.0	0.9951759727601555	0.9783822996803903	0.9790695136987049	0.9952682850673369	0.994751636319486
BackhedF_2015__SID507_B__bin.6	0.9932801592716148	0.9930310221458492	0.977933198959063	0.9929243962089201	0.9783315623919902	0.9773445957084771	0.99156984531986	0.9930107396654798	0.9924800901068249	0.9905758814693205	0.9920822979328201	0.9931886180380153	0.9777135446382131	0.9938956162564248	0.9930381817781091	0.9916591919507058	0.9925434308009342	0.9930906528335611	0.9776233390539981	0.9767402973094995	0.9922862714707861	0.9777256437643644	0.9918203420704941	0.989732368882039	0.9921634275265411	0.9770640190832313	0.9951759727601555	1.0	0.9766028166072211	0.9778279221166343	0.9935076598453209	0.9922749172827753
OhJ_2014__MET0158__bin.4	0.976337066479461	0.9762023476125461	0.993262694403541	0.9764946708222709	0.995395417974341	0.9919874179957885	0.9767755422427489	0.976453137837529	0.9803145223695416	0.974992619484702	0.9769060606391288	0.9766663693684025	0.992908647221234	0.9768986671478218	0.9768648201078649	0.9795948436670345	0.9755818998226284	0.9775025698761565	0.9932318544430205	0.9924592816094806	0.9766476142027206	0.9934860557361003	0.9772408743971355	0.9769208736395396	0.9769834206000718	0.9928614080294366	0.9783822996803903	0.9766028166072211	1.0	0.9934771537796268	0.9768508549863234	0.9759666591821108
OhJ_2014__MET0192__bin.5	0.9774989849555424	0.9768426108606502	0.9945743931024309	0.9779171411439165	0.9954725745220403	0.9952663363461527	0.9773863234490371	0.9779867953117166	0.9813146838583497	0.9765212041257606	0.9778176987212209	0.9774393558255066	0.995576127408373	0.9778819099917087	0.9777970935992494	0.9807335033011646	0.9771864909836886	0.9781949119449368	0.9949041649538402	0.995441379151316	0.9779939874762887	0.9958797372822584	0.9785511371956398	0.977701389910117	0.9781723905164801	0.9972159567628823	0.9790695136987049	0.9778279221166343	0.9934771537796268	1.0	0.977882239153267	0.9770569120368281
BackhedF_2015__SID385_B__bin.10	0.9936006159137941	0.9930275600920176	0.9780163526921103	0.9931851207003057	0.9782698832813893	0.9772077174922041	0.9921058646812957	0.992889483068955	0.9921965362756776	0.9909128797518543	0.9928737125052647	0.9932710232058849	0.9777564073225914	0.9949528309424756	0.9931444350931663	0.9924521718835216	0.9930920125823095	0.9947088523912078	0.9777245904472673	0.9766777214729253	0.9933342605812086	0.9776666723962888	0.99176387505276	0.9892582960809976	0.993271227790762	0.9773145491845572	0.9952682850673369	0.9935076598453209	0.9768508549863234	0.977882239153267	1.0	0.9922031325467467
BackhedF_2015__SID615_B__bin.9	0.9943215529171722	0.9922256201049225	0.9771369484386565	0.9919807887187245	0.9783796845872708	0.9764527816266767	0.9922384317462749	0.9936663762025361	0.9917085844613448	0.9926798093724891	0.9912883005038143	0.9923102523962903	0.9774496059453078	0.9916733728171163	0.9933998762654989	0.9934025934632593	0.9914812308145396	0.9927036119680622	0.9774515763764016	0.9770127951142273	0.9932776186178498	0.9772438571073159	0.9940246573498268	0.9876819675697917	0.9937734728000819	0.9764831841316419	0.994751636319486	0.9922749172827753	0.9759666591821108	0.9770569120368281	0.9922031325467467	1.0
