	FengQ_2015__SID530052__bin.15	LiJ_2014__V1.FI23__bin.28	VincentC_2016__MM058.2__bin.3	GeversD_2014__SKBSTL021__bin.40	ZellerG_2014__CCIS44743950ST-4-0__bin.36	LiJ_2014__V1.CD4-0-PT__bin.9	HeQ_2017__SZAXPI029574-89__bin.31	HeQ_2017__SZAXPI029550-158__bin.18	LiJ_2014__V1.FI24__bin.86	LiJ_2014__V1.CD12-3__bin.28	YuJ_2015__SZAXPI017455-21__bin.57	NielsenHB_2014__V1_CD20_4__bin.1	QinJ_2012__T2D-068__bin.53	YuJ_2015__SZAXPI003437-3__bin.1	QinJ_2012__NLM027__bin.42	QinJ_2012__NOM002__bin.26	LoombaR_2017__SID0011_vkb__bin.5	QinJ_2012__CON-065__bin.27	HeQ_2017__SZAXPI029501-104__bin.40	NielsenHB_2014__V1_CD17_4__bin.53	FengQ_2015__SID530348__bin.24	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	QinJ_2012__DLF012__bin.21	LoombaR_2017__SID5395_kej__bin.17	QinJ_2012__CON-069__bin.17	HeQ_2017__RSZAXPI003094-125__bin.8	FengQ_2015__SID530251__bin.1	XieH_2016__YSZC12003_36389__bin.13	HeQ_2017__RSZAXPI003077-109__bin.4	LiJ_2014__V1.UC38-4__bin.13	NielsenHB_2014__V1_CD21_0__bin.16	LiJ_2014__V1.CD48-0__bin.54	LiJ_2014__V1.FI21__bin.4	HMP_2012__SRS018313__bin.4
YuJ_2015__SZAXPI017455-21__bin.57	12064.0	43060.0	48399.0	41840.0	41402.0	42817.0	37511.0	53109.0	56302.0	32762.0	0.0	37874.0	39202.0	29450.0	53519.0	32848.0	45915.0	32069.0	46334.0	55676.0	29160.0	56717.0	28394.0	30223.0	57527.0	43520.0	37248.0	39702.0	24795.0	40631.0	44948.0	44868.0	41363.0	46495.0
NielsenHB_2014__V1_CD20_4__bin.1	21290.0	26005.0	27171.0	22775.0	26774.0	25118.0	23095.0	41722.0	42886.0	19504.0	37874.0	0.0	23123.0	22599.0	43353.0	27565.0	26957.0	24997.0	26056.0	45325.0	24263.0	46090.0	18966.0	18557.0	46703.0	26072.0	23118.0	25059.0	15054.0	23954.0	25885.0	27579.0	24785.0	37724.0
QinJ_2012__T2D-068__bin.53	23240.0	23283.0	23447.0	21103.0	24419.0	26100.0	22103.0	37241.0	38680.0	19121.0	39202.0	23123.0	0.0	21973.0	38990.0	25511.0	24949.0	23896.0	24672.0	41720.0	22015.0	42202.0	17997.0	17773.0	42891.0	26219.0	20468.0	24606.0	13656.0	24169.0	22778.0	27019.0	24378.0	34649.0
YuJ_2015__SZAXPI003437-3__bin.1	21862.0	24303.0	26277.0	20498.0	24198.0	23979.0	16468.0	1807.0	26590.0	10919.0	29450.0	22599.0	21973.0	0.0	2519.0	1174.0	24571.0	1296.0	23684.0	1045.0	7304.0	2572.0	13440.0	24809.0	1521.0	25308.0	16692.0	18765.0	25550.0	23056.0	24560.0	26386.0	20161.0	1020.0
QinJ_2012__NLM027__bin.42	27252.0	45923.0	48452.0	43345.0	45910.0	44838.0	41368.0	3791.0	49110.0	36496.0	53519.0	43353.0	38990.0	2519.0	0.0	3659.0	47114.0	2053.0	45996.0	3799.0	32964.0	4878.0	33616.0	31815.0	3524.0	47782.0	38824.0	40814.0	25095.0	41251.0	48561.0	49092.0	43310.0	3200.0
QinJ_2012__NOM002__bin.26	14758.0	29350.0	31975.0	29158.0	31195.0	28597.0	29057.0	3424.0	31732.0	25487.0	32848.0	27565.0	25511.0	1174.0	3659.0	0.0	30806.0	1280.0	30227.0	3350.0	25346.0	4887.0	21502.0	17754.0	3137.0	31465.0	26122.0	28564.0	12006.0	24941.0	30814.0	32322.0	30067.0	2979.0
LoombaR_2017__SID0011_vkb__bin.5	25338.0	29266.0	27301.0	26672.0	31181.0	31337.0	28009.0	47270.0	48851.0	25440.0	45915.0	26957.0	24949.0	24571.0	47114.0	30806.0	0.0	26430.0	29376.0	49379.0	30891.0	51474.0	21513.0	21959.0	51327.0	33438.0	23284.0	30429.0	16442.0	25542.0	31412.0	34512.0	31308.0	42809.0
QinJ_2012__CON-065__bin.27	24038.0	27192.0	27900.0	21748.0	25998.0	26130.0	18785.0	1548.0	28341.0	13077.0	32069.0	24997.0	23896.0	1296.0	2053.0	1280.0	26430.0	0.0	25478.0	1383.0	8750.0	3175.0	14316.0	26097.0	1051.0	27461.0	18448.0	20722.0	26742.0	25803.0	26965.0	28551.0	22259.0	788.0
HeQ_2017__SZAXPI029501-104__bin.40	23728.0	27542.0	30203.0	24737.0	28263.0	28071.0	25391.0	44992.0	45474.0	21437.0	46334.0	26056.0	24672.0	23684.0	45996.0	30227.0	29376.0	25478.0	0.0	47504.0	31413.0	48862.0	20725.0	18243.0	50063.0	29644.0	23317.0	27133.0	15265.0	24966.0	32263.0	30687.0	27015.0	40537.0
NielsenHB_2014__V1_CD17_4__bin.53	29690.0	48107.0	50861.0	45458.0	47509.0	46273.0	42081.0	2782.0	50933.0	37080.0	55676.0	45325.0	41720.0	1045.0	3799.0	3350.0	49379.0	1383.0	47504.0	0.0	33704.0	4615.0	32653.0	32592.0	2318.0	49081.0	39087.0	42656.0	26144.0	42269.0	50303.0	50861.0	44223.0	2142.0
FengQ_2015__SID530348__bin.24	10370.0	31646.0	31010.0	30432.0	28757.0	27982.0	30838.0	31149.0	40798.0	33746.0	29160.0	24263.0	22015.0	7304.0	32964.0	25346.0	30891.0	8750.0	31413.0	33704.0	0.0	35419.0	23488.0	12322.0	36394.0	29186.0	29413.0	28333.0	6610.0	25632.0	32489.0	31565.0	30483.0	30292.0
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	29380.0	50356.0	53652.0	47201.0	49086.0	48776.0	44318.0	5735.0	52588.0	39617.0	56717.0	46090.0	42202.0	2572.0	4878.0	4887.0	51474.0	3175.0	48862.0	4615.0	35419.0	0.0	34546.0	34594.0	6167.0	51455.0	40247.0	44271.0	26749.0	42579.0	54709.0	53998.0	46676.0	6033.0
QinJ_2012__DLF012__bin.21	13232.0	20727.0	21829.0	17236.0	22270.0	18733.0	18723.0	30455.0	32366.0	17924.0	28394.0	18966.0	17997.0	13440.0	33616.0	21502.0	21513.0	14316.0	20725.0	32653.0	23488.0	34546.0	0.0	11276.0	34611.0	22346.0	16015.0	19668.0	7836.0	18215.0	21243.0	23480.0	19635.0	29809.0
LoombaR_2017__SID5395_kej__bin.17	23793.0	21402.0	22639.0	15865.0	21362.0	17158.0	18160.0	30173.0	34488.0	12782.0	30223.0	18557.0	17773.0	24809.0	31815.0	17754.0	21959.0	26097.0	18243.0	32592.0	12322.0	34594.0	11276.0	0.0	34413.0	20765.0	16136.0	15929.0	14900.0	16882.0	20958.0	23503.0	18891.0	28103.0
QinJ_2012__CON-069__bin.17	29772.0	50765.0	53288.0	47850.0	50126.0	49102.0	45280.0	3330.0	53712.0	40668.0	57527.0	46703.0	42891.0	1521.0	3524.0	3137.0	51327.0	1051.0	50063.0	2318.0	36394.0	6167.0	34611.0	34413.0	0.0	51738.0	41367.0	45388.0	26586.0	43727.0	53264.0	54266.0	47440.0	1720.0
HeQ_2017__RSZAXPI003094-125__bin.8	24826.0	33953.0	33797.0	28065.0	31816.0	31448.0	27450.0	47122.0	49775.0	24266.0	43520.0	26072.0	26219.0	25308.0	47782.0	31465.0	33438.0	27461.0	29644.0	49081.0	29186.0	51455.0	22346.0	20765.0	51738.0	0.0	25462.0	28655.0	16914.0	26625.0	30267.0	34296.0	30042.0	42079.0
FengQ_2015__SID530251__bin.1	19507.0	21642.0	26227.0	25904.0	25609.0	24667.0	26465.0	35838.0	36050.0	19966.0	37248.0	23118.0	20468.0	16692.0	38824.0	26122.0	23284.0	18448.0	23317.0	39087.0	29413.0	40247.0	16015.0	16136.0	41367.0	25462.0	0.0	23426.0	12688.0	22839.0	21530.0	25782.0	23188.0	35440.0
XieH_2016__YSZC12003_36389__bin.13	23003.0	27316.0	29166.0	24346.0	28409.0	20836.0	27443.0	40127.0	41567.0	20959.0	39702.0	25059.0	24606.0	18765.0	40814.0	28564.0	30429.0	20722.0	27133.0	42656.0	28333.0	44271.0	19668.0	15929.0	45388.0	28655.0	23426.0	0.0	13429.0	22654.0	26978.0	31619.0	24817.0	37084.0
HeQ_2017__RSZAXPI003077-109__bin.4	20401.0	15862.0	17059.0	11932.0	14810.0	15436.0	10454.0	22909.0	25156.0	5891.0	24795.0	15054.0	13656.0	25550.0	25095.0	12006.0	16442.0	26742.0	15265.0	26144.0	6610.0	26749.0	7836.0	14900.0	26586.0	16914.0	12688.0	13429.0	0.0	15447.0	15540.0	11611.0	12544.0	20923.0
LiJ_2014__V1.UC38-4__bin.13	23038.0	26089.0	27951.0	22768.0	25167.0	24311.0	25122.0	40276.0	39427.0	17938.0	40631.0	23954.0	24169.0	23056.0	41251.0	24941.0	25542.0	25803.0	24966.0	42269.0	25632.0	42579.0	18215.0	16882.0	43727.0	26625.0	22839.0	22654.0	15447.0	0.0	24956.0	27265.0	23509.0	36095.0
NielsenHB_2014__V1_CD21_0__bin.16	25008.0	32966.0	32232.0	27210.0	31259.0	29198.0	30184.0	49401.0	46556.0	24418.0	44948.0	25885.0	22778.0	24560.0	48561.0	30814.0	31412.0	26965.0	32263.0	50303.0	32489.0	54709.0	21243.0	20958.0	53264.0	30267.0	21530.0	26978.0	15540.0	24956.0	0.0	34972.0	30005.0	44864.0
LiJ_2014__V1.CD48-0__bin.54	24210.0	37777.0	35558.0	26037.0	29460.0	30835.0	29886.0	49938.0	49195.0	24362.0	44868.0	27579.0	27019.0	26386.0	49092.0	32322.0	34512.0	28551.0	30687.0	50861.0	31565.0	53998.0	23480.0	23503.0	54266.0	34296.0	25782.0	31619.0	11611.0	27265.0	34972.0	0.0	29462.0	46079.0
LiJ_2014__V1.FI21__bin.4	21209.0	29582.0	31291.0	26018.0	28289.0	25648.0	28429.0	43273.0	42728.0	20669.0	41363.0	24785.0	24378.0	20161.0	43310.0	30067.0	31308.0	22259.0	27015.0	44223.0	30483.0	46676.0	19635.0	18891.0	47440.0	30042.0	23188.0	24817.0	12544.0	23509.0	30005.0	29462.0	0.0	39245.0
HMP_2012__SRS018313__bin.4	23624.0	42747.0	43524.0	40697.0	41506.0	40517.0	38124.0	3322.0	44924.0	34734.0	46495.0	37724.0	34649.0	1020.0	3200.0	2979.0	42809.0	788.0	40537.0	2142.0	30292.0	6033.0	29809.0	28103.0	1720.0	42079.0	35440.0	37084.0	20923.0	36095.0	44864.0	46079.0	39245.0	0.0
