	FengQ_2015__SID530052__bin.15	LiJ_2014__V1.FI23__bin.28	VincentC_2016__MM058.2__bin.3	GeversD_2014__SKBSTL021__bin.40	ZellerG_2014__CCIS44743950ST-4-0__bin.36	LiJ_2014__V1.CD4-0-PT__bin.9	HeQ_2017__SZAXPI029574-89__bin.31	HeQ_2017__SZAXPI029550-158__bin.18	LiJ_2014__V1.FI24__bin.86	LiJ_2014__V1.CD12-3__bin.28	YuJ_2015__SZAXPI017455-21__bin.57	NielsenHB_2014__V1_CD20_4__bin.1	QinJ_2012__T2D-068__bin.53	YuJ_2015__SZAXPI003437-3__bin.1	QinJ_2012__NLM027__bin.42	QinJ_2012__NOM002__bin.26	LoombaR_2017__SID0011_vkb__bin.5	QinJ_2012__CON-065__bin.27	HeQ_2017__SZAXPI029501-104__bin.40	NielsenHB_2014__V1_CD17_4__bin.53	FengQ_2015__SID530348__bin.24	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	QinJ_2012__DLF012__bin.21	LoombaR_2017__SID5395_kej__bin.17	QinJ_2012__CON-069__bin.17	HeQ_2017__RSZAXPI003094-125__bin.8	FengQ_2015__SID530251__bin.1	XieH_2016__YSZC12003_36389__bin.13	HeQ_2017__RSZAXPI003077-109__bin.4	LiJ_2014__V1.UC38-4__bin.13	NielsenHB_2014__V1_CD21_0__bin.16	LiJ_2014__V1.CD48-0__bin.54	LiJ_2014__V1.FI21__bin.4	HMP_2012__SRS018313__bin.4
YuJ_2015__SZAXPI017455-21__bin.57	0.5288747580819984	0.8904341073258386	0.9026969449772033	0.7837033238641062	0.8127744022677391	0.8440681227163072	0.7533398396180503	0.8013843412125544	0.8527784766761881	0.6409623439340503	1.0	0.8093189904869528	0.7685862237982019	0.4201677124024819	0.8086499343132227	0.5100963493126177	0.8812849709176038	0.47939811932967274	0.898368756600237	0.8475644527016026	0.5728936048328752	0.8744067948596288	0.6054723310230509	0.5604374939602118	0.8667968794210161	0.8581000197626222	0.7337038897541687	0.7295428565956228	0.4659974073529143	0.7577624881054262	0.892493076552737	0.8659232322247402	0.7805582810175226	0.6979178728105496
NielsenHB_2014__V1_CD20_4__bin.1	0.5079865015818312	0.9183433827703446	0.9259668295920802	0.808811941384352	0.8399554302820015	0.8673900886284874	0.7617610757483639	0.8138511133288676	0.8760363701649145	0.6571169280082801	0.8715287722655226	1.0	0.7735396128134658	0.43535445535457723	0.8128024968042274	0.5330567335759323	0.9065385951351131	0.4896593847897634	0.9109932231340649	0.8642456453351096	0.5366197797108406	0.8855006382169863	0.6075769458117919	0.6152121116380497	0.8804474034670441	0.8997664168018649	0.725295752517125	0.7735621133021483	0.4802030856607667	0.8003044128614668	0.9039149444026987	0.8826201069054469	0.820161094123763	0.7104871496427813
QinJ_2012__T2D-068__bin.53	0.540192884906206	0.9244064144850475	0.9384636248954077	0.7856521060483159	0.8498742333093656	0.9007991238552416	0.776056990350637	0.8083760871845918	0.8862378231487475	0.6427059157683027	0.9035995117744746	0.8445083584312301	1.0	0.45571298070895055	0.8176487897994642	0.5305030923508776	0.9177565167104653	0.5061578339982037	0.9263106987407977	0.8772092332965714	0.5626666120782082	0.8966870776324645	0.6387704290908719	0.6149676435441898	0.8839788845019102	0.8824174840008905	0.7547311561067852	0.7665652515461754	0.5004454929977508	0.814633971591825	0.9293720877270645	0.880512687978342	0.8158094999270732	0.7175835395327057
YuJ_2015__SZAXPI003437-3__bin.1	0.7048064965164427	0.8622890787298088	0.9114793106372154	0.6505596303048289	0.8030544720962112	0.8872489789573352	0.552573981430449	0.8820095108887664	0.8545791467051059	0.35047466118342024	0.852550310199121	0.8203106230833369	0.7865119910685264	1.0	0.8876040474272551	0.42555132770876614	0.8858781673520725	0.9720564647192662	0.9092464422492615	0.9587864430971863	0.20003427029013157	0.9583624807450432	0.5234883975636296	0.8634231780217917	0.949369179350207	0.886460232331369	0.5447536425432088	0.6750893853959101	0.8896125690705332	0.7986364310849197	0.8784720750130721	0.8319377905908621	0.7161881191616851	0.7272500035330196
QinJ_2012__NLM027__bin.42	0.49085134810364944	0.8783396423779958	0.9010080045524569	0.7772348612854245	0.813517776588917	0.8375268299375602	0.7508284937389906	0.8861678607964774	0.8573812139332435	0.6410672306900416	0.8552817799516946	0.7983102318861665	0.7355836564589363	0.46266920931448874	1.0	0.5446014620531912	0.8948556501017029	0.5021183104712953	0.9029499809853896	0.9180907673707444	0.56381726821282	0.9533446837819646	0.6120292042316486	0.5962576668474513	0.9380602519136617	0.8606408614309116	0.7181947261850061	0.7337305376484682	0.4599390243340973	0.7555439329580749	0.8842908010721846	0.8594636130338018	0.7787270247797666	0.7750847830630926
QinJ_2012__NOM002__bin.26	0.33827994466502576	0.744584778091183	0.7414910499871245	0.657960391177545	0.7048861261326004	0.6776803626716492	0.6683662408748196	0.7221968703400945	0.7315517148452237	0.5887521484222945	0.7017642514507465	0.681005252031644	0.6207883437236126	0.28853176670679054	0.7083846858662259	1.0	0.7511824556990832	0.3283933094985717	0.7336441434157969	0.741609026068522	0.5278297790793075	0.7871268332704526	0.5198684896067264	0.41351454938526677	0.7879784169646011	0.7193600546163382	0.6185815322517861	0.6383727684854147	0.2995448638484157	0.6084212165310241	0.745650754867262	0.7152656258421516	0.6864878460681626	0.6563907703179366
LoombaR_2017__SID0011_vkb__bin.5	0.38338489958578037	0.7270222071151158	0.7438063348470256	0.6309264333612616	0.6469273768928194	0.6703467047789807	0.6107395624306141	0.6542798333050075	0.6851268218391776	0.5198670044562651	0.670724382439049	0.6406960267978865	0.5941167759447159	0.3322801427356518	0.6439202013485743	0.4155603858540501	1.0	0.37219139511145966	0.717449072320965	0.6702986668309896	0.44554732947108233	0.7041574690561073	0.47746804896690254	0.46572393021974545	0.6988868779209971	0.7026606728559421	0.5680368083322318	0.587909279175682	0.3531117160579596	0.6028215834169028	0.7274654814214064	0.6936394775193999	0.639564650298647	0.5706232377113132
QinJ_2012__CON-065__bin.27	0.6713659374101939	0.8141199183547149	0.8493084467500314	0.63005474950077	0.7505272310605782	0.8322469401439846	0.5468156128186045	0.8607888938832354	0.7958477330169701	0.3755373630341392	0.8115195012858396	0.7697234523870929	0.7287947004251745	0.8109550582496371	0.803637194290725	0.40407121119454126	0.8278301365421601	1.0	0.850054896874931	0.9013956333036128	0.24956266717756376	0.901185625124347	0.49375059870752863	0.7868770678436949	0.8656352931640495	0.8300731712708811	0.5368568038965729	0.6465031795975211	0.7871821323567338	0.7676093700491493	0.8312027942140905	0.7926187651519059	0.6869809666271213	0.6924065463602267
HeQ_2017__SZAXPI029501-104__bin.40	0.47376818204774684	0.8662220431815805	0.8902875444845518	0.7554633133927482	0.773474262885657	0.8167858820179612	0.7422725427169011	0.7877482913040729	0.8193727365023262	0.621781593128551	0.820711697155494	0.7728391811621319	0.7197957399020216	0.4093739971216522	0.7799217143468421	0.48717210476104506	0.8611907006856258	0.45875448424563864	1.0	0.8115732012214885	0.5420730705863311	0.8473242857716641	0.5964009914751115	0.5686908289347528	0.8406616939144695	0.8526829120863171	0.6862370194982417	0.7106266232462181	0.44231712171577847	0.7288189110396451	0.8813729377242123	0.842074223834295	0.7772533371615864	0.6781833719936515
NielsenHB_2014__V1_CD17_4__bin.53	0.4865886306966428	0.8506805185616072	0.8733731167103791	0.7471357329224029	0.7823633264958312	0.8064000380995145	0.7056395785921549	0.8743740794034704	0.8379363159810455	0.605414893508455	0.8279334925348764	0.7839672480244381	0.7288573207196726	0.4615802964278303	0.8479293594178938	0.5265731357601363	0.8603265842764664	0.5201583000813016	0.8677895818238102	1.0	0.5242493205019612	0.9485528987947627	0.5596240394329975	0.5715841403967112	0.9161045287396204	0.8323213149775315	0.6761626304993418	0.7094627118009844	0.44865580150152906	0.7378608823439365	0.8529482050706372	0.8230579452795722	0.7493209271789011	0.749746570193253
FengQ_2015__SID530348__bin.24	0.3314809147154386	0.9012686544275654	0.8841883802713502	0.8604878195210032	0.7862127066433222	0.8088482789538838	0.9277680726645788	0.7617453803189875	0.8193846167901431	0.8953002817129347	0.8588355212798655	0.7470345749280056	0.7174700520943794	0.14778933327938784	0.7991452684690987	0.5751629295273918	0.877611163062651	0.2210105513468645	0.8895244160998583	0.8045465609422016	1.0	0.8602085210821379	0.7026718027996406	0.3915881574851655	0.8722796951992644	0.8209475134281861	0.8616735327532887	0.739145699162953	0.19097291783992676	0.6843842807184235	0.9241724315474112	0.8917777280377132	0.8011238499332098	0.7273610017155971
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	0.4274198803460113	0.7879833644687901	0.8022611155814933	0.6813757341532192	0.7156272190296535	0.7435221555740164	0.658078692214001	0.8047823614813502	0.7674585387050902	0.5651876673057596	0.7479752023494393	0.7033970725844018	0.6524259032602677	0.40402304607166356	0.771036540750833	0.48941735798303304	0.7914358813767023	0.45539189529847773	0.7933911408982129	0.8306393747042069	0.4908416329153847	1.0	0.5243171206783496	0.5219917358541573	0.8434809353818565	0.7695996055968606	0.6155295491434429	0.6430912239716083	0.3980440702314624	0.6566909085086743	0.793055645025259	0.7666665301348649	0.6908440904878169	0.7109980462299164
QinJ_2012__DLF012__bin.21	0.404716637209796	0.8721181489702401	0.8655566887093276	0.6802829705446676	0.7582296574542803	0.7713375803526518	0.7199609138859534	0.725784029607616	0.7882202897079386	0.6981249509693079	0.8023330533776956	0.7476522950978537	0.7199822566577911	0.3418771717712424	0.7668031065846489	0.5007429591926202	0.8313367266417783	0.38651413699059994	0.8650929160456112	0.7591612406034121	0.621121960673924	0.8122332153520289	1.0	0.5074365139062579	0.8121034282259888	0.8030402490066959	0.656205439753393	0.6901998606374682	0.3831933170589891	0.686888270012598	0.8719987448142833	0.8720166265960932	0.7486231028006332	0.6710571247940711
LoombaR_2017__SID5395_kej__bin.17	0.6241781140923003	0.8262679287858437	0.8561509515522668	0.6562430438865784	0.7472870056424175	0.8697016807438336	0.6199646548681195	0.7540688307973681	0.7972294772996508	0.48976383132302265	0.7561638139382453	0.770817536776733	0.705760880609454	0.5741363847533153	0.7606309969406315	0.40554633131274453	0.8256377306052546	0.6271810994579591	0.8399026452465849	0.7894891400937016	0.35243759833998867	0.8233389461888281	0.5166661870190922	1.0	0.8074741621682576	0.8440978974403852	0.5683488983865634	0.6821710297955116	0.616787821728505	0.7375562288893888	0.8454622500718003	0.7963443806937348	0.7163285934364243	0.6490224880318142
QinJ_2012__CON-069__bin.17	0.4565573371355397	0.8473519572227635	0.854409058330144	0.7339731245822221	0.7715621683683633	0.7930864072328847	0.7153826372615422	0.8551801238936557	0.8225019950717803	0.6158395217783766	0.8013540329827722	0.7558724329170947	0.6951292882976313	0.4325585251238192	0.8199533738746406	0.5295200197354151	0.8489580755233769	0.4727585675404739	0.8507312043714105	0.8670205680531762	0.5379313147995893	0.9116091647339724	0.5665758370749733	0.5532826023704229	1.0	0.8255379651193441	0.6660807212280064	0.6933557570145436	0.41905441445095987	0.7058626336235293	0.8468086698998298	0.8167141741247943	0.7414958430471095	0.7507224715307382
HeQ_2017__RSZAXPI003094-125__bin.8	0.435927913131856	0.8215239005994478	0.8070804052765822	0.7051874081424623	0.7132877604850829	0.7419379294504086	0.6812830555776572	0.7193877014860842	0.7520045397702793	0.580640972327518	0.7398459420548765	0.7203957887025174	0.6471338196372087	0.3766737025099345	0.7015791614936204	0.4508277874775001	0.7960150905326874	0.4227826209667129	0.8047388356029682	0.7346351144625611	0.4721529980648929	0.775701344966995	0.5224928052747807	0.5393957181439185	0.7698982755178175	1.0	0.6128776198632965	0.6524478579460242	0.40558884153289304	0.6640067075706374	0.7931916206409423	0.7756405444721841	0.7096584963812447	0.6238674969562221
FengQ_2015__SID530251__bin.1	0.4730000621780935	0.8957828350435735	0.8997344841248022	0.8864473852570088	0.7976668312758893	0.8055449498798318	0.912278015213592	0.7690356177701908	0.8402028136358101	0.7599411723294124	0.8661321063522888	0.7950902944107032	0.757830714231024	0.3169320198168264	0.8015984394840143	0.5307881767070585	0.8810733480539541	0.37438560592552095	0.8867505676962708	0.8171311438765112	0.6785315487021479	0.8494514196389251	0.5845783939860937	0.49726699016404224	0.8505171829932123	0.8391385918871462	1.0	0.7467881931508518	0.3784292374756105	0.7480425462597308	0.9052719315239337	0.8529652527231179	0.8054534812795121	0.7058611331931842
XieH_2016__YSZC12003_36389__bin.13	0.45709639666800395	0.8492150723206464	0.859366313035758	0.7268522892635947	0.7819346752158463	0.8095174113172969	0.7176320893343368	0.7538572198390976	0.8283552008432068	0.6409980795206636	0.7957070521235659	0.7834938480566126	0.7111613321337261	0.3628827605525473	0.7566417961823054	0.5061016168584377	0.8425292404254966	0.4165531550223265	0.8484141208643818	0.7921533344886279	0.5377698225989854	0.8199763085491004	0.5680896571861298	0.5514510420202778	0.8179964818907582	0.8253626714840866	0.6899800355609153	1.0	0.39632046604264937	0.7405002741846272	0.8504908023520531	0.8200204629565886	0.7882933846727233	0.6643780756749571
HeQ_2017__RSZAXPI003077-109__bin.4	0.721339416593081	0.8616031721760516	0.888492696005399	0.6891397161661373	0.8086158876192748	0.863313988908912	0.5722309706663379	0.7813941275034805	0.8248402263689937	0.36888154855733396	0.8570255165473685	0.8201120636997032	0.7828591694413066	0.8063318632211228	0.799763992151218	0.40043599007614217	0.8532860570437695	0.8552298394618253	0.8904468858251989	0.8446967483274105	0.23428582407808432	0.8557910385866428	0.531823833110108	0.8407315282629005	0.8336304779959507	0.8651528967401616	0.5895648985558529	0.6682736762385408	1.0	0.7880412549405137	0.8607305515682754	0.8622820549975142	0.7255888387821419	0.649245743572829
LiJ_2014__V1.UC38-4__bin.13	0.5310359827192728	0.9154400307311383	0.92265812263154	0.798769445475137	0.8267995261443749	0.8674523312417968	0.7675147098137756	0.8295509296622444	0.8766072299735331	0.6241925146720544	0.8764123913346649	0.859545003949636	0.8014095845506553	0.4552261311339558	0.8262024237523908	0.5114942210456944	0.9160864721066084	0.5244608079812351	0.9226968889757076	0.8736292698988399	0.5280066698250329	0.8878972983885788	0.5995164779618368	0.6322398035704306	0.8830565399577799	0.8907267380537987	0.7328893160458934	0.7852324394754159	0.4955803850353856	1.0	0.9148816946833218	0.8677554135689253	0.8252619623120651	0.7115627921635598
NielsenHB_2014__V1_CD21_0__bin.16	0.3647108323133415	0.7395767976713329	0.7189325699680117	0.6063768989848082	0.6322610133404647	0.6710638814889481	0.6134119498472583	0.6358802701006964	0.6572554205280643	0.5231301363874803	0.6590177992861771	0.6198089700996677	0.5837118660193575	0.3196854782304599	0.6173603468315111	0.4002107268856135	0.7057923536611707	0.36257399226520476	0.7123870509035928	0.6447513062752641	0.4552073583411333	0.6845769519558129	0.4859009699350977	0.46269819127161266	0.6763484463552863	0.6793084583894757	0.56624975571624	0.5757838937288502	0.34558052107011716	0.5840927558293819	1.0	0.7168404081338778	0.6400356654289623	0.5569187589356428
LiJ_2014__V1.CD48-0__bin.54	0.3764290033274932	0.7376251723038509	0.7273269228871575	0.6413320316899576	0.6534609297721659	0.6727007750313133	0.6157975452294419	0.6499490106500878	0.6731492499274376	0.5472315862434579	0.6768826843434284	0.6406868811565344	0.5854451861936425	0.32049962417259276	0.6352034418917066	0.40640808697554726	0.7124265316115255	0.36601234020529805	0.7205239193983767	0.6586303005019992	0.4650017745042362	0.7005946886008774	0.5143969628926155	0.46136667790689484	0.690553002212771	0.7032198660087674	0.5648095563943571	0.5877008311757426	0.36649926552878354	0.5864836880016633	0.7588644397857801	1.0	0.6425570010572166	0.5722434191072764
LiJ_2014__V1.FI21__bin.4	0.36241208006770165	0.7171014900539847	0.7084690249797045	0.6046716447586118	0.6357004990772849	0.6643527607163802	0.6077243927701624	0.6144852283029147	0.6555989896430517	0.522791172081532	0.6435498585600763	0.6279340439902926	0.572113545286257	0.29100914388829513	0.6070345994856339	0.4114060657306246	0.6928410080313184	0.3345946046824116	0.7014609118335079	0.6324438995643751	0.4405959498152057	0.6658604722607634	0.4657787881028244	0.4377240841217625	0.6612695067583233	0.6786141112612881	0.562540779272609	0.5958848554843591	0.32527988308685724	0.5882924637391964	0.7146423518720961	0.6777265676647016	1.0	0.5407674291239195
HMP_2012__SRS018313__bin.4	0.2759864883717772	0.5312672460304037	0.5306067269241168	0.4652687325070466	0.47848868290020974	0.49170925060094894	0.45504642770278864	0.5464449874007524	0.5143249309541477	0.3931088720679433	0.4948655442368782	0.4678182127957984	0.4327847732444081	0.2541378126817199	0.5196171088029294	0.3383033795120554	0.5316240498093137	0.290029001109919	0.5263735402219097	0.5442202108969603	0.3440304505481074	0.5893558889290824	0.359072384251743	0.3410781770660359	0.5757782087956452	0.5130643888840191	0.42397363355881523	0.431912517639564	0.2503120489796523	0.4362352139402866	0.5347889857513065	0.5190744954436528	0.46506810754485667	1.0
