	FengQ_2015__SID530052__bin.15	LiJ_2014__V1.FI23__bin.28	VincentC_2016__MM058.2__bin.3	GeversD_2014__SKBSTL021__bin.40	ZellerG_2014__CCIS44743950ST-4-0__bin.36	LiJ_2014__V1.CD4-0-PT__bin.9	HeQ_2017__SZAXPI029574-89__bin.31	HeQ_2017__SZAXPI029550-158__bin.18	LiJ_2014__V1.FI24__bin.86	LiJ_2014__V1.CD12-3__bin.28	YuJ_2015__SZAXPI017455-21__bin.57	NielsenHB_2014__V1_CD20_4__bin.1	QinJ_2012__T2D-068__bin.53	YuJ_2015__SZAXPI003437-3__bin.1	QinJ_2012__NLM027__bin.42	QinJ_2012__NOM002__bin.26	LoombaR_2017__SID0011_vkb__bin.5	QinJ_2012__CON-065__bin.27	HeQ_2017__SZAXPI029501-104__bin.40	NielsenHB_2014__V1_CD17_4__bin.53	FengQ_2015__SID530348__bin.24	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	QinJ_2012__DLF012__bin.21	LoombaR_2017__SID5395_kej__bin.17	QinJ_2012__CON-069__bin.17	HeQ_2017__RSZAXPI003094-125__bin.8	FengQ_2015__SID530251__bin.1	XieH_2016__YSZC12003_36389__bin.13	HeQ_2017__RSZAXPI003077-109__bin.4	LiJ_2014__V1.UC38-4__bin.13	NielsenHB_2014__V1_CD21_0__bin.16	LiJ_2014__V1.CD48-0__bin.54	LiJ_2014__V1.FI21__bin.4	HMP_2012__SRS018313__bin.4
YuJ_2015__SZAXPI017455-21__bin.57	0.9900705040305655	0.9789495708762962	0.9766609523396191	0.9767603971394848	0.9778262054811615	0.977918556983346	0.9783251339691741	0.9711519815664699	0.9712606919954938	0.9777501747075135	1.0	0.979629102726357	0.9777973739937824	0.9694893585720398	0.971190471576436	0.9719685584988228	0.9773208413145466	0.9708809094664965	0.9775490940947538	0.9714054012134061	0.977843443718472	0.9717649577223589	0.9795863346204808	0.976525351191558	0.9711102953251278	0.977923018702531	0.9779010900538886	0.976310805666504	0.9768383589283712	0.9766593404573347	0.9780772903788433	0.9774448336463482	0.9769327719376516	0.9710004908616774
NielsenHB_2014__V1_CD20_4__bin.1	0.9803539971633719	0.9867259799192483	0.9862449901359402	0.9868003764862979	0.98505803447356	0.9864255790124471	0.9857881733233644	0.9759690538642927	0.9770520382462462	0.9860866488469624	0.979629102726357	1.0	0.9859876062155568	0.9756669279536919	0.9749974191740088	0.9757598514900678	0.9860608602171665	0.9760698995963943	0.9865926387123664	0.9754160691311526	0.9788052384596301	0.9756011957478639	0.9853672762734774	0.9858605145897972	0.9751347932407186	0.9864170131182729	0.9850587876406354	0.9848148439914436	0.9853047263256642	0.9859694871195628	0.9865763284948996	0.9853527730362285	0.9858342206592331	0.975110726390191
QinJ_2012__T2D-068__bin.53	0.977982937724114	0.9871101431431254	0.9872137866648635	0.9862536933875986	0.9852956673433024	0.9851719289275214	0.9854242901240877	0.9764234647333245	0.977663851357204	0.9847745404134388	0.9777973739937824	0.9859876062155568	1.0	0.9753242669601446	0.9755961389449069	0.9753899968261961	0.9860877372010417	0.9758391976057591	0.9863692490435215	0.9756604125828433	0.9799765157227327	0.9759140251349778	0.9855812563543179	0.985209577449786	0.975168875498753	0.9847940301242796	0.9861210939301145	0.9835727828664512	0.98603506776919	0.9848166266387822	0.9874570968063449	0.9842961636932698	0.9847073967570498	0.9752889986870341
YuJ_2015__SZAXPI003437-3__bin.1	0.9726028083938518	0.9751060933375535	0.9745366803785048	0.972170177639475	0.9733853644801633	0.9761289449111119	0.9736769334298789	0.9981904485324308	0.9725177616497198	0.972482289521899	0.9694893585720398	0.9756669279536919	0.9753242669601446	1.0	0.9974933427801506	0.9975632992181387	0.9755017597734728	0.9988223952081662	0.9769930262174977	0.999037323298158	0.9677490572869292	0.9976295695530559	0.9773233830677885	0.9746211691100275	0.9985849227754865	0.9747835106398879	0.9729358564231942	0.9754487649152188	0.974632594584183	0.9745011319435919	0.9753062835252895	0.9719864104469689	0.9751359990923116	0.998761196295734
QinJ_2012__NLM027__bin.42	0.9744385331702522	0.9759283895404363	0.9752417217764724	0.9743241922442415	0.9740176980733142	0.9753518184616737	0.9746334643520704	0.9980304130002093	0.9736285900236489	0.9737892728203751	0.971190471576436	0.9749974191740088	0.9755961389449069	0.9974933427801506	1.0	0.9969067075160498	0.9757599019159422	0.9981175637809369	0.9765472512007832	0.9980948856279456	0.9730822402722806	0.9976442498543955	0.9747121871370369	0.9754339500262532	0.9982704124703065	0.974438888068628	0.9751116877755334	0.9743899783707197	0.9748797290073814	0.9748630756368476	0.9747169249416356	0.9737021277963452	0.9743940839751071	0.9980991924537941
QinJ_2012__NOM002__bin.26	0.9738736346415989	0.9763940385899158	0.9741754727160538	0.9734609286399523	0.9734970774145314	0.9747289483753693	0.9739646147422446	0.9971607352236336	0.9740235287953914	0.9740752871482103	0.9719685584988228	0.9757598514900678	0.9753899968261961	0.9975632992181387	0.9969067075160498	1.0	0.9754406077425146	0.9976657712711152	0.9753261266173684	0.997294811448358	0.971243019516988	0.9962818632224765	0.9752307359127834	0.974288159722172	0.9976158809536476	0.9738055575674175	0.9747106762730341	0.9732038492496065	0.9759970731063657	0.9754508051498091	0.9752519857683257	0.9729380795932926	0.973770803564107	0.9972820855773538
LoombaR_2017__SID0011_vkb__bin.5	0.9781045551132146	0.9866637988624174	0.9878399565283233	0.9859946713379101	0.984031984169741	0.9845127473181359	0.9848064942215423	0.9760647199440582	0.9763778766055824	0.9837878244267269	0.9773208413145466	0.9860608602171665	0.9860877372010417	0.9755017597734728	0.9757599019159422	0.9754406077425146	1.0	0.9764740440076907	0.9864350553338548	0.9755943499133329	0.9770303399384769	0.9757822064097124	0.9850729802416299	0.9843793014896537	0.9756692531545782	0.9842343786540333	0.9864200691827604	0.9828527764143825	0.9845737998534502	0.9859627332606061	0.9856946119346977	0.9835163732964484	0.9837823725765246	0.9751456691724784
QinJ_2012__CON-065__bin.27	0.9736166233492554	0.9753881578590087	0.9757936053472707	0.9745649623819209	0.9744750538274165	0.9768645179798022	0.9746859494554481	0.9986748481382814	0.9737592323225963	0.9743406103940444	0.9708809094664965	0.9760698995963943	0.9758391976057591	0.9988223952081662	0.9981175637809369	0.9976657712711152	0.9764740440076907	1.0	0.9779143742073733	0.9988694283787374	0.9741643266928272	0.9974039035478622	0.9786348766684974	0.9755614718367431	0.9991053377541509	0.9756223790129287	0.9746789227561652	0.9763814977381085	0.9749671667554389	0.9752302693155037	0.9760952184231266	0.9734571028815001	0.9761245099458862	0.9991613970189154
HeQ_2017__SZAXPI029501-104__bin.40	0.9800831825946087	0.9873558120936502	0.9865089893914014	0.9869785799561619	0.9854689468983916	0.9863329633091844	0.986396799221664	0.9772871031919314	0.9779297960372253	0.9862895772774223	0.9775490940947538	0.9865926387123664	0.9863692490435215	0.9769930262174977	0.9765472512007832	0.9753261266173684	0.9864350553338548	0.9779143742073733	1.0	0.9767229906527402	0.9769550229364024	0.9770677702722047	0.9861808643144242	0.987243112308582	0.9763178945287019	0.9861747197540515	0.9864878882406902	0.9848161802561658	0.9862757773088656	0.9863775873499153	0.9854430719571472	0.9855079855547385	0.9861781213705737	0.9762300008502479
NielsenHB_2014__V1_CD17_4__bin.53	0.9740546416761627	0.975953425413481	0.9752373848738743	0.9741284618790643	0.974178656370522	0.9756000717133155	0.9746420259864849	0.9986470825955589	0.9741536228721637	0.9739565774391478	0.9714054012134061	0.9754160691311526	0.9756604125828433	0.999037323298158	0.9980948856279456	0.997294811448358	0.9755943499133329	0.9988694283787374	0.9767229906527402	1.0	0.9726627387873754	0.997931185352344	0.9751893490404897	0.9757538786578039	0.9989240803625635	0.9749254112598345	0.9754193928142899	0.9744340470215509	0.9752217757221927	0.9756410300739834	0.9749225912042869	0.9737235968929772	0.9749047358281244	0.9987851674733412
FengQ_2015__SID530348__bin.24	0.9795852076422589	0.9770866126909147	0.9771133777141423	0.9769213443438258	0.9761313279122444	0.9774245494914029	0.9783094022600761	0.9733155031195735	0.9675080477272836	0.9754032164015487	0.977843443718472	0.9788052384596301	0.9799765157227327	0.9677490572869292	0.9730822402722806	0.971243019516988	0.9770303399384769	0.9741643266928272	0.9769550229364024	0.9726627387873754	1.0	0.973130641719384	0.9781868567639503	0.9794658658765419	0.9727730642310003	0.9768002168471474	0.9777248155536269	0.9749857637892599	0.9774132151485226	0.9755596620001945	0.9770592255961678	0.9769020247773623	0.9751696532646493	0.9728229273579421
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	0.9744047447923064	0.9762044050864997	0.975098095458229	0.9742055110506823	0.9744592772047254	0.9755727454018608	0.9749236273433066	0.9973465105572791	0.9744850851669692	0.9738993513873196	0.9717649577223589	0.9756011957478639	0.9759140251349778	0.9976295695530559	0.9976442498543955	0.9962818632224765	0.9757822064097124	0.9974039035478622	0.9770677702722047	0.997931185352344	0.973130641719384	1.0	0.9754661265512103	0.9753225918055368	0.9972775427516728	0.975104254412215	0.9756529135199619	0.9743664273211697	0.9749770341391497	0.9758566881039513	0.9743127562432741	0.9737739091242007	0.9748420079609122	0.9968404348919054
QinJ_2012__DLF012__bin.21	0.9811407884609903	0.9862908597133032	0.9854525316286981	0.9853850954428903	0.9830578490391206	0.9859908450288177	0.9849991587414773	0.9757952671422043	0.9763140658560593	0.985190142736155	0.9795863346204808	0.9853672762734774	0.9855812563543179	0.9773233830677885	0.9747121871370369	0.9752307359127834	0.9850729802416299	0.9786348766684974	0.9861808643144242	0.9751893490404897	0.9781868567639503	0.9754661265512103	1.0	0.987181935577745	0.9754160365772668	0.9839486494698515	0.9859221538621118	0.9835625505626241	0.9882042489391201	0.9847034964036631	0.9859476458354282	0.984468177292978	0.98487077165614	0.9743765848626811
LoombaR_2017__SID5395_kej__bin.17	0.9776118560338743	0.9847871393680571	0.9844695400201411	0.9858011625773597	0.9832107265239398	0.9884129260907031	0.9827961226856238	0.9764990766465173	0.9745924912000495	0.9846718575928989	0.976525351191558	0.9858605145897972	0.985209577449786	0.9746211691100275	0.9754339500262532	0.974288159722172	0.9843793014896537	0.9755614718367431	0.987243112308582	0.9757538786578039	0.9794658658765419	0.9753225918055368	0.987181935577745	1.0	0.974969396372079	0.985551707006848	0.9833252901488385	0.9862857310129824	0.9858117804120679	0.9865566909169672	0.9854409499853076	0.982665959626429	0.984511117542834	0.9745685945716532
QinJ_2012__CON-069__bin.17	0.9737573017584159	0.9758900474077705	0.9749008288830756	0.9737640021273912	0.9738550432550226	0.9750842205306794	0.9745279542763278	0.9984329515005548	0.9737197091906158	0.9734245234378216	0.9711102953251278	0.9751347932407186	0.975168875498753	0.9985849227754865	0.9982704124703065	0.9976158809536476	0.9756692531545782	0.9991053377541509	0.9763178945287019	0.9989240803625635	0.9727730642310003	0.9972775427516728	0.9754160365772668	0.974969396372079	1.0	0.9747786465252026	0.9750067366472401	0.9736560603308025	0.9744683793384596	0.9750698269477571	0.974686961199727	0.9732604853281536	0.9742526958957907	0.999077970462891
HeQ_2017__RSZAXPI003094-125__bin.8	0.9786260803833634	0.9844886338457799	0.9842835864691059	0.9850633709042023	0.9832593273107743	0.984091927695363	0.9848780826400388	0.9754159854004697	0.975158208895632	0.9843150689358732	0.977923018702531	0.9864170131182729	0.9847940301242796	0.9747835106398879	0.974438888068628	0.9738055575674175	0.9842343786540333	0.9756223790129287	0.9861747197540515	0.9749254112598345	0.9768002168471474	0.975104254412215	0.9839486494698515	0.985551707006848	0.9747786465252026	1.0	0.9844076760137735	0.9835166036207674	0.9843486275206538	0.9849509443176462	0.9856786697965053	0.9834050836689398	0.9841119157458732	0.9746857450526841
FengQ_2015__SID530251__bin.1	0.9788075426766137	0.987585001038312	0.9850208806422283	0.9849835975483566	0.9835023107974216	0.9842645710760782	0.9850927779536465	0.976053097735408	0.977951798533871	0.9864990874746342	0.9779010900538886	0.9850587876406354	0.9861210939301145	0.9729358564231942	0.9751116877755334	0.9747106762730341	0.9864200691827604	0.9746789227561652	0.9864878882406902	0.9754193928142899	0.9777248155536269	0.9756529135199619	0.9859221538621118	0.9833252901488385	0.9750067366472401	0.9844076760137735	1.0	0.9838804569291121	0.9827709822495492	0.9843107271513243	0.9877787112301893	0.984467645446385	0.9852063663408469	0.9741995978515195
XieH_2016__YSZC12003_36389__bin.13	0.9761071589196443	0.9847281896173382	0.9838865083346409	0.9840972376903174	0.9827504969804717	0.987779773166878	0.9818439718188909	0.9747280527620468	0.9761755331374279	0.9844759532449102	0.976310805666504	0.9848148439914436	0.9835727828664512	0.9754487649152188	0.9743899783707197	0.9732038492496065	0.9828527764143825	0.9763814977381085	0.9848161802561658	0.9744340470215509	0.9749857637892599	0.9743664273211697	0.9835625505626241	0.9862857310129824	0.9736560603308025	0.9835166036207674	0.9838804569291121	1.0	0.9839125101228156	0.985475179123856	0.9849397825764148	0.9816931107873949	0.9850530524188132	0.9734989920269727
HeQ_2017__RSZAXPI003077-109__bin.4	0.9773582099656727	0.9852616242875647	0.9846291220425544	0.9861386690705984	0.9853373740533894	0.9856858699432016	0.9853745208315845	0.97652881825484	0.975584213402283	0.9872149904291475	0.9768383589283712	0.9853047263256642	0.98603506776919	0.974632594584183	0.9748797290073814	0.9759970731063657	0.9845737998534502	0.9749671667554389	0.9862757773088656	0.9752217757221927	0.9774132151485226	0.9749770341391497	0.9882042489391201	0.9858117804120679	0.9744683793384596	0.9843486275206538	0.9827709822495492	0.9839125101228156	1.0	0.9843074269239326	0.9855461759683318	0.9892199880046718	0.9861597345811345	0.974200350193593
LiJ_2014__V1.UC38-4__bin.13	0.9781583750088881	0.9856519905120219	0.9847482154140643	0.9856494825607304	0.9846751810638896	0.9858901847665534	0.9835209707159739	0.9755562744013939	0.9773560177099408	0.985531630704109	0.9766593404573347	0.9859694871195628	0.9848166266387822	0.9745011319435919	0.9748630756368476	0.9754508051498091	0.9859627332606061	0.9752302693155037	0.9863775873499153	0.9756410300739834	0.9755596620001945	0.9758566881039513	0.9847034964036631	0.9865566909169672	0.9750698269477571	0.9849509443176462	0.9843107271513243	0.985475179123856	0.9843074269239326	1.0	0.9862667236043302	0.9841812452751152	0.9856581079366319	0.9744613499293875
NielsenHB_2014__V1_CD21_0__bin.16	0.9779600146298687	0.9856727123538196	0.9855894651801295	0.9855766249090256	0.9841086906789355	0.9860147497019549	0.9841836756081509	0.9750286861007628	0.9772321256096529	0.9849968879202767	0.9780772903788433	0.9865763284948996	0.9874570968063449	0.9753062835252895	0.9747169249416356	0.9752519857683257	0.9856946119346977	0.9760952184231266	0.9854430719571472	0.9749225912042869	0.9770592255961678	0.9743127562432741	0.9859476458354282	0.9854409499853076	0.974686961199727	0.9856786697965053	0.9877787112301893	0.9849397825764148	0.9855461759683318	0.9862667236043302	1.0	0.9843188107908392	0.9849314848350624	0.9741067151473177
LiJ_2014__V1.CD48-0__bin.54	0.9781156103222727	0.982573327693126	0.9833647094929413	0.9861856409614289	0.9846596296753372	0.9844028678287841	0.9834859891166446	0.9738558464417083	0.975132488560793	0.9848516786456673	0.9774448336463482	0.9853527730362285	0.9842961636932698	0.9719864104469689	0.9737021277963452	0.9729380795932926	0.9835163732964484	0.9734571028815001	0.9855079855547385	0.9737235968929772	0.9769020247773623	0.9737739091242007	0.984468177292978	0.982665959626429	0.9732604853281536	0.9834050836689398	0.984467645446385	0.9816931107873949	0.9892199880046718	0.9841812452751152	0.9843188107908392	1.0	0.9843982507739446	0.9726003530873139
LiJ_2014__V1.FI21__bin.4	0.9789969142526669	0.9851948610923432	0.9841487266955989	0.98455741912202	0.9840290547113131	0.9861445594382626	0.9832111675942287	0.9747261655703945	0.976609480474051	0.9858108363224467	0.9769327719376516	0.9858342206592331	0.9847073967570498	0.9751359990923116	0.9743940839751071	0.973770803564107	0.9837823725765246	0.9761245099458862	0.9861781213705737	0.9749047358281244	0.9751696532646493	0.9748420079609122	0.98487077165614	0.984511117542834	0.9742526958957907	0.9841119157458732	0.9852063663408469	0.9850530524188132	0.9861597345811345	0.9856581079366319	0.9849314848350624	0.9843982507739446	1.0	0.9739540989525227
HMP_2012__SRS018313__bin.4	0.9735797316369964	0.975164997327508	0.9746821010994124	0.9730020903362251	0.9732261502060321	0.9745668288475698	0.9741408430068901	0.9981236027279495	0.9730404615119642	0.9727282149205732	0.9710004908616774	0.975110726390191	0.9752889986870341	0.998761196295734	0.9980991924537941	0.9972820855773538	0.9751456691724784	0.9991613970189154	0.9762300008502479	0.9987851674733412	0.9728229273579421	0.9968404348919054	0.9743765848626811	0.9745685945716532	0.999077970462891	0.9746857450526841	0.9741995978515195	0.9734989920269727	0.974200350193593	0.9744613499293875	0.9741067151473177	0.9726003530873139	0.9739540989525227	1.0
