	FengQ_2015__SID530052__bin.15	LiJ_2014__V1.FI23__bin.28	VincentC_2016__MM058.2__bin.3	GeversD_2014__SKBSTL021__bin.40	ZellerG_2014__CCIS44743950ST-4-0__bin.36	LiJ_2014__V1.CD4-0-PT__bin.9	HeQ_2017__SZAXPI029574-89__bin.31	HeQ_2017__SZAXPI029550-158__bin.18	LiJ_2014__V1.FI24__bin.86	LiJ_2014__V1.CD12-3__bin.28	YuJ_2015__SZAXPI017455-21__bin.57	NielsenHB_2014__V1_CD20_4__bin.1	QinJ_2012__T2D-068__bin.53	YuJ_2015__SZAXPI003437-3__bin.1	QinJ_2012__NLM027__bin.42	QinJ_2012__NOM002__bin.26	LoombaR_2017__SID0011_vkb__bin.5	QinJ_2012__CON-065__bin.27	HeQ_2017__SZAXPI029501-104__bin.40	NielsenHB_2014__V1_CD17_4__bin.53	FengQ_2015__SID530348__bin.24	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	QinJ_2012__DLF012__bin.21	LoombaR_2017__SID5395_kej__bin.17	QinJ_2012__CON-069__bin.17	HeQ_2017__RSZAXPI003094-125__bin.8	FengQ_2015__SID530251__bin.1	XieH_2016__YSZC12003_36389__bin.13	HeQ_2017__RSZAXPI003077-109__bin.4	LiJ_2014__V1.UC38-4__bin.13	NielsenHB_2014__V1_CD21_0__bin.16	LiJ_2014__V1.CD48-0__bin.54	LiJ_2014__V1.FI21__bin.4	HMP_2012__SRS018313__bin.4
NielsenHB_2014__V1_CD20_4__bin.1	1083681.0	1959090.0	1975353.0	1725428.0	1791866.0	1850392.0	1625055.0	1736178.0	1868837.0	1401819.0	1859221.0	2133287.0	1650182.0	928736.0	1733941.0	1137163.0	1933907.0	1044584.0	1943410.0	1843684.0	1144764.0	1889027.0	1296136.0	1312424.0	1878247.0	1919460.0	1547264.0	1650230.0	1024411.0	1707279.0	1928310.0	1882882.0	1749639.0	1515673.0
QinJ_2012__T2D-068__bin.53	1055545.0	1806304.0	1833772.0	1535176.0	1660667.0	1760175.0	1516427.0	1579579.0	1731722.0	1255857.0	1765647.0	1650182.0	1954015.0	890470.0	1597698.0	1036611.0	1793310.0	989040.0	1810025.0	1714080.0	1099459.0	1752140.0	1248167.0	1201656.0	1727308.0	1724257.0	1474756.0	1497880.0	977878.0	1591807.0	1816007.0	1720535.0	1594104.0	1402169.0
YuJ_2015__SZAXPI003437-3__bin.1	797965.0	976263.0	1031955.0	736548.0	909199.0	1004522.0	625611.0	998590.0	967534.0	396799.0	965237.0	928736.0	890470.0	1132176.0	1004924.0	481799.0	1002970.0	1100539.0	1029427.0	1085515.0	226474.0	1085035.0	592681.0	977547.0	1074853.0	1003629.0	616757.0	764320.0	1007198.0	904197.0	994585.0	941900.0	810851.0	823375.0
QinJ_2012__NLM027__bin.42	1066136.0	1907766.0	1957002.0	1688165.0	1766972.0	1819120.0	1630810.0	1924769.0	1862244.0	1392407.0	1857684.0	1733941.0	1597698.0	1004924.0	2172014.0	1182882.0	1943639.0	1090608.0	1961220.0	1994106.0	1224619.0	2070678.0	1329336.0	1295080.0	2037480.0	1869324.0	1559929.0	1593673.0	998994.0	1641052.0	1920692.0	1866767.0	1691406.0	1683495.0
QinJ_2012__NOM002__bin.26	564870.0	1243330.0	1238164.0	1098682.0	1177040.0	1131611.0	1116058.0	1205946.0	1221567.0	983116.0	1171827.0	1137163.0	1036611.0	481799.0	1182882.0	1669830.0	1254347.0	548361.0	1225061.0	1238361.0	881386.0	1314368.0	868092.0	690499.0	1315790.0	1201209.0	1032926.0	1065974.0	500189.0	1015960.0	1245110.0	1194372.0	1146318.0	1096061.0
LoombaR_2017__SID0011_vkb__bin.5	1157227.0	2194478.0	2245140.0	1904418.0	1952716.0	2023406.0	1843485.0	1974909.0	2068019.0	1569191.0	2024546.0	1933907.0	1793310.0	1002970.0	1943639.0	1254347.0	3018447.0	1123440.0	2165582.0	2023261.0	1344861.0	2125462.0	1441212.0	1405763.0	2109553.0	2120944.0	1714589.0	1774573.0	1065849.0	1819585.0	2195816.0	2093714.0	1930492.0	1722396.0
QinJ_2012__CON-065__bin.27	911104.0	1104834.0	1152588.0	855041.0	1018533.0	1129434.0	742078.0	1168168.0	1080037.0	509638.0	1101305.0	1044584.0	989040.0	1100539.0	1090608.0	548361.0	1123440.0	1357090.0	1153601.0	1223275.0	338679.0	1222990.0	670064.0	1067863.0	1174745.0	1126484.0	728563.0	877363.0	1068277.0	1041715.0	1128017.0	1075655.0	932295.0	939658.0
HeQ_2017__SZAXPI029501-104__bin.40	1191355.0	2178234.0	2238750.0	1899716.0	1945007.0	2053920.0	1866546.0	1980901.0	2060425.0	1563555.0	2063792.0	1943410.0	1810025.0	1029427.0	1961220.0	1225061.0	2165582.0	1153601.0	2514637.0	2040812.0	1363117.0	2130713.0	1499732.0	1430051.0	2113959.0	2144188.0	1725637.0	1786968.0	1112267.0	1832715.0	2216333.0	2117511.0	1954510.0	1705385.0
NielsenHB_2014__V1_CD17_4__bin.53	1144328.0	2000576.0	2053943.0	1757066.0	1839912.0	1896440.0	1659478.0	2056297.0	1970605.0	1423776.0	1947081.0	1843684.0	1714080.0	1085515.0	1994106.0	1238361.0	2023261.0	1223275.0	2040812.0	2351736.0	1232896.0	2230746.0	1316088.0	1344215.0	2154436.0	1957400.0	1590156.0	1668469.0	1055120.0	1735254.0	2005909.0	1935615.0	1762205.0	1763206.0
FengQ_2015__SID530348__bin.24	507965.0	1381114.0	1354940.0	1318621.0	1204801.0	1239488.0	1421722.0	1167307.0	1255634.0	1371968.0	1316089.0	1144764.0	1099459.0	226474.0	1224619.0	881386.0	1344861.0	338679.0	1363117.0	1232896.0	1532411.0	1318193.0	1076782.0	600074.0	1336691.0	1258029.0	1320438.0	1132675.0	292649.0	1048758.0	1416212.0	1366570.0	1227651.0	1114616.0
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	1147869.0	2116190.0	2154534.0	1829887.0	1921872.0	1996786.0	1767321.0	2161305.0	2061069.0	1517855.0	2008745.0	1889027.0	1752140.0	1085035.0	2070678.0	1314368.0	2125462.0	1222990.0	2130713.0	2230746.0	1318193.0	2685577.0	1408094.0	1401849.0	2265233.0	2066819.0	1653052.0	1727071.0	1068978.0	1763594.0	2129812.0	2058942.0	1855315.0	1909440.0
QinJ_2012__DLF012__bin.21	701620.0	1511911.0	1500536.0	1179344.0	1314473.0	1337197.0	1248130.0	1258225.0	1366465.0	1210275.0	1390931.0	1296136.0	1248167.0	592681.0	1329336.0	868092.0	1441212.0	670064.0	1499732.0	1316088.0	1076782.0	1408094.0	1733608.0	879696.0	1407869.0	1392157.0	1137603.0	1196536.0	664307.0	1190795.0	1511704.0	1511735.0	1297819.0	1163350.0
LoombaR_2017__SID5395_kej__bin.17	1062750.0	1406836.0	1457716.0	1117345.0	1272360.0	1480788.0	1055576.0	1283907.0	1357394.0	833891.0	1287474.0	1312424.0	1201656.0	977547.0	1295080.0	690499.0	1405763.0	1067863.0	1430051.0	1344215.0	600074.0	1401849.0	879696.0	1702639.0	1374837.0	1437194.0	967693.0	1161491.0	1050167.0	1255792.0	1439517.0	1355887.0	1219649.0	1105051.0
QinJ_2012__CON-069__bin.17	1134487.0	2105562.0	2123098.0	1823830.0	1917234.0	1970719.0	1777635.0	2125014.0	2043813.0	1530283.0	1991263.0	1878247.0	1727308.0	1074853.0	2037480.0	1315790.0	2109553.0	1174745.0	2113959.0	2154436.0	1336691.0	2265233.0	1407869.0	1374837.0	2484873.0	2051357.0	1655126.0	1722901.0	1041297.0	1753979.0	2104212.0	2029431.0	1842523.0	1865450.0
HeQ_2017__RSZAXPI003094-125__bin.8	1161509.0	2188911.0	2150427.0	1878938.0	1900521.0	1976858.0	1815246.0	1916774.0	2003680.0	1547090.0	1971284.0	1919460.0	1724257.0	1003629.0	1869324.0	1201209.0	2120944.0	1126484.0	2144188.0	1957400.0	1258029.0	2066819.0	1392157.0	1437194.0	2051357.0	2664452.0	1632983.0	1738416.0	1080672.0	1769214.0	2113421.0	2066657.0	1890851.0	1662265.0
FengQ_2015__SID530251__bin.1	920469.0	1743214.0	1750904.0	1725047.0	1552278.0	1567609.0	1775314.0	1496561.0	1635054.0	1478863.0	1685513.0	1547264.0	1474756.0	616757.0	1559929.0	1032926.0	1714589.0	728563.0	1725637.0	1590156.0	1320438.0	1653052.0	1137603.0	967693.0	1655126.0	1632983.0	1946023.0	1453267.0	736432.0	1455708.0	1761680.0	1659890.0	1567431.0	1373622.0
XieH_2016__YSZC12003_36389__bin.13	962757.0	1788655.0	1810036.0	1530929.0	1646946.0	1705042.0	1511509.0	1587808.0	1744719.0	1350099.0	1675954.0	1650230.0	1497880.0	764320.0	1593673.0	1065974.0	1774573.0	877363.0	1786968.0	1668469.0	1132675.0	1727071.0	1196536.0	1161491.0	1722901.0	1738416.0	1453267.0	2106245.0	834748.0	1559675.0	1791342.0	1727164.0	1660339.0	1399343.0
HeQ_2017__RSZAXPI003077-109__bin.4	901033.0	1076238.0	1109826.0	860812.0	1010051.0	1078375.0	714780.0	976048.0	1030317.0	460774.0	1070520.0	1024411.0	977878.0	1007198.0	998994.0	500189.0	1065849.0	1068277.0	1112267.0	1055120.0	292649.0	1068978.0	664307.0	1050167.0	1041297.0	1080672.0	736432.0	834748.0	1249111.0	984351.0	1075148.0	1077086.0	906341.0	810980.0
LiJ_2014__V1.UC38-4__bin.13	1054775.0	1818301.0	1832638.0	1586563.0	1642238.0	1722985.0	1524483.0	1647703.0	1741169.0	1239808.0	1740782.0	1707279.0	1591807.0	904197.0	1641052.0	1015960.0	1819585.0	1041715.0	1832715.0	1735254.0	1048758.0	1763594.0	1190795.0	1255792.0	1753979.0	1769214.0	1455708.0	1559675.0	984351.0	1986259.0	1817192.0	1723587.0	1639184.0	1413348.0
NielsenHB_2014__V1_CD21_0__bin.16	1134665.0	2300924.0	2236697.0	1886521.0	1967050.0	2087771.0	1908408.0	1978310.0	2044811.0	1627529.0	2050294.0	1928310.0	1816007.0	994585.0	1920692.0	1245110.0	2195816.0	1128017.0	2216333.0	2005909.0	1416212.0	2129812.0	1511704.0	1439517.0	2104212.0	2113421.0	1761680.0	1791342.0	1075148.0	1817192.0	3111136.0	2230188.0	1991238.0	1732650.0
LiJ_2014__V1.CD48-0__bin.54	1106268.0	2167769.0	2137504.0	1884778.0	1920423.0	1976966.0	1809736.0	1910102.0	1978284.0	1608231.0	1989256.0	1882882.0	1720535.0	941900.0	1866767.0	1194372.0	2093714.0	1075655.0	2117511.0	1935615.0	1366570.0	2058942.0	1511735.0	1355887.0	2029431.0	2066657.0	1659890.0	1727164.0	1077086.0	1723587.0	2230188.0	2938849.0	1888378.0	1681737.0
LiJ_2014__V1.FI21__bin.4	1009804.0	1998090.0	1974037.0	1684822.0	1771279.0	1851114.0	1693328.0	1712166.0	1826723.0	1456675.0	1793150.0	1749639.0	1594104.0	810851.0	1691406.0	1146318.0	1930492.0	932295.0	1954510.0	1762205.0	1227651.0	1855315.0	1297819.0	1219649.0	1842523.0	1890851.0	1567431.0	1660339.0	906341.0	1639184.0	1991238.0	1888378.0	2786342.0	1506763.0
HMP_2012__SRS018313__bin.4	894162.0	1721240.0	1719100.0	1507413.0	1550244.0	1593077.0	1474294.0	1770414.0	1666349.0	1273624.0	1603303.0	1515673.0	1402169.0	823375.0	1683495.0	1096061.0	1722396.0	939658.0	1705385.0	1763206.0	1114616.0	1909440.0	1163350.0	1105051.0	1865450.0	1662265.0	1373622.0	1399343.0	810980.0	1413348.0	1732650.0	1681737.0	1506763.0	3239876.0
