	FengQ_2015__SID530052__bin.15	LiJ_2014__V1.FI23__bin.28	VincentC_2016__MM058.2__bin.3	GeversD_2014__SKBSTL021__bin.40	ZellerG_2014__CCIS44743950ST-4-0__bin.36	LiJ_2014__V1.CD4-0-PT__bin.9	HeQ_2017__SZAXPI029574-89__bin.31	HeQ_2017__SZAXPI029550-158__bin.18	LiJ_2014__V1.FI24__bin.86	LiJ_2014__V1.CD12-3__bin.28	YuJ_2015__SZAXPI017455-21__bin.57	NielsenHB_2014__V1_CD20_4__bin.1	QinJ_2012__T2D-068__bin.53	YuJ_2015__SZAXPI003437-3__bin.1	QinJ_2012__NLM027__bin.42	QinJ_2012__NOM002__bin.26	LoombaR_2017__SID0011_vkb__bin.5	QinJ_2012__CON-065__bin.27	HeQ_2017__SZAXPI029501-104__bin.40	NielsenHB_2014__V1_CD17_4__bin.53	FengQ_2015__SID530348__bin.24	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	QinJ_2012__DLF012__bin.21	LoombaR_2017__SID5395_kej__bin.17	QinJ_2012__CON-069__bin.17	HeQ_2017__RSZAXPI003094-125__bin.8	FengQ_2015__SID530251__bin.1	XieH_2016__YSZC12003_36389__bin.13	HeQ_2017__RSZAXPI003077-109__bin.4	LiJ_2014__V1.UC38-4__bin.13	NielsenHB_2014__V1_CD21_0__bin.16	LiJ_2014__V1.CD48-0__bin.54	LiJ_2014__V1.FI21__bin.4	HMP_2012__SRS018313__bin.4
HeQ_2017__SZAXPI029501-104__bin.40	0.4643322276734177	0.8552693688989703	0.8782766657772075	0.7456261082613516	0.7622348672989381	0.8056228393998816	0.7321752602860772	0.7698562456529511	0.801289013086183	0.6132567046456407	0.802285976067321	0.7624774470430522	0.709984383431883	0.3999555403026362	0.7616304062972111	0.47515168193262086	0.8495086964838264	0.44862260437589996	1.0	0.7926822042306703	0.5295810091078752	0.8278932505964082	0.588159245250905	0.5614361038988926	0.8207530550135069	0.8408943318657922	0.6769645081974058	0.6998365966936779	0.4362466630372495	0.7188906390862777	0.8685428552908432	0.8298708720185061	0.7665102358710224	0.6620629538179864
NielsenHB_2014__V1_CD17_4__bin.53	0.4739639143169131	0.8302245660227168	0.8517461143597752	0.7278061823265877	0.7621616541992808	0.7867239349995068	0.6877459884953072	0.8731911234934533	0.8162786979490895	0.589647817612181	0.8042590664938581	0.7646942513955648	0.7111172342473815	0.46113594383042994	0.8463139570087799	0.5251486561416757	0.8393297547003574	0.5195702238686655	0.8475900356162426	1.0	0.509917779886858	0.9465905186636595	0.5457394027220742	0.5577254419713777	0.915118873887205	0.8114512003047961	0.659542142485381	0.6913246214711175	0.4375389074283848	0.7198873513013365	0.8315584742505111	0.8014309429289682	0.7305165205618318	0.7488357536730313
FengQ_2015__SID530348__bin.24	0.32471380067096883	0.8806175366791285	0.8639522947825354	0.8406289174379458	0.767446853357226	0.7905881646633964	0.907644228604467	0.7414185880941861	0.7927612109283997	0.8732787744280092	0.8398066837160527	0.731201355249995	0.7031038017868575	0.14302298795819138	0.7776340681449038	0.5586229803884206	0.857452732980904	0.21530059494482875	0.869025346333327	0.7825524614480058	1.0	0.8370952701331431	0.6873443221172388	0.3835472337382073	0.8485301919654714	0.8019017091367786	0.8424795958786513	0.7206565340499383	0.18665945363221748	0.6676576975759114	0.902971200285041	0.8711794681713979	0.7812316669614092	0.7075934589349724
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.19	0.4164799594277133	0.7692328315293138	0.7822832858637082	0.6637999953082707	0.6973495826036639	0.7253599505804526	0.6415764656906132	0.8026468799814714	0.7478768994521475	0.5504359026011916	0.7268560908884757	0.6862350250988893	0.6367115893530515	0.4030653375419882	0.7692201713076928	0.4875976373047579	0.7722690505615739	0.45420965401476104	0.7751969129911375	0.828920935798899	0.4776530332215386	1.0	0.5114535907925931	0.5091103327143478	0.8411845945955004	0.7504398496114615	0.6005431979794287	0.6266064983428142	0.3880838270509466	0.6408362150852498	0.7726842313588477	0.7465598640441141	0.6734638403590736	0.7087516016111249
QinJ_2012__DLF012__bin.21	0.3970840005352998	0.8601621589194327	0.8529650301567597	0.6703406998583302	0.745383616134674	0.7605317926543947	0.7091608945044092	0.7082166210585092	0.7695505558349984	0.6877858200931237	0.7859544949031154	0.7367121056201863	0.7096010170696028	0.33412455410911807	0.7474123331225976	0.4883399245965639	0.8189273468973377	0.37825621478442645	0.8531380796581465	0.740325956040812	0.6075733383786877	0.7923059884356787	1.0	0.500932159980803	0.7921387072510049	0.7901503684800717	0.6469674805376995	0.6788547353265559	0.37867326408276847	0.6763812811200687	0.8597451096210909	0.8584726189542273	0.7372970129348734	0.653862349504617
LoombaR_2017__SID5395_kej__bin.17	0.610203924613497	0.8136980299405805	0.8428545334624662	0.6469251555966943	0.7347405997395807	0.859624383090015	0.6092988590065187	0.7363475170015488	0.77697386233958	0.4822566615706559	0.7384131339643929	0.7599185734615499	0.695322378965829	0.5595654745368808	0.7419452978582072	0.3951189888167721	0.8127406925367033	0.6118537164953933	0.8291881015294492	0.7703470906046437	0.3452005974255259	0.8030210749313272	0.5100435265490806	1.0	0.7872625964752363	0.831902123703263	0.5588718454117403	0.6728155527977452	0.6080367006746586	0.7276410325383126	0.8331531228874706	0.7825405150475232	0.7052334640519805	0.6325169340065627
QinJ_2012__CON-069__bin.17	0.44457604070711054	0.8269223417051897	0.8329640991712655	0.7147166072471309	0.7513897088503115	0.7733260412101544	0.697160378015295	0.8538400151637527	0.8008864034499953	0.5994732930012923	0.7782031516298821	0.7370775085889701	0.6778684463954496	0.43194642140664735	0.8185351927442569	0.528257580970939	0.8283022915054411	0.47233560829869375	0.8305840982617623	0.8660877235979464	0.5232850934434073	0.9091273477558008	0.5526471574201177	0.5394336048562642	1.0	0.8047167802942041	0.6494331903481586	0.6750900347824617	0.40835527610465405	0.6882653560161828	0.8253733691822479	0.7948756334830794	0.7224043240841684	0.7500302832378154
HeQ_2017__RSZAXPI003094-125__bin.8	0.4266104249579276	0.8087809425728066	0.7943959958745738	0.6946542853840114	0.7013468435535712	0.7301351272231589	0.6709807495124701	0.7017022637300278	0.7333234000837696	0.5715336587035533	0.7235123770291226	0.7106106621549196	0.6372935222702454	0.3671753140983587	0.6836460180179639	0.43901860495141215	0.7834654180296736	0.4124761864728657	0.7936130956759588	0.716214441093328	0.46119915089481817	0.7563896816305942	0.5141060901078346	0.5316023707689236	0.7504803989713458	1.0	0.6033214334504806	0.6416933012867186	0.3992408195005952	0.6540140336549505	0.7818320615270983	0.7627688545336903	0.6983833823990825	0.6080747560849286
FengQ_2015__SID530251__bin.1	0.46297602854642517	0.8846616920766096	0.8862572538967936	0.8731361345677826	0.7845071718062941	0.7928693545759736	0.8986784842727963	0.7506195969934579	0.8216778527283594	0.7496812730373691	0.8469915309325737	0.7832106814770432	0.7473128529313373	0.30835452612841674	0.7816480072434909	0.5173649026758677	0.8691084329424678	0.36490575907890094	0.8747686949229274	0.7970455642096728	0.6634171333021244	0.828769752464385	0.5763487893000236	0.48897520738449646	0.8292599830526155	0.826054471093096	1.0	0.734750308706526	0.37190927342585367	0.7363063026490437	0.8942083418335754	0.8397166939959085	0.7935378975479734	0.687649632095818
XieH_2016__YSZC12003_36389__bin.13	0.4461750651040121	0.8362460207620671	0.8455189211131658	0.7152933300731871	0.7684466906746367	0.7996249249256379	0.7046027408967144	0.7348057799543738	0.8086200798102785	0.631047195364262	0.7768573931332774	0.7715963717421287	0.6994789305137816	0.35397354059000735	0.737264183416459	0.49254004163808107	0.8280822031625001	0.4067147933882336	0.8355319537850535	0.7719011795873699	0.5243179212294866	0.7989573862489882	0.5587517121702366	0.5438882940968406	0.7964472319222123	0.811757891413392	0.6788578726596383	1.0	0.3899446645570672	0.72974464034336	0.8376822259518717	0.8050084391891731	0.7765108047734238	0.6467713869943905
HeQ_2017__RSZAXPI003077-109__bin.4	0.7050070009790963	0.848904540909495	0.8748357832090182	0.6795873225037646	0.7967594553246269	0.8509564001918164	0.5638618185253351	0.7630538839222455	0.8047011034247558	0.36416539442851753	0.8371753991438711	0.8080602924800118	0.7719265941937906	0.7858773159471015	0.7796737039382409	0.39082435428076445	0.840123095545552	0.8338210135048046	0.8782261944695068	0.8237666628506194	0.22899406057588156	0.8343766086440677	0.5255505715664982	0.8288030447254088	0.8123465408598595	0.851612066501696	0.5794072744535914	0.6575228302368644	1.0	0.7756748599604038	0.8482897036372269	0.8529866441012848	0.7155464966684306	0.6324954307503498
LiJ_2014__V1.UC38-4__bin.13	0.5194372939279318	0.902305288484533	0.9085859396986999	0.7873066906178903	0.8141289731097505	0.8552127391241525	0.7548668124348336	0.809273614367512	0.8567573513826746	0.6151614668580483	0.8559563480895493	0.8474851467004051	0.7892414836131643	0.44361838008034193	0.8054342359178738	0.498937449748497	0.9032271219412976	0.5114700550129666	0.9101275312031311	0.8523485607868863	0.5151020083483574	0.8664605169819243	0.5903459720006303	0.6237404084764374	0.8610417876017176	0.8773221417750656	0.72139081559857	0.7738270789458979	0.4878034536281522	1.0	0.902317371500897	0.8540286035204875	0.813426144324582	0.6933904390112267
NielsenHB_2014__V1_CD21_0__bin.16	0.35667261090482705	0.7289806681546547	0.7085723671353487	0.5976308975242485	0.6222135580058217	0.6616788851403476	0.6037100274626375	0.6200015042736802	0.6422911116711065	0.515281556318978	0.6445703434372525	0.6114888580891352	0.576390424590889	0.3117912556699547	0.6017515788445121	0.3903063061209796	0.6956957201485245	0.35390674017465007	0.7020168838649291	0.6285826141962293	0.44476454902646495	0.6669920569206875	0.4790729174166607	0.45596174516318155	0.6592280118901906	0.6695798576468531	0.5593294539357971	0.5671124631002953	0.3405855610297975	0.5760712485728685	1.0	0.7055994980611584	0.6303912782983451	0.5424983028707199
LiJ_2014__V1.CD48-0__bin.54	0.36819108433267583	0.7247708201408103	0.7152276282313246	0.6324724407412562	0.6434365971167624	0.6622085721314706	0.6056282578655794	0.6329566439105921	0.6564097032545735	0.5389419463198007	0.6616154827961559	0.6313025949955237	0.5762514508230944	0.311521279249121	0.6184989429535169	0.3954099036731728	0.700683158610735	0.35629731231512746	0.710082076350299	0.6413238652275091	0.4542611750382548	0.6822208286305285	0.5064074404639368	0.45336932928503637	0.672087950078415	0.6915499911700125	0.55603673410917	0.5769418571692523	0.3625483990501043	0.5772062463910191	0.7469645429213955	1.0	0.6325319878632757	0.5565641514756288
LiJ_2014__V1.FI21__bin.4	0.35480030807417035	0.7064847028828478	0.6972388888370487	0.5953339539798057	0.6255477611865305	0.6551478605282482	0.5975214097910451	0.5989548303833485	0.6402641886746135	0.5153732025716873	0.6287049472031789	0.6190388688825708	0.5633644398282767	0.28377349227051096	0.5914909225070002	0.40061521521765814	0.6816047706993613	0.3266059945261565	0.6917654042468584	0.6165725528309159	0.429655799611103	0.6491087598004839	0.4587319144598904	0.4309442272341299	0.6442435996729763	0.6678322330855294	0.5542187570657156	0.5869781957850113	0.3207779231695176	0.579855236722556	0.7038737527554048	0.6671528477121617	1.0	0.5266826541752592
HMP_2012__SRS018313__bin.4	0.2686948512844319	0.5180732225554311	0.5171728794558803	0.4527074492974423	0.46567769877612597	0.4792035250731818	0.44327931068966836	0.545419639517068	0.5004589681827329	0.3823880913960905	0.4805146863645398	0.45617455729787193	0.4220902281445339	0.25382298581797574	0.5186294166813791	0.3373838998776496	0.5184108897994861	0.2897857819249873	0.513861641618383	0.5435590744830976	0.33468071000248156	0.5874937806261721	0.34987172348571366	0.33240407966230806	0.575247324280312	0.5000765461394202	0.4130349433126453	0.4204664005659476	0.24385408577365308	0.4250943554629868	0.5209415422071709	0.504852037547116	0.4529549896354058	1.0
