	XieH_2016__YSZC12003_37270__bin.2	XieH_2016__YSZC12003_36033__bin.55	LeChatelierE_2013__MH0305__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.75	CosteaPI_2017__SID713A052-11-90-0__bin.22	BackhedF_2015__SID532_M__bin.11	NielsenHB_2014__V1_UC35_4__bin.75	NielsenHB_2014__O2_UC49_2__bin.47	XieH_2016__YSZC12003_37264__bin.57	CosteaPI_2017__SID713B026-11-0-0__bin.2	NielsenHB_2014__O2_UC21_2__bin.29	XieH_2016__YSZC12003_37172__bin.8	CosteaPI_2017__halbarad-11-2-0__bin.19	CosteaPI_2017__halbarad-11-0-0__bin.24	BackhedF_2015__SID377_M__bin.5	RaymondF_2016__P12E0__bin.20	ZellerG_2014__CCMD25511638ST-21-0__bin.46	XieH_2016__YSZC12003_37138__bin.8	RaymondF_2016__P23C0__bin.13	XieH_2016__YSZC12003_37348__bin.40	LeChatelierE_2013__MH0440__bin.36	Obregon-TitoAJ_2015__NO21__bin.26	LiJ_2014__V1.FI15__bin.3	HeQ_2017__RSZAXPI003077-109__bin.50	XieH_2016__YSZC12003_37255__bin.85	CosteaPI_2017__SID713B032-11-0-0__bin.61	LeChatelierE_2013__MH0203__bin.118	RaymondF_2016__P22E0__bin.15	XieH_2016__YSZC12003_37308R1__bin.82	CosteaPI_2017__pluto2-11-30-0__bin.1	HeQ_2017__RSZAXPI003105-143__bin.51	KarlssonFH_2013__S312__bin.7	ZellerG_2014__CCMD13934959ST-21-0__bin.7	XieH_2016__YSZC12003_36052__bin.73	XieH_2016__YSZC12003_36694__bin.98	QinN_2014__LD-35__bin.32	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.66	ChengpingW_2017__AS38raw__bin.1	CosteaPI_2017__mickey2-11-7-0__bin.54	ZellerG_2014__MMPU68403337ST__bin.4	LoombaR_2017__SID5639_uuc__bin.14	NielsenHB_2014__V1_UC5_3__bin.31	FengQ_2015__SID530373__bin.60	RaymondF_2016__P22E90__bin.67	CosteaPI_2017__halbarad-11-7-0__bin.51	LiJ_2014__V1.FI17__bin.17	LeChatelierE_2013__MH0456__bin.69	ZellerG_2014__CCMD19497912ST-21-0__bin.24
NielsenHB_2014__O2_UC21_2__bin.29	0.7127876555422502	0.7297775550580518	0.8446881345342844	0.8688908991513511	0.8168460717446764	0.7156934971624928	0.8555500598740041	0.693893502368928	0.6643879835476649	0.8338580986098818	1.0	0.6290837975738012	0.7582528505232468	0.8319219555370437	0.8364086010308742	0.7966444525433436	0.766934581142292	0.871631436455459	0.7949042015931691	0.45331975321497375	0.688428697870568	0.5320443067631593	0.7026116780340501	0.6928821523402926	0.6955484979434581	0.6443028583328995	0.8356282865621908	0.8458107721143333	0.7448176446087363	0.8446028791586401	0.5403759046181079	0.8415512573540898	0.6485148643723643	0.6649372624563961	0.7509156817826834	0.875765345967616	0.576539152392357	0.8863682511584318	0.6150641693132711	0.8665278283958973	0.89533958973291	0.896195397511324	0.7060928307387931	0.8288599208621856	0.8107408757223928	0.8593409954704014	0.8288703337324933	0.6093930598219399
XieH_2016__YSZC12003_37172__bin.8	0.5958805348730711	0.6438709313686642	0.7708035595089108	0.8319237804278069	0.7702025426735251	0.5875583132595482	0.7729592420167146	0.5725802290991077	0.5413832003561424	0.831844531305265	0.5141220340749951	1.0	0.7025950630456023	0.7619941419474116	0.7490483456878638	0.7259921697611942	0.674199942876807	0.8510100540010967	0.7537330857640386	0.36262749667978095	0.5553629583218758	0.40069579665845273	0.5951864402091964	0.5749156847842216	0.5553496614892346	0.5508021447259176	0.7380449507405538	0.7862512877982414	0.6421769148901655	0.7948133842726126	0.42689428007490904	0.7795768096856257	0.5298787807549091	0.5530099508176755	0.6393601138634372	0.8301638116594074	0.43847422568554484	0.8137156296821472	0.4802183020795714	0.8011171466911895	0.8666247905084018	0.8406502257536246	0.5767128846840167	0.7548415097330156	0.7388592487715056	0.7974855157602039	0.7250752201822517	0.5000417520544935
CosteaPI_2017__halbarad-11-2-0__bin.19	0.695664039652934	0.7429101980693659	0.8031564253562504	0.8690777835226928	0.8400817810926966	0.6366143079907199	0.8491634295840739	0.6403019609576488	0.6513094123294557	0.8746773624878064	0.5988136807556425	0.6789300615414029	1.0	0.9190165710532348	0.8063049357500353	0.8377998049013148	0.7371569454823552	0.8862296099773754	0.8425534080080918	0.46498759817894186	0.6284757735333933	0.5022244128279956	0.7237277211795144	0.6621380061078841	0.6656786669147373	0.6302951869832789	0.8103030197123682	0.8626892781040272	0.7388787067979249	0.853539273118629	0.5521683399445542	0.8702881560296081	0.6368841362565928	0.6641794496736877	0.7374493879267012	0.8964383696821988	0.5229847426249511	0.8995709473593321	0.5525363343033445	0.9507612240849225	0.9165305532969931	0.9000576661551065	0.6785451065487577	0.8449530807192542	0.9021345728644249	0.8695958537931686	0.7858529811140772	0.5439742979582481
CosteaPI_2017__halbarad-11-0-0__bin.24	0.6959644290563374	0.7400769678045391	0.803326209831188	0.874372760533281	0.8310922934027056	0.6436302864629547	0.8503653941272641	0.6396374754107026	0.6500489898093645	0.8739192036277001	0.6033099742874296	0.6761636731596256	0.8439245084972306	1.0	0.8001324329528678	0.829944950179535	0.7424528319696735	0.8891013248958849	0.8427710297488022	0.4553192172202484	0.6354020751290348	0.497902122325383	0.7108775311401505	0.6728127324420146	0.6698728719166626	0.6280196223537008	0.8044546745151048	0.859889617180981	0.737274448652261	0.8530447308109088	0.5549190865807567	0.8707608240104814	0.6355252575976682	0.6573172274222109	0.7372517944051561	0.8997200312628609	0.5151674904002628	0.8925334433322887	0.5532804293734969	0.9448114222713904	0.9216597256570676	0.9040262260667319	0.6745188804271081	0.8407269559110595	0.8867009186297201	0.8680517536275113	0.7911811735655142	0.5512552340750082
BackhedF_2015__SID377_M__bin.5	0.672638194264444	0.6982957445311752	0.817032734339258	0.8531376251091215	0.8042252051532282	0.6515456898818772	0.8273785664273429	0.6286024274203029	0.6216436714696671	0.8342046532401722	0.6067804788458824	0.6649136399454026	0.7406870750515451	0.8004184035228614	1.0	0.778018565180914	0.7306202730718006	0.8675263249090792	0.7877482647962679	0.41926280339802957	0.6386073800866928	0.4785866818126665	0.661772544664883	0.6589572205768416	0.6608901296522134	0.6052937346645572	0.7951243855790063	0.8174623746075992	0.7186229226774992	0.8363670185467678	0.5086072053977926	0.8239069786327147	0.616886467795157	0.6396984775154139	0.7314465043570717	0.8620911394484835	0.5168709346469939	0.8484408543514769	0.5590941861173315	0.8385728200123604	0.8986157557112647	0.8757027097081231	0.6530753980900366	0.7952797170606374	0.7796710277514565	0.8348462808497057	0.7953722549645877	0.5698059206317506
RaymondF_2016__P12E0__bin.20	0.6950282540919719	0.7349902572096648	0.8072593530787217	0.8741363016367887	0.8312436671862821	0.6417629579111458	0.8541353273577552	0.6262987139516757	0.6502075214341387	0.8754218628215121	0.5963035853468434	0.6649318004676539	0.7940822291504287	0.856631917381138	0.8027489282930631	1.0	0.7403229734996104	0.9002991036632891	0.8513298908807482	0.45453575604053	0.6349391075604053	0.49977883865939204	0.7065695635229929	0.6713464536243181	0.6675126656274357	0.6320235775526111	0.7994256625097427	0.8661126266562743	0.7334372564302416	0.8562826383476227	0.5548748051441934	0.8714813912704599	0.6369987334372564	0.6566704014029617	0.7335858339828527	0.9081279228371005	0.5283232657833203	0.8832570148090414	0.5548455767731879	0.8996146726422447	0.9237870226032736	0.9014117303195636	0.673753897116134	0.8453088464536243	0.8335687840997663	0.871028838659392	0.7916202260327357	0.5502343141075604
ZellerG_2014__CCMD25511638ST-21-0__bin.46	0.6946202298860238	0.7342880742159011	0.8136631701068304	0.8690161433036081	0.8230095144818949	0.6642225426176069	0.8370778960111476	0.6396660578687308	0.646424660730011	0.8617431447180649	0.6191879588315283	0.6660321226731344	0.753609702375573	0.8265614195850786	0.8130978076969153	0.7985139795839018	1.0	0.892061492094384	0.8081582426266444	0.44889407546432225	0.6442651444616552	0.4863997763770988	0.6955145113188076	0.6835594082399995	0.6884464303353713	0.6368497544141354	0.8258999035310981	0.8494895975418294	0.7431568029491321	0.8495458185249716	0.5424295030905778	0.8496020395081136	0.635788911750921	0.6482153253145747	0.740942116557132	0.886426258036448	0.5448470053656886	0.8750701448714905	0.5872644235720396	0.8616580250987282	0.915421047875057	0.8853869579929424	0.6879089157021527	0.8298112025825923	0.8012667060388691	0.8567825624578344	0.7981997725940047	0.5791460085203688
XieH_2016__YSZC12003_37138__bin.8	0.6636661446933984	0.7110815598642841	0.8020012463706657	0.8631284591839412	0.8130284871821227	0.635866659842737	0.8201583467052248	0.6072207783494492	0.6241874183655169	0.8635830533156771	0.5760116224709708	0.6881376736392605	0.7415952770379214	0.8101989935277323	0.7902562027154365	0.7948447219126844	0.7301783841135479	1.0	0.8103155450979314	0.42698517214580906	0.6124918338636931	0.47314991585492727	0.6738951577768497	0.6586527068564579	0.6456187146555213	0.6136289643124253	0.785821652013138	0.8415066376334268	0.7158270581136451	0.8438492811864692	0.5180661385002522	0.8366381366199444	0.6183658609698897	0.6291169906814654	0.7069566664702637	0.8798250092144554	0.5007124268488369	0.855461000167301	0.5429741982348674	0.8519511205938883	0.9079289904182567	0.8769142305166417	0.6482452107411518	0.8165112717410611	0.7869682442129565	0.8408172200429133	0.7735097634519221	0.5481557971933866
RaymondF_2016__P23C0__bin.13	0.6694046877476475	0.7149870255765695	0.788161667950594	0.8492727688230503	0.8194053327829033	0.6218457775992157	0.8318019889201372	0.6064234453728856	0.6374067924055392	0.8773838660095907	0.5627554800352373	0.652927262138642	0.7553091008945718	0.8227286465685968	0.768739656398934	0.8051929024006369	0.7086587689778587	0.8680819968817153	1.0	0.43602678554973595	0.6165293048731492	0.4844394459331449	0.6872072000678209	0.6364065270196054	0.6429868081075403	0.6106931180267081	0.7691510967442307	0.8408559802140042	0.7148451178202968	0.8395378045948626	0.536920435822678	0.841333767042753	0.6268088631530061	0.6261702782497798	0.7051783430334349	0.8780146183418539	0.5046419501443037	0.8588865585710441	0.5392135361569904	0.8613270955352502	0.8969390312676232	0.8753238998462972	0.6531488778229507	0.8142938891202824	0.7960670357496967	0.8415512360718458	0.7700804082520282	0.5354515983973638
XieH_2016__YSZC12003_37348__bin.40	0.7224502530617823	0.78628620033286	0.8249184708576587	0.8805399130895295	0.8468537888235617	0.6752420248898783	0.8713120819580301	0.6623870797776257	0.6953574919145209	0.8696657642339948	0.6262957671382035	0.6130245221317792	0.8134643793849731	0.8674269159910409	0.7984506091195751	0.8389575778719073	0.7681650166025432	0.892666558170942	0.8509088914644136	1.0	0.6599459259705497	0.5317606248634438	0.7577323434447152	0.6497802961573632	0.7210197279394773	0.6533480671726404	0.8461740421281106	0.8695803463291429	0.763957060868799	0.8619466830429274	0.6114465387316251	0.8806109448209327	0.6930458136684833	0.7023500713464289	0.7629302477388982	0.8918204713449903	0.5770896591286114	0.8956552857049089	0.5845021349980534	0.8936205412977587	0.9078089048615376	0.8978213039447788	0.7246243635242169	0.8493363028793027	0.8512451682687768	0.8759875883288571	0.8139858781724885	0.5878945745244245
LeChatelierE_2013__MH0440__bin.36	0.6619659262749599	0.7014938328246425	0.8299006296193292	0.8336737399199203	0.8011647632830902	0.6756878840645433	0.8286446975990855	0.6658701211587641	0.6187853655281793	0.848577820842803	0.6246074105303434	0.6165486610182201	0.722036322238972	0.7949482835890959	0.7986729752598516	0.7696217973585866	0.7240167622934607	0.8409111441381277	0.7901270870938961	0.4333927937726556	1.0	0.4854971441865464	0.6768003316085673	0.6620834300229752	0.6462139288588615	0.6273944341013591	0.7949022268436426	0.7996974426106381	0.7182838784267253	0.8016826064338912	0.5093114339413415	0.8229779464950522	0.6340460909927768	0.631900319031533	0.7058621379895522	0.8636336528372431	0.533366045432027	0.8338585573728288	0.5647702506490753	0.827499774144806	0.8608779242342919	0.8394107570843246	0.6558149888725722	0.7786884810308208	0.7569042309025409	0.8099751824998539	0.7958127332729872	0.5609782452734265
Obregon-TitoAJ_2015__NO21__bin.26	0.7857695724488464	0.8074709872650329	0.8745738441201795	0.9272298566409487	0.9042918964032657	0.7206004712355981	0.9131806866795299	0.7227228235221831	0.7335743843087592	0.9061002054082008	0.6976522704561223	0.6429071874095953	0.8338949986047263	0.9002793107774022	0.8650450199818572	0.875520240857543	0.7899878222890512	0.9388400708986844	0.8972754185181424	0.5046991286152314	0.7016648560819857	1.0	0.7722238957922467	0.7056612275166771	0.7468580737711563	0.713439772386891	0.8738075102426752	0.9036851443020345	0.8114733323491035	0.8874658328589972	0.631265398147998	0.9207143119251963	0.7066955222377632	0.7356847892965857	0.8142519326889187	0.9457848649912571	0.6244861594810776	0.926537766691443	0.6411953101732103	0.9362261726060387	0.9495235161241597	0.922917735167642	0.7589231387601946	0.8859579130799881	0.8795046649934759	0.9347455609384774	0.853887096319976	0.6217800963122956
LiJ_2014__V1.FI15__bin.3	0.7064231765250452	0.7538114047009504	0.8201153458156719	0.8773003483575561	0.8455671700014443	0.6588927848019207	0.8503904948315021	0.6536532051056048	0.6907885982560513	0.8801123433215546	0.6139219055829331	0.6363456462129338	0.8007469841425092	0.8565143317915224	0.7970643796153396	0.824802193640399	0.7527309617420834	0.8910287977854331	0.848165350990425	0.479224219209366	0.6517937059079758	0.5145763128234931	1.0	0.668187437519121	0.6921408579172016	0.6525886844640264	0.8267947579182253	0.8844670970999773	0.7573467277932009	0.8611875319157163	0.5697511228076959	0.8685220336438564	0.680599452499747	0.6888779201814234	0.7450160303615845	0.8950753409934843	0.5465170499585451	0.8908269255483816	0.5844741484119195	0.8842413413869931	0.9090181730505681	0.8781595848369498	0.7105624103658835	0.863669707450166	0.8414950373548936	0.8717701863707239	0.7981067227435518	0.5700650199199562
HeQ_2017__RSZAXPI003077-109__bin.50	0.6184039349686884	0.651909655901004	0.7625103076894705	0.7975108741184127	0.7430067102070496	0.6046046721166791	0.7667313888574206	0.5838486080338066	0.5747994446361814	0.7864199319758358	0.5609780515371301	0.5695514146233511	0.6788242515892942	0.7511432643695118	0.7354118201864737	0.7261566347270998	0.6854859828595967	0.8069462630179862	0.7278069188636646	0.3807835688184819	0.5908143667456155	0.4357039921384932	0.6191373945849393	1.0	0.5967131314036109	0.5749522487229003	0.7333605570499326	0.7682905174525978	0.6601621304051152	0.7783776948186242	0.47931480539872645	0.7842011112545478	0.559220804539862	0.5652549852333292	0.6596947606640128	0.8350379770846561	0.4929027770825485	0.8147519172961053	0.5171722813386692	0.7991506200421001	0.8692012825005072	0.8188512821053242	0.5995853213232835	0.7503634366166013	0.7257862165444673	0.7759907896019453	0.7294740641408327	0.5152927910720261
XieH_2016__YSZC12003_37255__bin.85	0.6877454557098974	0.7294526266191214	0.7835535239262849	0.8341348408154676	0.8070595177917506	0.6336176826464958	0.8206329183411597	0.6301770140234266	0.6481185826984175	0.8278853697532235	0.6111386857640835	0.5970643668643655	0.7406266511435349	0.8116089543157889	0.800439504388182	0.7835540957508857	0.7492354705087181	0.8584007895754088	0.7980121089577468	0.4585478628627369	0.6258071304240422	0.5004483104870344	0.6959997438225788	0.647577064801451	1.0	0.6213783488907747	0.794824758632836	0.8483669833050089	0.7346430785206668	0.8165112066185266	0.5572270623997878	0.8356381676909952	0.635805483569192	0.65684005150996	0.7313493688200056	0.8555245118333383	0.5434420867480793	0.8534041862135376	0.5767279967611855	0.8447273197208581	0.8848694066976672	0.8641882263601991	0.6875538944686262	0.8188699830968648	0.7861261628053257	0.836541078735673	0.7638055613373377	0.552004588320597
CosteaPI_2017__SID713B032-11-0-0__bin.61	0.7058426267046964	0.7522003972549394	0.8229230111848662	0.8704194025018099	0.8406404299997539	0.6814430692772473	0.8515482149721056	0.6696087348118152	0.6693038823559856	0.8687569151961059	0.6248591714198614	0.6536270183851909	0.7740311151477587	0.8398609418362974	0.8091800352568492	0.8188841895185035	0.7650060938932941	0.900532892191422	0.8365851980562657	0.4586293757846164	0.670632483638638	0.5276648869931512	0.7243256480639344	0.6887115597147894	0.6858605896465036	1.0	0.8221719254241269	0.8563671559664296	0.7611724006909989	0.848033891009251	0.5578818876615544	0.867219398462357	0.6810397551586653	0.6661127146196003	0.743548394222825	0.8997193211447051	0.5737487321483009	0.8768661167540724	0.5927890717652977	0.87518027636169	0.9070162139849643	0.870886464235379	0.6947208769652096	0.8352622772541567	0.8143423297417969	0.8657740317463123	0.8061775857074059	0.5795750116923224
