	XieH_2016__YSZC12003_37270__bin.2	XieH_2016__YSZC12003_36033__bin.55	LeChatelierE_2013__MH0305__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.75	CosteaPI_2017__SID713A052-11-90-0__bin.22	BackhedF_2015__SID532_M__bin.11	NielsenHB_2014__V1_UC35_4__bin.75	NielsenHB_2014__O2_UC49_2__bin.47	XieH_2016__YSZC12003_37264__bin.57	CosteaPI_2017__SID713B026-11-0-0__bin.2	NielsenHB_2014__O2_UC21_2__bin.29	XieH_2016__YSZC12003_37172__bin.8	CosteaPI_2017__halbarad-11-2-0__bin.19	CosteaPI_2017__halbarad-11-0-0__bin.24	BackhedF_2015__SID377_M__bin.5	RaymondF_2016__P12E0__bin.20	ZellerG_2014__CCMD25511638ST-21-0__bin.46	XieH_2016__YSZC12003_37138__bin.8	RaymondF_2016__P23C0__bin.13	XieH_2016__YSZC12003_37348__bin.40	LeChatelierE_2013__MH0440__bin.36	Obregon-TitoAJ_2015__NO21__bin.26	LiJ_2014__V1.FI15__bin.3	HeQ_2017__RSZAXPI003077-109__bin.50	XieH_2016__YSZC12003_37255__bin.85	CosteaPI_2017__SID713B032-11-0-0__bin.61	LeChatelierE_2013__MH0203__bin.118	RaymondF_2016__P22E0__bin.15	XieH_2016__YSZC12003_37308R1__bin.82	CosteaPI_2017__pluto2-11-30-0__bin.1	HeQ_2017__RSZAXPI003105-143__bin.51	KarlssonFH_2013__S312__bin.7	ZellerG_2014__CCMD13934959ST-21-0__bin.7	XieH_2016__YSZC12003_36052__bin.73	XieH_2016__YSZC12003_36694__bin.98	QinN_2014__LD-35__bin.32	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.66	ChengpingW_2017__AS38raw__bin.1	CosteaPI_2017__mickey2-11-7-0__bin.54	ZellerG_2014__MMPU68403337ST__bin.4	LoombaR_2017__SID5639_uuc__bin.14	NielsenHB_2014__V1_UC5_3__bin.31	FengQ_2015__SID530373__bin.60	RaymondF_2016__P22E90__bin.67	CosteaPI_2017__halbarad-11-7-0__bin.51	LiJ_2014__V1.FI17__bin.17	LeChatelierE_2013__MH0456__bin.69	ZellerG_2014__CCMD19497912ST-21-0__bin.24
NielsenHB_2014__O2_UC21_2__bin.29	1118445.0	1147452.0	1324479.0	1363186.0	1282714.0	1124326.0	1342931.0	1090485.0	1043467.0	1309074.0	1536560.0	987553.0	1189548.0	1305310.0	1312462.0	1251458.0	1205111.0	1368857.0	1247800.0	713408.0	1081279.0	832330.0	1104304.0	1088917.0	1092510.0	1012448.0	1313459.0	1328856.0	1169254.0	1326198.0	848200.0	1325065.0	1018844.0	1044356.0	1179043.0	1379327.0	905202.0	1391851.0	966092.0	1359042.0	1405335.0	1406143.0	1108700.0	1302038.0	1271500.0	1348056.0	1300986.0	957209.0
XieH_2016__YSZC12003_37172__bin.8	1144899.0	1239021.0	1483471.0	1599323.0	1481855.0	1132293.0	1488017.0	1101710.0	1041981.0	1603252.0	987553.0	1880147.0	1351512.0	1465874.0	1440593.0	1397750.0	1295250.0	1635062.0	1451420.0	697540.0	1070386.0	766994.0	1146718.0	1110093.0	1067048.0	1060682.0	1418225.0	1513454.0	1235956.0	1528744.0	821109.0	1506001.0	1020445.0	1062696.0	1229309.0	1606966.0	844154.0	1566527.0	923677.0	1541492.0	1667043.0	1618118.0	1108609.0	1452634.0	1420885.0	1531622.0	1393731.0	962364.0
CosteaPI_2017__halbarad-11-2-0__bin.19	1382103.0	1478956.0	1596392.0	1726341.0	1669905.0	1268346.0	1688263.0	1273590.0	1295165.0	1739237.0	1189548.0	1351512.0	1945682.0	1788655.0	1603051.0	1666015.0	1467685.0	1763568.0	1675864.0	926917.0	1250888.0	994754.0	1440543.0	1319168.0	1324619.0	1253949.0	1613833.0	1718230.0	1469778.0	1696719.0	1097431.0	1736290.0	1267622.0	1321360.0	1467261.0	1789144.0	1040637.0	1790080.0	1100074.0	1850333.0	1822403.0	1790359.0	1349645.0	1682056.0	1755625.0	1727616.0	1563596.0	1083338.0
CosteaPI_2017__halbarad-11-0-0__bin.24	1505801.0	1604307.0	1738833.0	1891611.0	1798999.0	1396320.0	1841405.0	1385652.0	1407710.0	1892125.0	1305310.0	1465874.0	1788655.0	2118808.0	1732035.0	1796732.0	1609730.0	1926215.0	1825571.0	988356.0	1377662.0	1073812.0	1540363.0	1459391.0	1451477.0	1360583.0	1744653.0	1865438.0	1597121.0	1846382.0	1201153.0	1891642.0	1377360.0	1423969.0	1596307.0	1955084.0	1116492.0	1933660.0	1199568.0	2002391.0	1995021.0	1957556.0	1460769.0	1822210.0	1879282.0	1878696.0	1714386.0	1195657.0
BackhedF_2015__SID377_M__bin.5	1454095.0	1513297.0	1768522.0	1845212.0	1741025.0	1411325.0	1789903.0	1362568.0	1345405.0	1807261.0	1312462.0	1440593.0	1603051.0	1732035.0	2118051.0	1685499.0	1583725.0	1878973.0	1706199.0	909468.0	1385082.0	1032277.0	1434080.0	1429284.0	1431801.0	1312005.0	1723166.0	1771803.0	1556212.0	1811276.0	1101620.0	1790877.0	1337707.0	1384543.0	1580316.0	1875991.0	1119563.0	1838393.0	1211303.0	1814932.0	1946176.0	1895245.0	1413849.0	1724160.0	1686604.0	1805131.0	1721224.0	1234815.0
RaymondF_2016__P12E0__bin.20	1458005.0	1544498.0	1694236.0	1835498.0	1744526.0	1349158.0	1793164.0	1315648.0	1365337.0	1838144.0	1251458.0	1397750.0	1666015.0	1796732.0	1685499.0	2052800.0	1556082.0	1892021.0	1787689.0	955820.0	1333820.0	1044152.0	1484736.0	1412629.0	1401814.0	1327701.0	1681094.0	1821201.0	1540447.0	1798377.0	1164779.0	1835968.0	1338103.0	1379128.0	1538974.0	1914854.0	1110122.0	1854804.0	1165929.0	1887706.0	1939500.0	1892661.0	1415267.0	1777302.0	1748110.0	1828144.0	1662640.0	1157080.0
ZellerG_2014__CCMD25511638ST-21-0__bin.46	1351520.0	1429560.0	1585507.0	1692129.0	1603352.0	1295680.0	1631110.0	1245729.0	1259608.0	1679092.0	1205111.0	1295250.0	1467685.0	1609730.0	1583725.0	1556082.0	1903204.0	1734501.0	1575047.0	874666.0	1256044.0	942783.0	1357046.0	1335553.0	1339719.0	1240115.0	1607149.0	1653592.0	1448632.0	1655453.0	1057080.0	1661339.0	1238300.0	1262179.0	1443175.0	1735393.0	1062872.0	1706452.0	1143377.0	1678056.0	1783066.0	1725036.0	1340429.0	1615138.0	1559992.0	1667573.0	1553614.0	1128330.0
XieH_2016__YSZC12003_37138__bin.8	1576288.0	1689675.0	1908055.0	2051652.0	1932880.0	1513939.0	1950742.0	1442928.0	1484716.0	2055171.0	1368857.0	1635062.0	1763568.0	1926215.0	1878973.0	1892021.0	1734501.0	2325151.0	1928288.0	1015498.0	1458363.0	1119897.0	1604357.0	1570493.0	1532688.0	1459050.0	1866819.0	2001382.0	1702918.0	2007740.0	1232107.0	1997600.0	1469551.0	1494677.0	1680487.0	2105031.0	1192141.0	2035490.0	1290272.0	2025713.0	2159774.0	2086889.0	1541581.0	1941275.0	1870251.0	1997943.0	1838435.0	1304874.0
RaymondF_2016__P23C0__bin.13	1484736.0	1588798.0	1749269.0	1884723.0	1818404.0	1383253.0	1847719.0	1347510.0	1415758.0	1948859.0	1247800.0	1451420.0	1675864.0	1825571.0	1706199.0	1787689.0	1575047.0	1928288.0	2170424.0	969611.0	1369418.0	1070012.0	1525847.0	1415346.0	1427794.0	1356506.0	1709711.0	1870670.0	1588274.0	1863547.0	1191597.0	1873760.0	1392513.0	1389541.0	1564115.0	1957522.0	1120250.0	1906995.0	1197479.0	1911446.0	1991590.0	1943738.0	1450130.0	1810318.0	1765763.0	1866320.0	1710097.0	1190515.0
XieH_2016__YSZC12003_37348__bin.40	822264.0	895140.0	939752.0	1002680.0	965104.0	770405.0	992237.0	754777.0	792253.0	991576.0	713408.0	697540.0	926917.0	988356.0	909468.0	955820.0	874666.0	1015498.0	969611.0	1112179.0	752601.0	603417.0	864375.0	741841.0	820630.0	744148.0	963412.0	990448.0	870347.0	982138.0	696072.0	1006185.0	789606.0	800225.0	869292.0	1020449.0	657784.0	1021244.0	665691.0	1018283.0	1034467.0	1023069.0	825428.0	967235.0	969893.0	997603.0	927331.0	669939.0
LeChatelierE_2013__MH0440__bin.36	1146452.0	1217197.0	1438379.0	1444396.0	1388687.0	1173228.0	1436521.0	1154345.0	1072894.0	1471667.0	1081279.0	1070386.0	1250888.0	1377662.0	1385082.0	1333820.0	1256044.0	1458363.0	1369418.0	752601.0	1693563.0	838224.0	1174349.0	1148907.0	1121473.0	1088079.0	1380396.0	1388435.0	1246168.0	1389937.0	882968.0	1428987.0	1101010.0	1095429.0	1223363.0	1500160.0	924973.0	1445433.0	980326.0	1433711.0	1492039.0	1455401.0	1137786.0	1351352.0	1311405.0	1403451.0	1379493.0	973865.0
Obregon-TitoAJ_2015__NO21__bin.26	936970.0	963697.0	1043106.0	1106105.0	1078836.0	860797.0	1089106.0	862843.0	875666.0	1081004.0	832330.0	766994.0	994754.0	1073812.0	1032277.0	1044152.0	942783.0	1119897.0	1070012.0	603417.0	838224.0	1171813.0	921755.0	842653.0	891317.0	851138.0	1042771.0	1078716.0	968647.0	1058635.0	753107.0	1101258.0	843600.0	877932.0	970862.0	1131900.0	745981.0	1105157.0	765498.0	1116748.0	1131904.0	1100551.0	905691.0	1057615.0	1049084.0	1114519.0	1019086.0	742148.0
LiJ_2014__V1.FI15__bin.3	1269930.0	1357844.0	1473866.0	1577583.0	1521854.0	1185888.0	1529883.0	1176577.0	1242278.0	1584433.0	1104304.0	1146718.0	1440543.0	1540363.0	1434080.0	1484736.0	1357046.0	1604357.0	1525847.0	864375.0	1174349.0	921755.0	1758538.0	1203796.0	1247591.0	1175377.0	1490306.0	1595111.0	1362952.0	1549510.0	1025170.0	1568153.0	1226754.0	1240353.0	1339573.0	1616678.0	984070.0	1603063.0	1053246.0	1590589.0	1636567.0	1580678.0	1279443.0	1557113.0	1513349.0	1567716.0	1436161.0	1026430.0
HeQ_2017__RSZAXPI003077-109__bin.50	1201225.0	1267730.0	1481892.0	1549739.0	1443861.0	1176070.0	1491473.0	1134976.0	1117247.0	1529717.0	1088917.0	1110093.0	1319168.0	1459391.0	1429284.0	1412629.0	1335553.0	1570493.0	1415346.0	741841.0	1148907.0	842653.0	1203796.0	1897855.0	1162629.0	1118553.0	1428547.0	1495889.0	1283995.0	1514055.0	930396.0	1525813.0	1087705.0	1098372.0	1282795.0	1624572.0	958828.0	1581780.0	1005854.0	1552647.0	1692286.0	1592605.0	1166296.0	1460263.0	1409055.0	1506579.0	1418123.0	1001539.0
XieH_2016__YSZC12003_37255__bin.85	1228882.0	1304012.0	1402023.0	1490946.0	1444950.0	1135378.0	1467923.0	1127922.0	1160570.0	1481135.0	1092510.0	1067048.0	1324619.0	1451477.0	1431801.0	1401814.0	1339719.0	1532688.0	1427794.0	820630.0	1121473.0	891317.0	1247591.0	1162629.0	1748788.0	1111901.0	1421450.0	1516181.0	1315432.0	1461071.0	997045.0	1501890.0	1137379.0	1175462.0	1307613.0	1537942.0	973315.0	1528874.0	1031683.0	1510926.0	1583479.0	1546159.0	1230727.0	1463881.0	1405334.0	1496085.0	1366450.0	988623.0
CosteaPI_2017__SID713B032-11-0-0__bin.61	1142439.0	1219389.0	1333136.0	1410029.0	1362759.0	1107233.0	1380209.0	1085480.0	1084950.0	1408476.0	1012448.0	1060682.0	1253949.0	1360583.0	1312005.0	1327701.0	1240115.0	1459050.0	1356506.0	744148.0	1088079.0	851138.0	1175377.0	1118553.0	1111901.0	1584373.0	1333473.0	1388032.0	1234783.0	1374423.0	904241.0	1409729.0	1103385.0	1079135.0	1204760.0	1464086.0	930939.0	1422004.0	960973.0	1417743.0	1469983.0	1412661.0	1127362.0	1354134.0	1318802.0	1403243.0	1305623.0	939608.0
LeChatelierE_2013__MH0203__bin.118	1466103.0	1552507.0	1734350.0	1835761.0	1768949.0	1450325.0	1784986.0	1392907.0	1375763.0	1802945.0	1313459.0	1418225.0	1613833.0	1744653.0	1723166.0	1681094.0	1607149.0	1866819.0	1709711.0	963412.0	1380396.0	1042771.0	1490306.0	1428547.0	1421450.0	1333473.0	2088115.0	1835587.0	1562461.0	1810332.0	1128343.0	1810973.0	1360198.0	1410161.0	1555306.0	1870451.0	1133999.0	1881194.0	1208987.0	1829160.0	1914372.0	1864390.0	1462252.0	1767104.0	1705947.0	1805514.0	1721030.0	1216857.0
RaymondF_2016__P22E0__bin.15	1506629.0	1625225.0	1799101.0	1948656.0	1860469.0	1457976.0	1870965.0	1397060.0	1454494.0	1925713.0	1328856.0	1513454.0	1718230.0	1865438.0	1771803.0	1821201.0	1653592.0	2001382.0	1870670.0	990448.0	1388435.0	1078716.0	1595111.0	1495889.0	1516181.0	1388032.0	1835587.0	2234197.0	1640345.0	1907055.0	1211372.0	1933347.0	1421087.0	1472906.0	1617667.0	1999045.0	1169599.0	2000848.0	1240535.0	1953392.0	2038713.0	1992074.0	1528849.0	1972597.0	1819678.0	1931944.0	1762114.0	1247393.0
XieH_2016__YSZC12003_37308R1__bin.82	1357266.0	1446248.0	1556818.0	1680754.0	1594286.0	1287822.0	1605854.0	1225515.0	1278477.0	1641989.0	1169254.0	1235956.0	1469778.0	1597121.0	1556212.0	1540447.0	1448632.0	1702918.0	1588274.0	870347.0	1246168.0	968647.0	1362952.0	1283995.0	1315432.0	1234783.0	1562461.0	1640345.0	1897394.0	1632590.0	1057611.0	1636146.0	1263532.0	1257331.0	1418181.0	1708748.0	1055888.0	1676303.0	1124302.0	1672205.0	1752246.0	1696372.0	1321753.0	1578382.0	1562145.0	1660385.0	1539201.0	1131650.0
CosteaPI_2017__pluto2-11-30-0__bin.1	1518520.0	1614136.0	1821737.0	1973365.0	1843143.0	1467220.0	1866336.0	1395667.0	1442461.0	1968997.0	1326198.0	1528744.0	1696719.0	1846382.0	1811276.0	1798377.0	1655453.0	2007740.0	1863547.0	982138.0	1389937.0	1058635.0	1549510.0	1514055.0	1461071.0	1374423.0	1810332.0	1907055.0	1632590.0	2204284.0	1179241.0	1903942.0	1396230.0	1449286.0	1619738.0	2003165.0	1151624.0	1989571.0	1238286.0	1941235.0	2069599.0	1990361.0	1494156.0	1851241.0	1796820.0	1915729.0	1780236.0	1260770.0
HeQ_2017__RSZAXPI003105-143__bin.51	1019073.0	1063683.0	1127172.0	1218948.0	1175214.0	906666.0	1192163.0	899698.0	966995.0	1213048.0	848200.0	821109.0	1097431.0	1201153.0	1101620.0	1164779.0	1057080.0	1232107.0	1191597.0	696072.0	882968.0	753107.0	1025170.0	930396.0	997045.0	904241.0	1128343.0	1211372.0	1057611.0	1179241.0	1339900.0	1247257.0	956295.0	963087.0	1050518.0	1264068.0	781679.0	1244668.0	832882.0	1241185.0	1254997.0	1234956.0	998204.0	1190040.0	1168976.0	1214123.0	1103476.0	811314.0
KarlssonFH_2013__S312__bin.7	1547109.0	1648023.0	1833028.0	1956774.0	1862046.0	1450937.0	1911260.0	1435151.0	1451712.0	1958690.0	1325065.0	1506001.0	1736290.0	1891642.0	1790877.0	1835968.0	1661339.0	1997600.0	1873760.0	1006185.0	1428987.0	1101258.0	1568153.0	1525813.0	1501890.0	1409729.0	1810973.0	1933347.0	1636146.0	1903942.0	1247257.0	2259623.0	1433048.0	1478315.0	1658709.0	2079917.0	1211793.0	2020356.0	1257038.0	1975160.0	2055891.0	1996282.0	1503894.0	1880926.0	1827025.0	1949408.0	1787298.0	1263852.0
ZellerG_2014__CCMD13934959ST-21-0__bin.7	1158980.0	1271874.0	1348644.0	1429994.0	1376359.0	1106560.0	1392417.0	1100566.0	1136796.0	1438080.0	1018844.0	1020445.0	1267622.0	1377360.0	1337707.0	1338103.0	1238300.0	1469551.0	1392513.0	789606.0	1101010.0	843600.0	1226754.0	1087705.0	1137379.0	1103385.0	1360198.0	1421087.0	1263532.0	1396230.0	956295.0	1433048.0	1583860.0	1109678.0	1228797.0	1465512.0	920957.0	1433431.0	975952.0	1430986.0	1480749.0	1453778.0	1145528.0	1391551.0	1336356.0	1403246.0	1320129.0	969729.0
XieH_2016__YSZC12003_36052__bin.73	1220238.0	1268329.0	1374463.0	1475918.0	1418972.0	1108593.0	1427603.0	1091893.0	1149204.0	1443265.0	1044356.0	1062696.0	1321360.0	1423969.0	1384543.0	1379128.0	1262179.0	1494677.0	1389541.0	800225.0	1095429.0	877932.0	1240353.0	1098372.0	1175462.0	1079135.0	1410161.0	1472906.0	1257331.0	1449286.0	963087.0	1478315.0	1109678.0	1651994.0	1298119.0	1505168.0	915082.0	1521129.0	983655.0	1470997.0	1526414.0	1474674.0	1195924.0	1449745.0	1391307.0	1478256.0	1351488.0	982939.0
XieH_2016__YSZC12003_36694__bin.98	1388323.0	1408150.0	1550415.0	1652613.0	1590525.0	1235634.0	1626264.0	1236293.0	1251116.0	1627976.0	1179043.0	1229309.0	1467261.0	1596307.0	1580316.0	1538974.0	1443175.0	1680487.0	1564115.0	869292.0	1223363.0	970862.0	1339573.0	1282795.0	1307613.0	1204760.0	1555306.0	1617667.0	1418181.0	1619738.0	1050518.0	1658709.0	1228797.0	1298119.0	1874878.0	1704119.0	1014984.0	1675718.0	1092548.0	1655962.0	1744804.0	1685777.0	1312102.0	1584946.0	1539580.0	1645054.0	1527048.0	1105740.0
QinN_2014__LD-35__bin.32	1613148.0	1699982.0	1922323.0	2055983.0	1940273.0	1503542.0	1986071.0	1467733.0	1495364.0	2064745.0	1379327.0	1606966.0	1789144.0	1955084.0	1875991.0	1914854.0	1735393.0	2105031.0	1957522.0	1020449.0	1500160.0	1131900.0	1616678.0	1624572.0	1537942.0	1464086.0	1870451.0	1999045.0	1708748.0	2003165.0	1264068.0	2079917.0	1465512.0	1505168.0	1704119.0	2347467.0	1233660.0	2097520.0	1306202.0	2051244.0	2170288.0	2091651.0	1558174.0	1942651.0	1885682.0	2022136.0	1874282.0	1301526.0
VogtmannE_2016__MMRS73787048ST-27-0-0__bin.66	968701.0	1031442.0	1179358.0	1200525.0	1143410.0	945727.0	1170430.0	944580.0	921794.0	1169933.0	905202.0	844154.0	1040637.0	1116492.0	1119563.0	1110122.0	1062872.0	1192141.0	1120250.0	657784.0	924973.0	745981.0	984070.0	958828.0	973315.0	930939.0	1133999.0	1169599.0	1055888.0	1151624.0	781679.0	1211793.0	920957.0	915082.0	1014984.0	1233660.0	1320588.0	1206813.0	858069.0	1181127.0	1231287.0	1206783.0	996415.0	1129466.0	1094531.0	1170682.0	1127505.0	829588.0
ChengpingW_2017__AS38raw__bin.1	1573808.0	1657959.0	1871168.0	2011964.0	1901526.0	1485928.0	1926312.0	1455761.0	1471106.0	1980270.0	1391851.0	1566527.0	1790080.0	1933660.0	1838393.0	1854804.0	1706452.0	2035490.0	1906995.0	1021244.0	1445433.0	1105157.0	1603063.0	1581780.0	1528874.0	1422004.0	1881194.0	2000848.0	1676303.0	1989571.0	1244668.0	2020356.0	1433431.0	1521129.0	1675718.0	2097520.0	1206813.0	2307770.0	1283021.0	2030570.0	2097803.0	2050454.0	1557770.0	1930328.0	1878926.0	1987755.0	1821337.0	1292982.0
