	XieH_2016__YSZC12003_37270__bin.2	XieH_2016__YSZC12003_36033__bin.55	LeChatelierE_2013__MH0305__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.75	CosteaPI_2017__SID713A052-11-90-0__bin.22	BackhedF_2015__SID532_M__bin.11	NielsenHB_2014__V1_UC35_4__bin.75	NielsenHB_2014__O2_UC49_2__bin.47	XieH_2016__YSZC12003_37264__bin.57	CosteaPI_2017__SID713B026-11-0-0__bin.2	NielsenHB_2014__O2_UC21_2__bin.29	XieH_2016__YSZC12003_37172__bin.8	CosteaPI_2017__halbarad-11-2-0__bin.19	CosteaPI_2017__halbarad-11-0-0__bin.24	BackhedF_2015__SID377_M__bin.5	RaymondF_2016__P12E0__bin.20	ZellerG_2014__CCMD25511638ST-21-0__bin.46	XieH_2016__YSZC12003_37138__bin.8	RaymondF_2016__P23C0__bin.13	XieH_2016__YSZC12003_37348__bin.40	LeChatelierE_2013__MH0440__bin.36	Obregon-TitoAJ_2015__NO21__bin.26	LiJ_2014__V1.FI15__bin.3	HeQ_2017__RSZAXPI003077-109__bin.50	XieH_2016__YSZC12003_37255__bin.85	CosteaPI_2017__SID713B032-11-0-0__bin.61	LeChatelierE_2013__MH0203__bin.118	RaymondF_2016__P22E0__bin.15	XieH_2016__YSZC12003_37308R1__bin.82	CosteaPI_2017__pluto2-11-30-0__bin.1	HeQ_2017__RSZAXPI003105-143__bin.51	KarlssonFH_2013__S312__bin.7	ZellerG_2014__CCMD13934959ST-21-0__bin.7	XieH_2016__YSZC12003_36052__bin.73	XieH_2016__YSZC12003_36694__bin.98	QinN_2014__LD-35__bin.32	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.66	ChengpingW_2017__AS38raw__bin.1	CosteaPI_2017__mickey2-11-7-0__bin.54	ZellerG_2014__MMPU68403337ST__bin.4	LoombaR_2017__SID5639_uuc__bin.14	NielsenHB_2014__V1_UC5_3__bin.31	FengQ_2015__SID530373__bin.60	RaymondF_2016__P22E90__bin.67	CosteaPI_2017__halbarad-11-7-0__bin.51	LiJ_2014__V1.FI17__bin.17	LeChatelierE_2013__MH0456__bin.69	ZellerG_2014__CCMD19497912ST-21-0__bin.24
NielsenHB_2014__O2_UC21_2__bin.29	0.9792533383402849	0.9772495930112981	0.9799430568548085	0.9793989961751368	0.9784979348475186	0.9781024364819456	0.978906585669703	0.9777383457819228	0.9783462246530077	0.9787628506868213	1.0	0.9788082259888836	0.979448496403676	0.979306065225885	0.9792222555776853	0.978132706011708	0.9778692585164355	0.9784177602189272	0.9788571886520275	0.9763739683322867	0.9782969982770404	0.9822041738252857	0.9776338761790232	0.9777191466383572	0.9782537459611353	0.977837874142672	0.9775661059842751	0.9780134190612075	0.9787924608340018	0.9785740892385602	0.9789200660221646	0.9758721270277307	0.9780515957300627	0.9783215685072906	0.9786131633875949	0.9755960696774586	0.9786622212500635	0.9785228447585266	0.9782536238784711	0.9797136512337367	0.9789430989764006	0.9793157594924556	0.9785821232073599	0.9781534793915385	0.9797499016909162	0.9795060442592889	0.9789567297419034	0.9782283701887466
XieH_2016__YSZC12003_37172__bin.8	0.9785518198548518	0.9770391300873835	0.9769142773940306	0.9780006915426089	0.9772170691464415	0.975627333207924	0.9766534925340234	0.9771491590345917	0.9768700197028545	0.975511023844037	0.9788082259888836	1.0	0.9774104854414907	0.9773425273932139	0.9775981141099533	0.976549454480415	0.978648909476935	0.9785708431851514	0.9763741715010128	0.9774249505404708	0.9755022954336099	0.9822332378089007	0.9758615457331271	0.973725624789995	0.9785304878505934	0.9763425795855873	0.9784293747466023	0.976751192966552	0.9768850994695604	0.9775122584291418	0.9774877635003392	0.9732523417979138	0.9762897559398106	0.9783983378125071	0.9778591062133279	0.9712899961791351	0.9765943180983565	0.9766221712105824	0.9774856362126587	0.9771169749826791	0.977408501160438	0.9767804325766106	0.9780770316676123	0.9769928282003588	0.9776751813130549	0.978955643102541	0.9781284910789815	0.9769193361347681
CosteaPI_2017__halbarad-11-2-0__bin.19	0.9793343911416154	0.9773563243260787	0.9788867646542955	0.9794988359773649	0.9788173578736515	0.9765860419790814	0.9786401763232387	0.9781986353536067	0.9784398126879587	0.97850034239152	0.979448496403676	0.9774104854414907	1.0	0.9996975380942663	0.9786419770799557	0.9784377691677446	0.9772348971339218	0.9777456837502154	0.9782064654411098	0.9760507143573804	0.9775567436892831	0.9823222625895448	0.9775091753595693	0.9766079832136619	0.9777898399464299	0.9779935228625726	0.9769238824587179	0.9768884258801208	0.9781225463981635	0.9787808116724102	0.9789626864923626	0.9752426150009503	0.9775579786403202	0.977993885088091	0.9779050898238282	0.9748706644071131	0.9778260815250659	0.9777657981766178	0.9772615296789126	0.9997546387596179	0.9785305445612195	0.9781423725632681	0.9782076027399798	0.9773812524672187	0.9997960840156639	0.9793594178335927	0.9778868710331825	0.9769813299265788
CosteaPI_2017__halbarad-11-0-0__bin.24	0.979289428018709	0.9774195337924724	0.9788714614917016	0.979391640247387	0.9788360082468084	0.9766593617508881	0.9784707872521254	0.9780731381328068	0.9784181400998785	0.9786176917486953	0.979306065225885	0.9773425273932139	0.9996975380942663	1.0	0.9788064328954091	0.9787180280642857	0.977253949420089	0.9779983023701924	0.9781432768158566	0.9760997049646079	0.9772317157619212	0.9824429229697563	0.9778299011336938	0.976819097829163	0.9778535932708544	0.9780020770507937	0.9769765105152716	0.9766826879263744	0.9780993425044189	0.9789079399604199	0.9788653069176033	0.9753298985748889	0.9776354765638613	0.9780613201551438	0.978568032339644	0.9750650099944554	0.9776523253189454	0.9779935459181035	0.9772643151534552	0.9997418086677378	0.9788468392062039	0.9784946126700845	0.9783723504537678	0.9775706422421127	0.9997163810433984	0.9789955373301481	0.9778200475272196	0.9768721297161309
BackhedF_2015__SID377_M__bin.5	0.9797722982336092	0.9773534210402849	0.9785103040844275	0.9792853070541487	0.9783834235579616	0.9778095052521567	0.9790642286202101	0.9771343521937987	0.9786443487277066	0.9776606699309065	0.9792222555776853	0.9775981141099533	0.9786419770799557	0.9788064328954091	1.0	0.9776825735286702	0.9771210279562424	0.9779092089135927	0.9778994126710894	0.9764169822357686	0.9765508468090698	0.9819757681320034	0.9773987504183868	0.9765064185984031	0.9776491286149402	0.9771631967865976	0.9773370644499717	0.9772119135140871	0.9780672556181291	0.9780221236299713	0.9778834806920716	0.9744259376830458	0.9767437861953328	0.9786001590416477	0.9803362112387649	0.9733271641495082	0.977844926993836	0.9775064417673479	0.9776166656897572	0.978626196463559	0.9779762981354204	0.9786507812974048	0.9783555386749222	0.9769644348552339	0.9791172083073443	0.979567133908841	0.9787447769726659	0.9773755582820098
RaymondF_2016__P12E0__bin.20	0.9785659171264844	0.9768792190083768	0.9781057656666485	0.9776240562506742	0.9781321688527428	0.9764690273489095	0.9778073840429542	0.9772112297514228	0.9775945425927811	0.9776524581316807	0.978132706011708	0.976549454480415	0.9784377691677446	0.9787180280642857	0.9776825735286702	1.0	0.9766419764511125	0.9768041686640899	0.9775805523220202	0.9761994936285074	0.9771955736156303	0.9825638412798137	0.9769049851286693	0.97558523858706	0.9774977279439355	0.9771914007747227	0.9761863405615628	0.9762546802906433	0.9773786439909974	0.9774240884975731	0.9779082555574921	0.9744053273259665	0.9772274630577765	0.9774386423885237	0.978512307550355	0.9735494194335442	0.9769574875554219	0.9775426406240229	0.9768922464403922	0.9782927002403976	0.9777519979376128	0.9776806306042128	0.9772587080741655	0.9763394178366985	0.9788571657389982	0.9780673732484968	0.9773841601308761	0.9761822864451896
ZellerG_2014__CCMD25511638ST-21-0__bin.46	0.978160885521487	0.9775735191247656	0.9767014589024204	0.9774166153998898	0.9769252166710741	0.9756660595208694	0.9767152429940348	0.9772711400312588	0.9767149779931534	0.9767618450924667	0.9778692585164355	0.978648909476935	0.9772348971339218	0.977253949420089	0.9771210279562424	0.9766419764511125	1.0	0.9788261868975573	0.9765359382926351	0.9767579853338303	0.9762142090563707	0.98189933420522	0.975431930826221	0.9740931284643889	0.9780065819772654	0.9773730662075695	0.97803999504713	0.9777212274853773	0.9763549334820714	0.976686743749294	0.9766091497332274	0.9732908214398145	0.977175159492853	0.9774255474065089	0.9771261281549362	0.9721429094159075	0.9756160666571327	0.9759647502537429	0.9775288465659183	0.9772683390780761	0.9770995577280931	0.9768329472544341	0.9767253618058099	0.9778111839359857	0.9775524489869178	0.9778474465585615	0.9778085161436496	0.9768711281274095
XieH_2016__YSZC12003_37138__bin.8	0.9789606975375058	0.9785148031426162	0.9773166916048017	0.9781892835627095	0.9780296759240098	0.9765822797351809	0.9775726364634585	0.9784826408524888	0.9775135446779047	0.9770286754727465	0.9784177602189272	0.9785708431851514	0.9777456837502154	0.9779983023701924	0.9779092089135927	0.9768041686640899	0.9788261868975573	1.0	0.9770874475182131	0.9776533287116272	0.9765305345788394	0.9823626637092518	0.9766579383516262	0.9751504782256273	0.9794302558642072	0.9778828689900962	0.9787526267945633	0.9776394511392628	0.9773847008487784	0.9772565172781337	0.9776602194452267	0.9738235883059672	0.978389998033413	0.978667631869628	0.9781575221944591	0.9718270182244347	0.976589178629038	0.9771976280895509	0.9784735311624215	0.9778853174166331	0.9774504184234091	0.9770323193998339	0.9777416820783339	0.9779716938609935	0.9783820460462259	0.9785199077250952	0.9782924063129782	0.976757142835247
RaymondF_2016__P23C0__bin.13	0.978552416052416	0.976728948551043	0.9779199196921685	0.9780121535100914	0.9780318345098229	0.9757209997014284	0.977076600933367	0.9767615824743415	0.9771747713945462	0.9771332867077608	0.9788571886520275	0.9763741715010128	0.9782064654411098	0.9781432768158566	0.9778994126710894	0.9775805523220202	0.9765359382926351	0.9770874475182131	1.0	0.9760233743222798	0.9771523377084279	0.9826422507411132	0.9775101959763987	0.975925321440835	0.9774197118071655	0.9771154716602801	0.9764129727187811	0.9755937712156607	0.9768572677006612	0.9777875202503613	0.9779690616878022	0.9745383613696524	0.9769682581060285	0.9780603810898707	0.9785316297075343	0.9735083437121013	0.9777165811202857	0.9775316663127066	0.9773215229661647	0.9780265830162087	0.9774793004584277	0.9774074489463086	0.9775744243619537	0.9762721245659602	0.9785022112254023	0.9786762184405675	0.9773720438080413	0.9761800565301572
XieH_2016__YSZC12003_37348__bin.40	0.9771727814911026	0.9769321000067028	0.9762756557049094	0.9767004428132604	0.9759082958934996	0.9747989693732517	0.9766366301599315	0.9760406053708579	0.9761553443155153	0.9754411159608543	0.9763739683322867	0.9774249505404708	0.9760507143573804	0.9760997049646079	0.9764169822357686	0.9761994936285074	0.9767579853338303	0.9776533287116272	0.9760233743222798	1.0	0.9752551484784102	0.9801066260977069	0.9749634128705712	0.9741602311007346	0.9771797277701278	0.9764724221525826	0.9768375316064155	0.9764561087507875	0.9762278723313804	0.976073627127756	0.976965026606443	0.9733766653249651	0.976171660296401	0.9761492080352401	0.9760989402870381	0.9719878210474017	0.9757412767717062	0.9754074442542624	0.9765356599383197	0.9760214007304453	0.9760060011580843	0.976022145133906	0.9763565083811065	0.9766127156275363	0.9761252014397465	0.9765959003731945	0.9762404146955078	0.9759754246282124
LeChatelierE_2013__MH0440__bin.36	0.977869984962301	0.9760326389236911	0.977133982072875	0.9774874757338016	0.9770545846544254	0.9753602880258568	0.9769171491401797	0.9769115818927617	0.9767525962490237	0.9765252601301789	0.9782969982770404	0.9755022954336099	0.9775567436892831	0.9772317157619212	0.9765508468090698	0.9771955736156303	0.9762142090563707	0.9765305345788394	0.9771523377084279	0.9752551484784102	1.0	0.9809072515222661	0.9760335300664453	0.9759536672681078	0.9758629944724483	0.9765210062872273	0.9752397138212513	0.9754421344895512	0.9761597152229876	0.9768068624693061	0.9768768517092352	0.9753517701700576	0.9752836032370278	0.9769350637969234	0.9771604993775356	0.9749746693686007	0.9765571535601579	0.9770027389716438	0.9756693181655898	0.9774794222824544	0.9771534122097345	0.9767720373972534	0.9761624769508501	0.9758804515773832	0.9774745406644019	0.9774078325499074	0.97699589631843	0.9755479455571358
Obregon-TitoAJ_2015__NO21__bin.26	0.9827155618643073	0.98184906666722	0.9824859601996345	0.9823118058412176	0.9822262141789855	0.9809618295602796	0.9825278714835838	0.981518074551222	0.981666525821489	0.9822165320387344	0.9822041738252857	0.9822332378089007	0.9823222625895448	0.9824429229697563	0.9819757681320034	0.9825638412798137	0.98189933420522	0.9823626637092518	0.9826422507411132	0.9801066260977069	0.9809072515222661	1.0	0.9817163996940619	0.9813090323062993	0.9818930862981409	0.9822355481719768	0.9819404260379316	0.9816763633801668	0.981673406307974	0.9823442451836563	0.9822309446068088	0.979702304092229	0.9816441441441441	0.9819496270781791	0.982787461039777	0.9791350826044704	0.9809646626388607	0.9824205972545077	0.9815322835591994	0.9823899393596407	0.9830020920502092	0.9826777677726884	0.9819198821673175	0.981620911201146	0.9823951180267738	0.9827979603757316	0.9818562908331583	0.9817583554762662
LiJ_2014__V1.FI15__bin.3	0.9782208468183285	0.9762579501032519	0.978517721421079	0.9779301627869976	0.9770727021120291	0.9770636012844384	0.9774891282535985	0.9769645335579397	0.97786324800085	0.9768232547542244	0.9776338761790232	0.9758615457331271	0.9775091753595693	0.9778299011336938	0.9773987504183868	0.9769049851286693	0.975431930826221	0.9766579383516262	0.9775101959763987	0.9749634128705712	0.9760335300664453	0.9817163996940619	1.0	0.9761064167018332	0.9756049859288821	0.9763692840680054	0.9756050099778166	0.9750851194681749	0.9771606043352957	0.9773612303244251	0.9773296136250573	0.9739668259410912	0.975631626226611	0.9766719635458615	0.9780273266182582	0.973616267432352	0.9766286951131525	0.9772248501774415	0.9758593908735471	0.9776076660909889	0.9767659985811763	0.976971274351892	0.9766367083176039	0.9753922804574877	0.9778319475547279	0.9778818357406571	0.9772588170824859	0.976667673392243
HeQ_2017__RSZAXPI003077-109__bin.50	0.9770367749588962	0.9759412493196501	0.9765448494222251	0.9766547786433716	0.97663071445243	0.975666414414108	0.9756428711750061	0.9762849610916883	0.9764053964790239	0.9756778541390335	0.9777191466383572	0.973725624789995	0.9766079832136619	0.976819097829163	0.9765064185984031	0.97558523858706	0.9740931284643889	0.9751504782256273	0.975925321440835	0.9741602311007346	0.9759536672681078	0.9813090323062993	0.9761064167018332	1.0	0.9740639533333505	0.9755246286943936	0.9742850602745307	0.9747407728782015	0.9757763854220616	0.9756897866986338	0.9777234639873774	0.9754144184116926	0.9757425037119439	0.9766927780387701	0.9759977237204698	0.9755067796318045	0.975626494011439	0.9775575617342488	0.9758056338196199	0.9768298911471829	0.9747867677212954	0.9757981420377306	0.9756751287837736	0.9752222716044986	0.9775608475183722	0.9775245772043816	0.9762453609454187	0.9764482461491765
XieH_2016__YSZC12003_37255__bin.85	0.9787115443142629	0.9782563350644012	0.9773512988018028	0.9783888886653171	0.9767645939305858	0.9759419329950025	0.9776486913823137	0.9770586973212687	0.9766080460463393	0.9774909106867369	0.9782537459611353	0.9785304878505934	0.9777898399464299	0.9778535932708544	0.9776491286149402	0.9774977279439355	0.9780065819772654	0.9794302558642072	0.9774197118071655	0.9771797277701278	0.9758629944724483	0.9818930862981409	0.9756049859288821	0.9740639533333505	1.0	0.9772983386110814	0.977860635266805	0.9785203745463108	0.9766639400592353	0.9773002133366551	0.9773600990928193	0.9730100073906878	0.9775888248332351	0.9772106627011337	0.9780990247114398	0.9728136691760808	0.9764207887477333	0.9761582707273457	0.9776016470175432	0.977711019599901	0.9772463038663601	0.9774428115090362	0.9769721473568062	0.9782420838852338	0.9782500103178319	0.9778408312361931	0.9775213143547148	0.9764480494586916
CosteaPI_2017__SID713B032-11-0-0__bin.61	0.9788864000616225	0.9773468515789465	0.9780074951092762	0.9780430047892632	0.9773466915279958	0.975097382393769	0.9775113769001651	0.9773648524155213	0.9773971150744274	0.9772512985666777	0.977837874142672	0.9763425795855873	0.9779935228625726	0.9780020770507937	0.9771631967865976	0.9771914007747227	0.9773730662075695	0.9778828689900962	0.9771154716602801	0.9764724221525826	0.9765210062872273	0.9822355481719768	0.9763692840680054	0.9755246286943936	0.9772983386110814	1.0	0.9768679230850569	0.9775026800534858	0.9766744440116198	0.9775753170603227	0.9774971495430975	0.974654703137979	0.9779188587845584	0.9779786588332322	0.9778362495434776	0.973638843619842	0.9764678459061228	0.9769895162038925	0.9773417151158253	0.978041859490754	0.977597700109457	0.9767445976069277	0.9763474376464703	0.9772792057506864	0.9783288166078001	0.9775277696022713	0.9782961850396324	0.9772830797524074
