	XieH_2016__YSZC12003_37270__bin.2	XieH_2016__YSZC12003_36033__bin.55	LeChatelierE_2013__MH0305__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.75	CosteaPI_2017__SID713A052-11-90-0__bin.22	BackhedF_2015__SID532_M__bin.11	NielsenHB_2014__V1_UC35_4__bin.75	NielsenHB_2014__O2_UC49_2__bin.47	XieH_2016__YSZC12003_37264__bin.57	CosteaPI_2017__SID713B026-11-0-0__bin.2	NielsenHB_2014__O2_UC21_2__bin.29	XieH_2016__YSZC12003_37172__bin.8	CosteaPI_2017__halbarad-11-2-0__bin.19	CosteaPI_2017__halbarad-11-0-0__bin.24	BackhedF_2015__SID377_M__bin.5	RaymondF_2016__P12E0__bin.20	ZellerG_2014__CCMD25511638ST-21-0__bin.46	XieH_2016__YSZC12003_37138__bin.8	RaymondF_2016__P23C0__bin.13	XieH_2016__YSZC12003_37348__bin.40	LeChatelierE_2013__MH0440__bin.36	Obregon-TitoAJ_2015__NO21__bin.26	LiJ_2014__V1.FI15__bin.3	HeQ_2017__RSZAXPI003077-109__bin.50	XieH_2016__YSZC12003_37255__bin.85	CosteaPI_2017__SID713B032-11-0-0__bin.61	LeChatelierE_2013__MH0203__bin.118	RaymondF_2016__P22E0__bin.15	XieH_2016__YSZC12003_37308R1__bin.82	CosteaPI_2017__pluto2-11-30-0__bin.1	HeQ_2017__RSZAXPI003105-143__bin.51	KarlssonFH_2013__S312__bin.7	ZellerG_2014__CCMD13934959ST-21-0__bin.7	XieH_2016__YSZC12003_36052__bin.73	XieH_2016__YSZC12003_36694__bin.98	QinN_2014__LD-35__bin.32	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.66	ChengpingW_2017__AS38raw__bin.1	CosteaPI_2017__mickey2-11-7-0__bin.54	ZellerG_2014__MMPU68403337ST__bin.4	LoombaR_2017__SID5639_uuc__bin.14	NielsenHB_2014__V1_UC5_3__bin.31	FengQ_2015__SID530373__bin.60	RaymondF_2016__P22E90__bin.67	CosteaPI_2017__halbarad-11-7-0__bin.51	LiJ_2014__V1.FI17__bin.17	LeChatelierE_2013__MH0456__bin.69	ZellerG_2014__CCMD19497912ST-21-0__bin.24
NielsenHB_2014__O2_UC21_2__bin.29	0.7278889207059926	0.746766803769459	0.861976753267038	0.8871674389545479	0.8347959077419691	0.7317163013484667	0.8739853959493934	0.7096924298432863	0.6790929088353205	0.8519511115739054	1.0	0.6427038319362732	0.7741630655490186	0.8495014838340188	0.8541560368615609	0.8144543655958765	0.7842915343364398	0.8908581506742334	0.8120737231217785	0.4642890612797418	0.7037011245899932	0.5416840214505129	0.7186858957671682	0.7086719685531316	0.7110103087416046	0.6589056073306607	0.8548048888426094	0.8648253241005883	0.7609556411724892	0.8630954860207216	0.552012287186963	0.8623581246420576	0.6630681522361639	0.6796714739417921	0.7673263653876191	0.8976720726818348	0.5891094392669339	0.9058227469151872	0.6287369188316759	0.8844705055448534	0.9145981933670017	0.9151240433175405	0.7215468318842089	0.8473720518560941	0.8274977872650596	0.8773207684698288	0.8466874056333629	0.6229558233977196
XieH_2016__YSZC12003_37172__bin.8	0.6089412157666395	0.6590021950411324	0.789018624607544	0.8506372108138353	0.7881591173456118	0.6022364208756017	0.7914365206550339	0.5859701395688741	0.5542018788956395	0.8527269410317385	0.5252530786156614	1.0	0.7188331550671304	0.7796592500480015	0.7662129610078361	0.743425912973826	0.6889088991445882	0.8696458308845	0.7719715532881205	0.3710029056238688	0.569309740142659	0.4079436341945603	0.6099086933096188	0.5904288334901473	0.5675343470483957	0.5641484415846207	0.7543160189070323	0.804965781930881	0.6573720033593118	0.8130981247742862	0.43672595812986964	0.8010017301838633	0.5427474553851375	0.5652196344222021	0.6538366414966489	0.8547023184889266	0.44898297845859925	0.8331938938817018	0.4912791393438917	0.8198784456747265	0.8866556710725279	0.8606337695935478	0.5896395335045611	0.772617247481181	0.7557308019000641	0.8146288561479501	0.7412883141584142	0.5118557219196158
CosteaPI_2017__halbarad-11-2-0__bin.19	0.7103437252336199	0.7601221576804431	0.8204794000252867	0.887267806352734	0.8582620387093061	0.6518773365842928	0.8676972907186272	0.6545725354914113	0.6656611923222808	0.8938958164797742	0.6113784266904869	0.6946212176501607	1.0	0.9192946226567342	0.8239018503537577	0.8562627397488387	0.7543293302811045	0.9064009432168257	0.8613247180166131	0.4763969651772489	0.6429046473164679	0.5112623748382316	0.7403794659147795	0.6779977406379871	0.6807993289756497	0.644477874596157	0.8294433519968833	0.8830990881346489	0.7554050456343843	0.8720433246542858	0.5640341021811375	0.8923811804806746	0.6515052305566891	0.6791243378928314	0.7541114118339995	0.9195459484129472	0.5348443373583145	0.9200270136641033	0.5653924947653316	0.9509945612900772	0.9366396975456421	0.9201704081139672	0.6936616569408567	0.8645071496781077	0.9023185700438201	0.8879231035698536	0.8036236137251617	0.5567908836079072
CosteaPI_2017__halbarad-11-0-0__bin.24	0.7106830821858328	0.7571743168800571	0.8206656761726404	0.8927713129268909	0.8490618309917651	0.659012048283752	0.8690759143820488	0.653977141864671	0.6643877123363703	0.8930139021563067	0.6160586518457548	0.6918389962658249	0.8441798407406429	1.0	0.8174572684263982	0.8479918897795364	0.759733774839438	0.9091031372356533	0.8616028446182948	0.4664679385767847	0.6502061536486553	0.5068000498393437	0.7269950840283782	0.6887792570162091	0.6850441380247762	0.642145489350616	0.8234125036341188	0.8804186127294215	0.7537827873030496	0.871424876628746	0.5669003515184009	0.8927859437948129	0.6500636206772865	0.6720613665796995	0.7533986090292277	0.9227282509788522	0.5269434512235182	0.9126169053543313	0.5661522894004554	0.9450554273912501	0.9415770565336736	0.9238949447047585	0.6894296226935145	0.8600165753574651	0.8869524751652816	0.8866759045652084	0.8091275849439874	0.5643064402248812
BackhedF_2015__SID377_M__bin.5	0.6865250175751197	0.7144761858897638	0.834976117194534	0.8711839327759341	0.8219938991081895	0.666331924963091	0.8450707749718963	0.6433121770911088	0.6352089727773316	0.8532660450574608	0.6196555229312231	0.68015028911013	0.7568519360487542	0.8177494309627106	1.0	0.7957782886247782	0.7477275098663819	0.8871235867313866	0.8055514243991292	0.4293890940303137	0.6539417606091638	0.4873711728376701	0.677075292332432	0.6748109464786258	0.6759993031329274	0.6194397585327266	0.8135620908089559	0.8365251828213768	0.7347377376654292	0.8551616556919546	0.52011023341742	0.8455306316986702	0.6315744993864643	0.6536872813733002	0.7461180113226735	0.8857156886212844	0.5285817008183467	0.8679644635563544	0.5718951054530793	0.8568877708799268	0.9188522844822905	0.8948061212879199	0.6675235865425336	0.8140313901789901	0.7962999946649065	0.852260403550245	0.8126452101483864	0.5829958768698205
RaymondF_2016__P12E0__bin.20	0.7102518511301636	0.7523860093530788	0.8253293063133281	0.8941436087295401	0.8498275526110678	0.6572281761496492	0.873521044427124	0.6409041309431021	0.6651096063912705	0.8954325798908808	0.6096346453624318	0.6808992595479345	0.8115817420109119	0.875259158222915	0.821073168355417	1.0	0.7580290335151988	0.9216781956352299	0.870853955572876	0.46561769290724864	0.6497564302416212	0.5086477007014809	0.723273577552611	0.6881474084177709	0.6828789945440374	0.6467756235385814	0.8189273187840997	0.8871789750584568	0.7504126071706937	0.8760605027279813	0.5674098791893999	0.8943725643024162	0.651842848791894	0.6718277474668745	0.7496950506625097	0.9328010522213562	0.5407842946219797	0.9035483242400624	0.5679700896336711	0.9195761886204209	0.944807092751364	0.9219899649259548	0.6894324824629774	0.8657940374123149	0.8515734606391271	0.8905611847233047	0.809937646141855	0.5636593920498831
ZellerG_2014__CCMD25511638ST-21-0__bin.46	0.7101288143572628	0.7511333519685751	0.8330725450345838	0.8890949157315768	0.8424488389053407	0.6807888171735662	0.8570337178778523	0.6545430757816818	0.6618355152679376	0.8822448880939721	0.633201170237137	0.6805628823814999	0.7711653611488837	0.8458000298444097	0.8321362292218806	0.817611774670503	1.0	0.9113584250558532	0.8275765498601306	0.45957553683157454	0.6599628836425312	0.4953662350436422	0.7130323391501909	0.7017392775551123	0.7039282178894117	0.6515933131708425	0.8444438956622622	0.8688464294946837	0.7611543481413449	0.8698242542575573	0.5554212790641465	0.8729169337601224	0.6506396581764224	0.6631863951525953	0.7582870780010971	0.9118271083919538	0.5584645681703065	0.896620646026385	0.6007642901128833	0.8817005428740167	0.9368759208156351	0.9063852324816467	0.7043012730111958	0.8486415539269568	0.8196662049890605	0.8761924628153367	0.8163150140499915	0.5928581486798052
XieH_2016__YSZC12003_37138__bin.8	0.6779293043763609	0.72669473939542	0.8206155213145296	0.8823736608934215	0.8312922472561997	0.6511142717182669	0.8389743289790642	0.6205738896097501	0.6385460557185318	0.8838871109876305	0.5887174639410516	0.7032068024829355	0.7584746108962386	0.8284257667566537	0.8081079465376657	0.8137196250910156	0.745973487313297	1.0	0.8293173217567376	0.43674496839130017	0.6272121681559606	0.48164484801202156	0.6900012085236614	0.6754369931243175	0.6591778340417461	0.6275076328376092	0.8028807591420944	0.8607535596612865	0.7323902834697618	0.8634880057252196	0.5299040793479649	0.8591269986336372	0.6320238986629255	0.6428300785626396	0.7227431680781162	0.905330879585885	0.5127155182609645	0.8754227144817691	0.5549196589812877	0.8712178262831102	0.9288747268456974	0.8975283755764679	0.6630025318785747	0.8349027654548027	0.8043567923115531	0.859274515934664	0.7906733799224223	0.5611996812250043
RaymondF_2016__P23C0__bin.13	0.6840764753799258	0.7320219459423597	0.8059572691787411	0.8683662731337287	0.8378104923277664	0.6373192519065399	0.8513170698444175	0.6208510410869028	0.652295588327442	0.8979162596801362	0.5749107086910208	0.6687264792501373	0.7721366884995743	0.8411126120979127	0.786113220274011	0.8236588795553311	0.7256863175121543	0.8884383880753254	1.0	0.4467380567114997	0.6309449213609876	0.4929967600800581	0.7030179356660265	0.6521057636664541	0.6578410485693118	0.6249958533447842	0.7877313372870923	0.8618915013840613	0.731780518460909	0.8586096541505255	0.5490157683475672	0.8633151863414706	0.6415856993840835	0.6402163816839475	0.7206495136434171	0.9019076456950347	0.516143389494403	0.8786278625743172	0.5517258379007972	0.8806786139482423	0.9176041179050729	0.8955568128623715	0.6681321253358791	0.8340849529861446	0.8135567059708149	0.8598872846964464	0.7879091827219014	0.5485172482427396
XieH_2016__YSZC12003_37348__bin.40	0.7393270327887866	0.804852456304246	0.8449647044225794	0.9015455245963104	0.8677595962520421	0.6926987472340334	0.8921558490135131	0.6786470523180171	0.7123430670782311	0.8915615202229138	0.6414507017305667	0.6271832142128201	0.8334242959092016	0.8886663028163632	0.8177352746275555	0.8594120191084349	0.7864435491049552	0.913070647800399	0.8718120014853724	1.0	0.6766905327289942	0.5425538514933298	0.7771905421699205	0.6670158310847445	0.7378578448253383	0.6690901374688787	0.8662382584098423	0.8905472949947805	0.7825601814096472	0.8830754761598627	0.625863282798902	0.904696995717416	0.7099630545083121	0.7195109779990451	0.7816115930978736	0.9175222693469307	0.5914371697361666	0.9182370823401629	0.5985466368273452	0.9155747411163131	0.9301263555596716	0.9198780052491551	0.7421718985882668	0.8696756547282407	0.8720655577924057	0.8969806119338704	0.8337965381471868	0.6023661658779746
LeChatelierE_2013__MH0440__bin.36	0.6769467684402647	0.7187196460952442	0.8493212239521057	0.8528740885340551	0.8199795342718281	0.6927572224948231	0.848224128656566	0.6816073567974738	0.6335128955934913	0.8689768257809127	0.638463995729713	0.6320319940858415	0.7386132077755596	0.8134695904433434	0.8178508859723553	0.7875821566720577	0.7416576767442369	0.8611211983256601	0.8086017467315949	0.44438913698516086	1.0	0.49494704359979524	0.6934191405929393	0.6783963749798502	0.6621973909444172	0.6424791991794814	0.8150839384185885	0.8198307355557485	0.7358261842045439	0.8207176231412708	0.5213670822992709	0.8437755194226609	0.6501145809160923	0.6468191617318045	0.7223604908704312	0.8858011187065377	0.5461698206680236	0.8534864070601448	0.5788541672202333	0.8465649048780589	0.8810059029395423	0.8593722229406288	0.6718297459261923	0.7979342959193133	0.774346747065211	0.8286972495265899	0.8145507430193031	0.5750391334718579
Obregon-TitoAJ_2015__NO21__bin.26	0.7995900369768897	0.8223982836851955	0.8901642156214344	0.9439262066558401	0.9206554288098869	0.7345856378108111	0.9294196258276705	0.7363316501865058	0.7472745224707356	0.9225055533604765	0.7102925125425302	0.6545361759939513	0.848901659223784	0.9163680553125797	0.8809229800317969	0.891056849514385	0.804550726097082	0.955696002689849	0.9131252170781515	0.5149430839220934	0.7153223253198249	1.0	0.7866058833619357	0.7191019386198992	0.760630749104166	0.7263428550459843	0.8898783338297152	0.9205530233919575	0.8266225071747796	0.9034163300799701	0.6426853090040817	0.9397898811499787	0.7199100880430581	0.749208278112634	0.8285127405140581	0.9659391046182283	0.6366041339360461	0.9431172038541986	0.6532595217837659	0.9530087138476873	0.9659425181321594	0.9391865425626785	0.7728972114151319	0.902545884027571	0.8952657121912797	0.9511065332096503	0.8696660644659173	0.6333331342116874
LiJ_2014__V1.FI15__bin.3	0.722151014081015	0.7721436784419785	0.8381200747439066	0.8970991812516989	0.8654086519597529	0.6743601787393847	0.8699743764422492	0.6690654395867476	0.7064265884501785	0.9009944624455087	0.6279670953940149	0.6520859941610588	0.8191708112079465	0.8759338723416839	0.8154955991852323	0.8443013457770034	0.7716898923992543	0.912324328504701	0.8676792881359402	0.49153046451086074	0.6677984780539289	0.5241598418686432	1.0	0.6845436379538002	0.7094478481556838	0.6683830545600948	0.8474687496090503	0.907066551874341	0.775048364038764	0.881135352207345	0.5829672148113945	0.8917367722505855	0.6975988008220465	0.7053319291365896	0.7617537977570005	0.9193307167658589	0.5595955276485353	0.9115884899842938	0.598932749818315	0.9044950976322377	0.9306406799284406	0.8988591659662742	0.7275606213798053	0.8854588300053795	0.8605722480833511	0.8914882703700461	0.816678968552286	0.5836837190893799
HeQ_2017__RSZAXPI003077-109__bin.50	0.6329382381688802	0.667980430538687	0.7808246678487029	0.816573974302568	0.7607857291521217	0.6196838009226205	0.7858729987275108	0.5980309349239009	0.5886893361189343	0.8060241693912338	0.5737619575784241	0.5849198173727709	0.6950836602374786	0.7689686514512436	0.7531049526965969	0.7443292559231343	0.7037170911370995	0.8275094778052065	0.7457608721424978	0.39088391895060476	0.6053713271034932	0.44400283477926394	0.6342929254342402	1.0	0.612601594958519	0.5893774814198134	0.7527166195520733	0.7881998361307898	0.6765506321610449	0.7977716948871225	0.4902355554033369	0.8039671102376104	0.5731233418780676	0.5787438977161058	0.6759183393884148	0.8560042785144282	0.5052166788295207	0.8334567182424368	0.5299951787676087	0.8181062304549083	0.89168350585266	0.8391605259622047	0.614533776289548	0.7694281175326882	0.7424460772819841	0.7938325109136367	0.7472241030004927	0.5277215593393594
XieH_2016__YSZC12003_37255__bin.85	0.7027049590916681	0.7456661413504667	0.8017112423003817	0.8525596012781423	0.8262579569393202	0.6492370716176004	0.839394483493711	0.6449735473939666	0.6636424769611868	0.8469494301196029	0.6247240946301096	0.6101642966443045	0.7574497308993429	0.8299902561088022	0.8187390352632795	0.8015917309588126	0.7660842823715625	0.8764287037651219	0.8164477340878369	0.4692564221620917	0.6412858505433477	0.5096769877194949	0.7134032255482082	0.6648198638142531	1.0	0.6358123454644017	0.8128200788203029	0.8669895950795636	0.7521963782917083	0.8354763413289661	0.5701348591138549	0.8588176497093988	0.6503812926438196	0.6721580889164381	0.7477252817379808	0.8794330702177737	0.5565654613366514	0.8742477647376354	0.5899417196366855	0.8639846568023111	0.9054722470648243	0.8841317529626233	0.7037599754801611	0.8370831684572401	0.8036045535536611	0.8554982079017011	0.7813697257757944	0.5653189523258394
CosteaPI_2017__SID713B032-11-0-0__bin.61	0.7210669457255331	0.7696350543716662	0.841428123301773	0.8899602555711313	0.860125109428146	0.698846168168733	0.8711389300373081	0.6851164466953173	0.6847819295077611	0.888980057095141	0.6390212405790808	0.6694648293047155	0.7914480996583506	0.8587516954656511	0.8280909861503573	0.8379977442180597	0.7827165698986287	0.9209005707620617	0.8561784377794875	0.4696798039350582	0.6867568432433524	0.5372080943060756	0.7418562421853945	0.7059909503633298	0.701792444077247	1.0	0.8416408257398984	0.8760765299585388	0.7793512007589122	0.867487012212402	0.5707248230056937	0.8897709062196844	0.696417447154174	0.6811117079122151	0.76040174883061	0.9240791152083505	0.5875756529554593	0.8975184505163872	0.6065320476933146	0.8948290585613362	0.927801092293292	0.8916214805478255	0.711550878486316	0.8546813155740473	0.8323810112896395	0.8856771732414022	0.8240628942805766	0.5930472180477703
