	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.101	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.143	ZeeviD_2015__PNP_Main_481__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.41	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.105	ZeeviD_2015__PNP_Main_415__bin.82	FengQ_2015__SID530623__bin.43	KarlssonFH_2013__S54__bin.3	ZeeviD_2015__PNP_Main_470__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.35	ZellerG_2014__CCMD42428553ST-21-0__bin.23	ZeeviD_2015__PNP_Main_97__bin.31	SchirmerM_2016__G88838__bin.26	XieH_2016__YSZC12003_35837__bin.7	ZeeviD_2015__PNP_Main_38__bin.43	QinN_2014__HD-35__bin.31	ZellerG_2014__CCIS81139242ST-4-0__bin.51	YuJ_2015__SZAXPI015235-21__bin.73	VogtmannE_2016__MMRS11932626ST-27-0-0__bin.20	ZeeviD_2015__PNP_Main_39__bin.62	ZeeviD_2015__PNP_Main_133__bin.53	ZeeviD_2015__PNP_Main_231__bin.42	XieH_2016__YSZC12003_35520__bin.27	QinN_2014__HD-36__bin.36	HeQ_2017__SZAXPI029490-88__bin.96	KarlssonFH_2013__S77__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES35__bin.40	FengQ_2015__SID31874__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES65__bin.58	VogtmannE_2016__MMRS66868025ST-27-0-0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.27	QinN_2014__HD-47__bin.27	ZellerG_2014__CCIS90443472ST-4-0__bin.5	YuJ_2015__SZAXPI017591-140__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.45	YuJ_2015__SZAXPI015222-123__bin.14
ZellerG_2014__CCMD42428553ST-21-0__bin.23	0.9436814924846977	0.9264860010078426	0.9519885143975947	0.9093490199864402	0.9470465750539211	0.8172689220984483	0.918895000793548	0.9293303405235369	0.9057930470563024	0.9088077982735028	1.0	0.8899367136286209	0.9205201286937468	0.9298276793948849	0.9284738937318481	0.8594717822357869	0.941126048342801	0.5208286250701212	0.8953350345248257	0.7005873718346758	0.9170394879750043	0.695243904490458	0.9349809877588814	0.868254201599237	0.9386181439459598	0.8050197582494257	0.907837256093681	0.7353835396923959	0.9511810701123474	0.9220545653879938	0.9401613572085247	0.6906420571691032	0.9352764655589174	0.9052898571394092	0.9354966111475582	0.9124142364714685
ZeeviD_2015__PNP_Main_97__bin.31	0.8826171583178488	0.9006049793676971	0.7522528304377385	0.8352930410568857	0.9261517019878356	0.7661789768758672	0.8827398467245232	0.7342119658853345	0.8419878599214228	0.8303405595320187	0.4926931562949073	1.0	0.8450558799127496	0.8355068347160411	0.8221763141730214	0.7788920062631824	0.8905574872118593	0.4591749265387981	0.7265656032726626	0.6515900296031334	0.8172671582571119	0.5927502084285721	0.8017683327050446	0.7439638721109006	0.8141218000292346	0.7563464931158846	0.8335571823129477	0.6302580384188825	0.8546790240481424	0.7874060957917066	0.6467529480647423	0.6170295557586415	0.897676249184608	0.8502278238680375	0.907075071942781	0.9067151049674228
SchirmerM_2016__G88838__bin.26	0.8679096658450359	0.9024755290556606	0.7455959838085977	0.8146590316147766	0.9191296744382382	0.7754519178503259	0.872303840893425	0.7135653665469817	0.8584362046857241	0.8122762186894613	0.5270690060948083	0.8739814416981374	1.0	0.8189820154158365	0.841071403145983	0.7793645050491346	0.9095448199154583	0.4821900437784294	0.7212288949359572	0.6467574061929685	0.8214075430895493	0.580668058664938	0.7952187958293655	0.7180608844298042	0.8175280388821466	0.7475709127639206	0.8141632055157303	0.6290538180703487	0.8200599346548104	0.7752207556825272	0.6168244180953075	0.6122715284425784	0.9085033338442352	0.8680118462235555	0.9053943701961612	0.9138661286283457
XieH_2016__YSZC12003_35837__bin.7	0.9038031965552471	0.8992581280617575	0.7927829721548588	0.8573312729902378	0.8953030444207882	0.7432300165822437	0.8738034356825807	0.757656815994815	0.8611527751551648	0.852417618572113	0.5241555712958146	0.8507272356962687	0.8063023245650562	1.0	0.8630422933795536	0.7908373826936127	0.9359670597975004	0.48110316860208635	0.7597528907608619	0.6599188781134997	0.8236992503770378	0.6093805530108193	0.8222834516463917	0.7702703705566637	0.8208639423191888	0.7496707876277167	0.8515406809192054	0.6767728199626797	0.8724074268002372	0.8197717900659909	0.6953435311521072	0.6295064164460236	0.9852701685352956	0.8408508645277689	0.9088314671781244	0.876073908486794
ZeeviD_2015__PNP_Main_38__bin.43	0.8656041853328645	0.8628445584353932	0.7651441260006837	0.8155201773160532	0.8724609245256423	0.7218662255368169	0.8315193704502408	0.7373291283418908	0.8185540251748614	0.8072020064711286	0.5142072381372094	0.8224623827168694	0.8135179997504873	0.8478964781441438	1.0	0.7593567270411842	0.8592432311573339	0.47794728800734926	0.7289680218663875	0.6768267490598717	0.8113602817873536	0.5840566231855645	0.7863960479777318	0.743861419986617	0.8006571581797237	0.7266029167064969	0.8070371498518316	0.642758946408232	0.8474537550854419	0.7851501045847152	0.6532247088883236	0.6108845063941686	0.8685549973023462	0.819987913214939	0.8729781773581787	0.8596831188442052
QinN_2014__HD-35__bin.31	0.952298539038649	0.9423003083038769	0.8326557423949829	0.9162671703425975	0.9670789619306824	0.8000325620089819	0.9246951781875948	0.8268722214066035	0.8887847406520684	0.9129356815623741	0.5529593784232459	0.9051518556580725	0.8757255869631504	0.9025911265702229	0.882142937808445	1.0	0.93613470131415	0.5034218342386702	0.8054998738927975	0.7169777938391926	0.8825537273148201	0.6798999235827997	0.8953841940620447	0.8344880612241057	0.9004722432400893	0.8244564214916789	0.9151430281539035	0.7154061593016297	0.9392567956724526	0.8849092969241136	0.7291033777908277	0.7134345578907347	0.935883428007845	0.901800603808814	0.9463103291209763	0.9504238707758793
ZellerG_2014__CCIS81139242ST-4-0__bin.51	0.8540704413058333	0.9016351232477452	0.7292736519010997	0.8127604550105145	0.8912131474329207	0.7279862424633692	0.8503886768375788	0.7043115002284114	0.8509210074262005	0.8089892136986405	0.48581018072812254	0.8303541697341745	0.8199903349907314	0.8570805631378057	0.8008781567015135	0.7510961857191937	1.0	0.4466204558411012	0.7059711635387526	0.6253521498982532	0.7729326884959962	0.5609907389579157	0.7696050560079737	0.7144114349140909	0.7897592431089616	0.7201028417392487	0.8092840719892175	0.6233866796540228	0.8041729432595999	0.7676599728926693	0.6276902515545186	0.5910893145016668	0.9421122575724971	0.8345584487660124	0.9109033385811314	0.878666379736704
YuJ_2015__SZAXPI015235-21__bin.73	0.941788599871802	0.9222597671860533	0.7798491694825389	0.9168881116114176	0.9503153513179865	0.7737692593794266	0.9092350059746611	0.7703680549510553	0.8411879683778202	0.8989973648183466	0.5635308268772702	0.8973948894885532	0.9111856734748788	0.9234285849945002	0.933758022268472	0.8466292623865408	0.9361439299817199	1.0	0.8689634160817302	0.717465794075985	0.8734076143296905	0.6504016080147507	0.8965441927085395	0.8348785679805646	0.8947707866769014	0.7844587590114508	0.9165462502077283	0.7292758394201018	0.9297823007589007	0.8723274272555335	0.6628201983112679	0.6905600354522937	0.9316087269619442	0.8892835946093521	0.9365008269564048	0.9275222170345105
VogtmannE_2016__MMRS11932626ST-27-0-0__bin.20	0.9437170248118572	0.9375146840442614	0.8592132494848426	0.9085147254464074	0.9387188380263248	0.7970207414775179	0.9108247656663476	0.8439198953273938	0.8798624451109802	0.9009805325114093	0.6106422470490994	0.8950734937974099	0.8590930336150508	0.9192124413947634	0.8977207370380107	0.8538963160569992	0.9327589242824584	0.5477469002013741	1.0	0.7130841256689814	0.8891315376108567	0.6642076452304977	0.8863565961849169	0.8560741687022722	0.8829621190316687	0.8100115377305738	0.9045815215737604	0.7183965697074963	0.9369395433891996	0.8935934917821728	0.7481871596481715	0.6989799608625015	0.937030328817839	0.880991277116535	0.9454564137660639	0.9224223547645141
ZeeviD_2015__PNP_Main_39__bin.62	0.9364133994203669	0.9348380645983093	0.8293881388278607	0.8962178437245312	0.9318671916655488	0.8077736432675432	0.8952190983561282	0.809916549526385	0.880175355338046	0.891210589857211	0.5398957066348932	0.9069943738847249	0.8704719691854363	0.9021533897034538	0.9417954646138654	0.8587992735987411	0.9335839966272617	0.511005925964336	0.8057254261858411	1.0	0.8820353213175773	0.6810485248215278	0.8741530109467452	0.8372614311818224	0.885714672200723	0.8175018289665466	0.8925029843999581	0.7325188561096501	0.9128882115356217	0.8757317275251293	0.7008222176881638	0.7113276437161895	0.936182876364116	0.9009122851316574	0.9431859300900787	0.9197272500797531
ZeeviD_2015__PNP_Main_133__bin.53	0.9007983556565724	0.8851846003303183	0.8116111044955396	0.8624704672261714	0.8992541949913796	0.7941365039753832	0.8640077246863788	0.7864100917953682	0.8355721290001915	0.8571196204617899	0.5409726788404686	0.8708311113642286	0.846275548330201	0.8619820654734477	0.8642363933515232	0.8092204383190006	0.8833039084220826	0.47619127745534057	0.7690455111046681	0.675189536121883	1.0	0.6359508560837083	0.8391410859776923	0.7839391758608728	0.8588898610902577	0.7697155534385727	0.8569241734706381	0.6677854173246284	0.8840684383742262	0.8299296218251729	0.6955656399875052	0.6517013811587374	0.8897743687450491	0.8521311919591469	0.8906122452501635	0.8845029088380008
ZeeviD_2015__PNP_Main_231__bin.42	0.9597572341767584	0.9299506371975234	0.8827154876185037	0.9351850399013372	0.970877515604357	0.8316788060038725	0.9240578545852803	0.8800323855131315	0.8936299076448012	0.924438823702932	0.5966158394030019	0.9187807732982699	0.8702646385971299	0.927659173855602	0.9049905699159922	0.9068615236881827	0.9325979646081572	0.5158415996937185	0.8357188360044059	0.7583821051211161	0.9251110113882778	1.0	0.9217061391259049	0.9061347325213942	0.9325854120836877	0.8530689353262558	0.9305443716049344	0.7540891417525207	0.9702486341284312	0.9314506638716379	0.7957861175355628	0.7456839713676917	0.9412918430557865	0.9133317224260264	0.9368193785872762	0.950993689218323
XieH_2016__YSZC12003_35520__bin.27	0.958324617893523	0.9441324882596084	0.866640813432822	0.9568035036993571	0.9627676411299653	0.8148276008877716	0.9475069831497384	0.8421692467453616	0.8928227659011271	0.9490641931477207	0.591590788350866	0.9163262246195595	0.8787615992477265	0.9229590599542046	0.8984449187289094	0.8805751820061493	0.9433388433423604	0.524285071701075	0.8222915652436281	0.7177257237208665	0.9000493309318826	0.6796002250897305	1.0	0.8552151032247436	0.932623017276007	0.8362722104885151	0.9511494199681987	0.7209090959574551	0.9474227596074998	0.9125870695575395	0.7473071604819438	0.7067081737559442	0.9458437995738844	0.9111913651433003	0.9521036449357587	0.9329779593468696
QinN_2014__HD-36__bin.36	0.8973234700987506	0.8764538223871723	0.8220869095080617	0.8726171819413097	0.8987386658843869	0.7517977775945909	0.8679391608575174	0.8247653275650941	0.8166043498503982	0.8637304155646668	0.5467104411791118	0.8461452378638787	0.7896553010434133	0.8603911429835901	0.8457344488496296	0.8167121128877685	0.8714451437784576	0.4858597855515556	0.7903520765799144	0.6841069322488258	0.8367689325610622	0.6648836642748491	0.8510737849832668	1.0	0.8706525788754053	0.7711569006797822	0.8669794250888009	0.6840157481402817	0.900125309070378	0.8603653535387493	0.7341034552790303	0.6711560256807607	0.8754950076700572	0.8364322882007303	0.883634340672119	0.8882833486304653
HeQ_2017__SZAXPI029490-88__bin.96	0.9396131110451698	0.9328151582142593	0.8403122317601311	0.9151414537589292	0.9486863349738576	0.7834101117558326	0.9103313228103335	0.8336345653701528	0.8719754261876849	0.9106833375418847	0.5675357509433863	0.889152506844608	0.8633218781135725	0.8804764050628209	0.8741427932722732	0.8462779085548866	0.9250818898591897	0.5000267548885161	0.7827896636799956	0.6949451834346113	0.8803481584897683	0.6571058109406709	0.8912340813941199	0.8360624056669065	1.0	0.8056887526428744	0.9100111486072643	0.692023372716824	0.9191179819826831	0.8752868411498146	0.7293037670440801	0.6859259115125179	0.9244671907676619	0.8799183113552611	0.9376367871314735	0.9269228915268374
KarlssonFH_2013__S77__bin.4	0.9546866725682884	0.9647427777165095	0.8228907415079737	0.9194239858202111	0.9693880693847907	0.8254441367785292	0.944062263103041	0.8181530507112249	0.9033544857789793	0.9148800351315396	0.5467867457921138	0.9279291765647991	0.8868080870101729	0.9032839445088588	0.891127994650786	0.8703973063170204	0.9475172950304172	0.49244612286302175	0.8066801589265009	0.7205308876376921	0.8862462406967491	0.6752086183548385	0.897719132481473	0.8318474957352338	0.9050539342654716	1.0	0.9180628373685921	0.7114002640826704	0.9158402905902914	0.8835130148643372	0.7075577519391397	0.7114464636469042	0.9582425487057664	0.8984002034767904	0.9695197133043816	0.9492698978542538
Bengtsson-PalmeJ_2015__TRAVELRES35__bin.40	0.9397668427399611	0.9275587867379265	0.8173225151778871	0.9946741144574457	0.9477372880329562	0.7794513295465753	0.9369406154894901	0.801735876216956	0.8703560163950593	0.984270622289045	0.5368988319644832	0.8904354656484059	0.8409336671401556	0.8933715584822286	0.8618059652686343	0.841224335140204	0.9271855032795309	0.5009749489168291	0.7843879275890646	0.6849305943641552	0.8590917663098486	0.6413040093152174	0.8890262448981711	0.8142968862190495	0.8900755909816792	0.7993655478832276	1.0	0.6921293853236883	0.9239189486123198	0.8563857856427309	0.7115799189935966	0.6748969253208161	0.9400782727400131	0.8944792976907465	0.9367286700727881	0.9173931924862322
FengQ_2015__SID31874__bin.19	0.9595931812905709	0.9725882238854654	0.8609434644239331	0.9421114960666943	0.9565411593921815	0.8239365969338729	0.9355214091137499	0.8532278966438338	0.9111064093635303	0.9384029926623352	0.59093503066421	0.9148013952435946	0.8828348011601562	0.9647415948915512	0.9326216062932892	0.8935459698676752	0.970430709464324	0.5416201634445003	0.8464256433313057	0.7638306312977705	0.9096523939241666	0.7061401884813061	0.9155619029147897	0.8729340961918783	0.9196918004460783	0.841643966041628	0.9404347353356901	1.0	0.9492934154963724	0.927030052982818	0.7551000737586652	0.7321755279915604	0.9886200076991116	0.9165069541785312	0.9779499792829247	0.9379010811080843
Bengtsson-PalmeJ_2015__TRAVELRES65__bin.58	0.922634467854408	0.8882033084296163	0.8134163650513005	0.8934909478115336	0.9958467574432626	0.7499203768566481	0.8784559446908033	0.8057775132646565	0.836026852775669	0.8850933464872008	0.5386326521568242	0.8742086867710445	0.8110374036187218	0.8763772525894606	0.866516821916265	0.8267081493924827	0.8821859110316468	0.4866177206948522	0.7779286717451529	0.6708099692731287	0.8486489329670461	0.6402578754433115	0.8479195891155887	0.809509550428474	0.8607885114054717	0.7635505336717886	0.8846651002961691	0.6689661084970422	1.0	0.845629258906299	0.7300910043864173	0.6549880534222627	0.8895340192727352	0.8505636158888449	0.8948895816482011	0.9121966917360496
VogtmannE_2016__MMRS66868025ST-27-0-0__bin.44	0.9647366236510452	0.960601086710437	0.8895904082710738	0.9391225190551656	0.9675029243075994	0.8157516413855558	0.9312433967247755	0.8657450381103313	0.9032587163232964	0.933897913365029	0.5946268206173119	0.9172109652101729	0.8731303297864312	0.9378278054486454	0.9142649611350087	0.8870028677080976	0.9590427137574523	0.5199296279526073	0.8449414195155083	0.7328437476416875	0.9072810542600559	0.699987265112067	0.9301298015244133	0.8811712323598219	0.9335422798279375	0.8388598030337333	0.9338408422005886	0.7439707380575051	0.9630268470304127	1.0	0.7723563315976153	0.7220469209870953	0.9592559052147008	0.916644026865897	0.9678274281186325	0.9446824767942043
Bengtsson-PalmeJ_2015__TRAVELRES26__bin.27	0.9858916733102587	0.9054235079361715	0.9190041513619499	0.9017547234716885	0.9547230369340244	0.7704496285294592	0.8895696419633731	0.9011678049082695	0.8787132788694644	0.8952198200225094	0.6985749291214318	0.8680237528116388	0.800456926970484	0.9165418106111616	0.8764047325200164	0.8420504326078911	0.9035187398206311	0.45518034431468835	0.815116304978102	0.675726406824776	0.8761156207832211	0.6890478278850444	0.8775888950660257	0.8662782135285816	0.896220298795893	0.7740358096405722	0.8940253320573289	0.6982151697797806	0.9579836956196854	0.8898984250475105	1.0	0.6637978304663992	0.9183954950739599	0.8759357411123955	0.9116529963551271	0.9073282760517118
QinN_2014__HD-47__bin.27	0.9700694753805444	0.9596731200385595	0.8788593038342912	0.9508122095556643	0.9739662068243616	0.8299770200563301	0.9418971355402843	0.8624130644874669	0.8941468087333523	0.9417973285815484	0.5746805568741434	0.9273892203615933	0.8897814714466897	0.9292143488326238	0.9178339212206634	0.9227116820393726	0.9528132173625159	0.5310703931177017	0.8527798672324017	0.7680607994780826	0.9192525189085501	0.7230539468783548	0.9293835337992614	0.886924192963366	0.9439443953524038	0.8715740044255866	0.9495688826245822	0.7581634789297773	0.9624482403546312	0.9316462305832864	0.743359185769962	1.0	0.952519882276475	0.9329352009406198	0.9652373579880864	0.9600656535043197
ZellerG_2014__CCIS90443472ST-4-0__bin.5	0.8239275927829182	0.8637456522083826	0.6992131812501171	0.7890385921011095	0.8547859221642596	0.6995360673909502	0.8177970804750463	0.6759960100498311	0.8229322674246803	0.7846219709604277	0.4608269921282089	0.7989143674242479	0.7817902306762015	0.8611831038295161	0.7727281572570822	0.7167340787582721	0.8992526771441297	0.4242370733830828	0.6769401637205709	0.5985645981292784	0.7431739851789495	0.5404613091591555	0.7365440083719763	0.6850797053087383	0.7533297633273417	0.6951234102542296	0.7832086233662898	0.6061798101025884	0.7739822239647823	0.7328996472757202	0.6089996583749313	0.5640251505240413	1.0	0.8026978290231397	0.8721435747820159	0.8429994969318609
YuJ_2015__SZAXPI017591-140__bin.22	0.8709021810096695	0.8979015892139217	0.7802242470081324	0.8454834743175715	0.9125250128398905	0.7543542604202687	0.8659454334180908	0.7291905187234318	0.850690299396515	0.8405092131560309	0.5041391082497467	0.8552254994320309	0.8442172024800845	0.83066129203715	0.8245209529499979	0.7805696308994766	0.9003278295921496	0.4576992300953186	0.7193381173889792	0.651025012228952	0.8044182256798625	0.5926983075782032	0.8019618456696069	0.7397467211949631	0.8104025718066551	0.736582059832057	0.8422646430754807	0.6351446844889642	0.8364501378480873	0.7915449371731225	0.6564843585492085	0.6243681368697711	0.9072289907418382	1.0	0.9038623123858818	0.8987540520495153
Bengtsson-PalmeJ_2015__TRAVELRES45__bin.45	0.8717863572148882	0.9900864715855875	0.7492048886309105	0.8323141361496624	0.9117343267623997	0.7417136651395586	0.8717164279199016	0.7294947627543582	0.862935524807895	0.8264947195739739	0.48877252688169986	0.8560327773508567	0.8261676186094464	0.8423453597709376	0.8235680066215018	0.7684870319370529	0.9219726633775697	0.4522201404776362	0.7242771966683086	0.6394613686500474	0.788798244048654	0.5703781034945923	0.7861948107877592	0.7332071294253685	0.8102050151150452	0.7457783531765669	0.8275493909081981	0.6358510299668046	0.8256662675983949	0.7841057208659463	0.6410376437419586	0.6060733783759513	0.9248145440705499	0.8480161288288677	1.0	0.8984936159903459
