	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.101	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.143	ZeeviD_2015__PNP_Main_481__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.41	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.105	ZeeviD_2015__PNP_Main_415__bin.82	FengQ_2015__SID530623__bin.43	KarlssonFH_2013__S54__bin.3	ZeeviD_2015__PNP_Main_470__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.35	ZellerG_2014__CCMD42428553ST-21-0__bin.23	ZeeviD_2015__PNP_Main_97__bin.31	SchirmerM_2016__G88838__bin.26	XieH_2016__YSZC12003_35837__bin.7	ZeeviD_2015__PNP_Main_38__bin.43	QinN_2014__HD-35__bin.31	ZellerG_2014__CCIS81139242ST-4-0__bin.51	YuJ_2015__SZAXPI015235-21__bin.73	VogtmannE_2016__MMRS11932626ST-27-0-0__bin.20	ZeeviD_2015__PNP_Main_39__bin.62	ZeeviD_2015__PNP_Main_133__bin.53	ZeeviD_2015__PNP_Main_231__bin.42	XieH_2016__YSZC12003_35520__bin.27	QinN_2014__HD-36__bin.36	HeQ_2017__SZAXPI029490-88__bin.96	KarlssonFH_2013__S77__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES35__bin.40	FengQ_2015__SID31874__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES65__bin.58	VogtmannE_2016__MMRS66868025ST-27-0-0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.27	QinN_2014__HD-47__bin.27	ZellerG_2014__CCIS90443472ST-4-0__bin.5	YuJ_2015__SZAXPI017591-140__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.45	YuJ_2015__SZAXPI015222-123__bin.14
ZellerG_2014__CCMD42428553ST-21-0__bin.23	0.9815814315408975	0.9841817293369004	0.977853955649523	0.9812230361641139	0.9818422627666763	0.9788944840540775	0.9819672966226886	0.982588466393631	0.9820060235613297	0.981408217661147	1.0	0.9808701583675079	0.9787177242123428	0.9821085286927411	0.9768519576110237	0.9823833156332543	0.9828463295979111	0.9790497909753594	0.9830522043080583	0.9768701645375233	0.9795317929540047	0.9830537002769856	0.9809735461655317	0.9805398502624787	0.9819916764782199	0.9810545251366195	0.98128119297652	0.9817130842896825	0.9816520674679823	0.983908990532274	0.9819426649272129	0.9821528986052087	0.9825529292717602	0.9769595938541682	0.9842473084233001	0.9817061489046695
ZeeviD_2015__PNP_Main_97__bin.31	0.9834606706933838	0.9865443634064953	0.9773061609405017	0.9834107244222815	0.9833068828176575	0.9789521247641646	0.9843886248054541	0.9864967114515166	0.9838172232526847	0.9835819352523177	0.9808701583675079	1.0	0.9789541018011414	0.9831610229002529	0.9775701118687223	0.9834695964404372	0.9840209804199721	0.9832946946722739	0.985679160132369	0.9781160107456254	0.9787334502257007	0.9836402536242279	0.9832933017659679	0.9825514628164755	0.9836328522694322	0.9830228911515279	0.9835185066442826	0.9838409796149127	0.9828465929118012	0.9849138706820924	0.9826622599728161	0.9839125641463127	0.9837850394570956	0.9783853855374579	0.986510887309351	0.9831374972759198
SchirmerM_2016__G88838__bin.26	0.978693961093572	0.9792404081200825	0.9797408946358023	0.9781227253473921	0.9781061872471605	0.9806094631608961	0.9781743097948924	0.9771424815443204	0.9782812630342423	0.9780832949245797	0.9787177242123428	0.9789541018011414	1.0	0.9772651386349982	0.9788889093582378	0.9785935087914432	0.9786982379290705	0.9774812017668342	0.9781901202324638	0.9793377941406902	0.9792252431470935	0.9785280077773139	0.9775015403411395	0.9771835244086076	0.9782363821795171	0.9776976724644988	0.9781232897568523	0.9774434989038964	0.9775401391753551	0.9785347260336132	0.9773527159360624	0.9783484170323598	0.9779957648173774	0.9790549293090597	0.9792074271214631	0.9785253948673206
XieH_2016__YSZC12003_35837__bin.7	0.9831955849978241	0.9869600181189819	0.9755336255333135	0.9872302465321275	0.983409047475415	0.9775913161080028	0.9878809926214897	0.9842617291528586	0.9883751437487373	0.9871295513915901	0.9821085286927411	0.9831610229002529	0.9772651386349982	1.0	0.9756040351655785	0.983623410916162	0.9902188157300649	0.9830535200259831	0.984884168941322	0.9759487549855557	0.9788229570377667	0.983109433819291	0.987939453590161	0.982198064529942	0.9835142647340976	0.9834715198018387	0.9873031858235692	0.9941839886981626	0.9831480161738213	0.9902743236209008	0.9823989384220768	0.9842369203705122	0.997000534363507	0.9763075933378835	0.9870247936133786	0.9834717316774162
ZeeviD_2015__PNP_Main_38__bin.43	0.9761746998381854	0.9774476680839038	0.9769242619231264	0.9755727473295963	0.9759389992859604	0.9769991560764738	0.9758386450156245	0.9756774469641993	0.9761328862620593	0.9755849721250683	0.9768519576110237	0.9775701118687223	0.9788889093582378	0.9756040351655785	1.0	0.9765350249025315	0.976219411590008	0.9757737961052984	0.9768853993893376	0.9998234545691753	0.97679591991597	0.97612221431613	0.9754468792622475	0.9750148928315112	0.9766208050703404	0.9763803581801336	0.9753882584170128	0.9764426527758435	0.9756496020464543	0.9777686407468473	0.974943712023831	0.9761251963486608	0.9764505789537746	0.9770385833601726	0.9773526495451275	0.9765957907949318
QinN_2014__HD-35__bin.31	0.988956923651622	0.9857906453458933	0.9765068887959583	0.9851681543362388	0.9904340815282893	0.9786796925085725	0.9860188078203079	0.9860691341978285	0.9839693904778847	0.9851903127027872	0.9823833156332543	0.9834695964404372	0.9785935087914432	0.983623410916162	0.9765350249025315	1.0	0.9842665137266512	0.9878778531770512	0.9870664651667894	0.9766102865123409	0.9795348857048105	0.989537734954568	0.985224261094811	0.9891143397498864	0.9888951131391019	0.9862777272039792	0.9853283560601386	0.9841610298586391	0.9904077279235464	0.9848515464312225	0.9883992815621827	0.9887723968357194	0.9837157608889662	0.9778271157874964	0.9857638398548837	0.9899386974469977
ZellerG_2014__CCIS81139242ST-4-0__bin.51	0.9843718642278629	0.9877681321570999	0.976645342916855	0.9864547425355923	0.9845588992210822	0.978866209012472	0.9872707496281826	0.9848338087118359	0.9889482931504175	0.9863920656862022	0.9828463295979111	0.9840209804199721	0.9786982379290705	0.9902188157300649	0.976219411590008	0.9842665137266512	1.0	0.9845474595025939	0.9858566671319254	0.9762996494181017	0.9800360476532392	0.9835010528880224	0.9866081327423035	0.9829185169448755	0.9846036468041106	0.983610837608881	0.9865561037052587	0.9905382989044824	0.9835284551395117	0.9907147114773641	0.9833048836087483	0.9844740412203092	0.9915031692301157	0.9771651014240993	0.9877835835401869	0.9849408125120845
YuJ_2015__SZAXPI015235-21__bin.73	0.989415264135248	0.9856113441196054	0.9767248587478894	0.9851248528452226	0.9894269642805098	0.9769694688731413	0.9853495251846649	0.9864703423041404	0.9847401277911991	0.9851157885841646	0.9790497909753594	0.9832946946722739	0.9774812017668342	0.9830535200259831	0.9757737961052984	0.9878778531770512	0.9845474595025939	1.0	0.9860047009196937	0.9767813023912468	0.9785765865512246	0.9901568695681798	0.9848694012724462	0.9898029499218491	0.9892243266309659	0.9866588923400353	0.9851590209737078	0.9838340039324452	0.989458167154352	0.9853202386935357	0.9902995035733644	0.9884488448844885	0.9832728248811209	0.9777603956713216	0.9855360866905295	0.9883259021126508
VogtmannE_2016__MMRS11932626ST-27-0-0__bin.20	0.9858105233112832	0.9879672948786913	0.9764857578107946	0.9862874480323106	0.9875182995682498	0.9785687776198532	0.986794307636278	0.9890733637974051	0.9848107925464487	0.9863338906666962	0.9830522043080583	0.985679160132369	0.9781901202324638	0.984884168941322	0.9768853993893376	0.9870664651667894	0.9858566671319254	0.9860047009196937	1.0	0.9769785923993679	0.9795508020910357	0.9870842736499806	0.9866239181317157	0.9857055870690685	0.9869097643181338	0.9861157297586233	0.9862873799449554	0.9854685739163401	0.9873833258443238	0.9876962908009385	0.9856538154597173	0.9873457107297412	0.9855314641014857	0.9777385461119601	0.9879929217434796	0.9867115868711149
ZeeviD_2015__PNP_Main_39__bin.62	0.9764477019204784	0.977382320419338	0.9771182489966171	0.9762120831926183	0.9765910642861161	0.9769176505557947	0.976107474496654	0.9758965883192122	0.9759706204414618	0.9762649972268056	0.9768701645375233	0.9781160107456254	0.9793377941406902	0.9759487549855557	0.9998234545691753	0.9766102865123409	0.9762996494181017	0.9767813023912468	0.9769785923993679	1.0	0.9772679928175702	0.9763409785704946	0.9754865581951648	0.9755582497638828	0.9768119797029255	0.9765345934627797	0.9761572767195748	0.9764829716216777	0.9763822260090018	0.9774911729458998	0.9752802157281105	0.9760224585913779	0.9767278747742324	0.9769954367494942	0.9773040321496332	0.977049939821204
ZeeviD_2015__PNP_Main_133__bin.53	0.9793288559744577	0.9805999954183197	0.9782167354287837	0.9789234933614407	0.9784460568480213	0.9877573927495122	0.9791812105069196	0.9789160443799984	0.9785878670431913	0.9788880605617334	0.9795317929540047	0.9787334502257007	0.9792252431470935	0.9788229570377667	0.97679591991597	0.9795348857048105	0.9800360476532392	0.9785765865512246	0.9795508020910357	0.9772679928175702	1.0	0.9792955690156745	0.9782701802788891	0.978005334108243	0.9787647987847515	0.9781532595785134	0.9789104336635538	0.9797993111375147	0.978072893841182	0.9807390486805598	0.9777168104595272	0.9795139325649292	0.9797482115728801	0.9774809510090687	0.9804527501551427	0.9790455833437801
ZeeviD_2015__PNP_Main_231__bin.42	0.989969827084475	0.9858067955955848	0.9771194545073182	0.9851607512575208	0.9907576682198767	0.9783468340178006	0.9858365040962952	0.9868645518343128	0.9838006777518304	0.9852496379623237	0.9830537002769856	0.9836402536242279	0.9785280077773139	0.983109433819291	0.97612221431613	0.989537734954568	0.9835010528880224	0.9901568695681798	0.9870842736499806	0.9763409785704946	0.9792955690156745	1.0	0.985196372770859	0.9890008581824126	0.9897637313050132	0.9868775653896155	0.9851022600885851	0.9832941321388206	0.9905666724022609	0.9852589305868599	0.9900625428848596	0.9899562495475978	0.9832373738552374	0.9778019208145046	0.9858512339554306	0.9896292492920185
XieH_2016__YSZC12003_35520__bin.27	0.9845378173984806	0.9853356867077642	0.9760174674727591	0.9901091715306649	0.9856070292146929	0.977307138792372	0.9912175094982474	0.9853290670640605	0.9855456470301636	0.9900884902245315	0.9809735461655317	0.9832933017659679	0.9775015403411395	0.987939453590161	0.9754468792622475	0.985224261094811	0.9866081327423035	0.9848694012724462	0.9866239181317157	0.9754865581951648	0.9782701802788891	0.985196372770859	1.0	0.9841735712492317	0.9857040073040509	0.985931158742614	0.9900581602974475	0.9872835442257919	0.985342165123741	0.9869945801876651	0.9838054875073381	0.9856155669072257	0.9876563746857094	0.9771773400615945	0.9853408353002018	0.9855254262340861
QinN_2014__HD-36__bin.36	0.9890185970984503	0.9843686208036218	0.9760120553132728	0.9838850808622207	0.989961820072158	0.9771947782418987	0.9838969156404039	0.9859552710588574	0.9827876156101962	0.9838413761222822	0.9805398502624787	0.9825514628164755	0.9771835244086076	0.982198064529942	0.9750148928315112	0.9891143397498864	0.9829185169448755	0.9898029499218491	0.9857055870690685	0.9755582497638828	0.978005334108243	0.9890008581824126	0.9841735712492317	1.0	0.9890090883028433	0.9857027173257434	0.9839640791974443	0.9823098876787274	0.9899445399476097	0.9839103876194718	0.989394343357036	0.9885787333201131	0.98235053077808	0.9761476224428839	0.9843398127219217	0.9893641068286426
HeQ_2017__SZAXPI029490-88__bin.96	0.9894207137135376	0.985243293418908	0.9771604886294504	0.9854347749399458	0.9897908620733858	0.9783923350875896	0.9863483384049776	0.9865448110204809	0.9840483504423181	0.9854741902588258	0.9819916764782199	0.9836328522694322	0.9782363821795171	0.9835142647340976	0.9766208050703404	0.9888951131391019	0.9846036468041106	0.9892243266309659	0.9869097643181338	0.9768119797029255	0.9787647987847515	0.9897637313050132	0.9857040073040509	0.9890090883028433	1.0	0.9868871642957627	0.9855290653033852	0.9835300613285226	0.9895124696096418	0.9853344105041331	0.9891410858429059	0.9895478133383363	0.983849078843073	0.9782845126881409	0.9852904069286201	0.9892276894040234
KarlssonFH_2013__S77__bin.4	0.9865401526701669	0.9857139399793927	0.9756786060112865	0.9852086064125576	0.9870727647659302	0.977851788370895	0.9862034526360988	0.9867032758188333	0.9833831740958549	0.9852850066163171	0.9810545251366195	0.9830228911515279	0.9776976724644988	0.9834715198018387	0.9763803581801336	0.9862777272039792	0.983610837608881	0.9866588923400353	0.9861157297586233	0.9765345934627797	0.9781532595785134	0.9868775653896155	0.985931158742614	0.9857027173257434	0.9868871642957627	1.0	0.9852229303498901	0.9832820433321952	0.9866711289699673	0.9846343892130354	0.9855924028201567	0.9863624239428103	0.9837258443462447	0.9771842177292043	0.9857812547235697	0.9866402286687955
Bengtsson-PalmeJ_2015__TRAVELRES35__bin.40	0.984913898250165	0.9856778326069581	0.9757882832225768	0.9999943468503042	0.9860110657303286	0.9781523685007875	0.9946245097242638	0.9857289757038671	0.9860455523583757	0.9999600096855663	0.98128119297652	0.9835185066442826	0.9781232897568523	0.9873031858235692	0.9753882584170128	0.9853283560601386	0.9865561037052587	0.9851590209737078	0.9862873799449554	0.9761572767195748	0.9789104336635538	0.9851022600885851	0.9900581602974475	0.9839640791974443	0.9855290653033852	0.9852229303498901	1.0	0.9871917857444169	0.985617196069518	0.9874791150224356	0.983700207827669	0.9857841896295917	0.9870989085213736	0.9767698713853888	0.9856273301447426	0.9858138105063048
FengQ_2015__SID31874__bin.19	0.9833850152779708	0.9871722822678013	0.9762152951994381	0.9871914999270117	0.9837412061073393	0.9781528813259492	0.9881189984828354	0.9843796818075677	0.9891739553089419	0.987248604611546	0.9817130842896825	0.9838409796149127	0.9774434989038964	0.9941839886981626	0.9764426527758435	0.9841610298586391	0.9905382989044824	0.9838340039324452	0.9854685739163401	0.9764829716216777	0.9797993111375147	0.9832941321388206	0.9872835442257919	0.9823098876787274	0.9835300613285226	0.9832820433321952	0.9871917857444169	1.0	0.9837006521720288	0.9907616444678594	0.9823085167407509	0.983998946855537	0.9954516054625915	0.9764831041045714	0.9872918916547524	0.983619223553327
Bengtsson-PalmeJ_2015__TRAVELRES65__bin.58	0.9897481707590788	0.9849512675291877	0.9761659028316292	0.9856114007434179	0.9999189010805287	0.9779895089253663	0.9863476771438041	0.9864999545115544	0.9836008968654295	0.9856077774247481	0.9816520674679823	0.9828465929118012	0.9775401391753551	0.9831480161738213	0.9756496020464543	0.9904077279235464	0.9835284551395117	0.989458167154352	0.9873833258443238	0.9763822260090018	0.978072893841182	0.9905666724022609	0.985342165123741	0.9899445399476097	0.9895124696096418	0.9866711289699673	0.985617196069518	0.9837006521720288	1.0	0.9851457386749053	0.9896398011350099	0.989701973103471	0.9833390679394854	0.977391372094552	0.9851090613733449	0.9891582194399269
VogtmannE_2016__MMRS66868025ST-27-0-0__bin.44	0.9844323544193887	0.9881254701398586	0.9781646955527726	0.9874510946265613	0.9852285984084912	0.9787953217185769	0.9879451069573564	0.9867394381313613	0.9885157225413604	0.9874894760791975	0.983908990532274	0.9849138706820924	0.9785347260336132	0.9902743236209008	0.9777686407468473	0.9848515464312225	0.9907147114773641	0.9853202386935357	0.9876962908009385	0.9774911729458998	0.9807390486805598	0.9852589305868599	0.9869945801876651	0.9839103876194718	0.9853344105041331	0.9846343892130354	0.9874791150224356	0.9907616444678594	0.9851457386749053	1.0	0.9836954563580637	0.9850769667930667	0.9916834498981205	0.9780728113975689	0.9881395687709588	0.9848612846114442
Bengtsson-PalmeJ_2015__TRAVELRES26__bin.27	0.9999310975119036	0.9841226778673623	0.9761536582899537	0.9835066556743179	0.9897142766068383	0.9773410668827884	0.9847169735245712	0.9856379232157157	0.9820963958397885	0.9836849265257137	0.9819426649272129	0.9826622599728161	0.9773527159360624	0.9823989384220768	0.974943712023831	0.9883992815621827	0.9833048836087483	0.9902995035733644	0.9856538154597173	0.9752802157281105	0.9777168104595272	0.9900625428848596	0.9838054875073381	0.989394343357036	0.9891410858429059	0.9855924028201567	0.983700207827669	0.9823085167407509	0.9896398011350099	0.9836954563580637	1.0	0.9888756716309159	0.9825829887979398	0.9761903580163119	0.9842114989121039	0.9891212943042372
QinN_2014__HD-47__bin.27	0.9889277919385994	0.9858571330730772	0.9767657329703895	0.9857726959678638	0.989751898594971	0.9787160093709099	0.9867480692305157	0.9871483381824623	0.9839488115259826	0.9858045213840074	0.9821528986052087	0.9839125641463127	0.9783484170323598	0.9842369203705122	0.9761251963486608	0.9887723968357194	0.9844740412203092	0.9884488448844885	0.9873457107297412	0.9760224585913779	0.9795139325649292	0.9899562495475978	0.9856155669072257	0.9885787333201131	0.9895478133383363	0.9863624239428103	0.9857841896295917	0.983998946855537	0.989701973103471	0.9850769667930667	0.9888756716309159	1.0	0.9838814583101727	0.9781685652650112	0.9859632508664602	0.9888663011638912
ZellerG_2014__CCIS90443472ST-4-0__bin.5	0.9838788545716015	0.9876246938715909	0.9763350662295515	0.9868699647417746	0.9840818344971157	0.978306639267708	0.9878684071836867	0.984373117540128	0.9891562234247995	0.9868378508467353	0.9825529292717602	0.9837850394570956	0.9779957648173774	0.997000534363507	0.9764505789537746	0.9837157608889662	0.9915031692301157	0.9832728248811209	0.9855314641014857	0.9767278747742324	0.9797482115728801	0.9832373738552374	0.9876563746857094	0.98235053077808	0.983849078843073	0.9837258443462447	0.9870989085213736	0.9954516054625915	0.9833390679394854	0.9916834498981205	0.9825829887979398	0.9838814583101727	1.0	0.9773648418111359	0.9876079157944841	0.9841025092976532
YuJ_2015__SZAXPI017591-140__bin.22	0.9775744257164544	0.9784138625205994	0.9767878778703899	0.9768164003036808	0.9779943199341923	0.9784495605036391	0.977137984377991	0.9764457752925846	0.9767011961804957	0.9768865956501366	0.9769595938541682	0.9783853855374579	0.9790549293090597	0.9763075933378835	0.9770385833601726	0.9778271157874964	0.9771651014240993	0.9777603956713216	0.9777385461119601	0.9769954367494942	0.9774809510090687	0.9778019208145046	0.9771773400615945	0.9761476224428839	0.9782845126881409	0.9771842177292043	0.9767698713853888	0.9764831041045714	0.977391372094552	0.9780728113975689	0.9761903580163119	0.9781685652650112	0.9773648418111359	1.0	0.9783453301598145	0.9780772354186607
Bengtsson-PalmeJ_2015__TRAVELRES45__bin.45	0.985367775881771	0.9999718253977443	0.9772525573595238	0.9855884031408926	0.9855918663640052	0.9801098602172476	0.9860039803263166	0.987188298177719	0.9869017522930458	0.9856663205229329	0.9842473084233001	0.986510887309351	0.9792074271214631	0.9870247936133786	0.9773526495451275	0.9857638398548837	0.9877835835401869	0.9855360866905295	0.9879929217434796	0.9773040321496332	0.9804527501551427	0.9858512339554306	0.9853408353002018	0.9843398127219217	0.9852904069286201	0.9857812547235697	0.9856273301447426	0.9872918916547524	0.9851090613733449	0.9881395687709588	0.9842114989121039	0.9859632508664602	0.9876079157944841	0.9783453301598145	1.0	0.9856934096714405
