	QinN_2014__LD-44__bin.36	BackhedF_2015__SID582_12M__bin.30	HeQ_2017__SZAXPI029475-44__bin.13	QinN_2014__LD-91__bin.21	XieH_2016__YSZC12003_36212__bin.18	VatanenT_2016__G80274__bin.12	VogtmannE_2016__MMRS81194191ST-27-0-0__bin.33	LiJ_2017__nHM612709__bin.42	BackhedF_2015__SID504_12M__bin.16	QinN_2014__LD-21__bin.7	LomanNJ_2013__OBK2535b__bin.9	QinN_2014__LD-78__bin.30	VatanenT_2016__G78889__bin.6	VatanenT_2016__G80445__bin.7	VatanenT_2016__G80267__bin.3	QinN_2014__LD-63__bin.9	GeversD_2014__SKBSTL021__bin.6	QinN_2014__LD-36__bin.6	BackhedF_2015__SID180_12M__bin.10	BackhedF_2015__SID195_12M__bin.33	QinJ_2012__CON-060__bin.43	BackhedF_2015__SID526_12M__bin.22	BackhedF_2015__SID256_12M__bin.21	CosteaPI_2017__alien-11-600-0__bin.10	NielsenHB_2014__V1_UC14_1__bin.34	BackhedF_2015__SID275_12M__bin.27	VatanenT_2016__G78672__bin.6	QinJ_2012__T2D-016__bin.32	QinN_2014__LV-10__bin.11	QinJ_2012__T2D-101__bin.23	Obregon-TitoAJ_2015__NO01__bin.15	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.64	VatanenT_2016__G69175__bin.1
LomanNJ_2013__OBK2535b__bin.9	0.9868785325978213	0.9887609636429213	0.988729819196764	0.9883841965642376	0.9879260612445872	0.9894566061949661	0.9883483433388736	0.988614649584688	0.9883276304787433	0.9891200176700272	1.0	0.9885775365859503	0.9890347891474784	0.9879977964547785	0.9884868226935288	0.9881547718491529	0.9887910986624867	0.9888155980764807	0.9891363364276768	0.9885542110477679	0.9884354010414608	0.9891187009570463	0.988818966402959	0.9894463352050074	0.9881049683143474	0.9955698688983601	0.9890502297156357	0.9886705198978409	0.9876320337805603	0.9880245235642756	0.9893421213206288	0.9885497361022484	0.9890730773538222
QinN_2014__LD-78__bin.30	0.9880557457821575	0.9879842279545908	0.9888503805676335	0.9899127245337395	0.98618152631254	0.9881909937364735	0.9890188766418058	0.988416022991066	0.9872951713551443	0.9898411776586409	0.9885775365859503	1.0	0.9874702861797158	0.9867644688400642	0.9868646612146429	0.9887053955646695	0.9878987009375111	0.9894744670302429	0.9879402733128112	0.9872868147790144	0.9886111177063159	0.9879652768643956	0.9874077647835428	0.9882313272574901	0.986931601973484	0.9885605370902236	0.9876743645920887	0.9889505140494904	0.9889172117619611	0.9880486791044549	0.9895673183012585	0.9872411133960047	0.9882021340849607
VatanenT_2016__G78889__bin.6	0.9867059482109266	0.9874875651479238	0.9872029877793984	0.9863847358085678	0.9867078300003146	0.9883097340274207	0.9882243705600504	0.9879536021652474	0.9876535032776483	0.9875618259046787	0.9890347891474784	0.9874702861797158	1.0	0.9843790888906936	0.9880761047588434	0.9860100949536134	0.9857750422168345	0.9854543153843159	0.9865781532105112	0.9872485536928126	0.9874446251235103	0.9871100152310316	0.9878085143102997	0.9824512596220868	0.9847754668823128	0.9845224375381533	0.9989669177335642	0.9871218226885579	0.9866732641032018	0.9865472181808939	0.9886451241686689	0.985935293343163	0.9878762788801192
VatanenT_2016__G80445__bin.7	0.9859077450774184	0.9857534059809591	0.9866744352221494	0.9853081092462527	0.9980692710027779	0.9876212009146088	0.9881807168609585	0.9865004344162165	0.9876763470186771	0.9876326981610496	0.9879977964547785	0.9867644688400642	0.9843790888906936	1.0	0.9880793336007812	0.9850309130078666	0.9887838215486399	0.9849422524101238	0.9869060933414076	0.9866537139217214	0.9864501289292292	0.9867705445252928	0.9864585199658167	0.9839060745035839	0.9866721210914416	0.9841248353839882	0.9872099751463279	0.9861697970508447	0.9859118549257143	0.9850404151506792	0.9874451497763916	0.9884539926122751	0.9870604449373696
VatanenT_2016__G80267__bin.3	0.9854029499105996	0.9875745649225264	0.9866911049679181	0.9871198212162712	0.9878152955469428	0.988077200955872	0.9862961799427424	0.9870671025592703	0.9877264623824706	0.9881455296152528	0.9884868226935288	0.9868646612146429	0.9880761047588434	0.9880793336007812	1.0	0.9861643283616897	0.9882155522175079	0.986635516549628	0.987637002246726	0.9875868270727611	0.9865451463499887	0.98786854734191	0.9879174987531323	0.9892953308946028	0.9873885249705537	0.9873884826981083	0.9881075370830071	0.9867016223461054	0.9863553014492678	0.9859202233664809	0.9878438397843582	0.9884437939246586	0.9876659212701369
QinN_2014__LD-63__bin.9	0.9869776411572848	0.9865983466848475	0.9878118689449018	0.9876182440499881	0.984620388415862	0.9873370545698918	0.9874222663434484	0.9875385452462443	0.9867371263903236	0.9893088562039047	0.9881547718491529	0.9887053955646695	0.9860100949536134	0.9850309130078666	0.9861643283616897	1.0	0.9866688488678782	0.9872884023753309	0.9863499413808897	0.9860943211324831	0.9874940037256993	0.9870004722357836	0.9866446949452936	0.9848269574257371	0.985555786669263	0.9877459430192777	0.9871629427411966	0.9878076394168727	0.98762015524985	0.9874560131468345	0.9890458673336899	0.9860293630021812	0.9874252218919537
GeversD_2014__SKBSTL021__bin.6	0.9870028541447734	0.9849621841351658	0.9872393816372889	0.9874994467071876	0.9860877143655884	0.9883081752773009	0.9881308606857656	0.9866468365624246	0.9878594764651313	0.9884049104447575	0.9887910986624867	0.9878987009375111	0.9857750422168345	0.9887838215486399	0.9882155522175079	0.9866688488678782	1.0	0.9872335322493285	0.9877132929237189	0.9873135112635928	0.9878464998362856	0.9883555246736723	0.9874377383333126	0.9864087397526526	0.994956830560662	0.9867533550220765	0.9873916118138367	0.9860419976386373	0.986389338698281	0.9866941873261883	0.9886122653853335	0.988585087484982	0.987961016384628
QinN_2014__LD-36__bin.6	0.987436717421126	0.9867216719537012	0.9878725396058274	0.9891476805834367	0.9849882291171885	0.9873667981680497	0.9872694762079669	0.9888576383040344	0.9862853000002233	0.989131721825014	0.9888155980764807	0.9894744670302429	0.9854543153843159	0.9849422524101238	0.986635516549628	0.9872884023753309	0.9872335322493285	1.0	0.9858829660064174	0.985631132109117	0.9875420294248073	0.9883092217224257	0.9858916687962305	0.9848229626385473	0.9849894516897133	0.9866780836703268	0.987732619737736	0.9881232242807141	0.9869190127915466	0.9881461107500311	0.9896511473104384	0.9863283502131069	0.9869390694976985
BackhedF_2015__SID180_12M__bin.10	0.9859607968228526	0.9870660820050629	0.987277999143128	0.9872639675274811	0.9854776735586894	0.9889881131719231	0.9875394704348215	0.9869201063449536	0.9877714730631943	0.9876981761996377	0.9891363364276768	0.9879402733128112	0.9865781532105112	0.9869060933414076	0.987637002246726	0.9863499413808897	0.9877132929237189	0.9858829660064174	1.0	0.9871832464350805	0.9870885984227223	0.9881384704439203	0.9866213863099143	0.9856605686173915	0.9863191837864829	0.9879385361899977	0.9888320860949893	0.9865174739857447	0.9859217909872305	0.9867612119430769	0.9885821074102351	0.9873123307191275	0.9882669534702836
BackhedF_2015__SID195_12M__bin.33	0.9859215775037298	0.9870411985767201	0.9868140684247573	0.9865278871870522	0.9864832368592894	0.9879268456349347	0.9876572876840907	0.987244863860559	0.9873606756565537	0.9880843466968474	0.9885542110477679	0.9872868147790144	0.9872485536928126	0.9866537139217214	0.9875868270727611	0.9860943211324831	0.9873135112635928	0.985631132109117	0.9871832464350805	1.0	0.9868632030429385	0.9877532158229398	0.987360150311726	0.985860379908737	0.9864463711110354	0.9877955769686327	0.9882408211001575	0.9867775913452627	0.9861783912262161	0.9865670850156798	0.9879191742220355	0.9871996568676403	0.9876629857377419
QinJ_2012__CON-060__bin.43	0.9869090693305558	0.9868242212189993	0.9879660743258311	0.9882256472830473	0.9860700169759439	0.9880705586123133	0.987786842124762	0.9881540548316824	0.9871523836034226	0.9891625432679902	0.9884354010414608	0.9886111177063159	0.9874446251235103	0.9864501289292292	0.9865451463499887	0.9874940037256993	0.9878464998362856	0.9875420294248073	0.9870885984227223	0.9868632030429385	1.0	0.9882795154262862	0.9872849450048801	0.9874571831156751	0.9866541665297884	0.988077739576543	0.9877209445074532	0.9878572643478859	0.9876265651836666	0.9874967818418043	0.9892185392764684	0.9868794824343804	0.9876879780821199
BackhedF_2015__SID526_12M__bin.22	0.9865401438911582	0.9880456746339479	0.9881916096574009	0.988318455355596	0.9868581907090465	0.9890291949689298	0.9887775650915941	0.9880956052089024	0.9879808523139667	0.9888147024690621	0.9891187009570463	0.9879652768643956	0.9871100152310316	0.9867705445252928	0.98786854734191	0.9870004722357836	0.9883555246736723	0.9883092217224257	0.9881384704439203	0.9877532158229398	0.9882795154262862	1.0	0.9874995935296209	0.9861956465830797	0.9870318051929404	0.9876885536823425	0.9884898823571079	0.9880054942347739	0.9875169028099061	0.9868702153864598	0.9889136825134666	0.9876778833906735	0.9887487568256395
BackhedF_2015__SID256_12M__bin.21	0.9866965336612307	0.9873335712965274	0.9868639542868035	0.9872648698718259	0.9864185075437952	0.9882271845620897	0.9879740004528159	0.9869579267760858	0.9872011978738311	0.9877397717237542	0.988818966402959	0.9874077647835428	0.9878085143102997	0.9864585199658167	0.9879174987531323	0.9866446949452936	0.9874377383333126	0.9858916687962305	0.9866213863099143	0.987360150311726	0.9872849450048801	0.9874995935296209	1.0	0.9867743907876132	0.9870798994960268	0.9879861505691758	0.9887101716783967	0.9862276366448899	0.9864176284726208	0.9857114918342966	0.9882333748351803	0.987911330728548	0.9879287207118848
CosteaPI_2017__alien-11-600-0__bin.10	0.9866098002274919	0.9845931974682859	0.9866372286179887	0.9864317014682078	0.9858402884869844	0.9882260695117911	0.9875408254645542	0.9879047242654649	0.9874114630750621	0.9876897679599693	0.9894463352050074	0.9882313272574901	0.9824512596220868	0.9839060745035839	0.9892953308946028	0.9848269574257371	0.9864087397526526	0.9848229626385473	0.9856605686173915	0.985860379908737	0.9874571831156751	0.9861956465830797	0.9867743907876132	1.0	0.9839288075913699	0.9846482539179412	0.9871003151713111	0.9871362406025478	0.9856071753448774	0.9864692187654411	0.9886435414835395	0.9863887952802796	0.9874746624550387
NielsenHB_2014__V1_UC14_1__bin.34	0.9854261295367103	0.9852486948804147	0.9861059534386539	0.9857524993905536	0.9863639557286178	0.9875947076926703	0.9869240404602738	0.9866469599452206	0.9870768103610352	0.987069210411688	0.9881049683143474	0.986931601973484	0.9847754668823128	0.9866721210914416	0.9873885249705537	0.985555786669263	0.994956830560662	0.9849894516897133	0.9863191837864829	0.9864463711110354	0.9866541665297884	0.9870318051929404	0.9870798994960268	0.9839288075913699	1.0	0.9852200292922633	0.9869193856187353	0.9858563883923234	0.9849942733247178	0.9853846440178765	0.9879271878152878	0.9876630501995124	0.9872272560080191
BackhedF_2015__SID275_12M__bin.27	0.9863299924873651	0.9861838105326072	0.9879849487188386	0.9871879817137804	0.9857197500956266	0.9884139426567022	0.9871045361108947	0.9881594554606915	0.9879401082667905	0.9883667449336913	0.9955698688983601	0.9885605370902236	0.9845224375381533	0.9841248353839882	0.9873884826981083	0.9877459430192777	0.9867533550220765	0.9866780836703268	0.9879385361899977	0.9877955769686327	0.988077739576543	0.9876885536823425	0.9879861505691758	0.9846482539179412	0.9852200292922633	1.0	0.9870980560447323	0.9876204302964402	0.9869773439794228	0.9868001323494824	0.9894756344814566	0.9863153221811948	0.98853515177537
VatanenT_2016__G78672__bin.6	0.9873497931235735	0.9885506462567905	0.9877178053162906	0.9881065318791098	0.9875805790939443	0.9888308067984138	0.9890533873076086	0.9882371824530498	0.988157938626996	0.9883494662853357	0.9890502297156357	0.9876743645920887	0.9989669177335642	0.9872099751463279	0.9881075370830071	0.9871629427411966	0.9873916118138367	0.987732619737736	0.9888320860949893	0.9882408211001575	0.9877209445074532	0.9884898823571079	0.9887101716783967	0.9871003151713111	0.9869193856187353	0.9870980560447323	1.0	0.9874414783937181	0.9875710381520639	0.9869843842559566	0.9886155676470074	0.9873565341474987	0.9888611473549619
QinJ_2012__T2D-016__bin.32	0.9875642142922668	0.9868643762325704	0.9880988830877769	0.9888652113677194	0.9852500902899178	0.9875141537387604	0.9879839699240268	0.9866902672007274	0.9866447415094913	0.9887011506167721	0.9886705198978409	0.9889505140494904	0.9871218226885579	0.9861697970508447	0.9867016223461054	0.9878076394168727	0.9860419976386373	0.9881232242807141	0.9865174739857447	0.9867775913452627	0.9878572643478859	0.9880054942347739	0.9862276366448899	0.9871362406025478	0.9858563883923234	0.9876204302964402	0.9874414783937181	1.0	0.9877740989465654	0.9868143250043888	0.9891958501765001	0.9867803967179712	0.9873669899760562
QinN_2014__LV-10__bin.11	0.9878879011287023	0.986333417231533	0.9869726199852944	0.9879926279214173	0.9854351566611282	0.9872012293703177	0.9866120413851671	0.9879475427280577	0.9858335724700626	0.988795137480435	0.9876320337805603	0.9889172117619611	0.9866732641032018	0.9859118549257143	0.9863553014492678	0.98762015524985	0.986389338698281	0.9869190127915466	0.9859217909872305	0.9861783912262161	0.9876265651836666	0.9875169028099061	0.9864176284726208	0.9856071753448774	0.9849942733247178	0.9869773439794228	0.9875710381520639	0.9877740989465654	1.0	0.9873605250820441	0.9889985467283604	0.9862267574570502	0.9868717219052093
QinJ_2012__T2D-101__bin.23	0.986889681636212	0.9864932519773151	0.9877457762552302	0.9883926344864871	0.9852371186528968	0.9870545777541124	0.9877474604779196	0.9870554626335448	0.9867227140719179	0.9884452773870555	0.9880245235642756	0.9880486791044549	0.9865472181808939	0.9850404151506792	0.9859202233664809	0.9874560131468345	0.9866941873261883	0.9881461107500311	0.9867612119430769	0.9865670850156798	0.9874967818418043	0.9868702153864598	0.9857114918342966	0.9864692187654411	0.9853846440178765	0.9868001323494824	0.9869843842559566	0.9868143250043888	0.9873605250820441	1.0	0.9882836847881616	0.986060614497214	0.9870551401078614
Obregon-TitoAJ_2015__NO01__bin.15	0.9880417265127044	0.9883835674973127	0.9892988288269716	0.9899491375732125	0.986882995149917	0.9890676805814527	0.9891326209523068	0.9888223651345428	0.9884538951335399	0.9898239801294257	0.9893421213206288	0.9895673183012585	0.9886451241686689	0.9874451497763916	0.9878438397843582	0.9890458673336899	0.9886122653853335	0.9896511473104384	0.9885821074102351	0.9879191742220355	0.9892185392764684	0.9889136825134666	0.9882333748351803	0.9886435414835395	0.9879271878152878	0.9894756344814566	0.9886155676470074	0.9891958501765001	0.9889985467283604	0.9882836847881616	1.0	0.9879671326020345	0.9890743221496539
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.64	0.985998874507597	0.9861332028403462	0.986944076829777	0.9870606365480126	0.9871629857907048	0.9883366536760644	0.9878951211779069	0.9871786079528364	0.9878180803544325	0.987567220426541	0.9885497361022484	0.9872411133960047	0.985935293343163	0.9884539926122751	0.9884437939246586	0.9860293630021812	0.988585087484982	0.9863283502131069	0.9873123307191275	0.9871996568676403	0.9868794824343804	0.9876778833906735	0.987911330728548	0.9863887952802796	0.9876630501995124	0.9863153221811948	0.9873565341474987	0.9867803967179712	0.9862267574570502	0.986060614497214	0.9879671326020345	1.0	0.9875790930939757
VatanenT_2016__G69175__bin.1	0.9865247834651654	0.9880591943546885	0.9878011516134811	0.9877042400715663	0.9867248978010408	0.9889596165223953	0.9883815788217689	0.9881329097110797	0.9878644505060972	0.9887910043539017	0.9890730773538222	0.9882021340849607	0.9878762788801192	0.9870604449373696	0.9876659212701369	0.9874252218919537	0.987961016384628	0.9869390694976985	0.9882669534702836	0.9876629857377419	0.9876879780821199	0.9887487568256395	0.9879287207118848	0.9874746624550387	0.9872272560080191	0.98853515177537	0.9888611473549619	0.9873669899760562	0.9868717219052093	0.9870551401078614	0.9890743221496539	0.9875790930939757	1.0
