	QinN_2014__LD-44__bin.36	BackhedF_2015__SID582_12M__bin.30	HeQ_2017__SZAXPI029475-44__bin.13	QinN_2014__LD-91__bin.21	XieH_2016__YSZC12003_36212__bin.18	VatanenT_2016__G80274__bin.12	VogtmannE_2016__MMRS81194191ST-27-0-0__bin.33	LiJ_2017__nHM612709__bin.42	BackhedF_2015__SID504_12M__bin.16	QinN_2014__LD-21__bin.7	LomanNJ_2013__OBK2535b__bin.9	QinN_2014__LD-78__bin.30	VatanenT_2016__G78889__bin.6	VatanenT_2016__G80445__bin.7	VatanenT_2016__G80267__bin.3	QinN_2014__LD-63__bin.9	GeversD_2014__SKBSTL021__bin.6	QinN_2014__LD-36__bin.6	BackhedF_2015__SID180_12M__bin.10	BackhedF_2015__SID195_12M__bin.33	QinJ_2012__CON-060__bin.43	BackhedF_2015__SID526_12M__bin.22	BackhedF_2015__SID256_12M__bin.21	CosteaPI_2017__alien-11-600-0__bin.10	NielsenHB_2014__V1_UC14_1__bin.34	BackhedF_2015__SID275_12M__bin.27	VatanenT_2016__G78672__bin.6	QinJ_2012__T2D-016__bin.32	QinN_2014__LV-10__bin.11	QinJ_2012__T2D-101__bin.23	Obregon-TitoAJ_2015__NO01__bin.15	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.64	VatanenT_2016__G69175__bin.1
GeversD_2014__SKBSTL021__bin.6	0.6885459822199206	0.8642467201795271	0.8196276756430174	0.7581914595201105	0.6640692430519592	0.8470950932159502	0.6925999050578283	0.5296435353012257	0.8059360435007767	0.66235435007768	0.6227230062143968	0.8239497022268254	0.8672465691351632	0.8894349861902296	0.6029572328672537	0.8455420334886933	1.0	0.670573860693941	0.8651368030381494	0.6436216122906956	0.8414136673571552	0.5908321465561884	0.8576692775763853	0.6712843086483687	0.9430395520455722	0.7457680605903676	0.8119508458484378	0.7744352019678923	0.8336510659416537	0.582797125841533	0.751172212152598	0.8904059856723632	0.8464612463317798
QinN_2014__LD-36__bin.6	0.6714651738154145	0.817147350800201	0.831096993263596	0.7975566546098767	0.6209397628804854	0.8425481656455304	0.7280417995175696	0.4857842588645981	0.7887855185173721	0.676312693918663	0.6191455315663271	0.8316559790645233	0.8437619803932308	0.8421749131458697	0.5638976133270787	0.8214727936431587	0.7400061196741572	1.0	0.8582027445667056	0.6251759108670649	0.8378458985086568	0.5541799517569655	0.8382727279221444	0.6960831704198287	0.8424416071169191	0.8162895248799282	0.7980626587960196	0.7534146353079005	0.8159871129663274	0.5620462333048383	0.800975457011075	0.8198208388001629	0.8499596387249171
BackhedF_2015__SID180_12M__bin.10	0.6633035654781739	0.8127244251916028	0.8131739420193269	0.5050899700099967	0.7554088637120959	0.8203592135954682	0.4490586471176275	0.6385238253915362	0.7009020326557813	0.47437520826391205	0.7108633788737088	0.7816444518493835	0.8080939686771076	0.8156737754081972	0.7124835054981673	0.7821679440186604	0.5344071976007997	0.4803842052649117	1.0	0.7235941352882372	0.8079953348883706	0.6922655781406198	0.8239370209930023	0.4238103965344885	0.8451529490169943	0.6165668110629791	0.8204245251582806	0.8363478840386538	0.7839310229923359	0.5906717760746417	0.8094435188270577	0.742045984671776	0.8738690436521159
BackhedF_2015__SID195_12M__bin.33	0.6907207090462045	0.8421611722860874	0.8336851510201577	0.48632813166052263	0.8358736389088763	0.8535098503268665	0.40997019496042475	0.755616578968009	0.7198061990390091	0.45439811894052295	0.785149656082581	0.8289842074212502	0.8331314218095138	0.8425056012331238	0.8304893789707372	0.822694968950242	0.5085953778317345	0.4476672611760373	0.9256553528009577	1.0	0.845843322341162	0.8181918162318109	0.8427131964029341	0.3762106165960189	0.8637868769160992	0.5990152230774215	0.8518588932577181	0.8759237345646383	0.8178239422450629	0.6343157799610557	0.8316624835032175	0.7711593614764748	0.9153992136107408
QinJ_2012__CON-060__bin.43	0.7134945711322422	0.890720421965953	0.8703318736932107	0.5705534539882195	0.7491197752886791	0.9043546850233095	0.501689323954305	0.6785369679325746	0.7673783227636121	0.5208213222864316	0.7245446088400301	0.8774978587094453	0.8619804642046968	0.8826497510984934	0.7127035355002641	0.8699736120749219	0.5869841898244669	0.5296540517432137	0.9125111580430487	0.7467323680340318	1.0	0.7261552808214126	0.8595501558739099	0.4718087244230558	0.8816118461160978	0.6491282802388612	0.8429376549519132	0.8546003501329934	0.8586560071291051	0.6206833614573721	0.8344507683808532	0.8169922883434013	0.907884239348867
BackhedF_2015__SID526_12M__bin.22	0.6831620816996464	0.8368286583389102	0.8386855289597754	0.46045867853077055	0.8592073419786249	0.8794932211139538	0.38738170598824145	0.7957668494267295	0.7099188467267943	0.43341586584409114	0.7736892919278238	0.8328089126241923	0.8461604643107871	0.8505944247758961	0.822440239322107	0.8221683831743662	0.4857315436063026	0.41285192177461305	0.9213346762051365	0.8512272775048129	0.8557459435559227	1.0	0.8350037186195739	0.35713028118263196	0.8658001861748953	0.5686893562331116	0.8416737291612062	0.8715082783079637	0.823932121999105	0.627903439179837	0.8237059447799406	0.7686074002525203	0.9042911140292408
BackhedF_2015__SID256_12M__bin.21	0.6587769430394393	0.7982237016099706	0.7844553401214365	0.5123785083804423	0.7275956780940417	0.8116342689014513	0.4643335316869979	0.6078950957056432	0.7142677581628043	0.49147664661090723	0.6628438818914124	0.7808987487189659	0.8396520683879357	0.8399275595887468	0.6739303365400509	0.767207524766659	0.5475088019438659	0.4849175454835972	0.8514864816467761	0.6807838688882276	0.7865487288835994	0.6483768058448214	1.0	0.42681713996054965	0.8186041962819708	0.607765959205263	0.8077460549660044	0.7736956869097601	0.7871703059054295	0.5762353025444368	0.7593129800434174	0.7746688595766251	0.8241608538023296
CosteaPI_2017__alien-11-600-0__bin.10	0.6747599034777048	0.8553663655271374	0.8195608128080141	0.8163066786334249	0.6231398229708015	0.8458364011586975	0.806003487915903	0.4500392323360438	0.784706509880637	0.7106124812571545	0.6191185085263152	0.8111876649236044	0.8682881803182656	0.8909690387002811	0.56447337306727	0.8330395386707226	0.8359712152887876	0.7855200434242843	0.8544151157353914	0.5928899452359584	0.8422362968974209	0.5409776375684551	0.8326364667250673	1.0	0.8646524713684561	0.8681336694057645	0.7925771614061299	0.7641464817193437	0.8108544587818628	0.5767039194715995	0.7517963573044698	0.8612619645189202	0.8417317851787758
NielsenHB_2014__V1_UC14_1__bin.34	0.6349675655817174	0.7803339067326451	0.7536844332034011	0.4947402660272181	0.7075371725887719	0.7779117698940162	0.43732650470899215	0.6029366709859507	0.6754336636237157	0.4665993795616082	0.6533821054320853	0.7473089578942761	0.7752538850345432	0.8149205618694321	0.667373468632582	0.738395958529569	0.5796447002120737	0.46922709132699275	0.8409685629516847	0.6718878277096433	0.7767701659055973	0.6473176450927938	0.7881968161085859	0.4267649270606897	1.0	0.6004319726041569	0.7771222958607821	0.7846420277380259	0.7465334099044674	0.5617590184394078	0.7558389910647852	0.7493862593718956	0.816066144727401
BackhedF_2015__SID275_12M__bin.27	0.6410509889144482	0.8407472054930701	0.8160824885272052	0.6730680044850825	0.6791848247003202	0.8354247534938561	0.6092656255418512	0.5450577396571455	0.7282405298870638	0.5862349582124403	0.6819558658636674	0.8048203077136482	0.8314718699788461	0.8907785317134633	0.6301129362262886	0.8173771515102476	0.6392282883861794	0.6340269798518073	0.8555489024263372	0.6497529736790392	0.7975646464529702	0.5929186558623959	0.8160510467119028	0.5975221075263846	0.8373057138563618	1.0	0.7902202083020264	0.7693696609601314	0.7863389936307205	0.5722868140887075	0.7803192731392109	0.8341767908541308	0.839935266850848
VatanenT_2016__G78672__bin.6	0.6885979305835846	0.8203926665133012	0.7985177335198432	0.5182074264508938	0.7842096789609816	0.8314924024121265	0.46581676023051344	0.6287595894311557	0.7213327387695219	0.49119075213412433	0.7171998661141148	0.799017443324731	0.9063224011365036	0.8693104404460391	0.7403725908990306	0.780090616467455	0.5470139704324435	0.4872108815353411	0.8947872817131288	0.7262640568368115	0.8140428994507554	0.6897318175590393	0.8524565915720943	0.42877100098597287	0.8517773496627595	0.6211043986455865	1.0	0.8383367913251832	0.8097624761184141	0.5988533204535402	0.8214327897580932	0.7926160698677895	0.8791774376843702
QinJ_2012__T2D-016__bin.32	0.69005771492317	0.8126513937787924	0.8121637287183733	0.4975505665691944	0.7719858092745226	0.8356878317187698	0.4410356855008327	0.6679357855468313	0.7091083377614098	0.4689560580638277	0.7491995773812277	0.8033129174425664	0.8033744674016485	0.8253638276353489	0.7319630394316717	0.7817005051831256	0.522853062766026	0.46093526073327484	0.9141006585845622	0.7483746622491521	0.8270671954378733	0.7157047452104844	0.8182640944853786	0.41427274352933297	0.8618549409502804	0.6060066932848994	0.8401259843896193	1.0	0.8026282196728967	0.6141764488004495	0.8226916853289299	0.7471491260816313	0.8860903283890628
QinN_2014__LV-10__bin.11	0.7389593128301478	0.8616489892843902	0.8574387167653462	0.5669966343598574	0.7581663592174488	0.8699152410652072	0.5337981844194896	0.6645073192626981	0.7709927918132832	0.5295151249093005	0.7157345761712072	0.8677301149352081	0.8708470661914283	0.8841113580308693	0.7086257133693781	0.8524641808392796	0.5858552888468341	0.5196377027515757	0.8918593815986904	0.727317564334981	0.8649846806129574	0.704312325946212	0.8665696931649225	0.4575769362287392	0.853538926255405	0.6447088785723438	0.844685450259569	0.8354604573297637	1.0	0.6187580416356754	0.8222113294468113	0.8338735492832376	0.8824224723769578
QinJ_2012__T2D-101__bin.23	0.7575769649005099	0.8813572107398394	0.8779600403516907	0.5516383179570867	0.8138467496330578	0.8902047279899749	0.4910305670963729	0.7031638041721183	0.7894551193684397	0.5200077133563777	0.79745055510136	0.8649583600936864	0.86596927725532	0.8839272670866515	0.7765883697247575	0.8605640843390711	0.573915149892507	0.5015493115616944	0.9416488839803893	0.7904856917770415	0.8761602571968748	0.7521266180385232	0.8889122626960942	0.45603519670386816	0.9000121650042047	0.6574940410072199	0.8753506735109424	0.8958367530806944	0.867051909507243	1.0	0.8591271264188299	0.8278492538177661	0.9174235264806643
Obregon-TitoAJ_2015__NO01__bin.15	0.7179062898045621	0.8676112964858678	0.8625366299650696	0.5470047433362768	0.7931186459220593	0.8735834459908258	0.47654041213106296	0.6736326766638795	0.7427736404910564	0.5156952074330502	0.769710242324313	0.8568082895076151	0.8593233517492518	0.8802999163859997	0.7629125022466379	0.8422969625456165	0.5440743461307035	0.525713649399464	0.9491126757261524	0.7622967281138401	0.8663684173510773	0.7257027092498964	0.8615258382889606	0.43725433503426614	0.8906684431385726	0.6593846947307551	0.8831248192921723	0.8825946127577772	0.847414998945057	0.6318963967835961	1.0	0.7993451539044611	0.940157772585548
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.64	0.6879540378259059	0.8334480717403604	0.8014755072453471	0.5547118969081958	0.7367907175195264	0.8388949363902986	0.5149919658185498	0.61363683106605	0.7605533470022239	0.5232830466244285	0.670832275384143	0.8042647536701645	0.8596697553173867	0.9112915680545838	0.6974914731476604	0.8117529772466447	0.6172311783827606	0.5149796256748282	0.8327278560795213	0.6764911661398423	0.8118221568402352	0.6480852771241034	0.8412103960849585	0.47941346175060273	0.8451495195383739	0.6746300481003845	0.8155563591191232	0.767136252762042	0.8225341494780306	0.5827479555560375	0.765024592410662	1.0	0.8317541065567671
VatanenT_2016__G69175__bin.1	0.699265722952763	0.8504714095378307	0.8335510355750659	0.5377985958735241	0.7772150172866648	0.8572960039334756	0.4754595766144699	0.6569370601508114	0.7314509212725586	0.5008827007605567	0.7424354063673138	0.8322013758687485	0.8386649777964907	0.85505975802908	0.7418211540173304	0.8389726338038715	0.554252717333714	0.5043248451829758	0.9263169160646594	0.7585242967004865	0.852146739552765	0.7202393146935944	0.8453595866459631	0.44257782531355483	0.8693489843466319	0.6416443312879448	0.8544931905941328	0.8593778920017916	0.8221882501543579	0.6100147505337178	0.8499292143927909	0.7856623116799077	1.0
