	QinN_2014__LD-44__bin.36	BackhedF_2015__SID582_12M__bin.30	HeQ_2017__SZAXPI029475-44__bin.13	QinN_2014__LD-91__bin.21	XieH_2016__YSZC12003_36212__bin.18	VatanenT_2016__G80274__bin.12	VogtmannE_2016__MMRS81194191ST-27-0-0__bin.33	LiJ_2017__nHM612709__bin.42	BackhedF_2015__SID504_12M__bin.16	QinN_2014__LD-21__bin.7	LomanNJ_2013__OBK2535b__bin.9	QinN_2014__LD-78__bin.30	VatanenT_2016__G78889__bin.6	VatanenT_2016__G80445__bin.7	VatanenT_2016__G80267__bin.3	QinN_2014__LD-63__bin.9	GeversD_2014__SKBSTL021__bin.6	QinN_2014__LD-36__bin.6	BackhedF_2015__SID180_12M__bin.10	BackhedF_2015__SID195_12M__bin.33	QinJ_2012__CON-060__bin.43	BackhedF_2015__SID526_12M__bin.22	BackhedF_2015__SID256_12M__bin.21	CosteaPI_2017__alien-11-600-0__bin.10	NielsenHB_2014__V1_UC14_1__bin.34	BackhedF_2015__SID275_12M__bin.27	VatanenT_2016__G78672__bin.6	QinJ_2012__T2D-016__bin.32	QinN_2014__LV-10__bin.11	QinJ_2012__T2D-101__bin.23	Obregon-TitoAJ_2015__NO01__bin.15	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.64	VatanenT_2016__G69175__bin.1
LomanNJ_2013__OBK2535b__bin.9	0.7308243476657943	0.8612340267518396	0.8671500774124823	0.5129726836297636	0.8630432721152883	0.8742643155486981	0.43563774680490724	0.7286193991160709	0.7472232093876925	0.4734595270527158	1.0	0.8506625923565919	0.8462092698234889	0.88400313372109	0.8259863112398316	0.8354898344604744	0.5173232030954358	0.4660798620311936	0.9556834587205804	0.825622955570464	0.8631208175325314	0.7815514578095325	0.8625709097451104	0.41273215990130907	0.8836978263354872	0.6564534182463038	0.8841475897554971	0.9219831066200744	0.8470760060299316	0.6732515280878364	0.8823352425753587	0.8041317970773797	0.941675211433119
QinN_2014__LD-78__bin.30	0.7519272565630182	0.9142542440555685	0.9113271192741391	0.6005995078842761	0.7773060302861627	0.9335266129968117	0.524486002631698	0.7205376688820397	0.806211043297136	0.5473078201555023	0.755177737959195	1.0	0.9123247255697586	0.9151798621997298	0.740286025054237	0.9077438401941713	0.6082074360220056	0.5554102242843965	0.9340163684534546	0.774862366915347	0.9278273543174206	0.7477129993686286	0.9034214040836558	0.4806637071537734	0.8983480096062878	0.6926389164799761	0.8756634809614942	0.8773624800114866	0.9105045661337052	0.6482611714399794	0.8717320624605392	0.8569973073284332	0.9378757988029511
VatanenT_2016__G78889__bin.6	0.6757018628617002	0.8446944267814313	0.8003731077350323	0.534309606411668	0.7405315916076486	0.8358795305628844	0.47627487457329193	0.6137368450146208	0.7243497992790245	0.49772300679221565	0.6639162197219353	0.8062933943729985	1.0	0.8861228745426979	0.6813874796141401	0.7972605159052295	0.5669853889314385	0.50003667803396	0.8545745504507226	0.688259656839619	0.8064453213951838	0.6719888637840398	0.8581484858925156	0.45737786475435627	0.8254330702365229	0.6350045421660065	0.867900671016809	0.7768904745233681	0.8094118964073257	0.574462145313851	0.7734006725812749	0.8106446955392905	0.8355881922457421
VatanenT_2016__G80445__bin.7	0.6249214829082351	0.7601364459593872	0.7353531657712242	0.4831973423623249	0.7575366929169685	0.766376737960818	0.43555974313378304	0.5804097170351441	0.6602257374287342	0.4452310898614687	0.630338056365477	0.7350795408156172	0.8053379615762314	1.0	0.6678875521498833	0.7302446573621543	0.5268708553402365	0.4538310021498201	0.7836903096322304	0.6329327539814643	0.7512556415399334	0.614137310437307	0.7812374799204781	0.4259076702193676	0.7870490085676839	0.6185270004006426	0.765575452871419	0.7260900447278853	0.747401826778341	0.5337323328644425	0.7209252946997645	0.778990974799963	0.7748957634262648
VatanenT_2016__G80267__bin.3	0.6820683410738937	0.798275440548524	0.7715011964049291	0.43539229099975063	0.8720225529393313	0.7997795977638715	0.39236962708121836	0.7257884130342819	0.680630525668752	0.41102109464805875	0.7633558963740925	0.7706584097049058	0.8026253338078274	0.8656410441218084	1.0	0.7550914267952933	0.4631915570627614	0.3931702334945057	0.8865755708978954	0.8078724795742985	0.7861418510757406	0.7687742203915887	0.8112391216835749	0.3478231491146849	0.8347851405811625	0.5652023281880209	0.8443125616579555	0.8341315508954301	0.7760742766183204	0.6072179889504029	0.8094564926723014	0.7727747953539438	0.8707915437943994
QinN_2014__LD-63__bin.9	0.7187416434567069	0.8990778590392418	0.8848354359577508	0.6016232286043759	0.7456097738513464	0.90357363144244	0.5213705305662719	0.6667944970366596	0.789562988702145	0.544177333031955	0.7223443911072971	0.8840454672576746	0.8785528478333327	0.8854250391727932	0.7063963712010053	1.0	0.6086092030204235	0.5354700543630255	0.9117089298644181	0.7498136179570383	0.8968700076238493	0.7195913770050915	0.8650785562958053	0.4823869927171169	0.8656670101868418	0.6856457093819318	0.8330331043624508	0.8324308585833432	0.872277921868954	0.6285066833190945	0.8350352267807818	0.8434298893200982	0.9215471433551833
GeversD_2014__SKBSTL021__bin.6	0.6976129596064216	0.8774415242534093	0.8302218194372518	0.7677892499568445	0.6734383091662351	0.8571163473157258	0.7009192128430864	0.5368116692559987	0.8158407776626964	0.6701245037113758	0.6297821724495081	0.8340427023994476	0.8797611341273951	0.8995242102537545	0.610147484032453	0.856966381840152	1.0	0.6792454255135508	0.8758987139651303	0.6518918306576903	0.851765600725013	0.597793133954773	0.8685806145347834	0.6805336181598481	0.9478195667184534	0.7557796046953219	0.8223189625409978	0.7853977861211807	0.8451541731399965	0.590656287761091	0.7598248964267219	0.9006872518556879	0.8567759580528224
QinN_2014__LD-36__bin.6	0.6800083103746336	0.8281437147136492	0.8412998235533637	0.8063069552358932	0.630403231759442	0.8533284360065435	0.7374296654181262	0.49125803356057884	0.7997539033758219	0.6837438118664529	0.6261486295025444	0.8405027181354282	0.856216231661813	0.8550500408375143	0.5715358953416659	0.8320494717316297	0.7495755517826825	1.0	0.870491502701467	0.6342899392080618	0.8484154330086175	0.5607353848132071	0.8502685989279855	0.7068104591660574	0.8552798262679274	0.8273108913531624	0.8079743878539946	0.7624703243427303	0.8268025059708494	0.5687885902604314	0.8093513145393457	0.8311845022228467	0.8612078141333518
BackhedF_2015__SID180_12M__bin.10	0.6727484171942686	0.823373875374875	0.8236524491836055	0.5116057980673109	0.7665408197267577	0.8294935021659446	0.45472475841386206	0.6469863378873709	0.7095791402865711	0.48028357214261913	0.718670776407864	0.7911859380206597	0.8190876374541819	0.8264958347217594	0.7214021992669111	0.7929923358880373	0.5410549816727758	0.4872629123625458	1.0	0.7329886704431856	0.8185641452849051	0.7005754748417194	0.8351096301232922	0.4299760079973342	0.8568757080973008	0.6240943018993669	0.8296904365211596	0.8477780739753416	0.7951249583472176	0.598596467844052	0.8187924025324892	0.7515818060646451	0.8842439186937687
BackhedF_2015__SID195_12M__bin.33	0.7005838241161646	0.8532178530140943	0.8448249550707785	0.4929694720006548	0.8473267539447344	0.8639403353578481	0.41509357554759085	0.7653790935039336	0.7290205259191308	0.4598778641313059	0.794240363662405	0.839658947138682	0.8438922687637047	0.8539020219002247	0.8409279631972555	0.8342964271464574	0.5151305760829903	0.4541935076848577	0.9376732801571415	1.0	0.8571029092310368	0.8283362717783105	0.8535013248578804	0.3816063859172893	0.8756551822915779	0.6064161827042106	0.861995249608681	0.887660747717732	0.8292860090233564	0.6429525063173726	0.8418325154566753	0.7811584577767623	0.9268335726148296
QinJ_2012__CON-060__bin.43	0.7229587743237812	0.9026130518621325	0.8809329554024498	0.5773513929302038	0.7597024170616827	0.9152733852260736	0.5078922927087739	0.6866712377637851	0.777365618023871	0.5265275417382311	0.7330217109551285	0.8876067070187665	0.8729405601826833	0.8947738210106891	0.7224236398477237	0.8809912858129905	0.5942058709746372	0.5363357061893458	0.924447065340597	0.756672622640629	1.0	0.7347671073685985	0.8706201388188506	0.4778017036995781	0.8935368399819966	0.6569607372361772	0.8534168072868606	0.865105092583533	0.8694136401337309	0.6285421612207388	0.8435454201972246	0.8278541634365418	0.9192014679694545
BackhedF_2015__SID526_12M__bin.22	0.6924828005529368	0.8469534150320928	0.8487073971924755	0.4659011233025067	0.8706492483598826	0.889248998500578	0.3917784137348999	0.8053541026108391	0.7185552686209266	0.438318589683037	0.7822006511243004	0.8429536261308307	0.8572098866940829	0.8619981914692162	0.8325401608696559	0.8329969501554192	0.49145427073590525	0.41773557576959014	0.932394298737532	0.8617813274296644	0.8658946484252522	1.0	0.84557373399519	0.3621292412109085	0.877175569844634	0.5757780163725698	0.8514742985069199	0.8820884938326794	0.8343473611992537	0.6362573612923855	0.8329401841082564	0.7781964273756037	0.9145812905317338
BackhedF_2015__SID256_12M__bin.21	0.6676591237175885	0.8084640539081182	0.7948971453601772	0.5189878866519003	0.7376135712475343	0.821303321321917	0.46998557803563756	0.6159280747572923	0.7235280505140665	0.49757705488886683	0.670338964373478	0.7908574112642842	0.8500150142704442	0.8514575550706911	0.6821726889043164	0.7775925099452323	0.5544742525923722	0.4918568244680265	0.8630326622367681	0.6894990330258851	0.7966785403374216	0.6565843774449844	1.0	0.43253771474539104	0.8293190821735154	0.6151563550310203	0.8169695003691582	0.7845001074415683	0.798009162837339	0.5845881957530277	0.7683539125260339	0.7841481674325322	0.8342310902839764
CosteaPI_2017__alien-11-600-0__bin.10	0.6839176980829899	0.8687510412691929	0.8306607424047809	0.8275349194662253	0.6320900355240742	0.8559138715866524	0.8161723213182065	0.4555492258331497	0.7947107555717978	0.7194693154763504	0.6257221705692988	0.8208479558878062	0.8837977170004998	0.9055427766820192	0.5705812566170978	0.8458740212069586	0.8474896679224597	0.7976256375254607	0.8668451827528202	0.6013934197161299	0.8529344981216848	0.5485500158541632	0.8437961853271063	1.0	0.8787754405576366	0.8816688253408645	0.8029347668363152	0.7741043741367543	0.8226953689720591	0.5846142064050819	0.7604321737401315	0.8731465408365624	0.8524084892326047
NielsenHB_2014__V1_UC14_1__bin.34	0.6443583608649002	0.7920171940216159	0.7643037044601801	0.5018909577536894	0.7173185602327904	0.7876832103641594	0.4431207334913387	0.6110966692882996	0.6842767011988334	0.47271191790796346	0.6612476673877262	0.7572044064653978	0.7872392348368598	0.8259284360522717	0.6758975334987659	0.749217820560941	0.5825827638023668	0.47637778305346407	0.8526332821827548	0.6811194682108217	0.7872770340975858	0.6558224787561523	0.7985136932795567	0.4337355749400185	1.0	0.6094394701206791	0.7874222628361648	0.79589891284021	0.7579063453685295	0.570091102849799	0.7650756051529013	0.7587468815609901	0.8266244066510784
BackhedF_2015__SID275_12M__bin.27	0.6499356136355755	0.8525258643609336	0.8260070050514975	0.6818032805835231	0.6890242633714411	0.8452174918216602	0.61722502860974	0.5515888520269567	0.7371302407841959	0.5931350495324186	0.684990463419991	0.8141335583580899	0.8445433423112046	0.9051479036863217	0.6381611161844433	0.8275175993249257	0.6478095920655654	0.6425874764475372	0.8659940584216671	0.6577808089331746	0.8071881538337051	0.6003093319770197	0.8259741760972846	0.6068381324486469	0.8498667190696921	1.0	0.8005488446288825	0.7790135130448855	0.7967143303008936	0.5799419713555815	0.7886189876197852	0.8457506155428914	0.8496766810389671
VatanenT_2016__G78672__bin.6	0.697420443473372	0.8298944213124233	0.8084472399119493	0.5244448950918321	0.7940715882449356	0.8408844027668296	0.47097231171570547	0.6362436068944689	0.7299771732561128	0.4969808442151958	0.7251399823447983	0.8089887436277914	0.9072596750178169	0.8805729908849297	0.7492834161397908	0.7902349072193348	0.553999004941494	0.49326191299089217	0.9048930493818681	0.7349059473462138	0.8241628407066878	0.697763153543197	0.8621905751459971	0.43437429245634446	0.8630667935747859	0.6292225932794664	1.0	0.848998963147583	0.8199536487356252	0.6067505524973316	0.8308920237956358	0.8027658119993589	0.8890807774539659
QinJ_2012__T2D-016__bin.32	0.6987471851819749	0.8234681617358108	0.8219458018011193	0.5031530696494239	0.783542997745232	0.8462540294281644	0.4463996369645017	0.6769457526339923	0.7187068535697337	0.47431527491525954	0.7577848861708169	0.8122882854403025	0.8138554420907756	0.8369388619521826	0.7418281503290374	0.7913489165204096	0.5302543542954041	0.4664754854525397	0.9265934792735065	0.7584025709672849	0.8372335005137054	0.7243934870674067	0.8296908990190976	0.4196712940824267	0.8742195629078823	0.6136028323178804	0.8508109116058822	1.0	0.8125625287491118	0.6223829886110723	0.8316772509530228	0.7571584605517572	0.8974275394912186
QinN_2014__LV-10__bin.11	0.7480193977331402	0.8735879513267325	0.8687563356905704	0.5738875152871636	0.7693721439635701	0.8811934337035613	0.5410416273351545	0.6726139704014733	0.7820719575227251	0.5355155024918171	0.7246976117526729	0.877454760231311	0.882609368140679	0.8967448292803869	0.7184284530413968	0.8631498418778437	0.5939391940508766	0.5265251717886721	0.9045944513566813	0.7375111549854919	0.8758216021174949	0.7132154638995479	0.8785018314268449	0.46425893365541576	0.8665420189443308	0.6532154790635044	0.8553161419558623	0.8458011383582136	1.0	0.6266789343074659	0.8313574698028762	0.8455190887675267	0.8941612701936513
QinJ_2012__T2D-101__bin.23	0.7676409825711081	0.8934244699325188	0.8888522345094076	0.55811658111322	0.8260415023195847	0.9018799446890726	0.49712156876494396	0.71238530233754	0.8000779835204035	0.5260864968984551	0.8071161556036843	0.8754207949325586	0.8777778309000669	0.8973512695430261	0.7876787100208292	0.8714961202136153	0.58165453619195	0.507565942025521	0.9542824267749086	0.8012487987722376	0.8872537848302928	0.76213326363689	0.9017976051409626	0.46229034624576815	0.9133612650329438	0.6662889671911431	0.8868941469330643	0.9078067984843149	0.8781512805924623	1.0	0.8693122629085834	0.8395520941071976	0.9294551937396445
Obregon-TitoAJ_2015__NO01__bin.15	0.7265951128789003	0.8778082973220077	0.8718666239479874	0.5525584321202791	0.8036602614695747	0.8832393001430033	0.4817760551383538	0.6812474114824684	0.7514499605373176	0.5209968820573733	0.7780020942572029	0.8658413365737014	0.8691929295376224	0.8914924708327798	0.7723007134540396	0.851625784369652	0.5503414889543561	0.5312110745571194	0.9600747055927608	0.7716185169845822	0.875810938586689	0.7338382733318225	0.8717837913869765	0.44227703584461864	0.9015527197993264	0.6663981120427603	0.8932944697543936	0.892234447405231	0.856841500675945	0.6393876641999234	1.0	0.8090807148606303	0.9505431002820995
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.64	0.6977229443283764	0.8451678427820817	0.8120779343646453	0.5619836070539254	0.7463719042599298	0.8487947232049672	0.5213022665852467	0.6216066941914196	0.769932604118093	0.5298708136529854	0.6786024525474731	0.814658894121193	0.8719332405703539	0.9219362508175345	0.7056460644851038	0.8232543651388696	0.624358172297574	0.5221178379021157	0.8434290043485918	0.6852627646633628	0.8226152952715935	0.6561706888679564	0.851503945667469	0.48602890061659587	0.8557063255202773	0.6839902340850476	0.8259998601450378	0.7774133488195905	0.8340213275077883	0.5909859363495387	0.7743421488079234	1.0	0.8422151829388912
VatanenT_2016__G69175__bin.1	0.7088171880452858	0.8607494514468663	0.8438449724557802	0.5444935579445894	0.7876714361000945	0.8668665429920129	0.4810486018782911	0.6648266176489288	0.7404365253733199	0.5065607378657786	0.750637564975112	0.84213679283271	0.8489575017908335	0.8662688920568941	0.7510850967332654	0.8496568805446959	0.5610066674107869	0.5109989671800624	0.9373144703583504	0.7679991127073588	0.8627691725148389	0.7284351153127212	0.8556888456859634	0.4481915760888762	0.8805966195280677	0.6490860038063159	0.8641184789995634	0.8703733269659254	0.8331257567772627	0.6180148663904003	0.8593178443310053	0.7955436857401618	1.0
