	ZeeviD_2015__PNP_Main_268__bin.39	XieH_2016__YSZC12003_37296R1__bin.33	VatanenT_2016__G80495__bin.7	LiuW_2016__SRR3993004__bin.12	CosteaPI_2017__SID713B032-11-90-0__bin.76	ZeeviD_2015__PNP_Main_381__bin.1	NielsenHB_2014__MH0101__bin.14	LeChatelierE_2013__MH0101__bin.15	QinJ_2012__CON-094__bin.7	QinJ_2012__T2D-083__bin.12	HeQ_2017__SZAXPI029573-88__bin.21	HMP_2012__SRS019601__bin.18	XieH_2016__YSZC12003_36058__bin.40	CosteaPI_2017__SID713A089-11-0-0__bin.48	HeQ_2017__SZAXPI029578-96__bin.47	BritoIL_2016__M1.44.ST__bin.56	ZeeviD_2015__PNP_Main_391__bin.26	HeQ_2017__SZAXPI029557-42__bin.38	ZeeviD_2015__PNP_Main_154__bin.30	ZeeviD_2015__PNP_Main_178__bin.19	KarlssonFH_2013__S248__bin.9	SchirmerM_2016__G89058__bin.16	FengQ_2015__SID31873__bin.66	QinN_2014__LD-74__bin.66	XieH_2016__YSZC12003_37880__bin.50	ZeeviD_2015__PNP_Main_384__bin.41	XieH_2016__YSZC12003_36052__bin.58	ZeeviD_2015__PNP_Main_137__bin.19	BackhedF_2015__SID560_4M__bin.10	VatanenT_2016__G78589__bin.6	LiuW_2016__SRR3993060__bin.98
HeQ_2017__SZAXPI029573-88__bin.21	0.99420500905055	0.9943836841950223	0.9855208929029204	0.9931202317465281	0.9930887823190762	0.993577119790506	0.988898410282414	0.9889769236854687	0.9964702595789969	0.9972203266294852	1.0	0.993374763837945	0.9936346736436243	0.994081702723508	0.9980352607743056	0.9919475709570856	0.9923005633375349	0.9975926603287405	0.9936305066264086	0.9939198529837835	0.9936410213108362	0.9936764005632984	0.9948291455828879	0.9945823706444545	0.9939001953125773	0.9943533437901041	0.9943173559667351	0.9935505039788003	0.9835491143030259	0.9828534697039547	0.9917627188953747
HMP_2012__SRS019601__bin.18	0.9944571797861513	0.9947335846157753	0.9839767322264212	0.9937067745062994	0.9953743942917156	0.9975273170565658	0.9873326175136118	0.9874243037209399	0.9920345639737516	0.9919156834314785	0.993374763837945	1.0	0.9938985770717277	0.994469409068999	0.9926623047553966	0.9901642090637747	0.9947096041594228	0.9931734370136193	0.9938204827480622	0.9944496861832747	0.9943898004768306	0.9984926553809514	0.995051147160314	0.9945493842881011	0.9981361987703918	0.9948520871335438	0.9944885301786107	0.9940504145728537	0.9834033683357082	0.9816915420406175	0.991752966508515
XieH_2016__YSZC12003_36058__bin.40	0.9950817902203252	0.9954805058435647	0.9843844253353012	0.9937942631369246	0.9957098789076946	0.9938610436103009	0.9880989448926407	0.9880590882400128	0.9929967138156874	0.9928959175911183	0.9936346736436243	0.9938985770717277	1.0	0.9961701775475208	0.9935780912657419	0.9916070279303941	0.9955981154569958	0.9938677592176128	0.994825379091115	0.9985472496544465	0.9940886033211003	0.9946917020155077	0.996353795878218	0.9954298975437218	0.9945956310824675	0.9958807056419848	0.9961075412038058	0.9954634894216084	0.9829276733187219	0.9825010539170405	0.9919133363021471
CosteaPI_2017__SID713A089-11-0-0__bin.48	0.9963118061409183	0.9969795201436046	0.9850094785524796	0.9950244131151782	0.996161262584728	0.9949343829627934	0.9879652437273364	0.9879506311510483	0.9935154700591734	0.9931933448527909	0.994081702723508	0.994469409068999	0.9961701775475208	1.0	0.9943262539963722	0.9924605778843618	0.9971792995421804	0.9946196952552253	0.9953945590638725	0.9964312703759601	0.9951980923353358	0.9951374036560268	0.9974744793316623	0.9958040860116575	0.9952824772419103	0.9961829623511091	0.997175381657976	0.9963755354820614	0.9834964396821939	0.9827592000089601	0.9935369413080434
HeQ_2017__SZAXPI029578-96__bin.47	0.9947073969230379	0.994607604944779	0.9845202329636518	0.9922824037684176	0.9931529213412694	0.993633191442717	0.9881613569512565	0.9883502199872142	0.9961129832380845	0.9970904582885554	0.9980352607743056	0.9926623047553966	0.9935780912657419	0.9943262539963722	1.0	0.9911472952518112	0.9933569497360415	0.9968528104869578	0.9945652709628783	0.9946365465708376	0.99363325934499	0.9932600310116684	0.9946922046343762	0.9948120310057053	0.9935152779140437	0.9941428092436254	0.9938718787369378	0.9945222421409499	0.9826826936072687	0.9820696537456572	0.9913354114996928
BritoIL_2016__M1.44.ST__bin.56	0.9921527392973909	0.9925983690919167	0.9877513756688822	0.9915446956530748	0.9906077400738542	0.9917005359844221	0.9916154189179379	0.9915327197365735	0.9917745122847607	0.990137955518692	0.9919475709570856	0.9901642090637747	0.9916070279303941	0.9924605778843618	0.9911472952518112	1.0	0.9921183649778225	0.9917357095840119	0.9911215873285153	0.9915621213772413	0.9913201908856668	0.9908629409468366	0.9928532625386992	0.9920366826954543	0.9913388180755777	0.9919053217941057	0.9919916800663139	0.9917176535860288	0.9869668408213792	0.9856059019292979	0.9895960772415413
ZeeviD_2015__PNP_Main_391__bin.26	0.9962844887356977	0.9964868962447379	0.9847668832457204	0.9935057542424501	0.9960523850976849	0.995753545770248	0.9868295869336968	0.987467401245073	0.9925104985217439	0.9920938859078449	0.9923005633375349	0.9947096041594228	0.9955981154569958	0.9971792995421804	0.9933569497360415	0.9921183649778225	1.0	0.9937565135046147	0.9941980034496389	0.9961117659638633	0.9943204881569364	0.9951583402072948	0.9963269684214743	0.9952120816024855	0.9951855358852169	0.9962096084543366	0.9963681385059724	0.9953502615454597	0.9827484507103793	0.9819919280839247	0.9921797324473473
HeQ_2017__SZAXPI029557-42__bin.38	0.9944165249936169	0.9951345838667637	0.9859650464093267	0.9932425214566843	0.9941760798171836	0.9931940122082983	0.9892774784393799	0.9896633252768233	0.9964631933655069	0.9958568166579076	0.9975926603287405	0.9931734370136193	0.9938677592176128	0.9946196952552253	0.9968528104869578	0.9917357095840119	0.9937565135046147	1.0	0.9941280527646047	0.9942784076546339	0.9942833022239692	0.9933584701603447	0.9951322471486428	0.9949107698238175	0.9935562969155282	0.99483964367356	0.994372803584396	0.9947008213870149	0.9841468121052469	0.9831817372132571	0.9915038999855073
ZeeviD_2015__PNP_Main_154__bin.30	0.9986258113910192	0.9963730360290314	0.9836124628002386	0.9936021128471378	0.9950104037249673	0.9954630513494441	0.9871277069878558	0.9872988165584633	0.9933671443848737	0.992842492623415	0.9936305066264086	0.9938204827480622	0.994825379091115	0.9953945590638725	0.9945652709628783	0.9911215873285153	0.9941980034496389	0.9941280527646047	1.0	0.9955056457686373	0.9945718737480194	0.9940452728517886	0.9960566126954322	0.9949457478946641	0.9941014879588272	0.995169922668208	0.9951912462535574	0.9984982110090443	0.9822572638295849	0.9813706892358578	0.9921430156616575
ZeeviD_2015__PNP_Main_178__bin.19	0.9964078949114257	0.9962081058183075	0.9846529919289188	0.9937205775419644	0.995977006127866	0.9951820497940719	0.9873875071633238	0.9877740598726045	0.9932689393720902	0.993283449809512	0.9939198529837835	0.9944496861832747	0.9985472496544465	0.9964312703759601	0.9946365465708376	0.9915621213772413	0.9961117659638633	0.9942784076546339	0.9955056457686373	1.0	0.9943569387776618	0.9948577722844519	0.9963687636412802	0.9958607807172516	0.9951942714546383	0.9964159925558417	0.9964367065214589	0.9962439309485668	0.9831500105915123	0.9822412257894928	0.9922236869157183
KarlssonFH_2013__S248__bin.9	0.994553459347139	0.9959011538976107	0.9840090781316116	0.9948936919487609	0.9946597057918704	0.9950757780166957	0.9879344194719277	0.9880764080527973	0.992558255510175	0.9924119507448163	0.9936410213108362	0.9943898004768306	0.9940886033211003	0.9951980923353358	0.99363325934499	0.9913201908856668	0.9943204881569364	0.9942833022239692	0.9945718737480194	0.9943569387776618	1.0	0.9943864055472577	0.9960785933007491	0.9959736735148742	0.9948498675745071	0.9954593513941005	0.9963229851472087	0.9941306094524395	0.9819781734030314	0.9823145268203913	0.9920872446290547
SchirmerM_2016__G89058__bin.16	0.9950604580193111	0.9951572211204441	0.9842493130801864	0.9935550687518562	0.9953101869214219	0.9979171602509297	0.9871047950263561	0.9873884086077309	0.9919888117190836	0.9925408625215167	0.9936764005632984	0.9984926553809514	0.9946917020155077	0.9951374036560268	0.9932600310116684	0.9908629409468366	0.9951583402072948	0.9933584701603447	0.9940452728517886	0.9948577722844519	0.9943864055472577	1.0	0.9952380071461477	0.9949043122802691	0.9982371936538972	0.9944930115908914	0.9944781937603462	0.9951628462636765	0.9820010468565225	0.9813395452624974	0.9919796794931145
FengQ_2015__SID31873__bin.66	0.9966055803902459	0.9984632958903364	0.9853542141322534	0.9953352086667275	0.996703793549767	0.9957609130979	0.9889485733205408	0.9887136255485258	0.9940456792315022	0.9936492938673621	0.9948291455828879	0.995051147160314	0.996353795878218	0.9974744793316623	0.9946922046343762	0.9928532625386992	0.9963269684214743	0.9951322471486428	0.9960566126954322	0.9963687636412802	0.9960785933007491	0.9952380071461477	1.0	0.9965945019071144	0.9950649745349415	0.9970083350379539	0.9977101675889962	0.996386175714339	0.9835594854549303	0.9829443435711014	0.9935082820797588
QinN_2014__LD-74__bin.66	0.9958157820715509	0.9964021395101648	0.9850390818489106	0.996166017526777	0.9947336621212717	0.9948878506558702	0.9892572768190331	0.9890143791517816	0.9937200443125556	0.9937807875268078	0.9945823706444545	0.9945493842881011	0.9954298975437218	0.9958040860116575	0.9948120310057053	0.9920366826954543	0.9952120816024855	0.9949107698238175	0.9949457478946641	0.9958607807172516	0.9959736735148742	0.9949043122802691	0.9965945019071144	1.0	0.9948689459416866	0.9960417122605878	0.9959030783899001	0.9956371968864	0.98350182890652	0.9829507100453596	0.9930092285374171
XieH_2016__YSZC12003_37880__bin.50	0.9951641068597219	0.9953618459745389	0.984393471242308	0.9939623249074223	0.9954851568940601	0.998233135988643	0.9867546320654959	0.9868605904979799	0.9930348158312482	0.9926576125380254	0.9939001953125773	0.9981361987703918	0.9945956310824675	0.9952824772419103	0.9935152779140437	0.9913388180755777	0.9951855358852169	0.9935562969155282	0.9941014879588272	0.9951942714546383	0.9948498675745071	0.9982371936538972	0.9950649745349415	0.9948689459416866	1.0	0.995180898502799	0.9955554912821106	0.9946943127361826	0.9825204996792135	0.9818570058537275	0.9919131482282016
ZeeviD_2015__PNP_Main_384__bin.41	0.9959924434065911	0.9963180011885602	0.9851047226778393	0.9947430414734207	0.9970681188821732	0.9955124585786851	0.9882344331801257	0.9884816124102219	0.9938077995429939	0.9928950560836572	0.9943533437901041	0.9948520871335438	0.9958807056419848	0.9961829623511091	0.9941428092436254	0.9919053217941057	0.9962096084543366	0.99483964367356	0.995169922668208	0.9964159925558417	0.9954593513941005	0.9944930115908914	0.9970083350379539	0.9960417122605878	0.995180898502799	1.0	0.9969341282796176	0.9958158261349691	0.9834038542793528	0.9829011789637725	0.9928951099203668
XieH_2016__YSZC12003_36052__bin.58	0.9960826759834285	0.9977826041557899	0.9849532193245467	0.9954288945415766	0.9960919339566251	0.9954898868321297	0.9880458411785716	0.9881818641142626	0.993364897067932	0.9923599482815816	0.9943173559667351	0.9944885301786107	0.9961075412038058	0.997175381657976	0.9938718787369378	0.9919916800663139	0.9963681385059724	0.994372803584396	0.9951912462535574	0.9964367065214589	0.9963229851472087	0.9944781937603462	0.9977101675889962	0.9959030783899001	0.9955554912821106	0.9969341282796176	1.0	0.9961594591623527	0.9826455489320451	0.9824364856768181	0.9935401885819268
ZeeviD_2015__PNP_Main_137__bin.19	0.9987469904172508	0.9966771839492073	0.9847338087275804	0.9937002948438903	0.9956112631427988	0.9955567703504147	0.9871374646141406	0.9875136738865911	0.9930102974170635	0.993088919618702	0.9935505039788003	0.9940504145728537	0.9954634894216084	0.9963755354820614	0.9945222421409499	0.9917176535860288	0.9953502615454597	0.9947008213870149	0.9984982110090443	0.9962439309485668	0.9941306094524395	0.9951628462636765	0.996386175714339	0.9956371968864	0.9946943127361826	0.9958158261349691	0.9961594591623527	1.0	0.9828124820214247	0.9818993227305187	0.9924063859889896
BackhedF_2015__SID560_4M__bin.10	0.9824903484445743	0.983345639575002	0.9925264447867491	0.9837832724291374	0.9831701303275802	0.9824996726339023	0.9867606397847826	0.9869963647379582	0.9832887893881281	0.981911932080347	0.9835491143030259	0.9834033683357082	0.9829276733187219	0.9834964396821939	0.9826826936072687	0.9869668408213792	0.9827484507103793	0.9841468121052469	0.9822572638295849	0.9831500105915123	0.9819781734030314	0.9820010468565225	0.9835594854549303	0.98350182890652	0.9825204996792135	0.9834038542793528	0.9826455489320451	0.9828124820214247	1.0	0.9865830623482567	0.981170240623818
VatanenT_2016__G78589__bin.6	0.9819977661726085	0.9822383787935789	0.9889692158792627	0.98266033327788	0.9822106243650536	0.9817040298306303	0.9856072768282365	0.9854230248387047	0.9830798374632417	0.9811639456617361	0.9828534697039547	0.9816915420406175	0.9825010539170405	0.9827592000089601	0.9820696537456572	0.9856059019292979	0.9819919280839247	0.9831817372132571	0.9813706892358578	0.9822412257894928	0.9823145268203913	0.9813395452624974	0.9829443435711014	0.9829507100453596	0.9818570058537275	0.9829011789637725	0.9824364856768181	0.9818993227305187	0.9865830623482567	1.0	0.9805143115995032
LiuW_2016__SRR3993060__bin.98	0.9928284715000544	0.9936258446426683	0.9822214053651818	0.9951454019462138	0.9921133817168357	0.991511740330822	0.9861696256094196	0.9861086077906049	0.9914132211309094	0.9904515980390487	0.9917627188953747	0.991752966508515	0.9919133363021471	0.9935369413080434	0.9913354114996928	0.9895960772415413	0.9921797324473473	0.9915038999855073	0.9921430156616575	0.9922236869157183	0.9920872446290547	0.9919796794931145	0.9935082820797588	0.9930092285374171	0.9919131482282016	0.9928951099203668	0.9935401885819268	0.9924063859889896	0.981170240623818	0.9805143115995032	1.0
