	ZeeviD_2015__PNP_Main_268__bin.39	XieH_2016__YSZC12003_37296R1__bin.33	VatanenT_2016__G80495__bin.7	LiuW_2016__SRR3993004__bin.12	CosteaPI_2017__SID713B032-11-90-0__bin.76	ZeeviD_2015__PNP_Main_381__bin.1	NielsenHB_2014__MH0101__bin.14	LeChatelierE_2013__MH0101__bin.15	QinJ_2012__CON-094__bin.7	QinJ_2012__T2D-083__bin.12	HeQ_2017__SZAXPI029573-88__bin.21	HMP_2012__SRS019601__bin.18	XieH_2016__YSZC12003_36058__bin.40	CosteaPI_2017__SID713A089-11-0-0__bin.48	HeQ_2017__SZAXPI029578-96__bin.47	BritoIL_2016__M1.44.ST__bin.56	ZeeviD_2015__PNP_Main_391__bin.26	HeQ_2017__SZAXPI029557-42__bin.38	ZeeviD_2015__PNP_Main_154__bin.30	ZeeviD_2015__PNP_Main_178__bin.19	KarlssonFH_2013__S248__bin.9	SchirmerM_2016__G89058__bin.16	FengQ_2015__SID31873__bin.66	QinN_2014__LD-74__bin.66	XieH_2016__YSZC12003_37880__bin.50	ZeeviD_2015__PNP_Main_384__bin.41	XieH_2016__YSZC12003_36052__bin.58	ZeeviD_2015__PNP_Main_137__bin.19	BackhedF_2015__SID560_4M__bin.10	VatanenT_2016__G78589__bin.6	LiuW_2016__SRR3993060__bin.98
HMP_2012__SRS019601__bin.18	0.8095730133246882	0.7740014243810581	0.4848734525375883	0.41584373884507875	0.7162260454801768	0.6484361985925183	0.7615751654161659	0.7621362956780554	0.7862028173774489	0.725239997861704	0.8012012395219184	1.0	0.6550749179601346	0.7899113814254503	0.8105497317645598	0.44878970720864425	0.8024366228028578	0.7955075090403362	0.7501587339908019	0.7690843781955885	0.8066121631105999	0.7953226499005864	0.7651981976233875	0.7705601473354935	0.8129011676130926	0.7984511149316866	0.8014750793669954	0.8121917361756575	0.45600749093379733	0.5536355343412065	0.4439971650333419
XieH_2016__YSZC12003_36058__bin.40	0.7588115689542566	0.7446464512520129	0.4750309983409124	0.4121963896363801	0.6913757928678286	0.6203341495404168	0.7183578767031941	0.7196618265815251	0.7613596440087276	0.69927913139105	0.7748099136771462	0.723761914451438	1.0	0.7550692861503147	0.774984815195017	0.4345780681879669	0.7757088084062471	0.7273948361755782	0.7182656628310269	0.7617044934067081	0.7437403165907998	0.7178366015911084	0.7081305199719243	0.7214756201001854	0.7650779207219812	0.7497406961156621	0.7443873378922042	0.7751997268640348	0.4459474289476873	0.5341976288079185	0.43553640657020026
CosteaPI_2017__SID713A089-11-0-0__bin.48	0.8412884925395903	0.8015879396570561	0.4864445516401632	0.4250172818738911	0.7332032554515208	0.6406081433014358	0.7704994633342541	0.7708196761864711	0.806256794215829	0.7360985705863193	0.8185499442719693	0.7869100284343515	0.6808144400879005	1.0	0.8336057891185351	0.44814132243785054	0.8521492741612966	0.7900523747287467	0.7666868002215378	0.7860775437337918	0.8183877763897307	0.8003307949936851	0.7797907896888713	0.787800921058599	0.8138725003126542	0.8123508021125803	0.8114355155907927	0.8623373339325299	0.46837004786701136	0.5521672088296289	0.4448426490535855
HeQ_2017__SZAXPI029578-96__bin.47	0.8690623630968289	0.8363733299535183	0.498334775265265	0.4298439269408909	0.7415278462771981	0.6786718980324518	0.808381022706295	0.8048714797803488	0.8923445124387294	0.7951098531709185	0.9027732621735333	0.809431130300133	0.7004686049170797	0.8356304365196355	1.0	0.4687220166474256	0.8729700445529414	0.8624517480898994	0.8036223029214276	0.8311258916787669	0.8403698693168824	0.8289395738677849	0.8069431088970874	0.8348751443079967	0.8460061470384831	0.8392123056491587	0.8481952201334109	0.8877858951504247	0.47652188108745547	0.594994613419886	0.4540949030002287
BritoIL_2016__M1.44.ST__bin.56	0.6417257402245882	0.6053202623901117	0.4425096709388766	0.3700538275448275	0.6032097165619381	0.4853277767767115	0.646955139878773	0.6479375692492898	0.636338193403442	0.6101432717485901	0.6298982490712448	0.6236116595676161	0.5465556505503522	0.6250857828572305	0.6522085012249217	1.0	0.6175848148048751	0.6203030291412513	0.6158284227839269	0.5980569943220375	0.6286493656860903	0.6052143517116316	0.6007574770063604	0.6223833832375505	0.6171645267278297	0.621578270387566	0.6243913730241188	0.6495597757952406	0.42120437214616246	0.49421277215689735	0.3917180724831597
ZeeviD_2015__PNP_Main_391__bin.26	0.6484390573394923	0.6282407599948181	0.3336911404846004	0.2876255611501265	0.5205828743028497	0.5022967060230632	0.5675230136683765	0.5634690610346818	0.5803787354038823	0.5208940733081602	0.6174207386650185	0.5561114274091272	0.48656968348049556	0.5928161789064438	0.6058291732575365	0.3080181786110199	1.0	0.5800178210428848	0.5907434310001056	0.6158229158151717	0.5782330875769452	0.5798103550393444	0.5608664143612365	0.5588120706971479	0.6482203575776958	0.6031538656796256	0.5974973098734219	0.6415759480933444	0.3282193441492914	0.3948900262869943	0.3074705926500627
HeQ_2017__SZAXPI029557-42__bin.38	0.8718276233751285	0.8173429891191436	0.5018278333044982	0.43369525639253026	0.7391927998569585	0.6663009793567041	0.7891766208176098	0.7841093601714761	0.8773375454334209	0.7989043134694302	0.8866229386202717	0.8348594233312606	0.6909307616744256	0.832296837233073	0.9063660719391755	0.468491411355152	0.8783332621503862	1.0	0.7987935576295934	0.810422196918092	0.8351754032272659	0.8353386414095092	0.8130097573723213	0.8262747599023321	0.8425602117246277	0.8445552646304483	0.8443424396833107	0.8840393595851217	0.4792495676540827	0.5872242052906544	0.4570296297207867
ZeeviD_2015__PNP_Main_154__bin.30	0.7934558910957465	0.7268023795609728	0.4266357900542143	0.3644755782565908	0.6487975071025063	0.6098823501137159	0.6854095673226523	0.6833398476534533	0.707323613714731	0.6517207291990802	0.725597546567902	0.6878265065788308	0.5960821107915089	0.7056624620841271	0.7378659719745094	0.4063629728574211	0.7815802222711323	0.6978968232886312	1.0	0.7415389733431491	0.7190724746573973	0.6875577118165972	0.6894930341046794	0.6998738878221427	0.7389297667746906	0.750622971390118	0.7319214967504294	0.7812083368118538	0.40577668404661976	0.5006043138713276	0.39897997131169316
ZeeviD_2015__PNP_Main_178__bin.19	0.8965951948873128	0.8739780862174752	0.47648670025039996	0.41099084991070534	0.7335367247280244	0.7417239313299894	0.7863301660224618	0.782590388765239	0.8124592189799283	0.7341885000587607	0.8709780451210218	0.803891329441427	0.7206180185597352	0.8247874340023403	0.8699412609112886	0.44987782817500743	0.9288126513629242	0.8071711148170018	0.8453403471280428	1.0	0.8206399366682023	0.820156873093431	0.7838845665513803	0.8009031846867405	0.8878614775544871	0.8616058907800467	0.8387930332138652	0.9048685598432855	0.4560855556060249	0.566398169837943	0.44712400530360547
KarlssonFH_2013__S248__bin.9	0.6894454446744863	0.6655497614997231	0.4000846753257065	0.34142390095765923	0.6138995142653536	0.5465069159550603	0.6439050921744516	0.6403950078422509	0.652792314906005	0.606123336162461	0.6851027858068728	0.663217078213515	0.5534871006244025	0.6754657922743549	0.6919284224102069	0.37198726977655183	0.6860295070540559	0.6543341090984574	0.6448190525721477	0.6455356451644463	1.0	0.6796882155823584	0.6524211159731523	0.6488721819436248	0.6872786524316082	0.6683656556198356	0.6857584098960672	0.7129231391349449	0.3877117556631941	0.4678011156385345	0.36640397276437714
SchirmerM_2016__G89058__bin.16	0.8745394305048101	0.8193942839894848	0.47249463882717546	0.41480526044244154	0.7112617972125411	0.6814498155616158	0.7718376099873999	0.7709664852115865	0.799810823427009	0.7505469975677298	0.8314306873181501	0.8093675746440216	0.6611854597271505	0.8175706077867745	0.844743944770268	0.44324141247161475	0.8514072420582692	0.8100203917604653	0.763107760451216	0.7985020304016229	0.8412425987736866	1.0	0.7778698507295055	0.7883689750420295	0.8774392020188194	0.8340738946858581	0.8281490528887158	0.894284340461675	0.45261109297730234	0.554909991962628	0.43594670766077376
FengQ_2015__SID31873__bin.66	0.7726170670113252	0.7462648357339609	0.4435674117025435	0.3800926989888752	0.6856926136099506	0.5999787862181131	0.7158623435074369	0.7167105674097383	0.7413607855384863	0.6638492931030984	0.744919986721744	0.7263415589117854	0.608380818812696	0.7430163116959305	0.7670252057704106	0.4103881401864325	0.7682017849695117	0.7353492318843142	0.7137910534148624	0.711861843281222	0.7531891058063561	0.725556845405874	1.0	0.7384766278467553	0.7604836349422416	0.7345929998448251	0.7591610473060788	0.7906618765423369	0.41762668850900503	0.518901545135922	0.40767094281510813
QinN_2014__LD-74__bin.66	0.6881778716065535	0.6781011566709286	0.4094002557164521	0.35178971781986856	0.605322470339865	0.5452323748922125	0.6493978769587583	0.6515500579822188	0.676653385269543	0.6191959798994975	0.697529065445571	0.6643403407570396	0.5629903957658113	0.6817950700246797	0.7207843953495288	0.3861630638399096	0.6951824209806429	0.67879634860694	0.658079153162261	0.6606033124200886	0.6803811959204306	0.6678995569563795	0.6707394962980583	1.0	0.6754654931462044	0.6738972971365704	0.6783101900032708	0.7079890577146085	0.37938182034432516	0.4713240760013083	0.3804231215247837
XieH_2016__YSZC12003_37880__bin.50	0.7439583448554802	0.726653895938115	0.3865597858361112	0.336567914186961	0.5993781671937525	0.6016932108996995	0.6519294917238864	0.6465787464015986	0.6644264819994737	0.6029018491858521	0.7052031501130427	0.658371558928309	0.5608338626537752	0.6616723397527753	0.6861302960674983	0.3597186305712024	0.7575388359196014	0.6502272865665455	0.6526956795720298	0.6879473037059135	0.6769790579045838	0.6983094147531523	0.6488678129037989	0.6345303517089927	1.0	0.6745617813322786	0.695341030406736	0.7277823680148556	0.3735516312287329	0.4628112585759688	0.357322582681529
ZeeviD_2015__PNP_Main_384__bin.41	0.905130413203157	0.8357690140406918	0.4933377592727319	0.4225739877784683	0.7409291220449254	0.6974806789362756	0.7777436051892372	0.7758042518713028	0.8361896903892776	0.7669799468180253	0.842915209323602	0.8184145238686104	0.695554758980733	0.8358375948907973	0.8613836080455942	0.4585107067433358	0.8920763665441402	0.8248671334406589	0.8391142747857909	0.8449097101292502	0.8331979391808053	0.8400924356736371	0.7932404027463449	0.8011883576583245	0.8537159861961596	1.0	0.8376889243341118	0.8861027623942211	0.47187442775643756	0.5698305063175689	0.4525788167187386
XieH_2016__YSZC12003_36052__bin.58	0.775276188139754	0.7530402318643663	0.43889672568640126	0.3904750671893994	0.6629924405045534	0.6138222236899836	0.7132785753488423	0.7096452368259241	0.7490065089976395	0.6760082341414932	0.7638512381877969	0.7309077527681718	0.6144220139049426	0.7428136042611211	0.7745832999155513	0.4097869282217494	0.7862441400936327	0.7337060398906098	0.7279663589085517	0.7318195471222179	0.7605937514251702	0.7421276354835514	0.729355909600575	0.7174915747874235	0.7829555158211575	0.745298629163266	1.0	0.8096938302125056	0.4256805826174065	0.5202156351187078	0.4036786294463342
ZeeviD_2015__PNP_Main_137__bin.19	0.7411353075637953	0.6896919088663078	0.38308506596269437	0.33207875739308446	0.5902001029044198	0.5304405104849564	0.6392991819178725	0.6343758435746015	0.6549011901293995	0.5975999292966	0.6933197302270119	0.6287887263321837	0.5431940901783419	0.6701571575310736	0.6882626214780803	0.3619044847262766	0.716709525707815	0.6521518211332142	0.6596101220140964	0.6702060197750574	0.6712711098911868	0.6803295825108412	0.6448668076640564	0.6357533316440703	0.6956878135160443	0.6692760350985776	0.6873761589096297	1.0	0.371284700537191	0.45877722100926965	0.3587580766218727
BackhedF_2015__SID560_4M__bin.10	0.6129781341687981	0.5799957852922981	0.5169940451425946	0.37286551283767405	0.5777360326757425	0.4765812389431756	0.6535673068922229	0.6568251131459085	0.6253794141375406	0.5880512132207965	0.6090234540343616	0.5979259296776924	0.529242021902009	0.6164783313375275	0.6256882816654789	0.3974632162741984	0.6209955754613568	0.5987810812081921	0.5802788761744202	0.5721348127620626	0.6182917409817917	0.5831740004992529	0.576894900022792	0.5769894143907848	0.6047734730276796	0.6036383961680529	0.6120497226975576	0.6288343891206275	1.0	0.5872810793993046	0.38856032458675965
VatanenT_2016__G78589__bin.6	0.6970677157507381	0.6700692038610064	0.5648392706239627	0.40728643765929007	0.6578339578682989	0.5620562182471946	0.7515600748768606	0.7595271041441515	0.7046858639624808	0.6582564869150667	0.7083909891893165	0.6755704983822692	0.5899890075112534	0.676348642015211	0.7270420273314008	0.4339996161887543	0.6952993222701425	0.6827812679911521	0.6662167826517317	0.661218819544746	0.6942518374121696	0.6653755121691732	0.6670597365169466	0.6670866706394497	0.6972962349463506	0.6783712262769299	0.6960774659030843	0.7231066995262961	0.5465341676177778	1.0	0.4171375929648072
LiuW_2016__SRR3993060__bin.98	0.5257606775322244	0.49844222871332994	0.3616530087257078	0.35206846979317935	0.5031680289481609	0.41794109934434587	0.5287222060327312	0.530688722562697	0.5267102958812989	0.49960017136092105	0.5197820944049525	0.5217721183460348	0.46325528197342286	0.5247595860588082	0.5343761437064783	0.33128589186509827	0.5213785718599266	0.5117713361166648	0.51135914582174	0.5026958542248695	0.5236847299505087	0.5034213415679524	0.5047118173782185	0.5185414705182614	0.5184750012868281	0.5188835438800279	0.5201922581989189	0.5445730912286149	0.34824405718461465	0.40172909167768744	1.0
