	ZeeviD_2015__PNP_Main_268__bin.39	XieH_2016__YSZC12003_37296R1__bin.33	VatanenT_2016__G80495__bin.7	LiuW_2016__SRR3993004__bin.12	CosteaPI_2017__SID713B032-11-90-0__bin.76	ZeeviD_2015__PNP_Main_381__bin.1	NielsenHB_2014__MH0101__bin.14	LeChatelierE_2013__MH0101__bin.15	QinJ_2012__CON-094__bin.7	QinJ_2012__T2D-083__bin.12	HeQ_2017__SZAXPI029573-88__bin.21	HMP_2012__SRS019601__bin.18	XieH_2016__YSZC12003_36058__bin.40	CosteaPI_2017__SID713A089-11-0-0__bin.48	HeQ_2017__SZAXPI029578-96__bin.47	BritoIL_2016__M1.44.ST__bin.56	ZeeviD_2015__PNP_Main_391__bin.26	HeQ_2017__SZAXPI029557-42__bin.38	ZeeviD_2015__PNP_Main_154__bin.30	ZeeviD_2015__PNP_Main_178__bin.19	KarlssonFH_2013__S248__bin.9	SchirmerM_2016__G89058__bin.16	FengQ_2015__SID31873__bin.66	QinN_2014__LD-74__bin.66	XieH_2016__YSZC12003_37880__bin.50	ZeeviD_2015__PNP_Main_384__bin.41	XieH_2016__YSZC12003_36052__bin.58	ZeeviD_2015__PNP_Main_137__bin.19	BackhedF_2015__SID560_4M__bin.10	VatanenT_2016__G78589__bin.6	LiuW_2016__SRR3993060__bin.98
HeQ_2017__SZAXPI029573-88__bin.21	0.6696305217465776	0.6636407803334176	0.3768597930292671	0.3233318485331449	0.584183323090546	0.5295062294280216	0.6166008022229991	0.619471385997239	0.6714820334688685	0.6013408445909735	1.0	0.6214874466158675	0.544120110460516	0.63782006914824	0.7045340088366259	0.3511279544067595	0.6903208622685341	0.6581134455569374	0.6140059927038319	0.6467148661175239	0.6465050730074637	0.6339371460919502	0.6096334626204695	0.6283427529272737	0.6757737703134401	0.6385240475689045	0.650337634944907	0.6947922294140174	0.3567239634362118	0.4455461649873343	0.3425358627721453
HMP_2012__SRS019601__bin.18	0.8050856956618457	0.7699252113722859	0.4771041953712789	0.41322674042638313	0.7129130661957817	0.6468328214643533	0.751928001503705	0.7525519011003603	0.7799403691319725	0.7193769281308362	0.7958930920967544	1.0	0.6510780288359566	0.7855427047030442	0.8046021648522764	0.44437550547421023	0.7981914154312547	0.7900769269237334	0.745523115152414	0.7648157185450619	0.8020869079377342	0.7941238245838513	0.7614113443501563	0.7663601200894635	0.8113860814173455	0.7943407581638935	0.7970577736544686	0.8073595320580582	0.4484393025706112	0.5434993214359002	0.4403355055431875
XieH_2016__YSZC12003_36058__bin.40	0.7550795744748954	0.7412810259669692	0.46761311631827346	0.40963840730638706	0.6884097069961369	0.6165259452493471	0.7098086600257437	0.7110684082132839	0.7560276245325481	0.6943113948148367	0.769877995712436	0.7193459369119938	1.0	0.7521775048450388	0.7700079334413988	0.430930666599602	0.7722942277926514	0.7229342758962845	0.7145489103140074	0.7605979269407018	0.739343772553341	0.7140261110056876	0.7055485315512431	0.7181784025966207	0.760943157387741	0.7466522934961785	0.7414898408510502	0.7716830251027499	0.43833406875801634	0.5248497333037639	0.4320143701220957
CosteaPI_2017__SID713A089-11-0-0__bin.48	0.8381856574876897	0.7991667594321925	0.4791524941557719	0.42290257146037674	0.7303886806818198	0.6373630677765547	0.7612266900848083	0.7615317855920708	0.8010285978937416	0.7310882014619847	0.8137055223661118	0.7825579509675789	0.6782070416592798	1.0	0.8288761216039229	0.4447625958405313	0.8497456163135392	0.7858016521883731	0.763155869446609	0.7832722455166765	0.8144579538536174	0.7964391093959796	0.7778214119325327	0.7844953761539001	0.810033038270246	0.8092500285168098	0.8091435199500853	0.8592118228631976	0.46064027453098444	0.5426474044205865	0.4419676049040667
HeQ_2017__SZAXPI029578-96__bin.47	0.8644627609598307	0.8318632745447582	0.49062066903804774	0.4265265650701633	0.7364505467860991	0.6743509239844713	0.7988108883310969	0.7954949041023424	0.8888759543614767	0.7927964478879371	0.9009995481334329	0.8034917713444958	0.6959702594650892	0.8308892816699225	1.0	0.4645725590250703	0.867170860668046	0.859737448992806	0.7992548334568619	0.8266681866649768	0.8350194523046572	0.8233525468467152	0.8026600200033615	0.8305438379452195	0.8405200322919278	0.8342968790898747	0.8429973769696836	0.8829228189861106	0.46826980566982335	0.5843261539817987	0.4501603575256448
BritoIL_2016__M1.44.ST__bin.56	0.636689951041471	0.6008399052267159	0.43708953621665975	0.3669249098081914	0.5975442141140117	0.4812998163575928	0.6415306920520025	0.6424513002572527	0.6311040014108644	0.6041260116626347	0.6248260381163426	0.6174779456587165	0.5419684242407978	0.6203729972817856	0.6464346919293187	1.0	0.612717236699344	0.615176664762511	0.6103608439116217	0.5930106619944563	0.6231928091920884	0.5996844724402204	0.5964640210402825	0.6174271468717533	0.61181915248454	0.6165467943090023	0.6193910471451082	0.644179896715523	0.4157147485172505	0.4870990250466774	0.3876426679139526
ZeeviD_2015__PNP_Main_391__bin.26	0.6460297747177338	0.6260336850216716	0.3286079843817298	0.28575765006986437	0.5185278135903617	0.5001637260511811	0.5600485011537308	0.5564073293819186	0.5760319880071265	0.5167758253346585	0.6126669467935747	0.5531693778266645	0.48442785991168835	0.5911440220391996	0.6018046196082143	0.3055904917470119	1.0	0.5763964876101207	0.5873159396512946	0.6134284521936662	0.5749490059080008	0.5770031105559563	0.5588063343099532	0.5561365241031039	0.6450995239276661	0.6008676763664194	0.5953272824009075	0.6385927877359866	0.3225570519558929	0.38777881829467725	0.3050660903509665
HeQ_2017__SZAXPI029557-42__bin.38	0.8669597956301391	0.8133662753534957	0.4947847029535614	0.43076457000311996	0.734887799990879	0.6617661430256034	0.7807146574857556	0.7760042767679854	0.8742345721820421	0.795594306425938	0.8844885360466825	0.8291602028931163	0.6866938078798799	0.827818826610647	0.9035135661425914	0.4646196622743169	0.8728494002897026	1.0	0.7941030840072187	0.8057852914796907	0.8304009578570409	0.8297907148963708	0.809052226807691	0.8220696574604193	0.8371310038894845	0.8401970585275844	0.8395911589331824	0.8793546771177712	0.47165193420958335	0.5773481142913399	0.45314666027709233
ZeeviD_2015__PNP_Main_154__bin.30	0.7923655330484741	0.7241662935162909	0.4196442801739513	0.36214370463693096	0.6455602694778171	0.6071153452083696	0.6765867745387482	0.6746606228954951	0.7026320383117918	0.6470560332723644	0.7209758578031435	0.6835760708150869	0.5929976118375948	0.7024125752941563	0.7338558703511155	0.4027551146899816	0.7770454965176847	0.6937988099665304	1.0	0.738206234520584	0.7151692584806328	0.6834634932440807	0.6867740960274031	0.6963365487511479	0.734571180647789	0.7469974043912843	0.7284018665108288	0.7800351267319869	0.3985770953974747	0.4912784005383485	0.3958451919257849
ZeeviD_2015__PNP_Main_178__bin.19	0.8933745307253668	0.8706640537974204	0.4691740550158942	0.4084100647377289	0.7305857109794583	0.7381503423622963	0.776412582436241	0.77302248552792	0.8069905067192702	0.7292572861488369	0.8656823705587892	0.7994294802884826	0.7195711404842604	0.8218439906530803	0.8652753714722841	0.4460818136657964	0.9252012103987005	0.8025528107450642	0.8415410881619864	1.0	0.816009015264088	0.8159394396895128	0.7810380964122796	0.7975880707810705	0.8835946563074765	0.8585178888535603	0.8358041674687685	0.9014698110500432	0.4484005188246991	0.5563396326265465	0.44364702905086656
KarlssonFH_2013__S248__bin.9	0.6856903520321369	0.6628217754538538	0.3936869525418336	0.3396804853433137	0.6106211102449487	0.5438157945854866	0.636136003432385	0.6327591990837143	0.6479344012935531	0.6015240424329439	0.6807462317920401	0.6594962980775637	0.5502152188159576	0.6722222679092142	0.687523093592891	0.3687584912819294	0.6821331943440513	0.6505934787521931	0.6413188933451035	0.6418928479975817	1.0	0.6758727215857709	0.6498627074382425	0.6462596106920039	0.6837390763583712	0.6653308420374143	0.6832368660374528	0.7087387148009691	0.38072448163302575	0.45952783155451815	0.3635047077609501
SchirmerM_2016__G89058__bin.16	0.8702196062740638	0.8154261386569517	0.4650525236997182	0.4121318690575216	0.7079261123336809	0.6800304647987674	0.761884605800245	0.7612433709229641	0.7934033883314205	0.7449485643288093	0.8261730526921686	0.8081475787855495	0.6576756902839053	0.8135950919384105	0.8390503967794355	0.439191489511054	0.8472850178471777	0.8046406171578588	0.7585636619530463	0.7943959511299703	0.8365202039878	1.0	0.7741656400591045	0.784351692937291	0.8758924466251813	0.8294806594154831	0.8235761742811114	0.8899585496228752	0.4444645671225857	0.5445551191742215	0.43245027534141284
FengQ_2015__SID31873__bin.66	0.7699944804882313	0.745118047493991	0.43707101837283746	0.37831964586079175	0.6834324291940924	0.597435424003918	0.7079510433055787	0.7086215035726234	0.7369464856162047	0.6596333813262412	0.7410681139180088	0.7227470014253828	0.606162538163528	0.7411398086438304	0.7629539929379058	0.40745520389128853	0.7653801555546389	0.731769733564066	0.7109762988367121	0.709276904673514	0.7502355450010443	0.7221017488929876	1.0	0.7359617470989825	0.7567306288380413	0.732395343705825	0.7574226957347858	0.7878045634511418	0.41076069086216344	0.5100513386616591	0.4050244580500737
QinN_2014__LD-74__bin.66	0.6852983854182154	0.6756614433112307	0.4032752519996432	0.3504409622074871	0.6021346376854687	0.542445065564509	0.6424215753322827	0.6443923760815914	0.672404031994291	0.615345068537956	0.6937501115042669	0.6607192768576611	0.5604174719752609	0.6789343165531802	0.7170449882548839	0.38308792483125687	0.691853944277601	0.6753417977461271	0.6547530552169128	0.657868930451072	0.6776417590913145	0.6644961493859831	0.6684552942225922	1.0	0.671999643186346	0.6712298177276917	0.6755312063274954	0.7049002408492164	0.3731227141625286	0.46328833516695905	0.37776367042312153
XieH_2016__YSZC12003_37880__bin.50	0.7403606417989409	0.7232835632455527	0.3805269294218927	0.3345358264745136	0.5966720688077469	0.600630100819483	0.6432944457386492	0.6380830834773252	0.6597986291857515	0.5984751102075886	0.700901548632398	0.6571444852072393	0.5578029095585495	0.6585508854315931	0.6816809317827457	0.35660304207022114	0.7538916923785118	0.6460374149944889	0.6488457462468528	0.6846412157107894	0.6734925261070898	0.6970784304852822	0.6456656337236618	0.6312745421727333	1.0	0.6713109996419057	0.6922505811351871	0.7239209823740483	0.36702213537083994	0.454414476620796	0.3544329679206673
ZeeviD_2015__PNP_Main_384__bin.41	0.9015030518478298	0.8326917135243558	0.4859893565348712	0.42035253385030563	0.7387568059423539	0.6943507054989823	0.7685930108336534	0.7668682378044512	0.8310118362063054	0.7615305973109237	0.8381555569224591	0.8142013972110925	0.6926895641863731	0.8326471713227408	0.856338319938857	0.4547992101182914	0.8886950478263052	0.820610525110136	0.835061287948365	0.8418815474385053	0.8294146801198257	0.8354660563678026	0.7908672932269694	0.7980170236052457	0.8496018422088973	1.0	0.8351206775505182	0.8823951543740796	0.46404313099154476	0.5600870764690619	0.4493632939735815
XieH_2016__YSZC12003_36052__bin.58	0.772239180108478	0.7513704435837072	0.43229274291582337	0.38869016447839166	0.6604014222608033	0.611053815996188	0.7047519299752001	0.701258552986449	0.7440367737136513	0.6708434962705755	0.759510543506807	0.7268793767465705	0.6120304015323429	0.7407154393298202	0.7698365595253259	0.40650522339590717	0.7833886102763218	0.7295773318928302	0.724465747952866	0.7292118593024883	0.7577970369042396	0.7380297504753188	0.7276858067996144	0.7145520680496124	0.7794756632053708	0.7430136391728746	1.0	0.8065841679915835	0.4182931297757942	0.5110788203601572	0.40107094162660467
ZeeviD_2015__PNP_Main_137__bin.19	0.7402066579213041	0.687400189521425	0.3772368160721004	0.32998675913290076	0.5876098699596792	0.5280836414814285	0.6310761735683029	0.6264548199132601	0.6503236255891839	0.5934698681493732	0.6888481673854935	0.6250476940892439	0.540729884442128	0.6677281966921597	0.6844924854941883	0.35890706641500386	0.713377013865396	0.6486959521502458	0.6586195267945327	0.6676886796860961	0.667331157583941	0.6770387237288674	0.6425363723335032	0.6329796650292919	0.6919967115442792	0.6664756678040266	0.6847362627005121	1.0	0.36490323807153807	0.4504730425931914	0.3560338062646737
BackhedF_2015__SID560_4M__bin.10	0.6022451006284074	0.5703363264390604	0.5131302616012995	0.3668188543954155	0.5680128105407488	0.46824091124512957	0.6449144938913872	0.6482839989436098	0.6149285670355591	0.5774145029358243	0.599004478805266	0.5880023732603025	0.5202066292106378	0.6063042440116782	0.6148530459855361	0.3922830149088502	0.6102824396826488	0.5892884922199751	0.5699831411691925	0.5624943472267947	0.60714899443948	0.5726774789897725	0.5674104510279907	0.5674701443130388	0.5942023349118891	0.5936203253826702	0.6014279357338476	0.6180262867520703	1.0	0.5794015657729557	0.3812438271716598
VatanenT_2016__G78589__bin.6	0.6845189397382676	0.6581676884799391	0.558608650566795	0.40022422656983847	0.6461315024863562	0.5517728544446352	0.740743078772208	0.7484554964127116	0.6927624646068796	0.6458575319590198	0.6962445416317364	0.6632018443140384	0.5796648216792751	0.6646878503540153	0.7140059120398894	0.4277525831506863	0.6827783220715032	0.6712980732002114	0.6538056231714255	0.6494763838247128	0.6819736651617226	0.6529593025408978	0.6556825948333619	0.6557133165668421	0.6846451934375011	0.6667718780826944	0.6838518993606513	0.7100179785267708	0.5392013527663027	1.0	0.40900937980816165
LiuW_2016__SRR3993060__bin.98	0.5219901698491514	0.49526508051085655	0.35522332648511107	0.3503593188849219	0.4991997347715546	0.41439350676668935	0.521409779974685	0.5233167173764757	0.5221875510424929	0.49482978810500683	0.515500503180188	0.5174690462111119	0.4595090923018498	0.5213680340549433	0.5297459943168807	0.32783921903516666	0.517301251931762	0.5074232756604671	0.5073414050217504	0.4987867338762465	0.5195409407909108	0.49938374105857114	0.5014353706287868	0.5149164656039966	0.5142821708040386	0.5151969333366297	0.5168319143098122	0.540437813373042	0.341686705383643	0.3939011237758414	1.0
